"GKP1","ACK2","PAD3","MZP4","Output2","IXG5","QHX6","ZFG7","HRQ8","SIZ9","CEP10"
58.886,38.66,46.083,78.184,"Class1","A",92.164,"Y",85.909,25.046,32
35.475,52.641,33.546,70.328,"Class2","R",27.409,"T",39.722,44.571,2
20.747,21.694,42.215,87.066,"Class1","A",87.065,"A",61.017,31.668,36
38.664,50.139,43.81,49.606,"Class2","G",32.199,"Y",83.424,51.353,6
22.17,34.344,46.726,78.614,"Class1","Q",90.806,"A",56.12,29.709,37
29.833,46.076,104.609,76.52,"Class1","Q",86.146,"G",88.776,25.313,39
24.63,21.133,46.228,90.098,"Class1","S",89.076,"A",64.648,14.962,25
35.708,56.408,34.644,64.541,"Class2","T",26.285,"Y",42.971,42.841,6
39.563,58.121,44.852,32.804,"Class2","L",24.914,"U",65.207,50.687,3
20.934,49.749,58.71,79.306,"Class1","L",86.006,"G",105.107,28.565,26
42.359,57.09,46.612,35.809,"Class2","S",25.595,"U",75.926,51.042,2
36.377,65.947,43.559,61.836,"Class2","G",33.64,"N",13.365,43.678,2
46.025,21.389,53.861,78.895,"Class1","L",90.548,"Y",68.837,31.466,25
37.066,74.688,22.112,35.676,"Class2","S",25.283,"V",7.203,42.342,5
37.012,47.76,47.27,32.518,"Class2","T",27.084,"Y",57.788,51.59,6
14.378,48.937,53.958,78.967,"Class1","N",85.427,"M",84.112,8.341,26
36.771,52.872,33.497,65.454,"Class2","G",23.345,"T",112.754,45.276,7
26.238,52.585,45.875,72.973,"Class1","N",93.02,"M",86.714,13.613,41
22.91,55.113,53.101,87.01,"Class1","A",89.777,"G",66.735,17.257,35
39.401,47.021,53.783,62.444,"Class2","R",33.769,"V",91.01,44.408,1
39.835,47.443,29.437,6.854,"Class2","R",23.011,"N",72.4,50.689,7
36.832,46.572,18.723,45.304,"Class2","G",27.717,"N",49.686,51.456,4
36.859,43.513,35.734,NA,"Class2","L",24.113,"V",103.149,41.404,7
38.348,77.399,46.66,24.015,"Class2","T",28.052,"V",9.605,44.672,4
40.587,23.076,30.494,85.313,"Class1","L",85.877,"A",41.179,14.756,39
23.809,54.34,33.746,79.589,"Class1","L",86.569,"R",55.632,24.438,42
39.651,58.026,59.426,NA,"Class1","N",93.723,"M",95.868,31.514,24
34.11,33.584,50.658,73.012,"Class1","L",88.484,"R",40.056,11.533,25
23.34,54.381,81.295,NA,"Class1","A",91.638,"M",68.535,24.565,26
24.013,24.557,54.34,73.853,"Class1","A",90.195,NA,63.317,17.66,32
37.712,68.044,36.72,61.041,"Class2","S",24.218,"V",85.859,44.025,1
11.367,47.782,93.464,78.246,"Class1","A",93.819,"G",71.529,7.463,42
23.258,25.515,32.461,87.857,"Class1","S",91.197,"G",73.293,14.973,38
19.585,48.692,42.325,73.408,"Class1","S",90.951,"M",72.137,28.505,41
38.275,76.614,35.132,12.568,"Class2","T",30.512,"T",85.962,44.393,6
39.32,41.101,38.357,55.472,"Class2","T",25.582,"U",64.015,43.418,5
39.279,43.889,50.298,NA,"Class2","R",32.545,"U",17.807,42.741,7
39.835,60.796,98.063,NA,"Class1","A",91.085,"R",78.844,9.311,25
37.293,73.249,34.762,1.39,"Class2","L",27.906,"N",87.739,46.832,4
23.452,31.633,31.166,78.226,"Class1","L",87.528,"A",45.757,11.979,25
34.152,38.159,63.255,79.17,"Class1","N",88.593,"A",69.32,13.627,27
43.265,30.68,43.166,84.348,"Class1","S",88.638,"A",65.502,25.252,31
38.063,45.219,43.75,18.272,"Class2","R",34.429,"N",23.344,46.011,2
37.526,62.801,41.657,NA,"Class2","T",26.182,"U",74.909,47.123,1
36.695,51.62,47.056,29.665,"Class2","R",24.968,"T",111.057,47.487,3
35.969,52.636,30.03,23.035,"Class2","L",24.058,"U",95.51,49.656,1
26.938,59.857,52.602,85.743,"Class1","N",86.543,NA,84.852,25.372,23
30.408,52.851,69.084,79.355,"Class1","L",85.348,"M",79.646,20.911,27
36.156,26.837,79.563,85.381,"Class1","L",87.935,"R",99.663,9.133,26
23.646,27.969,99.789,87.591,"Class1","Q",87.733,"G",86.548,19.809,41
31.861,60.871,22.926,35.186,"Class2","T",27.583,"Y",128.358,49.832,6
15.403,56.479,56.607,74.938,"Class1","S",91.782,"R",47.311,12.222,41
27.528,51.276,111.531,83.751,"Class1","Q",89.703,"G",74.677,28.42,23
41.008,65.341,52.823,53.446,"Class2","L",24.891,"U",5.708,42.735,3
25.695,28.408,62.158,87.218,"Class1","S",92.429,"R",84.514,14.505,36
40.782,60.918,64.087,72.381,"Class1","Q",93.512,"M",71.885,9.232,33
43.296,61.156,33.674,78.547,"Class1","L",89.567,"R",66.07,24.878,42
36.254,45.123,36.462,79.681,"Class1","S",90.088,"A",70.53,7.25,26
40.303,61.694,50.512,94.385,"Class1","S",93.786,"Y",70.093,18.956,24
34.624,76.241,46.655,27.772,"Class2","T",33,"T",41.618,51.912,3
39.253,49.577,34.122,64.499,"Class2","T",23.321,"V",60.352,47.449,3
35.516,69.111,41.424,18.191,"Class2","R",25.878,"T",55.157,43.795,3
38.541,50.498,20.564,24.192,"Class2","S",35.386,"N",38.345,48,5
1.312,18.881,81.396,81.424,"Class1","A",85.823,"A",52.948,15.411,33
35.037,47.862,27.052,46.733,"Class2","R",33.16,"T",59.559,47.514,7
36.707,50.033,44.95,39.238,"Class2","S",26.087,"N",37.011,49.262,5
20.903,49.526,71.073,66.413,"Class1","Q",86.389,"Y",91.402,29.502,30
31.315,33.336,33.022,77.432,"Class1","A",87.98,"M",90.177,24.481,28
41.81,42.613,25.892,48.002,"Class2","G",28.618,"V",43.451,49.114,3
38.787,77.272,39.576,28.034,"Class2","G",35.324,"V",101.889,51.701,5
32.799,31.954,45.882,84.31,"Class1","N",93.79,"Y",70.829,11.731,32
37.079,51.362,43.084,75.069,"Class1","L",84.553,"G",43.151,13.145,33
38.386,59.33,34.703,60.399,"Class2","R",27.914,"T",61.698,45.159,6
38.293,62.253,14.075,23.479,"Class2","G",33.393,"U",46.282,48.93,6
32.916,43.503,51.827,54.222,"Class2","T",28.762,"N",63.867,51.511,1
20.114,46.179,106.777,76.676,"Class1","Q",90.189,"R",68.577,14.518,30
46.237,78.171,20.008,64.851,"Class2","L",23.27,"Y",78.596,41.365,3
38.368,59.399,58.427,60.88,"Class2","R",32.945,"N",68.492,44.785,6
35.295,74.281,26.676,30.25,"Class2","L",26.265,"V",96.662,47.591,5
41.549,78.146,56.362,45.759,"Class2","S",29.233,"T",95.689,51.542,6
37.487,64.779,38.987,32.745,"Class2","G",29.892,"N",48.89,41.762,2
36.205,30.041,30.267,68.908,"Class1","N",88.577,"Y",63.302,7.75,34
38.624,73.259,42.195,48.684,"Class2","R",35.888,"T",21.775,49.14,6
39.496,67.642,34.274,22.099,"Class2","G",36.233,"Y",85.873,45.807,3
32.029,42.987,66.397,76.403,"Class1","S",86.36,"G",90.399,21.604,24
37.072,63.059,24.183,52.327,"Class2","T",29.543,"T",51.482,46.852,4
32.468,52.389,41.546,82.953,"Class1","Q",92.79,"M",83.67,25.557,27
37.267,76.647,47.034,0.083,"Class2","S",28.696,"N",42.441,44.477,1
38.357,56.187,17.288,19.815,"Class2","L",23.62,"T",75.433,44.694,2
39.026,58.874,28.15,22.535,"Class2","G",28.487,"U",50.242,50.981,4
40.285,46.635,32.971,33.113,"Class2","G",29.521,"V",43.805,44.437,0
36.349,41.399,46.513,7.433,"Class2","R",33.808,"Y",74.134,48.658,5
15.129,40.863,115.841,72.34,"Class1","S",88.953,"A",32.086,23.844,39
35.457,42.547,53.057,78.628,"Class2","T",30.046,"U",61.676,43.895,3
37.55,44.283,52.536,27.964,"Class2","R",34.653,"U",77.759,46.711,1
36.367,72.497,35.656,62.015,"Class2","R",32.726,"Y",93.101,46.896,5
38.86,63.881,15.689,53.956,"Class2","S",28.506,"U",57.977,47.884,6
49.242,51.38,66.187,69.999,"Class1","N",85.953,"G",77.299,8.883,42
40.056,51.039,38.93,27.873,"Class2","R",34.965,"V",86.579,41.559,4
45.627,38.399,71.825,90.113,"Class1","Q",84.838,"G",84.679,9.057,28
43.899,46.688,40.901,43.25,"Class2","L",26.047,"T",40.12,43.389,1
37.889,68.356,31.149,57.377,"Class2","S",35.143,"U",88.506,44.215,1
22.966,64.419,34.23,72.846,"Class1","L",86.424,"M",85.026,16.989,29
19.549,50.482,57.46,80.427,"Class1","A",92.771,"M",72.809,15.131,37
44.898,28.322,88.239,87.742,"Class1","A",93.231,"R",64.389,20.033,30
39.333,29.177,8.087,92.559,"Class1","N",85.472,"R",68.534,26.831,30
27.576,65.105,85.99,89.144,"Class1","N",90.516,"G",49.056,9.111,24
26.046,52.089,18.494,82.993,"Class1","N",88.792,"G",74.659,10.939,41
33.532,67.843,36.142,NA,"Class2","G",28.882,"Y",24.254,47.491,1
37.97,47.488,51.504,38.025,"Class2","R",31.888,NA,44.274,44.235,0
38.223,74.418,0.545,26.766,"Class2","R",36.482,"Y",54.033,41.258,6
34.019,51.493,46.228,72.865,"Class1","L",86.174,"M",79.21,9.412,33
28.55,60.688,44.159,75.626,"Class1","L",88.348,"G",43.356,27.056,28
51.281,21.951,68.601,74.385,"Class1","L",92.675,"A",52.204,16.037,42
42.299,53.669,53.324,23.044,"Class2","R",26.638,"Y",105.789,50.203,7
38.187,56.408,45.409,25.088,"Class2","G",29.015,"N",43.936,42.062,3
25.203,40.585,62.681,90.518,"Class1","Q",92.429,"G",51.46,9.321,36
23.532,43.242,59.759,76.722,"Class1","N",90.809,"R",92.38,14.659,42
39.488,53.94,17.329,NA,"Class2","G",27.473,"Y",58.05,42.56,4
48.368,51.163,61.489,82.572,"Class1","A",84.263,"G",81.719,20.121,28
35.581,70.658,16.666,-14.348,"Class2","T",36.696,"U",39.882,48.636,1
36.282,53.847,33.404,NA,"Class2","L",26.979,"T",84.034,42.608,2
33.917,68.305,42.006,18.919,"Class2","L",34.782,"V",105.021,48.131,4
24.009,23.472,58.355,71.51,"Class1","N",90.966,"Y",56.727,26.343,32
30.996,25.464,48.492,85.6,"Class1","A",86.094,"Y",57.736,29.852,25
41.309,54.947,54.781,32.205,"Class2","R",30.118,"V",57.946,42.228,0
33.473,24.693,79.206,85.53,"Class1","N",84.24,"M",60.65,25.112,42
35.757,57.929,40.567,57.476,"Class2","L",35.017,"V",102.117,49.433,7
35.189,17.456,58.986,84.43,"Class1","N",93.501,"G",56.177,6.295,38
36.826,52.551,51.165,57.952,"Class2","T",30.189,"Y",58.397,47.797,4
32.851,17.77,33.232,64.632,"Class1","S",92.971,"A",51.81,27.025,41
35.732,59.826,51.181,78.729,"Class1","Q",85.47,"G",51.642,29.963,27
39.387,58.702,56.299,3.555,"Class2","T",34.779,"T",48.25,51.821,7
26.59,25.24,49.737,85.238,"Class1","N",93.64,"A",76.038,25.678,39
27.843,22.616,57.938,79.9,"Class1","N",84.567,"A",100.19,21.282,32
39.164,69.497,33.53,5.673,"Class2","G",34.133,"N",68.697,51.447,6
37.726,55.921,54.558,46.143,"Class2","R",31.86,"N",52.363,41.748,6
38.293,73.784,50.177,26.654,"Class2","T",28.671,"Y",7.823,50.874,6
32.269,47.924,29.077,40.319,"Class2","L",25.2,"T",49.674,45.784,3
38.747,48.385,65.762,NA,"Class2","R",23.616,"N",56.158,44.595,7
0.31,36.83,57.898,92.631,"Class1","A",86.573,"Y",80.022,17.446,38
29.865,65.207,45.229,76.324,"Class1","L",84.377,"A",59.504,31.719,41
36.104,77.934,41.716,20.85,"Class2","L",23.276,"T",43.262,47.221,1
28.352,46.668,73.196,79.704,"Class1","Q",85.918,"A",76.403,15.258,23
37.014,54.811,35.034,19.472,"Class2","T",31.08,"N",60.642,50.424,2
34.934,48.756,49.494,7.617,"Class2","R",25.111,"V",24.541,51.156,5
36.357,17.196,57.42,79.282,"Class1","N",92.995,"Y",66.003,13.451,35
37.721,55.915,102.132,88.183,"Class1","L",90.849,"R",57.853,23.4,28
43.505,56.759,58.854,14.289,"Class2","S",36.944,"V",21.816,51.661,5
37.771,73.237,23.382,35.699,"Class2","R",26.58,"T",111.231,50.604,3
38.111,78.332,51.296,39.677,"Class2","G",35.074,"Y",78.202,49.635,4
29.875,47.578,41.696,92.593,"Class1","N",92.776,"R",74.733,21.598,26
41.101,70.873,40.188,44.192,"Class2","R",30.347,NA,79.508,42.072,0
36.125,69.881,50.042,30.934,"Class2","R",36.791,"N",51.691,51,5
28.163,62.476,34.607,81.592,"Class1","A",85.187,"A",77.53,19.92,37
29.081,59.556,45.829,85.158,"Class1","L",91.479,"G",87.184,30.589,27
9.324,35.97,42.984,83.925,"Class1","Q",92.869,"G",88.676,23.669,31
35.447,43.222,31.972,54.489,"Class2","G",33.036,"N",61.593,44.107,1
28.96,42.191,54.716,84.551,"Class1","N",92.483,"G",66.889,11.562,26
21.409,18.396,5.737,77.144,"Class1","S",89.205,"G",72.19,29.583,42
38.488,51.664,42.815,14.883,"Class2","S",26.274,"V",27.669,42.68,0
23.969,30.627,43.45,72.538,"Class1","L",88.732,"M",69.661,22.508,37
40.791,46.054,96.439,76.04,"Class1","Q",90.868,"R",70.167,28.118,24
37.063,29.992,53.362,66.128,"Class1","L",87.262,"Y",69.109,29.875,42
32.364,29.029,55.241,79.513,"Class1","A",85.365,"M",84.606,14.464,38
13.116,40.525,90.703,75.663,"Class1","L",93.742,"R",37.908,13.263,39
39.467,56.002,27.526,24.76,"Class2","R",25.802,"U",27.067,50.154,5
36.631,75.368,47.449,27.645,"Class2","R",31.857,"N",83.128,43.515,6
27.956,60.734,53.64,95.722,"Class1","L",88.618,"R",91.447,20.394,35
41.361,58.094,14.46,8.731,"Class2","G",32.624,"U",34.341,47.076,7
12.339,33.201,46.258,92.338,"Class1","A",93.116,"G",68.325,30.854,32
37.428,48.168,64.199,19.088,"Class2","G",25.605,NA,78.014,46.006,3
39.935,61.828,34.543,48.607,"Class2","G",27.194,"U",73.612,42.753,1
39.945,25.021,28.829,88.602,"Class1","S",91.533,"Y",65.658,17.905,38
18.425,42.072,82.734,90.8,"Class1","S",93.429,"R",80.351,19.285,25
29.635,20.944,40.41,82.57,"Class1","L",87.485,"R",58.732,12.979,40
36.05,28.247,58.509,85.65,"Class1","L",91.705,"M",79.213,6.698,25
35.605,43.169,46.635,45.11,"Class2","R",31.76,"V",47.914,48.003,2
40.182,58.872,29.595,14.663,"Class2","G",29.891,"N",52.968,48.182,4
35.706,78.388,26.263,41.498,"Class2","S",30.749,"U",45.136,43.493,7
35.203,41.59,34.573,19.062,"Class2","S",32.491,"N",50.394,42.546,7
35.956,61.145,48.828,6.938,"Class2","G",29.677,"U",49.902,46.39,7
41.282,63.837,25.572,57.688,"Class2","R",30.895,"Y",26.127,51.647,4
36.112,47.687,49.421,39.671,"Class2","G",34.899,"Y",67.222,50.895,6
33.865,75.015,39.804,10.949,"Class2","S",33.338,"U",25.423,48.201,7
36.899,24.841,31.574,69.735,"Class1","N",84.657,"G",80.433,23.295,30
36.815,70.494,43.17,58.563,"Class2","R",33.482,"N",18.67,43.022,0
14.511,54.496,98.818,71.695,"Class1","Q",93.685,"A",74.055,23.216,27
38.323,45.123,73.072,77.382,"Class1","N",84.15,"M",47.129,8.845,35
14.989,53.041,71.445,81.3,"Class1","S",86.877,"A",61.858,21.22,28
42.114,26.42,55.028,84.632,"Class1","L",93.825,"A",68.177,25.123,27
39.665,67.812,20.464,49.603,"Class2","R",33.959,"V",67.676,47.733,1
37.359,57.25,43.488,35.951,"Class2","G",33.134,"T",78.469,44.491,2
39.36,61.884,36.007,45.256,"Class2","R",23.233,"U",32.577,48.941,3
15.443,38.208,64.177,85.378,"Class1","N",87.656,"M",56.977,6.095,37
30.072,30.571,76.267,70.6,"Class1","L",90.49,"M",62.121,27.335,39
12.088,34.329,9.69,88.852,"Class1","N",92.518,"G",56.227,8.198,39
43.035,74.493,54.319,45.008,"Class2","L",33.434,"V",71.573,42.512,2
41.831,56.995,28.317,22.278,"Class2","L",35.14,"T",86.85,50.926,4
25.389,45.548,89.278,71.057,"Class1","S",89.893,"M",50.154,22.568,29
39.045,43.277,33.207,44.077,"Class2","S",26.862,"V",90.772,42.384,4
32.562,19.845,57.55,90.135,"Class1","L",87.825,"A",71.558,16.245,35
8.942,35.66,56.914,72.493,"Class1","L",91.828,"Y",59.151,8.907,36
36.625,74.519,42.605,54.833,"Class2","R",33.035,"N",75.265,50.877,6
37.555,25.662,51.882,88.347,"Class1","Q",89.243,"M",74.738,7.853,41
39.149,61.023,94.313,85.18,"Class1","S",91.586,"Y",51.746,24.9,41
31.136,48.738,45.055,88.924,"Class1","N",93.604,"M",67.624,25.333,35
13.581,31.662,29.819,74.085,"Class1","A",86.629,"G",56.911,28.205,23
20.193,18.461,37.088,67.402,"Class1","N",92.467,"G",76.853,23.799,30
38.762,47.739,26.623,45.624,"Class2","G",33.409,"U",39.582,41.117,7
44.008,62.201,100.896,79.537,"Class1","L",89.833,"Y",66.51,19.882,27
-6.033,53.598,44.356,84.054,"Class1","L",93.095,"M",72.073,22.76,23
38.315,72.91,45.793,41.349,"Class2","R",26.825,"N",65.203,49.756,3
26.971,56.305,52.76,82.682,"Class1","S",93.972,"R",70.594,30.815,34
39.43,66.573,18.143,52.279,"Class2","G",29.383,"T",43.018,50.808,6
28.884,28.792,65.491,77.113,"Class1","L",93.965,"R",53.477,25.385,33
36.125,52.576,32.019,NA,"Class2","G",28.427,"T",74.998,50.615,4
36.009,54.368,60.012,40.321,"Class2","R",36.814,"T",18.462,46.45,0
43.828,63.854,60.635,12.66,"Class2","R",36.601,"V",41.353,43.44,4
40.027,58.029,57.69,17.851,"Class2","S",28.338,"U",39.789,51.67,3
35.594,46.967,42.492,24.036,"Class2","G",34.908,"N",104.389,47.615,0
32.848,62.177,17.559,37.312,"Class2","R",30.543,"T",10.966,46.018,0
12.257,62.601,58.075,81.397,"Class1","A",86.561,"R",85.911,12.04,42
4.844,47.426,54.2,74.33,"Class1","N",87.017,"Y",46.877,30.099,26
35.748,62.053,69.573,84.571,"Class1","N",85.747,"A",41.922,26.447,29
38.892,43.849,45.209,50.619,"Class2","S",30.064,"T",74.604,42.094,1
56.996,54.401,61.122,91.907,"Class1","S",90.009,"G",72.708,10.212,39
44.311,63.558,38.099,24.046,"Class2","G",32.302,"Y",88.032,42.287,5
37.375,42.201,25.574,31.077,"Class2","S",30.159,"T",90.964,48.051,3
39.226,78.713,33.174,47.398,"Class2","L",24.573,"V",45.26,44.771,4
31.364,60.707,99.518,93.811,"Class1","S",92.416,"M",84.17,28.191,36
36.463,41.154,39.58,14.914,"Class2","T",31.987,"Y",79.293,44.857,5
13.816,21.151,27.128,82.13,"Class1","Q",90.3,"G",57.475,23.266,35
35.09,67.281,45.089,52.603,"Class2","S",30.627,"V",82.594,41.951,3
40.585,78.914,51.539,29.782,"Class2","R",27.579,"V",21.027,42.254,4
36.308,47.306,38.954,22.293,"Class2","L",32.601,"V",114.234,46.583,0
46.242,46.326,74.483,82.431,"Class1","N",84.529,"A",40.326,19.547,40
40.118,68.466,49.199,92.706,"Class2","T",33.618,"Y",113.589,46.436,5
33.504,42.072,23.72,80.223,"Class1","A",93.518,"G",89.652,19.088,26
39.88,60.051,30.107,69.146,"Class2","S",31.817,"N",75.348,47.74,4
26.809,65.95,48.857,95.981,"Class1","A",90.682,"R",73.148,16.302,37
44.366,21.522,60.359,83.204,"Class1","S",89.91,"A",75.481,17.661,36
42.925,64.208,23.116,36.524,"Class2","S",31.447,"T",29.731,49.194,3
37.188,60.862,70.146,67.478,"Class2","T",33.367,"N",70.818,49.163,6
43.808,52.934,39.21,61.265,"Class2","G",32.529,"N",77.926,43.93,6
33.181,44.192,40.074,80.953,"Class1","A",93.75,"R",60.637,18.019,40
39.003,76.075,61.901,46.058,"Class2","T",27.631,"T",10.853,48.953,0
36.532,71.784,42.969,-7.669,"Class2","S",33.03,"Y",23.752,51.084,2
20.108,57.963,13.13,75.123,"Class1","A",89.441,"G",57.95,9.796,28
13.228,27.411,97.494,77.402,"Class1","A",89.224,"A",70.789,15.933,42
35.322,45.552,31.977,NA,"Class2","T",34.276,"N",32.686,43.946,7
36.019,56,49.896,11.601,"Class2","G",29.786,"U",67.305,41.221,1
38.825,57.162,46.277,38.781,"Class2","S",31.682,"Y",52.348,42.179,3
36.135,69.348,57.461,53.827,"Class2","S",31.688,"N",43.9,44.994,5
32.047,59.43,72.907,79.085,"Class1","Q",89.921,"Y",98.138,14.778,24
37.874,56.617,31.723,19.361,"Class2","S",36.579,"Y",87.411,45.712,5
35.368,41.564,59.233,54.693,"Class2","L",23.465,"Y",28.329,50.364,4
30.642,22.298,109.129,76.578,"Class1","N",90.052,"Y",84.031,17.841,38
57.203,51.548,86.896,78.635,"Class1","A",89.389,"R",78.896,26.037,37
24.829,31.982,58.87,80.419,"Class1","N",91.988,"G",70.687,11.374,34
41.849,74.67,28.637,46.239,"Class2","G",33.308,"U",41.483,46.108,7
29.526,24.142,61.12,89.723,"Class1","N",90.154,"R",61.76,27.171,25
31.524,46.705,25.208,31.154,"Class2","G",23.71,NA,77.852,46.417,5
39.624,47.689,36.343,74.711,"Class1","Q",88.888,"Y",47.091,15.08,41
30.888,18.018,45.756,83.36,"Class1","L",91.883,"R",81.877,25.843,37
20.937,58.92,48.344,75.225,"Class1","N",92.071,NA,70.957,7.404,34
22.856,40.649,58.478,75.722,"Class1","A",87.617,"M",65.79,17.153,33
35.863,53.916,40.349,79.137,"Class1","S",88.581,"M",77.699,29.439,28
32.834,52.546,39.4,32.613,"Class2","L",28.738,"Y",31.591,48.785,3
35.668,50.575,78.75,53.809,"Class2","R",29.502,"N",82.812,50.348,4
35.295,57.188,34.823,51.552,"Class2","R",27.409,"U",83.365,44.728,5
29.199,33.007,46.873,80.411,"Class1","Q",85.973,"Y",86.895,17.537,29
22.47,17.517,91.433,93.494,"Class1","N",85.118,"R",44.956,9.709,41
32.698,37.848,87.905,76.697,"Class1","N",86.686,"G",70.886,27.693,31
35.141,55.433,89.376,79.203,"Class1","A",87.056,"A",54.89,23.774,27
33.857,62.788,76.284,73.893,"Class1","L",89.267,"R",63.458,16.725,25
32.784,34.471,28.707,68.357,"Class1","A",85.886,"Y",69.543,30.78,27
32.957,33.672,76.785,92.468,"Class1","S",86.929,"R",73.895,21.721,32
27.704,43.819,82.729,NA,"Class1","Q",86.157,"M",62.996,22.316,40
26.163,32.86,85.394,83.887,"Class1","L",91.749,"R",68.941,8.994,39
37.199,67.68,38.456,15.609,"Class2","R",31.864,"N",66.304,48.458,1
39.456,62.566,51.428,35.316,"Class2","T",26.444,"Y",79.737,41.277,1
39.408,48.382,45.083,24.642,"Class2","G",30.614,"T",28.788,46.783,5
25.597,37.109,72.375,86.338,"Class1","A",89.5,NA,60.979,8.019,26
35.895,57.724,32.69,55.145,"Class2","R",29.59,"U",96.5,46.97,5
37.581,75.366,37.762,55.487,"Class2","T",31.991,"N",90.209,41.633,1
38.459,77.083,67.101,44.854,"Class2","S",31.337,"N",58.782,47.006,1
10.624,33.874,98.575,76.673,"Class1","L",93.661,"R",89.99,31.13,36
39.133,40.133,60.782,84.749,"Class1","S",84.406,"A",61.505,29.057,31
48.591,21.033,63.855,74.11,"Class1","A",92.966,"M",56.9,10.7,24
37.206,78.545,17.599,47.435,"Class2","S",32.747,NA,7.867,48.529,1
16.359,65.091,92.455,70.394,"Class1","S",88.21,"A",56.521,23.024,31
40.808,68.5,54.392,42.003,"Class2","T",36.815,"V",57.697,49.389,1
38.439,65.708,43.419,53.233,"Class2","G",30.475,"N",54.645,42.755,5
30.733,33.858,91.424,96.544,"Class1","Q",85.35,"Y",48.081,26.351,26
41.044,47.174,36.365,-2.735,"Class2","S",26.137,"N",71.695,48.076,0
41.258,49.488,24.404,14.726,"Class2","G",31.102,"T",53.632,42.795,4
29.418,52.089,29.065,NA,"Class1","S",92.08,"M",87.851,18.365,39
31.707,22.622,80.007,81.222,"Class1","A",90.192,"R",67.889,23.682,33
35.605,59.139,96.831,85.632,"Class1","L",84.377,"Y",51.983,12.808,25
37.586,68.381,27.909,68.462,"Class2","R",28.205,"Y",77.639,50.488,4
32.973,30.293,65.316,91.514,"Class1","L",88.099,"G",69.257,29.285,27
41.578,27.281,38.628,81.962,"Class1","N",91.548,"Y",62.806,16.667,26
29.195,32.234,67.543,86.107,"Class1","A",89.662,"A",56.093,7.962,39
39.06,56.621,38.339,39.995,"Class2","G",35.026,"Y",65.222,50.088,3
17.327,23.735,75.53,85.472,"Class1","A",90.384,"Y",73.774,25.4,35
43.393,72.325,49.934,11.168,"Class2","T",23.613,"T",62.232,49.189,2
39.278,64.309,36.562,43.449,"Class2","R",24.627,"V",113.72,44.185,6
36.793,58.042,34.56,52.208,"Class2","T",35.443,"N",63.898,43.468,0
47.91,49.872,40.413,77.202,"Class1","L",85.364,"R",45.034,18.001,30
39.766,50.527,58.884,NA,"Class2","R",28.808,"N",31.35,45.03,6
27.845,59.598,102.697,92.421,"Class1","N",84.686,"M",91.226,15.693,41
39.007,48.989,42.403,8.337,"Class2","S",27.01,"Y",27.013,42.35,0
30.353,40.512,66.154,84.735,"Class1","Q",92.516,"Y",63.002,21.218,35
29.356,17.543,54.139,94.792,"Class1","A",90.49,"M",72.361,13.915,38
39.456,67.629,40.328,32.182,"Class2","G",29.144,"T",65.706,48.509,6
34.447,63.808,46.987,32.491,"Class2","T",27.876,"T",20.893,51.01,1
34.246,39.848,96.821,82.256,"Class1","A",84.543,"Y",65.48,18.47,33
39.368,62.283,37.065,45.977,"Class2","T",23.913,"N",73.476,42.343,1
36.836,72.693,53.491,60.944,"Class2","S",35.438,"Y",76.315,45.734,6
22.943,22.39,65.372,79.315,"Class1","Q",89.55,"G",70.504,21.515,32
38.141,46.863,75.644,78.133,"Class1","A",88.325,"G",48.338,13.488,41
35.919,61.214,76.474,84.218,"Class1","L",92.941,"A",84.749,22.192,27
42.593,58.282,73.874,84.914,"Class1","A",85.795,"R",68.125,28.425,27
33.967,75.953,33.127,50.837,"Class2","G",29.722,"V",58.251,44.86,1
32.069,47.936,13.655,88.365,"Class1","N",91.401,NA,50.174,16.842,36
33.058,64.909,47.835,57.28,"Class2","L",33.176,"U",24.533,49.209,1
38.787,51.752,5.545,20.868,"Class2","L",36.798,"N",34.337,46.743,7
23.861,36.328,56.505,76.74,"Class1","N",84.85,"Y",76.515,8.577,35
33.894,76.05,43.104,44.526,"Class2","T",26.038,"U",11.462,41.886,4
10.408,31.324,40.232,NA,"Class1","S",90.995,"R",41.935,27.599,36
28.151,65.079,30.72,81.75,"Class1","N",88.143,"A",65.051,16.354,37
36.835,29.804,75.923,83.424,"Class1","A",92.1,"G",68.437,16.917,34
35.794,44.822,43.479,46.905,"Class2","R",28.118,"V",92.129,46.196,2
18.085,48.477,65.087,79.475,"Class1","S",89.322,NA,59.969,17.136,40
40.139,71.37,9.061,58.918,"Class2","G",23.073,"V",66.022,41.233,6
38.583,76.699,11.922,19.031,"Class2","L",24.75,"Y",59.17,44.854,4
36.02,75.844,61.638,32.226,"Class2","L",28.09,"T",86.354,48.692,2
40.904,71.696,28.989,6.288,"Class2","G",32.157,"U",102.11,46.372,0
31.691,31.154,65.223,81.423,"Class1","N",91.287,"Y",43.714,26.295,35
35.653,54.689,65.646,14.96,"Class2","L",36.304,"T",69.829,41.529,6
34.72,56.964,15.684,55.102,"Class2","T",31.548,"N",80.433,50.371,4
40.726,44.064,11.132,42.187,"Class2","T",35.001,"U",80.017,44.898,1
43.393,52.023,69.522,71,"Class1","S",92.943,NA,64.343,26.471,42
38.269,42.573,37.375,59.649,"Class2","G",25.214,"U",67.989,48.754,5
40.568,64.986,21.078,50.916,"Class2","G",36.646,"U",66.22,49.359,7
