"ONE1","IKD2","BMI3","ZSL4","RJC5","VJC6","PKO7","EST8","CYT9","Output6"
97.751,58.8,65.431,56.997,35.214,73.689,"F",95,51.194,"Class1"
61.109,75.31,13.773,18.611,8.201,27.788,"F",13,74.05,"Class3"
54.102,79.198,78.22,63.336,32.673,73.309,"H",76,33.806,"Class4"
85.12,22.29,18.963,31.423,74.209,20.433,"F",91,61.256,"Class2"
38.187,65.657,33.079,18.008,2.4,36.726,"F",2,53.133,"Class3"
39.36,55.439,27.213,28.183,19.038,69.087,"F",33,61.257,"Class5"
54.149,78.072,30.924,17.409,9.6,26.254,"F",31,57.71,"Class3"
81.576,24.684,31.901,68.376,73.976,17.807,"G",78,66.873,"Class2"
42.581,55.802,80.69,61.525,73.991,51.775,"A",66,27.601,"Class4"
60.9,24.938,31.627,44.514,97.846,21.573,"G",74,68.348,"Class2"
95.893,38.141,46.751,55.889,72.644,79.157,"F",99,81.934,"Class1"
96.834,14.122,60.033,68.824,30.218,79.329,"F",96,63.256,"Class1"
42.515,79.292,82.979,41.321,30.572,40.607,"C",63,50.595,"Class4"
76.758,22.031,43.991,26.477,72.569,18.144,"F",76,69.005,"Class2"
55.532,64.798,32.759,9.309,21.765,67.045,"M",34,60.66,"Class5"
27.162,49.465,81.728,54.296,52.93,34.137,"C",88,29.914,"Class4"
98.726,16.562,56.03,68.167,61.176,84.852,"B",96,49.863,"Class1"
60.409,55.336,76.397,64.092,79.557,54.944,"H",80,36.94,"Class4"
90.843,25.096,27.085,31.138,74.584,6.748,"C",64,89.16,"Class2"
52.843,46.75,59.712,11.158,22.574,65.888,"F",39,76.089,"Class5"
73.847,52.099,74.276,53.107,59.317,68.66,"I",70,33.528,"Class4"
1.905,79.415,25.032,15.911,2.244,55.527,"N",10,45.941,"Class3"
37.137,52.07,84.26,41.409,28.122,60.971,"A",74,14.837,"Class4"
75.539,22.332,42.766,70.496,90.99,15.901,"P",93,NA,"Class2"
43.975,60.825,29.813,13.038,22.843,45.828,"M",22,62.807,"Class5"
41.456,63.437,47.436,33.295,16.651,62.111,"F",31,77.827,"Class5"
72.975,69.482,80.306,40.286,32.483,62.134,"W",69,41.998,"Class4"
98.359,56.483,62.409,61.158,90.684,77.966,"N",98,102.303,"Class1"
59.871,59.399,79.802,40.887,58.78,71.673,"W",81,25.539,"Class4"
98.096,21.552,60.945,58.123,57.184,75.322,"N",98,93.238,"Class1"
79.191,23.77,39.277,75.227,77.321,14.395,"F",69,71.071,"Class2"
36.179,45.035,-13.096,11.567,19.459,46.395,"J",24,56.517,"Class5"
14.18,62.926,19.128,16.636,5.027,46.062,"T",34,65.595,"Class3"
77.163,22.89,38.513,41.303,73.394,27.529,"T",71,55.461,"Class2"
65.625,41.634,83.227,49.327,24.725,77.383,"W",89,18.723,"Class4"
38.259,59.71,108.039,15.779,16.245,51.698,"F",32,72.186,"Class5"
95.637,45.666,75.487,64.232,31.209,73.7,"W",99,NA,"Class1"
87.655,22.886,40.635,86.936,61.291,17.487,"P",66,61.586,"Class2"
49.059,80.899,80.712,38.148,53.564,50.014,"A",64,23.297,"Class4"
42.378,41.023,79.041,31.781,16.155,58.739,"F",36,59.606,"Class5"
96.777,53.54,45.821,60.718,59.759,73.585,"W",97,35.49,"Class1"
97.988,36.216,64.41,66.026,49.228,80.702,"B",95,71.47,"Class1"
70.937,24.622,42.154,54.256,87.629,11.918,"F",83,107.405,"Class2"
32.263,49.952,53.262,9.329,18.179,53.608,"F",37,66.096,"Class5"
83.063,23.612,29.862,81.215,64.817,21.369,"G",91,81.787,"Class2"
33.897,53.512,42.691,29.103,NA,62.873,"T",26,75.044,"Class5"
65.289,25.607,25.462,74.227,61.571,17.558,"T",64,56.395,"Class2"
39.587,57.906,75.302,63.334,54.449,77.024,"I",86,39.358,"Class4"
83.78,22.894,17.926,59.637,92.367,20.136,"T",89,83.307,"Class2"
37.615,75.934,29.512,17.522,10.317,39.774,"F",12,55.329,"Class3"
30.23,77.625,15.256,16.823,11.038,41.29,"D",13,67.638,"Class3"
42.855,53.706,29.584,31.979,20.835,62.355,"M",32,77.29,"Class5"
44.025,63.008,35.467,30.314,21.691,52.653,"T",30,79.617,"Class5"
97.452,49.892,63.161,67.441,62.027,77.808,"N",95,27.455,"Class1"
32.055,59.195,34.006,25.55,16.454,47.582,"F",39,54.673,"Class5"
22.904,67.429,66.444,9.709,22.871,58.118,"V",31,NA,"Class5"
98.022,14.427,78.393,59.11,88.206,83.419,"W",98,76.584,"Class1"
15.782,81.361,23.888,19.012,6.917,39.286,"T",27,59.818,"Class3"
98.678,59.916,71.396,63.652,83.222,83.608,"W",100,96.266,"Class1"
72.715,26.812,19.538,47.287,80.414,16.87,"C",74,72.782,"Class2"
42.83,55.494,72.412,10.432,20.744,44.683,"T",21,42.35,"Class5"
73.886,24.563,21.067,44.269,68.963,12.205,"F",82,92.065,"Class2"
35.485,74.438,24.033,16.645,9.397,34.174,"T",23,52.618,"Class3"
45.229,64.725,26.25,19.905,11.386,55.575,"T",7,62.767,"Class3"
34.373,47.784,51.145,14.666,16.392,61.481,"J",29,52.165,"Class5"
28.744,79.033,26.659,17.761,13.497,29.443,"F",13,40.805,"Class3"
33.397,74.891,21.332,17.191,3.083,31.626,"F",37,60.878,"Class3"
67.321,64.199,81.261,56.786,84.37,38.774,"W",66,45.186,"Class4"
33.785,76.785,18.363,16.059,0.037,39.487,"N",24,54.09,"Class3"
39.865,77.057,25.395,16.239,3.276,30.513,"N",8,61.416,"Class3"
47.685,57.277,125.118,22.31,16.757,51.763,"J",25,66.428,"Class5"
98.476,53.277,62.194,69.217,42.343,88.628,"W",99,NA,"Class1"
97.801,29.075,57.144,67.802,68.192,77.461,"F",97,94.158,"Class1"
53.082,69.312,82.616,54.118,66.412,38.74,"I",82,64.926,"Class4"
49.99,78.26,83.028,50.112,75.827,78.829,"H",59,29.194,"Class4"
75.219,22.822,31.599,33.713,92.719,12.415,"G",79,96.032,"Class2"
96.605,54.803,52.407,60.448,77.957,85.62,"M",100,96.391,"Class1"
81.547,23.353,40.1,28.669,62.552,14.83,"P",66,76.496,"Class2"
48.383,50.539,80.914,51.446,78.167,42.756,"H",79,-1.381,"Class4"
80.378,25.132,60.187,56.354,NA,20.498,"P",83,100.123,"Class2"
41.458,61.685,111.81,12.273,17.059,63.802,"V",25,69.609,"Class5"
88.006,23.114,48.215,57.312,91.302,24.285,"T",63,68.078,"Class2"
49.802,59.199,74.728,15.809,21.887,61.684,"J",20,70.136,"Class5"
35.905,38.74,74.778,53.496,31.855,62.113,"C",67,43.569,"Class4"
82.732,24.756,43.5,63.749,78.072,20.532,"C",92,110.664,"Class2"
76.383,25.607,43.521,57.132,94.13,28.595,"C",65,95.55,"Class2"
51.541,37.711,82.81,57.152,84.296,40.914,"H",68,36.582,"Class4"
78.13,23.126,35.435,84.735,61.848,21.318,"T",90,93.097,"Class2"
32.173,64.589,78.485,60.162,68.002,70.287,"A",90,27.946,"Class4"
97.869,20.277,61.446,66.531,67.671,70.836,"B",95,84.48,"Class1"
20.885,80.854,16.098,15.802,12.665,34.62,"T",32,53.897,"Class3"
54.206,83.256,22.95,18.591,6.316,45.571,"N",39,71.166,"Class3"
81.347,24.004,43.807,43.861,65.979,21.783,"C",76,70.706,"Class2"
16.556,78.161,32.882,15.387,9.288,50.519,"D",5,67.891,"Class3"
56.182,56.565,80.036,62.744,63.857,69.741,"W",63,13.929,"Class4"
66.664,24.776,43.753,88.372,80.167,25.242,"T",86,NA,"Class2"
35.068,51.14,70.553,33.775,20.232,71.929,"V",28,68.276,"Class5"
18.34,70.776,21.322,17.012,4.163,30.76,"O",27,64.677,"Class3"
78.503,24.677,50.719,89.379,66.499,14.786,"G",66,80.004,"Class2"
44.831,56.538,27.589,17.302,16.456,62.592,"F",28,63.561,"Class5"
10.269,87.404,20.481,15.014,5.301,31.398,"F",30,70.771,"Class3"
96.946,42.153,57.871,61.233,NA,76.009,"M",99,88.299,"Class1"
41.128,51.741,92.276,12.245,19.683,58.11,"T",30,50.222,"Class5"
87.532,72.646,71.336,41.997,29.19,58.823,"W",65,NA,"Class4"
56.169,57.011,36.498,29.935,22.9,51.371,"M",36,69.919,"Class5"
19.188,85.421,24.711,15.52,3.408,35.901,"T",5,53.53,"Class3"
47.188,74.326,26.7,16.393,4.981,45.517,"F",14,67.732,"Class3"
97.339,55.822,57.796,60.526,70.012,83.253,"N",99,58.413,"Class1"
27.464,51.533,65.858,9.491,22.316,54.402,"T",26,73.049,"Class5"
97.243,43.592,55.543,60.314,35.824,70.748,"B",98,37.72,"Class1"
73.729,89.687,79.052,37.373,34.102,43.263,"H",84,30.125,"Class4"
23.093,57.822,78.506,38.304,37.287,75.808,"I",59,44.212,"Class4"
42.272,40.103,65.163,31.028,17.773,63.56,"M",36,62.886,"Class5"
87.839,72.66,82.805,54.139,26.394,33.431,"C",68,3.742,"Class4"
44.262,64.957,78.297,28.388,21.8,53.248,"M",29,83.658,"Class5"
49.033,75.852,23.442,15.147,5.11,36.502,"F",11,71.081,"Class3"
47.503,27.66,77.302,40.66,46.828,62.604,"I",84,24.862,"Class4"
97.321,59.127,52.36,58.456,83.156,84.019,"B",100,88.139,"Class1"
43.832,77.838,14.292,15.054,12.909,45.874,"D",29,54.943,"Class3"
58.712,61.406,77.347,44.648,NA,62.001,"C",84,38.01,"Class4"
82.072,25.835,45.868,53.359,71.124,16.352,"F",71,90.35,"Class2"
22.057,82.246,21.511,16.957,0.82,43.572,"F",25,NA,"Class3"
25.909,47.763,49.376,14.238,19.173,70.498,"J",26,66.473,"Class5"
97.626,60.693,58.519,66.357,79.514,72.554,"B",98,104.54,"Class1"
92.686,26.265,51.148,29.687,85.587,19.919,"F",78,89.425,"Class2"
17.962,73.198,23.706,16.569,4.197,36.582,"N",14,40.753,"Class3"
53.051,68.431,78.198,51.453,82.721,73.164,"I",60,4.66,"Class4"
42.863,77.448,24.869,15.829,1.85,29.202,"O",21,64.346,"Class3"
51.601,80.404,80.531,45.802,76.913,76.643,"I",69,35.65,"Class4"
35.82,61.54,25.822,17.729,20.23,62.912,"F",39,56.956,"Class5"
43.447,77.358,19.126,18.514,2.95,33.225,"D",38,73.93,"Class3"
98.247,41.1,70.285,56.363,76.167,70.402,"B",99,122.684,"Class1"
53.357,49.574,94.831,13.085,16.72,57.418,"J",37,74.523,"Class5"
49.266,63.415,78.407,37.868,82.707,75.99,"I",92,7.556,"Class4"
24.773,80.604,32.609,15.617,5.926,26.5,"N",33,60.689,"Class3"
96.311,42.893,61.323,54.519,52.025,79.424,"M",100,98.433,"Class1"
61.084,79.065,75.766,49.092,28.054,55.504,"C",91,29.227,"Class4"
95.949,47.474,56.051,65.482,50.735,73.656,"W",95,73.037,"Class1"
80.935,22.098,35.904,45.564,NA,11.834,"G",73,49.747,"Class2"
53.542,57.62,34.799,29.191,22.319,71.27,"T",23,56.538,"Class5"
98.602,77.803,61.546,68.561,72.54,85.779,"M",99,21.699,"Class1"
25.386,73.979,14.269,18.517,13.967,35.835,"O",33,67.573,"Class3"
63.141,23.06,35.586,37.141,78.894,29.428,"F",73,71.559,"Class2"
39.705,49.092,71.04,22.983,17.775,63.981,"T",36,76.357,"Class5"
65.768,80.707,76.986,42.181,46.125,34.253,"I",80,40.432,"Class4"
41.958,60.103,40.28,24.216,15.313,54.569,"V",21,NA,"Class5"
75.682,25.653,22.565,56.927,95.519,28.675,"F",81,74.659,"Class2"
33.69,79.916,19.655,19.335,6.26,36.707,"F",31,NA,"Class3"
96.552,70.439,72.776,59.104,70.52,71.463,"F",96,58.888,"Class1"
36.962,62.929,14.233,25.169,22.901,58.003,"M",20,62.213,"Class5"
63.299,22.284,42.371,61.383,97.2,7.931,"T",80,94.435,"Class2"
95.551,36.582,64.058,65.254,45.046,76.028,"F",99,34.851,"Class1"
28.212,76.516,76.93,58.946,41.69,41.137,"I",90,20.259,"Class4"
76.379,19.573,37.442,81.213,77.094,8.163,"F",82,79.164,"Class2"
39.455,67.252,57.565,18.118,NA,59.968,"V",32,69.578,"Class5"
28.891,55.721,67.721,17.079,19.497,69.258,"J",22,70.298,"Class5"
50.983,47.442,85.03,62.423,64.724,49.347,"C",69,18.04,"Class4"
97.036,69.782,67.606,68.504,31.427,80.536,"W",99,64.135,"Class1"
77.161,25.384,33.057,34.33,88.896,11.838,"T",74,57.334,"Class2"
17.387,43.741,101.134,28.152,22.441,48.086,"F",29,51.99,"Class5"
94.528,64.333,63.373,56.316,88,76.483,"F",97,1.994,"Class1"
74.209,19.332,22.319,67.252,71.272,23.595,"T",74,66.546,"Class2"
97.754,48.933,57.171,62.769,51.891,75.298,"W",98,67.905,"Class1"
66.545,62.793,82.729,56.064,70.853,65.365,"C",68,NA,"Class4"
77.075,46.545,76.821,39.756,80.885,56.19,"I",73,6.396,"Class4"
71.085,49.588,83.947,60.802,58.934,38.614,"I",75,21.7,"Class4"
97.045,70.692,72.682,56.406,31.272,83.819,"W",98,102.491,"Class1"
33.44,75.007,26.212,16.144,14.691,36.318,"D",8,NA,"Class3"
18.789,79.794,27.514,16.634,7.83,38.884,"T",37,53.016,"Class3"
62.697,23.267,71.354,29.196,86.672,21.653,"T",89,68.028,"Class2"
72.956,23.034,18.218,59.244,75.842,27.907,"T",79,77.099,"Class2"
77.42,22.746,41.059,24.276,85.68,6.45,"T",80,30.224,"Class2"
58.674,74.404,81.968,58.252,36.309,63.493,"W",73,72.97,"Class4"
87.006,23.053,60.068,25.511,NA,6.74,"P",66,51.356,"Class2"
35.655,50.688,51.95,12.041,18.029,47.387,"T",23,42.463,"Class5"
45.116,65.763,114.539,14.249,15.744,54.983,"F",20,45.48,"Class5"
86.015,21.877,35.852,75.423,80.688,23.035,"G",87,90.953,"Class2"
52.95,50.515,73.538,45.99,33.907,42.302,"A",79,22.481,"Class4"
30.914,72.282,23.532,16.89,NA,42.709,"D",21,75.061,"Class3"
45.422,84.856,79.27,63.408,43.433,56.229,"H",63,-4.03,"Class4"
98.291,14.232,59.525,62.903,83.201,69.892,"M",96,44.369,"Class1"
82.697,25.204,7.885,26.762,68.079,27.205,"C",75,73.748,"Class2"
90.901,24.227,36.986,27.456,96.085,29.335,"C",73,94.562,"Class2"
97.102,35.292,64.345,67.02,NA,76.142,"N",100,57.508,"Class1"
96.494,66.924,62.897,68.903,36.237,69.47,"M",98,70.901,"Class1"
77.699,24.848,23.821,75.774,78.835,29.703,"C",84,60.641,"Class2"
60.829,25.934,24.076,57.788,75.044,11.192,"T",90,102.504,"Class2"
40.302,51.377,8.352,22.202,20.537,63.369,"V",31,60.695,"Class5"
15.45,71.12,19.212,15.348,12.907,44.622,"O",22,60.853,"Class3"
95.722,65.872,63.523,55.786,83.793,83.194,"M",98,8.749,"Class1"
70.994,81.618,87.121,59.199,63.472,71.894,"H",87,44.359,"Class4"
29.514,82.586,35.639,18.899,15.747,35.432,"T",22,62.675,"Class3"
94.527,65.275,54.998,54.833,63.984,77.75,"N",98,1.07,"Class1"
96.217,25.965,69.086,68.91,58.303,81.582,"B",96,70.88,"Class1"
44.246,74.276,22.139,18.602,10.999,35.405,"D",4,41.027,"Class3"
9.262,78.344,15.475,19.848,9.773,49.441,"O",16,55.899,"Class3"
51.623,78.089,76.663,65.35,NA,72.944,"A",66,NA,"Class4"
57.684,72.21,80.663,49.455,39.269,37.341,"C",70,16.666,"Class4"
42.829,57.383,81.598,45.454,39.251,49.401,"H",89,10.915,"Class4"
81.49,26.106,50.334,77.883,85.339,7.79,"T",77,57.639,"Class2"
39.051,51.133,45.521,24.505,21.12,68.609,"J",38,56.596,"Class5"
98.061,64.437,56.022,63.975,51.029,76.313,"M",98,61.613,"Class1"
51.951,42.488,43.126,31.518,22.656,47.682,"T",34,39.957,"Class5"
60.957,63.663,81.696,55.231,46.284,59.576,"I",75,34.346,"Class4"
56.63,79.587,23.009,16.122,3.905,32.533,"N",10,64.307,"Class3"
69.904,79.339,81.464,55.423,66.957,58.823,"W",62,35.777,"Class4"
77.376,22.302,57.581,72.307,79.975,6.531,"T",87,108.956,"Class2"
63.103,53.002,75.994,64.37,37.796,70.829,"A",83,42.865,"Class4"
42.657,52.145,58.253,9.003,15.193,67.124,"J",34,64.557,"Class5"
82.177,23.456,16.717,28.381,67.471,20.555,"P",67,77.586,"Class2"
49.883,70.702,-10.026,25.917,22.335,44.783,"F",36,81.048,"Class5"
84.254,21.236,48.189,50.95,77.798,24.944,"P",91,64.897,"Class2"
59.719,25.592,54.996,36.236,75.523,8.45,"C",75,52.515,"Class2"
28.968,49.795,90.84,27.491,21.27,53.566,"V",25,64.194,"Class5"
25.455,77.867,23.284,16.111,9.875,37.803,"D",6,69.534,"Class3"
44.72,52.567,0.114,29.407,22.118,65.696,"F",30,54.815,"Class5"
40.375,46.784,69.57,14.311,22.376,69.746,"J",36,66.044,"Class5"
68.475,23.33,37.416,45.021,73.963,9.21,"C",71,NA,"Class2"
96.32,7.313,49.819,63.019,44.132,80.179,"N",95,63.822,"Class1"
27.577,54.155,20.053,22.599,22.308,65.407,"J",38,69.145,"Class5"
51.831,39.004,43.194,31.594,20.714,60.338,"J",36,72.132,"Class5"
31.492,60.404,77.42,48.887,40.195,66.344,"H",84,24.552,"Class4"
68.774,25.651,48.265,81.671,89.579,8.297,"P",72,63.748,"Class2"
82.605,23.893,52.331,85.147,62.39,19.961,"C",65,64.113,"Class2"
48.147,62.239,-6.388,19.304,16.007,47.469,"F",38,58.56,"Class5"
50.06,49.804,34.839,27.453,15.157,61.764,"V",23,75.87,"Class5"
18.312,49.471,61.487,19.682,15.429,60.094,"J",27,62.252,"Class5"
51.107,65.459,62.345,23.225,15.585,65.888,"F",30,63.275,"Class5"
84.614,27.403,20.462,61.028,90.842,7.692,"G",89,88.48,"Class2"
75.512,87.254,79.841,61.823,74.006,67.206,"A",61,34.048,"Class4"
75.072,64.671,77.477,47.319,79.632,78.378,"A",83,24.759,"Class4"
97.432,64.172,70.589,62.722,46.773,83.902,"W",96,54.032,"Class1"
51.846,75.133,32.79,15.678,12.636,43.11,"T",5,85.607,"Class3"
51.719,61.746,78.549,56.733,30.179,67.658,"H",63,41.791,"Class4"
22.842,83.647,28.766,16.899,3.021,30.198,"T",1,71.605,"Class3"
81.696,68.565,80.9,49.21,40.965,65.34,"A",79,31.142,"Class4"
99.523,60.533,65.233,56.239,87.946,88.624,"B",100,22.92,"Class1"
76.228,58.368,76.545,38.775,43.11,59.376,"A",78,29.887,"Class4"
17.612,75.332,22.356,17.83,4.987,40.238,"T",12,75.77,"Class3"
47.736,43.492,-16.209,26.465,17.065,49.456,"T",28,66.577,"Class5"
95.835,23.308,53.12,63.627,45.82,72.284,"M",96,60.585,"Class1"
39.608,72.15,20.427,17.326,11.015,43.135,"T",16,61.078,"Class3"
70.849,56.972,85.563,44.751,73.975,62.863,"A",87,31.108,"Class4"
98.097,54.879,77.198,62.806,25.023,36.114,"H",68,28.757,"Class4"
26.016,81.537,23.91,17.289,7.546,36.666,"T",36,66.759,"Class3"
43.331,71.225,14.389,15.203,19.59,67.354,"F",21,73.096,"Class5"
49.988,51.299,74.971,9.654,17.179,61.803,"M",26,57.237,"Class5"
34.101,72.932,21.75,17.429,14.763,53.855,"N",3,82.327,"Class3"
91.7,25.253,43.311,42.642,72.108,22.483,"G",70,89.813,"Class2"
74.842,22.949,24.366,41.222,83.045,15.578,"F",84,71.775,"Class2"
94.917,59.854,61.183,65.473,39.862,86.955,"M",96,31.555,"Class1"
84.716,22.098,21.042,43.434,NA,27.47,"C",76,63.006,"Class2"
95.411,52.928,65.443,56.746,70.68,81.61,"F",97,70.563,"Class1"
96.998,81.225,62.706,55.934,83.814,69.667,"B",96,34.562,"Class1"
95.32,27.287,64.051,59.74,64.242,85.91,"F",98,44.487,"Class1"
96.168,80.714,39.668,63.368,32.323,75.543,"F",98,114.424,"Class1"
26.322,81.651,20.413,19.786,5.674,45.055,"O",36,69.06,"Class3"
59.474,50.768,-9.176,24.44,21.795,48.678,"T",25,68.749,"Class5"
45.653,48.291,12.514,29.071,22.287,60.316,"J",35,80.233,"Class5"
6.873,72.168,18.63,15.691,7.107,30.488,"T",17,58.303,"Class3"
13.744,76.709,25.803,15.502,8.768,41.998,"D",28,75.005,"Class3"
94.701,71.247,62.582,57.96,40.837,85.595,"N",96,60.129,"Class1"
51.037,49.95,67.309,10.01,17.441,66.017,"T",21,76.368,"Class5"
74.451,25.481,20.885,51.123,87.779,16.417,"C",78,85.194,"Class2"
40.611,77.392,21.97,19.444,0.151,41.542,"N",4,55.886,"Class3"
38.86,70.452,3.866,20.866,18.569,60.765,"V",23,70.948,"Class5"
37.041,77.947,21.659,18.382,10.512,36.882,"N",26,56.929,"Class3"
74.915,24.158,38.665,94.115,75.074,15.777,"P",89,47.802,"Class2"
49.923,53.327,86.844,11.296,22.419,48.485,"V",26,NA,"Class5"
94.719,47.967,55.157,60.044,58.82,87.734,"B",96,57.571,"Class1"
40.339,44.019,53.837,30.603,20.331,48.813,"V",31,70.736,"Class5"
68.214,67.836,80.092,49.911,24.7,52.652,"C",83,50.261,"Class4"
18.382,31.08,79.11,39.851,33.385,66.295,"C",91,31.063,"Class4"
57.459,69.498,75.164,58.174,48.841,75.475,"A",78,21.705,"Class4"
29.721,45.678,83.905,14.964,20.917,58.86,"F",23,71.106,"Class5"
98.476,22.46,70.347,54.516,48.057,74.296,"F",99,33.697,"Class1"
9.153,72.09,26.159,17.099,12.185,32.899,"T",15,45.043,"Class3"
20.644,81.163,19.824,15.963,3.677,51.828,"D",10,63.043,"Class3"
21.886,77.967,16.314,16.479,7.015,42.319,"F",33,81.599,"Class3"
73.931,25.121,36.619,77.684,66.145,16.219,"P",86,41.47,"Class2"
28.648,67.439,19.471,15.82,11.766,39.142,"D",22,60.715,"Class3"
31.957,58.782,75.876,22.34,17.627,59.952,"J",25,61.949,"Class5"
48.225,68.481,21.671,18.653,2.162,54.943,"N",32,80.068,"Class3"
94.233,20.438,37.376,44.495,63.363,24.157,"C",90,64.066,"Class2"
3.691,75.9,30.046,19.712,3.105,37.71,"D",2,56.524,"Class3"
66.221,28.368,79.337,37.959,79.682,52.156,"C",62,28.055,"Class4"
27.145,70.623,22.97,19.816,5.085,41.785,"O",14,76.162,"Class3"
17.249,86.306,18.916,16.325,9.841,42.671,"O",7,82.775,"Class3"
42.959,55.906,76.983,46.75,29.612,34.208,"A",69,19.822,"Class4"
37.871,67.169,69.18,9.906,15.697,59.048,"J",28,65.936,"Class5"
81.277,26.304,33.783,80.075,67.681,15.975,"G",74,NA,"Class2"
73.458,26.327,21.953,79.239,65.954,10.247,"C",76,81.291,"Class2"
24.11,75.094,29.525,18.365,10.714,31.971,"F",4,61.241,"Class3"
46.914,73.855,25.355,19.866,4.931,51.165,"F",39,68.745,"Class3"
24.525,76.636,27.809,16.057,6.696,25.218,"D",25,65.148,"Class3"
81.473,25.595,28.508,27.346,66.808,29.684,"P",88,76.158,"Class2"
9.454,81.636,29.507,15.481,NA,42.517,"N",31,52.848,"Class3"
43.03,72.178,23.165,19.804,3.095,38.54,"N",3,71.056,"Class3"
12.39,75.279,35.924,17.033,7.437,51.281,"D",3,75.109,"Class3"
96.01,54.906,65.431,62.836,35.146,70.413,"N",98,49.798,"Class1"
72.061,24.741,33.585,48.726,88.08,20.598,"G",73,43.351,"Class2"
85.452,23.136,67.493,38.372,97.793,24.285,"P",66,42.234,"Class2"
68.199,22.406,51.095,42.653,64.192,26.021,"G",91,87.698,"Class2"
69.909,50.372,76.51,53.751,50.735,66.4,"I",87,27.615,"Class4"
96.943,27.181,69.228,63.867,75.855,82.673,"M",98,65.542,"Class1"
70.715,25.101,39.641,92.652,85.287,29.007,"P",64,103.312,"Class2"
40.981,54.218,79.912,52.261,38.07,36.759,"W",72,20.406,"Class4"
46.417,58.68,84.455,46.077,80.61,57.343,"H",61,37.647,"Class4"
18.623,81.518,10.069,17.566,1.114,35.117,"O",9,61.251,"Class3"
95.891,49.244,67.758,65.323,34.23,69.053,"W",95,100.462,"Class1"
81.718,24.108,36.858,42.795,97.803,19.016,"F",66,94.599,"Class2"
72.794,23.738,36.756,59.721,80.028,9.162,"P",90,58.627,"Class2"
78.057,23.808,31.073,23.592,67.89,23.056,"G",75,NA,"Class2"
79.383,21.925,13.434,35.925,79.012,26.073,"P",91,87.673,"Class2"
37.821,52.331,79.419,32.554,21.227,47.134,"M",34,NA,"Class5"
48.043,57.218,50.544,15.477,17.164,61.471,"J",34,60.49,"Class5"
76.229,28.481,23.734,28.541,66.188,21.81,"T",76,87.357,"Class2"
75.858,24.191,16.919,36.716,66.941,18.734,"T",77,90.036,"Class2"
26.478,79.54,16.762,18.847,3.958,54.411,"F",1,49.843,"Class3"
79.923,21.652,53.806,57.126,79.903,9.486,"P",74,59.086,"Class2"
25.958,55.691,67.636,19.821,21.752,67.126,"M",36,75.853,"Class5"
21.885,71.727,30.059,17.072,NA,33.538,"N",4,56.117,"Class3"
97.323,18.913,64.715,59.178,76.78,75.583,"N",97,88.784,"Class1"
57.808,71.615,82.53,53.388,84.232,42.007,"C",86,33.737,"Class4"
60.878,62.884,85.893,48.585,NA,49.74,"C",64,26.402,"Class4"
22.226,73.532,18.786,18.588,15.243,32.336,"N",19,50.971,"Class3"
51.647,59.94,78.145,38.455,44.459,73.447,"I",69,29.079,"Class4"
28.892,79.856,20.963,15.492,4.408,56.312,"D",9,65.721,"Class3"
96.714,47.246,71.438,68.679,37.45,74.997,"W",98,32.731,"Class1"
52.4,48.853,26.199,33.078,NA,46.937,"F",21,40.167,"Class5"
91.058,23.739,39.447,23.38,93.701,26.804,"F",82,67.61,"Class2"
42.149,54.557,29.692,26.552,19.782,56.685,"M",33,78.257,"Class5"
83.395,63.57,74.963,46.069,64.602,43.404,"W",71,18.602,"Class4"
24.925,78.507,31.359,17.07,13.192,48.534,"O",29,70.906,"Class3"
40.291,76.37,19.783,16.735,7.142,30.912,"F",6,60.808,"Class3"
40.924,49.825,59.154,33.72,16.825,50.068,"T",31,50.325,"Class5"
69.898,23.415,13.395,92.801,61.626,26.947,"G",65,82.448,"Class2"
95.078,29.089,56.156,61.511,74.758,87.704,"B",98,64.239,"Class1"
98.739,56.794,74.287,69.171,41.937,70.779,"M",96,65.334,"Class1"
33.412,80.774,23.669,15.76,3.007,39.48,"O",1,48.302,"Class3"
56.582,75.276,26.012,19.193,4.438,53.43,"O",35,70.293,"Class3"
32.094,61.635,23.331,26.111,17.443,53.054,"T",20,73.142,"Class5"
44.278,53.742,57.064,13.444,21.043,62.501,"F",29,70.749,"Class5"
37.672,59.127,20.066,31.59,15.744,68.633,"J",31,59.575,"Class5"
14.599,74.621,15.138,19.824,15.635,43.63,"O",1,67.014,"Class3"
42.945,48.189,78.747,21.288,19.595,55.644,"J",30,73.44,"Class5"
26.576,64.826,48.423,19.285,15.022,64.054,"F",33,62.124,"Class5"
95.85,32.787,68.501,66.596,43.256,71.294,"N",96,31.621,"Class1"
78.861,22.558,29.793,66.312,71.865,7.356,"T",92,87.604,"Class2"
41.127,48.067,17.579,18.723,17.277,50.702,"V",26,77.261,"Class5"
95.434,46.994,59.421,62.197,65.63,78.554,"M",98,71.818,"Class1"
99.251,57.506,47.38,64.58,35.782,83.471,"F",96,79.479,"Class1"
48.039,70.541,22.414,16.599,2.142,35.225,"D",28,73.945,"Class3"
47.238,68.965,65.518,23.028,22.59,61.637,"F",28,65.595,"Class5"
33.717,52.006,82.231,22.144,21.845,57.672,"F",34,54.036,"Class5"
38.373,73.359,24.28,19.828,7.967,34.868,"F",19,46.296,"Class3"
10.89,67.592,15.293,17.915,3.51,34.022,"O",24,81.671,"Class3"
48.122,68.398,15.284,17.711,4.45,26.277,"D",38,55.743,"Class3"
