"OEI1","XDL2","BID3","NDM4","GJN5","NEF6","HVA7","LJK8","NPV9","DQP10","Output23","IQO11"
70.125,19.755,91.383,85.369,54.329,81.319,19,41.345,"B",37.283,"Class3","Z"
66.446,41.014,91.444,72.897,37.025,75.877,26,95.199,"X",30.627,"Class3","X"
77.239,82.012,46.641,42.882,76.025,39.04,74,75.915,"G",65.114,"Class2","K"
76.482,82.57,91.451,86.026,43.562,82.548,17,54.486,"D",49.547,"Class3","Q"
73.151,45.729,77.276,93.323,52.181,77.522,24,49.42,"X",44.283,"Class3","B"
68.899,52.823,44.907,48.521,29.829,74.687,24,90.391,"G",27.834,"Class1","O"
58.147,73.972,93.047,48.347,86.98,42.093,54,69.22,"E",58.637,"Class2","L"
80.362,37.043,33.37,83.489,32.36,87.17,20,78.881,"M",29.729,"Class1","O"
74.121,38.938,47.917,59.219,24.334,81.561,22,85.156,"F",17.049,"Class1","C"
77.621,8.638,90.111,75.716,38.338,80.323,21,36.775,"N",29.129,"Class3","X"
58.826,33.595,92.196,71.302,52.605,77.649,16,79.509,"D",28.385,"Class3","Q"
58.801,44.991,50.093,75.871,35.925,76.983,20,91.428,"F",26.446,"Class1","Z"
53.339,86.177,84.667,67.843,75.07,36.393,66,77.591,"K",58.612,"Class2","I"
63.689,92.159,79.408,66.058,82.624,38.935,72,89.416,"K",64.944,"Class2","G"
76.087,41.342,36.464,83.709,54.766,82.072,19,81.806,"G",12.204,"Class1","Y"
50.593,52.785,42.876,54.524,39.292,72.703,24,103.198,"G",11.694,"Class1","C"
74.687,83.098,85.59,67.894,56.133,80.243,25,55.951,"B",62.463,"Class3","Z"
76.323,91.113,81.516,93.405,40.112,80.897,25,51.781,"N",50.282,"Class3","B"
81.79,13.518,79.791,75.222,32.868,81.788,13,75.424,"D",51.405,"Class3","M"
83.314,66.307,95.768,49.787,72.064,38.975,54,79.258,"G",60.054,"Class2","G"
64.893,91.309,62.096,30.757,81.355,42.805,69,61.663,"N",58.463,"Class2","R"
60.895,51.639,41.388,35.37,19.362,72.792,19,86.537,"D",21.341,"Class1","H"
NA,93.597,78.888,20,69.453,41.326,67,72.362,"B",62.427,"Class2","L"
76.637,32.636,73.812,89.372,54.259,75.396,27,55.708,"K",54.802,"Class3","Z"
NA,41.758,22.306,53.3,33.776,75.694,23,93.669,"G",34.578,"Class1","C"
73.674,86.914,85.581,35.691,72.782,40.414,63,98.502,"K",63.712,"Class2","L"
59.505,53.469,38.399,84.866,47.14,79.842,21,91.389,"D",27.55,"Class1","Y"
60.45,69.185,59.198,73.897,81.549,41.078,67,72.984,"G",55.669,"Class2","L"
70.961,76.245,84.98,66.723,45.501,79.896,19,58.791,"K",37.604,"Class3","B"
73.079,58.289,40.545,44.362,52.285,81.415,20,90.703,"M",36.316,"Class1","C"
71.753,55.37,81.182,84.687,51.439,80.826,19,22.394,"N",34.738,"Class3","M"
59.291,86.781,78.379,31.32,83.46,41.235,67,61.728,"N",NA,"Class2","R"
73.212,45.142,21.969,32.947,45.396,77.584,24,94.109,"D",22.882,"Class1","Y"
71.171,69.097,77.169,18.6,85.788,41.914,61,75.516,"E",57.496,"Class2","I"
66.233,53.382,91.935,74.83,55.528,80.514,23,51.958,"D",61.799,"Class3","B"
65.486,40.083,62.96,57.746,50.817,77.983,21,87.974,"F",NA,"Class1","C"
72.075,51.383,29.129,84.96,49.624,72.004,21,88.373,"G",17.382,"Class1","O"
67.226,51.378,41.59,83.499,44.1,77.252,17,101.899,"D",22.843,"Class1","O"
65.073,89.712,58.085,10.703,71.882,41.427,64,86.034,"G",NA,"Class2","G"
NA,17.043,83.227,71.008,36.056,79.944,21,50.1,"N",43.78,"Class3","X"
55.429,75.897,74.144,24.269,81.044,40.252,71,69.485,"E",63.365,"Class2","R"
53.793,35.669,37.974,80.82,26.086,83.524,23,81.538,"E",32.463,"Class1","Z"
72.848,36.961,39.665,71.253,16.462,76.656,19,83.462,"D",33.059,"Class1","H"
NA,88.366,73.075,57.177,70.781,43.359,62,85.066,"N",56.586,"Class2","K"
71.789,48.637,32.839,40.242,48.435,82.736,18,83.19,"E",23.677,"Class1","O"
70.346,68.619,94.265,66.847,36.641,83.472,15,50.223,"X",36.22,"Class3","M"
66.77,80.467,58.136,45.035,83.511,40.599,74,79.755,"B",64.027,"Class2","G"
73.413,52.833,56.135,43.34,46.087,88.536,24,104.697,"D",20.857,"Class1","O"
69.928,55.132,32.037,80.436,42.205,81.683,19,91.12,"D",35.104,"Class1","Y"
74.516,40.071,91.59,78.882,51.801,83.57,25,56.594,"K",24.332,"Class3","X"
46.285,77.421,101.158,14.035,84.922,42.5,70,99.616,"B",57.085,"Class2","G"
69.091,51.648,44.978,61.506,43.202,72.63,19,83.795,"D",16.799,"Class1","C"
77.628,93.61,71.147,30.95,74.159,37.388,60,75.476,"B",61.128,"Class2","L"
66.568,37.658,45.898,74.068,50.096,77.91,21,88.702,"E",25.086,"Class1","Z"
68.611,61.334,90.128,93.799,42.357,80.402,20,54.748,"X",58.425,"Class3","X"
57.364,87.699,87.913,21.19,85.22,41.568,62,93.66,"G",63.834,"Class2","G"
79.85,58.605,78.675,79.834,40.434,78.443,18,72.512,"B",37.171,"Class3","Q"
50.414,55.371,25.819,75.432,36.735,67.543,16,100.831,"D",19.371,"Class1","C"
79.998,68.581,87.439,56.72,75.485,38.006,56,70.436,"E",61.42,"Class2","I"
76.17,81.821,84.77,85.441,43.921,75.903,19,31.475,"B",46.934,"Class3","Z"
60.846,9.11,85.232,75.613,33.291,85.314,25,70.111,"B",38.147,"Class3","X"
60.429,70.908,79.536,49.026,72.5,41.011,70,60.51,"N",64.951,"Class2","K"
59.938,68.585,92.387,68.506,70.84,43.169,56,76.154,"N",56.922,"Class2","L"
57.181,42.651,17.21,30.346,35.625,80.991,17,85.878,"F",37.811,"Class1","Y"
72.266,77.451,83.193,29.435,75.774,39.001,60,75.226,"K",55.314,"Class2","G"
56.121,37.214,33.283,76.225,52.418,78.878,22,81.62,"G",24.442,"Class1","C"
80.713,69.682,74.554,54.068,77.342,42.713,64,78.218,"N",65.407,"Class2","K"
71.082,29.503,90.432,68.752,38.918,81.042,14,106.492,"N",44.063,"Class3","X"
63.933,10.39,91.294,87.222,55.927,80.854,25,63.81,"N",54.194,"Class3","Z"
56.608,79.934,81.513,39.012,80.753,39.227,62,87.452,"K",60.368,"Class2","G"
83.913,92.795,76.662,46.179,78.733,40.695,73,78.759,"N",63.195,"Class2","I"
73.424,56.191,30.829,57.246,15.048,75.008,18,88.71,"F",37.27,"Class1","H"
67.486,87.812,73.846,67.314,78.421,42.625,56,86.399,"B",63.653,"Class2","I"
77.377,83.765,86.873,80.518,56.241,82.368,13,60.888,"X",55.913,"Class3","X"
77.31,6.057,92.214,72.949,32.083,76.006,15,29.672,"X",NA,"Class3","B"
74.768,40.05,91.279,86.49,49.676,77.717,19,66.921,"X",NA,"Class3","B"
63.006,80.707,77.328,44.753,87.927,41.288,63,73.447,"G",57.058,"Class2","G"
67.688,86.393,76.305,23.838,74.036,39.606,55,88.285,"N",62.327,"Class2","L"
66.407,45.157,90.946,87.624,38.087,81.131,23,58.865,"K",52.081,"Class3","X"
71.842,25.119,86.386,77.958,38.462,79.005,20,64.154,"X",56.859,"Class3","X"
70.66,56.253,87.686,77.264,55.732,82.679,18,80.131,"B",45.826,"Class3","X"
78.056,50.258,96.995,72.545,41.89,85.736,15,47.193,"X",40.13,"Class3","Z"
54.948,84.628,91.045,29.697,69.718,38.338,71,72.142,"E",57.747,"Class2","L"
81.92,56.087,48.313,68.085,43.591,87.3,24,92.501,"M",20.962,"Class1","C"
62.616,55.808,32.641,44.018,28.765,78.033,20,79.621,"D",14.667,"Class1","O"
67.235,42.709,27.499,50.756,40.772,76.382,17,77.948,"F",17.779,"Class1","H"
61.632,87.031,90.406,18.53,81.709,41.39,68,73.705,"G",63.908,"Class2","G"
68.875,36.909,98.546,69.854,52.907,80.987,18,48.676,"X",42.023,"Class3","Q"
94.365,47.74,27.75,81.781,41.898,80.784,22,81.177,"G",20.547,"Class1","H"
NA,10.865,98.291,69.844,51.405,82.903,14,66.274,"B",55.145,"Class3","B"
69.955,40.139,107.275,94.012,64.747,80.718,26,8.756,"D",54.731,"Class3","B"
66.977,50.086,48.031,77.293,17.467,72.395,23,97.445,"M",34.849,"Class1","O"
68.516,5.045,84.179,79.459,33.918,77.809,26,87.479,"D",27.081,"Class3","B"
65.374,34.888,88.106,83.401,38.717,80.385,26,47.726,"D",38.263,"Class3","B"
66.946,50.604,17.397,40.274,45.899,78.117,23,92.478,"D",NA,"Class1","Z"
67.826,95.251,86.189,52.329,71.853,44.745,66,96.708,"E",64.708,"Class2","I"
66.604,57.252,26.852,62.882,38.59,78.655,19,95.834,"M",21.297,"Class1","H"
71.174,81.831,75.325,19.644,81.129,38.57,72,75.043,"G",56.99,"Class2","L"
71.511,46.228,48.51,59.235,31.704,81.137,23,83.343,"G",20.49,"Class1","H"
68.226,49.108,38.992,60.078,44.476,82.196,17,87.976,"G",18.032,"Class1","Z"
78.823,49.675,46.042,46.551,40.232,86.965,17,87.724,"G",24.18,"Class1","C"
72.108,11.854,94.341,78.7,62.937,82.874,18,12.725,"K",54.419,"Class3","Z"
71.977,81.907,78.73,12.387,70.269,40.597,57,80.276,"K",55.604,"Class2","G"
61.167,66.386,73.472,29.268,80.436,38.748,65,79.163,"K",56.063,"Class2","K"
67.802,80.341,80.078,80.185,33.335,81.905,18,68.592,"B",24.951,"Class3","Q"
69.047,90.472,76.222,67.282,49.72,80.507,21,33.014,"K",61.951,"Class3","M"
60.404,74.937,64.74,41.454,74.995,39.711,58,90.758,"B",58.571,"Class2","G"
68.69,43.179,97.847,73.563,57.564,82.125,17,38.065,"N",43.499,"Class3","Q"
59.781,43.702,36.136,55.713,15.793,82.093,22,88.156,"F",NA,"Class1","C"
62.252,66.082,79.86,60.742,85.67,39.534,72,53.377,"B",61.866,"Class2","G"
85.155,52.371,39.384,67.333,18.09,77.039,23,84.568,"G",17.003,"Class1","C"
76.631,89.533,81.655,66.917,37.475,82.765,17,67.772,"X",52.329,"Class3","X"
78.922,40.24,57.485,78.132,42.002,78.921,20,83.284,"E",31.729,"Class1","Y"
81.029,25.562,80.358,81.414,37.344,83.559,19,76.46,"D",34.885,"Class3","Z"
56.105,84.396,83.922,59.22,69.386,42.9,61,69.002,"E",58.776,"Class2","I"
67.134,7.381,94.013,96.94,57.319,83.517,23,106.828,"K",28.067,"Class3","Q"
67.497,89.1,68.981,60.545,86.351,39.419,56,73.87,"B",64.719,"Class2","K"
57.553,57.886,24.058,85.235,52.684,74.724,19,82.133,"E",34.263,"Class1","O"
74.994,42.05,26.777,42.309,23.932,79.019,22,79.917,"M",20.932,"Class1","H"
69.054,7.678,92.322,84.184,59.638,78.717,21,45.931,"K",61.994,"Class3","Z"
63.533,36.216,85.671,90.349,41.383,81.539,25,35.072,"D",61.219,"Class3","Q"
61.82,43.646,27.043,70.098,23.338,86.878,16,75.485,"G",18.807,"Class1","H"
82.224,20.807,82.158,84.667,37.496,77.47,24,106.041,"D",55.974,"Class3","B"
78.313,44.167,29.768,49.689,23.725,72.059,18,87.522,"M",12.736,"Class1","Y"
39.803,92.712,96.354,53.329,86.897,41.244,54,73.306,"E",65.734,"Class2","I"
52.199,47.606,42.371,42.121,16.919,75.116,21,81.281,"D",20.765,"Class1","C"
67.157,22.706,77.19,90.984,48.616,80.817,18,34.272,"D",62.608,"Class3","M"
81.491,86.888,94.478,76.888,62.931,82.528,27,40.229,"B",43.96,"Class3","B"
NA,82.404,96.423,28.112,69.681,39.352,54,47.464,"N",58.817,"Class2","R"
69.995,77.478,85.018,27.767,78.11,42.315,56,83.472,"K",58.55,"Class2","G"
81.157,38.604,17.969,66.486,33.629,71.701,21,87.692,"G",16.402,"Class1","Z"
84.97,36.174,34.882,66.631,53.215,82.436,24,87.866,"M",23.867,"Class1","Z"
71.265,52.954,48.017,58.908,30.827,73.797,16,93.614,"G",11.32,"Class1","Z"
84.958,45.479,48.553,55.279,32.125,80.492,18,73.129,"G",16.242,"Class1","O"
73.868,79.829,97.869,42.978,77.86,39.198,66,75.423,"E",56.523,"Class2","L"
70.744,86.165,76.531,40.993,78.659,38.998,56,104.526,"K",63.738,"Class2","L"
55.616,47.09,25.662,54.22,37.424,70.531,21,84.341,"D",20.276,"Class1","Z"
76.252,87.255,76.389,58.231,69.573,41.125,63,81.359,"B",62.178,"Class2","G"
NA,78.657,69.201,71.396,75.595,36.938,55,70.777,"N",61.021,"Class2","R"
83.694,59.055,2.846,66.794,49.291,79.158,16,83.561,"D",25.416,"Class1","O"
NA,55.788,16.486,84.538,22.562,78.897,23,86.328,"G",27.563,"Class1","Y"
62.131,56.532,84.864,71.598,51.488,84.715,25,80.306,"D",38.904,"Class3","X"
63.938,86.768,45.84,65.6,71.265,39.736,58,75.518,"B",62.497,"Class2","I"
67.867,36.111,83.91,88.209,34.705,82.257,16,78.999,"D",60.979,"Class3","Q"
74.979,24.322,87.86,67.46,59.739,81.686,13,52.806,"X",NA,"Class3","X"
85.219,43.153,15.951,29.354,16.56,81.67,21,87.833,"G",26.768,"Class1","C"
81.819,72.148,62.098,65.37,82.474,42.215,71,82.951,"K",64.751,"Class2","G"
72.815,42.286,7.141,76.53,33.535,82.644,19,88.085,"D",34.204,"Class1","O"
59.246,33.715,103.098,87.107,41.639,78.111,15,64.688,"K",30.627,"Class3","M"
65.642,55.361,22.188,74.07,18.444,77.41,23,89.746,"E",23.085,"Class1","Z"
70.008,78.586,70.979,11.473,86.655,38.644,55,66.019,"G",57.203,"Class2","G"
70.81,20.323,98.898,67.134,64.713,79.294,20,5.029,"D",52.707,"Class3","Q"
51.767,43.52,38.179,38.283,31.852,91.414,19,99.697,"F",24.449,"Class1","O"
NA,25.995,85.392,97.396,48.133,81.873,16,73.396,"N",51.233,"Class3","Q"
73.553,74.769,73.801,82.808,40.485,76.887,16,70.592,"B",40.233,"Class3","Q"
59.732,71.257,78.127,50.029,69.59,40.139,70,82.215,"E",57.216,"Class2","I"
67.399,44.03,55.905,43.519,18.826,68.773,24,82.821,"M",31.523,"Class1","O"
78.269,85.893,82.575,32.487,70.139,40.866,66,64.345,"K",56.414,"Class2","R"
46.183,54.016,33.299,83.162,19.652,87.692,16,89.586,"D",11.326,"Class1","Z"
78.27,91.544,60.996,71.93,73.039,38.726,66,86.919,"E",59.161,"Class2","G"
63.355,85.216,93.451,71.06,63.393,81.204,26,61.912,"N",47.491,"Class3","X"
71.253,81.712,84.66,98.868,38.95,78.831,25,33.065,"D",25.702,"Class3","M"
55.752,51.93,34.921,74.497,28.109,83.644,21,80.379,"F",34.463,"Class1","Z"
57.037,87.286,82.562,26.254,87.097,41.012,55,90.669,"N",NA,"Class2","I"
79.72,58.894,84.238,73.921,62.761,80.285,17,44.445,"K",59.712,"Class3","X"
85.996,44.914,30.298,49.351,21.897,72.206,22,87.777,"M",25.996,"Class1","Y"
NA,5.725,91.181,86.187,56.893,79.583,16,60.34,"N",52.405,"Class3","Q"
84.668,58.261,26.463,80.498,33.362,84.821,21,83.905,"G",33.867,"Class1","Y"
NA,59.436,35.631,70.772,15.329,85.669,18,87.628,"G",31.29,"Class1","H"
98.339,53.693,44.819,31.715,41.189,83.94,20,81.128,"D",20.613,"Class1","Z"
64.018,69.112,58.472,36.979,70.811,43.442,61,82.458,"N",63.869,"Class2","L"
53.628,83.561,110.638,45.431,87.506,39.385,61,66.12,"K",60.399,"Class2","R"
74.664,63.905,94.758,68.294,58.296,81.644,25,35.585,"D",50.053,"Class3","B"
65.71,78.792,77.888,88.863,49.716,78.314,16,52.608,"D",34.315,"Class3","M"
74.552,91.233,73.227,11.153,83.645,40.208,68,81.666,"K",58.517,"Class2","I"
45.667,45.933,24.993,30.231,35.412,88.551,16,88.758,"D",NA,"Class1","Z"
65.792,69.315,77.735,60.072,85.926,41.897,57,82.799,"N",64.996,"Class2","G"
76.512,65.14,92.826,77.549,32.251,79.038,18,52.839,"D",NA,"Class3","Q"
NA,37.495,28.568,77.58,49.23,75.784,23,91.606,"G",14.414,"Class1","O"
61.126,53.841,48.477,64.753,51.393,82.296,16,92.937,"E",24.178,"Class1","Z"
61.973,6.568,83.03,97.069,56.273,78.525,18,33.946,"K",49.919,"Class3","M"
57.148,47.869,16.903,80.75,27.69,66.317,19,89.241,"M",24.596,"Class1","Y"
69.363,81.5,86.043,79.774,35.149,80.622,25,64.943,"N",46.698,"Class3","X"
80.989,37.95,51.869,51.12,44.456,79.116,20,88.295,"F",20.485,"Class1","O"
70.373,94.609,56.151,15.474,82.381,40.916,55,80.383,"E",65.475,"Class2","R"
72.091,11.655,82.845,75.091,54.311,80.329,13,39.374,"X",38.778,"Class3","M"
57.458,68.197,87.594,86.985,61.763,81.34,22,59.981,"D",59.901,"Class3","M"
88.177,41.931,59.041,55.909,35.852,71.89,23,88.683,"E",11.448,"Class1","C"
82.495,50.728,49.355,75.122,31.639,76.163,21,80.216,"F",22.567,"Class1","C"
67.978,66.884,75.327,69.984,71.676,39.689,73,81.308,"K",65.701,"Class2","L"
90.658,81.274,88.137,18.929,81.224,39.213,72,83.662,"N",62.711,"Class2","R"
49.946,94.961,67.66,70.766,88.193,40.55,55,84.583,"G",65.211,"Class2","L"
65.324,90.259,82.179,40.223,70.038,41.204,55,54.751,"G",62.933,"Class2","K"
66.042,24.323,87.596,89.146,39.367,82.546,25,41.896,"D",31.29,"Class3","B"
70.712,80.533,75.664,80.341,36.891,79.034,25,63.347,"N",39.138,"Class3","B"
76.108,36.043,42.181,48.46,23.442,71.309,24,72.223,"E",32.404,"Class1","Z"
78.659,89.798,99.776,81.939,50.923,81.443,27,48.188,"N",26.111,"Class3","Q"
61.296,84.568,93.454,78.777,41.441,78.352,26,98.123,"K",54.058,"Class3","M"
78.746,38.842,96.548,78.108,61.896,79.056,25,36.843,"X",NA,"Class3","X"
82.692,68.563,70.025,62.916,80.96,42.817,64,76.09,"E",63.31,"Class2","K"
61.359,67.001,86.729,25.79,82.059,41.315,64,77.226,"E",60.235,"Class2","L"
62.683,32.101,94.529,76.213,61.883,83.728,23,61.157,"X",49.055,"Class3","Z"
82.066,75.271,85.872,59.042,79.973,39.677,72,73.422,"N",55.182,"Class2","L"
56.96,64.331,87.417,92.944,50.947,80.644,19,74.259,"K",59.035,"Class3","B"
64.423,37.049,98.18,94.398,60.961,77.716,22,39.748,"K",41.06,"Class3","X"
74.194,44.087,94.272,69.407,33.013,78.704,26,57.214,"X",NA,"Class3","X"
78.67,56.383,19.804,83.021,46.139,81.88,16,90.383,"F",16.42,"Class1","Y"
61.281,54.098,31.795,59.837,47.012,71.753,18,79.445,"F",26.312,"Class1","Y"
69.655,38.096,76.569,95.664,62.516,80.017,27,73.526,"K",49.634,"Class3","X"
58.665,36.172,29.801,29.998,19.937,77.547,22,89.867,"E",31.009,"Class1","Z"
70.056,42.735,94.889,97.587,47.753,80.9,24,68.567,"X",NA,"Class3","B"
67.623,73.077,82.603,83.48,40.469,81.286,16,66.872,"B",33.488,"Class3","Z"
89.553,77.939,85.563,96.939,54.508,80.464,23,106.933,"B",40.763,"Class3","M"
71.588,46.755,33.937,56.915,44.746,85.179,18,82.714,"E",31.338,"Class1","Z"
52.808,49.107,23.296,32.165,24.248,82.035,23,96.664,"F",21.442,"Class1","Y"
64.667,76.222,78.12,45.831,79.282,40.538,63,74.411,"G",59.622,"Class2","L"
60.759,59.773,89.399,72.208,42.219,80.139,13,35.297,"B",47.328,"Class3","Z"
75.253,82.166,67.845,13.427,78.396,39.164,67,78.967,"B",57.587,"Class2","K"
61.822,75.408,77.42,36.089,87.876,39.813,55,82.125,"N",64.545,"Class2","G"
70.823,50.357,83.5,72.071,50.756,79.757,24,81.667,"B",53.348,"Class3","Q"
86.62,59.107,40.658,41.835,33.574,75.668,24,81.995,"G",13.151,"Class1","H"
64.564,54.24,12.349,29.635,23.202,74.919,24,85.901,"G",11.056,"Class1","O"
72.193,80.087,65.706,11.132,88.788,40.193,58,75.856,"B",60.542,"Class2","L"
80.98,52.121,51.792,55.1,34.138,63.288,24,92.353,"F",11.454,"Class1","C"
61.474,61.302,76.438,86.501,64.994,80.275,24,66.68,"B",55.708,"Class3","B"
NA,50.388,10.21,67.656,37.876,71.725,16,95.339,"F",11.826,"Class1","C"
80.426,89.901,92.992,10.42,79.438,41.498,62,79.453,"K",55.715,"Class2","K"
76.543,55.245,91.151,68.713,40.125,81.086,15,44.984,"B",48.17,"Class3","B"
79.344,59.743,19.421,56.764,52.454,83.924,17,94.582,"G",35.029,"Class1","Y"
64.914,95.121,59.121,63.618,76.144,41.555,61,63.582,"G",59.623,"Class2","L"
85.689,58.434,84.211,68.223,49.456,78.884,15,61.373,"K",26.431,"Class3","B"
68.837,80.114,70.454,25.882,86.581,39.112,66,60.046,"E",56.868,"Class2","L"
70.28,40.204,75.191,93.831,53.131,78.092,18,101.5,"D",29.296,"Class3","X"
NA,30.355,84.819,76.258,58.185,80.78,23,85.384,"X",33.706,"Class3","Z"
74.807,44.104,45.027,45.014,26.752,70.178,16,89.886,"E",34.942,"Class1","H"
NA,69.816,86.6,28.839,88.413,42.54,60,59.406,"E",62.506,"Class2","G"
75.783,53.94,77.264,79.55,41.699,82.26,17,65.683,"X",55.698,"Class3","B"
81.005,93.359,77.763,23.565,70.014,39.762,63,63.452,"G",NA,"Class2","G"
68.875,53.932,36.416,33.415,21.673,78.454,19,89.491,"G",37.785,"Class1","H"
72.968,35.26,35.233,82.93,15.9,81.821,23,88.626,"F",12.112,"Class1","Y"
76.192,95.895,81.437,46.678,71.839,38.856,72,82.798,"E",56.385,"Class2","I"
74.803,71.234,60.432,58.831,74.59,40.419,74,86.95,"K",62.705,"Class2","L"
48.365,36.76,58.529,38.474,21.232,62.657,19,84.111,"D",28.591,"Class1","Y"
104.92,49.777,27.956,78.056,20.848,80.02,23,91.807,"M",29.196,"Class1","O"
75.053,51.299,82.813,98.997,36.186,83.836,15,75.362,"K",40.088,"Class3","B"
62.539,67.593,75.12,30.429,79.579,39.833,74,83.63,"B",56.394,"Class2","I"
80.951,84.887,88.063,71.246,42.416,79.878,25,45.451,"B",42.013,"Class3","Z"
100.785,82.294,80.609,34.266,69.102,41.239,72,88.314,"G",64.386,"Class2","R"
NA,49.866,30.978,38.692,31.562,73.952,20,77.242,"M",28.059,"Class1","H"
54.711,49.101,19.71,56.347,35.335,73.875,21,88.677,"F",30.963,"Class1","Z"
71.745,67.891,79.922,74.988,48.006,78.791,18,43.627,"B",49.41,"Class3","Q"
