"GCJ1","TRK2","TYC3","AMI4","QRO5","HGF6","UVL7","ZBR8","CAO9","ZFV10","Output17","JQX11"
90.117,"D",69.276,83,17.032,33.158,48.598,"U",83.069,14,"Class1",87.795
73.885,"N",61.52,92,35.351,35.443,-15.82,"N",28.691,61,"Class1",80.828
47.976,"T",33.681,54,19.851,38.906,28.289,"H",80.346,67,"Class2",62.295
24.586,"U",103.073,62,31.349,44.33,32.777,"O",39.399,49,"Class2",34.168
70.559,"D",73.095,83,24.427,22.427,30.289,"N",66.942,13,"Class1",14.12
28.449,"U",42.97,61,44.079,47.394,29.2,"O",44.174,70,"Class2",56.844
51.514,"N",61.185,72,45.158,7.047,79.076,"W",87.063,22,"Class1",57.778
72.267,"D",44.604,57,32.173,47.197,26.066,"I",61.912,58,"Class2",56.695
89.697,"L",63.365,61,44.822,63.703,25.508,"O",19.222,34,"Class2",32.066
13.375,"D",-10.068,51,39.732,23.497,24.088,"P",81.23,70,"Class2",47.333
40.84,"K",66.553,77,26.549,33.264,36.143,"W",67.769,73,"Class1",35.58
36.842,"L",44.042,51,24.952,28.548,24.235,"P",80.251,42,"Class2",45.541
81.89,"O",74.645,96,26.71,42.548,59.153,"U",83.401,50,"Class1",88.257
63.735,"D",74.886,55,44.229,36.759,29.373,"D",34.769,46,"Class2",64.74
41.138,"D",NA,54,42.046,42.374,21.586,"O",55.991,46,"Class2",48.975
43.551,"L",10.521,54,21.964,27.924,31.064,"I",47.757,68,"Class2",44.489
53.663,"T",42.073,58,27.611,40.157,30.72,"H",44.486,58,"Class2",39.765
47.559,"T",54.605,58,16.181,39.445,26.686,"I",37.781,51,"Class2",40.619
55.509,"L",68.506,55,34.519,60.7,32.212,"I",-1.524,48,"Class2",36.012
50.874,"O",62.817,92,12.901,31.656,65.828,"U",86.394,12,"Class1",82.057
26.155,"D",40.776,52,19.676,48.773,23.715,"O",68.506,39,"Class2",30.986
54.108,"G",72.45,91,11.549,22.533,67.438,"C",76.202,66,"Class1",20.63
79.546,"O",58.976,76,43.282,58.582,83.632,"W",72.67,14,"Class1",53.059
33.851,"U",23.548,52,18.564,46.429,25.29,"P",-5.125,30,"Class2",41.272
72.1,"T",64.335,51,41.363,74.679,25.541,"I",59.997,54,"Class2",NA
65.699,"N",65.827,96,29.273,33.203,5.403,"C",30.824,67,"Class1",38.055
65.799,"D",79.357,96,33.438,37.412,43.204,"N",74.398,10,"Class1",90.38
90.599,"N",60.247,83,32.977,33.477,84.138,"U",37.623,52,"Class1",67.33
30.355,"T",24.758,57,20.052,29.187,20.112,"D",39.702,47,"Class2",48.473
18.52,"L",35.18,61,43.825,50.934,27.689,"D",24.23,62,"Class2",60.402
32.21,"U",64.408,57,33.992,39.036,25.324,"P",68.696,42,"Class2",40.699
25.239,"U",58.966,60,42.233,22.263,25.197,"P",8.079,52,"Class2",46.74
92.772,"G",67.057,91,42.648,55.246,68.119,"W",27.778,27,"Class1",47.329
84.404,"N",24.127,54,44.269,42.543,27.415,"P",40.346,25,"Class2",42.252
51.99,"T",63.798,57,17.553,56.528,27.838,"H",51.416,62,"Class2",46.717
27.756,"N",32.489,52,39.809,21.217,31.674,"O",20.839,62,"Class2",58.465
88.952,"T",23.761,59,34.622,85.172,29.529,"D",47.807,38,"Class2",43.195
58.09,"L",41.572,51,24.953,29.151,25.643,"P",50.077,38,"Class2",54.249
87.31,"D",27.99,57,38.516,50.368,27.534,"P",14.451,63,"Class2",41.595
74.37,"D",59.492,58,39.526,44.376,26.746,"D",33.818,41,"Class2",65.206
58.196,"O",54.464,76,44.295,14.952,26.009,"W",11.548,5,"Class1",81.525
62.83,"N",44.812,62,24.14,28.983,29.665,"H",54.673,59,"Class2",60.301
61.848,"O",61.578,97,14.267,32.111,47.581,"C",65.283,22,"Class1",20.982
78.48,"N",NA,61,16.727,44.161,29.986,"O",80.4,32,"Class2",61.021
47.927,"N",69.897,91,20.943,9.656,65.106,"C",61.873,72,"Class1",48.119
94.91,"N",59.772,92,30.163,34.292,44.815,"C",58.72,52,"Class1",87.008
32.933,"L",9.065,53,39.428,40.329,26.576,"P",78.683,53,"Class2",57.763
68.625,"U",28.244,57,31.778,52.888,26.764,"O",70.615,36,"Class2",43.812
87.943,"K",63.955,76,22.829,21.9,41.424,"C",68.122,54,"Class1",81.243
73.371,"N",67.852,74,29.043,35.903,7.31,"N",95.71,12,"Class1",84.024
46.916,"K",66.692,94,32.403,20.926,80.336,"W",85.886,22,"Class1",86.226
80.457,"L",NA,54,29.58,40.204,21.669,"I",66.896,69,"Class2",41.63
29.017,"T",49.049,53,17.423,29.249,24.649,"H",76.555,46,"Class2",NA
14.414,"D",80.306,62,22.164,55.89,29.041,"O",90.953,40,"Class2",60.256
82.985,"G",66.473,83,29.257,-3.093,61.131,"U",64.222,27,"Class1",94.25
74.064,"U",44.827,54,22.382,44.786,30.334,"P",54.817,34,"Class2",40.585
78.867,"D",68.95,97,18.212,44.767,37.518,"O",59.071,65,"Class1",28.21
87.394,"O",60.596,81,28.664,30.383,22.353,"C",39.474,63,"Class1",53.234
68.285,"U",67.604,62,24.081,58.607,29.126,"H",54.16,32,"Class2",64.947
15.334,"U",82.292,57,21.97,38.458,33.21,"P",12.725,25,"Class2",48.457
44.549,"O",67.58,87,19.331,26.325,21.942,"N",11.743,66,"Class1",53.44
40.312,"G",67.834,85,36.941,-11.823,24.808,"C",72.856,42,"Class1",67.344
94.671,"O",NA,72,13.867,26.367,47.153,"O",47.932,12,"Class1",91.218
81.454,"L",NA,52,44.978,16.069,32.327,"P",39.102,52,"Class2",35.9
55.815,"N",61.672,83,37.019,53.902,6.301,"U",62.58,26,"Class1",NA
70.547,"U",58.162,52,36.271,44.079,24.532,"H",42.347,60,"Class2",46.749
58.902,"K",61.51,77,43.034,43.772,0.498,"U",71.201,6,"Class1",47.325
35.312,"N",41.91,58,15.205,22.887,28.61,"I",76.502,63,"Class2",56.109
44.111,"K",68.828,78,27.245,35.656,63.142,"W",54.904,75,"Class1",75.515
75.453,"T",71.405,62,28.335,39.272,28.089,"P",28.45,40,"Class2",39.987
74.831,"D",70.634,75,45.508,39.654,46.221,"U",67.353,70,"Class1",81.418
52.854,"U",65.992,58,37.289,42.901,24.186,"P",86.99,32,"Class2",51.083
88.479,"D",48.517,62,21.24,40.172,25.083,"I",78.661,37,"Class2",34.476
88.823,"G",78.673,85,16.949,24.433,6.556,"O",20.474,47,"Class1",21.477
86.564,"D",82.653,57,30.001,45.67,26.438,"I",45.265,43,"Class2",53.754
91.931,"G",57.509,73,29.937,32.179,57.66,"U",19.099,42,"Class1",72.293
43.909,"D",62.942,75,25.767,30.445,40.345,"U",59.749,63,"Class1",9.622
83.277,"N",NA,77,19.274,38.997,45.858,"U",32.823,11,"Class1",84.055
49.128,"D",102.368,53,27.773,49.358,26.91,"O",54.67,49,"Class2",56.376
36.266,"N",63.603,73,33.609,42.616,63.07,"C",49.955,5,"Class1",45.962
91.214,"D",64.528,76,32.459,7.283,61.874,"W",55.175,39,"Class1",28.161
93.237,"K",80.987,76,30.309,15.248,22.387,"W",99.866,5,"Class1",58.231
37.602,"U",97.901,62,25.988,50.349,24.912,"P",69.697,44,"Class2",47.088
64.429,"N",45.878,62,33.893,27.573,24.019,"I",7.091,25,"Class2",50.452
54.891,"N",70.692,86,18.483,36.503,42.635,"N",53.429,30,"Class1",93.762
42.193,"N",42.384,56,35.548,31.806,26.554,"O",46.782,46,"Class2",50.818
55.951,"G",56.987,96,16.917,47.126,50.736,"W",61.505,36,"Class1",78.489
70.694,"D",61.591,89,20.125,31.968,27.265,"U",48.886,43,"Class1",94.695
47.471,"O",58.458,92,46.546,43.335,29.223,"U",31.746,39,"Class1",28.918
50.633,"K",74.276,86,23.149,23.496,39.074,"O",68.671,6,"Class1",70.237
40.376,"N",83.003,59,26.847,46.505,23.656,"P",40.582,53,"Class2",65.356
55.075,"N",68.848,88,16.229,20.813,36.67,"U",108.595,38,"Class1",93.025
69.741,"G",86.167,86,13.995,39.264,43.446,"N",65.173,45,"Class1",86.273
13.137,"U",51.573,53,32.669,36.491,22.231,"O",27.248,46,"Class2",55.079
72.296,"O",59.433,81,46.517,49.87,38.34,"O",38.818,54,"Class1",88.734
73.96,"D",71.375,85,43.024,40.159,75.949,"U",61.789,23,"Class1",94.621
14.397,"U",68.019,56,17.548,13.022,28.255,"I",43.146,63,"Class2",30.029
53.496,"N",-12.926,58,34.153,50.177,30.321,"H",31.314,54,"Class2",34.995
38.864,"N",73.337,53,40.989,41.412,27.533,"I",49.063,35,"Class2",29.371
73.177,"N",57.956,83,22.816,37.383,47.356,"U",66.31,62,"Class1",61.787
90.043,"N",66.962,81,22.595,39.147,50.131,"O",34.678,17,"Class1",9.1
37.956,"D",56.218,52,36.661,37.373,25.946,"I",57.653,56,"Class2",57.326
78.821,"N",57.856,51,29.028,47.962,26.193,"I",51.035,69,"Class2",53.502
40.887,"G",58.428,84,26.805,49.429,-0.019,"C",77.126,43,"Class1",28.594
62.977,"G",80.098,79,25.425,36.139,16.508,"O",77.602,31,"Class1",41.734
67.555,"G",56.638,89,27.747,29.022,47.191,"W",48.971,8,"Class1",44.917
53.612,"L",NA,59,19.857,45.459,26.126,"I",75.508,43,"Class2",NA
29.777,"U",118.873,54,25.002,65.207,26.45,"D",60.646,61,"Class2",55.383
80.317,"D",62.559,93,13.484,7.567,59.858,"C",61.975,48,"Class1",33.967
41.347,"D",58.91,79,43.433,6.945,48.302,"U",55.985,14,"Class1",32.1
72.313,"U",50.854,55,44.187,48.817,25.917,"H",68.521,55,"Class2",37.403
71.154,"T",38.775,62,33.298,35.877,29.492,"I",68.139,62,"Class2",31.858
64.137,"O",75.425,86,22.969,23.765,9.438,"W",31.14,37,"Class1",64.734
58.571,"D",77.55,96,15.465,52.927,64.697,"O",49.874,44,"Class1",48.404
93.977,"K",61.304,76,34.717,15.366,45.628,"N",68.264,10,"Class1",77.184
31.373,"D",-3.577,53,43.518,60.758,21.14,"I",87.752,48,"Class2",65.135
94.543,"K",69.592,79,36.095,26.424,51.628,"C",54.39,69,"Class1",NA
52.159,"N",106.037,60,35.891,51.028,31.837,"P",57.203,32,"Class2",55.366
64.151,"O",80.337,76,18.975,24.011,12.56,"U",68.931,43,"Class1",70.256
58.506,"N",52.71,86,16.784,10.747,38.603,"U",26.407,10,"Class1",NA
16.695,"T",13.828,62,33.652,22.562,26.908,"I",74.356,50,"Class2",29.986
78.842,"U",44.097,52,36.775,30.659,24.291,"I",41.265,59,"Class2",41.397
44.126,"N",64.864,84,45.142,27.749,47.751,"C",70.185,13,"Class1",49.681
80.377,"K",83.888,83,12.315,36.771,26.258,"O",73.09,16,"Class1",NA
28.667,"T",65.207,56,38.08,57.273,26.104,"H",48.976,30,"Class2",50.31
53.763,"N",31.855,59,25.791,41.482,21.949,"P",48.431,33,"Class2",54.592
63.513,"T",50.047,59,39.117,23.706,33.141,"P",53.044,34,"Class2",49.802
69.093,"U",58.362,53,22.36,38.433,25.872,"D",56.826,33,"Class2",40.718
57.969,"U",71.429,54,25.113,31.209,29.983,"O",0.039,39,"Class2",57.187
85.706,"N",68.802,93,20.751,21.355,68.829,"U",63.061,16,"Class1",58.939
17.24,"T",55.496,62,32.074,55.167,21.677,"H",34.341,65,"Class2",41.776
38.838,"N",90.58,56,20.048,41.922,28.862,"P",72.094,46,"Class2",60.92
30.392,"U",13.634,56,24.127,45.474,22.115,"P",17.082,46,"Class2",50.514
90.367,"O",67.751,92,30.508,28.289,57.394,"N",57.772,16,"Class1",88.157
56.028,"D",68.97,61,41.721,31.699,26.18,"I",68.953,45,"Class2",NA
90.752,"D",35.11,61,41.093,23.972,26.156,"H",42.111,57,"Class2",55.209
43.324,"K",78.193,80,38.176,56.124,52.729,"N",66.266,15,"Class1",29.402
57.454,"K",81.815,79,26.559,17.145,13.571,"W",73.587,51,"Class1",91.226
47.161,"D",44.565,57,16.282,37.407,27.2,"I",36.17,68,"Class2",37.37
95.887,"K",64.811,83,40.082,15.117,52.802,"W",51.17,28,"Class1",84.644
75.726,"D",68.642,80,13.872,22.765,3.778,"C",44.007,41,"Class1",87.395
44.73,"D",46.99,60,41.653,14.384,24.657,"O",26.643,63,"Class2",47.842
50.421,"N",49.85,54,41.364,34.183,27.849,"H",29.638,40,"Class2",66.981
80.965,"T",94.798,53,19.736,57.986,26.695,"O",28.33,43,"Class2",36.106
66.76,"D",76.015,54,16.366,40.311,23.384,"O",25.959,26,"Class2",51.065
48.123,"N",19.321,61,43.89,44.569,30.375,"P",107.536,50,"Class2",NA
23.519,"D",56.573,56,42.792,34.742,31.325,"D",35.328,57,"Class2",33.321
13.281,"L",49.108,52,15.18,37.16,23.312,"P",77.855,43,"Class2",52.281
82.968,"D",66.356,62,33.495,27.318,24.401,"O",34.994,55,"Class2",64.391
72.136,"L",11.004,59,35.184,47.552,24.098,"D",33.787,42,"Class2",35.951
52.028,"L",-23.413,52,43.538,40.314,25.279,"P",97.414,50,"Class2",40.662
73.341,"G",70.345,94,26.749,26.388,32.996,"W",31.586,10,"Class1",51.524
81.6,"D",59.407,73,15.346,10.982,61.11,"U",65.874,68,"Class1",53.608
56.897,"L",68.808,62,15.388,19.648,29.917,"D",71.052,55,"Class2",48.315
33.659,"N",84.395,62,24.598,55.378,26.399,"O",39.244,65,"Class2",47.108
69.852,"D",-2.002,52,19.388,14.623,27.144,"H",42.586,55,"Class2",30.005
15.768,"N",20.025,58,27.066,64.939,29.518,"I",66.319,30,"Class2",47.803
46.441,"T",39.575,60,31.233,51,24.177,"H",5.11,58,"Class2",63.224
36.92,"T",24.395,62,36.769,32.302,29.039,"P",29.57,40,"Class2",49.371
59.137,"O",54.167,77,28.942,19.726,53.157,"C",64.057,53,"Class1",16.452
88.551,"D",51.557,62,39.628,25.926,25.968,"D",53.323,25,"Class2",33.962
62.764,"N",82.764,86,46.244,24.94,50.07,"W",106.269,9,"Class1",13.979
88.902,"U",37.392,52,15.667,51.761,23.038,"H",5.277,41,"Class2",35.388
37.221,"L",49.637,58,29.363,17.753,23.347,"H",21.494,58,"Class2",42.312
54.709,"K",55.402,78,39.819,10.638,74.75,"W",51.398,48,"Class1",47.178
27.15,"T",41.927,53,38.942,50.111,31.057,"I",55.807,39,"Class2",42.347
40.883,"U",33.975,54,39.097,41.29,25.105,"I",74.215,34,"Class2",66.652
39.542,"N",84.736,54,37.755,50.748,25.525,"O",34.206,62,"Class2",39.064
81.672,"N",62.658,80,36.08,45.73,66.177,"C",46.869,11,"Class1",36.234
35.842,"D",44.515,54,44.46,72.188,29.203,"D",55.822,35,"Class2",37.393
54.339,"N",73.094,51,22.163,34.857,27.391,"H",87.379,43,"Class2",32.882
65.91,"D",75.564,91,31.408,45.506,33.913,"U",15.489,72,"Class1",49.42
64.94,"O",67.468,91,19.71,47.273,63.792,"C",72.384,50,"Class1",70.033
69.415,"O",63.941,91,21.137,9.866,9.345,"O",48.124,34,"Class1",52.077
61.676,"G",66.614,86,39.464,26.252,42.422,"O",85.638,57,"Class1",58.138
48.848,"G",61.585,91,27.465,51.076,15.418,"O",50.296,16,"Class1",13.086
45.999,"L",50.47,51,29.622,37.441,24.549,"H",14.156,57,"Class2",57.464
41.716,"D",68.467,90,43.56,37.757,27.267,"N",8.099,75,"Class1",31.368
73.798,"G",65.643,73,11.914,5.687,9.206,"N",45.841,32,"Class1",63.527
42.108,"U",54.835,54,38.794,24.123,25.288,"H",63.113,48,"Class2",40.25
25.436,"D",19.446,51,32.038,79.211,22.279,"H",66.985,65,"Class2",52.276
50.874,"K",77.456,74,40.416,21.503,30.55,"N",54.908,36,"Class1",70.361
66.375,"D",64.806,51,17.577,68.603,28.007,"D",54.099,46,"Class2",42.026
61.986,"U",41.825,53,22.344,64.674,29.724,"H",83.288,59,"Class2",45.52
67.783,"N",66.065,62,35.049,39.482,22.865,"I",43.164,29,"Class2",35.053
14.589,"N",19.617,51,36.759,40.446,23.761,"P",70.486,31,"Class2",45.484
27.354,"N",62.228,60,38.591,43.655,25.777,"I",46.941,28,"Class2",NA
44.382,"D",69.847,96,36.97,19.694,28.544,"C",47.816,8,"Class1",52.469
40.856,"K",64.199,86,45.832,27.037,48.731,"C",100.071,9,"Class1",92.326
72.255,"U",26.635,53,24.32,30.262,23.281,"D",50.73,34,"Class2",65.13
70.703,"D",60.693,96,41.811,44.818,9.078,"U",29.001,71,"Class1",NA
79.867,"T",29.552,61,38.349,47.585,24.922,"D",48.199,39,"Class2",40.368
45.19,"N",-2.632,60,36.408,17.053,17.942,"D",104.9,66,"Class2",57.864
54.829,"L",80.889,56,16.096,63.819,30.029,"P",34.603,43,"Class2",43.776
48.933,"G",62.233,88,35.665,17.523,28.181,"O",95.658,53,"Class1",68.316
67.503,"O",62.321,94,31.502,33.62,61.145,"O",76.556,72,"Class1",41.964
63.092,"N",66.055,56,37.85,45.92,27.218,"I",47.277,42,"Class2",60.323
24.563,"L",24.894,60,39.904,10.602,27.365,"D",107.383,42,"Class2",36.199
58.597,"L",64.891,56,43.613,37.037,29.547,"D",41.193,51,"Class2",44.132
84.053,"T",62.011,59,21.734,23.22,24.293,"D",36.407,34,"Class2",65.209
38.562,"N",76.344,54,36.148,56.347,30.753,"I",37.572,40,"Class2",42.033
88.997,"K",66.434,94,14.085,51.735,52.049,"O",57.857,71,"Class1",35.711
38.253,"D",68.821,94,45.12,52.771,64.751,"W",54.027,18,"Class1",91.507
54.535,"O",59.363,72,19.167,37.266,24.357,"N",59.274,72,"Class1",37.768
22.946,"L",53.422,53,22.145,55.252,21.423,"H",18.87,37,"Class2",58.074
66.797,"N",72.477,74,38.028,8.878,44.325,"W",92.55,37,"Class1",60.524
33.256,"U",41.829,57,38.373,53.524,22.333,"D",88.108,26,"Class2",38.797
27.68,"D",41.636,56,20.579,33.286,28.845,"H",112.091,45,"Class2",54.943
63.37,"G",68.452,87,28.876,37.642,29.681,"O",50.141,51,"Class1",49.364
88.873,"K",NA,78,12.721,23.801,31.145,"O",56.241,55,"Class1",42.278
70.408,"K",58.081,75,21.055,23.258,44.765,"O",49.538,63,"Class1",88.651
70.722,"O",68.053,81,14.078,35.837,39.314,"U",65.916,15,"Class1",NA
89.354,"U",58.94,58,45.254,50.559,26.477,"O",54.573,36,"Class2",57.008
81.005,"N",43.828,59,36.565,43.872,27.383,"O",60.41,66,"Class2",60.632
94.037,"D",79.954,97,18.697,19.33,7.402,"O",26.437,76,"Class1",47
39.825,"N",70.428,86,12.531,31.292,2.593,"N",72.557,42,"Class1",89.038
84.081,"L",33.73,57,28.8,42.023,24.491,"D",51.145,45,"Class2",35.804
66.804,"U",58.863,52,31.017,16.24,27.728,"H",48.324,58,"Class2",41.789
49.076,"D",64.789,79,41.535,21.791,21.911,"O",45.061,43,"Class1",74.908
87.515,"N",41.867,57,38.618,33.071,27.687,"I",60.923,47,"Class2",36.72
93.281,"D",63.491,79,15.478,21.828,21.993,"C",64.124,33,"Class1",94.113
47.1,"D",60.262,84,45.389,19.638,49.986,"U",19.79,58,"Class1",52.697
84.51,"G",58.03,90,18.328,49.216,35.199,"W",49.517,47,"Class1",85.88
60.89,"G",57.136,76,46.731,0.434,56.854,"U",34.828,17,"Class1",52.952
45.006,"D",NA,95,32.618,41.648,17.297,"O",68.954,61,"Class1",19.556
19.689,"D",37.141,58,28.585,74.915,29.739,"H",76.379,55,"Class2",53.021
64.819,"K",64.53,97,15.088,45.464,10.743,"N",42.16,23,"Class1",30.183
25.555,"U",24.79,62,36.986,38.899,19.618,"O",50.249,38,"Class2",58.38
43.859,"D",69.979,83,23.458,16.526,61.02,"N",67.89,40,"Class1",56.637
48.987,"D",68.115,90,15.809,33.586,26.063,"U",45.826,23,"Class1",66.734
41.615,"K",72.384,76,14.298,40.163,38.397,"W",21.009,26,"Class1",28.657
43.016,"T",80.96,60,40.659,54.821,23.547,"H",91.382,51,"Class2",45.175
28.694,"N",45.528,60,33.251,43.429,20.323,"O",51.649,25,"Class2",60.791
45.868,"U",44.145,54,44.597,34.082,26.386,"O",49.799,25,"Class2",NA
43.506,"L",48.962,55,17.211,63.32,23.876,"P",84.664,44,"Class2",33.822
26.778,"D",-4.942,51,17.072,31.183,28.221,"H",118.708,28,"Class2",55.274
23.204,"L",44.763,51,31.006,60.819,25.184,"I",43.563,44,"Class2",41.461
49.922,"T",39.262,52,27.28,41.446,19.404,"H",6.854,69,"Class2",39.573
24.451,"T",29.27,54,25.437,24.814,27.373,"D",88.409,50,"Class2",34.662
44.711,"N",88.939,60,23.855,32.994,21.06,"I",50.792,59,"Class2",64.476
56.296,"L",40.827,52,37.74,38.092,26.665,"I",54.047,31,"Class2",60.917
54.464,"U",43.155,55,34.225,66.46,29.691,"H",78.487,37,"Class2",48.519
71.809,"G",68.252,96,21.48,50.482,47.978,"U",53.255,60,"Class1",25.468
45.181,"L",60.7,57,42.206,51.256,28.929,"I",71.968,39,"Class2",52.694
19.844,"N",32.113,56,22.865,57.242,24.446,"P",54.106,42,"Class2",65.321
18.29,"N",69.03,62,37.677,54.085,23.997,"I",43.574,26,"Class2",29.586
60.02,"N",77.419,91,14.367,39.187,63.861,"W",28.951,45,"Class1",52.225
14.159,"U",78.112,52,16.569,45.617,22.921,"P",69.413,69,"Class2",41.599
92.058,"D",66.735,93,14.859,52.95,66.204,"C",102.638,41,"Class1",58.653
52.45,"L",9.021,52,41.715,39.562,23.435,"P",51.965,51,"Class2",35.522
33.947,"T",36.032,56,19.272,43.882,31.444,"D",82.456,42,"Class2",51.635
21.777,"D",83.164,57,34.311,27.172,23.298,"H",25.163,44,"Class2",54.239
78.179,"L",44.787,55,38.955,39.9,29.21,"I",100.762,32,"Class2",65.88
84.423,"T",16.009,52,34.772,64.521,22.493,"I",51.34,42,"Class2",49.57
39.116,"G",NA,80,31.81,26.418,51.266,"U",58.267,32,"Class1",11.87
56.804,"D",6.296,60,19.319,49.904,24.822,"I",51.573,59,"Class2",30.816
27.962,"N",61.819,58,43.468,38.521,32.073,"O",61.504,66,"Class2",NA
45.693,"U",21.866,58,31.151,74.731,22.917,"H",80.559,47,"Class2",47.347
75.184,"T",40.721,57,37.455,59.428,33.797,"H",59.337,40,"Class2",61.066
96.196,"K",65.906,75,30.188,30.749,26.87,"U",57.358,50,"Class1",89.737
38.016,"N",49.386,93,29.32,30.077,58.684,"C",73.759,10,"Class1",82.987
71.088,"D",52.06,60,21.688,62.232,24.516,"I",62.016,27,"Class2",29.076
20.643,"L",-17.634,53,40.106,33.222,25.277,"I",62.848,69,"Class2",30.446
35.785,"L",33.287,51,36.266,41.901,27.922,"H",33.209,41,"Class2",32.264
73.793,"L",71.611,53,35.469,43.253,26.741,"H",50.119,27,"Class2",64.224
78.393,"N",72.813,51,33.916,20.776,21.838,"I",99.569,50,"Class2",40.389
78.726,"N",35.447,56,42.284,59.992,21.363,"P",53.567,56,"Class2",50.843
94.079,"G",70.734,72,27.273,4.761,34.983,"U",48.043,26,"Class1",36.633
90.085,"U",50.011,57,27.105,29.652,24.712,"H",71.799,68,"Class2",45.22
32.78,"N",30.286,60,16.693,38.184,24.583,"D",21.881,56,"Class2",36.58
52.603,"D",59.909,76,19.388,15.774,72.062,"O",37.391,67,"Class1",16.693
85.615,"O",61.29,89,25.888,37.77,38.874,"N",102.545,24,"Class1",10.275
80.579,"N",32.557,59,17.72,10.187,29.882,"D",57.73,61,"Class2",60.867
65.765,"K",60.857,78,43.05,28.478,55.297,"C",45.903,52,"Class1",76.338
52.223,"T",34.47,54,43.545,15.421,24.26,"O",-0.36,45,"Class2",49.984
63.576,"N",90.12,59,45.497,29.951,18.312,"D",97.469,40,"Class2",54.62
85.888,"D",62.005,77,37.035,33.472,66.317,"C",68.374,45,"Class1",41.016
65.603,"N",17.139,59,44.581,50.989,24.77,"H",38.915,46,"Class2",61.023
44.651,"D",65.301,84,34.147,45.31,19.995,"W",44.354,26,"Class1",56.065
57.384,"G",63.771,73,35.768,7.617,16.719,"C",31.985,24,"Class1",86.063
44.55,"T",64.392,55,18.264,66.524,25.661,"P",42.795,69,"Class2",50.492
18.822,"T",36.219,58,38.177,25.398,26.648,"O",47.608,37,"Class2",37.016
79.938,"N",25.089,53,34.245,25.14,25.42,"D",47.855,47,"Class2",48.476
66.065,"K",75.25,72,39.856,43.125,19.416,"C",119.563,61,"Class1",93.808
58.803,"L",74.006,51,17.033,47.328,25.318,"I",-9.915,63,"Class2",NA
54.649,"D",71.2,87,30.345,14.734,32.721,"N",56.867,62,"Class1",92.885
42.781,"D",71.001,82,20.16,41.44,4.969,"O",81.005,38,"Class1",54.208
28.691,"N",119.234,52,30.868,56.338,28.369,"O",10.464,27,"Class2",30.421
62.127,"O",58.939,81,14.652,27.919,46.452,"N",56.918,31,"Class1",38.852
18.999,"D",70.39,60,28.834,51.832,24.961,"P",71.595,65,"Class2",33.021
40.84,"L",64.85,52,28.468,34.087,19.352,"P",28.69,53,"Class2",61.407
25.162,"U",28.927,55,24.419,24.136,24.442,"H",31.239,31,"Class2",29.45
60.334,"L",35.268,56,29.271,33.165,27.96,"O",19.851,42,"Class2",51.514
17.835,"D",57.911,61,17.617,49.37,22.418,"I",87.291,56,"Class2",NA
69.034,"L",NA,57,29.97,31.973,27.074,"H",-3.712,36,"Class2",50.18
40.939,"N",75.094,60,20.183,22.471,26.037,"P",65.86,53,"Class2",49.628
73.684,"U",42.22,53,31.275,19.067,24.785,"D",51.544,42,"Class2",NA
55.258,"N",63.883,95,32,34.524,33.634,"U",71.076,52,"Class1",85.423
92.233,"D",61.032,75,23.656,48.92,50.464,"C",69.492,26,"Class1",67.987
54.114,"K",70.871,83,19.407,20.495,16.626,"C",106.381,51,"Class1",28.858
72.607,"U",51.24,51,31.73,52.164,26.072,"I",-14.365,49,"Class2",38.133
24.911,"L",-6.459,51,43.672,28.131,25.031,"I",68.531,62,"Class2",33.303
14.309,"D",-16.16,60,33.44,35.517,25.066,"I",9.593,59,"Class2",65.287
40.102,"N",36.466,56,39.215,32.842,29.38,"H",103.71,68,"Class2",NA
35.88,"D",53.919,51,44.659,50.486,23.63,"D",56.349,65,"Class2",NA
47.304,"D",54.798,75,38.551,15.365,29.775,"C",78.604,44,"Class1",36.19
74.048,"O",NA,83,30.406,36.359,59.483,"W",41.791,11,"Class1",83.348
94.391,"O",65.353,92,17.485,22.69,92.668,"W",44.326,43,"Class1",18.34
56.685,"K",NA,81,25.819,52.388,58.551,"U",46.315,69,"Class1",45.633
42.586,"G",61.137,82,15.994,30.281,93.217,"U",81.116,43,"Class1",11.322
29.598,"D",27.878,56,24.608,46.848,31.286,"P",107.902,59,"Class2",35.442
76.739,"N",43.494,60,43.007,15.063,19.527,"O",40.156,37,"Class2",57.524
65.497,"D",19.396,56,20.55,52.813,25.907,"P",45.251,37,"Class2",51.562
93.209,"N",59.401,88,35.136,9.535,-0.788,"C",50.887,36,"Class1",53.249
