"RDG1","WAL2","XUD3","FZO4","VMY5","EXQ6","BLU7","ITA8","ATD9","Output19","JXU10"
55.569,33.42,43.32,67.561,"G",6,64.704,32.379,8.92,"Class4",79.592
92.613,64.549,71.912,24.574,"K",85,61.111,19.103,30.587,"Class2",83.931
52.195,33.493,22.561,53.511,"F",7,74.291,21.505,30.945,"Class4",73.533
95.815,4.539,9.825,8.104,"Z",92,6.624,80.198,20.127,"Class3",12.149
25.255,54.112,-11.467,29.139,"J",26,93.197,53.527,15.258,"Class1",47.717
42.879,31.853,35.733,54.189,"B",1,46.61,28.916,15.993,"Class4",69.939
63.729,39.44,19.499,12.126,"A",72,9.199,81.389,19.18,"Class3",12.322
41.612,4.074,12.296,16.54,"V",80,9.642,80.143,23.708,"Class3",13.443
67.605,37.847,72.097,31.623,"J",87,71.604,14.554,41.968,"Class2",49.401
52.024,31.851,30.113,49.637,"G",4,55.611,36.522,48.007,"Class4",83.914
29.903,51.851,23.862,26.9,"Z",29,90.95,56.779,14.968,"Class1",46.859
49.282,51.004,85.191,29.015,"Z",30,92.766,58.369,13.088,"Class1",46.171
40.573,51.738,47.039,35.328,"D",19,90.163,76.825,11.438,"Class1",49.313
23.325,30.417,48.705,69.806,"C",8,49.035,19.295,61.602,"Class4",72.116
74.276,-4.391,12.288,10.629,"A",73,5.133,80.552,23.244,"Class3",13.382
27.826,53.53,56.58,33.109,"I",18,91.675,66.471,14.856,"Class1",39.926
33.299,31.583,21.769,55.8,"G",10,41.381,20.066,17.286,"Class4",54.619
63.113,49.616,76.285,21.788,"Q",85,67.361,22.635,76.024,"Class2",52.896
48.762,33.548,-4.592,70.154,"O",4,58.429,30.526,39.169,"Class4",75.668
73.833,33.213,12.665,14.635,"K",63,10.608,80.611,18.364,"Class3",12.509
25.016,30.99,44.892,59.462,"B",2,70.766,36.764,36.281,"Class4",64.981
55.968,8.49,2.183,-0.171,"Z",83,11.422,80.915,27.131,"Class3",14.617
72.268,90.801,69.768,25.25,"H",85,72.673,20.513,73.346,"Class2",64.97
43.909,49.582,19.68,27.659,"D",16,95.301,NA,13.99,"Class1",45.863
63.521,34.118,72.837,31.22,"H",86,67.478,24.054,33.051,"Class2",15.428
38.68,52.986,-2.408,28.33,"D",18,89.83,70.518,13.807,"Class1",36.949
38.299,28.036,6.53,18.465,"K",53,10.359,80.991,26.896,"Class3",12.404
77.956,31.427,2.514,2.169,"K",70,10.665,81.627,20.846,"Class3",11.08
62.562,58.763,75.919,25.996,"H",85,NA,18.233,53.745,"Class2",77.258
28.885,49.216,47.173,30.705,"I",19,91.374,75.702,12.558,"Class1",47.692
33.505,50.497,46.621,34.96,"Z",32,96.952,74.624,13.567,"Class1",48.448
46.352,52.577,21.281,31.113,"I",10,91.501,76.029,15.927,"Class1",45.783
70.971,53.82,71.051,29.535,"N",85,NA,9.881,49.541,"Class2",21.592
22.062,33.924,60.147,62.745,"O",5,48.447,38.056,54.457,"Class4",51.862
38.829,33.141,37.13,49.034,"O",4,48.799,23.638,36.565,"Class4",90.507
87.402,22.459,1.752,-0.327,"Z",64,4.864,81.471,21.542,"Class3",15.472
29.892,32.985,18.562,59.508,"F",10,41.442,38.277,72.659,"Class4",71.27
93.186,22.973,5.238,19.137,"Z",61,2.593,81.32,24.943,"Class3",17.638
64.043,61.499,72.411,32.554,"K",86,64.802,28.466,68.024,"Class2",63.093
33.487,55.235,105.233,28.973,"I",22,90.211,53.235,14.154,"Class1",46.52
91.961,42.086,77.829,33.005,"J",86,70.655,27.572,54.048,"Class2",64.747
92.511,20.835,6.905,19.582,"A",84,4.332,80.539,23.214,"Class3",12.11
80.969,30.552,74.111,24.654,"H",86,62.971,21.762,54.616,"Class2",7.956
45.127,50.403,1.026,33.235,"Z",15,93.506,56.563,16.704,"Class1",46.45
45.202,33.259,42.249,72.544,"C",1,70.971,30.213,63.038,"Class4",80.503
66.901,63.804,71.741,19.314,"J",85,64.164,19.577,77.202,"Class2",30.248
90.052,21.21,2.835,19.162,"K",75,11.769,80.375,19.848,"Class3",12.204
37.971,54.071,35.724,30.78,"Z",29,95.885,72.407,16.53,"Class1",44.271
63.453,43.068,73.199,36.292,"J",86,65.227,NA,83.175,"Class2",63.762
71.962,28.967,7.16,17.49,"Z",82,7.73,80.643,22.844,"Class3",9.561
40.619,34.381,52.25,63.365,"C",1,40.327,36.735,44.388,"Class4",69.662
80.624,23.897,-1.24,6.446,"O",85,5.695,81.012,22.804,"Class3",13.389
71.162,37.493,13.023,11.435,"V",63,8.898,81.633,17.307,"Class3",14.467
66.474,67.553,73.377,23.498,"N",84,64.005,25.587,76.836,"Class2",72.978
74.876,76.619,73.505,24.216,"J",85,68.312,11.9,65.122,"Class2",61.176
77.846,42.579,70.47,34.591,"J",87,60.436,23.561,58.792,"Class2",67.074
70.398,35.231,3.919,-1.532,"O",81,3.834,81.313,17.921,"Class3",15.468
45.331,49.865,76.244,25.409,"Y",21,91.908,58.606,16.365,"Class1",43.558
34.456,51.934,52.92,31.72,"Z",33,94.705,70.858,14.266,"Class1",52.242
95.501,33.58,6.967,13.228,"K",85,7.999,80.819,26.742,"Class3",12.663
93.064,14.955,10.802,18.009,"Z",54,8.807,80.157,27.634,"Class3",15.513
40.677,32.155,58.717,46.417,"B",8,60.754,20.674,59.84,"Class4",61.79
42.006,24.599,12.747,10.954,"K",81,5.815,80.551,18.355,"Class3",12.058
91.702,38.319,70.185,32.702,"Q",85,66.664,24.904,68.635,"Class2",93.703
61.661,90.234,70.197,48.149,"J",85,72.603,8.367,42.683,"Class2",72.951
21.813,32.311,33.357,63.097,"G",7,68.966,32.687,36.58,"Class4",72.085
50.345,49.98,42.884,35.002,"J",32,90.038,55.918,11.796,"Class1",37.719
47.713,32.912,49.708,62.508,"B",1,63.452,30.881,41.939,"Class4",80.682
70.402,66.825,65.567,45.52,"Q",85,63.272,10.702,39.465,"Class2",75.094
39.287,32.855,34.543,58.939,"G",6,54.04,30.821,33.179,"Class4",72.596
60.8,54.014,73.776,34.412,"K",86,68.98,13.588,36.147,"Class2",104.936
54.806,32.876,37.573,59.643,"G",0,53.543,30.84,35.231,"Class4",50.25
79.658,76.033,72.964,25.822,"J",87,66.109,9.167,33.694,"Class2",36.433
82.743,33.24,73.63,40.281,"N",86,66.121,18.381,73.475,"Class2",62.708
95.908,71.573,70.898,21.904,"K",85,66.385,26.215,68.825,"Class2",52.2
25.145,51.847,52.997,24.565,"Y",28,89.093,66.992,12.022,"Class1",48.836
84.016,55.195,72.501,21.186,"J",85,67.679,11.28,28.016,"Class2",68.665
61.96,38.407,74.367,28.425,"N",87,69.173,17.997,45.197,"Class2",40.209
24.743,32.138,42.687,56.607,"C",7,69.124,29.404,71.16,"Class4",92.14
95.069,48.334,72.602,32.672,"Q",84,67.468,8.802,75.279,"Class2",32.767
24.728,32.977,43.123,51.684,"O",9,50.079,38.254,56.935,"Class4",87.068
26.634,54.25,58.915,25.619,"J",24,90.334,NA,16.976,"Class1",41.462
72.882,66.983,75.98,18.728,"J",87,NA,19.939,37.088,"Class2",80.97
58.816,26.74,9.007,10.215,"Z",81,5.196,80.935,26.984,"Class3",13.385
49.219,20.508,8.103,13.966,"K",58,NA,80.726,22.257,"Class3",14.789
38.926,32.276,49.473,58.891,"C",7,48.25,25.237,3.452,"Class4",76.59
21.653,32.489,46.941,53.831,"O",9,56.672,30.312,29.989,"Class4",69.354
32.52,33.245,34.65,57.997,"C",5,74.227,18.511,3.448,"Class4",71.901
75.147,50.464,73.183,25.557,"N",85,69.507,24.457,38.333,"Class2",64.602
77.888,44.583,70.223,20.38,"Q",87,71.239,22.97,48.608,"Class2",45.245
51.557,32.54,70.481,55.098,"B",5,71.131,33.23,17.831,"Class4",83.526
89.101,34.59,6.344,7.411,"V",61,11.911,NA,17.684,"Class3",11.013
50.933,32.199,22.564,61.074,"B",5,71.609,24.405,70.216,"Class4",54.602
81.687,40.758,-2.704,19.794,"Z",66,8.223,80.705,25.988,"Class3",16.47
72.303,10.469,4.139,22.225,"A",58,4.73,81.626,19.625,"Class3",13.628
54.846,33.533,39.182,68.59,"B",7,74.852,21.858,31.384,"Class4",48.913
62.703,58.837,74.255,29.102,"J",87,NA,NA,80.049,"Class2",71.497
38.381,52.233,37.171,31.204,"J",13,96.924,78.264,16.039,"Class1",43.724
93.971,11.642,13.431,10.762,"A",64,10.122,81.824,26.333,"Class3",13.578
64.708,80.759,72.918,16.793,"J",85,70.571,23.712,83.704,"Class2",99.395
42.881,-0.197,15.217,16.023,"A",60,10.826,80.625,22.379,"Class3",12.555
63.201,31.39,2.283,26.417,"V",67,3.252,80.654,25.731,"Class3",13.312
80.237,81.211,72.021,22.022,"Q",84,65.398,25.257,79.073,"Class2",36.111
69.019,62.68,73.57,22.753,"H",85,66.865,23.154,39.016,"Class2",91.391
57.121,31.288,38.466,56.509,"C",4,73.506,20.18,35.057,"Class4",92.494
33.477,31.37,40.082,51.085,"G",0,44.546,31.074,26.424,"Class4",99.006
26.872,54.4,43.579,30.504,"Y",28,96.523,77.981,15.154,"Class1",43.37
65.906,6.789,10.433,7.487,"Z",65,3.24,80.12,27.286,"Class3",11.652
39.36,32.905,29.085,67.438,"F",0,67.64,31.309,8.356,"Class4",72.671
34.137,52.486,19.486,29.731,"Y",22,96.171,75.22,12.747,"Class1",43.272
58.23,34.161,1.021,10.752,"K",73,6.807,81.039,21.7,"Class3",13.135
51.729,31.905,30.773,52.69,"G",6,44.757,23.03,19.487,"Class4",45.519
25.335,31.971,63.515,60.45,"B",6,45.255,32.75,21.727,"Class4",89.308
83.64,46.223,73.503,29.046,"J",84,62.456,27.682,44.423,"Class2",50.47
45.139,53.036,42.875,26.42,"Y",28,94.688,77.517,14.59,"Class1",40.278
61.066,28.178,2.083,18.058,"O",61,5.365,80.061,27.577,"Class3",15.876
69.336,3.381,12.507,15.639,"O",63,11.224,80.575,20.045,"Class3",16.575
44.663,58.317,63.665,28.05,"D",17,90.533,58.388,15.153,"Class1",48.941
22.826,31.58,27.423,43.101,"C",1,NA,26.081,51.416,"Class4",76.741
27.679,49.394,53.897,30.161,"J",11,90.131,58.078,12.491,"Class1",49.65
46.001,31.478,42.848,61.791,"C",10,61.967,24.426,56.902,"Class4",68.115
71.16,15.54,21.326,5.526,"A",66,4.261,80.31,24.61,"Class3",11.201
23.8,52.159,32.563,24.195,"Z",27,88.701,72.22,13.304,"Class1",46.786
79.489,12.078,13.012,20.571,"O",53,11.291,NA,23.979,"Class3",12.337
67.717,43.426,11.524,11.959,"Z",54,11.781,81.454,27.83,"Class3",14.794
91.597,64.805,72.982,12.356,"Q",85,61.422,15.771,56.769,"Class2",19.705
48.533,28.987,7.823,8.45,"A",61,NA,81.72,19.652,"Class3",12.251
81.773,73.851,77.074,26.843,"N",86,63.118,11.945,44.021,"Class2",96.219
42.783,21.898,16.441,25.386,"A",67,2.83,80.497,22.008,"Class3",14.87
64.951,52.424,72.367,24.324,"K",86,60.352,10.714,27.03,"Class2",83.08
85.443,61.686,76.995,23.204,"J",85,63.741,9.997,39.054,"Class2",81.613
71.052,1.296,2.687,9.003,"O",70,9.501,80.928,21.816,"Class3",16.007
41.531,31.325,68.809,48.879,"F",8,51.939,30.935,33.113,"Class4",71.506
42.433,52.52,14.664,24.742,"Y",23,89.677,58.867,11.176,"Class1",42.814
27.068,50.827,39.944,30.075,"Z",31,96.665,61.788,12.398,"Class1",43.2
94.416,44.376,69.41,23.69,"H",85,NA,26.164,78.769,"Class2",46.864
40.489,32.221,41.09,40.766,"G",5,50.451,20.196,2.524,"Class4",76.415
95.264,43.081,75.333,42.103,"J",85,NA,28.787,37.694,"Class2",77.138
54.325,31.381,29.075,71.056,"O",10,44.687,30.499,8.466,"Class4",100.969
83.294,17.307,10.306,11.069,"A",84,5.724,81.53,19.118,"Class3",14.418
24.314,30.952,19.149,57.885,"F",2,50.15,NA,13.202,"Class4",63.746
37.822,48.757,81.62,30.757,"I",26,93.072,60.906,13.383,"Class1",40.442
24.53,54.044,25.098,22.194,"D",26,90.019,75.444,11.758,"Class1",34.846
20.316,33.65,50.319,69.417,"B",5,65.258,20.018,55.317,"Class4",85.515
62.787,37.922,67.346,30.419,"K",87,66.823,24.441,27.957,"Class2",23.814
43.512,31.551,40.845,55.056,"G",6,73.131,35.125,52.214,"Class4",79.273
92.464,68.472,77.309,30.586,"N",84,66.582,NA,78.217,"Class2",34.94
92.501,33.181,71.648,27.984,"N",85,71.108,25.235,55.851,"Class2",110.587
37.713,50.107,21.645,35.725,"D",31,94.733,61.244,13.766,"Class1",45.409
52.845,30.371,30.725,72.568,"B",4,59.764,35.119,44.31,"Class4",72.916
40.059,51.865,58.995,26.024,"Y",12,92.312,61.361,12.263,"Class1",32.43
67.314,48.512,73.792,35.195,"J",86,62.134,11.436,83.338,"Class2",70.138
40.086,33.179,48.413,49.443,"F",2,46.107,28.49,62.161,"Class4",92.499
61.412,42.426,76.492,35.952,"K",84,68.595,18.171,79.639,"Class2",79.268
30.509,33.262,38.368,67.218,"O",8,68.775,35.248,47.441,"Class4",72.893
36.338,51.716,35.092,30.614,"J",18,93.471,57.467,13.784,"Class1",51.297
79.956,40.492,-2.183,13.068,"K",59,7.887,80.204,17.494,"Class3",11.257
27.098,52.87,54.493,28.35,"Z",23,NA,70.809,16.543,"Class1",47.722
31.072,51.622,70.316,29.007,"Y",24,94.795,71.457,14.964,"Class1",39.722
55.427,33.653,31.101,72.69,"O",8,62.263,35.565,34.597,"Class4",92.152
36.014,33.942,62.181,63.471,"C",0,62.079,34.19,42.294,"Class4",64.633
55.955,25.28,7.459,12.952,"A",62,6.196,80.825,17.761,"Class3",12.859
42.749,37.665,17.392,10.78,"V",84,5.229,81.291,17.067,"Class3",15.725
76.622,12.511,5.756,20.133,"V",65,5.324,80.7,17.392,"Class3",13.176
45.209,20.014,6.114,6.946,"V",72,2.796,80.138,26.22,"Class3",13.803
52.485,50.894,72.824,30.757,"Z",30,93.254,71.02,16.805,"Class1",43.617
31.806,52.773,58.35,30.79,"D",20,94.855,74.403,13.908,"Class1",39.974
36.654,53.15,48.549,28.867,"Z",17,92.074,70.239,11.06,"Class1",39.659
39.254,21.183,13.063,7.048,"V",59,NA,80.075,21.806,"Class3",17.779
58.265,20.577,7.099,12.662,"O",81,9.556,81.214,24.091,"Class3",11.366
40.446,31.887,39.413,50.749,"F",3,74.867,26.704,5.967,"Class4",46.274
65.615,39.555,71.231,19.654,"H",84,68.566,12.775,33.616,"Class2",92.763
27.145,33.876,54.838,49.291,"C",3,43.724,NA,8.488,"Class4",103.747
26.707,30.861,16.023,58.322,"O",9,45.091,35.576,55.185,"Class4",49.94
85.61,62.338,73.965,23.817,"K",86,60.993,18.696,70.6,"Class2",83.365
72.105,55.835,71.712,31.877,"K",84,62.377,23.787,78.246,"Class2",104.122
80.113,46.508,69.502,34.714,"N",84,65.834,23.91,32.065,"Class2",47.073
35.818,51.387,31.149,33.113,"D",13,90.433,75.702,15.574,"Class1",53.802
91.026,44.062,72.888,29.618,"Q",84,72.467,13.662,83.621,"Class2",47.302
44.196,54.518,32.454,26.178,"D",10,91.503,66.885,15.956,"Class1",37.684
55.688,32.652,24.829,67.012,"B",7,50.912,25.707,6.419,"Class4",83.103
25.904,29.572,45.344,69.409,"O",10,65.209,32.394,18.135,"Class4",80.829
35.508,52.237,10.579,29.6,"D",24,93.415,61.118,15.737,"Class1",54.06
50.031,31.894,28.543,65.415,"G",6,48.199,29.091,45.902,"Class4",89.737
50.389,52.417,20.508,30.724,"I",19,91.271,66.065,15.337,"Class1",41.128
84.469,22.885,70.5,29.6,"H",86,64.807,8.242,34.059,"Class2",27.569
66.767,2.265,2.383,4.594,"V",71,2.743,80.888,27.685,"Class3",14.942
42.254,3.496,7.475,10.78,"Z",60,9.148,81.473,24.668,"Class3",16.06
85.66,61.086,73.134,32.209,"Q",86,70.226,27.335,43.14,"Class2",39.862
25.25,52.697,15.921,33.366,"D",23,96.945,70.902,14.781,"Class1",54.171
45.674,48.328,38.021,32.714,"Z",32,88.24,80.103,15.642,"Class1",40.274
87.398,11.883,-2.762,11.741,"A",76,6.755,80.38,20.24,"Class3",13.022
36.62,52.518,53.9,28.476,"Y",26,94.959,76.897,16.186,"Class1",44.557
33.067,34.898,29.029,55.374,"G",10,60.273,22.739,67.451,"Class4",87.469
93.924,63.883,69.604,28.406,"J",87,61.288,21.401,29.962,"Class2",84.864
19.849,31.557,49.625,54.068,"O",7,64.49,20.622,55.723,"Class4",72.066
69.591,65.789,71.233,27.258,"N",86,67.258,9.605,77.448,"Class2",82.488
32.382,51.902,0.239,30.112,"I",16,96.903,60.519,14.557,"Class1",40.378
36.748,51.193,42.16,26.568,"Z",27,92.101,61.33,13.149,"Class1",43.885
87.205,21.751,9.283,26.559,"O",87,5.457,80.484,17.51,"Class3",14.542
30.302,32.965,73.917,54.902,"B",10,45.362,21.194,52.495,"Class4",87.502
70.524,21.792,15.325,10.232,"V",85,7.59,80.543,26.495,"Class3",14.645
56.508,15.968,3.415,24.053,"A",64,4.281,81.992,27.329,"Class3",13.195
48.703,13.603,5.126,15.681,"Z",66,11.344,80.17,20.853,"Class3",14.123
75.006,34.162,79.867,20.064,"Q",87,68.607,25.976,40.104,"Class2",51.77
27.672,31.315,46.942,64.379,"B",4,47.916,32.899,37.001,"Class4",73.039
54.966,32.521,47.134,61.983,"C",7,59.09,27.838,71.654,"Class4",85.517
30.216,51.558,81.255,35.326,"J",14,95.745,80.324,12.196,"Class1",40.976
30.219,53.869,3.365,25.824,"J",12,96.525,73.565,12.004,"Class1",42.695
50.569,32.799,35.65,51.814,"O",6,68.333,34.405,17.36,"Class4",60.697
91.351,62.559,71.567,15.34,"K",84,65.404,25.233,50.994,"Class2",80.989
82.932,32.749,74.555,27.243,"Q",84,71.002,8.689,69.847,"Class2",81.319
33.073,49.387,76.788,26.608,"I",30,89.092,NA,12.927,"Class1",46.563
47.435,51.684,74.438,28.59,"I",21,90.45,57.078,15.071,"Class1",37.702
88.346,27.255,-0.186,13.887,"K",57,10.038,81.618,23.481,"Class3",12.447
70.571,33.706,73.793,29.154,"N",85,66.33,23.427,49.779,"Class2",74.662
40.81,25.055,5.732,8.951,"V",73,5.312,80.57,24.73,"Class3",14.317
78.739,19.209,12.268,13.936,"K",78,NA,81.355,22.847,"Class3",13.264
70.217,22.825,9.655,13.912,"O",71,3.993,80.693,24.534,"Class3",12.992
55.744,31.79,58.662,65.157,"G",2,63.377,25.598,65.186,"Class4",90.067
88.317,79.899,73.013,13.76,"K",84,65.115,26.915,42.732,"Class2",54.721
46.92,32.928,50.88,64.706,"O",9,59.161,20.804,47.952,"Class4",69.685
49.365,32.381,58.476,42.557,"G",5,61.575,34.599,52.276,"Class4",105.401
32.352,31.898,23.3,58.555,"C",4,NA,22.792,66.042,"Class4",73.819
34.464,31.371,40.772,57.041,"C",0,64.06,18.227,49.855,"Class4",77.34
54.839,17.685,5.399,12.31,"V",57,NA,80.327,21.972,"Class3",15.865
80.339,19.332,11.07,8.727,"V",58,4.137,80.207,26.995,"Class3",16.636
23.477,50.18,21.824,29.5,"Y",17,90.525,71.076,14.018,"Class1",43.085
50.236,33.456,37.535,63.978,"G",9,72.087,34.138,31.483,"Class4",96.388
45.414,53.654,36.33,30.511,"Y",26,89.604,59.682,16.79,"Class1",39.206
84.698,31.189,14.748,2.177,"K",61,6.453,81.805,24.01,"Class3",14.564
93.497,17.971,11.646,5.849,"A",88,6.836,81.221,26.984,"Class3",11.932
31.986,32.024,38.529,64.979,"F",10,50.126,36.156,36.944,"Class4",79.269
63.465,45.319,71.196,25.135,"H",87,70.634,10.715,41.877,"Class2",48.911
28.786,32.905,37.325,53.01,"G",6,NA,37.583,56.019,"Class4",75.04
93.813,38.548,73.686,31.7,"J",86,61.866,NA,62.561,"Class2",41.84
81.818,59.276,72.712,23.705,"J",85,68.106,25.93,51.769,"Class2",39.001
29.116,53.484,88.589,25.686,"J",22,94.196,72.161,12.025,"Class1",39.947
39.747,52.326,74.706,34.439,"J",33,88.084,57.296,13.865,"Class1",40.195
62.85,15.518,7.956,10.995,"V",78,7.65,80.89,25.347,"Class3",8.23
93.461,77.882,77.071,31.127,"K",84,63.909,10.688,47.738,"Class2",78.569
50.096,31.835,13.309,62.754,"B",0,41.549,18.142,50.794,"Class4",71.483
94.615,11.931,11.167,2.712,"K",56,5.538,80.12,25.793,"Class3",15.224
29.337,49.88,54.873,29.796,"I",31,96.12,64.146,12.593,"Class1",44.885
37.255,52.496,63.878,35.316,"D",10,94.417,74.723,13,"Class1",45.013
61.716,65.079,73.687,29.413,"K",87,72.459,27.528,32.192,"Class2",45.34
47.794,52.933,50.255,33.814,"Y",17,93.477,62.188,13.029,"Class1",46.702
37.485,32.416,25.545,53.77,"F",4,47.641,29.958,38.394,"Class4",108.051
66.051,74.117,70.106,34.931,"H",84,66.819,22.236,35.738,"Class2",69.058
88.853,26.979,12.359,10.722,"V",89,5.216,81.452,18.363,"Class3",14.825
31.13,31.977,69.309,56.794,"F",0,56.76,37.759,26.075,"Class4",88.367
48.86,30.312,35.109,78.151,"F",9,49.282,34,45.326,"Class4",82.727
30.308,30.87,25.553,60.816,"O",9,54.202,24.271,55.718,"Class4",81.583
36.391,53.649,53.692,29.609,"D",26,91.733,61.078,16.933,"Class1",46.758
45.905,49.921,99.17,34.277,"D",29,89.831,54.459,13.307,"Class1",39.603
78.811,18.054,1.567,16.774,"K",80,2.385,80.745,19.382,"Class3",11.544
51.725,32.265,33.53,69.904,"G",0,45.075,22.898,65.244,"Class4",59.339
49.565,56.511,1.904,25.965,"Y",15,NA,64.631,16.225,"Class1",44.484
45.359,32.143,49.576,60.928,"G",0,66.561,25.27,9.338,"Class4",62.109
39.38,28.937,-5.788,15.564,"K",56,3.601,81.422,21.126,"Class3",14.224
83.964,29.129,18.397,17.699,"A",92,2.77,81.362,22.754,"Class3",16.413
33.181,51.883,36.46,25.306,"Z",21,89.614,62.837,14.202,"Class1",45.221
86.693,40.285,68.094,38.259,"Q",85,61.523,9.42,75.588,"Class2",80.243
81.704,43.873,70.809,32.234,"J",85,69.348,26.957,34.854,"Class2",71.855
88.739,57.532,72.983,26.256,"H",85,67.04,17.358,49.584,"Class2",52.201
79.255,43.599,72.653,23.557,"H",86,66.081,25.681,32.01,"Class2",54.592
41.125,50.869,50.959,31.293,"D",30,95.039,63.234,16.175,"Class1",43.658
67.687,70.243,69.019,31.905,"H",87,60.424,24.392,43.655,"Class2",68.746
27.014,49.095,22.845,26.857,"Y",25,94.986,64.763,14.284,"Class1",42.75
89.785,39.317,72.708,22.997,"Q",85,61.891,8.677,39.625,"Class2",83.089
89.258,26.701,9.763,12.213,"V",55,6.393,NA,22.233,"Class3",14.892
21.594,32.814,46.422,65.673,"C",7,48.964,21.154,48.454,"Class4",68.836
78.769,47.83,70.531,30.113,"Q",85,61.065,14.267,37.865,"Class2",75.744
45.742,53.339,11.897,31.729,"J",31,92.665,67.191,14.193,"Class1",47.622
66.078,19.838,8.405,12.674,"Z",73,10.279,81.182,27.846,"Class3",18.497
44.932,33.301,39.695,56.063,"C",0,65.45,21.074,57.968,"Class4",59.589
43.972,32.008,58.313,68.398,"G",3,71.957,NA,70.246,"Class4",72.008
53.479,32.901,34.253,76.678,"G",10,69.116,26.023,44.869,"Class4",59.924
96.609,3.167,-2.981,18.688,"Z",88,11.389,80.747,24.589,"Class3",12.219
40.741,55.216,78.092,25.955,"J",17,91.917,78.509,13.342,"Class1",47.75
28.553,50.922,37.044,32.027,"Z",25,93.054,62.309,16.173,"Class1",37.89
43.377,12.041,6.841,15.842,"K",57,4.001,NA,26.194,"Class3",13.967
61.832,61.851,69.76,8.256,"J",84,NA,20.309,67.459,"Class2",83.356
66.439,29.061,-0.49,18.179,"K",77,NA,80.53,22.778,"Class3",12.88
65.051,69.252,73.671,27.964,"H",87,62.611,25.679,66.75,"Class2",38.057
55.531,2.191,0.016,12.74,"V",80,3.534,80.581,20.444,"Class3",15.532
31.645,32.021,52.533,56.674,"B",3,71.39,NA,35.345,"Class4",78.479
28.333,30.79,52.958,47.018,"O",3,47.622,31.007,65.72,"Class4",64.565
75.623,54.545,72.226,27.368,"K",86,67.781,11.325,28.04,"Class2",44.306
40.293,52.248,46.48,31.988,"Z",21,88.747,54.437,13.87,"Class1",37.368
76.04,39.49,10.338,13.131,"V",81,2.804,80.724,22.796,"Class3",15.962
94.325,51.972,73.757,25.743,"N",87,61.71,23.815,65.991,"Class2",69.597
91.434,18.352,8.295,3.28,"V",70,2.529,81.115,21.901,"Class3",14.041
92.203,19.336,7.744,5.728,"A",68,10.292,80.668,17.792,"Class3",15.323
30.601,51.474,50.152,25.692,"J",18,95.355,73.486,16.419,"Class1",37.957
78.349,18.216,5.764,8.064,"A",62,2.831,81.937,27.044,"Class3",13.757
50.677,46.74,103.129,29.594,"Y",12,90.125,77.676,12.853,"Class1",44.329
65.857,70.072,75.105,28.964,"K",87,72.113,21.869,51.209,"Class2",53.825
88.731,42.127,7.127,18.669,"K",76,NA,81.167,27.58,"Class3",12.453
30.837,32.868,48.292,45.567,"O",7,NA,NA,62.832,"Class4",90.634
50.607,52.424,90.011,33.219,"I",26,88.69,62.347,11.607,"Class1",44.095
52.91,32.93,28.289,62.364,"C",9,52.599,30.497,31.293,"Class4",60.686
30.164,51.216,6.868,26.622,"J",18,91.508,62.082,15.233,"Class1",49.344
55.355,31.329,27.625,54.317,"O",1,69.112,NA,51.632,"Class4",94.293
42.78,54.846,31.93,31.262,"I",18,93.451,77.893,16.091,"Class1",45.397
48.487,31.51,-0.02,17.546,"Z",73,7.898,80.998,27.96,"Class3",15.648
51.955,33.544,46.357,62.958,"C",1,51.419,24.946,33.251,"Class4",76.58
29.93,32.818,88.096,50.633,"O",3,58.17,18.624,17.233,"Class4",45.292
24.6,32.54,41.695,58.51,"C",1,55.266,27.756,5.633,"Class4",66.17
78.713,59.288,73.823,31.531,"H",85,67.164,17.37,37.348,"Class2",95.977
95.642,55.664,73.024,24.956,"K",87,66.563,22.83,46.706,"Class2",61.179
93.39,61.672,70.071,38.024,"H",85,60.251,23.767,50.322,"Class2",38.273
43.381,32.558,49.611,60.401,"B",8,62.894,29.38,62.242,"Class4",88.544
