"GXI1","EUH2","ETN3","AZS4","DTQ5","QGH6","IUQ7","IME8","QBO9","CTN10","Output20"
16.89,70.967,20.108,42.446,44.065,"N",71,35.635,39,47.27,"Class4"
39.817,63.82,41.411,54.734,44.21,"Q",71,38.629,35,43.76,"Class4"
60.007,67.386,46.376,60.322,101.87,"W",12,61.694,90,25.401,"Class3"
53.498,NA,25.702,36.181,98.018,"Q",11,66.972,83,16.261,"Class3"
12.498,NA,56.691,16.852,23.759,"F",69,8.86,37,11.325,"Class2"
47.451,72.259,20.035,41.743,47.052,"N",75,21.798,37,44.306,"Class4"
90.667,NA,51.626,37.847,49.826,"Y",51,43.197,58,58.461,"Class1"
10.552,56.34,41.099,77.092,39.69,"Q",70,24.133,33,46.51,"Class4"
7.131,46.409,55.79,16.667,69.06,"F",83,7.963,15,11.025,"Class2"
30.385,83.459,54.074,34.133,52.663,"Y",31,40.078,68,72.248,"Class1"
32.507,51.461,55.423,17.012,48.946,"J",75,10.996,31,10.388,"Class2"
42.425,73.643,60.678,35.142,48.555,"C",45,60.256,67,53.396,"Class1"
60.743,76.849,68.142,36.286,37.549,"A",63,47.641,68,77.324,"Class1"
21.419,86.807,61.362,37.72,52.131,"C",27,54.432,65,50.35,"Class1"
49.491,76.783,61.791,35.151,65.823,"C",28,66.034,61,53.192,"Class1"
22.18,47.704,59.295,17.004,59.648,"C",56,11.971,19,10.254,"Class2"
17.978,35.075,58.678,16.754,66.467,"F",92,9.555,42,10.01,"Class2"
24.786,59.819,54.041,16.793,68.181,"G",60,11.802,51,11.01,"Class2"
12.146,45.642,56.12,16.892,53.607,"J",59,7.524,27,9.819,"Class2"
66.581,67.475,28.522,73.049,80.013,"H",13,74.153,83,25.755,"Class3"
51.77,65.04,19.278,52.64,45.926,"K",12,60.406,91,10.615,"Class3"
58.557,68.539,53.488,83.3,56.234,"F",13,71.575,85,24.099,"Class3"
59.323,73.709,57.838,34.906,38.988,"A",26,58.546,64,22.234,"Class1"
5.39,21.006,54.487,16.13,31.739,"F",88,3.3,34,10.274,"Class2"
66.732,71.435,63.097,35.163,44.598,"Y",39,49.852,62,44.983,"Class1"
29.343,60.642,57.653,16.893,31.689,"G",88,9.489,44,10.334,"Class2"
53.543,65,32.643,38.526,88.305,"W",12,62.023,95,55.727,"Class3"
53.574,71.999,68.64,33.62,43.903,"C",48,64.889,51,63.849,"Class1"
52.053,95.652,NA,35.344,50.721,"C",40,44.822,67,17.073,"Class1"
43.487,66.784,39.098,32.596,80.041,"W",13,71.753,89,25.723,"Class3"
43.667,64.958,34.718,50.039,32.273,"D",69,32.007,34,42.395,"Class4"
32.35,83.753,NA,72.183,32.23,"J",75,20.425,35,43.319,"Class4"
65.479,65.84,24.785,31.663,84.49,"K",13,67.049,95,41.449,"Class3"
16.588,46.27,58.979,16.45,47.099,"J",76,8.036,24,10.731,"Class2"
18.897,29.348,59.941,16.929,34.147,"N",76,4.365,29,9.482,"Class2"
20.257,39.596,57.404,16.276,58.62,"N",71,5.392,17,10.443,"Class2"
66.244,75.521,31.568,106.316,46.943,"I",75,22.465,39,42.788,"Class4"
66.586,66.686,37.224,68.952,77.442,"Q",12,60.519,92,19.891,"Class3"
26.504,96.801,53.602,35.817,52.108,"Y",29,53.936,60,46.222,"Class1"
15.376,64.715,31.603,75.834,42.428,"J",72,17.328,34,43.599,"Class4"
26.714,52.995,47.584,72.177,43.68,"I",72,17.156,39,44.709,"Class4"
29.831,33.352,58.167,16.473,23.24,"G",54,7.506,31,10.614,"Class2"
45.807,65.88,22.534,36.638,46.475,"K",13,65.783,94,10.051,"Class3"
4.253,22.621,56.512,16.677,35.231,"G",85,10.385,23,10.469,"Class2"
12.418,44.952,38.225,58.254,38.124,"Q",76,36.567,38,42.968,"Class4"
23.36,68.585,29.408,88.848,32.994,"J",74,38.092,37,44.342,"Class4"
34.669,30.071,58.933,16.196,31.142,"C",67,11.737,27,10.666,"Class2"
29.484,74.188,67.741,37.576,50.554,"Q",63,64.453,57,16.625,"Class1"
17.169,45.476,58.461,16.304,56.918,"N",68,4.783,30,9.657,"Class2"
21.686,57.246,56.469,16.659,50.634,"J",64,11.44,44,10.548,"Class2"
30.067,62.056,19.386,52.598,40.311,"N",67,33.706,36,44.57,"Class4"
12.104,46.405,53.642,16.19,65.568,"J",61,10.772,47,10.152,"Class2"
10.558,66.478,13.483,64.825,35.083,"N",70,39.012,37,43.555,"Class4"
87.801,NA,64.578,35.537,34.52,"R",57,45.033,49,42.892,"Class1"
47.03,35.403,32.389,62.787,30.861,"N",70,28.531,34,44.667,"Class4"
85.488,82.063,54.789,36.463,68.985,"C",62,54.733,54,29.471,"Class1"
49.997,68.993,19.585,66.885,88.272,"K",13,66.642,95,14.639,"Class3"
56.693,81.98,64.023,34.463,38.505,"Y",27,61.837,50,66.123,"Class1"
31.037,66.06,55.496,33.315,45.547,"N",70,23.671,34,43.623,"Class4"
48.301,68.263,22.375,15.424,44.071,"H",12,60.689,83,34.793,"Class3"
43.871,43.913,31.656,47.676,41.175,"N",69,26.606,37,43.68,"Class4"
61.164,66.019,38.719,102.171,89.933,"K",13,71.112,89,12.137,"Class3"
38.231,70.28,60.779,34.473,26.926,"R",52,61.195,63,35.219,"Class1"
42.05,68.889,48.138,80.234,32.155,"W",11,71.64,92,32.09,"Class3"
12.763,59.77,53.314,16.423,30.786,"N",54,7.908,41,10.371,"Class2"
63.278,66.351,28.734,61.776,53.027,"K",13,61.409,92,62.745,"Class3"
18.63,60.475,54.983,16.436,20.884,"J",81,16.886,35,9.875,"Class2"
52.693,67.256,42.669,59.638,69.734,"W",12,60.681,83,45.178,"Class3"
45.763,68.029,36.341,51.42,72.625,"H",11,73.245,94,35.646,"Class3"
50.632,70.499,-6.514,68.129,32.877,"Q",70,41.649,40,42.9,"Class4"
51.998,29.596,41.2,80.8,40.265,"D",75,40.737,34,45.814,"Class4"
17.681,51.868,59.051,17.31,27.247,"J",90,3.516,23,11.013,"Class2"
84.876,83.404,61.163,36.92,46.124,"Q",22,54.403,59,39.977,"Class1"
21.559,20.097,53.856,16.76,50.576,"G",50,10.567,37,9.98,"Class2"
30.178,45.407,56.488,16.383,40.099,"G",73,12.068,30,10.346,"Class2"
65.641,68.307,NA,86.775,36.866,"I",70,37.197,39,47.362,"Class4"
12.536,63.847,43.375,93.959,34.791,"D",66,35.35,35,42.451,"Class4"
71.115,95.131,58.224,33.963,72.565,"Y",55,40.198,69,38.529,"Class1"
29.161,18.772,53.913,16.892,72.61,"N",51,9.531,48,10.666,"Class2"
53.504,85.222,31.161,45.888,40.725,"Q",67,16.191,36,43.444,"Class4"
63.715,66.297,44.998,96.858,62.112,"Q",13,63.174,84,17.039,"Class3"
47.812,65.858,37.774,55.929,88.589,"H",12,72.611,92,4.411,"Class3"
17.402,43.993,58.26,16.478,46.577,"F",76,7.376,48,10.566,"Class2"
40.948,78.198,62.787,35.475,32.871,"R",30,61.663,58,27.635,"Class1"
45.592,81.803,24.819,77.671,45.773,"I",66,32.727,40,47.852,"Class4"
46.088,NA,67.205,34.018,36.438,"Y",35,63.255,68,20.634,"Class1"
55.36,68.851,29.981,72.165,109.817,"K",11,70.341,94,44.353,"Class3"
57.114,65.493,54.658,50.506,91.795,"W",11,60.891,94,26.31,"Class3"
11.474,70.151,42.022,53.9,42.431,"Q",75,37.24,37,44.07,"Class4"
57.432,69.908,58.424,35.364,46.454,"A",43,61.361,52,62.935,"Class1"
9.659,26.068,57.44,16.52,57.465,"C",68,7.624,38,10.299,"Class2"
65.715,67.853,46.557,15.691,55.974,"F",13,60.952,95,16.83,"Class3"
60.888,66.014,46.114,74.129,76.771,"K",13,65.514,93,34.861,"Class3"
46.061,84.037,55.92,34.827,54.941,"Q",45,50.985,60,82.036,"Class1"
89.708,89.252,65.48,35.679,50.246,"R",59,65.044,65,49.256,"Class1"
52.891,65.811,24.479,75.027,115.905,"F",12,61.275,88,61.469,"Class3"
73.616,92.651,59.477,36.701,48.678,"A",41,60.981,59,59.669,"Class1"
21.419,46.942,59.074,16.523,77.844,"G",75,5.297,39,10.594,"Class2"
39.495,89.952,38.031,94.344,36.222,"I",73,15.754,38,43.371,"Class4"
42.431,65.199,51.135,39.554,77.933,"F",11,73.926,91,12.802,"Class3"
5.068,78.781,21.45,9.897,37.408,"J",75,38.702,33,44.833,"Class4"
42.072,67.697,44.725,34.121,107.497,"K",13,70.519,84,30.8,"Class3"
11.77,31.733,56.006,16.777,37.832,"G",51,12.035,33,10.037,"Class2"
2.662,21.227,59.231,16.712,52.613,"G",86,16.006,20,10.127,"Class2"
48.944,49.852,23.488,79.163,39.663,"I",73,41.47,39,43.142,"Class4"
62.964,66.266,37.1,70.129,58.133,"Q",11,74.991,89,39.634,"Class3"
36.173,80.207,58.456,36.369,70.769,"Y",47,37.335,59,-2.428,"Class1"
26.908,92.738,58.312,34.739,58.343,"C",48,55.723,49,19.554,"Class1"
60.284,89.186,66.662,33.668,38.829,"R",23,63.655,57,86.809,"Class1"
45.558,68.237,31.844,86.185,50.838,"W",11,71.126,85,19.863,"Class3"
39.552,58.592,31.654,88.659,34.105,"J",70,16.709,36,43.755,"Class4"
51.721,66.333,31.698,77.485,56.795,"Q",11,61.974,93,13.414,"Class3"
1.406,64.54,29.786,76.643,50.524,"Q",66,36.363,36,42.453,"Class4"
10.226,48.197,55.572,16.262,44.398,"C",50,3.806,14,11.342,"Class2"
66.758,67.831,45.23,59.037,70.767,"H",12,68.409,85,42.158,"Class3"
89.064,70.822,NA,36.285,61.115,"C",53,54.73,70,56.331,"Class1"
61.649,67.539,28.103,31.183,25.596,"F",13,74.203,86,46.993,"Class3"
21.162,95.988,62.576,34.739,49.07,"R",29,34.386,59,82.852,"Class1"
66.967,42.51,32.64,48.238,36.881,"I",66,15.324,35,43.065,"Class4"
58.673,65.499,19.01,40.029,60.81,"F",13,61.102,90,55.531,"Class3"
12.039,38.686,16.605,20.679,40.562,"J",76,36.703,41,45.615,"Class4"
84.407,73.64,63.383,36.312,58.389,"Q",40,51.204,61,26.362,"Class1"
57.109,67.637,23.512,91.719,62.399,"K",11,67.302,83,21.601,"Class3"
9.458,41.744,59.243,16.455,18.379,"G",73,13.982,43,10.453,"Class2"
33.272,43.248,22.97,70.489,49.4,"D",67,17.024,33,45.3,"Class4"
48.238,78.347,60.233,37.787,51.93,"Y",21,39.975,55,30.421,"Class1"
48.645,66.53,34.744,20.23,51.08,"W",13,65.019,90,22.771,"Class3"
49.447,67.482,17.568,52.611,57.773,"K",12,63.99,84,34.971,"Class3"
22.855,64.411,31.706,31.675,35.624,"J",68,16.82,35,40.737,"Class4"
45.275,89.282,27.714,44.079,42.737,"D",71,36.902,36,43.671,"Class4"
22.911,40.292,58.623,16.335,44.587,"J",82,13.477,23,9.835,"Class2"
55.172,85.369,64.243,36.228,60.831,"Q",52,48.015,53,76.118,"Class1"
15.885,60.573,55.517,16.466,44.761,"C",65,11.234,18,10.123,"Class2"
50.797,89.838,30.854,82.105,46.334,"J",69,15.54,41,42.722,"Class4"
23.025,40.303,57.93,16.084,28.535,"C",70,8.118,31,10.421,"Class2"
54.498,58.413,44.996,46.548,45.429,"Q",69,19.801,39,42.971,"Class4"
14.469,38.379,57.964,16.193,49.008,"J",52,8.656,22,10.066,"Class2"
47.231,65.116,31.083,62.361,89.096,"F",11,73.017,92,40.621,"Class3"
22.386,67.398,49.541,95.396,36.128,"D",69,15.643,33,44.389,"Class4"
47.853,85.124,20.253,38.935,31.987,"D",77,16.279,37,45.784,"Class4"
16.621,55.615,16.047,69.74,27.783,"Q",75,26.839,35,46.226,"Class4"
66.199,85.737,62.506,35.081,42.46,"Y",24,46.18,54,53.078,"Class1"
55.047,NA,36.076,46.578,30.716,"F",11,65.653,90,33.272,"Class3"
27.963,43.668,52.945,15.861,39.758,"J",75,16.59,36,10.051,"Class2"
4.394,56.361,54.457,15.692,37.314,"N",71,12.95,44,10.573,"Class2"
43.043,74.169,66.241,35.091,48.206,"R",50,46.103,50,51.627,"Class1"
17.784,62.277,15.49,45.916,37.072,"Q",69,32.154,37,42.502,"Class4"
30.529,48.85,54.309,16.649,59.349,"C",89,5.315,29,11.037,"Class2"
11.338,49.529,19.903,73.242,39.379,"I",66,34.642,37,46.034,"Class4"
48.298,NA,60.506,34.659,59.8,"C",28,53.899,50,61.673,"Class1"
57.443,66.829,31.048,89.246,72.022,"F",11,74.575,83,40.905,"Class3"
46.124,52.206,29.341,25.098,31.742,"N",68,30.544,39,44.737,"Class4"
7.021,57.771,37.261,74.398,54.678,"J",66,34.604,34,46.806,"Class4"
24.251,73.94,64.364,34.253,55.353,"Y",47,42.998,54,74.144,"Class1"
19.507,57.355,14.322,52.53,37.889,"D",66,16.731,39,46.991,"Class4"
4.898,21.015,57.598,16.231,57.594,"J",80,12.476,26,10.869,"Class2"
13.792,38.559,35.514,77.52,32.034,"N",76,37.427,40,48.296,"Class4"
53.388,67.201,27.393,70.785,73.051,"F",13,73.354,84,17.085,"Class3"
89.233,85.103,61.444,36.968,46.535,"R",33,40.136,57,53.685,"Class1"
32.115,75.271,66.46,35.842,56.903,"C",45,42.962,68,64.089,"Class1"
55.86,66.537,57.967,68.439,41.834,"F",13,71.282,84,44.111,"Class3"
12.441,32.076,58.628,16.725,30.648,"C",50,13.729,19,10.904,"Class2"
6.974,37.796,56.188,17.113,54.536,"J",66,15.38,21,10.417,"Class2"
57.218,68.144,30.971,84.625,64.243,"W",13,65.704,89,32.19,"Class3"
0.114,42.243,32.199,76.228,37.652,"I",66,21.147,39,45.074,"Class4"
23.267,71.364,38.623,52.041,41.585,"I",66,27.597,37,45.133,"Class4"
45.697,63.211,39.217,30.442,36.994,"I",70,39.232,41,43.918,"Class4"
55.487,67.337,15.937,52.016,41.453,"F",11,65.977,91,29.917,"Class3"
42.834,65.088,47.012,91.522,57.007,"Q",11,64.059,85,13.757,"Class3"
43.509,67.981,24.324,50.066,98.471,"F",11,66.189,92,-7.293,"Class3"
55.591,66.351,44.109,64.284,58.454,"Q",13,73.612,93,55.439,"Class3"
16.417,54.927,58.003,16.509,74.84,"F",50,15.743,43,10.335,"Class2"
35.295,56.139,36.08,59.968,40.481,"N",77,16.739,41,45.001,"Class4"
48.444,65.123,11.291,41.071,85.602,"Q",11,71.522,86,30.701,"Class3"
5.833,58.048,54.202,15.946,33.134,"N",77,12.226,14,10.179,"Class2"
56.665,68.705,43.043,20.448,78.538,"W",11,73.148,87,20.606,"Class3"
53.08,66.128,38.727,93.08,113.593,"Q",12,64.689,86,11.749,"Class3"
37.453,86.166,NA,36.994,49.754,"Q",54,38.591,60,29.316,"Class1"
63.005,67.551,50.872,81.645,70.111,"K",12,67.695,91,26.344,"Class3"
10.575,56.828,55.754,16.395,48.612,"N",88,14.192,36,10.572,"Class2"
85.78,96.508,NA,35.426,41.545,"C",53,49.397,50,55.242,"Class1"
7.727,32.564,56.339,17.101,45.557,"J",89,12.229,51,10.12,"Class2"
50.527,87.01,63.415,36.53,44.566,"C",43,65.295,53,-1.144,"Class1"
7.889,48.061,55.762,16.664,61.025,"F",60,15.44,21,10.137,"Class2"
30.564,74.82,27.287,22.044,41.607,"N",66,24.523,34,44.571,"Class4"
16.417,82.367,13.908,44.175,38.035,"D",68,22.22,33,43.365,"Class4"
6.155,55.85,55.649,15.611,61.114,"J",61,13.923,42,10.61,"Class2"
80.38,94.517,66.664,34.263,61.044,"Y",40,40.452,65,50.719,"Class1"
51.219,68.208,NA,95.495,86.017,"K",13,72.183,87,70.676,"Class3"
43.14,77.427,63.846,35.142,56.295,"R",60,63.345,62,1.042,"Class1"
36.773,80.69,63.769,33.736,58.123,"R",53,47.693,57,55.819,"Class1"
17.592,23.705,28.404,36.545,31.227,"N",73,31.092,37,46.058,"Class4"
83.488,91.806,NA,36.99,54.946,"A",37,59.027,68,55.78,"Class1"
2.449,86.912,31.95,58.46,30.328,"J",74,15.227,39,46.31,"Class4"
21.875,68.882,62.791,37.483,38.155,"C",39,63.923,69,51.287,"Class1"
4.47,62.509,54.284,16.332,27.765,"N",79,5.952,36,10.699,"Class2"
12.701,31.599,55.814,16.496,23.848,"G",64,10.227,26,10.737,"Class2"
79.528,80.255,54.384,34.079,57.879,"Y",62,53.11,56,29.658,"Class1"
32.636,44.232,56.511,16.378,41.26,"J",71,5.423,33,10.261,"Class2"
69.382,89.759,NA,34.558,46.795,"Y",50,59.995,58,29.555,"Class1"
78.913,69.328,57.31,35.608,52.699,"R",44,37.595,51,26.355,"Class1"
24.242,77.697,57.996,37.418,37.386,"Y",59,44.386,66,-4.914,"Class1"
32.483,39.245,58.006,16.088,54.844,"G",70,9.312,20,10.503,"Class2"
63.061,24.52,29.289,61.558,45.905,"Q",67,30.134,39,46.146,"Class4"
42.72,59.51,36.801,99.511,49.923,"I",71,21.454,41,43.033,"Class4"
90.936,85.188,58.636,35.188,40.841,"C",56,67.574,55,35.218,"Class1"
42.791,56.009,16.194,56.468,22.167,"J",76,33.39,37,44.814,"Class4"
74.961,77.29,NA,38.748,53.578,"C",59,36.104,69,2.459,"Class1"
19.232,56.7,55.171,16.152,45.089,"F",92,11.877,32,10.16,"Class2"
47.35,67.784,41.332,54.003,79.445,"K",12,68.692,91,8.202,"Class3"
25.209,79.525,46.674,73.924,53.173,"I",70,31.846,37,43.156,"Class4"
6.612,43.795,56.808,15.886,73.111,"J",58,13.055,34,10.209,"Class2"
63.379,65.905,56.292,79.728,65.683,"W",12,67.311,87,26.691,"Class3"
34.349,59.104,23.507,55.779,31.533,"N",77,15.19,41,40.717,"Class4"
66.301,69.123,10.968,47.877,44.84,"D",73,21.404,36,44.304,"Class4"
32.197,39.411,38.202,51.466,38.996,"I",69,30.255,34,45.742,"Class4"
16.889,52.079,60.315,16.546,14.795,"J",57,7.408,25,10.867,"Class2"
3.442,34.109,54.744,16.19,20.492,"N",86,6.955,41,10.729,"Class2"
9.198,25.956,58.248,16.886,67.412,"C",51,14.495,29,11.354,"Class2"
64.095,68.256,41.262,87.374,64.297,"H",11,61.402,91,43.166,"Class3"
26.457,45.353,58.866,16.285,48.203,"F",81,7.559,37,10.52,"Class2"
58.136,89.956,65.565,36.091,58.06,"Y",57,66.64,63,41.431,"Class1"
60.124,38.524,14.156,45.315,34.793,"I",71,36.022,37,45.794,"Class4"
47.97,63.519,51.448,94.749,31.28,"I",75,23.233,34,44.276,"Class4"
57.145,95.966,56.382,35.941,43.628,"R",38,43.802,65,52.181,"Class1"
6.472,38.265,55.634,16.796,61.39,"N",73,5.154,33,10.961,"Class2"
60.879,66.924,31.63,64.168,87.265,"W",12,64.777,91,47.134,"Class3"
66.796,68.701,11.854,41.142,48.881,"F",13,62.201,90,31.917,"Class3"
44.13,65.838,22.494,54.179,48.197,"H",11,68.974,83,22.493,"Class3"
47.146,80.221,58.025,35.935,58.636,"Y",55,49.443,67,25.854,"Class1"
26.311,32.974,21.857,44.643,45.468,"J",70,28.556,34,46.207,"Class4"
6.264,53.815,57.334,16.319,4.166,"C",93,6.742,43,10.194,"Class2"
54.209,67.41,52.045,71.342,53.012,"F",12,72.225,92,14.875,"Class3"
23.147,36.777,57.639,16.851,67.016,"C",75,12.114,23,11.257,"Class2"
26.424,54.036,55.213,16.601,16.506,"C",51,16.731,49,11,"Class2"
53.818,28.617,15.912,72.923,38.962,"J",66,31.145,33,40.534,"Class4"
32.027,31.606,58.789,16.617,29.959,"J",91,7.206,36,10.639,"Class2"
57.519,73.118,60.528,34.69,49.911,"C",39,65.477,62,17.401,"Class1"
42.371,38.264,29.544,97.293,30.792,"N",77,24.896,36,41.564,"Class4"
33.64,29.086,60.977,16.015,90.139,"F",60,4.949,17,10.276,"Class2"
81.916,67.739,52.301,36.421,50.397,"C",43,52.689,65,2.774,"Class1"
57.577,81.042,55.557,31.683,41.224,"C",43,39.231,62,21.57,"Class1"
45.913,72.432,61.391,34.433,48.069,"C",27,34.506,51,19.349,"Class1"
19.887,58.809,58.285,17.03,50.54,"F",70,9.611,30,10.018,"Class2"
28.321,76.929,30.122,99.947,40.716,"Q",66,20.151,41,43.037,"Class4"
9.183,32.122,56.595,16.616,29.619,"F",91,5.864,21,9.991,"Class2"
20.58,26.164,54.14,16.506,39.345,"G",91,13.595,37,10.784,"Class2"
5.185,25.21,56.472,16.352,24.574,"N",92,16.481,45,10.634,"Class2"
2.236,25.996,55.249,16.834,26.937,"F",51,3.13,31,10.575,"Class2"
29.525,58.918,14.882,38.766,43.798,"J",72,35.723,39,42.062,"Class4"
64.659,67.859,34.902,42.386,66.417,"W",11,73.666,94,10.775,"Class3"
28.484,NA,56.639,16.469,63.388,"C",84,13.426,34,10.532,"Class2"
63.163,85.631,55.772,32.942,67.223,"Y",32,50.676,58,31.633,"Class1"
54.722,65.06,36.873,64.24,71.973,"Q",11,71.992,93,37.465,"Class3"
22.984,22.346,56.159,16.569,20.633,"N",88,7.005,32,10.75,"Class2"
43.173,NA,40.828,91.035,32.428,"J",70,27.86,34,44.8,"Class4"
29.582,93.11,49.579,37.13,58.979,"C",65,52.693,53,5.223,"Class1"
60.381,67.187,42.513,112.398,75.323,"W",13,66.461,90,46.714,"Class3"
58.41,65.445,34.872,44.828,47.305,"H",13,69.555,94,20.993,"Class3"
69.482,82.343,64.592,36.314,45.64,"A",49,61.141,49,21.557,"Class1"
22.644,95.044,58.302,36.744,48.511,"Q",63,45.832,50,85.979,"Class1"
4.876,34.441,60.644,16.782,47.78,"G",65,5.159,16,9.871,"Class2"
22.383,NA,37.842,86.005,38.455,"D",77,20.059,38,44.44,"Class4"
56.015,66.419,23.61,56.531,86.504,"W",13,63.81,92,21.148,"Class3"
53.355,67.191,64.016,36.019,42.612,"Q",39,64.983,59,40.858,"Class1"
23.302,54.961,37.713,49.826,38.157,"I",73,15.628,39,43.538,"Class4"
29.516,57.17,52.945,16.441,29.931,"J",68,12.166,17,10.782,"Class2"
56.909,67.445,46.519,27.814,67.787,"Q",13,65.453,88,41.401,"Class3"
65.111,27.651,23.473,52.847,40.933,"D",77,28.234,37,45.461,"Class4"
57.224,74.001,59.18,34.965,55.172,"Y",62,56.654,52,61.514,"Class1"
25.553,75.021,36.303,62.47,32.273,"Q",77,20.551,33,46.023,"Class4"
49.219,NA,28.692,40.041,78.563,"H",11,60.065,92,11.87,"Class3"
30.276,53.152,17.446,43.899,42.754,"N",77,18.274,35,44.575,"Class4"
52.595,81.046,NA,35.685,56.985,"Q",54,41.618,66,69.597,"Class1"
7.442,24.004,40.307,93.968,42.566,"J",68,29.707,34,46.654,"Class4"
25.247,81.623,45.418,63.951,47.087,"N",75,32.14,37,45.018,"Class4"
32.221,62.72,55.047,16.609,34.058,"J",58,12.773,51,10.221,"Class2"
56.236,68.884,14.469,66.105,69.175,"Q",13,67.057,86,24.744,"Class3"
46.82,67.375,41.059,91.946,92.21,"K",12,62.31,92,40.461,"Class3"
41.698,77.839,58.556,36.541,45.91,"C",45,65.122,68,42.421,"Class1"
52.093,65.819,49.133,73.639,49.047,"H",12,69.824,88,20.141,"Class3"
63.317,79.617,30.497,5.654,42.586,"D",76,40.964,40,46.809,"Class4"
10.898,80.776,26.363,74.296,39.955,"I",74,26.697,35,42.011,"Class4"
77.523,79.776,61.106,34.343,50.828,"Y",56,42.84,70,43.719,"Class1"
52.477,65.247,41.182,70.309,109.366,"Q",11,72.661,95,24.227,"Class3"
23.143,88.315,39.656,72.811,48.759,"N",72,27.828,34,42.029,"Class4"
5.711,20.155,53.657,16.546,62.528,"N",75,9.139,20,10.246,"Class2"
66.035,66.213,28.501,23.507,108.531,"W",12,73.078,88,42.918,"Class3"
31.048,59.497,NA,16.496,42.133,"N",70,8.291,32,10.624,"Class2"
59.907,87.632,63.867,36.59,40.662,"Q",62,36.686,60,75.01,"Class1"
54.66,30.184,20.539,70.419,29.935,"J",74,37.184,38,43.598,"Class4"
21.75,18.632,55.475,16.272,52.644,"C",60,11.691,37,10.88,"Class2"
54.544,80.009,68.389,37.447,49.22,"C",43,50.351,53,91.94,"Class1"
52.108,67.96,32.568,44.884,82.957,"K",13,70.022,83,69.833,"Class3"
10.715,73.921,24.877,55.974,48.933,"J",66,34.99,40,45.63,"Class4"
52.033,67.801,54.286,97.217,53.299,"F",13,74.719,92,32.067,"Class3"
11.997,49.266,NA,75.106,35.767,"N",76,39.31,40,43.207,"Class4"
55.047,65.665,30.676,70.841,42.445,"H",11,60.491,83,17.914,"Class3"
59.45,66.067,45.789,56.319,86.713,"W",11,71.139,92,32.632,"Class3"
32.194,28.745,56.183,16.925,30.082,"G",75,10.964,35,10.451,"Class2"
56.038,65.388,26.437,63.036,64.166,"W",12,66.287,83,12.098,"Class3"
57.828,67.037,27.343,77.051,83.88,"W",11,64.303,83,17.804,"Class3"
36.718,79.539,63.084,34.184,47.171,"R",26,42.28,61,38.073,"Class1"
47.491,31.207,44.627,54.986,36.374,"J",69,24.287,33,44.095,"Class4"
59.465,66.733,31.574,75.719,75.24,"Q",13,74.817,91,40.209,"Class3"
54.609,67.089,40.676,36.367,51.102,"K",11,74.922,91,24.569,"Class3"
60.836,65.348,58.013,78.936,55.655,"K",13,65.328,88,22.421,"Class3"
23.439,80.452,57.264,37.564,65.719,"A",58,60.012,57,34.629,"Class1"
29.935,22.384,NA,16.498,54.048,"J",61,11.514,44,10.774,"Class2"
46.293,29.774,46.175,44.608,41.759,"Q",68,23.27,34,44.383,"Class4"
18.107,NA,21.96,87.647,30.868,"Q",67,29.918,38,46.094,"Class4"
75.638,83.425,57.651,35.774,55.498,"Y",46,46.326,67,62.984,"Class1"
48.726,68.978,33.155,48.028,71.325,"F",12,60.287,91,28.642,"Class3"
31.502,67.195,59.182,37.258,40.518,"Q",66,45.748,68,-10.781,"Class1"
23.6,90.66,55.097,35.232,57.594,"A",59,68.729,50,61.054,"Class1"
62.352,67.212,32.904,50.133,86.48,"F",13,74.928,85,42.161,"Class3"
28.172,52.09,58.694,17.285,15.373,"C",73,14.411,47,10.164,"Class2"
60.792,NA,56.791,4.573,69.484,"Q",12,69.041,85,44.079,"Class3"
36.604,43.523,7.412,11.953,31.901,"D",70,19.993,39,43.492,"Class4"
42.352,65.22,26.148,141.211,43.6,"H",12,66.718,95,27.594,"Class3"
66.524,68.092,39.811,28.624,83.502,"F",11,74.92,93,17.445,"Class3"
33.906,46.575,39.154,15.804,42.403,"N",67,33.135,41,47.889,"Class4"
54.694,68.009,66.713,35.187,55.365,"A",21,56.774,66,77.078,"Class1"
47.942,68.689,50.328,85.308,101.022,"W",12,62.262,95,39.004,"Class3"
67.132,70.71,55.328,35.784,49.178,"C",46,61.291,68,23.809,"Class1"
41.105,54.427,25.808,55.058,44.99,"D",68,20.363,37,43.235,"Class4"
20.198,35.879,31.442,58.52,40.641,"I",77,33.211,36,49.07,"Class4"
40.039,46.545,15.21,61.179,37.32,"J",71,29.835,41,44.262,"Class4"
35.578,80.958,55.355,35.1,55.863,"R",40,66.843,68,89.837,"Class1"
25.453,83.282,52.01,36.127,57.883,"A",30,57.076,62,58.046,"Class1"
23.963,49.493,50.474,45.03,41.846,"N",75,37.408,40,41.358,"Class4"
87.975,93.393,66.545,34.764,46.513,"R",58,34.11,64,48.331,"Class1"
73.896,90.747,62.194,33.696,62.922,"R",33,58.038,49,48.658,"Class1"
16.237,35.909,38.148,79.154,41.666,"D",66,27.939,41,44.748,"Class4"
10.026,43.613,56.639,88.528,40.421,"J",74,16.539,33,45.319,"Class4"
51.973,66.238,32.008,72.181,77.981,"W",13,72.18,91,49.266,"Class3"
52.334,66.792,22.839,12.798,74.253,"F",11,63.164,92,32.959,"Class3"
32.134,72.378,12.303,88.949,31.513,"J",70,18.252,33,44.621,"Class4"
51.45,66.844,35.741,54.009,54.936,"K",12,69.208,94,60.918,"Class3"
