"Output11","EVC1","CXK2","FKO3","IWU4","ANT5","PZK6","EZW7","SFA8","CLB9","LQW10","TKH11"
"Class4",53.685,58.114,13.569,39.888,"G","Z",87.356,76.061,33,56.86,80.679
"Class3",31.958,28.131,31.43,79.611,"Z","R",19.154,24.132,69,87.287,37.968
"Class5",92.545,12.385,15.333,42.775,NA,"G",17.328,27.125,25,43.294,70.061
"Class3",23.989,26.01,34.003,40.373,"J","A",14.063,49.475,78,86.183,43.244
"Class3",47.843,26.509,28.482,36.859,NA,"D",17.587,76.697,74,74.127,37.28
"Class2",2.601,43.079,38.69,60.491,"R","Z",56.884,64.082,7,29.098,15.371
"Class2",19.522,60.208,29.196,62.677,"R","Z",49.57,65.745,18,9.885,57.726
"Class3",56.74,40.234,32.056,57.902,"C","U",11.556,29.955,80,82.35,39.135
"Class5",84.479,19.369,15.565,49.656,"N","B",19.901,71.349,15,21.027,81.826
"Class4",72.096,59.043,14.096,43.789,"G","M",101.843,80.774,31,37.771,50.512
"Class1",24.284,58.382,59.866,NA,"T","Q",76.394,25.221,44,26.432,15.132
"Class1",26.311,20.367,74.863,49.654,"W","Q",71.44,22.011,29,36.519,9.241
"Class5",87.856,53.522,15.553,35.415,"W","S",7.071,33.635,33,36.677,75.034
"Class1",-23.109,36.43,94.267,43.074,"W","B",74.734,28.3,23,45.956,21.846
"Class5",88.734,21.713,16.242,41.036,NA,"A",25.567,6.067,6,11.344,57.197
"Class1",18.643,50.275,92.753,68.389,"O","R",70.987,24.192,31,23.14,32.733
"Class5",86.64,7.823,16.538,49.594,"W","G",4.531,14.547,24,11.104,67.616
"Class4",54.622,58.983,12.792,52.156,"K","Z",64.086,76.207,31,53.027,71.441
"Class2",41.636,54.077,20.313,72.777,"R","H",49.635,61.824,33,8.155,50.259
"Class1",1.6,39.023,57.724,60.875,"N","W",69.574,31.069,46,41.999,28.62
"Class3",68.131,35.216,35.562,56.788,"S","T",15.25,59.308,67,87.116,47.458
"Class3",27.227,33.538,33.59,47.121,"J","A",11.45,31.418,59,90.413,38.755
"Class5",88.972,44.008,16.358,47.684,"I","X",29.73,8.353,29,6.454,62.38
"Class5",88.698,76.659,16.018,47.426,"W","X",26.828,76.844,7,26.223,55.388
"Class5",82.434,49.02,15.655,49.168,NA,"X",23.142,71.18,17,41.364,42.376
"Class2",38.641,51.354,10.718,74.805,"K","Z",16.396,62.399,45,4.863,41.699
"Class2",33.823,58.662,38.204,72.919,"F","W",52.553,62.785,47,26.447,16.508
"Class2",38.023,56.899,32.452,79.768,"F","B",37.602,67.499,18,32.851,40.615
"Class2",12.102,70.578,19.083,67.107,"D","N",50.972,62.449,24,28.589,13.459
"Class1",23.947,46.36,88.399,55.092,"W","R",75.8,24.775,36,45.213,17.501
"Class3",51.707,41.144,29.516,58.008,"A","T",9.582,37.726,58,87.381,38.933
"Class5",83.959,37.76,16.075,48.864,"W","S",17.295,26.046,16,30.639,64.205
"Class4",37.91,57.167,13.663,42.676,"Q","Z",60.185,78.278,29,56.489,51.122
"Class5",90.636,30.75,15.274,NA,"W","X",25.816,68.639,30,13.357,58.997
"Class2",7.642,62.275,12.626,63.166,"R","B",15.32,66.472,20,29.981,28.321
"Class3",67.374,27.638,28.894,52.468,"J","T",10.477,48.246,63,75.48,36.74
"Class1",37.321,38.944,92.53,69.002,"V","V",73.123,25.38,54,37.948,56.861
"Class3",22.096,27.7,32.543,NA,"A","T",15.177,53.839,71,79.276,33.501
"Class4",39.361,58.794,11.632,50.866,"Z","W",54.3,75.295,33,54.346,81.819
"Class2",29.647,73.482,28.318,58.44,"R","Z",13.596,66.287,34,27.859,43.762
"Class2",38.198,40.426,28.605,70.504,"F","N",65.204,62.776,10,32.273,62.37
"Class2",56.773,46.706,33.539,62.186,"F","W",45.861,61.782,43,5.977,24.426
"Class5",87.515,36.885,15.938,48.009,"L","X",28.993,3.069,6,23.636,71.332
"Class4",56.449,59.828,4.119,49.996,"Z","M",38.604,79.116,33,52.029,70.469
"Class3",20.953,36.421,27.26,67.716,"A","T",12.074,74.495,71,72.696,40.89
"Class3",90.441,35.622,27.338,59.67,"C","D",18.037,56.805,63,82.38,44.381
"Class4",80.725,58.454,11.964,38.409,NA,"M",64.67,75.762,33,31.1,74.949
"Class2",27.718,57.11,26.228,NA,"K","Z",55.608,62.226,40,17.176,15.199
"Class2",16.126,67.368,32.695,75.513,"X","Z",52.389,63.638,17,17.805,22.491
"Class3",83.634,30.203,33.504,63.895,"A","T",12.002,49.863,59,69.734,42.144
"Class5",92.378,27.162,15.773,41.231,"I","X",11.685,69.361,32,16.093,68.232
"Class4",65.611,57.551,18.435,45.443,"Q","Z",48.974,79.593,31,61.772,61.678
"Class5",84.547,38.933,16.151,47.865,"I","A",22.232,58.54,34,8.449,62.124
"Class3",94.83,34.626,35.054,29.387,"J","U",16.407,51.772,62,76.726,38.025
"Class4",53.058,57.508,16.505,53.032,"G","M",52.568,78.015,32,34.312,63.32
"Class2",29.421,74.9,38.103,51.272,"X","Z",39.14,65.437,18,28.184,4.777
"Class3",55.368,33.182,28.251,51.814,"C","A",18.205,42.324,69,69.805,44.467
"Class3",22.484,38.708,29.496,51.607,"Z","R",14.827,41.801,83,76.702,46.218
"Class4",69.16,58.427,14.661,NA,"Q","J",43.935,76.117,32,50.782,48.325
"Class2",25.532,67.583,36.389,33.452,"R","H",12.71,63.074,20,33.043,48.481
"Class3",67.176,40.472,29.445,31.36,"C","T",11.458,24.775,54,71.513,35.898
"Class2",22.022,41.727,23.196,58.046,"D","H",19.579,61.594,39,29.988,23.158
"Class3",29.308,28.394,30.229,69.063,"Z","U",15.706,27.04,76,71.173,35.303
"Class1",31.161,25.049,39.308,61.113,"N","Q",69.846,30.599,23,48.411,11.143
"Class4",12.177,58.645,4.512,62.103,"Z","Z",39.489,76.771,31,54.197,78.95
"Class4",30.418,59.405,9.683,35.496,"Q","Z",45.915,78.92,33,38.931,72.1
"Class2",25.999,65.449,30.875,69.115,"X","B",26.786,68.76,29,34.79,24.463
"Class5",91.081,39.865,15.955,46.747,"I","G",26.092,54.982,30,28.266,56.356
"Class3",88.721,28.973,35.037,31.018,"A","D",18.166,30.199,65,69.768,39.419
"Class4",76.786,57.202,18.349,36.586,"G","W",51.515,78.081,29,20.246,79.168
"Class5",87.877,64.22,15.344,47.232,"W","G",27.269,15.627,33,5.183,53.245
"Class5",87.596,49.245,16.647,45.94,"A","B",20.523,61.274,13,13.869,42.183
"Class1",2.921,33.236,55.985,37.661,"W","V",67.604,26.341,48,42.3,40.493
"Class4",48.353,57.111,18.047,NA,"Q","J",87.261,75.631,34,54.362,59.517
"Class1",-11.021,24.107,80.037,66.099,"O","B",73.432,27.153,46,42.267,43.248
"Class5",86.709,66.532,15.76,45.027,"A","A",11.131,21.65,28,28.03,67.958
"Class4",55.998,59.408,6.728,41.059,"G","C",74.963,79.782,31,42.827,64.384
"Class1",40.103,48.658,38.975,71.524,"T","B",75.447,30.516,44,47.952,48.807
"Class1",41.308,52.177,89.371,51.708,"N","B",67.612,29.499,49,23.72,14.291
"Class4",63.187,59.51,17.368,59.265,"G","M",32.072,79.037,34,57.778,69.532
"Class3",10.038,34.555,31.043,57.571,"C","U",14.601,63.42,64,70.547,47.742
"Class4",42.686,59.311,8.617,47.418,"Z","Z",94.55,76.001,34,25.015,68.558
"Class1",34.089,36.907,54.617,69.564,"V","R",73.646,25.72,52,34.573,31.261
"Class5",88.669,42.956,15.132,47.444,"L","A",17.808,53.657,6,23.261,61.967
"Class4",35.744,58.068,4.962,NA,"Q","J",43.969,76.241,33,63.476,73.282
"Class2",27.256,69.663,21.03,47.258,"X","W",38.533,67.478,20,12.608,39.787
"Class1",54.1,21.283,53.321,NA,"W","R",74.383,27.645,32,17.655,42.038
"Class2",39.735,41.574,33.269,85.015,"D","H",12.54,66.757,28,31.534,46.972
"Class3",13.267,26.604,29.399,95.782,"Z","D",10.654,48.515,81,77.797,38.311
"Class1",18.318,48.594,95.42,53.5,"O","R",68.151,29.701,45,17.475,30.263
"Class3",24.68,39.64,30.564,41.031,"S","T",14.995,33.203,71,85.758,41.854
"Class4",46.063,57.095,6.188,44.505,"W","M",73.618,77.719,31,50.761,76.223
"Class5",88.34,25.144,15.779,NA,"W","A",16.435,56.299,19,34.532,64.371
"Class2",23.543,51.768,32.418,59.84,"X","B",34.548,64.443,28,27.155,61.988
"Class1",42.849,40.033,84.363,63.093,"O","B",75.688,28.398,49,33.461,17.437
"Class3",57.287,31.591,33.811,52.79,"A","T",12.845,43.272,77,89.642,39.138
"Class5",81.761,25.691,15.819,50.773,"W","G",32.708,35.166,22,24.766,78.618
"Class2",16.807,42.199,18.629,49.048,"D","N",-0.438,68.742,11,12.022,52.602
"Class4",67.773,59.572,15.883,56.185,NA,"M",47.907,80.222,30,56.039,78.799
"Class5",86.313,28.812,15.229,43.452,"A","A",7.539,70.719,18,38.387,58.512
"Class4",41.037,57.696,5.922,44.723,"K","J",65.31,77.761,30,37.607,75.05
"Class5",88.821,66.767,15.359,47.031,"N","G",16.885,75.565,28,33.613,66.696
"Class4",43.57,57.443,11.266,40.448,"G","J",46.051,79.568,29,35.444,68.571
"Class5",79.605,65.768,16.031,47.651,"I","X",28.194,49.872,8,21.248,59.627
"Class3",55.766,30.051,27.187,66.216,"S","R",10.854,51.991,56,70.147,41.974
"Class2",35.206,62.471,40.17,61.736,"K","N",32.92,67.602,23,18.435,57.873
"Class4",55.429,59.924,5.585,48.642,"K","Z",63.54,78.557,30,34.613,81.69
"Class5",86.717,72.888,16.917,43.599,"A","B",26.285,75.371,23,43.183,56.133
"Class2",23.61,44.932,34.42,59.301,"D","W",21.459,65.395,20,9.175,49.296
"Class3",52.154,36.434,27.682,60.972,"Z","U",14.08,34.97,67,79.354,48.563
"Class2",38.901,59.944,27.599,63.687,"F","N",1.572,63.004,43,10.607,27.068
"Class4",82.899,57.588,10.546,52.993,"G","C",70.096,80.637,31,61.69,80.612
"Class5",87.554,8.638,16.185,41.957,"I","G",32.81,76.356,7,20.534,70.999
"Class2",7.906,59.652,13.007,48.493,"F","B",33.731,69.069,4,6.268,22.085
"Class4",52.045,59.788,14.178,45.91,"Z","Z",55.695,80.497,31,44.44,54.162
"Class4",39.83,57.605,11.147,43.546,"K","M",76.611,80.397,34,18.929,63.304
"Class3",82.412,32.033,28.664,56.467,"S","R",12.576,21.978,69,74.626,42.819
"Class2",20.018,51.392,24.684,58.479,"R","Z",9.508,65.111,38,16.987,56.426
"Class5",90.224,73.548,15.2,45.528,"N","S",13.791,14.969,35,4.304,46.995
"Class1",7.248,56.444,54.555,66.135,"V","W",72.308,28.42,51,44.105,16.161
"Class1",47.251,32.847,52.513,70.28,"N","W",76.025,30.16,52,43.648,27.947
"Class4",49.025,59.694,17.782,53.423,"Q","W",106.269,76.858,30,55.274,77.924
"Class4",26.553,58.951,15.752,41.501,"W","C",60.313,76.298,29,21.082,74.748
"Class1",30.689,34.813,49.165,61.847,"T","V",73.246,24.688,49,15.46,27.845
"Class1",20.983,40.001,46.691,60.603,"O","R",71.033,26.661,39,27.907,18.547
"Class2",15.007,59.412,10.567,55.209,"F","B",42.888,61.815,42,21.625,64.483
"Class1",41.233,55.816,56.991,71.728,"T","R",71.732,22.345,45,21.213,18.143
"Class4",66.002,57.943,18.174,42.547,"W","Z",51.21,80.391,32,23.416,73.512
"Class4",63.523,59.976,6.273,46.703,"K","C",86.633,79.124,34,55.627,96.828
"Class3",57.108,36.321,28.92,65.769,"Z","A",9.867,31.325,73,88.071,38.251
"Class4",41.751,58.424,4.973,51.963,"G","Z",108.777,75.08,29,56.875,76.102
"Class1",15.517,50.342,55.473,70.996,"N","Q",71.516,24.525,45,24.053,12.081
"Class1",50.201,53.719,78.446,76.019,"O","B",75.566,26.946,40,22.04,3.603
"Class1",29.065,35.698,85.828,58.618,"W","B",75.5,22.18,29,39.404,41.821
"Class5",88.424,47.911,15.113,46.193,NA,"A",11.025,58.571,11,20.924,68.411
"Class3",42.643,35.479,31.668,67.454,"J","U",10.575,24.604,64,80.877,42.525
"Class3",72.603,33.227,34.608,36.369,"J","U",14.389,31.082,66,77.467,46.279
"Class2",46.492,52.337,38.15,99.991,"R","N",4.572,69.045,41,17.535,45.246
"Class3",32.215,33.651,29.132,69.168,"S","A",19.909,38.244,58,82.056,41.427
"Class1",9.941,53.045,85.185,63.824,"T","V",76.683,28.025,31,24.125,48.943
"Class3",64.625,31.829,35.894,50.176,"A","T",15.275,31.826,63,89.436,36.099
"Class2",28.766,49.834,28.826,67.466,"X","W",33.033,69.63,16,14.665,43.758
"Class3",8.372,33.931,27.863,86.469,"C","U",13.404,71.524,68,90.09,31.377
"Class1",-4.262,18.793,63.119,42.358,"W","B",71.812,31.531,26,22.953,36.174
"Class4",31.983,58.631,8.239,40.658,"W","M",71.663,80.369,31,30.237,70.077
"Class3",80.354,34.598,30.169,67.202,"S","A",18.207,52.722,70,86.584,30.223
"Class1",63.469,24.329,54.786,63.033,"W","Q",72.521,23.594,53,28.007,50.037
"Class3",55.097,33.762,33.92,NA,"A","U",17.273,62.832,55,87.462,47.858
"Class3",36.383,31.406,27.386,78.981,"A","U",15.613,39.254,79,69.831,39.041
"Class1",16.509,29.052,84.58,58.892,"V","B",72.34,27.404,34,42.427,21.882
"Class3",50.301,27.037,27.783,NA,"Z","T",18.254,22.724,81,75.376,36.313
"Class3",21.489,38.061,35.849,71.334,"A","A",10.565,42.151,72,87.951,43.395
"Class5",87.243,54.96,15.331,46.614,"I","G",25.678,7.292,16,35.686,66.923
"Class3",26.064,32.733,30.574,30.904,"C","R",14.673,28.527,76,78.242,39.708
"Class3",115.181,26.725,30.828,36.705,"C","A",13.369,64.052,81,83.764,32.919
"Class5",85.215,18.863,15.562,43.748,"A","G",19.952,23.088,9,16.148,67.896
"Class4",50.872,57.738,5.854,32.522,"K","M",65.819,79.275,33,18.698,86.758
"Class1",29.271,44.685,59.057,53.185,"W","V",74.233,23.8,52,31.725,16.21
"Class2",13.061,54.692,25.875,59.763,"D","H",55.068,69.687,23,18.04,70.033
"Class2",29.269,46.961,14.728,76.661,"F","Z",27.146,62.652,20,23.355,56.473
"Class1",19.076,20.707,82.243,42.15,"W","R",70.111,25.933,54,39.319,40.236
"Class4",73.597,58.938,18.244,27.288,"G","W",31.981,80.89,32,27.274,58.049
"Class2",18.308,43.681,23.449,46.198,"X","H",59.318,66.744,24,30.414,54.044
"Class2",25.239,48.922,19.212,60.657,"X","H",69.381,61.483,38,26.566,-19.756
"Class4",18.536,58.361,7.024,60.758,"W","J",49.832,78.476,29,30.293,60.148
"Class5",88.411,21.117,15.554,46.177,"I","S",21.28,38.081,37,40.54,50.381
"Class1",45.708,31.622,82.742,56.678,"V","B",74.226,28.773,35,48.346,39.752
"Class1",43.404,21.471,48.501,49.175,"T","R",69.956,28.982,39,16.965,15.881
"Class4",33.061,57.409,11.191,56.571,"Q","W",62.143,75.637,29,43.064,54.924
"Class2",41.218,53.757,24.393,73.286,"X","Z",25.014,67.03,12,9.723,65.724
"Class3",35.026,31.775,29.18,53.268,"S","R",22.634,43.77,61,83.809,34.903
"Class2",18.067,41.145,13.578,63.006,"F","H",43.053,69.364,38,6.374,61.1
"Class4",38.901,59.507,12.587,45.147,"G","M",54.352,79.105,32,20.507,61.892
"Class3",105.274,38.941,34.437,41.741,"Z","A",14.252,63.216,62,86.492,46.125
"Class5",87.686,13.153,15.988,47.721,"L","A",17.508,28.913,28,20.527,54.777
"Class2",3.467,81.952,12.799,77.537,"K","N",-9.483,64.78,7,10.862,74.428
"Class3",55.691,40.253,27.567,65.102,"S","A",21.235,69.798,75,81.023,47.989
"Class3",-8.151,36.458,28.624,56.431,NA,"T",14.063,27.941,55,81.46,32.926
"Class5",87.541,51.52,16.881,43.082,"A","A",11.533,28.056,8,37.087,59.843
"Class2",29.553,75.017,34.01,43.688,"F","Z",23.74,69.243,10,24.493,63.721
"Class1",-7.412,32.726,63.372,36.579,"W","Q",70.512,30.163,36,45.584,30.57
"Class3",38.992,33.491,31.491,61.479,"J","R",14.168,56.602,78,77.111,35.966
"Class3",64.164,27.024,35.084,60.317,"C","A",20.185,43.65,57,73.045,39.572
"Class2",33.386,55.584,31.461,71.99,"D","B",33.137,62.232,37,6.261,48.019
"Class4",38.513,58.362,8.877,43.347,"G","C",91.584,76.485,34,18.505,74.092
"Class5",88.452,40.44,16.628,43.785,"A","B",18.808,46.769,12,15.878,66.633
"Class5",86.738,35.675,16.342,44.535,"N","B",15.106,73.872,31,23.929,57.695
"Class1",36.894,56.808,38.373,47.332,NA,"B",74.737,23.065,24,42.256,-5.343
"Class1",36.704,27.485,67.899,60.817,"O","R",71.31,23.292,25,20.471,33.42
"Class4",65.207,58.878,14,52.445,"W","M",89.758,78.633,34,54.252,65.355
"Class2",33.777,61.425,11.293,64.354,"D","N",29.085,67.317,14,32.899,43.093
"Class3",89.213,36.815,35.95,NA,"A","U",20.692,52.718,64,71.016,50.952
"Class4",63.128,57.812,15.633,56.14,"Z","J",88.287,77.588,34,56.373,67.476
"Class4",67.613,57.976,10.999,60.151,"Z","W",39.352,78.769,32,23.719,95.521
"Class5",87.66,66.112,15.781,47.784,"N","G",12.297,52.196,8,37.936,76.192
"Class5",83.183,70.967,15.462,54.378,"L","A",4.948,63.649,11,40.502,46.755
"Class4",19.789,58.665,14.568,46.496,"Q","C",75.87,76.463,33,41.805,67.047
"Class3",69.873,34.948,33.933,69.944,"Z","U",15.047,30.46,82,70.706,43.63
"Class5",83.304,54.009,15.256,47.579,"W","S",22.981,75.315,6,9.968,68.516
"Class2",27.913,48.537,33.221,78.659,"X","N",61.742,62.698,44,28.412,35.041
"Class1",5.987,26.206,39.086,47.136,"N","W",74.734,24.298,24,16.694,27.505
"Class3",44.173,33.202,34.384,51.58,"Z","R",14.557,73.328,68,72.914,38.186
"Class1",14.152,35.351,78.917,50.689,"T","W",72.507,30.768,47,32.44,25.176
"Class3",72.394,31.885,31.041,47.378,"C","D",19.685,35.545,73,81.688,37.723
"Class5",89.365,50.24,15.153,43.318,"I","X",31.176,7.081,20,9.431,56.751
"Class5",87.005,19.81,15.543,44.958,"L","A",37.068,42.858,32,37.974,71.353
"Class5",82.717,23.623,16.972,44.629,"W","S",14.035,54.35,28,18.049,76.518
"Class4",62.36,59.62,11.695,37.013,"K","J",42.939,77.456,33,32.445,67.691
"Class1",36.846,20.821,47.828,60.318,"O","R",71.634,26.378,49,30.907,47.726
"Class5",88.825,14.545,15.546,41.829,"I","X",31.575,23.758,28,8.093,58.715
"Class1",6.811,43.945,96.426,59.607,"O","Q",74.354,31.5,23,42.185,-0.453
"Class1",16.965,41.275,59.352,52.94,"N","W",70.02,26.051,27,33.774,18.902
"Class2",38.339,46.491,33.807,46.829,"F","N",18.642,62.072,46,8.331,33.149
"Class5",86.978,62.943,16.353,41.844,NA,"B",4.562,33.994,35,37.448,49.19
"Class2",23.958,73.678,32.136,76.705,"D","Z",34.844,69.499,34,24.626,26.561
"Class5",88.937,57.44,16.985,42.595,NA,"A",15.676,26.354,26,16.136,70.19
"Class5",87.845,62.99,16.257,39.654,"N","A",-2.203,43.307,4,40.651,54.983
"Class3",57.152,26.536,28.183,34.794,"J","R",17.493,74.81,76,76.993,39.368
"Class2",25.216,52.839,33.719,78.898,"F","N",39.766,61.562,37,25.291,40.424
"Class1",47.361,22.995,42.808,59.059,"W","Q",76.878,29.142,25,29.197,36.686
"Class1",47.903,55.498,42.07,56.14,"T","Q",79.208,30.132,27,49.35,13.688
"Class4",36.377,57.714,5.36,39.493,"G","J",88.639,77.748,34,33.48,92.968
"Class5",79.628,31.918,15.917,47.746,"N","S",12.112,32.608,19,3.2,72.801
"Class3",53.649,37.111,31.468,77.607,"C","A",20.107,53.425,81,85.786,39.468
"Class2",25.606,77.859,18.389,82.751,"D","W",15.151,63.377,40,10.569,40.193
"Class4",62.542,57.457,9.492,NA,"Q","C",78.23,75.627,32,57.562,67.829
"Class3",18.861,37.159,33.1,61.576,"C","A",17.595,25.406,65,89.431,41.034
"Class4",59.961,58.864,11.196,36.3,"Z","C",74.091,77.175,31,19.841,78.39
"Class1",81.561,35.808,78.453,57.795,"N","W",74.259,22.905,36,10.713,39.437
"Class5",87.235,32.776,15.909,48.218,"L","A",28.474,26.614,12,29.151,76.078
"Class3",66.181,32.205,32.906,75.825,"J","U",16.594,30.887,82,79.347,38.801
"Class5",87.44,19.409,16.756,47.672,"L","B",22.776,22.02,31,6.136,74.873
"Class3",71.338,31.537,33.005,42.108,"Z","U",14.745,47.505,79,78.674,39.449
"Class1",37.865,48.032,62.149,50.277,"N","V",69.35,25.013,39,20.407,24.395
"Class5",84.267,51.234,16.796,41.763,"W","S",43.395,51.165,17,40.033,63.632
"Class2",60.597,57.863,23.839,54.483,"D","N",18.686,63.246,13,15.202,36.459
"Class3",109.318,41.57,35.476,64.176,"J","D",14.104,70.176,83,88.182,31.919
"Class1",-8.512,38.816,52.808,41.695,"V","B",77.294,29.454,43,31.707,9.594
"Class3",53.169,32.308,35.922,53.34,"C","A",10.774,44.395,61,78.584,28.434
"Class4",60.743,57.003,16,40.464,"G","W",69.209,78.982,34,55.575,69.253
"Class2",33.177,39.321,35.908,69.242,"X","Z",12.701,64.295,13,6.913,41.898
"Class1",32.983,24.434,95.132,40.49,"W","Q",75.8,23.349,52,21.351,25.149
"Class2",30.459,70.302,35.648,71.637,"K","B",49.774,63.521,33,25.744,18.979
"Class1",53.497,36.58,67.063,46.729,"T","B",73.268,23.418,28,19.755,24.017
"Class3",118.901,28.788,29.111,64.412,"C","A",17.229,38.468,71,81.1,40.868
"Class1",40.682,23.852,48.859,65.832,"T","W",70.545,24.173,41,30.033,10.544
"Class4",28.796,57.996,12.897,61.139,"Q","W",69.505,76.209,31,50.667,79.448
"Class3",42.733,36.594,28.119,51.528,"S","T",13.929,47.802,78,87.18,30.848
"Class3",32.254,37.249,29.432,38.363,"A","T",12.561,28.092,73,81.124,35.988
"Class5",90.611,26.992,15.176,40.791,"I","S",14.428,60.187,23,1.795,67.802
"Class4",81.074,58.577,17.818,43.984,"Q","J",53.209,76.397,29,41.864,82.849
"Class5",88.426,19.217,15.825,48.355,"L","S",18.783,41.33,21,27.113,73.397
"Class4",67.85,59.255,13.206,40.199,"G","M",57.538,76.374,33,56.317,76.457
"Class3",9.492,28.325,29.206,62.613,"Z","D",17.255,56.699,57,81.051,37.67
"Class2",7.13,68.051,28.848,71.682,"X","B",7.834,62.365,38,24.898,21.292
"Class3",81.028,37.397,30.127,50.227,"Z","T",17.346,46.869,55,76.996,42.043
"Class3",32.931,27.381,27.317,43.907,"A","D",12.89,38.051,79,69.146,35.641
"Class4",24.003,59.179,10.873,55.095,"K","C",71.844,77.676,34,42.496,69.122
"Class3",29.619,30.783,28.762,65.738,"S","D",10.312,55.371,56,80.771,48.946
"Class4",32.971,59.751,17.914,55.267,"G","W",66.218,80.647,31,31.875,57.576
"Class3",71.232,33.168,30.401,42.169,"J","D",12.013,62.822,67,69.35,39.292
"Class5",86.053,18.159,16.74,40.025,"W","S",25.564,32.118,26,0.065,57.269
"Class5",87.261,33.244,16.219,45.968,"W","S",28.675,17.681,33,1.549,63.233
"Class4",28.558,57.187,15.231,38.797,"Q","J",56.96,80.107,30,27.757,65.786
"Class3",24.739,27.659,31.374,36.507,"Z","D",14.356,60.892,63,75.193,24.599
"Class3",59.553,35.244,35.261,38.218,"S","R",12.72,25.826,79,84.145,39.242
"Class2",29.67,65.095,30.732,96.162,"F","Z",3.393,63.466,46,13.006,20.878
"Class1",22.593,45.522,84.98,62.441,"V","B",73.658,25.719,49,19.471,47.76
"Class3",40.568,38.032,35.25,43.805,"A","U",13.845,68.535,54,87.279,48.221
"Class4",54.892,58.597,4.931,49.699,"Z","Z",80.659,77.469,31,60.417,54.298
"Class1",-13.105,36.428,71.103,65.005,"N","Q",75.567,30.456,44,15.395,23.053
"Class4",39.47,58.545,18.714,48.001,"K","M",64.259,75.249,33,56.797,91.115
"Class1",54.047,46.228,45.111,61.261,"V","W",70.08,22.59,43,24.921,19.197
"Class4",48.502,59.568,6.695,34.669,"W","C",67.611,79.77,34,18.996,79.927
"Class1",45.467,34.749,38.919,81.338,"W","Q",69.244,24.891,38,27.72,31.291
"Class2",42.697,40.641,25.909,48.076,"R","B",37.011,63.307,33,32.604,32.622
"Class5",90.54,20.754,16.714,47.117,"N","A",14.301,43.839,6,22.784,67.241
"Class2",18.769,44.6,38.284,64.794,"D","Z",19.006,63.818,15,29.834,9.79
"Class1",42.284,38.753,42.147,45.615,"O","Q",73.16,27.626,50,28.84,5.315
"Class1",32.034,59.071,78.545,62.916,"N","R",77.397,23.748,23,10.87,24.797
"Class1",37.131,53.596,93.038,53.925,"V","W",71.524,23.405,43,19.851,28.867
"Class4",40.035,59.464,17.916,51.439,"Z","W",64.072,76.683,33,18.107,64.786
"Class4",33.048,57.234,17.358,51.902,"G","W",83.789,77.549,30,19.01,70.983
"Class1",49.766,47.711,69.376,51.648,"O","B",73.85,28.693,36,37.891,35.826
"Class4",47.215,58.684,12.25,37.95,"K","Z",64.562,75.023,34,34.183,81.89
"Class5",85.324,49.713,15.686,49.175,"N","B",8.672,17.997,10,36.22,61.837
"Class1",59.586,58.711,41.854,67.513,"N","B",69.788,28.255,41,43.561,29.292
"Class1",-3.69,54.083,61.296,59.365,"W","Q",70.31,26.994,27,24.002,28.672
"Class5",84.323,35.869,15.877,44.913,"A","X",13.613,33.061,22,32.98,68.238
"Class3",66.161,30.643,30.386,68.356,"C","T",6.352,58.476,77,83.411,29.228
