"WYI1","ECB2","Output5","RKH3","DKI4","JIA5","HTD6","CGX7","KHF8","LSH9","OZT10","ODQ11","LYB12"
69,62,"Class1",92.678,18.19,23.141,71,"D",30.605,47.66,"D",93.113,31.474
64,59.353,"Class1",93.425,18.382,0.943,73,"C",32.055,62.953,"D",64.049,32.76
64,32.666,"Class1",88.395,28.494,12.244,65,"C",25.213,54.757,"D",95.336,52.245
93,20.388,"Class2",54.754,27.038,63.896,37,"D",58.477,39.98,"C",93.554,41.217
68,67.475,"Class1",92.74,19.711,29.965,68,"S",27.728,35.813,"X",79.005,51.942
96,80.136,"Class2",43.004,28.647,44.998,68,"X",59.952,-15.454,"C",95.161,37.962
80,39.236,"Class3",61.271,68.671,62.637,27,"E",17.564,20.407,"I",47.524,69.866
86,43.014,"Class3",64.821,70.521,77.899,5,"M",22.58,19.855,"R",53.739,89.444
51,41.398,"Class3",47.769,69.797,92.708,27,"P",14.477,21.025,"I",45.826,79.622
69,46.935,"Class1",65.77,21.481,7.932,64,"R",28.629,16.216,"C",95.264,55.349
94,47.898,"Class2",41.954,28.71,46.753,76,"A",59.518,70.68,"C",93.998,32.077
96,51.369,"Class2",57.424,29.341,84.701,76,"D",NA,60.571,"P",94.382,31.006
64,43.134,"Class3",56.639,69.579,91.731,6,"P",27.249,20.053,"I",46.362,87.591
34,39.068,"Class3",47.61,68.614,68.003,5,"K",21.587,21.4,"Z",NA,79.768
34,44.429,"Class3",52.633,71.011,111.182,18,"E",15.237,22.59,"R",42.128,66.794
53,47.758,"Class3",63.611,70.606,92.246,16,"P",17.848,19.963,"O",46.463,88.722
70,29.721,"Class1",85.333,35.9,22.696,68,"D",30.019,43.559,"D",80.8,34.32
95,55.341,"Class2",57.172,28.692,23.808,81,"D",58.163,63.498,"O",91.022,69.974
73,47.939,"Class1",66.505,16.361,25.053,71,"D",24.645,22.261,"X",NA,45.722
71,45.922,"Class1",81.217,27.616,21.551,71,"C",33.426,57.123,"C",84.478,54.07
66,66.243,"Class1",91.941,56.127,24.482,73,"D",27.466,39.773,"R",102.987,52.424
68,41.964,"Class3",52.43,69.789,80.108,20,"J",18.398,24.446,"G",47.887,73.846
50,43.185,"Class3",48.975,69.354,67.468,16,"K",27.712,22.111,"R",50.305,90.643
92,78.794,"Class2",26.654,31.998,44.74,69,"I",60.236,71.904,"R",91.217,61.312
67,44.32,"Class3",48.861,70.224,96.471,18,"M",27.247,23.116,"I",44.449,86.828
65,66.657,"Class1",65.189,27.732,25.631,69,"C",24.861,25.752,"C",85.777,43.851
92,50.562,"Class2",36.784,29.225,32.578,36,"D",59.448,65.567,"R",89.906,61.284
73,39.61,"Class1",73.214,27.715,33.697,64,"V",33.178,13.082,"D",83.879,42.107
32,40.955,"Class3",60.637,70.569,81.189,13,"K",25.436,15.854,"Z",51.617,72.204
51,44.653,"Class3",62.805,69.183,93.663,30,"M",25.046,26.523,"Z",51.086,82.984
32,41.908,"Class3",57.488,70.498,92.31,8,"E",26.76,20.611,"G",50.098,67.782
69,42.812,"Class1",73.719,23.262,43.612,66,"V",33.514,41.008,"R",96.298,33.622
58,39.688,"Class3",49.588,69.781,83.802,15,"P",NA,25.869,"R",51.931,69.686
72,59.131,"Class1",69.92,24.189,27.063,73,"V",28.34,65.628,"X",92.619,45.174
90,81.136,"Class2",43.573,28.228,56.756,23,"X",58.273,65.63,"H",95.216,43.377
75,46.179,"Class3",64.937,69.488,91.268,11,"M",27.992,22.625,"I",47.973,83.107
95,80.252,"Class2",31.531,27.492,46.481,78,"C",59.499,21.677,"O",91.71,24.304
92,78.44,"Class2",48.488,27.855,64.359,26,"A",58.36,75.015,"H",92.729,61.205
71,58.729,"Class1",71.995,29.461,20.794,65,"V",28.662,59.567,"C",77.105,54.029
45,45.607,"Class3",55.959,70.717,67.784,16,"P",29.542,19.532,"Z",49.862,66.777
94,25.363,"Class2",48.883,27.696,57.641,32,"X",59.788,25.305,"O",97.683,49.113
84,46.245,"Class3",60.423,69.445,92.529,5,"E",14.713,25.256,"Z",46.482,66.736
80,39.42,"Class3",52.375,70.281,78.223,13,"J",17.838,23.852,"Z",43.857,73.845
71,65.104,"Class1",66.812,32.756,28.809,71,"D",33.918,41.824,"W",84.626,47.029
97,45.755,"Class2",31.673,28.934,71.029,76,"A",57.854,-3.744,"R",91.085,59.536
73,43.326,"Class1",82.676,13.237,20.044,64,"S",34.213,36.53,"C",87.705,39.026
50,41.176,"Class3",46.967,70.108,94.987,31,"E",21.408,21.238,"G",46.978,68.232
79,47.009,"Class3",52.562,69.756,57.672,13,"E",15.421,22.786,"G",52.148,77.389
60,43.167,"Class3",48.946,70.572,87.847,10,"K",17.525,21.049,"I",46.393,63.449
64,40.418,"Class1",87.568,22.465,27.321,72,"C",25.359,20.359,"R",77.685,37.806
42,45.042,"Class3",45.828,69.943,83.661,13,"K",24.784,23.819,"O",46.842,72.462
95,79.804,"Class2",53.37,29.515,55.329,82,"C",60.485,-19.353,"C",95.278,31.314
68,51.064,"Class1",79.879,15.464,-0.886,73,"V",29.518,42.642,"C",97.38,56.352
81,45.253,"Class3",46.856,70.295,67.679,12,"P",13.744,21.274,"R",45.696,63.804
91,28.409,"Class2",45.083,26.965,26.461,65,"A",57.851,-20.379,"P",94.284,61.788
85,42.097,"Class3",61.522,70.288,82.256,26,"J",23.619,23.137,"G",49.544,63.945
66,40.653,"Class1",86.44,52.734,26.986,68,"D",25.844,37.415,"C",74.084,54.678
63,47.407,"Class1",74.451,10.549,11.509,72,"S",30.814,3.104,"D",78.817,53.38
83,46.097,"Class3",61.528,71.749,93.187,19,"M",NA,26.171,"Z",NA,70.552
99,65.201,"Class2",47.715,27.215,61.232,57,"X",57.097,66.093,"O",94.888,16.746
63,47.681,"Class3",59.284,71.214,106.657,20,"M",26.692,24.367,"O",46.98,69.366
69,40.425,"Class3",46.597,69.811,84.052,23,"E",24.319,20.689,"R",47.889,75.259
71,46.563,"Class3",57.52,70.16,81.279,14,"K",13.405,25.285,"I",45.655,70.764
84,41.267,"Class3",52.975,70.377,82.937,28,"M",17.655,21.754,"R",46.108,77.368
63,39.401,"Class1",61.399,22.624,26.078,72,"C",27.56,28.204,"X",80.531,40.146
96,67.495,"Class2",41.085,28.13,44.051,60,"X",59.458,64.55,"R",93.095,19.511
75,46.95,"Class3",57.374,70.208,82.078,24,"K",NA,21.088,"O",51.044,78.558
69,40.138,"Class3",45.749,69.968,84.639,15,"K",16.86,28.761,"R",46.694,81.605
38,41.641,"Class3",64.512,70.919,102.382,27,"J",20.891,24.572,"Z",46.325,75.23
72,45.458,"Class1",91.824,26.483,28.88,70,"V",31.377,17.311,"R",67.361,46.508
90,85.771,"Class2",49.61,27.688,66.403,48,"I",60.482,51.644,"C",NA,60.344
92,20.509,"Class2",51.219,26.525,53.689,71,"A",58.719,62.263,"O",95.005,24.931
38,40.948,"Class3",60.32,69.962,65.001,9,"J",12.903,21.978,"I",48.905,67.923
66,50.584,"Class1",81.773,28.632,10.597,68,"V",30.446,9.912,"R",100.195,47.586
66,48.169,"Class1",72.143,38.915,35.585,72,"D",29.746,44.572,"W",97.489,38.294
85,44.697,"Class3",51.425,68.395,85.57,21,"M",20.064,18.664,"G",49.771,67.685
66,64.961,"Class1",74.303,28.637,33.358,71,"S",25.714,14.065,"R",73.454,52.669
71,46.345,"Class3",63.497,69.99,89.075,31,"J",24.24,18.519,"O",52.946,75.297
70,50.906,"Class1",78.88,18.856,26.437,64,"C",30.87,38.182,"C",77.729,42.62
72,62.679,"Class1",62.368,27.646,41.297,69,"D",30.608,58.297,"W",69.923,55.043
73,46.201,"Class1",91.633,23.66,61.173,64,"S",25.158,41.514,"R",71.267,39.136
91,25.402,"Class2",43.859,28.128,48.729,41,"X",60.057,50.276,"H",93.645,51.232
35,40.498,"Class3",55.369,69.974,81.574,7,"P",18.365,24.281,"I",47.835,76.169
72,61.78,"Class1",79.706,30.564,25.011,72,"V",24.778,48.122,"R",88.956,51.811
64,40.461,"Class3",44.465,70.555,85.968,32,"K",25.684,21.581,"O",48.9,83.79
65,41.4,"Class1",73.14,23.385,24.289,67,"V",25.533,42.184,"D",75.836,38.369
69,60.804,"Class1",72.818,35.06,2.959,69,"V",26.783,46.76,"R",67.677,41.965
98,72.504,"Class2",53.884,28.438,43.621,51,"C",57.277,11.532,"P",90.681,21.227
36,39.961,"Class3",60.066,69.703,102.126,31,"M",21.268,24.627,"Z",58.942,87.527
92,73.364,"Class2",55.603,28.506,66.849,58,"D",57.087,43.462,"C",96.095,15.531
74,46.395,"Class3",45.356,70.215,75.192,15,"E",14.671,26.876,"R",46.476,81.297
70,45.245,"Class1",78.331,21.212,45.246,64,"V",28.514,48.453,"X",56.713,41.12
68,35.018,"Class1",91.774,22.233,52.907,70,"C",27.878,49.025,"C",72.397,39.909
93,39.74,"Class2",25.065,26.491,52.356,81,"I",NA,24.784,"P",92.347,64.353
69,48.617,"Class1",73.645,18.204,31.273,71,"R",30.824,17.106,"W",100.586,43.026
91,30.417,"Class2",47.715,30.576,29.077,36,"I",57.602,61.118,"R",91.002,52.881
95,74.06,"Class2",41.669,30.999,62.018,42,"I",58.794,99.795,"P",95.274,37.892
73,42.971,"Class1",78.016,15.963,29.131,70,"D",29.832,29.438,"D",75.725,47.293
65,41.82,"Class1",69.158,30.803,30.672,66,"R",30.462,24.69,"D",99.927,54.676
62,44.684,"Class3",61.93,71.151,88.545,23,"J",21.391,20.62,"O",46.188,85.01
96,76.558,"Class2",45.704,32.401,70.199,59,"D",NA,84.08,"O",88.944,29.833
96,40.051,"Class2",39.026,28.096,74.892,35,"A",57.876,6.219,"O",91.733,19.475
99,48.882,"Class2",32.7,28.031,57.141,36,"D",60.418,23.164,"R",92.724,24.644
91,47.793,"Class3",54.127,70.375,88.655,26,"E",22.425,24.559,"G",50.348,88.576
65,40.217,"Class1",68.794,-2.831,33.659,71,"R",27.3,38.732,"C",69.838,40.313
68,41.362,"Class1",93.895,33.602,30.31,65,"V",26.532,44.885,"D",82.897,42.912
92,71.163,"Class2",47.997,28.249,53.238,51,"X",59.699,44.581,"O",94.199,42.882
42,44.224,"Class3",49.215,70.025,84.635,8,"J",29.972,25.494,"R",43.565,63.877
40,45.992,"Class3",52.032,70.02,85.898,12,"P",25.676,25.814,"G",40.195,85.841
73,39.715,"Class1",85.681,21.482,21.361,67,"D",33.542,56.865,"X",71.738,54.21
59,46.318,"Class3",58.211,70.316,71.86,10,"K",20.468,20.802,"R",44.789,78.936
71,39.512,"Class3",46.643,69.383,89.171,14,"M",19.077,27.256,"Z",47.399,70.298
95,19.287,"Class2",33.246,30.086,64.608,65,"I",60.441,41.918,"P",95.766,49.08
97,57.348,"Class2",37.178,25.413,55.341,43,"D",57.666,0.176,"O",93.885,12.995
64,52.501,"Class1",61.828,32.375,29,68,"C",30.279,60.629,"W",85.257,52.381
71,44.785,"Class3",55.821,71.608,66.911,20,"M",18.284,20.981,"R",49.038,69.258
40,45.627,"Class3",53.754,70.015,88.046,7,"J",19.098,21.5,"R",52.883,69.556
65,47.513,"Class1",73.738,16.937,24.13,65,"S",26.586,43.904,"C",81.041,54.437
93,39.651,"Class2",26.822,30.35,72.801,77,"A",59.91,-9.697,"P",90.475,11.116
39,40.625,"Class3",61.488,69.841,66.909,11,"M",26.657,28.708,"I",41.15,86.483
67,49.114,"Class1",64.298,29.144,23.552,71,"V",34.79,39.573,"W",80.868,46.987
63,63.773,"Class1",73.277,8.3,40.052,68,"D",25.899,49.269,"R",86.149,43.919
94,84.98,"Class2",48.076,31.419,65.508,30,"D",58.987,56.266,"O",91.289,67.952
42,41.01,"Class3",53.853,71.035,84.623,32,"J",23.628,23.253,"O",47.924,67.986
43,40.765,"Class3",63.454,68.893,93.161,11,"M",28.034,21.061,"R",49.419,84.782
66,46.345,"Class1",66.226,29.482,14.196,70,"S",27.957,36.475,"D",96.366,36.997
98,85.376,"Class2",52.784,28.358,49.863,29,"D",60.094,-16.517,"H",93.993,41.438
69,53.539,"Class1",77.631,27.237,28.129,68,"C",35.895,51.719,"W",80.049,32.262
50,40.73,"Class3",62.303,70.023,79.246,18,"M",15.321,16.495,"I",39.679,84.609
95,78.197,"Class2",41.597,27.604,67.713,46,"X",57.738,28.625,"R",92.97,54.359
73,61.527,"Class1",88.301,30.146,33.628,66,"D",NA,32.189,"C",88.25,51.849
94,31.054,"Class2",56.93,28.479,67.814,42,"I",57.872,52.179,"R",90.105,29.261
69,43.355,"Class1",68.946,26.524,21.49,73,"S",30.257,53.188,"C",62.899,55.698
99,61.161,"Class2",25.019,28.179,55.043,30,"D",57.038,55.775,"R",NA,64.784
90,44.11,"Class3",58.369,71.025,88.034,27,"M",16.946,18.47,"R",40.952,81.947
63,34.722,"Class1",74.398,26.751,25.508,70,"R",29.472,36.176,"R",88.718,32.465
99,53.248,"Class2",45.814,27.007,37.967,39,"A",57.254,8.149,"O",91.821,43.285
81,46.522,"Class3",55.369,71.932,82.884,11,"J",15.291,19.041,"G",53.626,79.29
68,40.506,"Class1",84.998,35.195,21.501,67,"D",30.164,30.445,"D",76.934,31.055
98,24.55,"Class2",34.03,26.863,41.842,33,"D",60.738,23.51,"P",92.512,24.355
70,36.228,"Class1",92.425,25.758,25.887,68,"C",33.453,23.446,"R",91.844,34.867
99,46.077,"Class2",28.372,28.651,74.175,29,"X",58.323,36.709,"P",95.304,35.931
63,55.475,"Class1",70,31.904,35.869,65,"R",24.805,29.668,"X",98.623,39.899
31,43.548,"Class3",62.831,69.33,81.271,18,"J",24.974,22.618,"O",49.349,70.326
71,58.143,"Class1",81.342,21.223,19.372,69,"V",34.506,28.744,"W",67.079,40.59
96,66.973,"Class2",33.423,31.457,43.146,62,"A",60.758,72.819,"P",92.267,65.971
64,58.686,"Class1",64.52,45.371,33.31,70,"S",35.52,20.028,"D",80.991,44.472
81,40.706,"Class3",52.659,69.744,92.177,22,"M",14.468,27.275,"Z",53.644,75.107
66,49.603,"Class1",83.44,21.288,17.344,70,"C",29.514,57.198,"R",NA,37.286
63,38.319,"Class1",91.085,7.745,23.683,64,"V",30.734,43.218,"R",90.201,51.694
71,39.429,"Class3",49.339,71.039,89.297,22,"M",21.269,23.108,"O",50.898,62.537
66,43.705,"Class1",93.014,29.235,18.896,70,"R",34.3,27.273,"C",87.348,45.584
73,42.824,"Class1",77.142,29.732,13.835,67,"D",32.588,36.164,"X",75.621,53.285
95,26.169,"Class2",50.711,25.139,65.683,61,"I",60.705,-17.466,"P",93.063,66.031
86,39.848,"Class3",51.525,69.352,63.665,14,"P",13.816,23.887,"I",NA,88.253
65,44.068,"Class1",72.615,30.428,29.313,69,"R",32.019,27.914,"C",103.745,34.276
85,41.167,"Class3",45.512,70.006,91.293,23,"P",20.961,22.339,"G",32.747,84.445
86,45.079,"Class3",63.306,68.926,79.9,12,"K",13.582,22.255,"Z",46.999,89.459
60,40.873,"Class3",64.223,69.814,80.519,17,"J",23.133,24.746,"O",50.032,86.21
82,45.346,"Class3",55.09,71.14,92.754,22,"P",17.61,26.415,"G",53.843,80.452
90,21.264,"Class2",39.206,32.263,50.334,40,"C",57.851,26.49,"C",92.398,37.314
71,61.985,"Class1",62.738,21.632,23.824,71,"S",31.551,37.603,"D",71.637,32.564
68,65.113,"Class1",78.123,30.462,45.833,68,"C",31.951,29,"C",72.397,44.685
70,68.29,"Class1",87.585,15.143,22.994,71,"V",28.122,56.933,"D",93.257,56.007
62,39.336,"Class3",61.348,69.551,90.342,25,"E",15.805,17.749,"Z",43.321,67.949
82,42.076,"Class3",44.897,70.421,83.473,17,"K",22.559,24.155,"Z",38.562,73.387
93,51.26,"Class2",26.509,29.087,58.218,37,"A",59.998,57.847,"H",95.758,17.828
99,57.852,"Class2",29.488,29.041,59.797,64,"I",58.994,59.332,"R",91.456,24.666
70,52.286,"Class1",83.607,26.462,1.931,71,"R",32.394,53.85,"D",NA,35.624
95,58.764,"Class2",50.491,26.135,50.75,23,"D",60.083,26.778,"P",97.237,11.722
90,75.309,"Class2",44.906,30.839,28.071,70,"A",57.971,55.481,"H",90.229,20.163
54,47.862,"Class3",56.096,68.914,84.435,22,"J",27.077,15.375,"G",54.676,85.672
50,42.436,"Class3",58.921,71.138,86.568,14,"M",28.381,21.177,"R",50.838,62.506
70,48.418,"Class1",78.282,43.971,-0.109,67,"S",35.325,64.109,"R",73.836,36.338
95,53.082,"Class2",33.536,27.657,43.802,66,"C",59.639,44.689,"O",95.87,47.363
63,51.433,"Class1",89.092,32.235,29.858,73,"R",33.591,62.118,"X",92.55,46.346
92,31.637,"Class2",51.905,28.271,61.811,66,"C",60.666,18.213,"C",90.39,60.152
63,62.17,"Class1",64.592,37.177,55.527,66,"D",29.683,1.371,"W",80.038,48.475
93,64.93,"Class2",35.389,30.3,77.748,51,"D",59.111,86.963,"P",NA,58.739
65,46.382,"Class1",84.536,41.251,24.578,67,"R",30.355,42.018,"W",84.938,34.805
68,44.388,"Class1",71.631,18.065,27.143,73,"S",28.077,33.782,"R",91.63,50.671
63,69.246,"Class1",83.982,41.314,45.039,67,"V",33.68,42.268,"W",NA,53.423
31,42.804,"Class3",53.341,69.93,84.435,28,"K",22.575,21.773,"G",55.352,90.261
68,39.733,"Class3",64.451,71.496,83.515,8,"P",19.438,25.706,"R",46.198,67.202
69,58.602,"Class1",61.368,37.128,18.162,64,"V",30.81,11.056,"C",73.067,32.636
63,63.755,"Class1",82.98,14.061,46.125,64,"R",34.54,52.268,"C",66.482,50.713
52,43.137,"Class3",49.962,69.943,62.007,9,"M",24.425,14.134,"O",47.864,68.295
38,39.037,"Class3",63.238,71.179,76.486,17,"P",25.557,16.34,"I",53.355,78.9
73,37.257,"Class1",79.038,25.535,17.957,64,"S",32.702,49.918,"D",NA,38.781
92,77.609,"Class2",42.09,28.731,62.814,66,"D",59.023,25.311,"H",90.181,47.415
71,38.782,"Class1",75.674,41.208,23.909,68,"V",25.16,22.976,"D",84.001,34.938
98,43.706,"Class2",51.77,26.341,59.794,64,"C",58.988,8.109,"P",NA,25.731
98,60.124,"Class2",45.594,27.617,85.519,40,"A",59.399,148.284,"H",90.914,44.113
66,58.462,"Class1",65.795,23.722,34.259,71,"D",27.44,12.403,"W",92.891,44.771
97,60.477,"Class2",27.671,27.85,46.239,29,"X",NA,42.01,"R",91.037,34.699
97,22.261,"Class2",39.015,28.004,70.172,65,"I",57.193,66.823,"P",93.52,60.252
92,20.578,"Class2",38.295,29.296,33.286,59,"I",60.665,43.63,"R",94.89,24.248
72,40.462,"Class1",80.995,23.682,39.616,64,"D",25.68,29.193,"C",93.79,52.758
68,60.51,"Class1",65.283,15.541,2.983,71,"C",31.105,26.957,"D",86.05,48.233
66,39.261,"Class1",90.496,21.572,22.078,69,"V",31.742,60.127,"D",82.987,56.406
73,48.369,"Class1",90.835,39.387,32.102,69,"S",31.089,38.437,"D",85.784,44.543
95,86.555,"Class2",52.687,30.635,62.096,29,"I",57.202,-5.56,"P",93.671,44.866
38,42.795,"Class3",55.829,70.274,83.62,26,"K",16.177,23.905,"R",52.152,84.105
91,51.429,"Class2",45.864,28.258,66.996,38,"D",57.27,33.446,"H",94.913,60.553
31,39.86,"Class3",48.095,71.33,85.946,15,"K",17.347,24.133,"G",51.721,86.623
67,68.81,"Class1",92.447,16.398,20.235,69,"V",32.488,51.134,"W",94.55,39.609
98,82.461,"Class2",30.136,28.612,17.26,62,"X",NA,24.825,"C",90.756,64.433
69,69.592,"Class1",67.315,49.25,29.336,67,"D",25.486,32.847,"D",82.809,42.862
90,61.674,"Class2",53.402,27.122,68.819,51,"X",58.044,17.187,"P",96.106,64.738
62,43.656,"Class3",61.877,69.3,92.133,6,"J",19.287,16.172,"O",42.672,89.383
97,47.936,"Class2",57.692,30.825,50.542,47,"D",58.261,45.47,"R",89.422,31.537
65,63.09,"Class1",80.312,36.405,32.952,73,"D",28.886,37.632,"R",77.85,40.811
62,42.092,"Class3",57.633,70.893,74.673,31,"J",28.566,23.322,"R",46.556,84.121
66,55.456,"Class1",83.12,34.629,27.397,72,"V",31.1,12.963,"R",77.83,38.484
70,59.18,"Class1",88.391,40.494,-3.545,71,"C",24.923,40.623,"D",65.36,51.588
86,39.316,"Class3",48.943,70.088,93.244,20,"E",26.513,21.925,"Z",47.82,83.271
66,60.527,"Class1",63.157,34.422,10.973,69,"V",28.961,46.391,"R",93.425,46.11
32,44.365,"Class3",63.694,70.582,86.014,29,"J",NA,22.975,"O",42.385,89.251
70,39.833,"Class3",58.817,69.761,76.335,10,"J",12.386,23.377,"O",51.796,72.808
99,54.741,"Class2",27.662,28.232,65.502,34,"C",59.331,35.662,"P",94.204,59.043
91,20.617,"Class2",32.384,27.563,75.535,79,"I",60.239,65.346,"C",90.939,36.531
73,49.541,"Class1",84.558,19.424,17.016,64,"R",35.352,41.393,"X",74.573,34.123
55,44.533,"Class3",60.347,70.374,89.782,25,"P",24.013,24.637,"G",55.109,81.127
73,45.165,"Class1",92.438,26.948,15.437,72,"V",24.693,30.199,"W",NA,56.395
81,43.73,"Class3",48.841,69.314,79.296,14,"J",18.244,20.76,"I",42.249,68.681
72,60.482,"Class1",82.687,9.62,37.483,66,"R",33.265,59.151,"X",73.697,48.867
66,51.27,"Class1",87.644,37.929,14.236,73,"R",26.98,52.163,"R",80.763,37.853
48,39.284,"Class3",45.931,70.586,69.666,22,"E",23.253,18.966,"R",48.274,82.941
98,17.488,"Class2",50.935,31.824,66.158,46,"D",60.027,-0.866,"C",92.104,68.28
42,43.987,"Class3",53.986,69.537,105.572,22,"M",17.195,19.853,"O",50.293,71.63
94,82.152,"Class2",44.627,28.248,70.687,73,"C",58.262,54.416,"H",91.387,34.445
90,50.527,"Class2",53.743,27.437,59.695,80,"A",60.058,24.643,"O",94.252,47.489
32,39.524,"Class3",50.269,70.874,112.243,15,"M",28.318,22.115,"G",50.348,73.731
71,54.107,"Class1",67.838,21.666,36.272,70,"R",24.474,51.252,"R",88.895,55.906
77,43.52,"Class3",62.657,70.062,94.823,6,"P",NA,15.934,"I",44.126,71.741
67,60.488,"Class1",69.826,27.071,52.588,73,"S",32.022,33.664,"W",92.545,43.503
64,67.229,"Class1",84.037,58.585,23.572,70,"S",35.402,37.09,"W",83.341,54.154
60,40.332,"Class3",63.551,69.769,95.824,22,"E",22.192,20.451,"G",46.891,81.892
92,50.932,"Class2",43.301,28.103,41.258,26,"X",58.07,59.987,"C",94.443,24.115
64,51.905,"Class1",89.436,13.377,26.621,71,"S",NA,33.661,"C",82.269,50.262
64,47.712,"Class3",64.827,69.467,82.861,31,"P",15.497,21.501,"I",48.76,70.761
99,35.756,"Class2",41.471,28.882,58.001,33,"I",60.211,7.857,"R",93.811,68.464
73,43.382,"Class3",51.233,69.746,87.952,32,"M",15.17,22.174,"O",39.864,66.416
69,44.242,"Class3",49.444,70.556,88.977,22,"K",25.39,24.58,"G",NA,79.461
70,37.058,"Class1",74.881,10.808,37.137,69,"R",34.465,56.014,"R",84.495,50.708
99,52.588,"Class2",52.629,26.091,46.097,67,"D",57.176,41.18,"R",92.319,43.177
98,30.449,"Class2",45.531,26.697,79.285,45,"I",58.249,108.843,"R",93.152,14.655
94,63.222,"Class2",54.657,27.366,39.802,65,"D",58.595,26.317,"C",95.466,47.989
96,60.278,"Class2",33.163,30.594,66.724,42,"X",58.97,11.026,"O",94.67,63.607
71,53.542,"Class1",60.194,11.493,20.382,67,"R",28.63,42.215,"R",70.553,50.456
90,56.537,"Class2",36.714,28.545,72.909,70,"C",59.309,103.57,"R",92.119,13.328
63,37.359,"Class1",79.528,24.243,22.143,71,"D",33.064,5.209,"D",NA,49.495
95,39.63,"Class2",53.611,26.51,57.346,41,"C",60.159,38.6,"C",94.161,29.198
96,22.759,"Class2",43.697,28.437,37.77,78,"X",57.339,30.237,"H",93.577,20.527
90,68.821,"Class2",28.738,30.728,29.645,55,"X",60.974,63.027,"C",94.565,33.98
43,41.816,"Class3",47.749,69.716,85.091,4,"E",17.044,19.116,"G",52.535,66.307
68,51.117,"Class1",87.635,28.338,44.24,71,"V",33.644,56.472,"W",84.242,31.397
71,40.541,"Class1",76.554,12.791,24.923,70,"R",26.55,56.055,"C",89.576,40.393
90,22.917,"Class2",33.432,26.846,45.896,80,"X",57.302,50.555,"R",95.015,40.726
67,65.041,"Class1",73.332,28.368,17.905,72,"D",27.28,50.071,"X",82.894,37.579
43,46.012,"Class3",51.174,70.533,93.504,17,"P",13.546,19.785,"R",47.394,67.064
71,52.774,"Class1",65.894,12.891,29.123,68,"S",24.993,8.507,"D",86.065,44.546
73,29.095,"Class1",74.163,21.223,30.837,71,"S",32.184,68.575,"R",47.652,55.833
71,40.689,"Class3",57.564,69.184,102.281,13,"E",25.777,21.757,"G",49.719,71.663
65,45.979,"Class3",62.09,70.278,92.266,12,"J",15.804,25.667,"R",45.424,79.484
63,69.452,"Class1",85.215,36.58,6.533,72,"S",34.204,54.144,"C",85.402,45.741
98,46.312,"Class2",29.331,27.681,64.996,43,"I",59.477,80.078,"P",95.271,52.44
91,33.187,"Class2",52.017,27.701,51.038,67,"D",60.789,35.806,"C",92.088,29.617
69,39.33,"Class3",51.967,69.748,78.815,5,"J",19.186,20.835,"I",55.107,87.871
93,79.803,"Class2",36.249,25.94,40.062,62,"A",60.882,15.873,"O",91.823,37.141
95,73.356,"Class2",42.931,24.766,40.727,54,"D",60.882,58.277,"P",NA,20.135
91,86.286,"Class2",47.615,28.919,54.584,26,"A",60.817,58.118,"P",94.066,44.605
76,44.024,"Class3",57.088,69.929,84.97,29,"K",26.733,24.39,"R",52.55,71.683
68,62.853,"Class1",90.217,21.488,32.251,71,"V",26.044,38.461,"X",92.115,34.988
65,31.567,"Class1",66.734,22.087,45.518,70,"V",26.898,77.366,"R",95.68,53.489
65,43.596,"Class1",87.018,21.874,28.721,67,"V",24.425,81.502,"C",96.517,51.986
64,41.428,"Class1",86.488,28.659,6.484,67,"R",29.148,26.93,"X",89.053,49.575
95,25.756,"Class2",35.909,26.396,54.986,49,"I",58.917,48.285,"C",93.631,21.463
42,39.233,"Class3",57.892,70.366,72.516,20,"M",24.334,23.167,"O",50.795,67.501
98,71.145,"Class2",40.489,29.833,58.952,56,"C",60.397,17.833,"P",95.57,34.769
66,63.125,"Class1",75.612,36.567,16.742,72,"D",33.799,20.318,"W",96.675,50.266
70,69.728,"Class1",68.114,0.511,28.682,67,"R",35.293,57.04,"R",90.138,40.434
64,68.709,"Class1",68.141,26.493,14.758,70,"C",35.12,55.186,"C",62.47,37.674
88,42.083,"Class3",47.438,68.288,93.538,27,"K",20.336,19.651,"O",52.329,79.115
