"Output1","ONF1","UNV2","DLX3","GHE4","DZH5","QAK6","OEL7","CRB8","BSP9","ZJI10"
"Class4",36.032,73.227,53.502,"K",77.284,79.761,67,60.562,80.443,60.648
"Class5",53.892,72.738,28.169,NA,32.062,84.08,51,70.799,20.686,37.365
"Class3",47.257,31.458,83.581,"X",86.698,86.488,46,90.657,63.004,49.216
"Class1",60.68,63.459,52.793,"D",70.511,28.532,48,89.23,74.931,99.65
"Class4",32.691,25.729,44.705,"J",71.384,79.925,73,68.341,93.178,36.947
"Class5",56.705,95.673,49.205,"N",64.178,93.373,32,100.478,32.63,51.598
"Class3",79.112,52.464,87.219,"X",80.823,89.706,51,93.99,56.118,51.329
"Class4",57.989,9.985,42.392,"U",74.697,79.883,62,67.745,87.217,46.656
"Class3",32.48,13.615,87.646,"T",82.198,90.741,43,91.273,82.249,101.302
"Class5",42.271,21.832,77.802,"I",48.581,47.147,60,64.316,10.083,55.904
"Class1",65.867,53.731,15.72,"X",75.326,30.376,51,87.107,81.691,57.033
"Class1",64.373,44.292,60.617,"K",66.183,17.222,53,80.643,83.832,4.899
"Class5",39.152,40.441,35.485,"X",54.222,81.66,30,54.267,1.747,43.121
"Class1",68.892,36.66,51.332,"N",57.916,8.285,52,87.839,81.559,72.401
"Class3",60.509,39.498,68.789,"H",58.238,76.834,38,93.247,57.032,79.43
"Class4",59.412,15.388,56.795,"K",74.629,79.557,91,75.048,88.396,44.526
"Class1",66.73,60.214,24.496,"X",67.317,22.312,48,72.668,84.395,83.276
"Class4",64.809,54.76,43.321,"U",78.064,80.201,82,62.672,95.978,43.537
"Class1",61.46,61.536,NA,"O",58.738,22.013,55,83.747,93.054,95.275
"Class3",50.727,50.492,76.606,"T",73.244,84.239,48,96.075,94.189,68.737
"Class3",63.538,8.559,91.242,"H",72.166,83.399,38,93.388,65.021,67.465
"Class1",68.179,68.034,36.588,"N",70.015,12.202,51,85.596,91.294,32.503
"Class4",63.373,5.568,55.477,"I",74.498,78.762,78,58.989,71.788,37.262
"Class5",21.047,42.804,59.701,"I",10.449,62.543,61,87.273,6.148,34.715
"Class1",64.907,58.276,48.083,"O",63.983,24.425,56,88.639,92.637,-16.575
"Class2",83.425,12.644,31.761,"N",74.484,44.35,63,30.687,97.164,77.236
"Class1",64.826,36.823,10.609,"N",74.031,14.337,53,74.809,88.652,35.432
"Class2",78.395,18.728,29.428,"E",77.522,45.45,49,54.173,88.243,88.298
"Class3",32.657,45.525,68.413,NA,70.332,82.028,45,95.066,82.773,95.038
"Class2",59.249,18.094,19.568,"E",76.916,47.369,36,23.961,70.297,91.242
"Class3",42.706,51.266,64.329,"H",87.763,81.84,49,92.217,91.4,58.904
"Class2",74.011,14.156,31.139,"D",75.641,44.04,79,52.552,80.966,81.638
"Class1",61.482,67.368,32.012,"O",68.266,34.467,57,80.875,75.738,108.552
"Class2",93.084,18.024,26.452,"Z",74.072,47.544,39,98.282,74.718,80.397
"Class1",60.993,31.303,18.848,"O",74.805,16.56,59,83.065,90.343,85.077
"Class3",30.349,45.714,92.249,NA,78.578,86.045,51,94.71,80.293,67.262
"Class3",27.255,8.488,86.277,"F",77.815,81.811,50,94.755,63.973,38.473
"Class5",41.483,20.606,86.204,"I",91.196,78.369,41,92.887,5.79,59.906
"Class4",37.002,73.047,66.144,NA,72.405,79.509,81,67.749,89.074,12.081
"Class4",51.127,24.113,70.879,"U",73.737,79.612,94,64.832,90.806,52.916
"Class1",67.132,45.024,32.061,"N",70.761,14.601,52,87.332,90.104,41.047
"Class2",61.182,24.702,22.555,"K",76.358,43.871,44,72.291,60.773,74.912
"Class3",49.521,22.208,54.122,"X",74.517,80.582,38,94.24,77.755,75.467
"Class3",77.248,57.821,51.119,"X",78.346,83.901,39,92.719,78.979,89.068
"Class5",40.545,65.224,NA,"D",26.34,70.985,36,51.67,49.941,48.574
"Class1",66.692,43.461,40.05,"D",71.391,16.977,51,82.153,74.099,19.995
"Class3",58.612,17.803,81.391,"H",75.062,83.537,41,97.009,74.939,67.034
"Class1",68.361,63.918,60.164,NA,60.05,50.762,56,80.879,78.723,52.282
"Class5",25.888,64.161,62.674,"I",41.968,74.023,56,60.91,4.308,37.447
"Class2",95.022,16.703,30.508,NA,77.246,45.304,40,61.149,87.94,94.592
"Class2",93.566,13.544,24.431,"K",73.282,44.498,73,50.944,76.105,71.855
"Class4",63.706,8.26,69.744,"K",74.864,80.006,69,64.878,92.037,54.693
"Class3",57.719,42.629,90.02,"H",79.386,78.266,42,98.394,71.03,58.995
"Class4",63.303,34.446,39.933,"K",72.28,78.941,87,66.633,85.263,24.904
"Class5",14.839,65.187,57.104,"I",41.118,67.951,52,62.896,18.082,30.341
"Class2",42.941,20.005,24.759,NA,75.318,44.843,61,72.28,85.419,66.182
"Class3",71.298,35.798,51.018,"H",80.401,83.898,49,96.642,57.556,69.473
"Class2",43.347,15.307,23.923,"N",67.598,43.369,46,82.513,68.8,81.982
"Class3",61.943,19.062,72.775,"T",95.045,84.042,46,87.695,56.124,82.175
"Class3",33.243,24.117,80.195,NA,87.006,80.08,46,96.826,63.303,91.25
"Class1",62.989,69.334,31.711,"K",63.078,31.667,59,75.183,75.2,105.405
"Class5",59.058,26.799,59.697,"M",54.238,88.631,33,73.613,8.905,60.511
"Class4",63.197,67.55,63.623,"E",76.572,79.505,92,65.688,82.875,21.003
"Class3",68.445,35.793,69.045,"H",85.527,84.489,42,93.901,45.937,69.561
"Class2",59.007,17.37,24.587,"K",74.583,43.719,63,54.805,78.635,81.586
"Class1",64.993,37.314,28.44,"N",59.911,44.703,52,80.577,74.678,88.781
"Class1",68.557,70.579,14.665,"X",61.476,14.657,57,77.727,82.623,42.14
"Class3",13.995,14.723,60.648,"G",83.877,86.728,43,93.592,81.537,42.514
"Class2",38.345,15.708,26.751,"E",77.178,43.156,65,47.572,97.527,80.329
"Class5",42.29,24.587,44.85,"I",16.887,70.59,25,63.582,12.271,65.296
"Class1",66.397,41.924,8.429,"N",64.074,21.885,58,74.777,80.656,54.337
"Class2",89.1,17.461,23.643,"E",72.554,44.299,36,21.77,70.206,78.126
"Class5",43.99,30.595,51.938,"D",-18.776,80.671,47,15.384,8.024,29.088
"Class1",66.872,59.849,30.182,"N",64.288,17.888,47,90.078,86.57,43.989
"Class2",48.853,18.627,26.964,"N",71.938,42.237,43,14.426,90.367,71.868
"Class4",77.09,6.863,33.124,"I",72.227,80.068,98,66.877,88.254,20.682
"Class4",64.564,64.18,61.349,NA,74.549,78.478,67,65.182,88.503,65.18
"Class1",61.367,34.681,49.252,"K",61.037,21.557,49,89.626,93.919,35.075
"Class4",36.905,51.062,39,"J",73.803,79.263,52,63.688,94.301,12.091
"Class4",58.016,25.441,67.543,"E",71.67,79.67,59,61.686,76.237,42.531
"Class5",56.706,64.078,69.175,"N",3.027,82.115,23,94.968,31.734,40.326
"Class4",69.882,46.105,75.462,"K",70.946,79.341,97,64.194,90.599,-18.293
"Class4",75.185,11.174,55.354,"J",71.224,79.722,70,66.715,94.325,55.712
"Class3",39.642,34.675,76.43,"X",88.706,83.605,45,92.347,95.189,37.612
"Class4",56.305,49.3,43.014,"K",71.283,79.615,58,64.023,95.596,38.433
"Class5",39.61,31.246,83.914,"X",108.473,86.275,31,39.721,25.123,48.852
"Class5",22.288,40.143,44.777,"N",51.766,88.189,44,81.146,38.222,36.438
"Class5",41.651,40.83,49.221,"D",69.019,79.267,37,82.409,21.061,60.987
"Class2",45.931,20.944,20.648,"D",75.574,45.749,59,39.438,64.995,83.14
"Class1",68.22,32.396,43.322,"K",69.969,24.58,60,87.89,85.996,51.209
"Class4",63.323,29.807,70.117,"J",74.519,78.964,96,64.391,83.768,77.73
"Class5",50.245,73.511,51.505,"N",102.999,89.122,28,78.892,37.874,31.47
"Class2",44.907,20.714,19.559,"D",77.328,43.09,83,25.564,83.298,86.777
"Class4",80.155,6.816,33.786,"J",75.066,79.91,94,62.577,70.89,75.375
"Class2",76.463,15.963,29.616,"E",75.728,44.479,82,28.504,70.548,60.703
"Class1",63.493,60.663,54.709,NA,70.291,20.897,59,89.241,80.292,38.275
"Class1",61.29,68.369,40.916,"K",65.653,31.208,56,76.393,89.579,3.625
"Class1",68.954,64.983,7.714,"K",63.549,14.843,58,93.672,81.34,51.077
"Class4",70.004,38.29,76.228,"I",79.264,79.443,55,59.698,72.369,25.637
"Class4",69.14,5.49,61.157,"J",75.44,79.302,83,65.899,67.627,26.433
"Class5",29.38,52.287,66.665,"X",52.88,79.714,51,66.315,22.427,57.087
"Class4",30.312,8.588,71.711,"U",75.092,79.192,56,60.977,89.964,57.973
"Class4",31.088,50.238,40.665,"K",70.98,79.72,85,67.253,70.715,37.796
"Class2",42.164,12.049,31.902,"D",76.989,45.476,40,61.828,79.316,96.291
"Class3",27.869,36.451,88.38,"T",88.26,83.138,39,96.816,68.758,41.264
"Class3",68.866,36.943,65.696,"H",81.872,82.441,42,95.024,66.405,40.511
"Class4",38.82,5.319,76.108,"U",73.623,79.465,73,65.731,85.046,55.756
"Class2",90.742,19.149,29.815,"Z",74.36,47.315,56,69.258,82.615,75.569
"Class3",73.418,48.486,64.784,"H",94.48,76.395,50,93.986,92.098,45.467
"Class5",46.225,43.959,47.677,"I",51.736,68.722,28,92.064,16.797,44.824
"Class4",32.26,70.318,35.638,"K",71.438,79.72,82,66.631,90.995,29.061
"Class5",25.411,39.064,73.666,"D",72.691,77.947,59,32.345,14.86,54.039
"Class3",77.554,23.382,60.345,"G",74.148,84.327,42,92.209,80.458,53.238
"Class3",62.372,15.937,66.338,"X",90.917,81.904,45,93.958,77.158,73.055
"Class3",47.709,20.705,60.827,"H",77.518,82.63,38,95.283,86.861,75.037
"Class3",27.275,14.013,76.874,"F",79.097,80.327,39,96.892,71.04,51.677
"Class5",15.856,34.209,85.03,"N",43.699,76.71,25,94.807,9.948,40.621
"Class4",50.832,62.24,35.09,NA,76.209,79.439,77,62.276,79.57,36.479
"Class2",62.591,17.272,31.119,"D",75.673,44.085,37,44.352,97.787,68.471
"Class1",63.365,70.326,43.698,"K",68.509,23.854,52,89.491,96.355,-11.925
"Class5",18.943,19.444,71.514,"N",65.667,62.82,32,73.857,30.778,45.144
"Class3",72.662,45.846,65.61,"X",71.792,77.703,52,94.81,51.026,72.975
"Class2",52.773,13.372,26.862,"E",75.755,45.238,72,43.9,78.712,74.815
"Class2",72.033,25.124,24.475,"K",76.148,44.563,36,38.042,64.154,64.801
"Class4",43.168,32.789,46.278,"I",76.515,79.226,69,62.161,77.732,56.569
"Class5",20.824,63.837,80.991,"N",65.265,92.241,59,56.709,45.568,71.846
"Class3",78.959,39.489,56.642,"H",80.606,77.633,49,90.933,92.274,89.881
"Class5",19.028,57.871,75.188,"M",81.373,74.625,61,64.967,5.589,45.188
"Class5",54.13,51.069,74.448,"M",50.828,66.756,47,81.567,10.68,39.188
"Class2",38.935,12.698,18.484,"K",77.574,45.682,75,90.61,90.513,75.068
"Class1",61.13,56.427,32.055,"K",69.14,20.21,51,83.689,95.605,64.362
"Class2",80.058,17.243,26.306,"D",78.846,45.356,54,44.62,65.978,79.981
"Class2",58.874,11.327,27.818,"N",74.087,44.763,81,25.019,73.702,62.315
"Class4",73.854,61.403,62.407,"E",74.701,79.097,64,65.43,76.302,22.009
"Class4",63.485,44.372,65.268,"I",74.918,79.726,74,66.062,68.976,27.811
"Class5",26.431,24.781,69.055,"M",64.568,65.45,47,67.821,6.941,34.18
"Class4",41.138,72.033,32.205,NA,77.682,79.607,75,70.724,80.437,-4.73
"Class3",57.797,36.383,52.807,"H",87.075,79.674,48,93.886,45.86,94.566
"Class5",53.014,86.739,38.478,"M",-28.475,85.382,39,68.5,47.857,59.344
"Class4",49.236,48.646,72.574,"K",66.21,79.795,99,68.382,68.817,29.539
"Class2",39.008,13.347,20.123,"N",79.95,47.489,63,53.192,98.104,82.314
"Class1",65.486,59.229,11.968,"K",59.831,21.164,55,82.181,90.962,16.203
"Class1",61.48,44.476,34.83,"N",68.815,9.985,58,82.313,78.05,57.19
"Class2",62.574,10.621,17.686,"N",73.281,43.536,82,45.198,94.549,77.952
"Class4",47.295,26.065,57.783,"K",79.125,78.789,97,67.982,85.074,64.388
"Class2",79.135,21.464,19.333,"D",76.737,44.631,42,83.591,98.001,64.013
"Class4",70.494,58.504,40.718,"E",73.333,79.004,79,64.421,94.653,34.869
"Class1",62.33,42.241,9.986,"D",57.445,16.743,53,79.472,89.386,59.997
"Class3",67.734,32.554,73.608,"T",72.838,84.691,48,98.558,61.467,103.283
"Class3",18.849,30.137,69.286,"F",83.551,79.577,46,93.849,60.733,73.072
"Class2",41.485,11.383,22.329,"Z",77.052,44.143,85,45.082,75.436,73.835
"Class1",67.814,63.371,32.271,"X",63.551,25.946,58,85.437,96.79,-2.692
"Class2",52.769,12.181,28.784,"N",72.817,43.55,46,29.639,93.591,68.171
"Class4",50.149,54.962,51.311,"K",73.617,79.081,59,62.545,75.238,26.677
"Class3",22.217,19.194,56.043,"F",93.004,85.119,52,97.346,57.675,60.689
"Class1",67.382,49.995,21.45,"D",70.387,28.017,54,78.12,85.476,19.568
"Class1",63.391,57.996,26.221,"O",57.787,13.393,52,87.234,96.117,51.128
"Class4",51.993,6.077,56.161,"I",75.644,79.059,72,61.054,95.413,-0.926
"Class3",71.562,10.399,69.972,"X",75.265,86.035,48,93.882,87.095,89.213
"Class2",73.476,11.149,29.178,"Z",74.42,45.611,47,60.756,86.867,82.913
"Class4",79.704,26.974,65.532,"K",73.842,79.528,85,61.643,74.578,40.067
"Class4",52.05,20.931,58.21,"J",76.896,79.6,72,66.27,95.3,16.968
"Class3",44.518,50.531,57.906,"H",77.721,81.378,52,95.466,72.943,68.018
"Class1",60.807,32.148,9.71,"X",77.129,36.609,50,80.284,87.313,3.077
"Class1",60.716,35.094,39.608,"D",73.788,8.118,49,94.74,75.063,30.097
"Class4",36.114,52.669,67.732,"K",72.662,79.991,88,66.111,94.837,29.816
"Class4",33.049,31.782,56.198,"I",74.746,79.47,66,60.925,96.716,40.135
"Class4",46.77,38.94,65.048,"K",74.854,79.44,56,67.71,96.295,18.205
"Class4",66.377,13.807,57.666,"I",76.749,79.165,87,65.622,82.568,-6.336
"Class1",66.197,37.19,37.555,"N",64.237,22.882,49,85.535,79.157,-8.2
"Class4",47.304,72.176,52.527,"U",74.328,80.075,54,62.961,82.051,60.234
"Class1",66.633,73.129,36.11,"D",62.109,25.529,60,90.79,89.446,69.867
"Class3",42.873,53.884,86.608,"H",85.672,85.579,39,92.867,73.722,40.547
"Class2",81.643,23.177,17.163,"K",75.908,45.52,50,89.595,92.365,93.132
"Class1",63.715,50.993,57.098,"D",73.568,17.459,55,85.733,90.752,36.274
"Class1",64.702,64.364,36.864,"O",68.007,13.887,47,82.283,95.264,96.847
"Class2",74.301,22.879,27.017,"E",77.768,44.026,52,54.493,86.072,70.235
"Class1",65.288,55.887,28.318,"D",63.336,28.102,55,79.915,84.809,41.292
"Class5",48.871,48.823,82.473,"X",39.113,56.422,34,71.802,24.17,58.216
"Class3",17.968,20.337,61.424,"H",77.672,85.883,48,93.658,72.506,57.138
"Class2",89.699,14.741,25.219,"K",75.777,46.237,71,49.83,92.337,80.979
"Class4",81.721,25.615,40.434,"E",74.233,79.725,64,63.129,80.776,74.738
"Class3",55.178,9.602,61.223,"T",73.061,80.294,46,93.346,64.675,74.41
"Class4",46.656,52.831,34.37,"I",72.131,79.887,70,66.383,73.511,61.786
"Class4",76.095,70.854,74.477,"K",75.734,79.859,80,61.329,82.953,43.812
"Class1",61.557,46.465,62.567,"X",71.842,6.693,57,90.023,90.929,19.733
"Class2",47.512,18.578,22.221,"E",76.241,46.759,63,22.869,73.28,86.784
"Class3",67.889,30.589,92.688,"F",75.156,84.467,38,97.882,60.232,97.144
"Class5",46.458,69.272,NA,"I",53.863,101.006,32,43.754,20.153,37.312
"Class5",44.609,26.75,87.013,"N",22.133,83.583,37,55.279,28.407,39.519
"Class1",67.986,65.979,14.959,"X",55.119,43.062,52,78.453,96.257,28.18
"Class3",35.699,18.689,91.494,"F",80.01,83.029,39,90.792,64.264,90.363
"Class5",51.183,27.457,44.078,"M",37.124,72.405,25,95.834,39.078,50.505
"Class5",56.759,65.793,40.957,"X",70.279,66.557,48,75.845,48.474,25.93
"Class5",48.546,81.188,33.228,"D",31.993,73.884,28,46.88,46.185,63.633
"Class1",60.047,32.926,42.583,"K",68.067,26.649,49,84.534,83.328,67.841
"Class5",30.727,54.762,79.242,"N",72.898,73.462,46,99.22,17.73,48.033
"Class5",48.629,90.342,80.981,"M",-10.6,72.97,38,54.665,11.909,40.101
"Class4",43.424,4.585,66.009,"U",71.784,79.302,99,64.657,82.811,58.184
"Class4",64.692,47.81,61.556,"E",74.441,79.423,93,62.218,82.312,36.541
"Class4",55.409,30.957,42.422,"K",70.507,79.553,56,63.546,70.558,38.861
"Class4",71.736,39.523,52.88,"E",72.926,79.766,68,62.286,67.416,44.202
"Class2",66.706,20.077,31.605,"Z",75.151,44.65,76,77.142,87.99,79.635
"Class2",94.908,22.562,20.993,"D",74.942,45.485,47,39.114,67.045,78.57
"Class4",57.588,7.462,65.935,"K",73.963,79.329,61,63.434,74.317,71.356
"Class2",93.655,14.917,19.932,"E",72.293,44.457,55,65.554,64.566,81.804
"Class2",81.919,21.091,17.403,"Z",72.704,46.325,50,43.48,84.271,71.218
"Class2",57.258,22.934,NA,"N",70.404,47.911,48,27.489,94.579,81.912
"Class1",67.725,68.135,34.678,"O",63.233,16.835,52,95.705,94.993,29.498
"Class5",46.61,83.778,NA,"N",40.277,77.847,46,48.929,22.487,67.772
"Class2",63.476,13.134,20.412,"N",77.042,46.678,81,45.638,91.389,91.762
"Class3",38.725,27.134,72.458,"G",69.535,84.267,44,94.724,73.596,69.494
"Class5",21.114,95.784,47.816,"M",-1.085,81.912,34,56.64,14.783,28.221
"Class3",26.88,30.694,89.423,"G",82.426,83.456,49,93.586,80.385,90.807
"Class5",20.515,31.573,38.26,"M",12.679,89.969,55,43.758,1.644,43.124
"Class4",67.324,51.666,NA,"J",79.252,78.647,97,63.262,84.061,53.878
"Class5",42.206,63.372,35.202,"I",38.172,86.262,36,63.375,10.368,64.193
"Class5",52.679,93.563,30.155,"M",36.369,78.586,50,84.305,39.198,41.046
"Class3",70.77,13.575,86.31,"G",76.943,84.114,44,90.855,44.028,63.154
"Class5",54.972,60.345,79.149,"N",-17.723,78.859,24,67.147,42.383,62.55
"Class3",56.89,53.893,85.228,"G",80.425,82.73,45,94.718,72.993,44.596
"Class1",64.816,69.934,59.156,"K",62.181,22.109,51,79.093,80.24,40.009
"Class1",65.294,31.848,6.549,"K",60.425,27.189,59,90.062,88.168,17.831
"Class1",68.568,52.077,9.226,"K",60.431,29.42,47,84.659,91.104,90.746
"Class3",62.736,48.022,51.318,"H",90.883,82.81,43,92.827,57.25,82.974
"Class1",66.531,64.229,47.133,"X",63.316,35.139,56,78.802,80.347,65.578
"Class1",60.222,65.359,42.369,"O",66.355,27.172,55,79.685,83.56,53.504
"Class5",12.405,48.153,78.091,"D",77.793,68.621,41,63.848,22.44,54.983
"Class4",67.986,36.655,76.56,"I",72.526,79.142,91,65.495,81.324,31.443
"Class3",21.517,49.309,74.591,"F",76.916,82.207,50,93.278,48.291,68.321
"Class3",28.886,55.179,89.613,"F",79.933,80.024,41,92.216,58.693,80.365
"Class4",56.236,27.821,43.456,"E",77.501,79.404,72,63.067,78.791,41.372
"Class5",16.32,51.553,64.649,"M",46.523,63.577,59,74.371,8.301,79.711
"Class5",51.373,85.481,NA,"D",58.251,68.194,35,83.427,47.924,34.207
"Class1",62.727,72.323,23.112,"X",63.022,34.203,56,80.293,94.107,20.019
"Class5",20.1,70.252,43.154,"N",41.114,59.466,53,105.121,2.619,49.481
"Class2",41.303,21.469,29.905,"D",76.717,42.781,64,68.038,78.199,77.316
"Class4",73.637,50.565,66.765,"I",76.797,79.68,83,69.899,74.831,49.97
"Class3",60.209,32.271,51.265,"T",89.12,81.351,39,93.787,69.049,82.743
"Class5",36.72,45.286,75.528,"X",21.711,53.458,28,40.506,11.535,45.096
"Class3",35.297,27.324,81.868,"G",86.806,83.325,43,93.201,70.608,87.303
"Class3",10.766,46.497,81.191,"T",75.921,83.615,41,94.382,83.142,54.087
"Class3",10.064,12.876,64.363,"F",83.764,82.796,49,95.972,70.982,108.907
"Class1",62.796,72.104,38.92,"X",69.688,37.435,56,84.261,84.21,49.908
"Class5",34.108,40.571,83.877,"N",23.611,76.174,62,74.921,3.806,76.149
"Class2",55.761,18.804,24.437,"N",73.597,45.43,36,60.365,97.251,62.074
"Class2",47.169,16.329,22.193,"D",78.939,45.292,48,45.763,68.276,80.544
"Class4",34.953,76.001,73.861,"U",71.141,79.504,76,61.829,67.802,50.808
"Class2",83.459,17.592,22.301,"E",75.552,44.855,71,72.736,88.917,69.019
"Class5",57.978,88.448,45.067,"M",16.26,65.307,23,74.504,2.884,49.455
"Class1",65.831,48.691,6.992,"K",56.343,19.388,50,73.935,71.689,27.07
"Class1",67.784,68.378,44.022,"X",73.176,24.418,56,77.506,79.829,99.245
"Class3",75.592,14.458,66.931,"G",83.166,86.246,50,96.597,73.716,53.418
"Class2",52.487,14.991,26.81,"Z",72.558,45.648,77,52.661,59.775,78.711
"Class2",93.478,14.506,29.027,"N",76.694,43.918,71,22.744,68.21,78.795
"Class5",26.196,34.962,32.984,"X",61.139,70.711,57,34.074,30.067,60.38
"Class2",60.778,23.431,23.05,NA,75.597,47.927,70,40.35,77.937,72.219
"Class5",49.765,69.212,77.922,"I",91.423,68.973,61,70.84,47.522,47.522
"Class5",58.357,86.547,64.361,"M",19.922,45.7,58,36.066,37.167,53.637
"Class4",44.572,36.222,58.567,"I",68.161,78.946,81,66.824,71.191,29.248
"Class3",55.214,12.441,87.111,"F",90.458,80.336,44,96.493,85.807,66.18
"Class2",89.912,18.67,24.893,"Z",75.46,45.752,76,59.435,84.138,84.06
"Class4",30.211,12.434,32.052,"I",74.183,79.296,80,63.142,70.326,43.973
"Class3",45.306,36.7,89.239,"F",75.178,80.556,41,96.417,47.812,72.605
"Class1",66.417,71.511,45.437,"X",59.26,35.339,57,89.876,71.221,46.137
"Class5",51.927,93.517,46.773,"D",37.943,98.242,40,90.869,40.384,44.36
"Class3",81.223,14.603,73.059,"G",71.267,82.654,38,92.848,56.202,84.263
"Class2",67.315,15.609,NA,"D",73.507,45.764,84,58.355,77.872,83.462
"Class5",53.7,59.849,59.47,"M",98.715,102.239,28,101.51,32.691,49.889
"Class1",66.327,69.474,30.059,"N",55.614,16.981,58,84.277,76.671,42.052
"Class3",65.041,16.803,68.009,"T",77.224,79.91,50,94.158,72.443,35.98
"Class2",54.807,23.221,18.716,"Z",73.543,45.578,75,63.733,97.815,90.255
"Class5",30.623,46.989,45.828,"N",110.667,81.944,29,48.554,41.447,49.547
"Class4",55.812,58.726,NA,"K",71.374,79.907,93,63.676,88.861,12.455
"Class2",79.732,16.9,23.358,"Z",76.827,45.534,38,26.972,95.856,67.788
"Class3",72.36,55.524,59.691,NA,81.292,82.598,40,96.282,90.456,78.55
"Class4",64.829,6.49,66.447,"E",75.542,79.653,73,63.535,94.136,31.904
"Class4",77.057,37.031,71.372,"K",75.782,79.563,80,65.679,73.476,60.251
"Class1",67.623,43.244,26.279,"K",62.816,40.791,55,81.608,86.672,47.707
"Class4",43.688,72.405,63.399,"J",74.874,80.09,88,63.509,77.04,43.056
"Class1",65.035,32.622,34.826,"D",56.009,18.008,55,87.706,72.17,50.34
"Class5",15.742,44.816,39.843,"X",60.071,77.511,48,100.029,10.45,61.216
"Class1",65.733,47.92,9.64,"X",64.756,26,47,76.988,90.548,114.075
"Class3",60.191,49.915,53.813,NA,82.431,78.389,50,92.49,94.599,91.541
"Class1",67.094,34.725,54.065,"K",73.543,-4.711,54,89.751,94.376,21.497
"Class3",28.172,32.516,77.63,"T",94.453,80.392,46,92.888,53.511,66.348
"Class1",60.045,46.934,34.644,"N",72.104,19.118,51,79.973,83.884,20.601
"Class1",60.601,57.592,24.252,"D",70.74,8.39,48,86.837,95.351,75.755
"Class4",46.35,9.161,62.588,"E",74.838,79.874,54,62.797,85.092,55.494
"Class1",62.206,32.695,62.329,"N",59.804,5.484,47,82.319,93.107,86.38
"Class2",86.822,12.794,23.201,"K",75.301,43.632,72,24.425,78.94,79.413
"Class4",31.823,65.559,52.251,"E",73.924,79.541,55,62.309,89.18,40.195
"Class5",45.596,19.175,81.567,NA,32.206,66.402,29,75.573,9.536,28.266
"Class4",62.641,34.847,NA,"K",76.894,79.396,61,66.247,86.359,33.742
"Class5",42.412,57.788,51.097,"X",9.206,91.053,44,56.469,9.787,38.95
"Class4",41.989,38.239,64.989,"K",76.074,79.26,56,64.317,82.469,70.571
"Class1",67.793,55.792,22.794,"K",66.874,21.11,56,78.225,91.1,53.536
"Class5",29.878,68.571,86.448,"X",47.444,70.561,47,51.005,43.419,35.951
"Class4",48.717,55.634,53.995,"J",75.099,79.6,67,63.991,86.865,50.451
"Class4",67.451,36.009,34.873,"E",76.592,79.555,65,60.03,71.313,49.27
"Class5",51.955,21.531,67.66,"D",60.595,64.768,59,65.646,29.958,53.98
"Class2",42.363,12.182,29.56,"Z",77.034,46.209,50,34.101,65.824,64.024
"Class5",52.429,62.746,69.869,"I",103.625,68.228,23,37.059,9.319,38.325
"Class2",69.668,24.28,27.045,"E",72.77,44.796,80,50.543,81.374,67.457
"Class3",13.707,34.583,86.969,"G",78.004,81.268,38,91.332,64.703,61.3
"Class5",48.99,95.723,66.469,"M",30.607,48.049,49,74.4,48.242,63.599
"Class2",81.551,22.259,27.823,"K",78.716,45.914,64,63.6,98.618,83.277
"Class3",65.945,20.226,63.161,"H",67.236,82.457,38,93.166,49.086,96.256
"Class5",60.461,35.067,76.154,"M",37.938,63.061,27,55.571,14.832,49.978
"Class2",69.821,23.457,27.577,"N",75.495,43.724,64,34.153,94.853,70.74
"Class5",21.76,73.503,NA,"X",17.331,72.833,40,76.636,18.258,76.246
"Class4",52.06,20.563,75.969,"J",73.231,79.604,77,64.52,90.056,15.197
"Class4",70.606,18.431,32.343,NA,73.135,79.515,67,64.523,71.879,20.37
"Class4",44.306,45.233,42.226,"I",72.873,79.681,95,63.31,85.108,57.247
"Class2",39.013,12.37,31.954,"K",78.55,44.905,75,57.979,93.636,81.218
"Class2",61.94,10.742,22.108,"K",77.171,44.282,65,51.31,88.543,73.612
"Class1",60.718,44.253,35.247,"O",57.028,5.041,55,78.891,95.893,41.138
"Class2",46.598,14.296,21.348,"N",72.313,45.336,36,50.829,86.06,61.12
"Class5",22.045,79.955,69.128,"M",17.968,70.824,42,84.12,8.42,35.257
"Class5",29.55,24.547,40.887,"D",48.507,71.069,62,63.064,41.164,47.56
"Class1",67.546,32.498,23.774,"X",69.286,17.152,59,82.363,72.519,23.135
"Class1",63.042,56.857,31.524,"K",69.238,45.406,59,82.882,91.906,73.849
"Class4",63.665,68.026,42.744,"K",78.904,79.508,96,63.583,83.298,17.105
"Class5",49.48,56.661,62.017,"D",-13.435,78.832,45,36.686,41.937,62.713
"Class4",65.947,58.224,73.705,"J",75.59,79.413,66,65.864,69.768,36.353
"Class4",65.059,52.997,57.165,"J",72.138,79.08,86,62.984,88.835,60.893
"Class3",60.719,38.674,89.131,"T",91.952,82.655,52,94.597,85.155,46.756
"Class5",17.213,19.989,32.341,"I",71.941,68.806,59,90.661,41.736,44.441
"Class5",54.511,52.489,35.48,"I",89.081,85.983,46,60.927,17.017,46.011
"Class4",72.679,62.722,32.087,"J",74.527,79.057,56,67.852,94.221,48.206
"Class2",92.028,24.599,18.783,"K",71.646,45.066,74,52.35,90.081,73.204
