"JBT1","RNA2","XJB3","UAS4","YOU5","Output15","EZQ6","RPB7","WOI8","FZT9"
5,67.776,43.578,85.846,66.728,"Class3","T",69.721,9.94,46.39
30,76.792,61.253,64.347,74.306,"Class4","C",75.256,16.388,12.584
46,-0.784,64.159,21.924,46.072,"Class2","Y",54.544,13.835,51.46
5,67.639,45.993,80.927,56.304,"Class3","N",69.07,0.794,46.61
55,30.307,58.363,62.983,101.195,"Class1","U",55.069,77.317,68.448
29,9.508,71.11,49.761,-0.003,"Class2","Y",52.613,42.141,51.505
32,37.893,44.309,70.925,74.574,"Class5","Z",58.049,66.125,39.592
9,70.712,48.504,85.179,50.461,"Class3","T",75.031,6.637,46.433
60,-4.004,73.119,91.047,77.675,"Class1","F",52.816,67.474,63.435
3,76.144,43.037,84.369,92.773,"Class3","T",58.683,17.702,47.398
79,10.372,67.807,58.65,54.53,"Class2","T",52.6,10.144,51.962
59,36.784,30.08,59.079,84.45,"Class1","T",56.134,36.975,67.301
62,26.961,59.687,78.135,92.944,"Class1","X",49.015,80.328,64.019
31,70.217,42.928,62.985,72.356,"Class4","X",44.618,34.705,12.795
71,30.246,15.355,93.841,68.552,"Class5","S",66.18,66.094,30.084
17,57.431,42.704,90.83,16.625,"Class3","N",69.82,23.451,46.563
63,15.92,37.325,41.224,74.276,"Class1","T",63.576,78.589,69.023
76,14.716,73.087,24.807,74.088,"Class2","Y",54.56,45.729,51.411
54,40.623,39.886,39.247,97.731,"Class1","K",56.415,74.909,64.814
66,NA,61.003,70.575,7.518,"Class2","Y",54.905,17.342,51.558
53,65.139,60.164,60.034,70.029,"Class4","I",58.042,80.887,12.963
23,51.045,45.616,58.286,72.836,"Class4","X",37.584,78.725,12.638
19,55.246,45.7,83.719,55.544,"Class3","I",69.702,17.644,47.592
31,71.34,2.093,74.778,73.988,"Class5","Q",56.255,66.107,31.844
32,66.43,66.449,59.682,73.794,"Class4","S",40.068,52.296,12.093
80,9.556,69.68,60.292,57.769,"Class2","T",47.375,28.427,51.549
74,19.089,69.102,78.611,31.044,"Class2","T",54.524,22.727,51.665
57,23.754,20.518,30.063,86.934,"Class1","U",53.41,75.381,64.207
44,34.484,21.917,83.837,53.346,"Class5","W",73.231,66.293,34.561
53,25.69,55.581,56.871,93.487,"Class1","T",56.566,60.051,69.436
42,6.339,69.485,49.938,3.701,"Class2","Y",52.28,18.154,51.73
53,2.311,77.448,66.497,46.436,"Class2","T",53.918,30.847,51.39
32,16.96,30.743,82.576,64.975,"Class5","Z",56.635,66.574,27.449
36,51.801,NA,88.335,71.005,"Class5","Z",42.857,66.555,42.669
60,20.585,59.748,34.766,67.97,"Class1","T",64.216,50.152,67.592
77,34.243,68.827,57.764,73.453,"Class4","X",59.749,36.536,12.323
65,10.973,74.899,58.527,72.431,"Class2","X",52.304,27.176,51.51
6,70.714,51.249,81.595,26.283,"Class3","T",70.967,8.889,46.335
50,28.041,43.401,75.233,53.461,"Class5","Q",38.932,66.042,39.229
36,58.072,43.156,85.642,29.199,"Class3","N",66.004,12.837,47.52
58,18.115,71.162,62.616,82.201,"Class2","H",50.531,29.988,51.755
58,NA,43.557,46.78,92.88,"Class1","X",64.977,24.884,68.019
29,30.12,NA,97.901,54.496,"Class5","W",34.968,66.753,32.519
59,53.048,39.85,75.829,61.132,"Class5","W",34.653,66.334,34.506
76,11.036,76.344,46.945,74.192,"Class2","X",53.308,2.08,51.47
50,10.812,71.459,44.159,51.1,"Class2","K",59.777,7.03,51.941
59,24.607,67.443,84.154,72.677,"Class1","F",26.292,13.988,69.246
45,80.654,48.458,85.542,55.989,"Class3","N",68.541,28.172,46.601
10,63.887,47.351,89.941,15.027,"Class3","N",68.66,23.624,47.911
30,-0.745,75.961,29.572,19.517,"Class2","H",46.23,32.741,51.246
80,57.82,31.433,88.303,60.868,"Class5","W",56.428,66.09,42.677
80,56.194,55.944,64.663,73.121,"Class4","H",29.622,43.119,12.21
41,14.556,73.116,78.471,9.038,"Class2","X",46.78,24.327,51.668
39,14.942,69.908,85.351,33.946,"Class2","X",50.279,40.318,51.302
31,14.347,70.384,83.521,48.258,"Class2","Y",46.9,29.569,51.202
70,8.82,44.918,62.647,71.124,"Class4","H",44.082,82.452,12.044
70,20.632,67.022,65.07,46.166,"Class2","K",58.914,35.347,51.426
85,7.312,71.658,42.421,42.247,"Class2","K",54.951,29.621,51.917
72,6.428,75.607,75.391,-5.563,"Class2","T",56.558,46.99,51.429
80,15.394,77.534,71.058,41.631,"Class2","X",58.578,2.901,51.414
44,13.178,83.794,65.273,41.212,"Class2","T",57.759,36.711,51.988
34,83.663,47.625,87.362,57.225,"Class3","N",59.62,18.548,46.77
71,30.316,22.134,85.151,77.277,"Class5","P",41.277,66.159,35.342
80,47.957,42.404,60.502,73.595,"Class4","S",48.46,34.918,12.683
57,18.307,56.051,75.04,74.377,"Class5","W",65.181,66.201,35.386
28,NA,47.146,88.795,39.076,"Class3","I",65.755,28.729,46.794
38,79.831,47.523,79.172,91.57,"Class3","Q",68.927,24.147,46.465
29,19.537,68.487,33.269,51.705,"Class2","T",52.421,10.702,51.28
15,7.39,46.955,62.006,69.454,"Class4","S",57.659,65.239,12.916
43,NA,47.006,90.172,39.792,"Class3","I",74.824,4.581,46.45
85,13.964,70.489,75.508,46.836,"Class2","K",55.913,4.305,51.636
70,25.783,28.732,91.468,70.262,"Class5","S",35.069,66.119,27.919
35,31.601,NA,95.953,79.014,"Class5","S",64.902,66.263,31.942
77,41.947,27.86,86.864,67.874,"Class5","W",54.479,66.183,39.698
49,20.987,36.042,65.957,67.016,"Class5","P",48.866,66.831,26.001
50,20.942,46.69,78.333,63.97,"Class5","Z",42.846,66.866,41.761
66,2.185,33.655,74.879,67.324,"Class5","Z",34.829,66.812,27.939
28,72.802,51.725,82.391,54.155,"Class3","I",62.988,22.778,46.718
59,25.576,NA,36.97,79.479,"Class1","K",33.292,16.304,69.08
28,9.813,66.591,85.917,28.145,"Class2","T",57.988,32.785,51.108
75,43.109,NA,89.584,61.002,"Class5","W",42.99,66.82,36.17
64,41.567,23.743,86.951,61.056,"Class5","W",48.828,66.483,40.843
61,15.844,58.929,64.81,75.335,"Class4","H",74.743,58.285,12.806
72,54.7,63.413,58.998,72.124,"Class4","I",53.18,20.214,12.426
18,NA,42.177,88.612,35.393,"Class3","N",74.94,15.623,46.948
59,28.885,56.833,59.634,74.697,"Class4","S",51.96,32.022,12.186
54,24.62,49.694,29.916,84.418,"Class1","K",93.372,41.887,67.737
20,80.34,43.538,86.206,25.637,"Class3","N",68.281,14.722,47.085
33,82.707,43.609,89.697,62.966,"Class3","S",70.452,21.611,47.441
54,34.679,46.217,36.477,102.518,"Class1","U",71.691,63.687,65.973
51,39.994,44.993,60.767,73.143,"Class4","H",54.169,59.706,12.624
44,2.191,56.165,60.454,70.102,"Class4","C",24.413,21.773,12.634
54,87.297,55.756,56.228,71.284,"Class4","H",56.257,36.133,12.453
56,20.643,6.878,29.418,95.918,"Class1","X",76.829,32.888,67.583
36,16.027,77.903,63.969,28.432,"Class2","K",50.102,2.118,51.745
56,22.163,75.916,34.431,92.03,"Class1","X",56.719,15.903,64.675
33,4.169,74.123,73.265,39.435,"Class2","Y",53.317,9.917,51.878
82,21.543,25.707,72.57,78.251,"Class5","W",88.387,66.221,30.393
61,11.71,43.765,86.888,89.259,"Class1","T",44.185,48.58,69.511
85,NA,70.563,74.757,41.773,"Class2","Y",50.319,32.098,51.009
49,17.678,80.667,70.809,23.341,"Class2","X",58.867,5.677,51.988
44,10.158,54.699,60.754,75.275,"Class4","H",54.463,83.663,12.108
64,10.022,25.965,78.928,76.298,"Class5","Q",54.376,66.371,22.886
73,19.846,27.641,81.795,66.932,"Class5","Q",54.77,66.895,30.209
58,42.421,64.863,18.977,85.612,"Class1","K",24.348,31.268,64.518
50,66.867,37.098,57.644,66.149,"Class4","I",56.781,69.642,12.213
53,15.331,NA,45.372,108.848,"Class2","K",55.002,24.78,51.085
30,13.542,73.519,51.113,33.462,"Class2","H",50.456,24.732,51.675
47,62.396,47.842,90.661,67.983,"Class3","I",75.526,19.216,46.02
4,65.398,49.786,83.742,41.28,"Class3","I",75.878,30.518,46.377
16,39.653,48.886,63.787,75.678,"Class4","X",70.303,71.106,12.615
12,52.871,48.203,56.299,73.38,"Class4","I",26.985,65.862,12.132
46,37.019,18.795,69.501,64.796,"Class5","Q",58.419,66.776,33.013
22,65.567,47.945,83.487,4.936,"Class3","N",64.893,21.488,46.542
60,17.564,71.928,82.922,38.879,"Class2","T",50.564,41.594,51.605
63,16.125,67.926,24.546,88.733,"Class1","K",43.423,17.789,63.116
35,23.966,70.554,39.853,28.032,"Class2","X",52.041,11.764,51.15
62,36.981,NA,41.794,88.002,"Class1","T",55.076,36.704,64.303
33,69.074,47.43,90.908,62.875,"Class3","S",73.006,23.196,47.291
90,-9.732,49.81,62.7,71.26,"Class4","C",42.801,22.179,12.945
19,67.564,44.174,87.672,25.479,"Class3","Q",65.728,21.843,46.675
42,39.523,51.663,59.018,70.955,"Class4","H",54.023,29.472,12.771
63,22.009,59.206,63.503,80.048,"Class1","U",65.187,22.33,69.253
7,80.467,41.824,86.298,72.099,"Class3","S",62.062,31.615,47.35
41,54.488,72.11,64.564,72.729,"Class4","S",41.187,80.02,12.239
59,23.645,69.289,58.75,73.583,"Class4","S",62.072,48.5,12.548
27,16.131,80.904,61.565,44.712,"Class2","T",56.632,3.911,51.695
61,25.307,55.335,25.564,85.643,"Class1","U",61.688,26.44,64.036
61,38.124,32.503,23.582,87.387,"Class1","F",98.625,74.58,69.401
91,40.429,57.023,64.773,72.677,"Class4","S",38.641,33.788,12.382
80,45.87,47.732,95.224,54.866,"Class5","P",46.587,66.915,35.555
38,65.769,47.197,87.092,2.968,"Class3","N",66.627,14.969,47.513
64,40.121,38.625,58.92,70.467,"Class4","I",46.386,19.776,12.209
56,37.702,44.575,51.485,85.475,"Class1","F",60.668,35.568,65.28
66,56.544,53.211,64.457,71.152,"Class4","C",43.367,85.066,12.424
35,41.415,36.528,97.232,74.025,"Class5","Q",44.895,66.849,35.361
49,107.522,43.894,81.926,23.583,"Class3","S",72.503,7.547,47.516
90,32.905,47.036,63.262,73.762,"Class4","S",49.343,82.034,12.21
86,39.401,55.342,61.271,76.101,"Class4","I",69.221,29.737,12.383
55,26.799,37.199,29.313,80.503,"Class1","F",55.382,87.019,65.025
59,6.574,76.107,83.055,83.201,"Class2","T",55.624,19.049,51.437
61,48.564,33.109,75.371,88.904,"Class1","T",69.812,16.764,64.033
30,34.165,23.039,67.196,74.88,"Class5","P",53.741,66.114,39.671
31,NA,15.834,78.57,65.804,"Class5","P",59.214,66.113,27.823
81,45.875,51.703,64.346,76.546,"Class4","X",52.8,80.853,12.932
33,71.913,49.151,83.159,72.687,"Class5","P",41.62,66.407,41.636
73,11.867,74.82,68.06,35.011,"Class2","X",58.199,17.556,51.118
31,75.504,50.617,84.855,109.138,"Class3","I",76.705,19.826,46.083
57,22.677,37.522,87.738,90.602,"Class1","K",60.665,24.652,68.453
60,50.941,53.528,46.659,108.378,"Class1","U",54.612,16.42,67.584
19,51.74,47.846,61.174,70.813,"Class4","C",55.139,14.422,12.395
31,78.98,45.547,81.094,82.024,"Class3","T",74.025,18.555,47.679
55,30.123,76.717,53.826,84.351,"Class1","K",64.232,84.952,63.765
30,14.304,81.859,38.639,50.743,"Class2","K",41.603,5.189,51.969
57,46.682,29.309,85.498,44.012,"Class5","W",61.622,66.75,40.018
32,71.951,47.735,88.676,100.219,"Class3","I",65.483,22.893,46.629
67,4.402,NA,90.417,64.53,"Class5","Q",57.335,66.331,42.073
24,73.205,NA,84.365,63.345,"Class3","Q",78.253,10.155,46.382
9,76.897,43.713,87.98,70.307,"Class3","Q",71.637,21.757,47.128
9,68.152,42.256,88.412,80.683,"Class3","I",64.425,3.773,47.058
66,46.937,24.428,86.278,51.736,"Class5","S",63.974,66.145,23.137
56,25.588,NA,62.225,87.196,"Class1","K",63.301,74.677,68.502
28,21.02,70.486,57.922,50.532,"Class2","K",49.117,32.356,51.013
38,21.235,61.997,62.755,71.941,"Class4","S",64.571,58.431,12.906
49,28.362,38.68,90.145,58.75,"Class5","Q",70.502,66.615,23.014
39,79.818,44.305,90.227,93.81,"Class3","I",68.53,10.647,47.609
18,77.672,48.432,82.032,57.554,"Class3","S",66.438,6.274,47.686
29,76.334,49.496,87.006,47.167,"Class3","S",63.82,8.359,46.414
30,37.336,4.386,89.305,68.511,"Class5","P",77.232,66.666,35.511
42,76.505,44.378,81.661,53.558,"Class3","I",69.402,6.471,47.491
15,67.922,45.623,85.522,48.897,"Class3","N",64.99,0.328,46.109
53,20.545,42.078,79.896,93.283,"Class1","X",83.972,85.334,63.122
76,56.909,57.671,57.431,72.777,"Class4","H",15.795,37.269,12.92
77,26.716,11.894,75.674,61.747,"Class5","P",56.915,66.789,42.622
2,47.184,NA,90.001,39.348,"Class3","I",65.877,25.598,47.555
23,75.102,51.866,81.653,102.836,"Class3","I",78.793,17.828,46.933
52,20.989,48.109,61.322,70.429,"Class4","C",63.705,40.958,12.137
35,12.115,67.657,74.842,16.817,"Class2","Y",56.335,4.734,51.986
36,76.266,43.382,84.787,117.003,"Class3","Q",69.361,7.453,47.792
30,101.434,45.543,86.29,61.781,"Class3","I",73.264,15.053,47.743
29,32.164,36.354,86.477,86.551,"Class5","W",40.556,66.221,32.817
69,6.461,77.207,25.753,65.397,"Class2","Y",52.396,20.151,51.801
52,15.831,38.153,57.424,75.108,"Class4","X",21.255,81.767,12.093
19,75.524,40.714,82.527,28.982,"Class3","T",61.327,31.693,46.597
43,39.787,27.215,74.631,65.463,"Class5","P",64.177,66.59,26.147
56,24.118,55.332,66.755,103.535,"Class1","T",48.773,52.481,65.272
85,11.863,74.365,47.441,32.237,"Class2","Y",53.155,9.746,51.826
53,43.875,56.267,34.622,89.507,"Class1","U",44.26,69.404,67.936
84,44.306,50.101,62.146,73.927,"Class4","I",33.708,32.006,12.222
71,13.865,81.377,80.566,70.141,"Class2","H",54.158,4.99,51.188
40,21.368,75.749,58.122,38.664,"Class2","T",48.05,25.071,51.627
55,10.332,66.746,20.863,96.234,"Class1","X",27.883,42.502,69.587
44,38.05,63.12,61.813,71.385,"Class4","S",27.997,81.742,12.002
62,63.716,11.296,95.888,66.265,"Class5","W",42.983,66.139,34.319
55,37.758,51.108,27.151,108.141,"Class1","F",52.625,22.502,63.772
75,36.183,23.766,83.959,70.183,"Class5","S",56.209,66.508,38.959
39,19.365,10.294,76.27,65.936,"Class5","Q",44.391,66.525,42.331
57,NA,61.776,88.748,16.008,"Class2","H",47.388,33.264,51.831
54,40.456,64.703,24.103,95.281,"Class1","U",67.659,46.478,65.247
52,46.857,12.518,85.654,62.87,"Class5","W",43.036,66.348,31.729
53,-4.601,77.406,92.883,87.024,"Class1","K",52.52,81.208,64.028
35,69.969,47.745,86.719,54.606,"Class3","I",67.569,17.725,47.536
28,10.694,73.832,76.385,68.236,"Class2","Y",55.749,34.588,51.788
28,8.211,66.774,35.97,85.392,"Class2","T",51.811,47.356,51.244
58,27.375,83.049,64.63,89.214,"Class1","F",41.994,72.175,63.643
65,23.745,73.603,33.735,59.628,"Class2","K",58.795,6.79,51.517
45,41.312,49.024,82.735,71.422,"Class3","I",64.868,16.39,46.992
37,12.65,54.031,60.732,73.198,"Class4","S",31.861,72.515,12.357
60,13.758,29.565,94.421,59.37,"Class5","Z",39.446,66.095,37.041
43,11.834,67.588,29.495,93.573,"Class2","X",44.813,29.699,51.38
79,49.313,51.094,60.642,73.473,"Class4","X",50.52,23.677,12.357
36,43.539,45.526,58.143,71.627,"Class4","H",36.823,50.219,12.372
75,NA,73.746,33.759,70.404,"Class2","K",52.037,40.74,51.862
63,28.758,48.67,65.188,89.906,"Class1","K",17.397,70.103,64.057
57,-2.346,63.93,81.972,43.08,"Class2","Y",49.904,7.1,51.753
60,32.541,40.757,18.363,100.407,"Class1","K",47.265,63.241,68.647
75,8.452,67.248,60.643,25.904,"Class2","X",54.225,21.324,51.838
64,83.921,52.585,58.695,74.434,"Class4","I",63.886,78.186,12.863
64,4.842,78.787,19.091,20.377,"Class2","T",54.882,12.162,51.945
21,56.688,47.833,80.785,68.065,"Class3","I",76.983,2.327,46.069
62,68.091,58.123,56.356,74.89,"Class4","H",24.292,81.219,12.549
14,30.181,37.221,57.249,72.856,"Class4","H",72.796,87.774,12.251
26,41.928,43.115,57.661,73.773,"Class4","C",37.112,43.425,12.842
57,40.092,41.901,61.102,71.808,"Class4","S",48.659,52.487,12.382
7,93.824,47.875,84.082,123.866,"Class3","T",72.473,29.403,46.093
53,NA,39.638,39.868,93.658,"Class1","T",67.179,39.971,66.653
74,50.274,22.383,80.513,74.044,"Class5","Q",55.275,66.363,32.398
54,15.821,35.412,21.47,97.593,"Class1","X",63.941,19.132,63.04
57,-4.701,48.048,46.58,93.909,"Class1","K",64.974,48.721,67.152
9,81.489,43.565,82.883,84.818,"Class3","I",68.404,24.421,47.956
5,85.489,44.715,85.627,75.481,"Class3","N",65.682,9.123,47.6
41,45.78,19.116,65.035,65.755,"Class5","Q",35.624,66.274,29.825
60,18.765,8.023,54.93,80.492,"Class1","F",74.272,14.175,66.241
60,29.664,34.053,20.762,94.956,"Class1","K",67.64,30.268,65.509
63,NA,19.522,83.946,74.678,"Class5","Z",43.594,66.489,23.094
56,23.327,7.782,86.993,94.383,"Class1","F",40.971,58.393,67.018
53,52.069,49.688,57.353,74.399,"Class4","H",38.828,15.152,12.761
38,33.552,54.176,89.039,61.411,"Class5","S",52.879,66.666,22.916
35,11.125,74.462,57.817,62.863,"Class2","H",51.997,14.082,51.546
55,0.879,41.343,44.812,103.23,"Class1","U",89.564,59.232,64.621
36,NA,46.47,90.147,33.321,"Class3","S",67.36,0.445,47.266
23,53.164,46.798,88.89,28.909,"Class3","S",74.952,11.816,47.634
34,52.074,41.544,56.645,72.789,"Class4","S",33.206,90.406,12.457
31,-2.873,42.294,60.274,73.223,"Class4","H",45.516,59.418,12.905
62,11.971,71.445,43.36,24.888,"Class2","K",47.339,22.383,51.402
78,54.935,21.515,69.001,66.128,"Class5","P",66.81,66.113,30.797
27,13.125,72.83,27.833,31.635,"Class2","T",50.907,19.177,51.186
56,41.038,24.73,72.827,72.267,"Class5","Q",67.814,66.577,30.377
41,-5.027,63.817,61.254,62.865,"Class2","T",52.6,20.104,51.91
70,50.152,65.319,57.41,71.922,"Class4","I",19.867,46.665,12.051
68,65.249,42.313,77.656,57.662,"Class5","Z",57.966,66.563,31.243
41,21.224,23.044,83.27,63.289,"Class5","Q",48.562,66.831,39.662
79,66.022,58.335,60.09,78.871,"Class4","S",41.297,81.786,12.128
37,19.107,79.024,37.081,26.171,"Class2","H",52.385,18.242,51.482
46,8.955,67.408,27.394,58.368,"Class2","X",50.051,3.244,51.506
76,57.673,49.611,60.663,71.42,"Class4","H",39.98,66.278,12.057
20,61.998,38.538,64.904,73.765,"Class4","C",67.957,31.51,12.181
33,24.588,24.914,86.815,70.932,"Class5","S",45.418,66.46,30.009
53,9.884,70.567,18.972,35.776,"Class2","T",54.582,42.84,51.718
1,38.83,45.543,85.23,75.457,"Class3","N",80.211,11.337,46.702
91,24.727,47.28,60.652,73.006,"Class4","C",37.163,70.966,12.212
60,8.399,44.933,57.118,78.693,"Class1","U",31.428,76.09,66.562
53,34.75,45.036,76.751,96.068,"Class1","X",70.995,37.915,65.02
51,42.483,39.084,60.49,71.097,"Class4","S",51.08,77.059,12.278
62,22.953,11.383,30.436,93.363,"Class1","X",73.586,63.778,64.699
34,13.393,84.9,57.799,24.435,"Class2","K",54.366,5.044,51.067
59,21.125,32.009,22.912,81.184,"Class1","T",50.941,14.246,69.405
31,77.434,51.692,81.403,110.01,"Class3","I",66.5,12.41,46.112
55,18.557,77.584,21.752,10.81,"Class2","K",51.243,31.057,51.006
16,75.199,50.214,90.452,41.764,"Class3","N",72.823,7.678,47.834
46,58.381,47.794,61.864,72.87,"Class4","S",38.474,78.368,12.542
32,23.001,28.222,80.411,61.463,"Class5","Q",61.7,66.057,25.44
37,16.871,69.744,52.773,77.799,"Class2","K",52.434,32.694,51.391
53,40.684,48.633,80.175,79.716,"Class5","S",46.319,66.699,35.83
43,51.984,49.199,88.682,27.628,"Class3","N",71.283,0.718,46.035
24,84.192,46.243,90.896,40.306,"Class3","T",67.224,17.61,47.664
37,57.969,44.322,89.112,37.018,"Class3","N",57.529,6.597,47.969
62,-1.651,73.066,52.587,65.956,"Class2","X",57.424,27.119,51.352
46,52.637,42.012,87.095,122.673,"Class3","Q",62.678,3.32,46.391
76,7.097,82.084,33.509,31.558,"Class2","T",57.652,33.826,51.875
89,10.952,51.896,60.91,73.151,"Class4","H",65.461,28.425,12.729
13,44.709,52.078,60.54,73.083,"Class4","X",21.412,43.069,12.636
54,14.389,58.465,58.105,69.523,"Class4","H",36.083,37.695,12.792
5,50.078,46.156,87.28,66.162,"Class3","I",64.473,0.656,46.862
64,44.537,34.185,65.226,81.699,"Class5","S",64.176,66.392,41.029
70,63.247,61.362,59.099,72.145,"Class4","C",31.945,43.985,12.007
18,82.94,47.94,90.453,70.894,"Class3","N",69.103,10.413,47.137
38,1.414,70.189,92.251,124.301,"Class2","T",49.225,24.618,51.308
45,16.89,72.289,65.268,71.672,"Class2","T",55.569,14.391,51.415
43,68.917,48.472,82.486,90.936,"Class3","Q",59.575,1.788,47.493
71,1.87,62.884,40.776,-20.717,"Class2","Y",54.797,11.16,51.699
27,NA,37.457,59.949,72.494,"Class4","H",60.477,24.717,12.334
1,75.338,47.949,84.963,31.835,"Class3","T",64.197,8.282,47.524
36,6.569,70.704,24.168,130.476,"Class2","T",53.735,47.554,51.869
63,-4.092,25.668,85.488,64.467,"Class5","W",70.893,66.148,39.318
14,59.083,NA,63.193,73.596,"Class4","X",66.929,90.936,12.244
55,15.391,71.768,30.598,28.255,"Class2","Y",51.031,21.391,51.042
58,16.929,20.362,18.891,71.739,"Class1","U",43.124,60.812,69.342
56,29.816,NA,93.193,84.712,"Class1","F",60.744,54.084,63.921
49,30.753,-17.206,70.385,69.36,"Class5","W",39.417,66.13,40.135
83,54.535,46.885,64.333,74.245,"Class4","X",59.411,17.245,12.132
56,28.971,14.781,69.826,95.216,"Class1","X",59.696,77.118,66.875
36,27.844,37.053,77.009,75.654,"Class5","W",51.334,66.971,42.383
69,-1.846,61.665,56.509,77.053,"Class4","H",52.657,90.654,12.881
39,97.422,NA,87.576,51.105,"Class3","I",70.208,28.198,47.555
36,67.141,43.676,86.428,45.228,"Class3","I",74.901,22.136,46.921
23,54.551,48.229,84.034,43.425,"Class3","T",80.895,8.668,47.768
53,NA,72.648,22.676,74.751,"Class2","K",44.749,45.821,51.324
49,48.736,24.88,68.91,71.104,"Class5","Z",51.676,66.443,36.433
53,44.77,NA,70.099,90.326,"Class1","T",68.45,88.173,68.192
76,62.344,50.582,63.385,74.977,"Class4","I",39.569,75.969,12.815
27,9.385,65.609,39.442,69.626,"Class2","T",49.591,19.508,51.267
78,8.901,76.299,47.838,40.337,"Class2","X",60.674,11.026,51.083
42,46.105,21.097,95.033,76.277,"Class5","P",41.995,66.049,37.918
67,41.773,35.256,72.078,71.13,"Class5","W",56.569,66.6,37.589
62,46.365,33.982,64.656,87.968,"Class1","X",65.901,46.183,63.133
61,33.508,58.036,35.167,92.418,"Class1","U",71.232,77.512,64.937
70,17.427,70.588,58.054,4.074,"Class2","X",40.622,23.775,51.421
20,9.379,52.636,59.281,71.047,"Class4","I",49.668,84.752,12.785
55,40.095,13.93,30.868,83.3,"Class1","X",58.926,18.568,64.466
61,16.708,39.62,84.047,96.107,"Class1","T",37.228,76.898,68.459
27,75.789,54.185,56.662,72.566,"Class4","I",61.284,84.894,12.449
36,26.418,-10.264,92.921,77.511,"Class5","Q",38.054,66.028,39.399
67,31.41,13.763,66.627,57.495,"Class5","S",39.253,66.594,32.023
57,25.116,40.528,43.137,103.562,"Class1","U",67.002,50.672,63.903
81,12.38,56.955,47.851,63.496,"Class2","X",53.45,11.276,51.16
54,31.059,22.133,46.283,92.586,"Class1","F",37.276,84.695,67.437
31,20.917,15.772,93.745,62.022,"Class5","W",60.123,66.579,29.927
48,67.817,45.152,81.993,114.236,"Class3","I",68.129,21.507,46.593
63,NA,35.146,71.508,85.993,"Class1","K",51.224,63.091,67.199
39,92.798,43.739,88.086,64.588,"Class3","S",67.388,14.749,46.102
75,21.356,30.812,85.951,61.168,"Class5","P",74.118,66.068,34.132
