"EJS1","SLH2","ZUD3","JFS4","WML5","EHM6","IPF7","ZUS8","TKM9","OHJ10","Output21","RYQ11"
9.559,"D",65.695,46,68.457,61.217,13.894,NA,67.415,39.807,"Class1",60.391
27.259,"A",15.848,13,10.513,30.726,32.618,85,31.793,44.466,"Class2",3.533
25.098,"T",26.387,5,8.164,25.418,43.065,88,11.907,43.007,"Class2",21.719
27.5,"T",13.524,5,26.906,25.443,32.655,84,22.059,71.624,"Class2",26.938
21.67,"L",65.598,35,40.068,22.192,9.306,74,67.431,50.17,"Class1",69.393
27.348,"I",65.527,33,60.025,43.471,7.475,75,66.402,43.756,"Class1",66.337
18.764,"L",65.231,73,38.105,52.386,22.556,77,69.937,70.226,"Class1",61.409
16.474,"G",64.672,81,62.539,35.149,15.808,NA,67.382,56.545,"Class1",70.969
24.13,"V",7.695,4,15.5,29.36,48.109,88,14.484,89.777,"Class2",21.604
25.773,"G",65.742,47,27.896,61.75,12.506,NA,68.511,66.606,"Class1",64.786
23.26,"K",42.062,8,21.185,21.176,25.024,91,18.492,77.698,"Class2",18.887
91.927,"Z",97.557,83,61.723,88.699,31.822,15,63.333,56.556,"Class3",37.183
63.625,"C",92.373,58,51.334,66.031,33.19,11,59.329,91.172,"Class3",38.56
16.829,"I",65.759,54,35.521,66.756,18.75,72,67.728,72.768,"Class1",66.685
86.435,"C",89.823,96,58.034,45.851,33.698,22,57.007,7.349,"Class3",39.64
11.481,"G",65.62,36,33.852,49.493,13.94,72,70.185,43.51,"Class1",67.089
30.167,"K",33.819,4,10.442,12.668,56.573,87,19.804,63.436,"Class2",21.099
66.32,"T",95.276,72,63.41,68.377,29.086,41,60.497,44.152,"Class3",40.09
22.001,"A",28.051,8,24.73,27.498,58.299,85,10.223,88.028,"Class2",6.599
75.568,"T",87.857,88,59.886,10.529,31.401,11,59.954,72.483,"Class3",34.86
22.177,"T",12.093,4,12.444,26.137,37.832,87,15.646,73.273,"Class2",12.922
29.629,"X",65.928,73,49.31,75.206,21.818,NA,68.533,50.985,"Class1",67.853
9.174,"L",65.548,41,48.477,55.069,4.225,NA,67.251,37.664,"Class1",65.446
16.822,"X",65.18,33,27.021,53.292,4.94,74,66.421,74.483,"Class1",58.566
27.878,"V",20.465,9,46.167,31.87,44.383,85,19.024,70.164,"Class2",16.033
89.159,"Z",96.097,70,74.162,57.76,31.136,6,58.243,16.097,"Class3",38.03
71.507,"Z",97.755,89,57.855,67.574,30.33,NA,63.86,8.062,"Class3",42.095
31.43,"K",25.373,4,11.498,26.466,53.181,88,19.916,61.71,"Class2",16.225
20.912,"G",65.468,83,33.745,71.606,7.686,77,69.079,36.205,"Class1",65.873
29.227,"K",45.878,5,26.446,28.686,23.795,87,22.422,73.203,"Class2",22.163
7.744,"X",65.303,72,72.366,21.708,12.708,73,65.43,63.728,"Class1",69.477
16.334,"G",66.054,61,66.334,58.343,14.31,75,65.016,52.361,"Class1",65.744
22.233,"K",33.173,4,19.622,16.583,31.326,88,23.854,66.813,"Class2",22.26
7.588,"D",65.761,84,12.628,33.971,13.569,74,68.858,56.287,"Class1",63.111
90.643,"T",90.236,57,63.549,15.276,31.058,23,NA,10.952,"Class3",34.602
29.513,"K",33.281,9,1.127,29.721,26.965,84,11.836,80.791,"Class2",17.976
29.853,"L",65.54,63,56.795,41.04,13.964,74,67.391,48.166,"Class1",65.03
92.189,"C",81.559,94,63.626,79.757,31.522,21,59.635,25.337,"Class3",41.872
25.35,"V",23.795,12,23.044,21.904,47.489,85,19.659,50.751,"Class2",22.623
59.935,"T",91.874,98,65.025,60.337,31.747,38,60.782,96.104,"Class3",38.183
27.381,"L",66.241,58,47.778,59.367,16.637,76,69.639,72.331,"Class1",64.189
20.48,"L",64.825,59,48.428,43.099,22.678,75,69.943,75.438,"Class1",68.108
17.051,"L",65.143,51,16.099,45.542,3.897,72,65.43,38.302,"Class1",66.432
84.958,"C",96.684,98,51.657,43.788,29.632,13,NA,33.407,"Class3",43.092
28.663,"K",55.845,11,18.02,25.965,46.74,87,9.095,90.744,"Class2",20.918
82.737,"S",90.932,62,60.353,57.914,32.121,24,57.057,9.055,"Class3",42.798
66.305,"S",87.455,64,54.507,61.649,31.684,16,62.989,90.396,"Class3",40.436
74.078,"T",86.143,95,66.969,-4.53,33.484,42,62.921,69.721,"Class3",43.382
11.619,"I",65.303,48,29.384,50.361,12.036,76,69.414,65.182,"Class1",70.315
35.822,"A",17.136,3,7.04,26.468,36.532,85,11.227,58.862,"Class2",11.356
21.696,"G",65.35,48,5.78,71.628,12.749,75,67.71,46.459,"Class1",60.342
16.083,"D",65.319,37,51.974,54.111,12.313,76,70.486,64.29,"Class1",63.126
29.89,"A",15.103,3,7.308,20.092,36.672,NA,17.118,82.382,"Class2",19.726
89.224,"C",87.239,90,61.075,65.259,33.384,35,63.976,66.062,"Class3",41.126
14.953,"D",65.431,54,43.464,63.375,20.256,NA,70.753,39.451,"Class1",62.98
62.087,"Z",88.271,83,61.986,62.377,33.768,41,60.405,36.696,"Class3",34.983
23.482,"K",40.909,6,14.23,31.53,25.241,85,18.236,39.093,"Class2",20.413
75.315,"C",88.852,67,43.545,55.853,29.931,24,62.988,33.541,"Class3",40.455
34.055,"K",42.921,6,13.31,29.237,58.394,86,26.882,67.539,"Class2",24.404
21.337,"A",53.398,13,30.432,29.905,41.535,90,27.63,85.027,"Class2",15.018
70.068,"T",87.551,55,63.104,95.719,31.805,28,58.636,33.508,"Class3",41.249
8.457,"I",65.698,52,41.447,45.972,22.554,72,69.231,66.607,"Class1",67.97
21.714,"D",66.063,73,9.571,69.18,5.995,73,70.346,35.23,"Class1",64.674
36.048,"A",25.809,8,15.427,27.691,29.685,NA,26.656,70.928,"Class2",14.24
76.628,"S",90.604,67,54.433,43.587,31.032,29,63.808,76.21,"Class3",35.933
66.913,"T",87.554,69,58.512,43.29,30.606,28,57.055,6.985,"Class3",42.935
82.935,"Z",83.455,71,55.598,47.844,29.522,28,60.585,45.759,"Class3",40.018
14.272,"L",65.486,45,29.288,51.205,13.596,74,68.786,77.145,"Class1",66.03
15.718,"G",65.282,38,58.24,50.939,10.438,75,66.847,43.342,"Class1",65.567
26.621,"K",32.973,12,18.68,30.129,41.03,90,15.715,80.167,"Class2",17.318
60.342,"C",90.414,85,51.303,34.426,30.23,8,63.045,8.679,"Class3",45.406
74.349,"Z",89.588,80,56.439,28.978,33.754,18,63.556,40.817,"Class3",41.401
9.671,"X",65.205,43,56.43,82.313,17.192,74,68.801,67.448,"Class1",63.915
89.384,"C",85.917,63,54.444,37.208,29.704,3,62.674,75.046,"Class3",36.707
26.402,"W",43.709,14,29.105,20.872,54.779,85,32.422,69.243,"Class2",14.955
23.644,"A",38.553,12,14.711,28.51,25.28,84,33.072,69.721,"Class2",14.237
23.243,"D",66.085,35,51.206,61.169,20.829,72,66.586,51.395,"Class1",66.68
20.802,"X",66.062,37,58.423,54.389,7.819,74,NA,41.312,"Class1",69.871
30.55,"A",40.99,9,29.57,30.719,31.361,87,21.793,75.571,"Class2",11.106
28.815,"A",51.984,10,25.291,25.018,38.31,87,27.984,54.741,"Class2",13.837
36.568,"V",45.298,3,27.443,25.16,24.52,85,31.707,73.746,"Class2",20.122
36.386,"V",18.416,8,24.886,21.503,52.521,90,17.845,48.319,"Class2",8.277
18.863,"X",65.626,71,-22.974,46.291,10.92,75,69.605,49.323,"Class1",66.755
25.105,"L",64.335,76,36.209,57.409,12.752,77,66.651,58.676,"Class1",62.888
27.903,"L",66.221,54,17.224,35.928,18.584,73,66.1,53.236,"Class1",64.672
63.942,"C",94.566,80,63.568,90.307,30.966,0,57.861,44.755,"Class3",37.141
22.437,"X",65.303,55,27.056,61.612,9.887,76,69.439,52.044,"Class1",66.006
63.391,"T",97.874,60,51.939,50.97,33.184,6,61.251,88.469,"Class3",39.865
66.301,"S",88.626,90,72.122,63.863,33.889,0,62.7,93.478,"Class3",40.437
23.583,"T",40.955,14,25.237,20.473,44.919,87,24.748,58.293,"Class2",26.212
20.627,"D",65.095,78,28.268,54.945,17.786,73,69.779,68.874,"Class1",69.258
27.392,"D",65.379,68,5.564,66.591,14.243,76,65.163,36.901,"Class1",68.928
18.368,"D",65.448,80,37.498,45.558,12.43,76,68.904,55.717,"Class1",61.141
25.819,"D",65.596,86,30.216,73.12,18.949,73,66.72,55.86,"Class1",70.189
22.221,"G",65.187,35,44.791,51.883,22.432,75,65.557,60.216,"Class1",69.907
7.743,"I",65.96,62,45.756,67.993,16.674,72,70.764,68.975,"Class1",71.714
9.673,"D",65.245,34,30.993,53.803,17.783,73,65.132,71.505,"Class1",64.325
17.945,"X",65.791,38,37.294,40.263,21.515,73,66.664,64.647,"Class1",64.541
14.312,"X",65.021,70,66,46.217,20.014,76,69.38,73.413,"Class1",74.518
67.255,"C",91.043,76,68.655,56.861,29.124,NA,57.006,71.739,"Class3",38.991
65.635,"Z",93.798,73,55.352,41.999,33.402,43,62.937,36.011,"Class3",38.905
91.157,"I",90.497,73,51.692,74.06,31.746,8,63.549,91.978,"Class3",40.381
59.024,"Z",87.664,71,51.155,11.378,31.346,23,NA,35.575,"Class3",38.561
29.554,"W",32.476,7,28.569,25.146,28.578,90,9.822,79.829,"Class2",14.753
27.954,"G",65.476,52,55.676,60.405,15.942,74,69.703,46.754,"Class1",69.029
64.28,"S",95.532,89,54.307,42.531,33.747,36,59.228,8.892,"Class3",37.442
34,"W",29.362,11,11.862,15.498,27.389,89,10.71,84.509,"Class2",15.238
31.398,"K",27.446,8,24.087,15.488,23.327,NA,29.15,71.794,"Class2",14.366
22.836,"I",66.032,73,56.51,43.494,10.128,76,68.478,54.907,"Class1",67.796
29.676,"W",35.858,3,4.69,31.028,31.978,87,19.613,64.913,"Class2",16.693
30.367,"V",9.642,6,15.278,21.623,46.859,NA,14.026,82.941,"Class2",9.216
9.689,"L",65.399,69,46.055,47.765,19.672,74,67.442,39.121,"Class1",66.406
93.865,"Z",92.667,59,66.794,80.139,29.278,20,62.657,80.94,"Class3",39.276
63.799,"Z",91.171,86,76.223,46.305,29.499,20,57.863,71.817,"Class3",38.118
29.123,"I",64.935,44,35.033,42.454,7.06,75,68.128,59.484,"Class1",67.316
64.721,"Z",101.554,57,50.518,37.152,30.678,45,60.542,27.458,"Class3",41.635
65.784,"C",95.096,87,49.105,45.553,29.027,2,58.073,15.969,"Class3",39.833
21.492,"X",65.547,59,39.923,53.436,13.749,76,69.516,44.577,"Class1",65.857
29.228,"A",24.507,3,21.341,13.033,31.976,85,15.696,85.433,"Class2",16.575
19.131,"G",65.853,61,44.032,60.043,17.236,75,NA,54.891,"Class1",67.014
25.887,"T",60.26,11,19.096,22.076,23.1,87,21.56,49.232,"Class2",14.204
33.085,"T",38.138,10,16.487,37.773,39.67,90,28.384,86.892,"Class2",11.15
23.274,"V",31.436,3,23.481,28.612,43.347,85,20.425,67.946,"Class2",22.521
28.273,"K",38.56,8,23.353,19.031,33.689,84,14.772,46.99,"Class2",22.102
28.803,"X",65.612,64,21.978,39.251,10.698,76,66.415,62.176,"Class1",67.553
30.085,"K",24.657,9,29.919,26.801,54.18,NA,10.508,39.517,"Class2",18.806
78.601,"C",93.645,74,55.686,71.858,30.026,13,62.384,85.383,"Class3",41.395
24.158,"I",65.462,66,51.855,39.214,18.384,77,67.954,48.662,"Class1",64.274
33.682,"T",52.393,5,24.76,25.005,45.187,88,28.216,89.18,"Class2",27.037
27.432,"I",65.47,80,19.47,42.565,13.391,73,65.954,46.124,"Class1",73.261
23.853,"T",33.44,8,25.054,24.333,49.688,91,NA,41.421,"Class2",16.236
22.945,"K",39.088,5,17.802,19.836,45.664,84,30.251,56.467,"Class2",7.671
67.418,"I",93.255,58,60.744,41.462,32.669,21,58.909,12.88,"Class3",42.133
73.683,"T",87.824,65,64.096,14.033,30.434,32,59.38,71.02,"Class3",39.861
12.154,"G",65.81,72,50.865,48.391,9.55,75,69.242,53.074,"Class1",62.349
16.555,"X",65.827,70,53.804,45.904,17.404,77,68.608,67.118,"Class1",64.675
87.925,"T",92.335,94,56.649,71.222,33.985,18,58.678,17.982,"Class3",37.201
83.12,"T",87.342,66,51.449,76.047,32.168,9,58.93,17.76,"Class3",40.006
24.537,"A",38.222,4,21.814,22.919,46.206,90,33.448,44.388,"Class2",15.495
80.415,"T",94.251,66,67.724,76.822,31.423,25,62.334,81.649,"Class3",37.158
29.59,"G",65.734,66,53.413,52.252,19.297,73,66.535,74.176,"Class1",66.589
28.276,"G",65.988,63,39.826,52.201,8.234,75,69.664,77.501,"Class1",70.52
21.957,"A",44.2,12,18.434,26.484,27.17,86,NA,76.163,"Class2",20.075
31.877,"W",31.387,3,15.119,30.852,48.441,85,NA,72.373,"Class2",8.675
21.079,"V",26.514,6,11.113,29.546,57.98,88,15.543,73.104,"Class2",23.261
90.943,"C",91.869,71,52.462,67.698,32.922,37,57.046,22.923,"Class3",38.151
32.563,"A",27.961,4,15.826,24.74,28.746,86,15.734,86.354,"Class2",21.071
30.31,"V",16.954,9,16.435,23.332,57.769,87,NA,61.636,"Class2",17.424
18.592,"I",65.824,73,-1.66,43.612,20.465,75,70.158,50.177,"Class1",63.428
26.895,"K",20.945,4,24.848,22.013,38.751,91,20.705,51.02,"Class2",11.976
87.733,"C",96.808,56,56.084,59.701,33.447,24,59.102,30.427,"Class3",35.955
21.795,"L",65.783,59,35.566,54.337,8.886,76,70.774,58.421,"Class1",68.579
75.276,"Z",88.635,61,52.843,49.715,30.843,46,63.032,60.143,"Class3",43.179
63.267,"Z",88.855,71,57.109,30.805,31.483,11,59.305,49.645,"Class3",43.372
69.265,"S",82.614,80,58.883,76.855,30.965,45,62.778,36.392,"Class3",45.291
28.677,"G",65.431,38,61.259,62.904,15.403,77,65.859,63.343,"Class1",65.612
84.803,"I",95.393,75,61.811,43.757,30.767,41,NA,50.792,"Class3",37.717
26.884,"K",45.21,3,24.32,30.547,35.013,89,24.158,86.869,"Class2",27.765
14.065,"G",64.731,61,26.936,29.075,17.625,74,70.767,65.525,"Class1",65.283
64.29,"Z",93.916,69,65.396,85.291,30.07,14,62.949,17.17,"Class3",41.72
22.556,"L",65.168,77,17.833,35.991,4.557,77,68.751,48.539,"Class1",73.863
32.319,"A",35.623,8,21.458,25.947,26.12,86,27.506,67.394,"Class2",22.985
70.408,"Z",91.319,82,88.18,52.295,33.31,31,62.759,32.53,"Class3",36.343
88.262,"C",90.41,61,63.123,79.038,32.323,19,60.841,77.216,"Class3",41.614
89.794,"S",95.935,63,65.59,82.381,31.016,18,61.447,18.914,"Class3",35.122
24.975,"W",35.402,11,34.093,18.126,36.979,91,10.074,79.188,"Class2",19.343
16.466,"G",64.999,84,29.265,37.75,9.149,72,68.856,35.647,"Class1",65.809
21.097,"W",38.295,9,24.765,20.237,40.489,87,28.538,63.194,"Class2",14.218
28.112,"V",43.258,11,27.239,27.032,43.685,84,23.551,72.202,"Class2",19.061
7.086,"I",65.851,46,66.461,39.805,3.886,75,70.01,42.544,"Class1",74.058
33.508,"A",26.252,5,18.548,33.999,51.916,85,18.396,76.735,"Class2",10.864
10.152,"D",65.472,60,8.812,64.039,18.762,76,69.808,67.45,"Class1",71.046
73.831,"C",89.125,61,62.478,45.471,30.239,8,60.416,76.784,"Class3",42.672
34.682,"K",13.514,14,26.914,20.93,30.197,84,10.44,50.924,"Class2",20.056
7.434,"G",65.579,85,9.345,53.097,22.211,75,69.839,65.798,"Class1",71.173
31.868,"A",29.033,3,31.919,29.615,35.413,88,NA,63.384,"Class2",25.939
33.576,"V",50.477,3,26.384,25.635,26.457,86,30.438,45.986,"Class2",13.641
23.811,"W",16.879,7,15.369,25.821,55.247,85,20.106,72.448,"Class2",18.166
10.147,"G",65.729,62,50.061,58.56,4.692,73,66.082,47.003,"Class1",66.811
61.986,"C",89.474,97,77.946,59.153,31.342,36,61.671,17.441,"Class3",42.405
23.819,"K",27.208,9,13.57,31.284,33.233,88,24.578,63.963,"Class2",25.205
12.877,"G",65.469,70,63.13,38.798,12.146,74,68.54,38.774,"Class1",59.385
65.736,"C",94.101,62,65.571,-1.46,33.065,5,57.27,62.483,"Class3",35.442
19.202,"G",65.002,51,61.657,71.175,4.842,75,66.999,44.578,"Class1",65.948
25.49,"W",27.785,4,25.196,19.557,25.393,85,14.639,64.517,"Class2",11.342
30.467,"V",28.508,7,14.632,25.292,31.584,NA,9.44,62.572,"Class2",20.964
8.442,"D",65.343,57,-5.14,38.978,8.73,73,68.214,49.715,"Class1",66.771
82.434,"C",96.611,91,45.222,86.123,31.405,24,59.856,78.78,"Class3",37.36
71.12,"C",87.656,79,71.43,23.888,29.594,20,58.322,39.644,"Class3",36.305
21.157,"K",40.332,13,9.227,16.631,43.525,86,22.846,59.269,"Class2",15.896
35.74,"A",48.771,4,18.951,26.511,43.397,88,21.103,87.615,"Class2",17.269
21.119,"A",24.281,3,17.619,24.265,27.189,88,24.406,45.3,"Class2",20.927
24.812,"W",32.425,3,29.243,22.922,39.369,88,23.84,75.054,"Class2",25.679
28.345,"D",65.557,36,50.978,41.497,3.732,74,65.228,34.231,"Class1",69.244
36.174,"W",37.025,4,0.403,16.606,31.073,88,30.856,74.552,"Class2",12.33
59.543,"I",95.687,79,49.15,94.279,31.963,22,62.109,86.169,"Class3",38.692
12.677,"I",65.504,54,30.56,56.762,12.049,75,66.756,37.882,"Class1",66.118
36.466,"K",35.087,6,33.436,24.139,39.091,86,15.162,82.057,"Class2",12.82
74.928,"Z",90.486,93,68.845,61.734,30.008,38,60.683,52.77,"Class3",40.725
35.878,"A",50.692,12,15.636,31.479,31.677,90,26.763,56.547,"Class2",13.512
10.891,"G",64.872,34,45.974,50.526,14.176,74,68.053,67.964,"Class1",73.644
32.144,"W",38.766,12,28.373,32.682,44.212,89,24.775,40.161,"Class2",20.937
24.92,"G",64.377,55,18.677,51.272,9.171,NA,65.166,61.109,"Class1",67.869
33.894,"W",10.582,9,6.6,25.522,38.51,88,13.04,41.13,"Class2",21.816
17.953,"L",65.992,69,30.801,39.88,12.294,75,65.729,59.449,"Class1",65.791
25.164,"W",41.574,6,31.641,25.41,43.026,87,22.885,71.217,"Class2",24.75
36.351,"T",44.378,6,26.556,23.038,25.626,85,31.38,60.169,"Class2",18.27
65.411,"S",88.396,71,54.423,41.503,31.683,2,63.443,92.993,"Class3",40.757
29.885,"G",66.057,49,45.706,48.952,16.865,74,69.476,70.061,"Class1",69.278
30.895,"G",65.557,34,30.966,62.211,11.354,77,67.063,49.236,"Class1",68.379
22.768,"A",44.391,13,19.255,27.239,31.945,84,28.84,70.902,"Class2",15.091
29.371,"K",16.468,4,26.578,36.196,51.402,90,NA,40.822,"Class2",11.311
28.665,"G",64.96,38,19.073,35.374,15.03,74,66.727,55.572,"Class1",65.027
81.708,"Z",94.471,97,46.923,13.858,33.392,2,63.447,84.105,"Class3",37.433
87.101,"S",93.495,60,56.568,72.773,33.951,24,63.762,45.279,"Class3",38.674
26.044,"W",35.368,10,9.207,21.96,45.72,86,23.514,65.553,"Class2",19.628
28.767,"T",36.872,3,9.247,21.573,51.795,89,26.737,48.904,"Class2",17.909
22.072,"I",65.515,51,51.764,56.52,21.062,72,65.433,74.597,"Class1",64.513
62.962,"T",93.324,56,65.676,98.532,33.321,20,58.608,93.82,"Class3",41.186
74.22,"S",87.041,63,65.27,113.955,29.182,31,58.317,62.859,"Class3",40.719
22.599,"G",65.566,59,11.863,53.653,8.79,72,70.268,51.765,"Class1",61.466
29.26,"D",65.5,53,30.357,76.368,17.952,77,67.988,49.245,"Class1",64.458
67.112,"Z",96.74,80,70.869,37.443,29.105,21,60.517,79.663,"Class3",41.151
22.048,"W",40.965,12,11.4,25.717,37.434,86,19.407,40.261,"Class2",16.223
60.383,"Z",87.031,55,61.464,101.097,29.592,4,63.76,19.863,"Class3",42.431
29.398,"V",43.562,13,18.99,21.648,33.678,NA,16.087,44.752,"Class2",23.386
9.399,"I",65.647,67,34.507,62.122,17.282,76,70.251,64.131,"Class1",66.989
74.815,"I",93.87,55,62.997,15.57,31.415,39,62.593,36.866,"Class3",43.712
68.442,"I",96.219,73,69.407,87.331,32.785,22,58.074,96.055,"Class3",39.644
81.609,"Z",92.622,63,66.452,61.307,30.922,15,57.811,64.569,"Class3",35.973
15.133,"D",65.039,77,7.006,73.767,8.991,73,66.982,67.112,"Class1",63.605
25.785,"V",43.614,12,6.949,32.607,24.76,90,15.834,78.639,"Class2",22.639
28.722,"A",21.063,14,25.595,25.695,24.843,88,23.86,44.088,"Class2",17.166
29.101,"K",19.791,6,28.59,20.674,28.32,84,NA,72.334,"Class2",7.899
28.17,"I",65.489,61,43.127,45.322,17.584,77,67.813,48.252,"Class1",66.035
24.822,"K",37.805,11,31.157,26.961,52.309,86,32.594,52.269,"Class2",15.688
81.018,"S",89.372,86,65.006,50.878,30.284,18,63.41,25.825,"Class3",38.613
30.415,"X",65.765,45,30.555,66.637,16.076,NA,69.594,74.288,"Class1",67.683
21.171,"T",38.247,6,22.941,36.311,37.168,90,15.962,41.419,"Class2",17.692
25.212,"D",65.834,36,45.184,50.385,15.243,77,NA,51.141,"Class1",71.738
60.949,"C",95.735,62,74.935,66.633,33.358,13,61.384,52.439,"Class3",37.556
26.612,"A",30.166,5,23.822,29.046,40.95,87,9.928,51.246,"Class2",15.305
17.926,"I",64.939,83,36.195,49.439,13.978,72,68.157,72.634,"Class1",70.282
14.327,"X",65.433,54,11.835,42.233,11.552,76,68.299,72.368,"Class1",67.947
76.922,"I",95.846,63,54.395,66.093,31.883,17,63.248,17.41,"Class3",43.495
69.177,"Z",91.024,85,54.884,80.622,29.317,36,57.446,85.358,"Class3",45.442
7.417,"D",65.644,64,24.465,65.484,5.097,73,NA,38.885,"Class1",65.362
91.704,"C",90.979,66,44.654,25.317,29.059,38,62.188,98.017,"Class3",38.403
76.09,"S",98.457,97,45.192,72.071,31.791,8,59.612,9.863,"Class3",42.033
80.089,"I",89.657,83,50.266,30.97,30.297,32,58.098,13.092,"Class3",44.403
23.56,"T",50.527,8,22.527,27.766,52.291,NA,20.568,79.29,"Class2",11.155
11.569,"D",64.88,39,27.03,31.835,19.031,72,66.36,50.747,"Class1",68.09
72.272,"I",97.047,80,48.798,61.562,31.409,6,63.102,26.858,"Class3",41.864
8.918,"D",66.028,55,-9.516,46.788,13.847,76,NA,45.311,"Class1",64.838
27.091,"A",31.039,13,12.048,26.443,39.21,89,27.828,65.871,"Class2",18.265
27.752,"X",65.436,66,40.321,67.517,15.448,74,69.134,49.72,"Class1",63.691
91.244,"I",96.046,63,57.104,62.197,31.977,36,59.348,96.078,"Class3",37.423
34.443,"A",25.698,7,15.059,36.391,45.786,89,24.749,51.591,"Class2",19.457
23.166,"W",35.39,5,27.506,27.971,44.15,90,18.001,44.788,"Class2",20.174
8.203,"I",65.765,82,67.046,40.455,9.932,76,68.021,52.105,"Class1",65.698
28.646,"A",49.359,6,8.604,27.625,40.623,91,21.577,39.37,"Class2",4.469
18.886,"I",65.788,54,28.955,53.582,13.384,76,70.478,42.686,"Class1",66.529
82.211,"S",88.136,55,69.527,55.875,31.722,25,60.748,84.869,"Class3",41.979
77.511,"T",88.346,81,67.502,45.798,31.551,42,58.527,22.961,"Class3",39.358
36.957,"A",45.824,13,15.822,28.888,44.216,88,9.109,45.698,"Class2",21.8
16.187,"X",65.541,71,68.524,54.532,9.63,72,67.877,33.194,"Class1",68.475
17.921,"G",65.191,47,14.648,55.781,5.206,77,70.816,65.839,"Class1",67.271
30.413,"A",14.65,13,30.156,27.192,56.367,89,NA,54.597,"Class2",18.233
72.844,"I",94.789,68,57.401,58.63,31.406,5,59.823,51.547,"Class3",36.681
60.411,"S",90.836,83,73.182,30.403,33.067,19,60.488,39.516,"Class3",41.161
70.023,"S",91.144,91,50.67,39.93,29.065,7,NA,9.081,"Class3",41.243
14.919,"I",65.468,59,40.352,54.681,18.511,NA,68.381,39.217,"Class1",67.593
18.116,"G",65.07,36,54.365,53.424,21.989,75,68.553,67.043,"Class1",66.564
30.52,"K",30.358,8,26.479,23.601,34.305,85,10.712,52.849,"Class2",25.085
22.675,"K",31.61,9,26.243,31.676,28.879,86,11.253,39.942,"Class2",15.552
23.963,"W",31.259,8,15.189,30.067,41.229,84,30.949,69.583,"Class2",17.394
89.251,"Z",87.062,74,68.142,70.469,33.158,41,62.484,90.304,"Class3",39.44
10.869,"X",65.686,59,62.258,43.452,9.641,76,68.975,57.616,"Class1",63.474
28.862,"V",36.255,5,2.119,29.368,49.011,87,14.259,79.546,"Class2",24.355
24.092,"X",65.408,59,25.411,40.801,16.94,NA,67.599,62.629,"Class1",66.69
8.105,"L",66.001,42,43.427,57.175,4.335,73,70.586,71.092,"Class1",64.335
30.3,"L",65.429,70,80.721,51.353,18.555,75,69.735,67.93,"Class1",67.837
7.982,"D",65.297,62,50.2,60.868,17.367,77,65.142,67.341,"Class1",66.352
9.779,"X",65.331,76,61.235,45.065,4.373,74,70.558,47.031,"Class1",68.845
17.24,"L",65.467,51,12.385,51.142,16.817,77,69.204,54.259,"Class1",68.731
69.469,"Z",98.5,83,74.859,61.462,31.098,29,57.397,6.471,"Class3",40.3
29.238,"W",45.064,8,14.68,26.705,42.656,85,32.494,82.399,"Class2",22.314
9.687,"X",65.609,68,53.692,28.608,19.944,77,NA,48.056,"Class1",68.027
22.464,"D",65.943,74,23.811,74.18,11.897,73,68.756,68.655,"Class1",64.044
35.943,"K",35.284,10,24.134,21.847,55.655,87,29.75,88.04,"Class2",24.271
92.149,"Z",91.824,77,43.373,8.528,30.638,31,59.909,54.97,"Class3",43.496
23.264,"G",65.549,46,29.12,36.595,17.346,74,68.391,51.121,"Class1",64.03
25.172,"V",33.015,14,25.705,31.767,52.789,90,12.695,71.218,"Class2",20.603
34.531,"V",28.403,6,19.448,20.648,37.679,84,25.921,55.905,"Class2",20.041
27.283,"K",23.589,14,24.437,26.034,39.256,91,20.768,80.685,"Class2",25.617
28.654,"I",65.845,36,47.268,54.313,13.605,75,65.439,37.375,"Class1",67.829
90.537,"I",95.1,85,70.831,52.501,29.93,21,61.665,66.016,"Class3",42.231
21.924,"A",33.812,6,27.614,25.073,43.268,85,23.563,53.223,"Class2",25.197
82.091,"T",91.337,69,60.924,87.242,31.932,20,63.946,82.134,"Class3",38.895
