"OJC1","TNS2","HZG3","FMR4","QPZ5","POJ6","Output4","NKG7","NRB8","CUJ9","WRT10","QNS11"
20.511,60.426,58.53,89.021,34,38.334,"Class4","D",44.651,22,62.951,24.09
68.589,1.735,68.298,42.596,52,47.901,"Class3","F",0.282,82,58.193,13.658
98.468,22.993,0.543,42.014,82,46.709,"Class5","Z",72.121,69,56.672,80.745
47.468,51.772,96.875,64.577,63,62.42,"Class1","X",43.62,48,20.692,74.264
53.209,62.585,42.072,13.525,48,41.794,"Class2","W",23.623,32,79.081,46.972
60.066,60.915,62.981,11.083,63,16.528,"Class2","W",50.68,45,77.199,48.851
28.337,73.355,89.157,71.576,48,36.687,"Class4","F",53.372,33,62.132,32.798
48.088,42.906,35.63,10.041,62,3.865,"Class2","J",27.235,59,78.167,50.168
29.496,59.178,79.352,31.659,39,38.237,"Class4","V",2.747,42,66.631,25.478
42.949,47.24,63.212,18.019,62,NA,"Class2","C",21.368,41,78.903,49.151
56.316,1.492,56.285,41.622,10,49.188,"Class3","F",8.149,37,88,12.061
98.867,24.982,8.777,44.952,82,26.18,"Class5","Z",75.484,66,56.756,-0.958
37.692,67.561,72.898,58.702,14,96.991,"Class1","Q",9.552,80,10.043,34.035
97.589,43.834,33.815,43.903,95,50.587,"Class5","D",76.685,60,60.073,77.59
47.194,2.51,45.643,38.232,48,41.351,"Class3","P",6.92,74,83.895,10.911
58.021,2.702,71.739,46.964,30,51.705,"Class3","X",7.779,34,61.479,13.716
NA,67.514,63.98,14.522,28,37.694,"Class4","Y",75.53,38,61.243,32.081
35.844,67.777,78.226,37.239,41,37.756,"Class4","Y",50.501,30,62.83,41.295
29.524,62.621,74.792,24.107,31,37.369,"Class4","V",30.038,41,64.116,26.148
NA,64.052,55.536,27.658,20,38.342,"Class4","H",13.694,13,67.904,29.505
51.509,59.29,20.952,26.125,47,33.332,"Class2","J",37.53,34,80.316,48.992
15.956,72.063,63.23,43.632,48,37.381,"Class4","H",6.327,14,65.855,28.557
32.132,1.5,42.782,32.336,27,43.657,"Class3","W",4.275,42,83.688,11.895
98.915,32.9,55.675,42.989,85,49.647,"Class5","Z",76.373,79,61.723,93.086
55.669,2.569,68.938,32.633,14,63.028,"Class3","I",5.368,59,69.804,10.099
NA,54.099,68.041,41.835,13,88.983,"Class1","H",40.399,22,11.912,50.034
56.126,83.467,34.683,19.268,59,55.629,"Class2","A",24.918,50,79.023,46.954
98.937,46.483,62.737,44.39,82,77.899,"Class5","Z",75.12,62,61.49,68.274
60.095,2.919,33.477,43.739,64,45.655,"Class3","X",0.237,67,73.282,16.211
32.047,56.357,61.553,29.801,22,73.057,"Class1","Q",41.45,70,17.65,60.402
57.049,48.357,26.725,24.125,66,41.19,"Class2","J",47.682,44,79.949,48.921
40.467,92.868,46.774,20.258,52,58.619,"Class2","W",35.417,44,78.986,49.444
24.437,57.116,74.994,48.56,26,37.531,"Class4","Y",18.737,35,65.485,17.729
98.383,21.399,12.917,44.551,94,56.586,"Class5","C",72.99,79,59.577,66.34
98.655,46.882,6.943,43.117,85,60.909,"Class5","D",73.402,65,62.104,67.117
72.391,2.412,85.8,39.71,40,56.224,"Class3","P",3.04,41,77.93,16.924
37.953,2.556,100.648,37.14,32,52.65,"Class3","F",5.934,79,71.654,14.65
19.219,69.056,72.583,40.065,48,36.923,"Class4","H",28.625,10,67.564,31.766
98.707,16.92,45.294,44.334,90,62.458,"Class5","Z",70.879,70,64.063,40.681
53.418,42.408,36.074,20.805,69,49.548,"Class2","A",10.028,35,80.358,48.632
37.501,67.21,67.793,33.046,8,NA,"Class1","P",40.249,69,24.784,39.809
67.241,79.978,47.421,43.031,63,94.044,"Class1","S",29.803,85,22.219,28.754
75.737,2.944,67.973,40.933,55,54.108,"Class3","I",2.032,70,77.108,10.663
NA,70.218,58.808,20.859,37,46.896,"Class2","A",26.677,51,78.986,51.181
23.221,72.43,81.342,81.536,39,37.129,"Class4","V",63.228,12,59.633,36.774
70.319,1.321,39.978,40.213,29,49.592,"Class3","P",7.64,49,52.186,13.789
98.283,16.426,40.114,44.881,86,50.32,"Class5","U",67.847,71,56.873,58.541
NA,79.811,51.451,50.555,58,87.017,"Class1","P",48.699,45,21.441,16.312
98.757,23.656,21.732,43.211,85,46.59,"Class5","H",74.427,58,62.809,27.629
NA,48.477,59.768,26.666,62,45.521,"Class2","C",11.121,55,80.88,50.542
98.689,33.236,7.241,42.673,89,43.956,"Class5","C",67.291,56,62.72,50.573
62.663,2.127,52.64,45.012,46,50.764,"Class3","I",3.162,78,84.994,8.018
72.365,1.212,-1.948,43.165,39,49.311,"Class3","X",2.11,47,78.165,8.538
98.166,16.342,16.152,42.402,94,82.397,"Class5","C",67.819,82,58.909,57.572
NA,30.942,41.101,19.469,67,-3.489,"Class2","C",38.609,59,77.104,50.299
54.562,39.464,37.403,28.273,63,54.312,"Class2","J",25.733,33,79.132,51.223
98.235,66.73,57.004,30.972,44,90.538,"Class1","S",24.711,65,25.771,41.73
43.856,88.621,52.645,29.759,51,54.383,"Class2","C",49.849,43,78.624,47.566
34.486,2.767,29.47,45.555,9,55.839,"Class3","X",4.925,37,54.87,5.289
55.369,74.862,49.459,18.323,68,-5.42,"Class2","X",13.836,53,80.88,49.802
26.536,69.635,63.626,50.459,57,84.614,"Class1","P",47.012,23,3.911,45.824
99.134,33.16,15.229,44.161,80,NA,"Class5","H",67.601,74,57.088,49.204
98.352,27.197,14.666,43.712,81,76.09,"Class5","D",69.882,71,62.116,56.073
65.6,91.059,28.502,15.762,40,16.054,"Class2","J",8.834,32,79.772,50.806
51.443,48.7,73.345,40.437,64,85.585,"Class1","P",12.94,70,3.97,25.665
NA,49.189,88.074,50.149,1,70.387,"Class1","P",49.967,38,20.498,44.377
20.226,50.671,57.957,44.77,29,38.586,"Class4","Y",19.846,10,61.186,24.224
51.948,69.672,42.523,16.957,40,NA,"Class2","A",39.512,52,81.205,51.09
52.457,64.609,49.025,27.763,64,2.649,"Class2","W",46.716,33,79.326,52.468
57.337,67.171,58.862,74.143,46,72.074,"Class1","H",23.857,55,6.345,49.018
53.919,2.919,52.081,35.415,44,NA,"Class3","W",2.363,80,84.831,14.322
98.798,24.093,30.503,42.174,80,43.122,"Class5","U",72.625,83,57.812,75.842
74.404,51.671,65.421,59.127,17,82.606,"Class1","X",27.371,65,11.855,63.46
NA,72.698,71.933,62.835,15,36.853,"Class4","D",59.121,13,56.631,42.533
NA,81.551,65.35,55.659,55,73.695,"Class1","P",36.765,45,20.727,41.435
30.719,2.803,59.646,36.257,64,49.152,"Class3","W",7.589,53,84.02,9.665
NA,2.215,37.937,35.631,37,51.875,"Class3","I",3.003,60,76.704,12.716
NA,73.967,66.616,49.402,39,39.335,"Class4","V",77.587,41,65.647,40.107
47.819,52.213,34.91,23.215,63,25.579,"Class2","W",33.67,42,77.5,48.314
44.579,35.668,43.882,10.781,41,32.363,"Class2","A",50.555,35,79.467,48.785
84.723,49.269,100.129,55.839,25,83.876,"Class1","P",15.223,48,3.293,60.092
19.603,67.989,64.516,26.425,43,39.197,"Class4","F",19.005,36,58.634,24.071
59.16,46.887,71.917,50.853,7,68.364,"Class1","S",11.498,25,8.037,16.437
98.527,33.536,37.355,43.359,79,30.592,"Class5","C",69.999,57,61.122,63.211
98.851,44.008,46.832,42.116,86,NA,"Class5","D",67.22,60,57.742,66.08
38.42,2.388,56.66,40.093,16,52.413,"Class3","X",2.762,30,53.998,7.811
48.871,1.883,26.944,38.98,66,51.975,"Class3","P",4.389,66,57.221,12.015
97.795,18.864,33.751,42.216,87,42.367,"Class5","D",76.523,75,59.062,60.175
74.166,2.688,56.827,44.754,28,50.135,"Class3","P",0.982,35,87.451,14.161
88.442,1.228,73.605,33.28,68,47.278,"Class3","P",4.117,27,69.584,4.706
43.186,52.202,47.57,14.009,64,23.207,"Class2","C",12.379,48,78.071,51.36
53.188,73.189,65.815,59.269,8,71.71,"Class1","P",19.049,24,16.895,29.415
60.886,65.969,78.918,51.054,13,NA,"Class1","Q",9.699,41,22.618,14.252
49.248,73.87,43.764,8.996,38,59.643,"Class2","C",28.107,46,81.695,50.077
20.61,58.974,66.167,86.974,52,38.04,"Class4","V",14.392,43,68.198,49.81
13.278,75.191,64.734,43.293,30,85.216,"Class1","S",22.219,75,6.571,20.732
20.475,51.652,72.667,88.93,14,37.075,"Class4","F",6.023,41,63.404,41.593
47.908,66.808,27.295,23.084,44,2.267,"Class2","J",13.502,32,80.327,51.165
59.362,61.355,57.218,22.042,68,30.002,"Class2","X",22.447,47,76.432,49.482
NA,38.408,2.516,43.072,96,46.971,"Class5","U",78.291,69,55.534,87.059
47.896,54.466,64.242,5.3,39,-16.975,"Class2","C",27.008,37,81.43,47.146
54.659,94.191,16.866,19.05,65,13.979,"Class2","J",45.027,57,80.419,51.763
44.182,1.614,73.934,43.757,26,51.366,"Class3","I",5.846,72,89.411,8.59
75.504,2.928,72.19,43.046,14,55.054,"Class3","P",4.293,72,56.374,4.42
21.653,57.083,85.199,77.669,18,36.51,"Class4","Y",31.064,41,62.633,34.128
80.253,1.675,51.027,40.384,55,45.921,"Class3","F",5.382,82,70.361,6.541
49.592,51.869,45.409,6.574,58,38.389,"Class2","A",47.758,59,79.629,46.706
79.729,1.608,80.232,33.736,13,46.682,"Class3","I",2.793,34,62.186,18.456
33.021,77.919,34.181,40.829,25,70.483,"Class1","S",34.249,38,23.78,52.956
76.816,1.213,64.012,45.119,55,54.049,"Class3","X",4.875,74,56.57,18.394
67.472,54.257,67.866,36.706,57,74.422,"Class1","Q",14.54,23,3.563,45.463
65.55,48.332,70.686,49.253,29,82.542,"Class1","Q",19.473,65,6.909,66.13
17.666,55.428,69.34,49.242,18,37.635,"Class4","V",59.078,16,55.722,39.863
44.932,2.929,52.165,43.876,14,45.834,"Class3","W",5.654,66,86.337,11.132
98.305,20.61,12.653,42.246,91,23.118,"Class5","H",75.828,66,58.824,52.07
23.267,63.453,51.723,10.146,27,35.72,"Class4","D",23.165,15,70.463,19.906
54.345,63.274,44.018,13.381,43,50.923,"Class2","X",22.353,52,76.427,48.129
59.776,57.701,88.303,52.564,7,69.638,"Class1","P",46.275,76,29.097,49.39
17.4,61.432,59.29,32.5,15,36.588,"Class4","V",65.422,10,65.177,45.588
29.389,52.125,80.48,39.75,35,NA,"Class4","F",40.103,17,69.33,43.175
44.305,44.301,47.145,29.927,50,9.141,"Class2","J",10.094,53,81.662,48.361
16.53,70.015,75.194,41.961,26,38.208,"Class4","H",7.962,12,74.81,36.864
45.316,52.658,41.775,7.159,49,34.403,"Class2","W",28.042,50,78.779,48.538
14.21,48.047,72.714,67.678,36,73.693,"Class1","Q",35.985,25,19.591,38.093
15.93,58.617,80.379,34.311,16,38.22,"Class4","H",53.185,14,72.78,33.424
44.075,2.402,86.982,42.759,70,41.836,"Class3","F",0.897,43,73.521,2.29
91.823,2.099,75.254,32.687,42,56.161,"Class3","I",2.98,53,84.036,13.571
59.804,83.299,53.834,75.377,13,82.7,"Class1","Q",22.637,34,13.819,33.791
72.265,1.139,43.079,40.565,30,48.443,"Class3","I",7.187,85,58.997,7.649
98.384,45.925,35.223,43.054,78,47.743,"Class5","D",73.19,60,61.598,70.69
60.912,49.955,44.278,29.391,12,84.906,"Class1","Q",49.843,35,29.337,23.154
40.991,60.18,41.833,16.402,49,60.813,"Class2","A",52.33,62,79.323,50.841
25.811,60.307,71.411,60.631,52,39.331,"Class4","Y",56.792,18,65.703,47.142
30.483,58.891,94.786,55.887,42,38.485,"Class4","H",35.789,42,66.975,26.436
15.604,73.812,72.79,10.984,47,37.732,"Class4","Y",74.904,41,73.372,27.629
98.695,15.184,32.194,44.878,91,50.662,"Class5","H",71.343,68,63.746,75.823
37.595,73.402,58.359,72.974,62,98.557,"Class1","S",11.514,52,7.667,39.472
98.666,39.66,24.134,42.995,80,47.92,"Class5","U",70.972,70,61.828,63.637
35.626,84.009,94.912,42.037,26,83.07,"Class1","Q",15.78,23,25.538,30.485
98.744,36.101,19.514,42.064,93,56.845,"Class5","H",67.048,75,60.576,41.145
98.619,28.627,43.915,43.307,86,65.161,"Class5","U",73.419,59,56.392,57.91
89.306,1.177,51.345,44.719,41,54.119,"Class3","F",6.664,70,70.552,20.404
98.529,44.604,43.32,44.867,89,72.713,"Class5","H",72.829,58,57.399,35.873
52.038,2.412,66.809,34.402,23,56.957,"Class3","I",5.674,57,68.211,9.674
60.223,77.116,36.328,28.882,52,52.405,"Class2","W",42.611,51,81.574,49.355
57.064,1.148,41.143,38.613,54,48.318,"Class3","P",5.693,81,68.199,10.707
98.221,36.205,30.12,44.199,94,58.319,"Class5","D",78.449,71,57.537,54.141
32.598,55.174,60.445,19.873,46,36.453,"Class4","H",67.819,35,64.271,30.269
53.087,52.997,34.814,30.528,45,49.043,"Class2","X",28.069,35,80.828,49.742
98.382,19.903,42.321,44.046,78,67.363,"Class5","H",68.165,64,55.567,49.427
98.317,20.7,47.723,42.491,82,87.276,"Class5","Z",68.367,74,59.526,74.262
27.356,57.97,80.403,73.83,19,37.456,"Class4","Y",59.453,18,72.092,26.876
98.314,37.361,2.366,42.68,91,49.459,"Class5","H",71.91,60,57.896,61.053
14.013,54.206,55.691,40.827,38,38.15,"Class4","V",21.069,25,55.127,53.702
14.185,50.329,50.792,67.44,51,83.945,"Class1","P",32.551,42,9.733,26.762
36.35,32.695,29.372,25.659,64,36.888,"Class2","C",20.851,36,78.797,50.091
71.44,32.403,22.264,22.864,54,32.034,"Class2","X",16.61,41,77.413,44.639
40.18,65.759,36.771,22.954,43,39.144,"Class2","W",20.88,37,81.009,48.316
61.3,64.66,42.64,8.925,43,14.959,"Class2","W",37.886,52,76.841,48.031
42.225,79.443,85.134,59.331,18,88.705,"Class1","X",25.2,60,23.817,34.35
65.595,46.323,85.011,32.177,9,81.49,"Class1","X",20.779,61,29.218,20.842
57.428,1.512,54.851,42.256,30,49.352,"Class3","P",3.697,49,54.254,-0.211
50.928,73.55,79.971,67.274,27,NA,"Class1","Q",29.741,38,20.739,39.457
7.209,51.206,66.155,30.385,27,37.758,"Class4","V",76.201,11,57.627,31.869
65.011,1.019,22.887,35.377,8,45.779,"Class3","F",8.644,58,70.061,12.89
35.294,69.247,81.175,72.897,15,36.778,"Class4","F",7.182,19,60.72,36.7
50.303,69.16,51.657,28.559,40,52.335,"Class2","A",28.824,42,80.194,44.151
98.345,39.627,24.382,42.499,94,34.521,"Class5","Z",73.195,57,59.661,77.956
58.161,2.442,78.794,39.637,78,52.523,"Class3","F",0.07,58,77.065,12.706
24.955,56.392,65.11,66.155,52,NA,"Class4","D",8.33,39,63.202,44.893
66.846,63.116,59.494,50.323,43,77.132,"Class1","Q",8.155,42,3.065,35.792
27.571,62.1,71.922,36.142,35,35.927,"Class4","V",58.302,19,63.998,38.251
98.774,25.2,45.863,44.484,78,37.16,"Class5","H",77.498,72,57.559,67.188
98.327,40.568,12.659,44.835,84,60.996,"Class5","D",69.161,60,58.481,69.2
59.581,70.971,39.337,20.008,63,72.816,"Class2","X",41.534,36,79.55,47.931
98.955,37.1,22.145,42.892,94,40.048,"Class5","Z",68.767,71,56.575,74.486
45.679,78.943,43.723,11.637,44,-16.498,"Class2","A",28.276,44,79.602,51.242
58.568,54.721,54.8,28.954,46,92.921,"Class2","C",36.369,40,79.608,49.442
26.466,2.054,46.614,34.135,10,49.72,"Class3","F",1.155,27,73.781,6.435
NA,1.121,80.956,45.844,33,34.795,"Class3","X",6.214,84,51.579,12.148
49.104,55.121,76.007,14.743,62,29.244,"Class2","J",22.274,58,76.828,49.35
21.39,52.155,80.196,84.773,42,37.246,"Class4","F",15.574,15,59.668,27.35
39.306,2.728,67.63,36.006,67,48.476,"Class3","F",2.313,37,58.042,7.491
79.337,58.407,76.186,37.878,7,85.971,"Class1","X",43.751,23,31.604,22.037
22.725,72.153,66.605,82.555,21,37.45,"Class4","F",2.591,23,72.993,29.442
70.012,57.855,82.477,73.658,21,74.597,"Class1","X",24.369,24,4.535,15.064
56.204,65.528,87.801,53.512,2,90.371,"Class1","P",53.862,54,4.551,40.464
98.239,32.082,29.967,42.763,91,66.019,"Class5","D",79.778,56,56.63,92.04
49.698,35.236,46.16,18.949,45,60.477,"Class2","A",23.554,45,79.597,47.808
61.852,43.868,50.21,24.423,66,62.432,"Class2","C",50.006,60,79.695,50.452
47.385,80.596,52.476,22.679,60,32.567,"Class2","J",17.515,50,81.576,49.215
25.651,50.527,78.304,74.203,19,37.384,"Class4","H",53.563,17,68.895,26.078
39.342,73.425,64.406,40.849,29,77.099,"Class1","P",42.398,71,11.685,49.83
63.374,91.808,53.846,12.025,46,33.154,"Class2","X",37.294,62,76.345,44.402
68.214,88.466,23.283,17.13,64,-13.059,"Class2","X",18.428,61,80.772,50.237
50.199,43.897,47.679,11.015,51,43.984,"Class2","W",46.762,49,80.013,46.839
59.163,2.896,68.925,32.052,64,54.467,"Class3","I",0.434,58,65.896,6.195
98.718,33.323,17.135,44.984,91,20.84,"Class5","Z",74.891,78,57.991,90.038
40.46,1.051,45.783,33.963,61,54.009,"Class3","W",6.386,61,56.036,10.018
98.525,77.951,50.852,72.383,4,82.08,"Class1","H",20.944,49,12.152,29.644
39.88,41.57,44.745,8.67,53,39.578,"Class2","A",50.061,34,79.503,49.025
19.214,2.207,64.859,37.884,23,NA,"Class3","P",1.303,80,51.277,3.068
27.548,51.92,74.16,72.386,16,85.295,"Class1","P",26.012,44,10.108,37.439
51.15,94.989,46.937,16.067,67,38.221,"Class2","X",15.293,39,77.759,49.872
28.071,68.009,59.337,34.791,19,36.668,"Class4","H",47.037,20,75.827,28.724
25.864,64.068,67.056,61.984,34,36.54,"Class4","D",69.116,13,67.782,57.661
22.242,52.655,62.174,68.792,35,38.689,"Class4","D",68.009,13,67.949,27.341
24.298,63.465,71.465,26.279,26,36.44,"Class4","D",65.922,26,60.477,43.63
98.129,33.124,49.145,42.107,94,50.737,"Class5","D",77.483,83,59.405,37.92
98.652,18.008,36.604,44.162,80,80.494,"Class5","H",77.456,63,60.334,121.952
37.121,35.581,49.433,8.43,58,54.689,"Class2","J",17.932,44,79.109,47.809
12.178,68.369,79.189,12.522,18,39.955,"Class4","Y",10.239,13,65.319,46.905
28.89,60.563,82.676,32.685,20,38.092,"Class4","V",65.701,38,58.865,24.736
NA,71.424,76.748,72.988,1,81.052,"Class1","S",49.115,30,19.384,29.433
32.75,70.191,56.467,58.014,13,NA,"Class4","V",56.729,31,69.258,48.353
75.92,1.012,82.766,43.531,23,54.218,"Class3","W",8.925,37,52.735,2.537
22.11,51.5,80.766,73.39,40,38.42,"Class4","Y",4.361,28,66.799,23.941
106.715,1.602,62.853,42.415,15,59.173,"Class3","F",7.583,43,79.665,5.872
8.926,68.111,80.556,14.159,12,36.508,"Class4","H",32.913,30,72.797,34.253
98.413,43.221,31.687,43.438,84,NA,"Class5","D",79.953,60,60.972,77.769
43.224,1.627,53.167,44.448,15,44.06,"Class3","P",3.407,30,88.179,8.033
9.654,55.252,90.478,33.431,27,37.759,"Class4","V",38.905,32,69.902,22.502
98.507,29.175,39.612,43.531,82,36.723,"Class5","U",70.403,72,58.878,52.005
98.251,32.865,21.709,42.091,84,34.826,"Class5","C",74.735,83,56.929,61.061
57.923,2.448,68.174,46.272,49,49.315,"Class3","W",8.21,56,55.36,26.211
23.612,52.286,69.491,50.326,50,38.661,"Class4","H",44.046,45,63.565,33.177
23.731,56.216,94.542,80.702,50,NA,"Class4","F",67.392,45,58.85,18.327
85.159,2.746,27.351,42.089,52,57.478,"Class3","P",3.235,33,84.601,7.255
41.905,53.883,70.499,57.467,26,72.379,"Class1","P",31.327,56,22.034,48.579
35.508,33.589,39.405,18.501,64,13.193,"Class2","W",50.66,48,76.981,46.845
46.668,2.923,77.537,45.37,29,45.763,"Class3","X",3.004,42,89.911,6.822
99.128,38.118,53.257,44.693,85,56.033,"Class5","D",79.282,56,61.564,27.438
43.544,57.611,32.809,12.763,61,-24.226,"Class2","A",28.724,47,77.578,50.481
29.923,52.089,80.158,58.467,56,75.962,"Class1","H",33.872,45,25.967,32.272
NA,1.075,47.363,35.184,77,50.178,"Class3","I",0.823,70,64.534,6.342
98.333,26.223,54.722,43.851,88,59.332,"Class5","U",67.559,56,56.77,88.625
NA,19.947,6.649,44.254,90,80.511,"Class5","D",68.663,77,60.113,94.115
83.909,74.735,70.829,29.728,5,77.389,"Class1","S",49.873,22,22.526,29.535
NA,2.207,89.268,39.287,18,52.455,"Class3","W",2.072,69,83.506,11.069
98.036,31.505,40.605,42.24,84,60.479,"Class5","D",74.889,76,63.631,78.416
42.029,61.684,60.498,72.309,34,77.608,"Class1","P",20.908,27,19.693,47.914
11.549,57.569,78.176,57.965,25,37.106,"Class4","H",3.465,17,58.992,47.685
69.434,78.57,80.24,42.998,2,89.554,"Class1","H",16.916,50,12.7,48.27
29.73,79.921,45.041,40.194,47,83.055,"Class1","X",18.958,73,9.313,33.12
58.664,54.161,32.636,5.782,47,37.542,"Class2","W",11.034,51,78.003,46.223
15.92,54.257,78.836,53.162,17,38.829,"Class4","H",76.277,15,55.674,38.194
32.361,70.566,74.004,11.161,38,36.381,"Class4","D",40.361,44,68.229,26.826
54.474,1.083,64.11,44.143,14,53.276,"Class3","X",0.225,31,73.153,-5.862
99.11,32.691,27.42,44,82,51.161,"Class5","D",76.567,72,63.166,63.104
98.245,32.292,51.204,42.769,83,84.626,"Class5","C",71.687,66,59.553,21.771
98.668,21.026,57.882,43.252,87,39.092,"Class5","Z",77.164,63,56.4,54.12
98.55,37.138,21.776,43.721,78,45.343,"Class5","D",75.734,79,61.818,71.319
60.886,95.948,45.102,16.403,48,75.663,"Class2","J",48.978,35,80.393,52.002
22.849,71.783,63.12,81.539,43,NA,"Class4","F",23.123,36,60.611,34.738
26.432,2.333,57.745,32.297,72,47.65,"Class3","X",2.238,31,65.579,11.675
45.749,61.17,81.919,59.499,62,81.875,"Class1","P",36.184,85,21.386,1.991
77.014,1.395,35.138,38.903,34,56.985,"Class3","P",0.427,70,80.713,13.121
56.842,2.474,46.179,37.867,66,45.826,"Class3","F",4.6,58,84.231,5.48
15.768,81.384,86.896,65.525,63,89.782,"Class1","P",8.77,27,30.312,36.575
55.862,1.158,103.095,33.769,60,49.754,"Class3","P",2.988,57,67.409,4.656
56.145,1.678,45.171,35.48,66,55.593,"Class3","P",8.394,38,79.417,9.817
40.084,62.505,60.574,25.081,47,31.923,"Class2","W",27.496,41,77.551,50.152
97.616,45.065,21.422,43.51,89,52.119,"Class5","C",67.331,67,57.648,93.139
13.99,62.75,68.453,77.897,50,37.806,"Class4","H",63.483,28,60.864,38.649
-16.327,57.864,66.661,56.18,58,81.327,"Class1","X",19.771,52,4.467,61.006
66.373,1.138,75.085,39.815,32,56.777,"Class3","W",1.046,36,59.282,8.019
36.55,73.182,64.783,16.497,47,NA,"Class4","Y",2.475,38,67.123,22.909
99.098,34.108,33.49,44.66,83,NA,"Class5","Z",79.578,69,55.312,46.059
98.843,34.757,34.383,42.166,78,64.499,"Class5","C",68.929,60,64.434,50.618
32.073,59.97,55.279,63.438,43,37.373,"Class4","Y",61.057,37,72.587,52.427
58.421,66.147,76.063,45.228,40,NA,"Class1","X",41.681,70,26.93,33.82
20.304,73.556,57.047,50.691,15,36.58,"Class4","H",18.254,32,63.097,36.488
48.56,31.635,29.467,13.058,42,29.573,"Class2","J",27.434,44,76.602,51.528
60.656,78.724,59.406,68.714,54,94.573,"Class1","Q",40.915,57,13.825,20.446
28.888,68.251,63.366,86.714,50,37.613,"Class4","F",52.568,31,55.841,37.622
23.133,54.014,83.628,78.445,18,36.428,"Class4","F",18.606,41,68.35,33.493
28.326,51.838,77.77,25.541,48,35.674,"Class4","F",40.042,17,75.042,38.318
35.024,50.508,67.073,76.377,49,36.427,"Class4","H",5.835,36,60.984,33.075
99.062,30.301,46.203,43.272,94,17.419,"Class5","C",78.696,66,55.238,80.009
NA,2.844,65.75,43.27,29,NA,"Class3","F",3.502,70,63.304,14.655
NA,38.46,6.733,42.11,82,29.381,"Class5","C",70.06,63,56.86,104.498
23.007,64.815,63.775,44.036,12,35.722,"Class4","H",48.202,27,69.13,35.146
75.573,2.003,13.884,43.271,13,51.323,"Class3","X",7.927,84,74.306,5.49
43.187,69.803,54.883,10.733,59,29.241,"Class2","X",39.865,38,80.937,46.674
98.14,32.547,22.202,42.376,96,38.664,"Class5","C",67.764,74,55.443,64.151
60.374,56.578,63.849,21.895,66,37.901,"Class2","C",25.736,54,77.058,46.393
25.263,50.585,79.51,68.195,41,37.103,"Class4","H",13.213,26,57.233,37.177
49.458,77.277,83.641,32.134,21,84.434,"Class1","P",25.748,62,24.921,32.471
98.762,15.54,12.127,42.336,78,26.326,"Class5","U",67.897,57,55.503,84.771
26.668,66.81,80.139,20.096,23,39.261,"Class4","F",72.659,23,66.83,42.287
56.286,32.86,33.867,11.382,38,80.687,"Class2","A",33.199,50,81.24,47.036
49.72,42.446,38.822,22.236,54,-0.578,"Class2","X",36.456,60,79.598,44.336
98.265,34.649,15.013,44.292,84,32.856,"Class5","Z",73.428,73,61.233,87.558
NA,44.23,72.036,56.459,51,79.554,"Class1","Q",49.645,61,16.143,18.797
