"YHS1","MVY2","ZDE3","XWB4","BPA5","UKA6","WYP7","JSM8","Output14","MGV9","QEF10"
77.118,15.585,49.536,"T",46.897,95.028,17.85,58.219,"Class1",32.213,19
35.222,NA,29.158,"A",32.172,73.56,65.264,27.609,"Class2",31.482,88
32.636,33.76,52.965,"K",47.526,90.792,19.904,33.866,"Class1",57.912,20
54.313,85.657,64.492,"H",11.361,56.766,-11.192,83.006,"Class3",94.731,56
59.092,51.316,59.233,"V",45.313,92.893,27.479,52.938,"Class1",47.693,20
44.762,8.254,51.553,"T",47.995,94.428,24.045,32.914,"Class1",47.967,21
26.703,44.159,75.265,"B",39.296,31.773,75.819,63.033,"Class2",34.416,87
73.166,64.155,31.695,"L",66.602,46.815,21.303,11.454,"Class4",9.799,75
43.18,83.828,66.533,"L",14.971,56.894,31.76,29.692,"Class3",88.755,52
57.751,80.38,65.083,"W",9.952,49.18,40.076,70.135,"Class3",86.541,52
43.39,86.1,66.381,"H",25.197,57.879,18.746,46.356,"Class3",81.413,51
35.662,47.054,91.005,"B",32.448,65.518,78.794,56.709,"Class2",45.282,87
56.243,83.271,65.285,"W",27.852,56.274,24.401,68.221,"Class3",86.124,63
48.861,81.452,68.189,"L",19.848,49.841,26.349,48.207,"Class3",86.063,58
39.738,77.255,54.317,"K",46.628,95.714,25.43,74.392,"Class1",73.754,21
47.752,84.009,66.817,"W",24.911,47.656,-0.242,57.134,"Class3",92.813,52
61.933,31.505,58.478,"I",35.533,50.513,20.704,20.689,"Class4",10.641,95
82.418,41.771,46.395,"C",74.009,7.394,21.41,18.712,"Class4",11.292,61
51.429,82.092,65.795,"H",28.158,53.261,41.825,85.791,"Class3",92.507,63
38.091,48.362,-13.239,"A",39.55,40.933,85.519,62.696,"Class2",49.877,88
88.704,76.881,18.109,"I",73.987,4.317,21.63,12.976,"Class4",17.662,86
26.079,49.968,51.282,"R",15.203,38.491,76.298,63.315,"Class2",51.527,88
74.865,61.168,41.635,"K",45.842,97.871,30.818,50.09,"Class1",36.448,19
41.522,86.1,65.969,"T",9.63,54.717,37.919,63.297,"Class3",90.92,53
52.857,NA,65.662,"H",15.94,48.338,6.326,56.44,"Class3",94.555,56
40.75,80.073,66.035,"H",24.586,48.885,30.998,58.741,"Class3",84.566,54
54.534,79.411,66.712,"L",28.409,56.289,-1.525,69.936,"Class3",91.417,54
53.951,80.577,68.664,"H",21.542,50.279,3.696,67.134,"Class3",81.81,51
41.562,86.933,67.364,"W",16.915,47.329,43.393,75.928,"Class3",NA,51
61.746,31.423,43.273,"F",74.923,19.276,21.442,25.903,"Class4",15.735,83
76.145,38.819,41.473,"L",56.832,25.959,21.271,19.325,"Class4",7.971,80
87.402,50.435,20.742,"I",67.883,49.384,21.132,12.711,"Class4",14.334,78
65.236,66.134,49.971,"V",45.39,92.852,8.883,97.731,"Class1",72.13,21
55.53,32.748,41.298,"Y",46.777,93.427,11.023,41.908,"Class1",42.955,19
52.19,86.759,64.862,"O",27.223,52.887,55.889,60.509,"Class3",85.906,51
66.095,71.283,28.404,"F",68.361,36.513,21.863,30.442,"Class4",NA,94
62.113,63.97,51.904,"L",52.855,69.989,21.422,26.319,"Class4",12.924,66
31.618,8.011,52.474,"V",45.491,95.455,22.845,71.202,"Class1",46.091,19
72.814,42.116,49.413,"O",61.609,83.299,21.658,28.578,"Class4",8.84,84
53.882,48.862,52.043,"R",28.004,43.133,78.904,48.966,"Class2",41.701,87
84.821,44.977,27.763,"I",53.407,80.498,21.281,23.493,"Class4",15.758,65
23.388,43.417,28.775,"B",14.135,36.766,77.329,43.701,"Class2",44.326,87
50.229,84.307,67.597,"O",20.609,52.881,31.697,64.239,"Class3",85.647,66
47.043,81.526,68.989,"T",25.274,53.511,9.66,63.799,"Class3",81.512,51
39.488,NA,49.232,"K",46.469,93.665,19.32,41.824,"Class1",34.449,20
40.529,46.013,15.093,"F",32.739,77.008,43.158,39.724,"Class2",47.414,87
81.613,34.143,18.312,"L",51.319,60.778,20.926,13.661,"Class4",7.235,70
65.317,57.229,58.716,"R",45.212,88.836,10.672,43.384,"Class1",52.481,19
74.614,66.639,43.258,"O",78.695,53.239,21.614,14.111,"Class4",15.046,66
67.23,36.079,34.054,"I",62.397,73.107,21.467,26.011,"Class4",15.071,75
33.804,44.97,22.125,"M",21.416,78.802,56.405,62.485,"Class2",34.387,88
56.675,NA,66.002,"O",23.667,57.497,30.7,59.646,"Class3",89.926,59
70.998,65.773,34.403,"I",45.274,17.915,21.674,24.189,"Class4",NA,91
54.999,79.998,65.665,"H",27.721,54.211,36.665,59.406,"Class3",84.295,68
43.318,NA,66.498,"T",28.654,49.924,14.212,68.533,"Class3",86.01,58
21.278,11.334,46.234,"K",46.488,93.965,20.835,70.85,"Class1",53.113,20
31.367,30.195,46.557,"Y",47.209,90.287,7.824,85.046,"Class1",NA,19
60.638,19.296,65.126,"R",46.242,94.414,20.506,64.058,"Class1",35.686,20
73.624,41.891,62.849,"L",46.282,53.485,21.579,13.606,"Class4",7.235,75
82.873,36.43,68.337,"L",67.128,22.45,21.836,6.614,"Class4",10.692,96
40.888,81.631,67.127,"L",16.936,49.339,-16.936,51.06,"Class3",82.261,59
40.323,82.099,64.35,"W",11.569,57.77,15.879,70.18,"Class3",92.34,52
22.463,44.606,13.054,"M",24.39,68.991,78.83,43.208,"Class2",39.265,88
34.17,49.124,36.68,"M",34.003,71.838,87.889,46.471,"Class2",40.939,88
55.889,75.08,53.407,"R",44.351,92.904,12.372,72.926,"Class1",45.977,20
67.747,39.949,58.324,"C",92.977,56.134,21.395,19.548,"Class4",NA,91
51.865,82.95,65.709,"T",4.303,47.069,46.821,75.941,"Class3",91.607,68
41.839,43.642,94.675,"R",23.4,59.746,91.041,68.734,"Class2",45.278,88
47.04,45.884,-5.164,"A",53.958,54.869,88.708,51.417,"Class2",51.397,88
47.959,49.346,-14.341,"A",33.145,18.731,54.096,54.077,"Class2",53.237,88
18.252,60.99,65.263,"K",48.258,88.112,17.575,58.965,"Class1",53.613,20
61.365,34.161,28,"F",57.979,82.558,21.222,26.227,"Class4",17.213,78
65.676,19.815,47.25,"Y",46.606,89.993,17.13,64.159,"Class1",26.727,21
14.993,30.549,52.428,"T",45.831,90.285,26.57,27.616,"Class1",57.115,20
53.822,31.154,50.305,"R",45.868,91.524,24.763,67.401,"Class1",36.923,20
36.89,43.681,15.839,"M",25.141,25.552,76.538,47.948,"Class2",47.327,88
26.951,48.931,73.155,"F",44.907,81.599,70.534,56.042,"Class2",NA,88
28.774,56.355,48.391,"K",47.072,95.669,25.364,62.757,"Class1",56.735,19
18.89,79.092,56.646,"Y",45.076,96.188,14.056,68.598,"Class1",62.812,21
50.238,79.365,68.625,"L",15.901,51.472,25.1,58.376,"Class3",94.35,67
72.565,23.739,56.461,"V",45.569,88.652,26.304,96.952,"Class1",38.221,20
49.757,16.434,31.394,"K",46.963,88.459,17.9,51.442,"Class1",36.171,20
16.388,25.514,54.826,"R",45.611,88.05,8.727,72.098,"Class1",68.496,20
50.299,48.616,67.854,"M",16.117,75.584,78.989,54.228,"Class2",50.91,87
58.009,69.53,53.116,"K",46.768,92.99,19.076,75.669,"Class1",71.999,20
28.983,43.916,47.482,"B",34.251,36.981,78.311,55.892,"Class2",42.337,87
43.804,11.364,33.066,"T",46.666,92.164,5.199,82.565,"Class1",66.454,21
51.681,81.262,67.27,"O",9.754,51.611,11.378,56.579,"Class3",82.771,62
28.024,47.273,40.499,"M",28.967,18.624,87.217,42.683,"Class2",42.674,87
43.361,49.832,47.201,"B",24.401,49.506,43.61,47.822,"Class2",47.717,88
38.187,63.441,54.711,"Y",46.553,91.971,17.13,77.012,"Class1",65.404,21
61.916,72.73,55.062,"T",46.737,96.592,13.59,63.878,"Class1",64.361,21
44.288,80.306,67.333,"T",17.271,53.271,39.443,62.202,"Class3",86.265,53
77.45,NA,54.715,"Y",47.277,90.786,6.878,70.775,"Class1",72.316,19
24.002,45.497,92.035,"M",35.439,66.324,81.766,51.767,"Class2",33.988,87
76.74,79.04,51.437,"L",55.181,76.029,21.708,17.11,"Class4",8.751,90
40.395,49.105,-10.401,"M",37.573,19.074,57.624,62.982,"Class2",42.033,87
53.699,79.574,65.997,"W",10.746,57.546,41.071,58.903,"Class3",94.241,53
63.758,76.848,43.924,"F",76.935,20.071,21.291,10.287,"Class4",8.557,74
11.919,49.429,51.729,"R",46.25,89.993,25.047,52.857,"Class1",52.736,20
49.2,73.57,44.356,"R",48.231,91.17,22.961,70,"Class1",51.252,20
75.655,28.674,52.612,"T",46.509,93.46,28.115,64.251,"Class1",70.472,19
33.084,49.678,62.951,"R",32.971,33.766,72.385,50.371,"Class2",46.646,87
63.396,66.484,72.722,"F",46.254,67.224,21.406,24.331,"Class4",12.804,76
41.37,81.007,64.113,"W",31.449,49.321,41.602,43.894,"Class3",85.637,51
23.427,44.433,101.1,"M",25.975,63.989,67.968,45.478,"Class2",44.714,88
58.123,86.922,65.246,"W",11.75,56.458,46.501,70.462,"Class3",81.388,69
30.299,76.321,62.319,"V",47.35,90.822,27.915,47.013,"Class1",45.063,20
64.84,32.437,47.17,"F",76.344,55.876,21.57,30.995,"Class4",18.892,77
39.991,48.55,68.438,"M",39.033,79.96,81.37,49.349,"Class2",37.282,88
88.729,70.195,37.798,"F",55.18,50.181,21.465,20.099,"Class4",13.215,78
58.337,86.126,65.358,"H",16.426,52.499,30.553,60.348,"Class3",94.38,62
50.206,43.303,124.448,"B",29.954,68.599,73.385,39.394,"Class2",31.325,88
23.196,48.316,51.881,"B",39.25,27.311,96.036,45.823,"Class2",43.87,88
69.561,32.286,8.914,"L",71.606,25.595,21.591,21.676,"Class4",10.201,82
55.319,83.653,63.826,"O",18.544,48.756,-13.153,77.325,"Class3",93.304,58
48.162,32.579,38.351,"T",44.817,96.748,36.858,38.841,"Class1",62.42,19
41.207,84.511,65.985,"T",22.149,57.862,-14.455,58.862,"Class3",87.604,67
35.76,49.628,46.919,"F",12.597,39.476,98.187,58.472,"Class2",36.079,88
50.04,85.423,67.218,"T",13.495,57.348,13.436,64.766,"Class3",94.986,56
52.524,82.372,64.992,"T",25.962,57.135,25.597,66.722,"Class3",91.263,54
71.003,74.836,38.392,"O",76.106,57.346,21.052,18.931,"Class4",19.239,67
60.359,78.334,59.603,"V",46.558,97.586,24.652,23.268,"Class1",28.826,21
69.659,33.701,41.69,"K",46.541,95.84,31.363,98.959,"Class1",NA,20
56.767,83.802,66.173,"W",25.072,53.169,40.195,51.406,"Class3",90.041,69
79.835,51.453,49.511,"T",46.478,90.775,25.374,93.852,"Class1",44.473,20
76.528,48.567,41.922,"F",69.14,77.585,21.557,26.997,"Class4",18.602,96
61.097,55.743,41.722,"C",95.455,18.133,21.144,29.757,"Class4",18.36,88
54.809,82.591,65.487,"W",25.799,56.348,13.932,40.371,"Class3",93.352,59
70.939,64.889,63.494,"T",45.527,97.101,6.273,116.538,"Class1",46.036,21
43.965,83.274,64.073,"O",13.186,50.444,28.436,57.429,"Class3",86.203,66
53.514,80.514,66.397,"L",16.327,47.095,7.178,52.451,"Class3",83.05,58
68.387,38.805,46.487,"I",81.729,52.268,20.923,28.567,"Class4",8.709,74
46.781,86.289,66.277,"T",16.249,53.339,37.518,87.57,"Class3",82.506,69
51.151,83.156,66.194,"L",21.697,51.519,1.945,48.106,"Class3",94.503,65
29.458,48.988,56.41,"F",39.085,18.136,81.916,61.788,"Class2",43.853,88
42.273,44.729,71.247,"A",23.154,19.764,63.06,38.789,"Class2",33.639,87
78.401,NA,54.741,"R",47.14,91.694,17.646,68.88,"Class1",41.237,21
25.614,72.148,65.229,"V",45.317,88.042,9.077,40.852,"Class1",57.615,19
52.172,78.794,54.013,"R",47.694,93.123,25.931,72.699,"Class1",71.54,21
91.559,70.969,31.702,"O",55.082,5.377,21.389,21.023,"Class4",17.867,69
26.282,47.102,44.282,"R",17.189,41.992,75.726,67.441,"Class2",49.536,87
51.779,79.742,66.406,"L",13.655,53.374,6.35,61.167,"Class3",81.878,61
73.478,48.941,47.551,"L",66.965,10.664,21.72,13.096,"Class4",18.643,89
72.527,67.924,31.351,"F",61.091,29.75,21.326,21.75,"Class4",12.388,77
32.45,48.42,-41.031,"B",41.133,49.662,37.923,49.788,"Class2",50.841,88
80.685,48.559,27.135,"F",45.835,73.65,20.742,29.022,"Class4",8.621,92
48.84,79.752,62.033,"H",23.647,57.627,5.307,63.783,"Class3",87.686,59
55.454,81.775,64.36,"T",18.376,56.876,22.061,67.765,"Class3",87.604,68
58.855,25.288,43.652,"T",46.062,90.658,28.224,46.229,"Class1",59.797,19
55.671,NA,65.097,"O",16.673,53.998,12.314,55.647,"Class3",87.541,64
78.077,23.867,45.937,"Y",46.143,96.291,28.308,51.637,"Class1",28.54,19
52.729,82.97,65.158,"O",20.219,55.038,0.318,64.247,"Class3",81.069,54
57.15,86.273,63.313,"W",23.583,55.215,13.523,70.77,"Class3",84.668,56
39.896,45.765,42.595,"A",32.348,63.317,63.735,62.541,"Class2",35.739,88
46.274,86.494,65.684,"O",21.338,49.857,35.323,66.335,"Class3",87.661,51
58.007,79.287,67.235,"L",24.52,54.378,10.063,53.534,"Class3",91.463,54
45.077,79.955,63.793,"O",17.683,57.581,19.571,45.975,"Class3",90.979,54
15.623,59.494,49.806,"K",44.883,95.007,19.887,65.676,"Class1",72.117,20
75.689,38.069,19.909,"L",88.438,13.356,21.188,18.643,"Class4",18.663,97
49.021,48.539,94.947,"F",14.671,61.818,86.679,54.736,"Class2",37.359,87
34.028,44.148,-3.349,"M",35.653,82.883,71.068,59.578,"Class2",46.539,88
78.998,64.67,35.167,"L",88.048,77.4,21.169,13.429,"Class4",17.633,92
43.211,72.489,51.489,"T",46.415,88.855,29.209,55.073,"Class1",42.645,20
35.448,46.571,53.071,"T",47.729,95.799,27.821,72.017,"Class1",27.258,20
25.895,44.001,47.688,"M",13.646,42.147,51.891,63.488,"Class2",50.53,87
80.644,29.248,52.938,"I",89.018,33.138,21.157,21.263,"Class4",11.926,83
91.658,51.153,37.801,"O",36.592,38.902,21.344,29.204,"Class4",11.283,74
16.507,10.947,48.026,"V",46.418,93.305,14.212,38.025,"Class1",51.594,21
39.155,48.295,18.128,"B",21.11,34.908,81.905,50.088,"Class2",53.222,88
36.173,44.075,40.708,"M",2.068,84.682,59.837,52.088,"Class2",34.364,88
81.956,39.703,25.888,"O",93.567,7.069,21.009,29.619,"Class4",NA,90
71.557,78.41,44.55,"F",61.138,18.573,22.189,23.23,"Class4",13.166,62
50.657,44.525,51.912,"M",23.697,48.242,121.209,46.823,"Class2",34.676,88
50.086,48.568,101.655,"A",40.793,33.401,72.905,59.66,"Class2",53.034,88
52.632,68.562,51.593,"R",45.931,91.909,11.144,90.035,"Class1",34.926,21
17.853,43.236,71.853,"T",46.403,95.547,15.633,67.255,"Class1",32.84,20
48.28,81.198,64.779,"L",17.699,57.881,33.967,54.506,"Class3",84.419,57
28.157,46.239,11.67,"M",23.334,78.367,83.554,41.084,"Class2",42.31,87
80.077,32.591,38.895,"F",52.089,45.424,21.701,19.884,"Class4",15.947,82
39.696,37.011,41.698,"R",46.574,95.862,22.617,69.645,"Class1",61.084,19
62.72,62.592,19.93,"F",39.39,8.653,21.418,15.902,"Class4",20.859,88
48.694,46.542,42.345,"F",31.032,15.544,62.868,59.965,"Class2",51.199,88
75.949,17.415,51.097,"R",47.15,91.802,30.309,65.055,"Class1",40.029,19
52.599,47.622,53.768,"A",10.965,19.755,102.323,49.988,"Class2",32.507,88
53.856,46.317,36.486,"F",11.647,54.547,72.82,43.659,"Class2",52.407,88
76.39,79.307,45.133,"T",45.729,94.278,13.663,64.33,"Class1",72.201,19
55.856,79.961,65.056,"O",14.371,50.569,10.536,63.855,"Class3",81.719,59
49.987,86.259,65.92,"L",18.905,55.823,9.917,65.143,"Class3",82.395,69
54.722,74.189,39.287,"R",46.978,96.032,11.934,66.216,"Class1",32.322,20
77.327,23.076,56.058,"R",46.12,88.562,14.651,69.167,"Class1",42.8,20
72.722,42.627,28.503,"L",65.885,26.76,21.18,7.551,"Class4",7.547,61
22.527,49.91,34.2,"R",20.834,72.41,96.38,54.928,"Class2",54.549,87
55.975,85.138,66.053,"O",22.241,48.823,31.209,56.544,"Class3",83.978,51
42.353,NA,65.57,"W",15.179,57.65,20.55,56.048,"Class3",94.33,69
31.243,54.995,54.295,"V",45.502,97.24,17.872,64.098,"Class1",76.563,21
46.308,81.07,64.799,"L",34.112,53.485,24.581,58.27,"Class3",84.931,62
85.535,66.272,19.652,"F",69.75,26.277,21.615,12.905,"Class4",12.291,76
53.44,86.715,68.676,"W",10.001,55.074,53.259,56.956,"Class3",86.692,57
61.751,62.511,22.76,"L",37.977,55.977,21.253,23.61,"Class4",19.077,71
51.027,NA,50.012,"T",47.857,88.143,23.211,56.189,"Class1",35.482,21
18.487,53.398,54.038,"Y",47.403,94.564,18.012,51.775,"Class1",75.175,21
84.867,78.204,16.058,"L",54.868,75.615,21.576,20.129,"Class4",10.063,70
40.164,NA,68.825,"L",21.367,57.452,0.108,74.38,"Class3",NA,57
15.035,61.56,33.685,"R",45.742,97.142,22.847,94.313,"Class1",74.003,20
61.848,59.021,28.01,"I",40.358,65.221,21.851,13.364,"Class4",17.998,77
70.567,45.573,36.193,"C",58.865,56.369,21.51,33.656,"Class4",14.504,63
70.728,31.59,52.418,"C",74.437,24.975,21.553,30.673,"Class4",19.925,70
41.759,83.039,67.32,"O",10.516,53.479,28.315,54.204,"Class3",88.535,68
71.06,83.939,40.428,"C",62.204,78.667,21.311,22.473,"Class4",19.14,99
32.081,49.619,91.663,"R",11.817,82.532,78.779,39.761,"Class2",49.635,88
49.284,85.073,63.746,"L",24.549,47.018,21.715,48.331,"Class3",94.143,66
28.674,43.867,67.252,"R",24.213,72.146,99.033,45.916,"Class2",50.658,87
52.766,79.765,67.677,"T",21.987,55.645,2.662,51.259,"Class3",91.897,54
91.669,82.699,60.824,"O",61.871,21.345,21.808,30.041,"Class4",17.328,68
84.499,79.557,36.403,"I",46.86,55.575,21.571,14.213,"Class4",10.567,72
41.559,44.135,52.437,"F",18.589,32.414,52.143,60.54,"Class2",53.319,87
51.458,40.827,33.572,"Y",47.133,89.755,29.291,100.965,"Class1",32.348,20
51.221,33.984,49.462,"Y",47.671,90.223,22.022,60.108,"Class1",42.439,21
86.868,76.161,40.622,"F",63.512,67.263,21.042,30.196,"Class4",18.612,73
54.714,81.424,64.536,"W",26.577,49.237,24.807,64.145,"Class3",82.268,62
29.852,43.699,17.023,"F",17.228,24.753,70.119,48.471,"Class2",35.496,87
45.179,49.132,45.523,"R",45.315,16.815,78.039,63.432,"Class2",34.346,87
74.127,35.654,34.54,"C",73.155,32.732,21.446,20.851,"Class4",15.353,83
75.967,79.217,25.688,"L",85.335,59.709,21.988,19.061,"Class4",9.504,77
17.585,21.423,42.194,"Y",45.549,89.582,14.389,79.061,"Class1",33.176,21
24.747,37.55,51.509,"K",47.064,94.717,15.058,63.863,"Class1",60.345,21
52.778,79.351,69.686,"O",21.176,53.02,28.208,62.438,"Class3",83.586,64
50.677,84.778,65.566,"L",28.455,53.789,0.461,59.633,"Class3",92.975,66
57.414,80.186,64.409,"O",22.401,54.23,31.184,70.444,"Class3",81.934,61
87.514,80.247,9.911,"F",60.748,65.284,21.41,29.962,"Class4",14.705,61
48.587,83.695,68.312,"O",30.439,57.499,25.9,66.869,"Class3",83.171,63
86.563,62.26,49.134,"F",90.934,22.658,21.597,31.74,"Class4",12.04,83
49.552,81.259,65.736,"H",13.22,56.949,18.817,73.671,"Class3",85.239,60
44.127,44.1,28.594,"R",28.793,21.199,71.14,32.903,"Class2",41.552,88
82.038,31.699,50.18,"O",71.855,46.125,22.036,20.75,"Class4",8.869,62
28.448,43.906,21.452,"B",43.86,85.126,78.926,50.557,"Class2",51.861,87
56.88,86.486,65.713,"W",28.661,48.54,35.546,44.622,"Class3",84.084,68
28.41,43.523,39.943,"R",40.036,64.702,73.417,55.118,"Class2",46.086,87
34.935,45.553,41.297,"A",25.988,51.189,100.41,47.884,"Class2",54.224,87
73.824,59.634,47.141,"R",46.392,91.907,21.431,55.288,"Class1",76.649,20
63.983,43.764,18.931,"F",71.074,49.678,21.601,31.284,"Class4",8.672,97
53.176,86.59,64.989,"T",28.969,55.64,37.315,52.891,"Class3",85.84,52
79.127,35.449,20.427,"C",64.958,23.096,22.183,30.275,"Class4",20.78,92
44.286,47.159,44.838,"M",25.279,46.847,61.936,40.578,"Class2",33.98,87
87.689,36.134,33.043,"I",59.955,49.032,21.45,25.061,"Class4",12.695,91
32.302,43.933,41.311,"R",12.446,44.109,74.088,44.227,"Class2",53.689,87
57.873,49.331,62.836,"T",45.528,91.694,25.023,57.524,"Class1",59.638,21
65.331,56.363,45.861,"L",71.785,9.394,20.764,19.633,"Class4",18.387,72
46.836,NA,50.283,"T",47.302,92.527,17.609,92.167,"Class1",56.599,19
47.944,83.454,63.662,"O",19.129,48.541,30.347,55.937,"Class3",94.85,58
64.281,44.859,35.379,"F",54.935,48.422,21.085,30.6,"Class4",11.726,87
23.306,43.588,10.575,"M",17,57.015,71.138,44.544,"Class2",34.127,87
46.607,82.434,64.763,"W",26.786,51.4,22.918,49.071,"Class3",86.42,61
66.744,53.56,48.456,"F",30.07,43.945,21.021,11.294,"Class4",15.894,74
86.874,56.677,41.358,"F",43.052,76.322,21.16,16.122,"Class4",13.504,84
76.48,79.267,50.942,"Y",48.426,92.485,11.55,85.459,"Class1",NA,19
38.319,82.616,35.539,"T",46.795,88.084,15.216,45.214,"Class1",36.859,20
51.122,43.907,9.83,"B",25.817,42.913,88.927,65.518,"Class2",38.475,88
29.29,47.991,48.489,"A",18.327,27.571,68.245,58.083,"Class2",50.755,88
50.096,48.102,66.482,"B",21.356,80.805,71.696,54.67,"Class2",33.891,88
82.795,74.061,58.535,"C",95.534,37.554,21.39,10.139,"Class4",13.154,98
35.235,43.352,41.789,"B",27.831,60.371,93.31,63.113,"Class2",40.913,87
40.331,49.482,55.187,"A",17.285,38.045,68.881,56.407,"Class2",52.249,88
45.86,80.125,65.742,"L",25.768,47.968,24.318,60.863,"Class3",85.872,57
55.686,85.696,67.16,"O",20.97,57.131,20.364,59.792,"Class3",87.257,68
81.77,62.047,49.559,"C",22.737,10.308,21.664,21.53,"Class4",20.435,95
89.398,46.193,12.332,"I",77,71.845,21.705,-1.379,"Class4",18.13,69
48.249,46.16,97.595,"M",6.585,16.482,75.752,58.075,"Class2",31.65,88
41.104,86.277,64.977,"O",18.664,50.152,36.656,72.891,"Class3",91.497,65
73.531,11.423,55.957,"R",47.05,97.037,21.545,84.484,"Class1",23.658,20
30.761,48.593,67.17,"M",33.75,78.405,72.388,35.899,"Class2",37.521,87
46.275,79.531,67.23,"W",25.131,55.004,21.428,62.796,"Class3",83.587,60
86.206,48.582,25.268,"L",35.209,33.85,21.231,22.659,"Class4",15.025,84
90.088,68.101,12.891,"F",71.182,45.336,21.98,27.826,"Class4",NA,91
70.482,NA,47.969,"V",48.054,93.582,21.831,86.925,"Class1",54.715,21
63.422,65.237,42.168,"O",82.26,58.022,20.919,30.191,"Class4",19.099,96
82.898,70.538,34.799,"F",49.931,58.98,21.195,29.221,"Class4",14.859,90
85.778,79.365,56.395,"I",76.588,4.833,21.811,34.513,"Class4",20.411,81
34.413,30.504,58.743,"V",44.701,97.524,25.376,79.255,"Class1",79.161,19
57.651,83.107,66.336,"W",19.619,57.386,32.695,65.784,"Class3",83.402,59
42.041,86.38,67.454,"H",24.861,47.553,12.975,38.788,"Class3",91.944,56
57.686,51.423,42.43,"Y",46.531,97.336,17.22,66.836,"Class1",43.644,20
74.839,41.919,51.044,"L",60.815,68.916,21.041,21.672,"Class4",NA,71
90.211,69.294,58.536,"I",69.303,70.638,21.484,26.143,"Class4",13.196,80
27.177,44.347,72.478,"M",23.985,15.159,79.847,37.731,"Class2",41.673,87
55.938,83.008,66.644,"L",25.096,57.465,22.106,70.047,"Class3",87.452,58
56.645,82.222,66.125,"H",28.816,52.783,11.77,70.749,"Class3",88.405,53
90.979,62.107,18.026,"C",49.657,53.83,21.507,27.302,"Class4",20.901,91
55.724,45.51,55.707,"T",46.805,97.748,24.105,99.592,"Class1",NA,20
22.996,NA,55.74,"M",24.322,86.008,68,46.706,"Class2",44.452,88
67.314,19.222,58.58,"T",46.294,91.918,23.027,88.545,"Class1",40.774,20
47.826,36.969,65.45,"T",46.277,90.869,14.668,81.417,"Class1",NA,19
69.291,NA,25.093,"L",49.524,27.789,21.12,21.753,"Class4",20.402,80
53.032,84.22,62.756,"O",27.999,56.683,25.892,37.292,"Class3",86.562,62
65.201,57.164,53.503,"K",45.808,91.43,22.668,46.913,"Class1",68.116,19
11.808,50.92,59.306,"V",46.423,91.48,20.956,68.533,"Class1",44.739,20
52.619,81.375,65.759,"T",17.445,50.207,9.649,42.88,"Class3",90.397,65
59.318,62.5,60.945,"Y",46.315,90.9,29.062,61.059,"Class1",63.211,19
73.744,43.312,13.989,"C",54.761,53.861,21.539,30.681,"Class4",19.433,90
35.974,44.928,32.853,"B",28.686,63.131,56.466,58.708,"Class2",45.214,87
25.155,44.687,38.18,"T",45.04,89.634,13.135,46.94,"Class1",79.337,19
30.737,49.043,82.313,"B",41.666,85.391,77.705,48.384,"Class2",42.379,88
45.598,47.647,61.207,"F",61.253,78.268,51.232,63.272,"Class2",43.141,88
41.105,82.063,64.052,"H",20.251,56.102,28.205,32.498,"Class3",83.999,61
47.434,44.144,58.483,"F",35.51,17.243,96.512,65.088,"Class2",48.878,87
37.244,46.141,47.387,"A",27.882,79.012,77.339,55.871,"Class2",45.281,87
