"LRK1","POA2","UYL3","SLN4","EXB5","HQG6","KLP7","ALR8","PHS9","RST10","Output13","VRU11"
94.058,"H","G",NA,42,16.124,94.655,72.728,24.639,35.79,"Class5",24.387
57.261,"H","Q",15.298,54,58.669,57.586,26.095,84.889,58.022,"Class3",75.627
86.89,"G","S",51.277,53,30.86,43.303,66.941,84.656,59.902,"Class3",67.875
53.996,"B","M",74.089,86,56.403,69.779,54.434,68.72,69.534,"Class2",71.973
54.976,"G","S",54.866,58,45.69,-5.301,48.274,84.736,65.197,"Class3",73.941
76.401,"U","A",73.841,63,32.833,28.729,29.95,77.582,66.263,"Class1",87.958
59.565,"F","Z",41.493,60,58.334,60.496,45.443,84.499,53.515,"Class3",71.434
78.773,"Q","K",61.395,54,27.574,39.81,9.294,69.384,93.946,"Class1",92.9
84.886,"K","D",86.602,83,78.17,62.166,54.007,66.871,70.16,"Class2",80.868
32.217,"H","G",34.211,41,20.789,39.472,15.535,43.478,16.323,"Class5",22.782
57.715,"B","M",84.866,82,66.582,60.84,55.708,67.044,71.008,"Class2",70.227
76.719,"F","G",37.848,56,58.578,-15.575,55.545,83.552,76.486,"Class3",73.64
61.885,"K","Z",82.181,78,51.473,65.183,56.661,65.604,69.854,"Class2",67.213
75.917,"C","P",44.897,47,73.039,49.874,7.604,73.796,83.535,"Class1",89.035
83.951,"H","Z",77.328,80,77.215,57.757,50.196,67.518,68.417,"Class2",88.714
55.676,"L","T",78.201,88,53.925,67.904,51.653,66.535,71.576,"Class2",69.042
35.006,"U","Z",64.683,19,19.482,86.278,49.732,86.026,21.777,"Class4",52.263
80.459,"X","S",14.651,58,44.035,36.805,69.1,83.018,77.235,"Class3",75.999
53.184,"H","S",21.685,56,55.294,23.763,63.324,84.229,54.672,"Class3",92.417
86.157,"X","S",53.836,55,50.559,30.703,54.417,83.848,79.788,"Class3",70.305
53.188,"O","Z",47.387,56,22.284,34.902,40.033,85.503,48.227,"Class3",NA
34.163,"F","Z",64.681,14,27.31,84.974,35.782,88.784,23.434,"Class4",50.078
72.84,"P","E",32.262,35,16.97,37.617,18.19,8.591,17.32,"Class5",24.497
74.763,"K","D",77.44,79,69.787,69.046,54.664,68.179,70.812,"Class2",85.1
53.91,"L","D",83.889,80,48.849,71.867,51.251,67.188,69.027,"Class2",84.216
75.927,"U","A",69.4,40,25.206,37.2,23.556,88.518,71.837,"Class1",91.534
96.755,"H","Z",15.308,59,44.511,31.063,46.434,83.632,55.834,"Class3",65.378
75.904,"Q","A",21.691,62,22.755,28.11,8.612,74.129,79.837,"Class1",88.137
76.349,"U","E",20.05,76,43.501,8.093,8.911,68.83,76.205,"Class1",NA
41.157,"B","T",85.671,82,75.816,55.955,52.617,67.387,66.989,"Class2",67.363
64.014,"S","M",85.245,81,64.067,67.526,50.623,69.24,68.743,"Class2",69.401
73.627,"F","G",22.873,52,33.983,30.533,29.219,84.332,56.13,"Class3",77.061
93.412,"H","G",19.466,61,20.392,32.687,35.713,83.241,63.017,"Class3",92.262
74.9,"C","A",39.406,68,74.803,41.391,11.696,80.369,77.253,"Class1",90.213
42.604,"V","B",32.2,40,18.973,55.882,9.696,66.783,41.164,"Class5",23.377
35.363,"F","M",64.846,18,21.625,88.303,56.378,82.32,24.464,"Class4",47.757
36.146,"U","Z",64.301,22,15.378,84.02,39.813,89.036,26.021,"Class4",45.379
39.432,"F","Z",64.4,13,41.685,87.701,44.165,83.818,21.343,"Class4",53.532
76.556,"S","D",85.182,77,47.637,53.756,56.763,66.541,68.8,"Class2",73.055
53.326,"O","G",23.567,61,44.58,73.217,46.589,81.379,70.267,"Class3",90.034
37.733,"U","Z",64.384,15,24.113,86.803,42.33,89.039,24.345,"Class4",54.649
36.666,"U","Z",64.702,27,22.753,85.254,43.576,91.802,23.818,"Class4",46.911
37.127,"A","P",64.509,25,9.595,85.706,52.025,92.533,25.099,"Class4",NA
60.164,"B","T",84.407,80,43.989,70.779,56.548,67.714,67.669,"Class2",74.312
38.567,"J","M",64.155,16,28.344,82.704,54.526,82.625,24.197,"Class4",51.516
76.835,"C","E",34.01,86,31.542,69.011,18.6,80.83,80.399,"Class1",87.629
77.411,"J","E",73.707,52,34.222,33.693,25.525,89.216,70.56,"Class1",87.912
49.344,"V","H",37.235,36,17.302,52.456,75.576,72.264,37.37,"Class5",22.532
54.932,"H","L",37.047,40,19.43,25.955,38.79,29.27,-9.529,"Class5",26.019
41.366,"H","H",69.649,88,76.097,59.822,55.743,67.915,68.655,"Class2",85.182
36.041,"A","P",64.385,24,30.553,85.356,49.691,84.579,28.297,"Class4",43.37
74.662,"U","P",25.618,66,65.908,59.93,19.502,86.026,69.208,"Class1",90.368
87.31,"S","H",75.06,83,51.871,72.655,56.71,67.15,70.493,"Class2",80.037
28.636,"V","H",36.495,39,20.577,53.098,33.117,45.298,46.823,"Class5",23.056
29.806,"V","L",36.411,41,16.927,57.68,76.897,29.629,90.716,"Class5",23.148
77.326,"U","E",73.034,65,64.498,5.903,9.995,80.397,76.002,"Class1",89.185
35.3,"G","U",51.251,59,46.495,46.817,39.463,83.609,68.089,"Class3",72.48
51.907,"X","U",22.989,62,47.393,63.655,47.089,84.408,68.713,"Class3",86.541
74.619,"K","H",NA,88,51.016,65.04,55.021,68.666,70.389,"Class2",80.588
35.091,"G","M",64.856,14,10.599,85.586,43.144,88.358,24.331,"Class4",55.709
27.275,"S","M",76.713,80,72.736,59.247,53.86,67.117,69.695,"Class2",84.667
33.344,"A","Z",64.319,21,21.917,85.826,46.61,87.88,25.813,"Class4",41.989
28.182,"J","L",34.303,34,21.418,74.337,70.308,3.17,61.185,"Class5",NA
57.594,"O","S",23.867,59,33.337,28.834,58.477,84.121,66.791,"Class3",79.904
48.375,"G","Q",50.491,62,56.827,28.447,58.179,83.873,69.843,"Class3",81.044
37.862,"U","P",64.259,18,9.32,85.558,57.951,86.424,25.3,"Class4",47.333
20.679,"V","L",33.73,37,17.2,109.055,65.908,51.663,77.754,"Class5",24.832
74.855,"Q","K",36.209,47,61.273,56.632,28.158,87.289,81.387,"Class1",92.543
62.103,"F","U",17.498,63,57.227,34.551,27.827,82.882,62.371,"Class3",88.576
14.718,"V","L",31.877,41,15.133,31.481,69.041,25.297,63.253,"Class5",24.538
37.587,"J","M",64.272,19,35.152,82.288,48.409,84.479,25.677,"Class4",41.91
46.242,"K","T",73.328,79,59.285,63.139,54.143,68.81,68.093,"Class2",76.589
42.075,"G","G",28.224,55,57.836,57.193,40.747,84.01,56.882,"Class3",83.546
37.402,"A","M",64.987,25,7.683,87.611,59.821,84.599,22.008,"Class4",51.717
39.496,"A","P",64.546,19,36.665,86.827,58.23,86.996,25.237,"Class4",55.886
54.359,"H","Q",33.037,63,18.043,48.288,28.825,82.459,58.677,"Class3",96.95
75.795,"U","K",69.566,63,72.965,36.156,17.3,74.501,74.956,"Class1",92.527
75.055,"C","K",41.889,61,64.797,32.931,16.195,78.306,70.982,"Class1",87.978
42.061,"U","U",64.302,25,41.412,86.335,55.213,90.789,24.925,"Class4",45.718
43.703,"H","Q",36.628,56,11.321,22.518,40.534,84.878,53.996,"Class3",77.784
84.432,"H","U",49.824,64,46.039,44.647,44.378,85.436,70.212,"Class3",88.075
76.861,"U","A",52.815,70,64.533,41.661,15.376,80.743,74.582,"Class1",87.81
33.561,"J","M",64.401,28,22.195,82.711,50.88,85.271,26.119,"Class4",55.008
38.122,"U","P",64.357,16,29.71,88.642,46.833,81.515,21.957,"Class4",48.656
46.141,"K","H",74.416,85,59.897,78.94,55.136,67.794,70.164,"Class2",72.263
37.723,"O","Q",35.969,58,27.998,16.29,35.708,84.094,76.247,"Class3",76.929
76.153,"A","K",69.493,63,78.22,38.687,26.777,79.984,91.436,"Class1",87.002
38.693,"H","L",28.656,35,17.909,1.693,10.614,44.604,57.176,"Class5",23.409
70.926,"P","H",NA,39,19.989,78.325,63.993,33.163,29.743,"Class5",25.488
63.563,"S","Z",NA,84,46.648,53.845,55.279,68.009,68.794,"Class2",73.562
33.882,"J","Z",64.153,13,11.081,83.358,47.237,89.999,23.665,"Class4",43.166
76.062,"J","P",32.286,50,72.21,64.372,21.006,79.242,70.058,"Class1",89.42
62.236,"V","E",35.788,36,16.638,78.716,72.355,-5.542,43.605,"Class5",22.911
55.7,"H","L",30.713,36,20.69,107.142,71.943,42.227,25.358,"Class5",22.364
34.409,"F","Z",64.101,25,41.04,83.942,54.616,89.67,23.332,"Class4",44.363
101.587,"K","M",72.899,82,46.325,74.13,54.36,66.569,70.123,"Class2",87.627
77.956,"J","K",60.263,78,51.774,45.508,10.784,82.031,85.597,"Class1",91.294
77.431,"J","K",NA,61,61.117,64.033,13.746,68.16,91.119,"Class1",NA
75.765,"A","K",32.502,40,65.507,27.893,13.356,81.357,72.389,"Class1",90.568
75.934,"C","J",59.409,54,49.456,22.916,11.357,88.657,74.61,"Class1",91.071
39.123,"A","Z",64.632,28,41.215,86.014,51.604,88.297,25.078,"Class4",46.891
76.204,"C","P",44.774,63,38.312,74.756,17.499,67.773,94.281,"Class1",89.843
74.398,"J","K",49.322,68,64.321,56.404,12.241,83.152,73.462,"Class1",87.308
47.138,"H","G",32.954,34,16.365,49.493,76.078,25.445,37.188,"Class5",24.726
39.093,"U","G",64.433,24,26.297,84.975,41.766,90.277,23.474,"Class4",50.568
19.955,"P","G",33.85,39,17.021,22.86,24.068,37.584,40.169,"Class5",24.844
39.426,"V","L",37.651,40,16.376,78.925,35.557,58.722,28.165,"Class5",25.776
76.609,"C","J",51.162,47,51.332,47.476,28.86,74.278,57.773,"Class1",90.853
82.406,"X","G",26.47,64,44.273,51.851,61.761,86.751,67.318,"Class3",68.838
24.267,"J","B",31.447,33,17.625,88.174,46.874,40.579,4.959,"Class5",25.839
74.731,"V","E",37.654,38,15.171,74.931,73.085,12.725,40.358,"Class5",23.955
72.637,"S","H",72.142,84,64.605,62.232,56.328,66.095,69.35,"Class2",71.788
51.796,"X","S",53.177,59,36.359,44.968,46.51,84.643,64.566,"Class3",71.051
45.411,"Y","E",35.996,35,18.747,-12.405,44.367,36.1,37.986,"Class5",25.71
75.459,"J","J",22.039,59,57.165,37.922,8.756,77.955,66.66,"Class1",88.476
67.144,"K","T",77.603,85,57.29,68.964,49.612,66.008,69.6,"Class2",79.94
43.51,"L","T",76.814,88,77.162,88.873,49.3,65.907,71.992,"Class2",74.697
76.098,"C","A",66.845,73,52.42,55.204,12.735,86.949,69.05,"Class1",89.467
45.75,"V","G",NA,41,19.862,37.244,63.244,53.219,48.761,"Class5",27.426
39.04,"J","M",64.762,19,30.098,84.642,37.929,86.756,21.844,"Class4",51.655
35.72,"F","P",64.256,16,37.058,86.711,54.861,92.999,25.635,"Class4",52.714
-10.942,"V","E",28.125,37,15.079,74.747,35.072,50.296,44.004,"Class5",26.388
39.418,"F","M",64.327,22,22.261,86.816,57.157,88.726,24.52,"Class4",41.605
38.048,"G","P",64.835,26,35.221,87.17,38.088,86.462,24.605,"Class4",44.335
42.713,"P","E",29.869,34,16.085,65.13,33.824,56.599,25.551,"Class5",23.973
76.06,"C","K",59.865,71,36.946,33.938,12.381,79.08,73.199,"Class1",91.507
70.734,"G","U",42.694,52,34.4,68.565,67.573,82.916,39.896,"Class3",91.765
58.192,"L","T",70.069,82,58.493,63.533,49.954,67.095,69.394,"Class2",84.336
61.641,"H","M",72.061,79,56.763,69.489,55.122,68.566,70.488,"Class2",70.751
39.512,"G","G",64.687,16,17.966,86.921,51.671,91.015,27.034,"Class4",49.225
77.453,"A","E",35.968,63,69.169,59.081,13.805,73.446,81.246,"Class1",92.311
35.634,"F","Z",64.118,25,34.556,87.939,46.585,84.878,25.784,"Class4",42.26
75.037,"P","H",36.74,41,21.556,80.617,13.97,72.188,36.348,"Class5",24.612
76.827,"A","E",24.184,52,77.523,69.183,8.725,69.765,81.278,"Class1",90.441
76.407,"C","E",74.717,86,60.395,36.107,14.803,67.038,71.554,"Class1",87.222
66.734,"P","G",30.9,35,18.611,65.497,24.402,63.266,6.257,"Class5",24.428
51.572,"J","H",35.879,31,15.401,25.174,27.566,80.765,24.564,"Class5",26.879
52.927,"P","H",32.845,38,15.073,61.494,60.603,23.706,39.792,"Class5",24.882
18.742,"J","G",34.077,39,16.43,33.103,19.184,62.559,45.048,"Class5",24.156
84.965,"J","E",30.492,41,20.508,70.089,13.323,38.702,46.737,"Class5",26.413
91.014,"H","T",72.425,83,45.83,72.016,51.02,66.102,69.997,"Class2",79.63
13.52,"P","B",35.959,41,18.762,59.943,44.158,65.961,62.67,"Class5",25.523
28.124,"J","B",34.073,34,21.235,33.716,51.77,62.25,74.399,"Class5",23.564
37.981,"J","U",64.894,20,17.381,84.174,45.866,83.007,24.719,"Class4",41.027
67.84,"Y","G",31.344,42,15.487,39.831,68.861,35.023,36.456,"Class5",27.312
56.561,"H","H",77.745,83,64.03,73.219,52.66,66.817,70.435,"Class2",67.382
75.824,"A","E",15.681,57,38.477,66.855,20.274,71.755,78.931,"Class1",87.481
20.115,"J","E",31.774,42,21.543,80.447,47.691,33.118,41.226,"Class5",22.162
32.429,"J","G",64.838,15,26.074,88.203,44.321,87.724,25.363,"Class4",49.957
76.153,"U","P",25.246,42,30.79,45.584,28.978,83.822,83.088,"Class1",87.071
76.386,"C","K",20.523,54,47.173,52.054,22.274,84.049,77.345,"Class1",92.098
41.585,"V","G",35.9,33,16.466,69.184,44.588,32.542,24.07,"Class5",24.964
78.072,"A","K",28.124,60,57.456,72.919,29.865,78.617,74.345,"Class1",89.418
54.293,"F","Q",43.671,54,31.203,33.988,38.492,84.264,71.309,"Class3",69.121
39.546,"J","M",64.106,23,22.98,88.513,50.608,87.093,23.355,"Class4",54.541
43.869,"H","T",74.483,81,74.707,57.521,50.551,68.772,69.685,"Class2",68.882
46.379,"J","G",34.329,40,20.834,80.964,21.463,60.422,16.725,"Class5",23.782
37.594,"A","M",64.908,25,31.502,86.551,55.91,89.613,26.338,"Class4",44.123
61.973,"O","Q",39.588,58,41.92,34.454,53.601,81.894,54.596,"Class3",70.509
57.251,"H","Q",49.962,59,26.046,42.538,57.715,84.374,56.295,"Class3",72.998
50.183,"J","H",28.167,42,18.929,63.72,81.859,68.09,42.307,"Class5",NA
67.341,"B","Z",76.405,85,54.158,54.809,55.821,67.644,69.859,"Class2",74.565
32.681,"J","H",36.036,36,18.59,86.799,64.669,65.327,46.194,"Class5",24.681
32.487,"H","B",29.912,34,15.914,46.5,56.266,65.191,73.756,"Class5",27.396
79.145,"J","E",20.659,75,32.299,14.979,14.76,80.594,87.427,"Class1",90.207
52.773,"Y","L",37.032,40,18.282,75.745,15.023,37.805,28.309,"Class5",25.476
75.812,"C","P",71.501,74,44.846,36.158,26.258,82.288,74.888,"Class1",87.742
32.456,"J","U",64.202,18,30.141,85.374,37.481,84.124,24.822,"Class4",49.557
80.305,"U","P",73.752,60,79.115,76.774,15.633,73.655,76.827,"Class1",91.809
41.72,"A","U",64.7,23,10.78,84.714,51.377,91.251,23.474,"Class4",50.849
39.899,"K","Z",78.342,79,63.873,66.833,51.546,68.931,71.119,"Class2",68.059
50.503,"H","B",35.163,34,18.069,94.868,38.619,20.548,36.272,"Class5",25.651
78.854,"J","J",30.57,39,65.05,12.564,29.981,83.597,84.643,"Class1",90.465
40.282,"F","P",64.786,28,25.902,86.301,55.174,85.163,26.07,"Class4",49.778
77.856,"U","K",23.06,59,31.987,71.831,16.88,77.367,88.973,"Class1",90.273
78.097,"C","J",12.045,72,49.745,48.077,23.849,59.868,87.009,"Class1",92.841
9.722,"K","Z",80.861,78,61.728,61.44,50.126,68.282,68.65,"Class2",74.935
56.14,"L","D",85.122,80,54.937,62.754,55.884,67.218,68.787,"Class2",86.176
76.125,"A","J",50.767,55,85.924,62.252,26.721,75.627,84.333,"Class1",92.001
54.814,"S","M",83.838,79,77.887,66.723,49.277,67.178,69.116,"Class2",83.401
75.83,"U","J",71.68,56,53.845,38.158,27.163,82.283,86.907,"Class1",92.614
39.872,"U","G",64.843,11,23.308,86.535,47.874,85.659,22.663,"Class4",43.242
76.215,"U","J",64.129,80,63.046,50.698,8.72,80.097,75.149,"Class1",92.743
76.932,"A","A",17.714,56,32.453,70.233,9.91,78.341,87.573,"Class1",90.679
25.423,"H","H",34.953,40,17.127,86.768,60.827,31.475,53.946,"Class5",24.223
67.965,"J","H",28.229,36,18.469,9.774,68.154,57.529,70.564,"Class5",22.303
96.041,"O","G",39.51,57,17.552,61.793,51.228,83.825,74.016,"Class3",79.777
65.3,"L","T",87.978,88,42.113,70.02,54.545,66.792,70.198,"Class2",74.275
40.946,"K","T",71.323,81,49.586,63.111,56.9,67.697,70.598,"Class2",80.406
28.75,"Y","B",33.869,39,15.972,108.423,50.089,62.043,61.738,"Class5",22.057
38.598,"A","U",64.725,25,20.491,86.245,50.934,85.305,24.343,"Class4",44.274
30.485,"P","E",NA,31,21.5,51.486,45.696,9.965,54.946,"Class5",27.667
74.821,"Q","P",65.54,74,24.186,39.742,13.439,83.611,77.435,"Class1",92.171
71.303,"O","U",NA,64,52.59,50.416,44.696,86.011,71.923,"Class3",72.803
42.133,"A","P",64.209,17,9.867,83.614,46.649,81.004,23.228,"Class4",53.089
38.403,"U","M",64.007,22,17.011,87.341,35.492,83.78,22.502,"Class4",50.498
75.455,"A","A",16.118,53,19.636,67.532,12.888,71.859,73.211,"Class1",90.93
34.942,"F","Z",64.762,13,11.702,86.08,51.25,87.85,21.611,"Class4",51.437
44.646,"K","H",76.605,87,40.744,74.946,50.388,66.496,68.397,"Class2",70.492
33.919,"U","Z",64.746,28,7.231,84.989,47.595,81.793,24.88,"Class4",45.488
44.351,"P","L",36.23,31,16.684,24.744,79.863,30.828,-0.239,"Class5",27.93
76.051,"Q","E",13.857,75,67.516,39.224,10.516,80.068,93.968,"Class1",91.256
72.119,"H","S",NA,58,54.657,60.545,26.691,84.016,69.907,"Class3",72.428
38.88,"A","P",64.356,20,30.043,86.625,46.469,86.419,25.332,"Class4",NA
68.348,"G","U",51.131,59,61.572,24.32,63.739,84.9,65.934,"Class3",75.697
34.79,"J","Z",64.788,28,22.268,87.917,38.672,93.514,27.724,"Class4",54.658
76.931,"C","K",NA,59,69.859,41.981,10.697,89.926,69.122,"Class1",NA
80.625,"F","S",22.07,53,24.302,50.48,60.574,84.122,48.352,"Class3",95.053
78.607,"Q","J",13.656,60,55.662,68.505,11.409,81.393,94.566,"Class1",88.346
33.593,"S","M",80.478,88,77.052,72.687,49.022,68.502,69.369,"Class2",74.921
72.251,"H","S",40.728,63,13.494,57.853,34.689,83.38,63.463,"Class3",63.782
74.395,"Q","J",29.836,67,53.875,39.95,8.419,66.788,69.778,"Class1",89.264
77.524,"U","J",38.029,61,50.565,56.804,21.664,87.177,78.387,"Class1",90.133
34.69,"G","M",64.309,25,34.716,81.909,39.546,88.141,21.594,"Class4",42.965
79.005,"Q","P",31.401,51,59.914,35.623,24.894,96.02,76.139,"Class1",90.344
76.521,"Q","E",57.833,71,23.023,41.617,19.728,70.732,76.462,"Class1",92.224
76.56,"Q","E",62.839,56,26.676,21.326,19.295,79.307,66.287,"Class1",90.215
37.63,"Y","H",35.461,36,15.094,117.912,32.32,77.539,39.778,"Class5",26.568
36.192,"G","P",64.273,24,27.009,84.975,56.934,91.836,24.292,"Class4",44.718
33.854,"G","G",64.113,21,7.794,84.668,42.896,87.355,21.526,"Class4",48.894
75.998,"Q","J",37.537,71,31.141,31.004,12.164,74.175,75.681,"Class1",89.634
77.754,"Q","P",61.785,51,52.937,57.298,13.878,73.394,76.802,"Class1",88.906
77.22,"U","K",52.181,81,69.902,57.607,22.727,95.482,91.507,"Class1",91.126
76.128,"U","K",NA,60,64.878,45.36,18.349,79.434,67.534,"Class1",92.984
77.804,"C","J",64.607,65,68.145,48.637,27.304,76.062,61.346,"Class1",90.645
35.915,"H","H",NA,40,19.486,106.508,24.535,44.533,64.597,"Class5",22.694
18.416,"H","H",37.457,33,19.578,60.578,9.136,19.324,18.002,"Class5",24.152
79.032,"Q","J",41.096,68,63.189,46.845,19.689,63.632,75.37,"Class1",88.164
78.416,"O","Z",16.633,55,47.337,-2.171,48.737,84.094,89.152,"Class3",95.873
59.65,"Y","B",36.152,38,19.025,67.078,73.68,18.999,37.568,"Class5",22.22
36.483,"A","Z",64.136,21,13.99,86.743,52.521,86.598,24.424,"Class4",55.947
54.257,"G","U",NA,52,22.622,73.42,50.953,85.306,58.265,"Class3",80.88
74.839,"O","U",49.053,55,50.268,46.292,49.285,83.92,60.853,"Class3",77.53
40.037,"S","H",74.184,83,54.959,68.251,52.155,67.276,69.305,"Class2",71.082
36.948,"A","U",64.798,14,15.045,82.516,58.701,87.545,23.651,"Class4",43.577
45.153,"V","L",28.919,39,17.256,43.917,23.85,36.139,19.053,"Class5",26.13
48.417,"V","L",NA,32,18.149,8.973,41.701,73.996,19.294,"Class5",25.001
74.617,"A","A",72.6,87,36.081,53.758,23.639,73.615,88.032,"Class1",NA
76.464,"L","M",70.308,78,44.089,76.702,55.531,67.586,69.779,"Class2",73.607
61.796,"S","D",82.233,80,75.444,67.303,53.301,66.76,67.804,"Class2",70.418
9.872,"J","H",33.497,32,15.574,66.276,14.383,66.981,53.679,"Class5",23.02
38.656,"P","B",28.118,34,19.989,92.507,17.552,45.154,42.019,"Class5",24.338
72.072,"O","Q",11.25,64,28.287,64.007,38.4,84.19,49.124,"Class3",88.906
78.333,"O","Q",37.791,62,16.824,20.021,69.62,85.308,45.631,"Class3",66.86
61.838,"H","U",10.821,62,61.918,71.786,41.527,82.343,67.794,"Class3",85.209
38.016,"U","P",64.325,19,15.985,86.86,43.645,88.767,26.068,"Class4",54.002
56.067,"X","G",35.643,63,58.875,65.804,36.973,83.494,80.86,"Class3",95.338
69.885,"V","G",33.739,40,19.647,76.493,89.735,79.934,36.706,"Class5",25.273
75.275,"U","E",55.637,85,36.67,53.171,26.635,88.567,82.069,"Class1",87.833
74.579,"U","A",18.939,70,75.345,32.941,20.932,76.221,78.147,"Class1",87.035
79.52,"U","J",51.44,77,69.601,73.815,29.141,80.168,76.308,"Class1",90.778
64.226,"L","M",84.703,83,53.487,66.416,50.764,68.161,69.291,"Class2",81.032
76.774,"Q","A",21.996,43,18.332,50.807,13.749,68.683,75.937,"Class1",89.815
57.953,"H","G",33.666,38,20.133,27.835,61.778,30.529,6.398,"Class5",27.802
77.371,"A","K",65.248,67,32.993,54.931,19.564,82.441,88.791,"Class1",91.351
72.427,"G","Q",50.732,60,37.882,55.958,53.374,83.686,74.089,"Class3",80.401
65.852,"G","U",55.631,62,45.569,56.862,30.778,87.794,46.505,"Class3",63.601
51.334,"P","E",28.624,35,21.925,30.321,72.58,81.1,61.375,"Class5",26.316
70.001,"H","T",85.931,88,40.632,70.356,50.121,65.255,69.385,"Class2",70.056
53.498,"J","H",34.228,32,19.874,55.2,85.384,22.142,62.126,"Class5",24.088
72.216,"H","S",12.888,61,61.775,54.721,32.916,84.117,68.479,"Class3",95.709
57.003,"J","G",32.313,35,17.241,53.687,57.844,47.883,39.704,"Class5",NA
38.719,"A","G",64.841,25,16.303,84.12,55.652,84.767,22.457,"Class4",52.122
48.438,"H","S",37.212,64,38.158,94.623,52.607,81.444,65.901,"Class3",94.609
45.717,"S","M",71.775,76,46.59,61.842,56.115,67.284,69.988,"Class2",81.359
75.832,"Q","K",29.223,45,32.96,53.994,20.044,69.572,76.58,"Class1",90.581
39.103,"F","G",64.238,11,22.081,85.048,48.19,83.233,20.089,"Class4",NA
76.795,"Q","A",48.605,50,58.195,16.412,20.983,76.328,63.393,"Class1",91.46
65.6,"B","D",73.69,80,64.832,62.166,50.785,67.874,67.935,"Class2",71.175
75.686,"C","K",22.553,50,85.931,52.368,24.817,87.36,84.527,"Class1",91.891
76.595,"U","P",32.513,86,27.038,67.686,13.414,79.477,78.338,"Class1",91.24
37.835,"G","Z",64.931,16,23.639,87.387,54.584,80.781,26.851,"Class4",44.507
74.594,"K","Z",69.022,83,63.026,67.239,51.455,67.187,69.163,"Class2",69.761
34.999,"A","P",64.417,22,14.238,84.919,51.622,82.113,24.747,"Class4",47.133
60.774,"G","Z",9.844,63,20.889,32.609,62.025,82.035,67.927,"Class3",88.45
16.545,"H","E",35.564,34,20.571,56.042,67.112,72.498,37.168,"Class5",22.298
15.848,"B","Z",74.142,80,60.111,57.366,55.382,66.649,70.39,"Class2",75.949
76.678,"J","J",43.828,78,75.255,55.341,27.772,88.833,80.25,"Class1",87.983
61.593,"O","S",49.501,63,63.327,53.06,37.527,83.516,63.909,"Class3",67.712
55.253,"S","M",76.117,84,53.639,66.787,53.694,67.597,69.186,"Class2",68.867
46.32,"O","Q",53.221,62,54.493,42.207,64.03,86.943,78.064,"Class3",86.796
25.507,"B","Z",73.05,79,75.582,61.813,52.196,66.976,70.703,"Class2",85.063
39.116,"U","Z",64.601,18,24.757,84.455,45.176,85.363,24.273,"Class4",52.431
87.675,"S","T",76.387,77,66.655,63.469,50.414,67.405,69.466,"Class2",76.489
76.968,"C","J",72.881,80,23.912,58.447,15.763,74.726,85.979,"Class1",91.945
51.028,"P","G",37.205,34,20.449,23.078,38.654,87.064,38.129,"Class5",27.91
78.555,"U","A",22.552,46,36.074,35.851,17.904,76.013,88.513,"Class1",NA
