"DUW1","BSO2","YVC3","ATJ4","QCL5","Output24","IWX6","NQY7","CDB8","SOY9","AOF10","EXH11"
10.218,30.707,36.548,34.033,35,"Class4",86.28,63.128,44.975,81,"W",17.144
71.379,89.694,41.853,37.477,35,"Class3",50.123,60.479,77.503,93,"R",78.417
NA,33.641,36.553,98.916,37,"Class4",67.444,74.389,26.185,84,"K",52.86
9.23,34.628,37.936,62.046,41,"Class4",76.365,52.566,51.332,83,"B",47.18
72.067,81.812,41.992,30.725,44,"Class3",88.689,94.26,66.721,90,"G",47.963
69.211,73.516,40.788,18.91,35,"Class3",42.155,63.069,53.477,86,"H",30.962
52.8,79.34,10.681,26.061,14,"Class1",10.212,30.687,7.228,25,"U",0.802
50.595,37.474,72.569,33.291,24,"Class1",12.534,24.04,7.149,8,"N",24.743
48.014,64.856,68.688,63.568,79,"Class2",14.508,28.744,29.08,88,"M",83.522
9.591,31.677,37.151,82.527,76,"Class4",84.729,40.454,19.835,76,"K",48.635
43.504,62.126,77.489,58.185,80,"Class2",21.369,79.255,33.799,81,"O",69.289
56.942,41.885,79.495,21.315,53,"Class1",14.887,55.805,8.971,28,"N",23.432
8.633,30.355,34.996,7.513,39,"Class4",83.572,11.839,44.6,70,"B",64.343
79.483,77.705,41.174,30.027,39,"Class3",86.067,73.741,40.157,87,"H",49.206
8.313,31.459,35.386,85.128,33,"Class4",65.035,77.981,3.375,75,"H",38.223
74.839,84.467,41.746,36.655,33,"Class3",54.539,69.384,55.41,82,"W",88.657
8.987,32.795,36.768,51.051,40,"Class4",79.12,120.671,32.223,69,"B",19.133
9.731,34.033,36.785,81.934,73,"Class4",84.055,109.611,71.864,68,"W",69.726
NA,5.99,50.105,34.185,28,"Class1",15.128,53.34,7.804,14,"N",63.045
74.562,86.312,41.092,17.297,26,"Class3",44.625,73.447,64.409,91,"H",43.409
85.485,86.63,41.461,29.005,49,"Class3",59.348,83,25.518,96,"G",71.79
82.878,76.432,41.766,30.85,43,"Class3",72.872,60.297,44.585,94,"W",78.17
56.586,22.894,71.926,32.791,10,"Class1",13.67,41.645,7.309,34,"N",82.763
49.996,29.97,57.965,34.058,48,"Class1",11.481,77.97,7.605,25,"H",32.312
50.612,15.085,60.521,33.922,9,"Class1",10.089,58.89,7.044,21,"W",78.974
10.924,32.375,36.801,46.812,91,"Class4",68.326,83.441,24.446,82,"B",52.398
9.079,34.211,36.857,28.33,81,"Class4",82.045,123.824,42.891,73,"K",68.395
8.636,33.109,34.379,54.645,79,"Class4",63.581,20.213,75.568,78,"D",35.353
70.378,88.006,41.756,13.357,37,"Class3",42.994,91.971,74.172,90,"H",57.791
10.145,35.388,35.064,74.029,78,"Class4",62.568,5.608,46.708,71,"H",105.023
38.539,70.434,76.493,25.412,79,"Class2",24.775,110.743,10.224,87,"K",67.696
49.187,69.49,84.705,60.808,80,"Class2",34.466,25.176,19.04,91,"J",70.326
9.962,31.358,35.748,49.518,51,"Class4",79.085,63.618,63.137,80,"K",74.334
10.009,31.348,33.646,94.251,23,"Class4",70.501,69.765,65.003,82,"H",50.44
76.003,89.085,41.587,21.823,38,"Class3",32.702,80.233,43.634,82,"Y",116.738
56.507,53.4,44.55,36.547,35,"Class1",14.687,90.237,6.951,18,"H",75.298
47.518,23.035,11.463,37.009,30,"Class1",10.647,33.936,6.539,30,"A",63.344
50.571,-4.142,NA,24.935,38,"Class1",13.098,54.34,6.452,26,"H",104.848
55.797,66.131,80.328,57.211,79,"Class2",17.966,91.151,28.794,80,"K",68.334
75.422,88.161,41.464,34.985,37,"Class3",61.965,89.903,57.238,99,"H",85.491
9.501,25.775,36.645,78.363,34,"Class4",83.918,67.412,8.042,78,"K",57.341
NA,26.643,120.024,23.276,28,"Class1",13.727,46.265,6.362,32,"W",48.526
55.505,72.751,70.669,34.986,80,"Class2",24.045,39.956,30.472,89,"Z",75.739
50.643,66.825,82.673,25.091,80,"Class2",16.489,52.472,38.228,89,"J",75.492
37.635,69.863,NA,42.586,79,"Class2",33.003,88.293,42.027,85,"J",62.542
69.858,76.676,41.416,19.412,25,"Class3",59.882,85.76,23.283,97,"W",98.885
9.321,32.189,37.214,80.397,36,"Class4",82.879,118.863,68.198,78,"B",56.468
72.084,79.682,41.263,32.959,47,"Class3",45.519,69.042,11.995,98,"G",85.729
57.54,11.289,45.338,28.928,28,"Class1",11.229,46.15,8.173,15,"W",-7.44
9.731,28.688,35.135,98.023,29,"Class4",75.887,83.137,75.575,72,"W",94.066
62.437,59.199,74.721,26.399,79,"Class2",30.004,77.062,6.569,91,"Z",72.226
61.343,62.569,86.07,32.663,79,"Class2",32.273,46.989,39.992,86,"M",61.23
9.679,25.281,36.299,41.047,67,"Class4",74.307,0.817,42.901,67,"D",59.139
68.977,61.81,76.688,36.115,80,"Class2",29.341,44.812,32.42,90,"K",71.666
9.199,28.557,34.706,12.512,87,"Class4",64.667,42.639,73.492,72,"H",47.161
69.15,90.995,41.43,15.395,32,"Class3",61.344,61.52,16.612,80,"Y",77.483
8.614,34.349,34.382,33.687,44,"Class4",88.4,24.733,11.99,72,"K",63.518
56.785,70.342,79.301,65.184,79,"Class2",18.17,58.032,7.863,86,"K",75.935
73.283,88.412,41.465,15.686,27,"Class3",58.201,86.325,73.205,88,"G",76.505
9.889,32.175,36.786,25.257,92,"Class4",84.606,17.738,56.571,80,"W",65.763
8.776,36.314,36.343,66.679,33,"Class4",59.074,-8.906,36.405,73,"W",72.07
43.382,59.044,69.662,36.459,79,"Class2",14.833,-2.189,14.291,85,"O",74.12
54.76,61.712,86.76,49.338,80,"Class2",19.242,55.592,9.606,80,"O",64.841
NA,30.756,35.803,13.818,50,"Class4",61.711,75.103,27.948,83,"W",53.39
46.186,44.672,39.648,28.161,51,"Class1",15.596,104.022,6.119,12,"N",65.977
75.635,84.046,42.166,30.448,45,"Class3",83.731,78.56,64.916,99,"G",80.229
46.232,70.068,68.583,71.273,80,"Class2",28.311,29.893,6.716,85,"M",72.771
85.388,80.692,41.379,24.747,31,"Class3",53.971,61.579,35.914,85,"Y",44.816
52.84,40.346,115.124,32.696,50,"Class1",16.918,-5.423,8.679,23,"H",4.213
54.409,52.713,67.333,36.129,55,"Class1",10.018,55.168,7.566,11,"A",73.618
50.317,66.759,85.17,56.175,79,"Class2",22.917,18.044,23.99,89,"K",67.37
57.887,40.431,30.015,22.627,20,"Class1",11.613,49.914,8.544,16,"W",59.255
66.229,58.123,68.565,32.666,79,"Class2",34.928,120.091,8.424,84,"O",70.899
72.693,77.488,41.672,19.13,32,"Class3",65.676,63.434,73.468,82,"R",79.615
57.718,25.742,90.329,25.421,43,"Class1",11.612,73.63,8.27,13,"N",93.369
61.621,64.37,75.891,34.906,80,"Class2",23.153,41.767,21.407,85,"J",71.95
79.743,93.98,40.649,14.887,32,"Class3",37.324,59.094,16.984,84,"W",32.386
9.184,27.716,35.703,20.797,72,"Class4",86.805,82.327,70.172,82,"K",87.45
78.755,79.155,41.873,32.337,50,"Class3",84.701,52.241,38.99,99,"W",85.116
82.779,63.806,75.467,71.411,79,"Class2",31.237,-4.179,13.488,82,"J",76.665
70.103,74.846,41.524,30.379,46,"Class3",53.847,79.759,8.055,98,"H",48.587
78.266,77.002,41.305,35.354,43,"Class3",87.628,91.462,66.932,100,"Y",71.424
82.681,84.051,42.054,13.769,42,"Class3",54.09,91.489,46.094,85,"R",78.693
47.466,68.383,NA,30.997,80,"Class2",26.989,34.787,35.089,89,"M",69.946
51.697,75.513,102.539,38.655,30,"Class1",14.202,42.513,8.595,8,"N",27.443
44.897,74.671,75.665,65.649,79,"Class2",24.243,94.993,27.99,82,"Z",68.58
83.975,79.422,41.124,25.927,40,"Class3",80.269,75.524,19.746,91,"H",52.981
9.005,38.932,35.39,76.197,42,"Class4",76.028,95.59,56.538,65,"D",37.273
55.72,59.391,54.104,25.074,54,"Class1",15.141,33.092,8.685,20,"H",54.891
71.542,65.298,79.928,38.449,80,"Class2",26.581,94.256,14.546,91,"Z",71.735
37.815,73.758,77.706,22.504,80,"Class2",15.976,98.5,33.923,85,"Z",73.24
8.877,35.466,33.239,45.519,67,"Class4",78.826,43.366,12.891,83,"W",90.679
71.926,79.847,41.417,15.1,39,"Class3",55.815,77.029,26.867,97,"W",51.122
55.307,59.26,71.985,45.33,80,"Class2",23.2,79.304,36.219,91,"K",69.693
57.296,19.52,87.298,29.498,12,"Class1",15.179,57.06,7.738,8,"U",46.071
37.733,64.379,62.148,58.385,80,"Class2",33.823,80.512,20.72,87,"K",73.359
73.497,76.512,40.947,20.311,47,"Class3",66.845,76.552,66.383,85,"Y",93.55
60.682,115.895,12.478,36.701,52,"Class1",16.682,35.778,7.589,18,"A",53.404
81.155,66.275,82.106,72.612,80,"Class2",31.52,41.019,39.528,90,"O",71.099
8.579,31.071,35.436,84.003,82,"Class4",82.483,47.014,58.827,74,"H",45.05
70.318,55.76,64.149,53.68,80,"Class2",14.521,80.885,18.523,87,"Z",68.023
9.04,34.78,36.716,50.048,83,"Class4",59.512,39.464,47.501,80,"W",37.291
70.629,84.379,NA,24.927,32,"Class3",32.756,74.342,89.171,90,"H",46.869
10.128,30.164,34.652,89.831,43,"Class4",63.049,83.655,71.381,80,"D",52.354
39.177,60.977,75.424,34.1,79,"Class2",14.176,110.18,31.392,86,"K",67.488
54.009,47.578,35.745,35.007,17,"Class1",11.059,48.719,8.188,21,"N",45.08
78.499,62.998,66.973,64.757,79,"Class2",27.247,56.884,40.504,87,"O",73.154
71.825,67.536,66.937,57.654,80,"Class2",16.196,22.66,30.189,87,"K",64.596
8.699,34.733,33.659,67.561,20,"Class4",80.616,35.005,36.141,68,"H",46.197
8.904,30.217,34.649,7.931,18,"Class4",74.78,80.624,31.09,79,"K",72.922
76.08,74.695,75.822,65.644,80,"Class2",33.513,84.426,21.241,91,"K",76.592
57.026,74.975,14.974,38.728,55,"Class1",12.994,45.883,6.817,22,"N",9.778
56.33,70.296,77.777,48.954,79,"Class2",15.862,75.508,38.127,83,"O",67.889
67.619,59.144,82.577,23.76,80,"Class2",17.049,58.142,34.261,83,"Z",67.701
82.936,77.896,41.553,19.815,37,"Class3",45.709,74.457,30.099,79,"H",21.965
56.816,67.464,64.019,46.748,80,"Class2",25.491,51.315,41.52,87,"Z",73.956
10.344,29.212,34.58,85.119,84,"Class4",73.908,83.579,53.206,80,"D",57.078
60.86,25.734,69.498,35.625,41,"Class1",11.115,63.195,6.757,33,"W",38.888
74.907,84.813,41.728,22.388,23,"Class3",89.41,75.776,66.557,94,"G",72.826
73.658,77.263,41.1,14.688,30,"Class3",63.025,82.8,50.738,90,"G",21.267
81.188,83.423,41.398,26.34,46,"Class3",73.144,77.054,27.968,82,"W",60.028
84.988,81.057,41.787,26.752,46,"Class3",38.231,57.208,31.473,79,"Y",32.58
NA,5.617,41.669,21.876,12,"Class1",15.87,103.133,6.045,32,"A",15.485
10.031,31.481,36.095,31.899,44,"Class4",69.74,72.678,71.059,66,"W",54.579
75.753,83.66,41.676,36.615,24,"Class3",45.428,80.621,94.21,88,"R",58.802
79.731,71.645,41.011,27.698,35,"Class3",45.442,81.196,81.629,77,"R",80.451
NA,82.868,40.973,36.023,38,"Class3",41.017,90.393,52.547,99,"H",59.083
54.099,2.211,20.932,22.209,20,"Class1",15.601,32.417,7.41,30,"N",52.758
70.659,63.001,69.536,44.131,80,"Class2",17.581,58.165,8.191,91,"O",76.171
8.168,32.041,34.457,41.902,88,"Class4",58.22,32.804,38.814,72,"W",73.879
40.145,74.165,73.258,37.372,80,"Class2",21.476,116.05,8.091,84,"J",75.973
74.91,82.416,41.264,13.378,33,"Class3",86.841,56.789,69.915,78,"R",74.007
37.432,58.517,69.471,55.887,79,"Class2",30.67,14.824,25.194,85,"J",66.997
85.835,84.31,NA,14.385,26,"Class3",54.855,77.48,96.226,83,"Y",55.718
10.108,32.51,NA,93.475,47,"Class4",77.442,26.683,63.032,84,"B",48.487
77.517,78.433,NA,22.153,48,"Class3",67.472,74.417,82.662,77,"W",29.524
72.05,81.332,41.89,28.525,47,"Class3",51.517,65.125,95.855,92,"G",50.37
10.044,30.408,35.788,65.028,79,"Class4",66.489,70.771,16.751,72,"B",67.149
58.199,60.912,76.897,59.532,79,"Class2",17.185,75.205,8.634,90,"K",74.824
68.908,61.297,67.508,41.957,79,"Class2",34.92,18.72,33.616,91,"Z",73.71
77.212,77.513,42.097,30.93,27,"Class3",41.704,62.331,73.148,81,"G",31.845
85.959,79.264,41.012,18.337,48,"Class3",79.766,70.307,41.222,84,"Y",43.835
10.739,28.692,35.285,68.744,80,"Class4",78.593,57.243,3.229,84,"W",82.021
75.211,71.777,41.566,37.751,45,"Class3",40.579,97.424,87.764,89,"H",59.922
45.165,65.019,78.313,22.47,79,"Class2",20.016,53.914,23.696,91,"Z",67.256
46.601,21.858,109.881,34.821,45,"Class1",13.599,34.105,7.139,10,"A",36.977
58.126,48.509,70.169,32.463,54,"Class1",14.069,53.094,8.003,25,"W",71.18
60.655,69.747,40.956,21.595,43,"Class1",14.81,32.135,7.704,26,"U",27.185
52.666,54.658,67.966,35.79,23,"Class1",16.626,42.174,6.524,12,"U",45.49
78.248,82.335,41.842,35.207,35,"Class3",67.857,70.952,20.967,97,"R",66.452
59.913,26.25,137.689,30.025,16,"Class1",13.593,67.185,6.804,8,"U",80.61
81.175,77.767,41.362,17.571,30,"Class3",39.546,84.16,21.172,91,"H",35.775
49.833,71.99,63.928,40.385,80,"Class2",33.038,44.464,12.238,80,"Z",69.102
79.549,85.444,40.81,17.483,49,"Class3",52.404,64.007,12.45,86,"G",45.352
84.755,77.092,41.331,35.901,36,"Class3",60.437,79.358,13.38,86,"H",66.888
82.167,62.511,93.042,50.25,80,"Class2",17.011,75.651,28.675,89,"K",63.164
69.294,76.95,41.692,19.238,23,"Class3",53.449,73.827,31.181,97,"R",53.188
59.928,67.664,80.32,56.566,80,"Class2",27.542,81.509,30.012,88,"M",76.953
81.624,80.533,41.486,21.693,29,"Class3",62.534,80.757,83.425,84,"R",68.706
52.909,57.953,100.08,23.916,57,"Class1",15.189,48.433,8.029,15,"A",29.806
67.268,64.641,71.185,43.975,80,"Class2",25.559,119.457,41.753,90,"Z",76.685
81.136,79.251,41.069,28.271,28,"Class3",62.592,76.124,37.873,85,"Y",65.788
10.14,36.786,34.273,44.508,71,"Class4",79.361,83.667,57.041,81,"W",43.44
60.679,53.953,-2.007,29.507,35,"Class1",10.804,43.574,7.833,20,"W",18.601
81.784,78.685,41.831,17.359,34,"Class3",47.166,54.772,11.814,78,"G",72.143
75.572,60.085,78.566,63.474,79,"Class2",19.579,31.803,38.378,89,"O",77.945
70.276,73.2,41.594,24.016,50,"Class3",81.885,77.078,17.397,96,"R",43.319
77.283,82.748,41.468,28.818,34,"Class3",86.289,87.991,37.957,78,"R",66.177
75.288,88.882,41.483,22.1,47,"Class3",74.33,74.43,53.767,99,"R",34.565
69.952,82.632,41.387,21.385,24,"Class3",62.43,74.369,10.282,91,"H",80.015
56.05,97.7,10.065,27.106,53,"Class1",10.438,32.113,6.162,33,"H",60.396
10.312,33.008,34.52,75.045,30,"Class4",66.746,18.529,11.25,71,"H",52.294
51.721,41.849,79.882,20.501,30,"Class1",16.301,31.659,7.631,33,"H",72.496
39.137,67.671,74.276,69.782,79,"Class2",26.202,71.245,31.961,84,"M",68.19
48.556,49.571,78.281,37.187,34,"Class1",14.408,47.129,7.456,6,"H",32.454
8.057,37.744,35.194,34.568,92,"Class4",79.323,43.693,68.085,77,"W",65.276
58.457,58.342,49.72,26.919,32,"Class1",15.343,47.438,7.898,5,"W",37.626
71.554,83.689,NA,29.735,40,"Class3",75.829,64.77,20.315,83,"G",43.505
51.053,3.912,73.509,38.75,44,"Class1",13.401,80.174,8.762,9,"U",60.602
45.387,66.712,70.894,41.938,80,"Class2",30.563,20.914,16.469,89,"Z",65.604
59.988,60.009,59.766,33.132,34,"Class1",11.262,62.344,8.905,35,"U",43.175
8.39,28.515,37.121,89.599,21,"Class4",68.559,42.094,31.03,86,"W",51.56
60.057,2.232,60.774,21.293,12,"Class1",13.504,25.261,7.352,20,"W",30.816
50.416,33.757,63.829,23.174,13,"Class1",16.246,72.005,7.727,28,"W",55.981
54.577,55.095,62.45,26.845,79,"Class2",24.888,27.14,39.112,84,"J",71.779
76.254,84.545,41.226,12.564,23,"Class3",40.766,71.074,90.071,91,"Y",79.454
66.32,70.514,71.89,48.866,80,"Class2",33.701,49.143,14.265,90,"Z",70.554
84.432,70.093,61.66,56.801,80,"Class2",33.521,57.274,22.791,83,"M",74.117
55.234,36.852,74.756,26.863,7,"Class1",16.232,23.784,7.893,13,"N",60.389
49.479,17.43,88.057,32.505,37,"Class1",13.217,99.802,7.988,21,"N",48.658
76.514,61.428,79.43,63.268,79,"Class2",32.803,83.062,40.809,87,"O",67.361
10.722,33.061,34.925,48.268,84,"Class4",87.171,52.888,43.259,74,"W",44.685
52.011,46.501,46.171,20.857,52,"Class1",14.984,14.517,6.869,11,"N",-7.594
10.772,32.274,35.572,75.659,67,"Class4",74.847,63.775,49.201,70,"K",42.858
69.735,80.493,41.774,27.692,28,"Class3",51.234,72.93,9.257,88,"Y",55.826
47.665,27.005,26.584,36.443,19,"Class1",14.95,60.632,7.79,4,"A",47.305
10.794,31.283,35.448,33.902,84,"Class4",71.104,16.134,74.816,76,"W",9.348
59.178,47.757,83.526,23.349,25,"Class1",10.939,47.121,7.148,8,"H",59.144
8.439,31.385,35.166,36.475,23,"Class4",87.117,41.627,57.642,69,"D",54.881
8.619,37.065,34.17,33.175,90,"Class4",73.693,59.797,54.918,70,"H",63.46
10.071,33.871,36.177,80.953,46,"Class4",68.313,40.766,63.845,67,"B",44.364
51.505,55.183,101.815,38.329,42,"Class1",11.077,26.694,7.383,13,"U",12.609
74.092,83.577,41.943,17.576,37,"Class3",62.675,106.843,61.755,81,"R",64.497
71.6,64.611,70.672,47.931,79,"Class2",21.864,42.458,36.157,86,"J",81.791
84.119,68.089,79.926,63.25,80,"Class2",34.338,65.202,42.515,90,"J",67.072
52.625,62.123,69.012,32.608,80,"Class2",15.314,32.965,17.696,91,"J",81.276
83.005,81.116,41.45,29.744,48,"Class3",58.533,78.447,78.539,84,"R",87.12
79.284,80.892,41.323,23.829,42,"Class3",66.254,90.66,23.172,79,"R",71.916
10.655,35.57,35.965,78.907,73,"Class4",70.967,59.96,9.877,65,"B",87.596
10.712,24.739,34.298,9.834,85,"Class4",87.538,35.526,22.641,76,"K",60.714
39.639,65.896,80.086,28.008,79,"Class2",34.609,44.099,20.25,83,"J",73.24
NA,65.187,65.309,22.231,79,"Class2",17.525,61.21,24.754,86,"Z",79.53
76.006,77.463,41.016,12.485,42,"Class3",35.04,63.766,12.716,80,"R",100.879
9.425,30.643,34.049,17.432,50,"Class4",76.168,80.971,63.827,68,"D",65.454
36.079,74.239,83.908,58.556,79,"Class2",17.344,49.282,7.519,87,"M",72.106
83.562,72.729,57.344,25.159,79,"Class2",27.01,62.027,39.436,90,"J",71.546
54.238,47.386,73.34,22.229,44,"Class1",13.874,71.282,7.77,7,"W",22.689
8.932,29.205,35.318,56.456,31,"Class4",83.768,33.191,16.229,85,"W",57.123
51.365,46.898,55.322,23.051,16,"Class1",13.69,39.462,6.346,11,"A",8.466
42.316,73.141,62.825,50.495,80,"Class2",21.028,59.08,27.17,86,"K",71.887
9.787,34.257,35.884,30.794,20,"Class4",59.414,71.277,42.697,69,"H",71.562
73.027,62.084,62.655,69.797,80,"Class2",34.128,40.614,10.475,86,"K",72.928
51.195,21.398,69.121,25.335,6,"Class1",14.46,74.907,7.58,36,"A",82.864
56.453,68.858,71.701,24.778,79,"Class2",25.102,23.88,37.332,89,"J",81.454
75.247,86.086,41.457,17.906,35,"Class3",39.778,82.586,72.14,78,"R",86.812
10.593,30.811,34.062,49.502,59,"Class4",84.017,49.913,44.549,72,"B",63
10.972,33.813,35.205,33.742,53,"Class4",68.553,50.918,18.977,78,"H",74.931
83.669,75.147,40.906,14.224,33,"Class3",89.576,83.16,13.013,87,"W",60.476
60.324,64.67,66.519,42.099,80,"Class2",30.348,79.536,35,84,"K",62.717
53.44,18.796,52.859,35.409,37,"Class1",11.919,48.345,6.541,5,"H",63
54.491,67.422,72.567,28.878,79,"Class2",25.446,61.302,18.835,88,"M",62.048
85.618,80.145,40.758,14.481,27,"Class3",71.789,68.268,60.13,77,"Y",54.212
40.395,67.778,71.797,52.847,79,"Class2",20.491,34.78,32.674,89,"M",69.055
40.014,69.159,83.651,36.493,80,"Class2",29.628,80.123,18.914,84,"M",69.453
9.737,33.191,34.811,65.796,91,"Class4",76.572,70.62,16.168,70,"H",44.2
47.192,42.965,22.242,35.043,35,"Class1",16.367,77.689,8.411,10,"W",29.522
10.674,32.478,34.137,24.336,41,"Class4",80.265,108.73,64.254,75,"W",23.764
NA,31.871,35.802,72.859,79,"Class4",73.743,76.916,21.752,72,"H",25.616
70.651,67.247,74.741,22.937,80,"Class2",15.461,54.797,23.643,88,"Z",63.637
9.482,32.809,34.797,40.393,55,"Class4",77.719,80.498,67.292,83,"H",34.157
75.195,71.461,70.022,58.401,79,"Class2",22.217,51.76,7.917,85,"K",77.086
76.261,88.958,41.513,27.087,42,"Class3",89.153,68.588,33.792,84,"Y",82.295
71.938,78.093,41.356,34.598,29,"Class3",58.724,76.683,43.527,81,"H",79.155
47.583,80.733,43.192,30.765,54,"Class1",15.774,96.723,8.654,12,"N",63.362
NA,74.07,NA,26.99,36,"Class3",58.31,70.93,47.851,88,"W",45.152
82.154,87.569,41.032,23.246,46,"Class3",46.994,53.537,28.238,97,"R",46.993
69.463,87.225,41.69,28.49,42,"Class3",41.757,80.419,69.804,78,"W",78.869
52.347,46.616,NA,27.683,40,"Class1",15.876,57.829,7.753,36,"N",95.057
73.37,81.677,42.069,12.963,31,"Class3",82.792,80.496,86.788,94,"G",39.289
60.542,37.238,89.22,34.934,26,"Class1",12.166,61.727,8.13,25,"W",19.883
58.856,74.04,35.009,28.228,13,"Class1",16.578,63.589,7.239,24,"N",89.001
56.83,71.519,19.941,36.663,58,"Class1",11.167,74.711,8.218,25,"U",34.15
70.438,60.08,72.674,56.532,80,"Class2",16.57,26.885,20.816,91,"O",76.638
35.761,69.14,82.574,62.384,79,"Class2",22.756,39.42,35.816,91,"M",78.18
10.759,32.101,35.399,32.974,17,"Class4",85.911,130.505,26.731,74,"K",42.832
84.132,62.809,72.83,35.046,80,"Class2",22.481,100.006,41.21,83,"M",72.145
75.789,83.265,NA,25.576,24,"Class3",74.741,78.119,86.761,82,"H",66.151
73.875,79.633,42.083,14.31,43,"Class3",32.706,84.657,16.821,89,"G",97.481
76.266,85.653,41.791,19.107,24,"Class3",40.33,75.213,79.685,100,"Y",36.669
70.217,75.689,41.572,17.161,43,"Class3",41.872,88.441,73.237,81,"R",62.253
70.86,83.015,41.55,22.553,30,"Class3",32.381,55.788,34.666,98,"Y",85.513
52.628,94.561,59.998,23.066,48,"Class1",12.279,31.302,8.966,13,"N",49.426
8.332,32.171,34.763,90.926,50,"Class4",62.13,69.935,5.983,75,"K",96.727
10.358,32.679,35.963,73.824,23,"Class4",73.812,64.221,5.609,84,"D",90.812
59.329,57.979,24.692,30.164,46,"Class1",16.451,41.847,6.037,21,"W",64.21
81.99,60.62,NA,52.945,80,"Class2",25.549,49.052,18.969,86,"Z",72.558
50.823,35.001,-26.041,31.565,12,"Class1",12.423,48.28,6.032,28,"H",85.859
38.01,54.338,86.999,52.164,80,"Class2",31.881,57.986,22.394,89,"K",74.975
57.801,23.006,45.839,27.342,20,"Class1",14.554,26.467,6.04,16,"W",45.014
76.843,83.565,41.538,31.372,44,"Class3",74.643,75.514,90.541,92,"R",64.995
70.363,88.026,41.396,28.469,34,"Class3",44.055,66.216,43.246,85,"H",66.28
73.719,80.43,41.515,23.44,36,"Class3",69.458,90.875,18.829,85,"W",18.593
73.867,79.01,41.88,26.261,39,"Class3",56.595,67.428,48.341,93,"H",79.099
69.038,81.591,41.521,28.862,45,"Class3",80.821,73.9,79.329,90,"H",85.981
69.109,78.49,41.455,31.226,31,"Class3",77.709,69.151,13.774,88,"Y",72.027
10.539,31.907,33.338,53.628,56,"Class4",75.58,63.569,70.299,66,"K",36.009
49.144,68.138,44.718,31.681,31,"Class1",14.251,-3.619,6.86,31,"W",59.183
8.473,37.488,33.887,17.391,72,"Class4",61.937,42.034,49.56,77,"K",48.339
8.448,32.404,36.147,87.255,97,"Class4",64.901,77.833,69.93,72,"D",59.54
84.722,80.932,41.57,36.051,31,"Class3",50.684,69.11,40.394,83,"R",70.595
60.704,64.17,77.198,51.669,80,"Class2",23.98,91.795,15.274,80,"O",75.796
10.66,33.908,34.926,80.112,57,"Class4",76.222,42.853,71.404,67,"W",46.561
76.908,69.292,75.144,60.8,79,"Class2",25.033,43.365,42.274,82,"Z",64.942
8.355,32.606,35.221,96.958,35,"Class4",69.89,84.913,28.965,79,"D",83.888
50.154,72.903,71.622,24.002,80,"Class2",24.353,73.838,14.904,82,"J",71.587
8.426,30.612,33.897,95.131,93,"Class4",65.608,13.514,54.894,86,"W",55.317
58.021,15.383,65.155,37.637,47,"Class1",11.808,44.663,8.285,24,"H",51.976
60.111,48.62,45.473,33.955,50,"Class1",15.963,82.008,7.144,32,"W",63.352
NA,61.614,75.647,55.519,79,"Class2",29.775,38.993,35.981,80,"J",67.285
NA,68.274,76.795,45.152,79,"Class2",17.04,38.366,8.438,80,"J",68.399
49.06,31.327,51.359,36.062,58,"Class1",12.916,13.294,7.646,19,"N",74.966
55.715,52.958,-21.835,24.138,42,"Class1",11.611,61.104,7.95,23,"N",51.879
NA,36.107,-8.041,30.498,40,"Class1",11.353,42.598,7.56,30,"W",29.188
78.124,62.05,65.225,44.343,80,"Class2",24.65,31.436,28.001,84,"K",70.126
9.697,31.768,33.956,12.683,72,"Class4",85.443,130.141,54.588,86,"B",67.123
8.183,32.663,37.234,52.837,36,"Class4",77.536,60.476,69.502,83,"K",95.379
79.539,85.905,41.43,36.731,38,"Class3",75.924,102.443,86.773,97,"H",79.506
54.188,66.221,75.699,70.793,79,"Class2",27.011,79.482,41.43,82,"K",63.803
75.535,87.789,41.567,31.691,29,"Class3",46.593,97.759,33.474,99,"H",51.397
59.894,41.957,-3.27,28.934,21,"Class1",11.954,64.56,6.15,9,"A",97.163
85.523,79.576,41.122,33.713,23,"Class3",41.057,69.781,37.369,96,"Y",49.379
9.883,35.187,33.606,15.864,46,"Class4",62.645,61.987,32.067,68,"D",48.777
51.294,51.202,81.528,24.605,5,"Class1",16.305,79.29,8.788,10,"N",33.433
9.616,33.262,36.295,91.88,50,"Class4",78.12,-14.236,41.395,74,"H",58.104
52.177,66.004,69.712,45.71,79,"Class2",24.715,81.656,33,87,"J",75.884
46.951,0.799,104.227,21.051,28,"Class1",12.953,66.333,8.951,8,"A",69.34
9.635,29.432,35.063,96.68,40,"Class4",67.549,34.404,52.992,85,"D",54.317
80.404,84.302,41.314,30.842,36,"Class3",75.718,81.509,69.271,93,"H",45.694
9.93,32.62,34.715,12.958,34,"Class4",59.993,31.013,10.184,77,"W",35.571
49.395,23.329,31.447,36.77,49,"Class1",13.976,76.288,7.476,5,"A",36.176
10.029,32.811,36.78,67.708,17,"Class4",81.916,-13.399,41.806,79,"W",40.554
55.382,65.061,75.079,29.177,79,"Class2",25.577,-4.671,40.666,84,"J",68.688
47.609,51.435,65.232,24.432,57,"Class1",15.061,37.493,6.244,30,"N",11.368
50.565,53.753,21.911,32.646,57,"Class1",16.972,94.803,8.012,22,"U",84.305
10.111,31.68,34.747,91.163,76,"Class4",73.73,38.976,5.811,73,"H",62.677
80.771,87.995,41.448,31.524,48,"Class3",51.004,76.587,55.117,96,"G",32.594
