"AMD1","XIO2","NBE3","ASH4","MJG5","FRB6","NGE7","EAX8","Output21","EHW9","XLQ10"
25.695,56.48,88.636,37.958,52,46.529,"I",42.449,"Class4",64.392,27.418
44.177,26.979,11.632,28.107,87,91.545,"O",38.449,"Class2",34.012,48.726
13.058,52.187,95.186,58.299,43,56.888,"X",35.156,"Class4",78.527,17.372
NA,25.407,33.985,29.289,79,91.716,"E",30.325,"Class2",25.761,72.139
27.725,62.262,96.547,46.92,6,41.729,"L",35.08,"Class4",68.168,25.6
48.133,53.324,66.89,3.707,69,25.092,"V",60.608,"Class5",47.619,22.528
18.494,54.433,92.292,49.792,19,41.217,"L",27.369,"Class4",93.009,33.293
27.645,26.651,20.258,49.138,89,91.243,"O",58.063,"Class2",27.941,37.78
12.775,65.251,99.164,51.322,23,47.082,"E",42.61,"Class4",65.555,28.453
80.075,88.85,51.477,56.043,30,35.366,"T",53.797,"Class3",43.815,33.089
27.806,23.909,44.191,37.017,82,91.122,"O",64.248,"Class2",24.37,39.756
46.057,26.309,49.615,20.786,95,91.576,"X",65.179,"Class2",33.579,25.62
45.918,57.679,22.516,19.599,39,79.246,"B",43.598,"Class1",82.482,54.227
20.603,90.285,76.631,42.201,50,52.443,"A",40.763,"Class1",84.744,NA
52.159,29.941,74.931,11.433,57,23.066,"D",73.196,"Class5",57.028,14.201
45.976,27.077,32.115,71.34,93,90.871,"R",64.934,"Class2",31.054,49.65
NA,86.429,74.473,81.025,43,14.477,"J",53.47,"Class3",40.611,NA
37.938,57.236,26.883,48.239,59,40.203,"I",40.839,"Class1",86.25,64.116
NA,41.141,69.714,14.346,75,26.905,"V",90.183,"Class5",20.84,19.482
21.743,51.611,92.9,51.57,5,53.602,"E",42.79,"Class4",56.122,23.63
16.198,50.454,98.31,59.988,72,53.931,"I",40.952,"Class4",72.508,29.862
46.781,41.467,82.944,13.06,91,36.978,"R",87.63,"Class5",42.768,9.893
79.835,71.38,84.387,70.643,48,8.31,"J",50.514,"Class3",38.538,30.716
42.258,42.274,80.803,16.194,74,33.835,"R",76.258,"Class5",92.807,16.278
45.25,27.989,12.959,46.423,87,91.737,"O",43.25,"Class2",30.291,39.266
44.183,91.477,75.114,63.027,38,52.506,"D",47.445,"Class3",44.304,32.396
35.017,59.067,89.261,37.804,10,38.99,"X",42.366,"Class4",88.346,NA
32.448,49.81,94.303,35.339,33,51.305,"I",26.933,"Class4",66.059,26.478
52.014,76.286,84.077,25.432,26,40.061,"D",39.828,"Class3",51.041,47.102
47.526,34.399,68.873,9.788,72,24.965,"V",61.233,"Class5",55.301,14.585
NA,70.125,25.758,49.396,39,32.494,"A",44.783,"Class1",83.657,69.971
45.982,23.399,22.534,63.155,90,90.839,"E",49.306,"Class2",32.859,33.413
51.997,21.166,71.467,6.33,82,25.151,"D",64.917,"Class5",59.697,16.172
41.04,54.134,62.782,7.823,80,31.9,"X",70.755,"Class5",31.946,18.111
18.485,50.048,99.642,37.677,53,48.592,"I",39.858,"Class4",92.705,28.212
22.73,69.815,29.272,89.206,39,54.401,"Z",42.384,"Class1",83.326,70.788
48.914,58.622,84.132,12.54,89,28.557,"V",77.501,"Class5",-0.411,14.471
18.253,53.833,94.769,53.594,20,44.032,"K",24.229,"Class4",73.658,27.199
31.466,57.664,88.97,45.381,82,55.885,"X",31.908,"Class4",59.247,20.518
11.533,77.933,74.093,40.86,43,31.194,"T",37.697,"Class3",46.322,12.424
45.702,60.72,68.546,75.147,51,41.008,"A",41.58,"Class1",81.602,61.234
64.684,90.343,79.437,51.434,16,20.143,"G",22.242,"Class3",52.56,-4.36
86.854,89.479,60.248,43.572,32,15.081,"G",23.541,"Class3",49.036,40.969
52.035,72.859,66.009,28.5,21,29.208,"G",14.09,"Class3",48.991,37.295
69.199,80.725,71.683,49.6,35,36.701,"J",54.046,"Class3",45.063,59.252
88.904,91.883,62.412,32.18,35,18.995,"J",19.802,"Class3",53.047,41.53
88.987,74.747,84.27,49.372,33,17.552,"A",43.619,"Class3",44.569,27.257
78.635,82.77,81.628,66.23,26,30.12,"A",49.456,"Class3",51.274,43.227
45.637,25.388,56.48,61.441,88,91.33,"Z",42.138,"Class2",29.062,39.237
54.606,81.985,51.093,54.567,21,37.954,"T",28.735,"Class3",52.23,32.302
35.909,70.415,30.904,61.182,57,68.256,"I",44.529,"Class1",83.123,83.662
39.31,32.42,62.489,9.069,84,25.808,"D",70.137,"Class5",48.462,23.02
48.999,31.255,73.872,8.901,89,30.772,"D",65.552,"Class5",42.788,15.572
45.176,39.219,83.66,14.045,83,23.74,"V",77.907,"Class5",39.224,20.229
43.042,59.288,84.133,14.215,54,30.703,"R",81.815,"Class5",49.853,16.021
24.725,86.298,25.251,72.306,53,62.899,"Z",43.659,"Class1",83.669,63.752
28.063,27.608,10.961,64.672,87,91.283,"Z",31.238,"Class2",21.171,42.202
15.083,54.187,96.93,49.212,62,56.451,"L",29.205,"Class4",74.617,43.44
40.187,27.835,23.058,57.383,87,92.14,"R",48.573,"Class2",25.403,30.177
39.967,20.45,75.892,8.562,80,29.241,"S",74.401,"Class5",17.348,11.95
5.889,87.233,58.23,35.6,17,22.65,"A",10.815,"Class3",50.96,56.679
NA,20.969,70.477,11.518,91,22.439,"S",83.585,"Class5",66.187,12.457
79.895,91.449,82.39,48.109,18,15.188,"A",15.037,"Class3",46.342,15.428
14.058,78.531,71.828,68.244,40,28.483,"J",14.454,"Class3",42.711,32.054
3.448,79.631,85.927,27.917,41,22.832,"A",52.835,"Class3",47.135,25.982
30.425,26.888,58.96,74.564,95,91.637,"Z",35.707,"Class2",32.502,32.803
NA,72.81,57.399,6.89,62,27.276,"I",44.332,"Class1",85.182,NA
42.877,23.014,44.899,45.605,81,91.653,"E",38.627,"Class2",34.545,49.472
NA,87.21,60.717,21.805,43,44.522,"J",42.473,"Class1",82,72.314
79.738,85.971,59.663,72.69,43,40.638,"T",53.605,"Class3",55.008,56.029
34.977,25.501,33.71,49.383,95,92.332,"O",64.844,"Class2",19.889,44.463
46.391,90.261,28.257,53.64,53,33.024,"Z",44.706,"Class1",83.421,73.197
NA,25.804,58.417,69.961,91,91.453,"E",54.829,"Class2",41.616,69.728
33.104,27.815,55.457,53.412,81,91.416,"X",61.369,"Class2",37.653,34.992
35.002,64.887,98.507,60.042,74,57.584,"K",29.039,"Class4",58.273,26.975
18.313,62.164,99.6,45.765,74,46.033,"K",33.799,"Class4",68.667,33.362
NA,58.525,46.729,69.679,60,35.853,"J",43.338,"Class1",82.012,68.432
22.155,65.485,97.403,84.012,45,54.975,"X",35.18,"Class4",55.691,20.624
8.738,65.525,88.3,55.712,56,54.565,"L",26.854,"Class4",61.907,12.338
46.016,42.107,67.251,11.664,78,32.632,"D",77.348,"Class5",62.118,9.533
41.429,91.792,83.125,54.802,33,31.368,"D",51.021,"Class3",48.1,14.54
28.995,53.9,88.449,50.005,70,44.155,"E",28.541,"Class4",67.639,19.561
48.796,24.346,74.155,8.915,78,28.114,"R",73.815,"Class5",44.408,14.136
43.219,25.012,30.549,68.232,78,91.528,"E",53.941,"Class2",34.252,51.142
33.672,26.567,55.325,41.585,91,90.846,"X",66.874,"Class2",36.863,37.246
27.363,25.321,42.698,51.849,92,91.027,"Z",53.562,"Class2",31.609,64.922
27.76,59.214,14.516,38.614,61,55.265,"I",40.58,"Class1",83.239,67.284
45.809,84.217,25.603,64.027,40,75.454,"A",40.806,"Class1",83.794,69.267
35.908,27.366,45.56,54.752,95,91.796,"R",30.177,"Class2",29.592,19.532
7.152,83.224,70.852,57.804,34,46.242,"D",13.904,"Class3",47.468,20.835
51.831,36.677,66.657,6.726,76,32.512,"S",63.362,"Class5",10.967,16.834
48.705,25.871,30.821,41.258,92,91.323,"X",49.1,"Class2",30.013,37.104
33.544,55.452,98.394,56.753,62,54.859,"K",28.474,"Class4",79.373,38.086
47.23,26.863,58.708,74.857,84,91.447,"E",58.111,"Class2",39.073,33.311
52.858,46.75,75.599,14.919,75,23.512,"X",55.844,"Class5",79.388,9.622
42.455,45.988,81.593,12.12,78,28.861,"X",93.778,"Class5",23.974,10.242
47.163,72.664,77.31,43.64,57,38.705,"A",44.685,"Class1",82.382,74.758
NA,48.87,82.609,14.189,92,23.635,"D",84.665,"Class5",61.884,19.834
49.982,74.051,60.382,41.557,57,88.603,"Z",40.045,"Class1",84.411,72.203
15.487,56.246,94.64,52.467,7,52.732,"K",24.347,"Class4",57.292,NA
22.453,63.676,88.752,47.215,73,43.982,"L",21.292,"Class4",65.149,30.505
41.453,26.142,52.376,67.694,85,91.316,"Z",36.954,"Class2",14.476,NA
47.907,54.027,73.552,12.293,95,23.414,"V",71.662,"Class5",63.446,17.63
28.087,81.354,53.628,33.299,58,42.704,"B",41.693,"Class1",84.38,78.531
60.029,90.666,57.538,59.493,34,31.832,"G",47.354,"Class3",51.764,13.393
29.643,62.717,91.65,56.179,81,38.552,"L",40.468,"Class4",44.747,13.966
40.508,28.716,63.989,11.061,68,27.093,"V",92.118,"Class5",55.749,22.296
37.61,57.346,97.812,43.742,72,51.017,"E",34.066,"Class4",78.313,25.77
22.447,82.035,50.309,77.429,62,18.251,"Z",42.393,"Class1",82.508,63.077
40.548,76.125,60.438,17.83,50,55.989,"Z",39.005,"Class1",83.543,60.531
32.407,54.328,30.538,54.76,42,47.523,"J",40.2,"Class1",83.853,70.321
12.641,59.571,90.035,68.589,81,43.968,"K",31.271,"Class4",46.556,11.789
22.77,52.445,51.46,79.457,62,56.13,"I",44.381,"Class1",83.435,57.814
26.837,55.635,22.493,44.665,59,59.572,"Z",44.072,"Class1",85.285,61.197
48.008,26.845,16.958,59.256,90,92.296,"Z",44.009,"Class2",23.534,64.72
87.949,81.158,85.591,72.166,34,29.884,"G",29.616,"Class3",48.018,37.482
49.813,40.947,71.287,13.558,84,29.028,"R",77.64,"Class5",75.898,10.83
28.398,24.798,12.244,53.325,79,91.291,"E",46.735,"Class2",31.273,43.964
18.316,45.669,48.897,37.728,44,54.497,"I",42.74,"Class1",82.317,71.471
90.665,75.198,58.749,45.208,38,50.749,"A",44.817,"Class3",56.841,9.071
50.073,32.274,77.201,13.84,83,31.563,"V",81.237,"Class5",64.987,10.067
59.476,80.695,74.784,75.788,29,9.771,"T",24.94,"Class3",45.064,58.609
22.039,54.346,91.429,65.02,7,59.58,"K",39.182,"Class4",69.321,40.471
42.981,21.388,69.081,9.634,55,25.91,"S",57.94,"Class5",13.313,9.105
32.569,26,16.412,56.797,91,91.499,"Z",56.477,"Class2",21.157,68.456
46.059,60.689,73.888,10.349,59,24.154,"X",84.194,"Class5",95.585,3.916
34.76,25.083,48.431,59.176,83,91.455,"E",37.516,"Class2",25.486,42.386
22.419,54.879,87.446,25.421,22,41.247,"I",39.458,"Class4",73.35,22.151
27.698,23.41,52.744,28.055,85,91.079,"Z",47.13,"Class2",34.441,45.497
44.727,63.937,67.805,10.395,74,22.397,"V",85.333,"Class5",18.672,NA
28.145,94.773,65.292,58.828,19,30.58,"T",10.573,"Class3",49.865,41.509
48.731,81.619,37.655,25.513,47,40.141,"A",41.313,"Class1",84.296,63.053
17.639,66.027,87.407,53.641,72,46.737,"K",36.562,"Class4",74.618,35.526
37.393,73.082,81.399,67.503,61,23.997,"J",39.945,"Class1",87.231,75.299
33.045,58.306,90.333,58.114,17,43.748,"I",24.889,"Class4",69.264,25.98
33.249,91.303,85.235,99.53,39,18.356,"A",25.333,"Class3",50.259,22.715
12.374,52.531,92.181,71.107,58,50.313,"L",26.317,"Class4",61.668,18.785
16.843,90.51,73.381,67.186,37,27.077,"G",15.1,"Class3",58.628,38.951
40.235,49.728,63.982,79.718,50,39.615,"A",40.002,"Class1",84.64,68.962
39.536,44.613,64.301,9.48,76,28.552,"R",83.468,"Class5",3.022,18.487
29.247,54.59,94.792,62.033,82,42.496,"L",31.58,"Class4",50.286,40.419
8.123,55.972,89.206,21.366,79,50.323,"L",42.576,"Class4",63.977,25.215
NA,61.069,60.517,10.432,71,30.969,"S",68.531,"Class5",49.854,15.051
28.549,65.306,95.108,44.725,61,50.314,"E",30.27,"Class4",83.733,13.885
19.001,89.032,52.814,46.706,46,10.948,"A",50.084,"Class3",53.236,52.857
9.791,55.584,98.045,40.465,73,44.444,"K",38.194,"Class4",79.042,22.083
33.783,59.382,95.699,52.038,44,50.043,"L",39.867,"Class4",77.751,11.576
79.453,88.766,70.524,57.584,32,24.596,"A",30.243,"Class3",47.928,19.808
34.281,50.308,90.788,52.568,53,51.726,"I",39.238,"Class4",56.568,24.231
45.264,91.43,68.058,74.923,45,40.496,"T",31.236,"Class3",46.45,37.955
33.703,23.312,48.765,72.043,80,91.856,"E",51.46,"Class2",30.074,54.904
45.986,43.269,77.059,12.511,77,25.714,"X",60.774,"Class5",22.385,20.418
47.164,26.595,31.557,47.251,80,91.775,"O",41.117,"Class2",10.558,58.597
9.648,58.131,97.128,59.078,26,52.263,"I",26.112,"Class4",69.334,NA
42.729,33.26,75.175,12.564,94,27.841,"S",77.704,"Class5",60.291,14.596
21.261,56.499,14.683,67.027,44,6.365,"J",41.1,"Class1",83.492,64.766
53.548,29.201,69.803,13.642,71,27.492,"X",83.219,"Class5",44.824,13.417
34.039,79.729,52.481,11.18,46,37.965,"J",41.607,"Class1",83.862,73.422
54.94,74.461,59.965,42.378,45,13.48,"J",47.269,"Class3",47.966,36.38
46.059,22.533,69.008,13.747,55,18.943,"D",72.348,"Class5",36.556,15.706
38.813,54.543,73.021,52.208,37,46.702,"B",42.469,"Class1",84.07,74.909
28.003,53.132,87.266,36.056,71,54.127,"L",24.735,"Class4",71.868,28.675
34.61,56.267,87.522,46.819,42,48.766,"K",22.418,"Class4",69.63,24.012
39.549,91.963,81.431,39.116,54,64.742,"Z",40.874,"Class1",84.087,82.979
27.856,25.8,23.531,63.924,93,91.56,"R",66.037,"Class2",26.796,59.745
8.73,79.199,75.011,47.317,35,16.428,"D",44.384,"Class3",47.225,34.792
24.302,58.249,88.21,66.504,46,41.438,"K",27.507,"Class4",91.958,36.811
44.518,49.373,67.662,8.528,56,31.924,"V",56.932,"Class5",20.077,13.537
18.018,59.646,96.849,46.927,30,50.884,"K",40.476,"Class4",67.535,29.7
28.652,58.777,23.78,31.208,59,16.6,"I",43.033,"Class1",83.567,63.881
7.473,94.114,80.818,45.515,44,22.136,"D",51.603,"Class3",60.782,46.672
NA,63.34,92.353,52.616,31,43.973,"L",26.494,"Class4",74.721,25.943
49.833,72.945,54.835,34.294,36,30.345,"D",30.341,"Class3",44.044,42.75
31.151,84.046,51.427,62.584,46,21.787,"J",19.64,"Class3",50.285,33.638
25.954,80.485,80.25,26.834,17,11.818,"G",20.305,"Class3",46.934,35.315
6.579,77.708,62.509,46.167,48,-2.844,"J",47.482,"Class3",43.749,52.16
41.407,45.921,81.966,43.535,49,71.578,"B",43.533,"Class1",87.326,72.787
66.647,87.326,64.923,45.429,39,-4.872,"A",14.241,"Class3",46.707,18.227
49.491,23.304,18.434,78.729,94,91.948,"E",35.201,"Class2",31.441,52.76
35.14,67.26,72.769,55.5,37,0.28,"I",42.351,"Class1",85.1,70.87
39.527,25.998,44.649,60.712,90,91.176,"R",57.513,"Class2",19.278,52.527
28.93,45.758,76.98,66.032,50,52.991,"I",39.255,"Class1",82.374,73.879
36.995,60.775,14.8,81.852,52,69.007,"B",44.808,"Class1",85.456,52.998
30.694,62.565,95.533,49.815,35,47.011,"E",42.387,"Class4",63.274,NA
3.814,89.742,84.071,52.183,40,35.228,"G",41.244,"Class3",45.675,NA
22.989,54.158,88.806,36.228,65,36.57,"L",39.792,"Class4",77.595,46.948
29.764,23.42,33.917,53.046,81,91.748,"O",28.093,"Class2",30.592,66.28
52.916,37.846,66.824,10.501,94,24.475,"R",74.684,"Class5",55.875,15.413
37.569,64.762,35.295,40.405,53,51.465,"I",43.104,"Class1",84.515,61.152
30.69,23.121,28.164,46.126,79,91.796,"X",65.826,"Class2",12.951,47.897
44.814,40.032,65.837,11.284,96,27.125,"D",88.613,"Class5",9.198,21.903
22.127,83.889,63.337,39.016,61,63.852,"A",42.128,"Class1",85.071,70.042
33.571,93.134,59.486,40.937,29,39.178,"D",12.091,"Class3",50.64,9.893
20.054,78.478,72.279,37.284,27,25.966,"G",26.691,"Class3",42.738,52.5
12.985,51.605,94.435,56.7,30,48.668,"X",22.785,"Class4",48.106,41.019
29.148,60.089,91.385,53.871,31,44.752,"K",33.694,"Class4",69.481,18.761
48.594,23.143,10.036,70.609,94,90.992,"R",66.512,"Class2",40.613,28.829
82.846,75.926,74.313,31.549,45,41.145,"D",41.734,"Class3",57.108,19.932
52.273,34.169,82.59,11.473,64,25.355,"S",91.629,"Class5",36.734,17.155
35.098,25.907,40.863,58.318,79,91.951,"E",27.593,"Class2",31.355,32.116
48.619,82.355,32.376,38.506,56,31.146,"Z",41.373,"Class1",84.796,77.1
50.468,60.717,73.312,87.03,41,57.769,"A",44.675,"Class1",82.083,71.061
11.082,59.664,94.678,60.443,64,45.72,"X",41.036,"Class4",57.291,43.596
22.296,83.474,69.756,53.324,42,29.955,"T",26.709,"Class3",52.482,36.142
45.614,44.876,76.738,12.629,74,28.719,"R",73.605,"Class5",11.99,14.092
72.462,72.339,54.169,47.13,37,24.549,"D",34.665,"Class3",56.515,44.651
50.053,33.075,64.418,15.428,57,27.516,"R",85.67,"Class5",65.725,18.405
22.38,55.462,93.905,53.111,21,45.018,"L",24.96,"Class4",72.028,17.156
37.062,63.105,91.711,64.103,48,38.701,"I",28.003,"Class4",55.032,43.078
36.236,71.977,18.916,44.312,56,55.747,"A",39.346,"Class1",82.546,67.573
81.263,82.56,66.149,71.808,43,2.03,"J",27.955,"Class3",48.563,28.705
19.909,55.562,50.498,18.177,51,61.815,"B",43.859,"Class1",84.835,66.218
40.501,44.389,66.702,11.703,89,33.445,"D",58.585,"Class5",40.715,4.659
42.574,40.437,71.185,8.791,92,26.46,"S",90.681,"Class5",10.644,16.186
39.066,27.747,41.196,54.208,79,91.524,"R",58.439,"Class2",19.145,41.93
28.398,77.245,74.505,31.6,38,33.793,"A",22.951,"Class3",57.372,NA
27.703,81.701,70.674,37.072,29,20.847,"A",43.581,"Class3",47.59,64.227
45.586,24.201,15.172,76.852,78,91.385,"E",28.892,"Class2",32.332,76.325
37.533,23.446,34.543,58.608,94,91.647,"X",49.192,"Class2",11.484,53.847
16.41,65.877,97.185,46.124,6,46.269,"X",25.44,"Class4",52.892,27.907
83.204,93.003,52.378,45.204,35,83.737,"J",16.695,"Class3",46.846,9.058
46.723,61.653,79.993,12.793,85,32.039,"V",69.081,"Class5",49.359,12.392
44.406,56.362,31.49,28.821,58,48.268,"A",42.382,"Class1",83.765,66.794
77.668,71.456,57.755,24.59,28,8.982,"D",19.407,"Class3",50.593,23.352
43.751,76.908,51.196,61.152,33,6.993,"G",48.415,"Class3",46.194,37.348
42.211,58.745,65.298,12.917,96,33.22,"S",74.131,"Class5",33.19,14.738
39.459,26.027,17.882,43.853,92,91.982,"E",53.32,"Class2",23.59,66.064
28.179,27.232,52.242,54.085,88,91.64,"X",28.715,"Class2",42.085,-1.374
37.825,46.423,20.386,7.293,49,76.039,"A",43.826,"Class1",83.612,NA
43.672,26.855,80.631,10.55,84,23.049,"S",71.55,"Class5",67.449,28.124
21.047,63.744,13.943,52.228,56,54.544,"J",41.857,"Class1",82.978,71.801
NA,93.595,20.659,53.884,48,11.82,"A",42.576,"Class1",82.859,64.681
16.685,75.136,53.245,42.229,41,5.248,"J",41.404,"Class3",40.059,13.921
19.214,49.317,97.491,49.82,48,51.617,"K",36.304,"Class4",78.764,29.343
81.947,80.996,72.329,58.889,28,34.848,"T",25.911,"Class3",39.9,38.743
17.003,86.736,51.623,48.148,47,32.135,"T",46.584,"Class3",43.307,NA
17.274,90.376,57.909,89.534,36,24.031,"I",44.548,"Class1",83.443,81.337
32.107,62.439,93.501,45.129,46,43.601,"L",29.59,"Class4",58.346,9.587
37.081,24.145,38.625,56.536,79,91.011,"X",48.174,"Class2",22.093,61.886
44.926,40.115,78.38,6.758,71,18.959,"D",93.491,"Class5",67.59,15.194
26.661,88.161,86.149,33.229,32,41.883,"J",32.466,"Class3",41.624,22.881
15.148,57.416,94.975,35.077,43,45.677,"X",35.078,"Class4",81.752,27.728
45.27,63.677,83.105,11.457,66,27.24,"X",77.864,"Class5",66.346,11.883
34.925,24.453,50.707,49.669,88,91.639,"E",55.754,"Class2",16.695,43.265
21.222,51.149,48.734,67.318,45,21.311,"B",40.387,"Class1",85.578,65.741
41.216,68.082,68.475,29.923,52,46.231,"A",44.503,"Class1",80.913,72.706
31.737,53.661,56.478,72.542,63,54.062,"B",40.514,"Class1",86.38,48.92
6.006,87.32,84.386,51.529,35,35.822,"A",44.168,"Class3",52.719,32.248
25.804,57.522,90.399,55.491,54,55.572,"K",25.497,"Class4",63.388,20.997
46.433,23.775,41.76,77.119,90,91.759,"O",33.319,"Class2",32.524,56.635
47.019,90.759,59.67,36.571,33,43.844,"J",28.991,"Class3",51.232,30.802
34.651,25.056,21.987,26.213,80,91.983,"R",65.223,"Class2",20.868,44.464
17.301,50.421,16.669,40.335,51,28.685,"J",42.529,"Class1",81.913,71.679
18.452,79.464,60.857,79.397,39,80.14,"B",40.921,"Class1",85.488,59.748
46.304,68.855,25.649,55.644,44,40.045,"J",44.342,"Class1",85.954,64.586
NA,27.396,31.919,74.311,82,91.326,"Z",62.858,"Class2",35.344,33.176
27.776,45.566,77.094,62.348,62,29.38,"A",41.934,"Class1",84.28,56.314
29.557,49.39,44.212,77.159,63,68.441,"Z",41.162,"Class1",84.071,59.355
38.98,58.849,78.896,13.75,64,23.057,"X",76.461,"Class5",0.047,15.676
48.406,25.2,37.72,71.571,89,91.598,"R",49.965,"Class2",21.104,47.651
28.059,64.969,90.842,71.552,41,49.666,"I",40.87,"Class4",86.179,24.971
46.671,24.715,9.748,74.543,94,91.977,"E",45.909,"Class2",27.613,51.411
25.027,62.742,88.327,84.517,19,50.306,"K",36.973,"Class4",76.299,21.122
41.929,77.076,78.988,55.792,42,19.351,"T",54.847,"Class3",52.433,47.775
39.748,63.142,43.593,78.868,55,61.555,"Z",42.902,"Class1",81.489,71.44
38.045,33.485,63.371,13.745,75,31.447,"D",92.653,"Class5",46.035,14.61
49.11,25.747,10.286,77.562,95,91.258,"E",52.377,"Class2",34.899,NA
43.661,33.074,60.243,14.33,57,27.744,"R",75.067,"Class5",56.632,NA
30.917,26.129,29.752,64.891,84,91.241,"O",36.684,"Class2",41.531,23.326
35.606,62.338,90.387,65.108,30,43.63,"K",29.983,"Class4",91.677,42.379
8.561,56.26,88.179,27.809,24,57.682,"E",21.806,"Class4",75.348,27.801
26.812,72.686,68.554,60.844,26,38.949,"A",46.717,"Class3",47.261,33.406
NA,85.331,50.444,51.919,32,32.776,"A",18.336,"Class3",47.623,NA
17.05,52.311,22.328,82.175,57,53.056,"J",40.108,"Class1",85.826,71.461
44.312,54.129,70.474,8.861,57,30.727,"R",63.417,"Class5",36.04,14.426
37.082,44.879,68.715,9.783,89,30.913,"R",62.401,"Class5",73.41,17.504
18.84,58.346,88.924,41.401,37,40.28,"L",21.777,"Class4",64.95,8.471
49.359,20.888,61.097,11.59,76,23.369,"R",89.593,"Class5",78.311,13.396
43.993,88.26,68.583,55.221,29,53.261,"A",53.832,"Class3",53.403,39.835
12.809,90.746,75.518,43.536,38,13.393,"J",35.436,"Class3",46.517,30.023
16.953,57.105,99.879,67.863,42,44.793,"I",37.151,"Class4",75.374,17.739
44.702,24.615,9.131,78.927,88,91.127,"E",64.779,"Class2",21.897,55.884
63.58,75.654,75.988,60.084,33,11.457,"J",28.072,"Class3",50.497,44.853
79.25,75.025,64.205,53.1,20,39.656,"J",9.183,"Class3",49.43,30.012
51.908,45.357,64.823,12.816,67,30.618,"D",65.393,"Class5",44.361,15.872
50.104,79.606,65.936,48.276,32,25.562,"D",37.902,"Class3",52.348,68.472
77.967,78.285,83.376,58.875,45,36.989,"A",40.513,"Class3",49.946,22.503
39.72,79.401,54.55,40.062,18,28.856,"J",31.394,"Class3",55.902,34.547
45.122,51.678,77.803,12.66,96,28.404,"X",82.042,"Class5",38.431,17.37
18.209,49.785,88.94,35.715,68,56.336,"I",39.34,"Class4",86.454,19.03
25.239,62.907,36.364,34.995,37,54.234,"A",39.944,"Class1",84.335,62.653
80.232,71.949,58.296,52.872,44,36.967,"G",31.703,"Class3",48.922,18.265
49.039,75.739,23.056,66.277,53,31.201,"B",42.79,"Class1",81.892,66.128
39.063,35.111,79.196,8.276,92,29.114,"X",69.948,"Class5",5.285,19.29
38.736,51.164,68.397,11.615,93,22.938,"R",61.403,"Class5",-11.041,13.611
20.15,89.057,54.276,56.137,43,47.861,"D",46.634,"Class3",46.372,42.002
49.734,27.134,27.574,60.058,90,91.699,"O",39.672,"Class2",33.073,25.99
42.432,64.235,55.844,48.32,50,75.031,"J",39.851,"Class1",84.522,77.866
52.574,44.731,52.619,71.514,49,47.395,"B",40.213,"Class1",82.769,66.153
58.119,90.324,58.833,33.86,26,46.229,"T",54.825,"Class3",48.695,26.709
15.307,74.141,84.957,50.651,23,27.74,"G",51.16,"Class3",51.292,16.3
41.833,53.021,57.419,25.518,50,37.907,"I",43.094,"Class1",85.661,68.794
50.922,71.759,53.18,79.98,58,64.644,"B",41.969,"Class1",83.159,61.568
52.096,72.644,61.691,50.223,37,39.201,"J",21.989,"Class3",42.029,36.704
39.438,25.22,45.012,56.751,82,91.673,"R",59.518,"Class2",28.325,56.387
24.678,58.112,92.752,49.693,81,55.924,"I",32.016,"Class4",66.832,37.091
47.127,79.545,77.978,38.168,35,28.961,"T",20.819,"Class3",49.737,19.983
50.946,86.545,29.051,46.574,40,5.731,"A",39.881,"Class1",85.297,50.826
