"GKT1","EVL2","TVU3","KAM4","OMD5","Output5","UVT6","KTN7","JQW8","FJI9","XOR10","GDI11"
"M",20.568,50.971,32.86,47.198,"Class2",30,74.993,77.976,92.447,9.321,"H"
"J",0.985,44.595,32.439,82.651,"Class1",63,49.759,46.814,39.13,66.739,"B"
"G",35.71,52.566,35.925,81.984,"Class2",34,107.316,25.756,86.052,17.066,"Y"
"V",15.487,44.523,44.144,43.899,"Class3",47,82.422,53.783,1.898,46.116,"V"
"E",1.455,24.742,40.763,56.162,"Class1",60,46.237,44.517,27.179,90.049,"N"
"I",25.917,53.669,39.471,63.651,"Class2",39,76.636,80.636,89.347,73.465,"E"
"I",38.594,52.139,36.812,44.682,"Class2",47,79.448,63.97,94.213,3.93,"H"
"F",39.179,30.808,51.035,21.046,"Class3",45,82.875,58.481,9.937,55.092,"E"
"P",3.841,41.64,49.704,NA,"Class1",57,11.924,46.729,34.039,60.358,"N"
"J",33.379,30.399,39.963,18.43,"Class3",73,82.888,45.406,35.797,50.191,"N"
"H",37.762,50.836,40.253,69.01,"Class2",31,56.854,76.593,89.182,7.267,"B"
"J",31.746,32.182,44.933,25.915,"Class3",63,82.567,61.271,38.98,55.669,"P"
"X",3.495,60.417,28.303,46.164,"Class1",37,21.827,49.553,44.494,55.231,"E"
"X",26.35,55.825,39.114,74.176,"Class2",47,98.805,69.174,93.932,66.752,"Y"
"E",9.907,42.127,50.226,67.706,"Class1",53,36.332,44.296,30.653,63.365,"E"
"I",25.407,48.938,34.667,63.368,"Class2",52,67.784,61.648,89.288,38.042,"E"
"X",41.071,53.331,37.588,73.15,"Class2",32,96.671,23.08,89.691,60.82,"B"
"V",23.318,5.934,48.982,47.025,"Class3",66,83.044,44.67,47.479,51.23,"U"
"I",43.357,52.504,34.584,82.579,"Class2",30,81.942,79.617,93.117,62.447,"Y"
"M",32.976,54.245,30.077,NA,"Class2",47,58.878,56.615,91.535,46.316,"Y"
"H",25.338,50.918,37.044,85.22,"Class2",31,80.106,78.158,89.047,78.916,"Y"
"V",33.953,5.323,62.527,43.18,"Class3",76,80.672,43.37,12.56,51.793,"E"
"F",37.656,30.645,58.03,27.31,"Class3",66,80.778,29.034,31.424,54.517,"P"
"G",25.523,49.381,41.198,65.464,"Class2",51,99.152,53.607,91.718,59.234,"M"
"E",6.27,57.772,23.326,77.857,"Class1",52,41.237,47.581,41.255,59.313,"E"
"E",21.424,36.686,53.5,61.791,"Class3",67,82.045,32.978,37.519,43.276,"U"
"V",34.527,4.887,53.694,27.149,"Class3",85,81.545,53.998,87.749,52.723,"E"
"W",31.832,39.46,43.007,50.019,"Class3",65,82.451,56.673,53.311,44.176,"U"
"X",22.949,50.606,32.132,50.037,"Class2",51,88.311,60.195,93.929,47.468,"B"
"P",13.703,49.494,46.961,15.16,"Class1",59,27.829,45.865,44.046,65.689,"N"
"H",23.065,52.284,37.347,42.432,"Class2",39,75.986,35.477,95.399,55.383,"B"
"E",24.885,15.59,50.631,42.354,"Class3",55,78.875,54.051,52.599,54.734,"N"
"X",6.377,22.187,35.804,5.133,"Class1",70,30.329,45.893,45.373,61.188,"B"
"X",9.45,39.876,41.03,57.501,"Class1",60,31.728,46.379,23.719,87.846,"E"
"E",32.363,40.583,NA,19.293,"Class3",72,81.471,28.815,33.384,52.443,"U"
"E",26.751,31.204,59.594,57.928,"Class3",48,79.248,69.807,42.765,43.378,"P"
"F",7.314,34.751,24.122,21.824,"Class1",41,36.473,45.096,41.25,92.941,"D"
"E",7.226,25.141,31.702,25.297,"Class1",65,51.451,45.109,48.674,63.789,"D"
"M",32.663,49.825,41.364,61.932,"Class2",28,83.831,21.85,88.545,26.975,"Y"
"E",11.646,31.28,45.221,94.671,"Class1",50,21.493,49.95,43.848,79.635,"D"
"F",30.311,18.827,34.897,37.117,"Class3",44,80.994,27.195,26.698,54.644,"E"
"V",26.414,37.956,30.533,70.739,"Class3",78,81.332,56.886,19.662,49.627,"E"
"E",18.714,13.375,61.729,68.071,"Class3",44,79.719,29.98,36.002,43,"U"
"E",38.98,20.76,61.179,46.556,"Class3",85,81.297,46.39,32.261,48.753,"P"
"H",16.795,50.682,34.935,65.275,"Class2",41,88.641,68.515,95.66,8.167,"B"
"J",5.875,42.079,41.096,11.616,"Class1",48,39.493,44.516,24.855,84.472,"M"
"V",26.286,36.791,57.801,43.568,"Class3",79,83.922,72.672,1.523,40.818,"U"
"J",32.064,8.618,49.524,71.05,"Class3",60,79.821,24.715,48.188,49.922,"N"
"X",25.584,53.234,31.604,77.735,"Class2",34,73.477,15.302,85.508,46.841,"B"
"X",10.23,52.663,42.588,59.307,"Class1",49,40.589,46.268,46.028,70.579,"B"
"E",5.411,49.519,33.269,NA,"Class1",68,29.845,45.097,33.711,67.492,"E"
"F",29.094,3.91,43.539,18.151,"Class3",68,84.091,53.822,56.601,46.98,"N"
"V",35.387,38.827,39.725,22.736,"Class3",46,78.146,73.312,61.661,46.154,"N"
"J",5.478,45.959,35.002,63.717,"Class1",63,49.315,46.023,29.513,63.244,"B"
"X",24.046,51.827,39.596,77.825,"Class2",30,71.751,42.455,91.449,11.854,"H"
"I",26.946,51.769,NA,76.77,"Class2",40,92.31,20.615,90.803,70.079,"M"
"E",9.895,22.459,17.247,73.859,"Class1",38,41.708,48.604,45.494,64.196,"B"
"H",14.601,51.004,27.897,55.562,"Class2",47,76.904,57.792,92.711,18.033,"B"
"P",12.462,52.393,39.756,70.993,"Class1",54,41.062,49.18,32.124,56.259,"N"
"H",22.599,52.79,42.829,43.693,"Class2",35,87.72,21.328,86.26,18.921,"E"
"G",24.449,52.321,24.545,65.708,"Class2",37,68.587,38.311,95.924,36.514,"H"
"J",4.968,46.124,35.96,67.074,"Class1",52,43.895,48.891,36.215,88.462,"D"
"X",21.216,53.359,40.956,45.46,"Class2",49,71.454,43.005,88.86,16.404,"B"
"G",21.79,55.654,41.42,85.98,"Class2",32,78.723,18.242,83.944,25.518,"Y"
"F",32.553,7.973,55.998,58.084,"Class3",45,82.524,53.29,35.377,49.647,"N"
"F",37.622,13.43,34.738,44.385,"Class3",48,79.779,46.682,39.794,50.626,"P"
"F",37.038,24.312,NA,57.401,"Class3",66,81.236,23.57,10.209,55.315,"U"
"M",35.272,53.391,45.377,46.471,"Class2",33,93.606,22.814,84.068,71.509,"Y"
"I",33.974,52.773,47.444,62.377,"Class2",47,86.662,56.158,86.27,62.954,"M"
"J",10.203,32.036,33.493,27.713,"Class1",55,26.92,47.416,31.058,61.338,"D"
"E",26.91,28.446,34.339,NA,"Class3",72,82.954,70.624,18.95,46.935,"U"
"W",34.657,37.182,NA,58.324,"Class3",60,80.8,39.518,41.055,42.681,"N"
"F",39.649,40.672,48.69,55.42,"Class3",68,80.015,28.641,24.304,55.843,"U"
"W",28.628,20.294,51.14,50.467,"Class3",73,82.706,31.451,52.341,53.976,"P"
"V",22.448,44.635,71.463,73.505,"Class3",53,81.782,61.312,28.593,49.289,"U"
"F",7.877,35.188,53.401,55.045,"Class1",56,41.376,46.607,28.368,73.822,"N"
"X",17.998,54.312,32.885,62.831,"Class2",37,73.212,76.115,87.859,37.389,"H"
"M",38.491,55.359,52.366,55.271,"Class2",43,65.299,82.721,81.997,5.251,"M"
"H",23.648,51.096,52.755,NA,"Class2",35,69.582,27.999,88.255,37.961,"E"
"V",22.856,43.367,57.968,59.591,"Class3",74,77.345,52.74,32.54,52.525,"E"
"H",28.335,51.959,30.916,80.315,"Class2",34,63.841,29.184,89.098,70.795,"E"
"H",23.503,48.378,41.526,70.311,"Class2",28,83.28,81.575,94.518,15.977,"Y"
"E",30.966,14.759,48.936,41.552,"Class3",57,83.489,46.28,-17.185,42.361,"E"
"G",31.504,50.102,34.086,47.828,"Class2",33,75.369,34.027,90.03,36.288,"B"
"J",32.073,42.732,47.419,69.175,"Class3",76,83.307,69.971,54.217,46.776,"U"
"J",29.114,44.739,43.119,23.686,"Class3",61,79.824,50.108,41.242,43.194,"P"
"E",20.975,20.665,35.544,32.425,"Class3",44,81.765,29.256,69.43,53.865,"U"
"V",28.585,17.273,NA,36.817,"Class3",68,81.974,27.575,48.636,55.14,"N"
"X",14.229,46.324,NA,94.608,"Class1",56,29.942,44.617,41.306,92.097,"N"
"V",27.495,9.27,50.651,NA,"Class3",59,79.279,45.868,13.908,48.775,"V"
"I",30.608,52.883,39.862,69.306,"Class2",42,78.536,25.895,87.148,66.187,"M"
"P",7.891,29.479,33.265,21.933,"Class1",67,44.789,48.283,43.815,88.67,"D"
"E",10.791,39.725,45.902,43.316,"Class1",60,44.255,45.752,31.952,64.491,"E"
"P",6.81,53.368,27.456,49.088,"Class1",58,31.954,46.623,34.854,84.367,"E"
"P",4.387,39.04,22.07,74.112,"Class1",71,33.002,46.756,47.676,72.519,"B"
"J",36.361,11.386,NA,30.443,"Class3",47,83.996,56.462,32.481,50.618,"U"
"H",25.631,51.509,36.273,48.616,"Class2",52,76.914,39.052,89.619,2.808,"B"
"G",17.974,49.308,34.778,72.643,"Class2",45,75.947,37.399,91.175,32.879,"B"
"F",3.478,34.311,24.114,88.764,"Class1",72,47.956,45.167,34.287,71.383,"N"
"W",39.33,26.701,72.183,28.778,"Class3",63,78.957,70.091,-10.147,50.009,"P"
"X",32.233,50.723,40.905,78.421,"Class2",46,65.115,51.457,86.142,36.679,"H"
"I",16.8,48.666,NA,42.158,"Class2",44,77.688,22.723,88.016,23.605,"Y"
"M",22.438,51.837,31.485,72.296,"Class2",37,81.06,29.5,92.243,27.666,"B"
"G",46.87,53.351,31.898,72.703,"Class2",43,96.567,49.248,88.207,5.416,"Y"
"H",35.809,53.548,38.03,54.782,"Class2",48,83.902,15.905,86.634,53.13,"E"
"X",27.418,51.194,27.436,68.816,"Class2",28,89.594,32.697,91.402,24.904,"M"
"E",26.849,17.84,42.8,56.221,"Class3",77,83.824,70.408,-7.505,52.935,"U"
"I",22.471,52.033,24.275,47.63,"Class2",48,72.587,60.344,88.629,44.489,"E"
"M",40.786,49.724,43.728,44.223,"Class2",41,86.325,75.416,90.189,15.056,"M"
"X",3.251,59.663,43.042,93.398,"Class1",37,44.772,44.648,46.212,55.625,"D"
"G",48.471,48.214,40.71,87.109,"Class2",40,80.401,79.314,91.328,63.489,"Y"
"G",29.585,49.32,42.52,54.076,"Class2",29,82.088,31.214,86.093,38.914,"E"
"E",26.523,27.471,59.596,35.858,"Class3",82,82.326,64.015,38.875,49.229,"N"
"H",16.087,55.832,45.392,69.566,"Class2",36,103.479,48.929,87.032,35.161,"B"
"E",3.876,27.779,34.914,56.565,"Class1",38,45.29,45.243,36.47,85.348,"N"
"X",18.256,52.364,45.741,63.375,"Class2",28,79.665,71.107,89.673,3.559,"E"
"F",5.699,38.627,42.738,55.386,"Class1",55,39.606,49.823,30.847,51.258,"N"
"I",25.698,54.863,32.724,84.443,"Class2",37,72.902,65.122,91.097,73.296,"H"
"E",21.327,5.788,46.503,72.965,"Class3",62,79.954,24.963,21.627,53.975,"V"
"M",43.833,52.616,34.735,48.696,"Class2",51,70.42,53.626,90.346,40.656,"E"
"M",34.713,51.827,44.127,65.924,"Class2",49,60.145,42.65,88.799,69.488,"H"
"X",11.043,33.751,50.292,53.586,"Class1",42,27.192,45.674,43.831,84.341,"E"
"H",20.359,51.043,24.99,77.048,"Class2",29,91.899,68.601,90.355,35.668,"B"
"J",4.749,22.896,40.215,58.47,"Class1",64,39.295,47.947,40.453,70.923,"N"
"E",24.18,6.175,53.349,37.923,"Class3",68,82.034,52.19,25.36,40.609,"N"
"V",26.045,16.01,44.179,72.996,"Class3",51,84.332,51.521,63.803,42.992,"P"
"E",14.473,37.659,50.714,NA,"Class1",46,53.549,45.393,47.74,88.261,"B"
"W",25.055,12.172,40.201,22.279,"Class3",79,80.806,53.925,21.743,43.382,"V"
"W",36.672,8.889,45.602,29.8,"Class3",51,81.017,47.191,7.62,53.982,"N"
"I",23.717,54.263,29.579,71.78,"Class2",38,80.502,27.943,87.936,38.36,"Y"
"J",31.761,31.497,53.807,33.846,"Class3",77,82.192,30.692,31.171,46.911,"P"
"P",0.499,47.742,35.833,73.625,"Class1",44,31.28,45.577,31.114,70.897,"N"
"F",8.475,27.944,15.868,73.326,"Class1",68,38.563,48.565,36.156,55.787,"E"
"J",18.2,41.405,44.151,25.555,"Class1",43,42.669,48.721,29.473,64.84,"N"
"W",16.528,10.946,49.933,72.365,"Class3",82,84.314,66.855,47.739,53.49,"E"
"H",35.905,49.64,29.934,45.497,"Class2",38,73.094,26.551,83.696,41.322,"H"
"G",26.283,48.233,43.021,78.829,"Class2",42,61.855,66.428,89.883,17.653,"B"
"J",7.981,44.632,31.764,92.556,"Class1",55,40.173,48.789,26.527,64.381,"E"
"J",5.033,45.088,36.593,87.055,"Class1",64,40.278,46.424,33.163,58.466,"B"
"X",13.026,27.997,43.836,32.264,"Class1",46,52.857,49.073,31.954,88.498,"N"
"X",8.016,34.076,44.428,41.225,"Class1",65,44.714,44.708,39.521,73.132,"B"
"E",14.1,41.357,34.662,47.319,"Class1",44,28.53,48.125,34.895,89.827,"N"
"M",27.274,55.051,39.168,85.487,"Class2",53,85.813,43.679,90.368,47.314,"H"
"V",19.965,12.623,59.268,46.303,"Class3",70,77.858,67.238,32.517,40.056,"N"
"P",9.93,22.486,29.957,42.831,"Class1",39,34.376,48.429,45.277,60.251,"N"
"W",33.235,15.754,53.732,25.973,"Class3",82,79.548,31.54,39.485,52.334,"E"
"G",22.204,50.355,NA,46.787,"Class2",38,87.85,75.447,91.668,11.166,"M"
"E",29.373,19.737,46.998,27.511,"Class3",61,81.898,74.712,61.523,53.703,"P"
"F",11.224,44.896,44.51,72.404,"Class1",49,36.167,49.006,47.43,62.528,"D"
"F",23.941,18.071,53.239,63.178,"Class3",45,80.11,71.278,-9.01,50.213,"V"
"F",8.029,40.819,30.22,75.472,"Class1",44,43.982,49.233,35.119,86.648,"B"
"F",13.413,22.579,32.797,39.011,"Class1",54,41.387,47.686,34.377,70.024,"E"
"M",30.469,51.551,35.059,50.26,"Class2",42,98.27,35.854,85.47,4.045,"M"
"X",21.4,53.77,42.251,45.993,"Class2",38,92.315,61.654,94.822,9.014,"H"
"M",24.895,49.08,37.517,73.207,"Class2",47,86.752,44.846,89.087,73.311,"H"
"E",22.11,40.133,41.117,30.909,"Class3",72,78.041,57.414,45.981,56.392,"N"
"H",25.004,50.074,35.687,85.24,"Class2",29,74.92,69.064,86.494,58.715,"E"
"X",42.956,51.565,47.187,56.003,"Class2",45,84.899,62.15,89.416,4.229,"M"
"J",13.479,42.934,45.237,25.764,"Class1",59,43.082,48.477,38.412,62.553,"M"
"M",39.262,51.106,45.23,71.769,"Class2",45,82.366,64.676,95.116,11.095,"B"
"P",5.098,43.42,21.578,25.117,"Class1",57,39.584,49.988,54.787,78.734,"D"
"E",8.41,43.615,30.98,NA,"Class1",49,56.974,46.438,35.416,87.667,"N"
"E",26.273,44.68,42.805,36.694,"Class3",59,82.866,74.273,46.588,49.942,"V"
"V",16.245,28.12,48.898,18.249,"Class3",58,77.891,51.726,44.287,51.502,"E"
"X",33.804,54.907,23.431,42.132,"Class2",51,78.104,39.102,86.842,64.273,"B"
"F",4.14,37.476,41.552,59.798,"Class1",39,37.999,48.737,50.148,76.97,"B"
"I",40.028,50.375,31.838,77.493,"Class2",33,78.409,40.297,93.451,26.217,"M"
"F",-3.3,27.602,17.121,26.636,"Class1",62,39.765,45.589,26.718,68.237,"E"
"V",27.262,22.731,44.452,38.158,"Class3",86,82.744,26.372,82.948,48.092,"P"
"F",23.13,44.344,NA,49.268,"Class3",68,84.089,32.553,46.765,47.128,"E"
"W",35.974,3.401,37.922,28.818,"Class3",47,81.017,45.723,46.272,54.197,"E"
"V",24.941,14.136,43.709,26.718,"Class3",68,81.707,25.009,33.403,47.942,"P"
"V",31.379,26.078,43.573,56.454,"Class3",53,78.513,23.921,22.872,51.245,"V"
"X",27.667,48.554,35.042,62.843,"Class2",30,77.42,54.786,92.264,66.24,"B"
"P",8.469,27.87,49.221,14.252,"Class1",60,34.754,45.704,40.092,84.736,"D"
"F",1.716,26.913,40.338,94.301,"Class1",66,43.215,44.533,42.659,70.233,"E"
"G",30.761,50.606,38.237,82.021,"Class2",53,88.754,31.228,88.107,28.815,"M"
"M",31.608,53.814,32.258,73.243,"Class2",49,87.398,24.534,90.013,51.066,"M"
"P",2.865,60.881,28.76,31.794,"Class1",49,51.944,46.735,22.399,91.304,"E"
"X",29.479,55.236,35.73,49.238,"Class2",29,73.8,73.601,87.712,71.916,"E"
"W",34.185,40.261,30.792,69.74,"Class3",65,81.031,25.176,28.094,45.418,"P"
"J",26.224,38.971,51.439,45.809,"Class3",62,76.792,57.748,18.6,40.199,"V"
"I",21.595,54.782,42.032,53.436,"Class2",48,63.945,55.553,89.983,7.514,"B"
"M",17.198,52.22,33.076,44.142,"Class2",44,80.08,54.186,90.64,6.763,"H"
"X",5.277,44.202,24.733,36.961,"Class1",56,26.308,47.051,31.556,78.325,"N"
"W",21.604,38.13,42.358,26.371,"Class3",73,80.776,64.881,57.337,42.322,"P"
"P",11.084,39.296,37.511,30.98,"Class1",40,22.143,47.075,41.343,83.923,"E"
"F",31.636,11.815,55.536,70.511,"Class3",69,83.636,29.065,47.683,47.328,"E"
"F",8.849,38.046,27.807,NA,"Class1",50,30.797,44.955,29.701,58.855,"B"
"X",26.122,52.087,44.18,83.312,"Class2",41,78.981,28.687,89.263,3.987,"E"
"X",5.422,44.879,36.039,77.395,"Class1",50,30.997,44.599,44.716,51.24,"B"
"X",0.057,29.294,45.301,24.513,"Class1",50,31.841,44.629,44.728,56.099,"D"
"E",27.741,17.788,68.165,56.804,"Class3",56,78.697,56.616,28.163,40.326,"U"
"G",26.324,48.637,60.391,76.802,"Class2",39,68.867,36.284,91.996,9.113,"M"
"E",20.738,27.39,46.833,23.531,"Class3",68,85.433,36.157,26.375,44.005,"V"
"F",4.742,38.138,44.313,73.731,"Class1",43,35.113,46.906,28.73,81.148,"N"
"H",19.521,52.12,37.791,68.207,"Class2",42,82.317,67.308,83.825,40.083,"H"
"M",21.296,49.986,42.75,65.363,"Class2",33,74.454,80.972,86.507,40.768,"M"
"X",28.755,49.951,22.249,74.648,"Class2",46,71.932,31.126,83.543,29.265,"B"
"M",21.868,49.798,36.74,49.223,"Class2",45,82.595,36.24,86.244,65.516,"H"
"P",12.624,52.732,49.522,47.358,"Class1",71,50.046,44.066,45.721,53.667,"N"
"E",31.536,20.354,57.266,65.751,"Class3",69,84.35,30.736,40.218,40.411,"E"
"M",25.893,50.842,34.939,68.656,"Class2",50,84.883,17.737,91.554,2.526,"E"
"G",31.293,54.684,37.468,78.303,"Class2",48,74.295,34.785,92.084,61.991,"E"
"H",39.915,51.003,33.433,65.896,"Class2",33,92,24.646,83.885,34.341,"M"
"F",7.465,33.244,34.591,74.053,"Class1",64,46.142,49.564,33.118,89.39,"N"
"X",4.194,39.04,35.522,64.222,"Class1",49,15.961,47.163,34.478,66.348,"M"
"I",32.251,51.921,35.383,76.195,"Class2",44,63.917,50.675,87.628,28.1,"H"
"E",25.913,45.196,57.729,73.345,"Class3",57,78.708,41.579,36.267,56.533,"P"
"M",28.661,49.536,40.476,50.874,"Class2",33,57.19,42.228,97.439,55.251,"Y"
"G",32.715,50.107,43.155,46.267,"Class2",41,68.593,79.043,93.647,31.907,"M"
"V",30.522,24.837,53.39,43.536,"Class3",61,80.548,65.944,56.619,51.52,"U"
"I",29.447,55.951,45.177,48.678,"Class2",53,89.672,41.511,91.353,30.482,"H"
"E",6.852,43.997,NA,24.348,"Class1",39,44.804,44.952,32.584,64.975,"B"
"W",35.696,33.331,43.233,50.033,"Class3",87,81.549,74.471,53.089,49.468,"N"
"F",7.951,48.761,35.928,26.25,"Class1",50,47.558,48.392,33.623,89.581,"B"
"E",28.488,36.033,51.059,35.91,"Class3",81,80.387,40.973,50.055,41.284,"U"
"I",30.709,52.238,37.208,80.945,"Class2",29,82.257,48.886,89.573,73.213,"H"
"I",27.948,55.349,41.207,87.574,"Class2",35,79.38,77.52,94.611,38.091,"H"
"W",14.216,44.585,49.262,41.157,"Class3",83,86.009,73.592,77.431,54.033,"V"
"G",37.02,50.664,28.11,41.261,"Class2",42,79.288,74.855,91.024,68.705,"M"
"X",31.434,54.917,NA,43.169,"Class2",30,86.483,21.273,87.497,6.999,"Y"
"X",7.57,59.758,54.604,90.994,"Class1",39,42.232,44.482,38.431,91.134,"E"
"V",30.862,16.036,NA,40.444,"Class3",56,81.581,34.335,52.773,49.968,"U"
"J",31.89,5.461,51.806,33.045,"Class3",75,81.352,66.884,31.24,54.098,"E"
"F",-3.023,44.056,35.623,38.613,"Class1",65,34.661,47.637,33.418,61.129,"N"
"M",21.638,48.127,42.321,70.696,"Class2",43,88.113,25.436,85.503,31.835,"Y"
"H",41.476,54.467,37.626,40.671,"Class2",53,83.791,69.547,93.397,29.911,"H"
"E",13.649,34.893,22.796,17.321,"Class1",39,50.084,46.002,30.368,90.131,"N"
"I",24.894,53.893,33.891,81.397,"Class2",38,75.749,42.945,88.96,64.381,"E"
"H",45.286,49.61,34.872,85.285,"Class2",51,60.242,66.964,92.652,56.64,"E"
"I",27.534,48.745,45.658,63.391,"Class2",39,82.574,15.726,88.275,77.196,"M"
"J",4.162,26.452,56.746,26.139,"Class1",52,46.271,47.971,24.059,74.993,"D"
"M",39.804,51.537,31.114,75.903,"Class2",35,84.878,73.209,87.763,37.852,"E"
"V",12.3,15.041,46.363,53.328,"Class3",73,79.43,47.65,32.342,42.618,"U"
"F",2.421,21.025,26.696,18.148,"Class1",67,48.993,46.125,34.282,85.312,"D"
"X",29.981,55.479,29.509,49.054,"Class2",51,94.097,72.083,90.479,12.84,"E"
"X",33.657,49.594,37.005,51.835,"Class2",39,85.369,77.054,89.481,57.383,"B"
"F",29.891,44.464,32.914,56.514,"Class3",61,85.93,63.229,7.014,47.592,"N"
"E",1.572,52.105,47.923,26.132,"Class1",68,52.265,48.069,47.23,51.111,"E"
"I",45.613,54.988,31.888,70.936,"Class2",40,88.915,18.104,92.416,56.029,"Y"
"F",29.393,45.741,44.152,43.207,"Class3",58,84.238,43.83,22.158,46.862,"P"
"P",12.82,59.465,38.764,92.132,"Class1",45,39.008,44.503,43.722,78.483,"N"
"X",17.224,54.735,40.763,NA,"Class2",36,83.169,74.765,88.768,73.069,"H"
"V",38.661,38.86,38.601,25.357,"Class3",80,83.535,70.216,70.788,49.861,"N"
"X",8.489,43.419,29.328,26.585,"Class1",61,36.31,47.647,34.345,91.229,"N"
"M",25.144,53.377,31.144,51.604,"Class2",46,82.363,49.121,91.099,26.572,"M"
"J",-1.583,23.226,52.087,25.586,"Class1",38,43.989,49.929,32.019,55.496,"B"
"G",21.782,50.367,37.105,60.288,"Class2",36,78.066,50.328,87.133,8.8,"H"
"G",28.421,52.748,35.22,85.801,"Class2",36,76.479,25.286,85.286,42.41,"M"
"J",7.878,36.824,26.306,49.701,"Class1",62,55.515,48.548,36.194,82.209,"B"
"M",26.837,50.718,37.456,51.524,"Class2",40,74.808,49.56,84.522,18.009,"B"
"P",3.221,29.692,39.726,15.928,"Class1",40,33.483,44.959,47.07,87.843,"E"
"X",43.111,52.758,36.148,71.822,"Class2",43,67.144,68.728,90.733,56.74,"H"
"J",41.314,43.511,41.127,71.932,"Class3",80,83.982,39.283,51.184,40.148,"N"
"P",13.361,60.843,29.825,13.983,"Class1",52,32.435,45.372,34.905,83.658,"D"
"J",7.107,27.656,15.922,80.49,"Class1",46,55.129,47.026,31.442,52.72,"B"
"X",9.231,28.161,27.721,81.233,"Class1",58,39.407,46.24,17.56,80.951,"B"
"J",-1.263,35.56,33.009,64.208,"Class1",42,39.562,44.823,34.232,89.322,"B"
"F",28.562,32.564,48.692,53.559,"Class3",61,76.722,34.612,35.318,51.36,"U"
"E",7.736,55.086,22.375,15.147,"Class1",67,29.932,47.883,37.509,65.788,"N"
"M",35.469,53.089,23.667,60.709,"Class2",28,100.894,76.638,87.375,78.906,"H"
"H",28.567,48.079,32.849,45.607,"Class2",32,83.738,22.383,93.268,44.814,"B"
"G",32.478,49.256,29.666,60.696,"Class2",43,88.825,74.629,85.057,74.525,"Y"
"J",8.31,55.073,21.878,16.618,"Class1",51,34.979,44.234,36.696,70.072,"D"
"E",31.411,18.545,43.236,55.658,"Class3",85,79.881,29.495,22.674,45.533,"V"
"E",10.314,4.676,55.161,38.365,"Class3",71,81.51,61.838,26.349,54.991,"U"
"J",27.933,32.007,56.08,36.343,"Class3",58,81.238,39.566,29.602,44.451,"U"
"X",11.118,35.711,42.547,37.73,"Class1",59,33.969,48.76,37.038,85.622,"D"
"P",9.605,25.243,27.587,49.308,"Class1",64,37.663,48.412,21.924,80.332,"N"
"M",42.543,49.953,26.798,49.158,"Class2",49,81.1,33.873,94.091,65.052,"H"
"G",19.445,53.603,NA,65.029,"Class2",30,64.826,34.148,87.547,43.527,"E"
"J",32.5,40.385,52.674,NA,"Class3",81,79.238,32.589,31.825,53.665,"P"
"V",34.119,43.805,NA,68.981,"Class3",82,76.935,45.327,9.003,56.653,"E"
"M",33.917,52.803,35.64,64.356,"Class2",36,82.633,22.833,91.673,60.805,"Y"
"J",-0.083,37.437,27.607,91.653,"Class1",53,46.976,44.596,30.588,84.4,"B"
"X",7.423,35.053,46.823,27.152,"Class1",67,27.005,45.034,52.806,53.182,"E"
"P",8.807,42.626,33.945,23.546,"Class1",49,54.26,47.264,36.048,51.472,"D"
"X",32.408,52.75,37.776,43.33,"Class2",37,80.234,79.679,85.742,64.083,"M"
"J",4.541,36.242,30.605,84.134,"Class1",40,44.034,49.033,29.456,90.456,"E"
"P",2.464,25.989,40.023,68.435,"Class1",65,39.438,46.495,39.97,82.19,"B"
"J",5.12,25.535,30.823,33.048,"Class1",45,34.096,46.555,43.681,64.543,"B"
"E",4.45,28.436,33.211,2.767,"Class1",58,46.603,46.393,30.018,85.694,"M"
"G",23.193,51.662,33.932,85.995,"Class2",47,96.994,46.199,91.573,36.188,"B"
"F",13.006,48.406,48.255,33.281,"Class1",52,34.007,44.122,34.25,52.82,"B"
"X",23.572,53.528,35.653,73.669,"Class2",37,97.446,49.116,91.928,15.459,"M"
"M",35.861,52.271,44.033,55.111,"Class2",43,109.937,61.386,80.47,22.902,"B"
"E",37.702,8.725,48.602,60.582,"Class3",44,83.517,45.532,34.352,45.184,"P"
"P",6.813,23.845,38.763,80.66,"Class1",61,49.57,45.589,37.062,84.644,"M"
"W",27.447,38.804,50.929,46.336,"Class3",69,85.441,34.508,8.64,41.344,"V"
"G",11.123,49.664,33.949,75.997,"Class2",32,59.194,41.335,89.017,11.485,"Y"
"W",33.814,11.907,48.696,26.196,"Class3",74,80.616,58.704,47.24,44.055,"N"
"I",38.815,52.006,38.455,54.43,"Class2",28,86.068,37.33,93.539,24.929,"E"
"J",38.144,35.112,47.166,72.042,"Class3",87,77.682,30.421,35.022,52.328,"E"
"I",33.863,52.112,32.451,68.913,"Class2",49,66.527,57.977,92.761,46.282,"E"
"J",26.59,19.245,59.642,19.476,"Class3",80,80.349,45.317,44.788,48.777,"U"
"V",23.753,27.928,49.75,NA,"Class3",72,82.078,47.36,45.802,53.82,"N"
"F",6.131,60.131,56.477,90.933,"Class1",71,47.378,47.245,33.407,63.706,"M"
"P",8.989,58.276,39.607,69.203,"Class1",66,30.426,47.878,27.467,78.347,"M"
"P",9.184,24.88,32.731,70.355,"Class1",68,44.131,44.289,45.907,89,"E"
"I",27.902,48.057,37.46,68.133,"Class2",35,77.377,30.553,93.436,36.507,"M"
"X",3.061,41.277,46.62,11.176,"Class1",37,34.447,46.664,31.466,72.865,"D"
"I",40.277,54.829,35.69,51.509,"Class2",36,99.444,54.823,86.467,73.627,"M"
