"IGA1","DKY2","UXZ3","MBD4","HKC5","VHG6","IQM7","Output23","XVE8","UBW9","SZQ10","EUN11"
76.708,87.748,55.416,34,"E",87.769,27.442,"Class1","C",83.372,79.004,71.8
77.48,82.886,63.572,77,"H",60.632,24.84,"Class1","O",96.279,79.778,71.812
22.737,35.322,49.791,29,"B",46.999,53.868,"Class4","N",57.618,47.542,16.395
24.183,35.169,63.536,35,"W",NA,43.363,"Class4","N",58.786,41.312,49.68
73.649,84.682,34.09,45,"V",12.564,85.49,"Class3","F",30.617,31.757,16.105
NA,84.884,59.273,64,"U",67.743,23.092,"Class1","C",54.073,79.421,72.854
50.007,88.846,36.516,19,"S",96.457,57.416,"Class2","F",16.202,30.106,55.358
24.586,43.977,48.913,55,"J",48.837,31.441,"Class4","N",67.097,31.861,52.266
18.701,37.307,60.92,60,"G",38.293,43.262,"Class4","Y",57.299,47.644,38.611
32.245,90.833,14.035,14,"S",99.321,45.909,"Class2","D",47.837,30.017,81.016
25.547,82.038,44.141,47,"V",11.96,84.849,"Class3","H",31.722,31.88,21.761
NA,76.78,43.941,72,"O",86.191,26.207,"Class1","V",51.938,79.91,72.21
20.023,42.997,58.744,67,"U",38.193,46.021,"Class4","Y",66.11,58.255,24.434
76.502,82.467,55.718,49,"I",13.576,82.034,"Class3","H",36.173,36.876,3.73
63.566,86.978,106.652,44,"P",12.761,86.923,"Class3","W",31.547,33.985,10.405
24.076,38.794,66.406,46,"J",51.346,54.098,"Class4","J",62.049,46.177,32.244
77.871,81.19,57.874,66,"H",83.496,25.625,"Class1","Q",34.035,79.966,71.586
59.383,87.178,54.976,46,"I",11.365,89.375,"Class3","W",35.649,35.124,6.693
28.358,92.39,45.804,19,"U",49.208,16.435,"Class2","D",2.673,30.387,56.987
20.562,83.111,57.134,49,"T",8.709,88.111,"Class3","F",32.099,32.882,19.257
37.571,89.173,63.62,21,"D",55.291,10.323,"Class2","W",1.167,30.562,57.184
45.771,94.761,63.517,31,"P",99.649,28.423,"Class2","D",26.223,30.825,70.573
77.053,83.482,76.894,63,"E",90.128,27.846,"Class1","V",54.914,80.844,72.61
43.141,87.351,46.24,30,"D",49.506,77.441,"Class2","D",112.582,30.742,70.426
59.32,81.762,64.123,47,"Q",12.538,88.174,"Class3","W",30.351,37.858,14.24
75.976,71.253,56.115,94,"O",47.532,20.897,"Class1","N",-2.267,80.272,70.949
NA,28.247,64.511,57,"G",48.514,24.632,"Class4","J",64.405,38.333,13.313
76.892,73.735,32.134,37,"U",76.61,20.82,"Class1","O",49.548,79.176,70.814
55.078,75.081,45.136,48,"V",9.542,87.353,"Class3","H",35.78,35.141,9.775
77.268,77.485,94.825,29,"H",86.152,22.02,"Class1","C",35.975,79.258,72.257
20.714,33.213,59.73,59,"J",40.496,37.943,"Class4","J",49.246,59.012,16.49
76.645,87.419,65.824,88,"U",76.663,25.352,"Class1","N",58.607,79.829,70.696
81.192,86.172,65.758,48,"Q",7.06,77.221,"Class3","F",32.127,38.861,14.903
82.083,94.611,47.855,45,"Q",11.099,92.089,"Class3","H",38.581,30.512,19.217
77.499,80.911,68.47,46,"H",52.752,22.886,"Class1","Q",52.762,79.204,70.172
75.659,81.932,113.615,48,"H",91.044,22.721,"Class1","V",27.565,80.436,72.169
77.784,83.415,53.277,42,"T",10.645,85.508,"Class3","H",33.969,38.96,12.284
48.682,80.769,64.053,44,"Q",9.244,86.343,"Class3","F",33.877,35.256,13.639
NA,42.469,47.203,35,"B",28.735,23.995,"Class4","M",52.841,29.41,15.62
23.672,82.809,46.564,50,"V",11.399,83.824,"Class3","F",30.447,35.52,16.469
75.68,75.487,26.044,65,"H",54.468,25.555,"Class1","O",33.879,79.238,70.43
30.135,88.56,84.725,14,"U",71.028,70.813,"Class2","R",89.13,30.547,95.079
39.993,93.541,57.315,11,"D",NA,35.986,"Class2","R",63.438,30.988,57.667
29.007,87.361,23.205,27,"U",79.88,-15.711,"Class2","G",40.775,30.439,60.86
77.768,81.64,61.169,52,"O",75.208,22.004,"Class1","C",31.192,80.735,71.375
NA,40.768,58.867,65,"B",31.247,36.587,"Class4","N",66.82,58.725,43.15
42.493,79.259,55.098,47,"P",7.605,97.887,"Class3","N",31.756,38.678,5.934
77.752,82.175,80.038,32,"O",40.749,29.668,"Class1","N",11.925,80.929,70.613
75.378,79.827,42.071,92,"H",60.448,27.124,"Class1","N",32.042,80.673,72.193
26.499,89.329,48.795,26,"S",NA,0.4,"Class2","F",21.458,30.821,62.785
31.564,89.868,42.474,43,"P",10.551,87.736,"Class3","H",29.197,37.268,10.645
43.539,79.211,64.716,45,"Q",NA,89.892,"Class3","H",33.175,33.538,11.932
68.052,85.868,78.941,48,"Q",8.649,87.249,"Class3","Y",36.826,31.583,3.236
76.112,74.705,67.729,24,"U",39.113,23.756,"Class1","N",57.175,79.458,70.448
72.561,79.525,64.822,50,"P",9.066,86.705,"Class3","Y",33.732,41.397,18.284
28.263,79.432,40.64,44,"V",8.627,83.95,"Class3","W",31.13,31.997,14.72
31.209,88.92,32.802,20,"H",90.497,47.401,"Class2","W",36.819,30.522,92.197
19.509,37.317,49.826,65,"B",35.748,53.826,"Class4","J",58.489,49.252,47.388
22.79,35.798,52.744,56,"G",30.512,27.327,"Class4","N",54.773,56.419,47.925
77.08,80.002,56.7,49,"E",49.759,24.508,"Class1","O",50.75,79.285,72.45
77.955,73.297,82.564,41,"O",61.873,24.554,"Class1","O",51.954,79.341,72.609
63.639,76.5,54.613,50,"I",11.282,84.282,"Class3","N",35.899,38.691,11.644
30.718,83.068,94.392,20,"D",58.23,28.326,"Class2","G",56.112,30.943,64.421
45.084,88.71,43.086,42,"I",13.781,90.103,"Class3","W",32.441,33.712,5.976
33.626,95.077,34.947,30,"D",83.415,71.576,"Class2","D",24.143,30.709,65.885
70.652,80.637,52.878,44,"I",13.605,87.779,"Class3","F",31.756,37.049,21.372
75.837,86.902,59.967,75,"O",59.344,26.314,"Class1","N",51.898,80.122,72.548
77.587,86.087,73.955,67,"T",74.068,25.611,"Class1","O",20.52,79.342,72.389
21.989,38.178,38.455,36,"G",44.528,33.227,"Class4","M",53.054,46.61,40.4
56.996,78.386,74.153,50,"V",7.647,78.748,"Class3","F",34.506,42.084,6.735
21.118,81.924,60.797,42,"T",13.386,86.064,"Class3","W",34.775,42.398,15.786
61.8,88.912,74.267,43,"I",9.51,90.241,"Class3","W",37.061,33.684,21.808
50.886,92.874,0.497,31,"P",63.368,55.386,"Class2","W",53.249,30.315,63.768
44.938,87.922,42.715,27,"H",66.032,-6.626,"Class2","R",54.861,30.096,51.049
25.217,29.64,50.961,58,"G",30.456,24.656,"Class4","Y",59.578,30.128,52.751
38.43,92.885,60.146,25,"D",71.292,22.324,"Class2","W",47.042,30.913,58.757
71.089,81.776,55.156,43,"I",11.937,82.123,"Class3","F",34.375,35.585,7.155
23.802,42.565,76.37,40,"G",51.701,36.157,"Class4","E",62.93,33.232,19.608
36.353,93.208,53.501,12,"H",62.884,38.462,"Class2","R",15.077,30.415,72.793
77.354,81.358,46.617,94,"E",60.799,24.335,"Class1","Q",49.264,79.698,70.206
75.144,84.405,54.891,76,"U",57.312,22.642,"Class1","Q",25.19,79.946,70.007
75.605,72.296,66.119,37,"E",43.55,22.25,"Class1","Q",49.835,79.127,71.654
77.453,84.661,46.128,37,"E",70.502,27.222,"Class1","V",55.649,79.057,70.375
28.175,83.05,63.547,21,"P",NA,53.171,"Class2","R",88.183,30.368,79.081
76.943,76.418,38.09,60,"T",87.056,23.917,"Class1","C",53.307,80.95,72.054
75.188,79.454,59.967,51,"E",88.059,22.192,"Class1","C",37.801,79.987,72.932
NA,80.274,45.745,45,"T",85.2,23.223,"Class1","N",17.964,80.473,71.442
76.493,79.369,47.99,28,"O",40.577,25.375,"Class1","Q",37.409,80.096,72.474
77.013,75.007,62.765,90,"H",71.891,26.61,"Class1","N",15.207,80.348,70.287
24.3,34.175,55.763,28,"U",46.686,43.21,"Class4","N",74.043,48.918,50.167
20.83,32.916,43.304,50,"W",31.909,57.533,"Class4","J",89.897,48.797,36.486
75.841,83.429,46.283,45,"Q",13.721,85.491,"Class3","Y",32.126,33.308,8.12
39.373,90.48,53.137,29,"P",65.411,35.086,"Class2","R",0.115,30.563,73.267
75.667,74.049,56.93,56,"U",40.079,24.139,"Class1","C",49.707,79.493,70.377
32.909,88.61,94.789,22,"U",93.81,84.19,"Class2","R",3.526,30.799,96.486
77.091,84.66,70.292,93,"E",48.374,23.008,"Class1","Q",25.485,79.496,70.518
25.73,31.315,54.935,68,"W",36.964,43.788,"Class4","M",78.261,51.009,45.13
26.107,90.14,53.418,9,"S",80.051,19.606,"Class2","R",61.127,30.224,68.998
47.451,91.075,30.681,12,"H",NA,22.322,"Class2","F",51.583,30.776,93.515
35.947,81.905,56.871,48,"V",13.595,94.232,"Class3","N",27.107,34.53,21.716
37.644,81.38,35.788,42,"V",9.773,81.921,"Class3","Y",32.682,30.65,10.526
NA,23.217,49.753,45,"W",50.055,62.186,"Class4","E",44.836,44.767,21.407
76.894,81.241,68.119,70,"T",43.204,24.622,"Class1","C",51.386,80.606,70.199
35.04,93.426,53.501,18,"H",65.109,2.047,"Class2","W",30.019,30.038,88.777
32.905,96.874,44.715,26,"U",89.233,81.412,"Class2","D",83.536,30.734,66.986
25.891,35.726,55.419,49,"W",43.539,78.649,"Class4","E",49.916,28.814,50.214
19.578,40.258,71.155,33,"B",28.704,25.436,"Class4","E",73.163,50.993,52.388
27.976,93.181,53.501,26,"D",92.978,19.875,"Class2","W",94.946,30.016,81.023
76.469,76.158,31.68,87,"O",48.983,22.286,"Class1","N",42.381,79.487,71.69
23.656,87.678,4.119,48,"Q",13.398,88.472,"Class3","F",32.94,41.199,14.878
77.273,81.249,38.478,94,"E",68.744,24.218,"Class1","N",36.015,79.891,70.888
36.979,92.324,66.99,13,"S",79.253,65.092,"Class2","W",114.307,30.745,75.57
82.936,84.018,36.103,42,"I",13.314,91.895,"Class3","W",31.613,33.417,19.366
57.961,81.707,49.839,50,"T",9.846,86.288,"Class3","N",33.663,40.982,4.027
46.255,96.681,59.64,25,"H",59.333,25.528,"Class2","W",48.79,30.397,92.243
23.576,38.219,51.766,56,"B",44.094,57.579,"Class4","J",71.635,35.635,19.188
34.652,92.556,44.941,12,"D",79.187,-3.807,"Class2","R",39.232,30.797,84.932
27.916,93.892,47.663,27,"S",84.516,29.669,"Class2","R",-4.894,30.1,62.451
74.501,82.583,61.162,45,"Q",8.103,88.328,"Class3","F",28.719,30.728,12.105
23.823,88.124,58.345,44,"T",7.363,83.045,"Class3","N",29.13,40.368,18.325
74.636,81.29,26.073,46,"Q",11.413,77.729,"Class3","W",32.759,31.842,3.648
77.574,76.866,92.251,63,"O",82.051,23.268,"Class1","Q",31.168,79.404,70.95
77.351,87.545,73.302,66,"O",63.302,23.049,"Class1","O",34.187,79.332,72.989
23.23,42.643,64.43,70,"W",46.252,54.823,"Class4","J",57.311,48.331,26.822
75.229,86.159,78.862,67,"O",NA,24.453,"Class1","O",62.043,79.848,70.369
48.75,91.897,10.627,28,"S",73.838,51.832,"Class2","G",51.526,30.509,75.233
75.188,84.222,45.347,51,"H",86.136,22.823,"Class1","C",26.922,79.261,71.343
82.076,94.333,61.06,49,"Q",7.071,89.23,"Class3","F",32.573,40.329,5.89
22.969,26.089,49.042,48,"W",NA,48.202,"Class4","E",43.086,31.653,47.775
77.923,83.377,3.762,44,"V",9.165,83.543,"Class3","Y",28.242,31.659,9.18
75.071,80.912,33.964,80,"U",83.862,23.412,"Class1","V",39.493,79.424,71.956
75.679,76.84,59.879,91,"U",80.075,24.994,"Class1","Q",62.401,80.405,70.949
58.738,88.534,32.556,42,"T",7.014,81.994,"Class3","F",29.691,32.44,3.683
75.512,79.892,77.453,37,"O",54.848,23.288,"Class1","O",50.228,79.837,70.48
NA,85.642,66.893,49,"V",12.047,93.023,"Class3","F",31.641,36.917,18.989
23.889,42.517,52.999,29,"B",34.247,54.929,"Class4","E",48.92,41.556,19.793
75.663,79.673,52.048,91,"O",61.55,22.71,"Class1","C",10.063,80.963,72.843
44.602,82.265,50.348,28,"P",65.492,48.752,"Class2","D",79.509,30.358,58.473
69.332,88.722,58.435,50,"T",8.917,89.365,"Class3","W",31.87,36.073,20.388
22.628,32.537,58.925,76,"U",49.846,25.283,"Class4","M",77.843,59.614,35.857
NA,82.856,44.761,43,"T",11.447,88.227,"Class3","F",31.554,37.558,9.128
30.889,89.833,61.974,9,"S",NA,49.264,"Class2","D",-23.407,30.349,56.727
75.981,75.897,33.551,57,"T",86.579,22.317,"Class1","O",66.758,79.119,71.13
NA,40.08,52.175,69,"G",50.634,31.255,"Class4","J",73.717,37.337,48.446
75.117,82.824,66.732,55,"T",39.732,24.101,"Class1","O",53.761,80.381,72.773
21.896,33.529,39.669,69,"G",46.237,41.408,"Class4","N",48.835,28.815,43.768
25.261,25.667,58.107,74,"J",47.756,52.816,"Class4","M",64.267,54.869,38.214
65.646,81.102,24.854,49,"Q",12.703,90.479,"Class3","Y",30.522,36.275,13.617
NA,48.666,49.989,47,"J",48.664,33.73,"Class4","Y",71.933,51.511,47.072
68.623,85.522,56.104,49,"V",8.752,91.786,"Class3","Y",39.273,41.865,13.014
23.194,35.741,49.078,39,"B",29.146,15.843,"Class4","M",45.746,50.061,50.039
77.549,75.037,70.014,67,"U",85.672,26.215,"Class1","N",48.113,80.139,72.907
27.39,100.034,19.374,32,"U",69.787,30.554,"Class2","R",40.104,30.182,94.8
29.202,90.298,12.926,45,"Q",7.057,87.44,"Class3","W",27.935,39.998,7.405
46.22,79.857,61.674,45,"Q",8.62,84.983,"Class3","N",27.397,33.349,9.244
71.722,84.03,43.395,46,"I",10.512,87.491,"Class3","F",27.964,35.308,13.088
51.825,76.561,40.512,44,"Q",10.024,76.912,"Class3","F",36.289,34.761,17.82
37.769,93.686,42.018,24,"H",73.373,49.172,"Class2","W",21.269,30.954,88.871
47.279,81.856,32.617,50,"Q",8.002,90.423,"Class3","H",35.949,30.115,7.722
80.581,86.974,59.914,42,"V",9.575,92.721,"Class3","W",36.635,30.831,8.653
32.667,95.893,73.628,26,"S",66.27,29.698,"Class2","R",44.287,30.778,66.132
76.732,78.337,53.962,68,"O",NA,21.543,"Class1","O",30.709,80.831,72.768
32.515,88.889,76.486,24,"H",63.53,25.446,"Class2","D",-21.32,30.266,69.428
32.237,87.287,35.55,10,"P",92.778,36.403,"Class2","W",24.298,30.109,89.56
76.911,81.511,56.658,24,"E",63.797,25.32,"Class1","V",74.196,79.945,70.951
77.642,80.794,90.882,71,"U",75.432,23.973,"Class1","Q",29.596,80.129,71.017
38.324,90.068,23.493,20,"P",58.52,10.853,"Class2","D",80.501,30.801,64.018
75.307,76.252,65.66,92,"H",78.53,22.492,"Class1","V",56.231,80.824,71.177
20.256,33.063,51.499,73,"B",49.628,45.026,"Class4","E",30.658,56.189,30.099
69.55,86.623,40.953,42,"P",13.322,82.954,"Class3","F",32.381,38.321,6.945
83.156,82.213,49.196,49,"Q",8.062,85.043,"Class3","N",33.98,36.568,9.035
44.394,92.499,84.821,49,"Q",11.686,90.009,"Class3","N",29.726,37.994,3.874
36.856,91.209,63.651,28,"U",93.826,18.398,"Class2","G",31.591,30.552,93.924
24.374,29.817,62.034,40,"U",36.595,27.395,"Class4","M",52.567,48.25,16.448
25.184,91.866,75.779,47,"I",13.386,94.444,"Class3","Y",31.265,36.231,8.437
27.601,99.482,35.16,28,"U",65.907,28.498,"Class2","G",33.511,30.573,69.595
19.527,27.225,51.952,52,"B",29.645,30.948,"Class4","E",57.549,56.976,46.578
75.098,82.65,89.273,51,"O",59.244,24.585,"Class1","O",56.753,80.436,70.11
37.356,93.75,78.027,11,"S",85.88,21.737,"Class2","F",30.678,30.543,65.445
77.314,77.549,43.768,84,"U",89.111,21.663,"Class1","N",53.443,80.865,72.882
19.605,53.818,52.865,79,"G",54.933,51.187,"Class4","N",47.457,32.109,35.359
50.85,90.852,52.203,12,"S",89.706,40.112,"Class2","R",51.45,30.538,85.192
38.591,88.042,59.273,26,"S",NA,43.272,"Class2","G",-6.681,30.358,76.907
21.397,26.925,66.692,67,"B",46.801,52.012,"Class4","J",49.392,30.517,13.189
22.487,33.638,42.881,51,"J",42.632,63.175,"Class4","E",76.5,38.874,33.142
28.014,86.075,73.776,30,"D",80.14,52.756,"Class2","F",52.526,30.673,86.125
22.708,29.683,66.921,53,"B",30.747,57.444,"Class4","N",51.202,32.07,52.362
41.634,86.764,56.25,29,"S",87.441,13.35,"Class2","F",47.233,30.528,95.015
40.914,83.323,83.204,29,"D",65.302,57.656,"Class2","G",55.759,30.001,56.218
79.41,91.768,28.611,47,"T",13.738,90.352,"Class3","F",31.999,31.288,8.07
33.004,81.382,70.937,45,"V",7.339,86.634,"Class3","Y",29.598,38.677,17.533
56.023,83.009,79.022,50,"T",10.067,96.517,"Class3","W",34.199,31.779,5.373
25.104,32.93,73.176,32,"J",35.442,63.177,"Class4","N",90.952,32.397,53.791
36.18,88.481,51.861,13,"U",55.436,43.084,"Class2","W",75.754,30.84,51.001
26.871,79.124,60.398,43,"I",12.445,85.809,"Class3","F",31.732,37.241,7.479
50.694,94.079,37.144,33,"D",60.023,25.932,"Class2","W",21.166,30.598,55.472
42.131,90.116,57.578,25,"U",49.623,17.593,"Class2","R",29.33,30.929,58.615
48.481,91.684,40.564,10,"D",56.369,26.427,"Class2","F",60.503,30.188,68.97
23.975,33.696,49.139,38,"W",41.869,61.208,"Class4","M",43.885,49.502,39.899
22.387,32.686,52.945,54,"W",53.818,46.022,"Class4","Y",44.569,29.812,24.467
20.391,85.079,37.229,42,"T",13.91,84.714,"Class3","N",30.209,41.612,9.28
75.22,83.087,69.272,52,"O",83.556,22.442,"Class1","C",28.545,79.413,70.205
78.554,83.076,38.533,47,"Q",12.987,91.829,"Class3","H",34.762,30.976,21.073
76.596,75.249,72.319,49,"E",NA,22.848,"Class1","O",36.949,79.617,71.398
56.59,83.329,29.496,49,"T",11.473,88.109,"Class3","H",36.888,35.066,7.812
25.001,31.465,56.036,42,"W",33.949,-9.447,"Class4","N",90.189,48.722,51.491
23.44,24.967,52.053,30,"B",34.624,58.342,"Class4","Y",49.568,52.252,18.906
75.63,86.178,79.498,75,"H",NA,22.72,"Class1","C",33.17,80.975,72.699
47.459,93.509,68.796,22,"D",74.927,45.305,"Class2","F",41.859,30.656,91.344
75.268,85.538,68.119,43,"U",91.699,21.918,"Class1","O",45.076,80.897,70.075
25.628,81.709,51.935,47,"I",10.53,82.913,"Class3","F",35.07,37.098,18.344
75.573,82.309,46.559,81,"O",70.341,23.603,"Class1","N",8.101,79.345,70.512
25.221,29.617,68.983,40,"J",51.892,57.855,"Class4","N",68.821,37.547,16.649
NA,78.792,75.816,72,"T",41.175,24.037,"Class1","N",45.937,79.212,71.065
22.039,36.206,64.302,51,"B",52.199,19.173,"Class4","M",69.535,28.904,31.685
22.574,80.136,30.31,46,"P",10.288,76.974,"Class3","H",33.427,38.262,3.7
43.904,96.269,37.734,22,"D",47.546,22.672,"Class2","D",104.733,30.712,86.815
25.417,36.674,60.127,48,"G",50.684,40.312,"Class4","Y",69.44,51.177,28.55
75.836,79.205,53.867,50,"E",46.343,27.462,"Class1","N",55.322,80.543,72.255
59.182,90.111,2.589,46,"P",11.428,90.902,"Class3","N",36.402,32.4,4.944
24.377,29.809,58.676,59,"U",44.497,27.568,"Class4","E",49.014,52.15,37.071
77.004,81.527,38.415,85,"U",39.653,20.447,"Class1","Q",46.862,79.294,72.404
77.589,81.128,67.503,25,"O",57.802,24.119,"Class1","V",20.637,79.603,70.754
75.691,84.835,24.458,54,"U",77.339,23.578,"Class1","O",57.352,79.624,70.106
76.355,79.457,84.832,93,"U",68.925,22.729,"Class1","N",67.952,79.264,72.497
75.218,84.25,37.801,50,"T",70.723,18.491,"Class1","C",27.505,80.238,71.913
NA,88.14,48.252,44,"Q",7.059,83.54,"Class3","H",37.284,35.98,5.683
49.708,83.42,80.525,50,"Q",12.927,86.749,"Class3","F",30.795,33.965,7.509
48.118,91.835,38.778,28,"D",56.082,36.214,"Class2","D",32.103,30.569,96.088
77.069,81.79,50.631,36,"H",NA,25.407,"Class1","N",68.815,79.32,72.395
49.201,74.448,49.793,49,"T",9.038,80.044,"Class3","W",30.43,30.141,11.537
44.008,93.469,76.46,30,"U",75.497,92.445,"Class2","R",82.457,30.944,71.735
76.209,80.546,83.704,95,"O",94,24.803,"Class1","C",31.385,79.43,70.54
75.44,82.97,100.161,87,"E",45.813,23.358,"Class1","Q",41.217,79.595,71.462
59.449,81.735,25.864,45,"I",7.021,87.012,"Class3","N",31.409,35.898,21.888
20.244,34.215,48.624,66,"W",31.881,22.974,"Class4","N",51.948,37.757,33.683
43.231,98.367,22.241,21,"D",51.586,13.714,"Class2","G",62.612,30.656,78.515
75.866,74.35,64.711,29,"H",78.785,24.266,"Class1","C",41.93,80.542,70.866
25.506,35.378,73.602,69,"U",35.593,41.617,"Class4","Y",57.235,37.818,44.416
42.741,83.854,74.076,49,"T",NA,87.202,"Class3","W",39.693,35.291,19.303
76.91,82.403,45.312,73,"O",52.117,23.609,"Class1","Q",60.096,80.909,70.755
77.119,82.438,58.723,59,"T",58.754,24.269,"Class1","O",51.869,79.743,70.62
27.471,93.845,104.126,10,"U",78.724,48.484,"Class2","G",-6.455,30.022,56.756
NA,79.763,86.511,83,"T",66.064,22.524,"Class1","V",64.57,79.177,72.073
49.964,94.783,67.983,10,"H",60.05,42.344,"Class2","F",15.532,30.86,88.526
30.827,86.492,45.28,46,"Q",10.136,90.882,"Class3","F",34.076,39.647,20.477
40.911,84.842,46.981,21,"S",56.734,65.182,"Class2","W",45.805,30.01,71.109
28.746,94.097,22.025,18,"U",87.268,51.778,"Class2","G",47.619,30.968,68.101
40.561,96.108,53.503,28,"D",97.976,42.972,"Class2","W",20.37,30.493,53.204
20.248,44.485,38.997,43,"U",47.718,32.309,"Class4","M",57.612,30.546,51.996
50.672,83.904,67.714,42,"V",8.69,81.433,"Class3","N",29.382,41.015,18.64
35.601,85.918,28.458,46,"T",12.217,83.928,"Class3","F",31.079,41.065,7.61
41.952,92.598,39.376,16,"S",70.763,38.815,"Class2","W",47.14,30.788,92.898
83.276,82.073,57.824,48,"V",8.416,91.582,"Class3","N",26.426,39.981,6.548
19.999,34.171,60.38,54,"U",31.592,34.768,"Class4","N",73.073,35.049,17.795
20.229,37.802,43.089,35,"U",52.644,31.866,"Class4","M",64.757,45.185,44.925
27.558,96.499,56.611,13,"U",72.676,3.398,"Class2","W",41.464,30.83,63.091
41.39,95.756,54.83,13,"S",50.594,-14.787,"Class2","R",12.246,30.187,49.226
30.488,90.146,58.87,26,"D",62.526,24.789,"Class2","W",28.282,30.679,78.666
35.734,90.388,68.757,48,"Q",11.553,84.581,"Class3","N",37.175,37.278,9.743
75.014,84.342,43.46,87,"H",66.177,26.79,"Class1","N",40.034,80.789,70.931
76.719,79.581,70.662,25,"O",42.551,23.511,"Class1","Q",61.186,79.871,70.027
78.047,81.873,40.678,49,"P",8.835,91.026,"Class3","W",30.43,38.823,16.079
75.72,74.983,81.342,67,"H",48.934,23.26,"Class1","Q",48.487,80.642,72.105
71.836,83.924,40.378,42,"P",9.692,83.74,"Class3","F",28.861,37.37,14.316
36.211,97.141,53.967,14,"S",91.201,34.353,"Class2","F",56.18,30.76,49.82
75.963,89.628,67.385,80,"T",51.386,28.295,"Class1","N",31.236,79.413,70.648
21.057,25.333,70.891,76,"G",34.01,28.706,"Class4","M",66.156,37.341,49.966
22.079,41.771,52.33,52,"J",32.158,48.299,"Class4","E",63.263,57.384,21.32
44.379,88.071,50.579,13,"H",74.565,34.331,"Class2","R",24.299,30.656,94.832
19.473,29.916,63.231,57,"G",29.184,56.157,"Class4","M",65.82,37.405,38.441
82.66,76.818,3.429,45,"P",8.251,82.759,"Class3","F",34.537,30.524,10.985
75.623,77.177,68.822,31,"E",75.883,28.555,"Class1","C",39.974,80.787,72.54
33.51,92.368,65.354,27,"P",59.796,8.374,"Class2","F",45.628,30.287,85.5
77.149,79.226,59.833,29,"E",84.782,25.655,"Class1","V",43.618,79.225,72.451
75.895,79.563,74.188,76,"H",52.296,21.468,"Class1","Q",34.861,79.156,70.599
18.367,33.591,52.472,35,"J",29.87,56.87,"Class4","M",58.485,53.945,50.605
18.992,31.415,53.026,51,"B",46.686,34.892,"Class4","Y",37.901,56.925,34.445
77.648,84.365,81.989,35,"O",45.368,23.376,"Class1","N",49.5,79.833,72.364
76.327,86.537,57.647,69,"E",50.189,24.677,"Class1","N",26.528,79.577,71.326
39.684,87.854,79.166,9,"P",72.489,36.241,"Class2","F",59.594,30.482,79.485
NA,33.484,49.067,53,"U",38.149,78.792,"Class4","E",33.974,36.684,24.795
36.206,99.367,63.483,18,"H",51.704,38.732,"Class2","W",45.341,30.972,63.564
39.531,93.478,30.932,15,"U",51.153,-14.131,"Class2","R",16.184,30.627,70.426
76.63,77.151,71.501,51,"O",62.16,28.19,"Class1","O",34.143,80.779,72.358
49.251,92.371,58.724,14,"D",78.599,16.379,"Class2","D",76.243,30.631,79.822
24.137,83.509,36.778,50,"I",10.488,84.164,"Class3","W",39.753,34.659,13.63
22.739,40.531,52.193,39,"U",41.825,39,"Class4","J",63.739,50.949,25.661
23.885,44.32,71.104,78,"B",30.936,38.382,"Class4","J",62.976,34.649,43.835
18.587,39.176,51.357,74,"J",42.175,38.025,"Class4","M",55.682,51.416,16.849
82.186,85.928,8.562,48,"V",7.123,82.217,"Class3","W",35.298,30.806,11.168
77.843,82.075,23.108,65,"E",50.067,27.453,"Class1","C",68.232,79.823,71.793
39.153,93.716,106.085,30,"H",66.437,67.557,"Class2","W",30.228,30.078,69.179
19.425,24.549,72.307,46,"U",31.582,29.715,"Class4","M",97.088,48.323,37.01
51.791,83.16,46.733,49,"V",13.505,94.835,"Class3","W",32.421,33.509,7.961
42.007,88.794,62.905,27,"P",86.401,50.772,"Class2","W",107.815,30.179,52.413
77.929,85.851,64.322,57,"U",81.904,24.064,"Class1","N",71.967,80.155,70.941
18.598,37.501,49.84,59,"B",50.282,49.285,"Class4","Y",61.791,36.731,16.214
77.975,80.524,62.304,81,"H",46.723,22.77,"Class1","V",31.222,80.186,72.315
23.21,40.495,55.451,65,"B",46.596,72.877,"Class4","N",60.165,43.988,41.002
27.661,82.414,41.215,46,"P",10.576,86.037,"Class3","F",33.969,41.506,4.685
77.158,85.577,55.356,66,"T",47.029,19.898,"Class1","Q",47.983,79.617,72.942
65.142,81.02,35.775,50,"V",10.302,90.981,"Class3","F",34.934,32.144,13.038
30.497,97.753,61.511,34,"U",52.84,49.472,"Class2","W",72.881,30.609,65.992
39.202,86.565,73.856,42,"T",12.763,89.772,"Class3","W",29.489,36.015,12.005
20.031,46.745,55.647,72,"J",48.825,36.17,"Class4","Y",61.637,57.584,13.897
77.609,85.343,49.042,26,"T",92.613,23.139,"Class1","Q",24.493,79.307,72.899
42.034,98.051,69.374,33,"U",95.67,2.743,"Class2","D",63.377,30.038,95.728
75.069,82.446,34.403,57,"T",77.325,23.722,"Class1","Q",36.14,80.312,72.813
42.094,88.646,41.347,26,"U",65.139,43.75,"Class2","W",41.65,30.089,48.631
67.421,87.617,34.222,49,"I",NA,91.812,"Class3","F",34.118,35.668,4.599
75.658,79.32,45.005,32,"T",62.28,25.078,"Class1","N",42.554,79.378,72.987
47.668,80.915,49.772,50,"P",11.423,77.726,"Class3","H",33.747,40.82,17.871
NA,44.541,53.208,31,"U",28.477,52.798,"Class4","J",85.395,58.511,47.055
46.706,91.493,74.342,10,"D",95.042,18.009,"Class2","D",100.386,30.468,91.786
