"SDK1","URA2","SEY3","CEO4","PFR5","BEK6","LGB7","BZS8","Output26","PTE9","KPA10","CID11"
28.62,"C",42.409,32,29.896,6.537,22.532,51.321,"Class1",49.989,64,74.139
54.318,"J",36.376,47,34.703,51.302,39.324,76.177,"Class3",55.112,30,76.677
51.873,"V",79.627,48,26.929,10.765,11.539,89.436,"Class2",48.85,55,49.849
32.421,"F",19.263,48,28.284,9.551,13.248,53.591,"Class1",18.731,68,55.386
62.257,"I",29.537,57,62.242,48.778,60.489,83.965,"Class3",31.726,30,65.63
31.4,"C",36.077,46,25.703,33.991,20.223,54.813,"Class1",23.434,58,75.618
49.794,"I",44.543,16,23.801,27.311,7.168,83.585,"Class2",48.157,43,47.126
49.455,"V",67.46,70,NA,12.99,14.873,76.376,"Class2",48.074,53,39.598
51.017,"E",75.323,22,22.004,34.586,12.464,55.953,"Class2",46.727,21,48.618
51.956,"P",24.606,60,24.867,44.538,22.195,71.05,"Class2",46.305,41,48.758
67.333,"L",65.505,52,-2,41.301,22.935,29.059,"Class4",68.187,34,45.119
22.666,"C",42.548,45,37.302,1.511,41.793,73.537,"Class1",17.62,61,27.226
14.956,"Z",34.483,50,32.477,16.478,24.707,81.605,"Class1",10.462,68,37.886
67.607,"L",65.332,67,20.991,13.538,29.912,29.342,"Class4",30.587,25,43.488
69.652,"X",65.365,60,9.055,69.696,33.244,30.523,"Class4",26.946,52,48.562
68.776,"Q",62.141,49,47.153,50.574,45.277,74.604,"Class3",35.41,34,66.014
66.026,"I",65.581,60,11.106,57.457,6.932,28.406,"Class4",36.186,49,44.468
49.404,"V",51.134,61,25.025,16.007,13.486,71.69,"Class2",53.783,20,39.739
65.389,"R",65.45,68,21.333,15.445,10.219,17.25,"Class4",42.09,37,48.678
69.946,"V",65.609,64,13.792,26.043,27.724,31.303,"Class4",47.557,54,45.272
61.823,"K",39.256,58,35.204,53.044,74.593,79.4,"Class3",42.897,NA,99.547
50.328,"T",41.425,50,24.686,35.106,27.997,75.128,"Class2",46.622,11,44.072
67.317,"V",65.011,72,46.182,51.604,36.633,35.76,"Class4",28.384,26,45.973
50.921,"I",33.786,51,25.803,34.329,27.665,64.164,"Class2",50.925,16,48.957
68.122,"I",82.815,48,51.658,50.322,45.551,72.456,"Class3",42.575,33,69.988
69.047,"X",65.432,54,37.348,54.738,10.443,32.514,"Class4",66.994,25,42.721
26.893,"O",34.435,54,28.535,51.235,54.658,64.71,"Class1",30.231,63,38.245
80.407,"Q",71.07,49,50.925,48.609,67.845,70.868,"Class3",50.129,30,92.744
50.355,"V",56.334,20,24.764,26.644,5.378,81.259,"Class2",57.333,35,42.458
68.382,"R",65.391,72,20.083,61.568,24.514,24.79,"Class4",58.335,50,45.66
56.925,"I",56.755,57,20.821,53.308,40.387,79.234,"Class3",26.933,35,66.921
53.254,"J",62.86,48,52.739,48.382,54.672,77.701,"Class3",46.27,33,65.321
50.249,"P",97.011,14,25.44,26.932,22.317,70.14,"Class2",56.315,45,45.08
51.062,"P",0.978,45,24.25,31.071,34.294,82.122,"Class2",54.577,26,44.619
66.246,"R",65.765,52,6.179,36.297,35.478,31.341,"Class4",42.965,47,44.535
50.221,"P",69.539,25,25.697,42.711,22.958,95.778,"Class2",55.422,15,47.143
23.837,"O",33.724,55,25.939,49.715,66.45,64.523,"Class1",44.834,68,51.527
63.173,"I",64.662,67,27.016,15.457,42.245,33.039,"Class4",65.653,32,47.111
32.232,"C",37.48,41,36.331,46.109,23.154,69.492,"Class1",19.301,NA,76.783
50.421,"V",81.62,17,26.578,45.324,2.729,49.908,"Class2",45.985,25,45.583
67.208,"X",65.275,66,34.886,31.681,17.884,22.506,"Class4",77.309,30,42.141
57.154,"Q",43.645,56,60.737,53.543,58.983,75.128,"Class3",39.642,31,77.791
29.108,"C",35.872,46,28.818,44.215,71.27,66.78,"Class1",27.125,66,55.016
65.318,"V",64.75,69,NA,13.423,9.773,30.068,"Class4",32.168,33,45.369
63.645,"L",65.56,70,5.419,69.587,40.149,38.017,"Class4",44.097,49,45.166
63.535,"R",66.024,67,16.742,70.683,9.765,32.732,"Class4",28.367,27,42.355
27.575,"A",25.19,47,26.577,43.735,20.994,61.475,"Class1",49.907,61,72.36
69.097,"J",45.071,58,NA,48.189,47.403,78.166,"Class3",48.325,29,99.695
48.866,"T",53.722,55,NA,21.166,11.719,78.484,"Class2",54.845,31,47.51
71.082,"V",66.02,62,16.684,4.415,41.866,29.363,"Class4",27.112,33,47.922
51.4,"I",90.053,64,22.889,51.063,5.57,99.599,"Class2",50.315,50,39.787
69.275,"X",65.077,52,38.325,66.377,19.977,29.894,"Class4",31.448,47,45.733
70.144,"K",44.956,52,53.335,50.773,68.171,72.905,"Class3",25.369,28,89.124
71.658,"R",65.305,53,7.406,65.816,9.55,36.569,"Class4",56.232,55,44.364
50.247,"T",53.179,64,23.145,20.031,12.851,49.946,"Class2",54.594,7,45.455
25.365,"Z",45.972,32,25.799,1.08,34.119,57.803,"Class1",28.257,57,69.63
52.737,"T",15.054,13,25.559,32.573,32.201,83.523,"Class2",55.95,NA,42.317
70.771,"K",53.699,49,59.338,52.718,43.703,74.919,"Class3",30.629,35,87.929
26.748,"C",25.411,38,25.883,3.701,21.282,65.843,"Class1",42.193,56,35.972
66.448,"V",65.352,61,24.259,66.3,41.156,23.468,"Class4",39.837,28,43.941
49.458,"V",120.751,61,25.355,30.789,11.094,56.608,"Class2",53.491,25,42.352
51.484,"V",81.5,72,25.458,10.015,4.845,80.203,"Class2",55.351,47,41.902
50.635,"I",57.349,35,23.81,12.434,22.487,85.801,"Class2",48.129,12,39.802
31.166,"O",30.153,50,22.953,27.616,42.789,63.872,"Class1",15.333,72,45.563
48.673,"C",18.074,57,51.237,51.042,61.67,77.083,"Class3",43.675,33,93.1
69.865,"V",65.692,73,16.527,58.666,33.913,27.395,"Class4",27.042,25,45.012
72.836,"C",47.679,56,44.516,46.631,73.393,78.867,"Class3",56.455,29,77.97
36.228,"O",21.54,55,16.972,55.944,47.855,50.554,"Class1",14.509,63,37.501
66.346,"K",52.984,50,45.428,50.226,49.15,75.619,"Class3",24.65,34,64.431
50.009,"E",67.659,70,24.986,20.81,8.382,80.358,"Class2",45.212,26,39.194
68.867,"R",65.249,72,19.797,29.201,4.379,26.234,"Class4",36.726,48,48.837
45.688,"I",49.06,53,55.716,48.462,55.964,78.175,"Class3",53.256,34,59.636
74.378,"Q",22.655,54,47.991,50.158,76.793,75.361,"Class3",32.212,29,70.873
51.648,"E",59.909,66,24.582,36.548,19.867,88.744,"Class2",57.493,25,40.731
50.671,"I",43.353,29,NA,34.183,16.218,80.205,"Class2",54.115,21,45.988
65.38,"R",65.481,70,13.425,4.407,17.387,25.589,"Class4",59.503,50,45.037
49.67,"V",64.066,51,26.453,45.516,13.955,103.181,"Class2",50.572,48,45.612
25.929,"A",34.282,53,30.911,17.737,69.809,56.528,"Class1",18.817,68,67.1
30.56,"F",37.105,37,21.604,15.599,57.184,78.431,"Class1",33.307,63,27.924
51.899,"V",65.693,58,25.758,9.365,16.463,75.822,"Class2",48.095,56,45.386
26.949,"O",24.177,39,16.201,30.592,40.807,75.349,"Class1",36.342,58,51.265
69.394,"L",65.377,67,44.88,52.326,38.51,25.043,"Class4",53.719,43,48.855
86.974,"Q",29.939,58,38.126,48.444,76.796,74.525,"Class3",36.81,32,71.779
50.997,"P",23.054,63,25.205,38.15,11.984,78.775,"Class2",60.066,10,40.706
70.445,"Q",50.519,54,30.66,44.168,49.83,82.382,"Class3",26.097,32,91.774
27.351,"C",39.361,51,18.531,30.912,86.52,63.795,"Class1",45.327,59,62.391
64.949,"J",73.59,51,67.699,47.852,72.318,76.051,"Class3",48.016,36,62.44
50.699,"T",62.719,60,25.203,19.299,13.234,87.72,"Class2",53.88,45,46.484
51.432,"E",71.015,33,26.452,9.032,32.024,96.201,"Class2",56.812,9,40.912
81.738,"Q",52.508,52,59.27,50.253,45.579,71.991,"Class3",49.982,30,97.605
70.971,"X",66.151,56,58.774,37.851,46.579,24.471,"Class4",71.699,45,48.564
67.915,"X",65.234,56,32.525,12.866,14.555,30.209,"Class4",35.391,27,48.776
78.051,"Q",45.402,55,24.646,43.041,76.14,73.448,"Class3",29.36,34,67.573
68.669,"R",65.257,66,-1.802,48.815,24.408,20.238,"Class4",51.345,NA,47.84
65.19,"X",65.343,73,44.049,36.223,8.374,33.636,"Class4",61.387,27,46.589
50.714,"T",81.48,28,24.276,49.384,25.327,78.796,"Class2",60.69,17,48.632
28.981,"C",31.871,44,19.5,0.52,72.756,56.041,"Class1",22.618,64,38.921
28.062,"Z",30.845,32,34.207,15.975,86.434,59.845,"Class1",16.179,62,54.272
30.584,"A",33.378,36,13.737,11.176,40.29,64.206,"Class1",44.534,57,40.304
59.414,"C",27.041,52,64.5,53.056,63.198,71.656,"Class3",56.832,33,69.51
27.478,"C",31.922,50,24.874,46.765,18.478,65.933,"Class1",38.886,72,39.008
26.617,"F",36.755,37,34.984,55.715,59.437,55.946,"Class1",39.744,60,42.734
66.072,"C",28.947,50,52.318,51.889,64.766,71.731,"Class3",52.618,34,74.511
50.31,"P",65.491,58,NA,40.964,24.455,71.614,"Class2",50.591,26,48.047
69.135,"V",65.959,64,10.742,49.703,3.49,38.146,"Class4",72.432,50,43.406
50.246,"I",91.385,27,24.344,44.562,4.644,92.391,"Class2",48.511,27,44.649
92.142,"C",45.7,49,39.33,43.57,45.902,76.734,"Class3",29.419,28,75.076
50.531,"V",105.991,53,26.169,25.001,7.213,101.984,"Class2",51.691,11,42.899
50.81,"E",41.346,71,25.863,32.133,13.882,100.503,"Class2",53.982,16,42.526
66.195,"X",65.02,69,32.194,49.652,12.494,19.437,"Class4",31.331,26,42.281
51.583,"V",68.468,68,23.716,14.783,16.817,80.889,"Class2",56.299,46,41.11
58.216,"Q",39.597,56,44.069,48.013,69.816,79.262,"Class3",53.906,32,90.549
20.993,"C",34.001,45,38.794,27,70.166,69.294,"Class1",10.689,61,39.876
29.302,"Z",18.912,37,29.021,43.589,33.054,71.393,"Class1",22.774,65,66.089
49.955,"E",57.577,72,23.706,42.854,5.123,64.842,"Class2",55.301,32,47.395
57.187,"C",73.137,54,NA,53.146,52.052,71.131,"Class3",34.767,36,88.702
24.866,"A",35.357,39,13.978,11.054,57.947,63.901,"Class1",10.362,59,18.432
66.668,"L",66.109,70,68.769,22.167,36.595,24.582,"Class4",53.287,NA,42.863
28.551,"F",40.818,51,26.324,37.888,49.683,60.796,"Class1",35.741,67,29.023
23.428,"Z",34.967,41,22.306,42.786,72.45,61.591,"Class1",27.97,60,82.944
48.519,"I",35.017,29,25.423,21.401,28.705,107.068,"Class2",58.172,47,47.636
30.583,"Z",37.167,41,16.42,43.129,52.903,71.368,"Class1",53.416,72,77.952
27.98,"A",45.224,42,38.759,0.33,34.878,56.287,"Class1",51.108,71,43.549
67.885,"L",65.754,57,1.235,36.506,40.718,38.997,"Class4",47.185,49,43.473
25.604,"Z",53.186,36,23.975,36.608,34.996,71.372,"Class1",27.976,57,20.816
29.206,"C",30.179,47,25.792,24.496,66.569,64.123,"Class1",37.376,63,46.837
23.228,"A",27.449,53,18.445,32.071,35.461,65.44,"Class1",34.827,NA,30.924
67.838,"J",42.674,50,46.587,49.319,62.44,73.015,"Class3",46.432,30,70.458
49.887,"T",56.608,72,24.029,24.618,9.204,92.873,"Class2",48.344,13,43.204
66.476,"X",66.421,68,8.737,9.445,12.752,36.332,"Class4",47.598,53,42.431
28.416,"O",31.119,42,33.048,46.407,78.574,52.192,"Class1",42.19,71,64.622
47.788,"J",25.087,51,32.459,44.096,40.74,75.103,"Class3",23.351,NA,93.863
31.312,"O",18.795,36,26.425,55.336,35.29,64.207,"Class1",44.869,65,48.717
51.704,"P",74.274,49,24.743,23.667,23.723,71.06,"Class2",48.661,57,41.223
23.338,"A",33.847,33,19.331,55.189,76.971,68.301,"Class1",45.429,58,37.159
51.261,"V",70.945,20,23.891,41.183,33.856,84.481,"Class2",58.56,9,42.212
67.832,"I",65.113,70,49.507,14.742,18.364,29.838,"Class4",73.026,51,47.193
50.901,"I",46.801,23,28.367,11.199,16.403,94.671,"Class2",45.966,32,48.887
50.303,"E",80.642,46,24.211,43.237,12.89,82.819,"Class2",48.751,60,42.989
67.523,"I",36.985,54,39.117,47.499,51.479,74.84,"Class3",23.637,33,79.817
25.285,"C",35.768,46,14.915,7.566,20.8,49.492,"Class1",45.253,NA,84.84
50.04,"V",33.778,52,NA,51.148,10.34,77.359,"Class2",46.792,49,41.819
49.34,"P",95.969,30,27.421,53.984,11.322,90.85,"Class2",49.33,12,41.167
24.965,"O",25.294,35,33.846,46.86,65.624,63.999,"Class1",26.459,66,18.244
68.757,"V",65.367,51,16.482,63.872,26.393,27.541,"Class4",56.999,49,44.589
65.463,"L",65.594,65,-5.06,26.285,34.084,25.95,"Class4",43.071,36,48.225
67.973,"R",65.567,76,-4.502,21.595,5.401,35.243,"Class4",26.125,49,44.623
51.705,"T",50.613,20,25.782,17.305,32.293,70.578,"Class2",51.48,26,39.185
26.442,"Z",47.02,38,19.926,20.196,13.056,72.491,"Class1",34.311,58,66.857
24.829,"Z",29.163,38,35.03,48.841,45.511,57.094,"Class1",29.882,NA,25.919
51.985,"T",81.328,32,24.668,30.311,33.496,67.767,"Class2",52.094,59,44.848
50.386,"E",45.698,61,23.786,31.019,34.442,82.404,"Class2",45.655,49,40.812
66.907,"R",65.619,72,53.861,19.334,39.168,29.929,"Class4",51.265,48,45.602
27.137,"Z",11.605,55,25.896,0.547,68.661,74.891,"Class1",44.437,63,69.758
68.779,"X",65.346,56,29.743,53.768,13.515,30.58,"Class4",29.037,52,44.979
50.419,"V",85.512,11,24.882,11.643,3.46,96.905,"Class2",50.354,NA,47.625
25.185,"Z",33.957,54,NA,35.16,67.738,48.074,"Class1",11.218,72,79.593
51.066,"I",35.001,69,24.425,28.559,27.399,64.49,"Class2",60.68,58,42.191
50.858,"E",60.306,46,25.361,14.725,5.594,69.02,"Class2",48.964,33,48.841
50.479,"T",41.311,35,26.937,42.101,3.283,77.409,"Class2",48.565,7,40.68
49.592,"P",41.212,18,26.051,38.649,20.975,92.413,"Class2",53.321,6,42.75
36.61,"A",33.175,30,31.542,38.26,61.533,59.258,"Class1",25.956,59,60.126
76.35,"J",61.847,58,46.801,52.117,54.655,76.305,"Class3",44.773,29,63.864
29.755,"F",43.459,50,25.869,27.562,47.459,54.388,"Class1",29.474,NA,39.477
64.853,"X",65.35,69,8.881,70.107,38.756,27.242,"Class4",28.262,27,47.603
65.378,"V",65.469,52,18.834,42.102,28.128,20.927,"Class4",77.291,25,44.925
44.57,"C",80.044,55,62.362,51.578,48.869,80.738,"Class3",44.965,33,92.746
33.417,"F",34.851,39,27.232,15.5,83.375,72.682,"Class1",12.716,64,83.929
67.511,"R",65.628,57,-4.307,16.971,33.084,18.847,"Class4",76.417,40,47.583
50.217,"V",37.955,50,26.885,29.526,35.395,87.857,"Class2",47.8,42,44.467
68.48,"I",65.888,73,29.818,46.901,40.582,35.798,"Class4",72.855,35,44.022
50.587,"Q",35.597,53,71.851,48.803,72.546,77.517,"Class3",53.061,30,64.378
49.56,"I",10.411,43,23.949,21.773,18.236,72.629,"Class2",50.326,24,49.786
70.705,"I",65.726,67,31.927,67.383,30.411,31.718,"Class4",32.539,41,48.44
25.81,"C",18.855,35,30.668,21.954,78.834,61.052,"Class1",38.274,57,79.693
23.663,"C",33.105,45,26.575,1.122,15.377,59.359,"Class1",22.822,63,67.903
49.351,"I",77.5,24,23.391,28.143,19.214,95.249,"Class2",48.254,7,42.467
30.78,"Z",23.027,43,19.415,2.745,56.425,51.143,"Class1",26.172,60,68.065
26.794,"A",25.669,46,9.35,35.788,18.222,58.431,"Class1",17.093,69,49.562
65.313,"L",65.011,71,7.407,70.548,32.403,25.367,"Class4",63.778,40,45.512
20.259,"O",22.825,32,NA,29.13,77.278,59.713,"Class1",34.323,66,72.402
51.194,"T",39.708,43,NA,40.507,13.373,86.379,"Class2",60.609,52,41.04
40.744,"O",30.652,37,36.117,52.058,73.131,66.003,"Class1",16.28,62,67.918
66.157,"I",72.012,54,57.603,47.109,44.034,81.067,"Class3",44.473,29,80.766
51.067,"T",87.091,49,24.125,38.537,13.283,72.6,"Class2",56.799,26,46.054
51.571,"V",58.766,54,24.166,32.275,20.824,94.703,"Class2",50.6,29,43.596
24.049,"Z",32.681,39,30.122,2.016,35.099,50.938,"Class1",22.051,72,43.511
27.453,"Z",40.103,32,28.795,52.899,61.548,60.895,"Class1",48.407,56,74.177
65.494,"R",65.518,54,25.708,67.749,33.167,22.439,"Class4",54.472,50,46.719
70.237,"J",67.291,52,56.897,53.308,54.62,77.186,"Class3",30.363,36,82.669
70.125,"Q",51.11,58,NA,48.956,50.997,75.734,"Class3",28.242,36,63.768
51.033,"T",100.619,70,27.268,52.675,25.413,82.639,"Class2",47.729,57,43.532
51.72,"E",57.81,42,24.798,40.766,12.779,81.778,"Class2",51.608,51,44.684
67.649,"L",65.355,68,9.455,20.677,39.62,29.044,"Class4",31.351,50,48.003
51.103,"V",75.005,29,25.69,23.257,8.739,88.812,"Class2",46.748,30,41.368
50.207,"P",64.84,53,26.464,28.934,29.974,105.508,"Class2",46.218,28,42.127
26.946,"F",31.492,35,23.012,48.188,85.973,60.976,"Class1",22.675,57,18.109
29.879,"A",22.036,46,27.874,35.656,44.359,68.84,"Class1",31.502,56,75.374
66.248,"I",65.138,58,17.689,18.78,10.504,17.036,"Class4",65.023,32,46.562
65.029,"C",44.648,51,69.385,43.066,64.737,78.769,"Class3",33.009,32,87.814
66.768,"X",65.464,56,31.615,7.117,30.474,25.744,"Class4",26.005,37,47.926
69.9,"L",65.656,70,41.325,5.386,24.939,27.42,"Class4",63.789,52,46.857
65.635,"X",65.439,66,36.521,12.63,12.303,26.378,"Class4",39.455,29,48.653
68.03,"X",65.43,72,16.221,71.67,23.169,16.388,"Class4",31.949,49,46.839
68.867,"I",65.805,53,-10.616,55.595,6.242,25.558,"Class4",27.68,37,42.442
26.382,"A",43.955,33,21.691,11.147,56.072,52.14,"Class1",42.721,69,28.339
26.246,"F",30.257,48,29.186,30.557,57.052,51.254,"Class1",24.638,57,26.61
46.992,"K",52.534,58,56.231,53.139,63.137,78.675,"Class3",56.267,28,78.286
65.841,"L",65.21,62,29.221,5.919,48.47,18.677,"Class4",28.91,35,44.451
50.327,"P",109.921,41,27.441,15.199,15.916,63.245,"Class2",54.818,34,48.283
65.396,"C",33.525,52,47.916,52.181,68.863,73.053,"Class3",42.571,34,87.503
68.591,"I",65.004,75,40.232,64.158,48.919,32.023,"Class4",44.494,52,42.447
69.127,"X",65.503,72,23.564,58.713,41.687,34.378,"Class4",28.59,41,44.502
57.994,"K",57.635,48,40.629,46.923,60.101,75.054,"Class3",39.911,32,65.233
31.177,"O",35.411,53,12.182,44.957,48.108,73.698,"Class1",32.724,65,34.726
66.553,"V",65.711,58,23.678,60.738,15.096,21.462,"Class4",28.122,28,48.129
49.994,"P",37.338,18,25.89,30.55,22.807,74.778,"Class2",53.919,49,40.681
74.557,"X",65.251,75,35.108,67,11.955,33.482,"Class4",42.956,45,42.856
51.444,"I",31.453,42,27.187,20.214,32.136,83.087,"Class2",49.658,46,48.866
32.24,"A",19.425,44,24.139,52.074,76.601,64.206,"Class1",49.505,64,25.4
59.419,"J",32.611,48,60.368,51.155,45.408,78.247,"Class3",54.256,35,87.263
49.511,"V",13.857,17,25.629,52.554,9.611,63.359,"Class2",45.177,56,40.244
27.027,"O",40.735,49,34.181,52.141,61.815,68.051,"Class1",36.462,NA,33.232
69.618,"I",65.548,63,25.442,35.791,33.96,36.603,"Class4",52.594,47,47.269
35.45,"C",38.347,53,61.462,45.799,54.504,78.253,"Class3",37.94,32,69.63
64.486,"X",66.384,69,12.057,29.64,23.351,26.549,"Class4",71.2,39,42.463
49.632,"K",30.033,47,42.765,43.189,65.978,77.115,"Class3",56.89,29,89.824
79.217,"C",43.693,53,34.405,47.21,59.274,74.658,"Class3",22.038,31,98.845
59.348,"C",72.013,51,38.145,47.982,73.271,72.771,"Class3",27.88,28,58.281
70.66,"X",65.905,60,4.503,42.29,45.249,38.065,"Class4",42.293,32,45.17
51.073,"I",53.006,15,22.6,40.43,22.742,76.648,"Class2",50.922,45,44.336
65.523,"L",65.366,61,51.463,10.491,27.184,26.262,"Class4",34.868,35,47.737
51.878,"J",54.858,48,47.871,46.221,56.632,83.268,"Class3",26.682,34,93.478
32.906,"F",39.714,41,28.508,32.724,78.329,64.756,"Class1",14.716,72,67.943
31.754,"Z",23.164,52,23.968,28.57,19.289,59.694,"Class1",22.851,61,33.741
68.897,"L",65.879,73,34.519,58.785,25.957,28.275,"Class4",43.872,41,47.158
51.086,"T",78.192,15,22.587,48.571,3.599,86.814,"Class2",48.723,9,45.66
29.53,"O",22.068,48,33.374,11.279,68.618,51.814,"Class1",51.181,68,21.178
82.317,"K",43.842,53,NA,51.262,59.889,72.735,"Class3",25.435,31,61.555
50.671,"V",27.597,52,24.44,24.039,16.107,90.607,"Class2",52.839,41,40.625
64.571,"J",52.18,56,44.34,52.304,60.591,70.713,"Class3",58.348,33,91.128
63.864,"V",65.342,70,8.255,66.629,47.698,33.126,"Class4",72.819,37,44.159
23.965,"A",15.546,29,24.146,45.28,63.616,56.269,"Class1",46.199,64,75.156
66.891,"V",65.563,70,28.93,27.764,10.637,21.742,"Class4",76.97,47,43.481
65.452,"X",66.119,75,49.82,56.875,49.285,32.813,"Class4",43.221,46,48.482
26.533,"O",20.748,40,31.078,38.304,72.411,68.312,"Class1",24.628,69,84.463
66.113,"I",66.451,51,-6.072,8.569,21.646,23.948,"Class4",73.949,55,43.825
53.961,"C",64.448,57,45.28,47.391,50.253,77.165,"Class3",51.653,36,86.494
70.809,"X",65.253,75,0.689,14.353,39.205,33.253,"Class4",45.539,52,45.546
50.057,"I",86.859,52,24.771,38.484,25.424,93.052,"Class2",50.858,39,39.958
49.663,"K",48.116,55,43.975,48.749,59.037,77.13,"Class3",33.154,30,62.062
71.286,"R",65.309,58,21.827,24.122,49.911,33.754,"Class4",57.498,NA,47.511
73.031,"C",43.015,48,52.16,51.878,51.872,75.376,"Class3",44.377,31,90.917
28.767,"O",39.404,43,19.428,54.179,66.498,67.808,"Class1",28.12,68,78.229
50.512,"P",42.96,43,24.251,44.608,17.728,63.13,"Class2",46.922,19,44.48
67.923,"V",65.049,74,18.358,22.961,24.805,19.613,"Class4",63.829,32,44.744
72.456,"R",65.639,68,22.066,32.2,28.628,28.766,"Class4",26.034,49,47.817
50.273,"E",105.035,73,25.725,44.109,18.894,71.072,"Class2",55.932,13,41.615
48.953,"T",68.092,42,25.967,33.373,6.119,90.907,"Class2",59.442,28,42.025
49.627,"E",68.835,30,24.08,48.19,22.938,69.006,"Class2",51.909,14,49.522
69.578,"R",65.667,71,-1.413,14.773,32.228,28.874,"Class4",54.753,47,45.051
50.689,"E",30.324,49,23.53,17.197,14.309,83.887,"Class2",47.049,NA,48.59
70.783,"V",66.298,50,39.79,9.554,28.697,35.568,"Class4",50.512,43,48.686
50.793,"T",71.044,54,27.015,30.696,9.933,98.169,"Class2",57.686,49,47.385
49.417,"T",32.554,14,25.024,20.208,31.084,60.176,"Class2",57.041,56,47.48
51.055,"P",72.018,11,24.547,15.331,9.53,85.924,"Class2",50.725,14,45.057
49.771,"E",69.37,29,24.897,16.088,35.578,103.089,"Class2",51.269,42,44.055
51.035,"I",72.081,36,26.781,26.603,34.981,82.905,"Class2",53.591,36,49.72
32.689,"F",16.996,43,21.331,25.47,49.824,56.377,"Class1",37.581,68,64.352
66.831,"I",8.412,55,79.378,46.855,45.836,78.735,"Class3",40.777,31,99.098
85.929,"C",80.097,55,47.68,53.585,49.411,80.738,"Class3",59.685,NA,60.391
25.786,"O",32.073,33,13.378,56.616,49.917,53.591,"Class1",32.464,70,27.686
29.579,"A",15.5,35,24.189,29.222,76.1,67.399,"Class1",22.142,64,74.029
63.036,"L",65.693,62,-11.712,15.45,44.389,34.868,"Class4",32.919,48,44.627
49.17,"T",78.817,74,27.078,15.787,27.726,77.896,"Class2",47.642,45,44.069
67.711,"X",65.338,65,22.147,2.52,27.282,30.95,"Class4",37.861,35,45.923
63.269,"I",50.263,54,54.481,46.637,66.524,79.062,"Class3",35.755,30,99.148
68.297,"X",65.504,67,64.699,3.198,21.995,35.687,"Class4",49.962,NA,47.305
50.787,"C",27.528,47,49.919,43.909,38.809,76.437,"Class3",30.241,34,59.572
48.949,"T",57.315,73,23.214,40.317,8.051,76.759,"Class2",45.966,35,47.868
26.864,"F",44.534,29,36.445,14.274,48.718,50.873,"Class1",43.265,65,67.529
33.549,"Z",43.25,53,26.215,0.931,19.488,57.346,"Class1",41.681,72,37.558
49.601,"T",53.367,56,24.833,20.818,34.826,60.365,"Class2",48.583,57,47.666
66.149,"V",66.032,52,35.853,25.849,44.574,25.095,"Class4",38.626,29,43.3
28.401,"A",41.42,44,35.664,54.965,50.424,70.371,"Class1",15.654,57,83.88
51.635,"I",84.494,44,22.342,26.072,8.501,76.634,"Class2",51.64,16,43.562
50.965,"E",77.884,28,23.959,10.401,11.412,62.64,"Class2",51.45,60,39.34
26.432,"F",27.827,43,22.849,31.76,24.693,65.377,"Class1",19.668,62,79.376
66.571,"L",65.698,62,20.769,63.678,40.107,24.833,"Class4",65.382,48,43.599
34.764,"O",14.076,30,28.432,28.836,86.437,57.459,"Class1",29.637,70,24.614
56.867,"J",44.048,58,62.533,50.524,55.771,81.815,"Class3",58.691,29,66.383
56.486,"J",19.029,56,64.918,47.825,62.307,75.743,"Class3",30.035,31,96.545
51.299,"I",87.549,28,23.837,51.755,32.092,81.044,"Class2",56.477,25,43.425
63.227,"C",7.216,56,34.599,44.945,58.337,69.836,"Class3",51.952,31,57.658
50.869,"T",34.859,54,24.811,50.546,5.992,77.441,"Class2",45.643,45,48.24
64.486,"R",65.437,68,28.198,16.619,38.443,24.91,"Class4",69.887,44,44.609
67.635,"V",65.551,54,27.839,66.646,29.71,25.458,"Class4",31.499,29,47.942
29.647,"A",25.502,41,23.173,41.388,76.692,60.609,"Class1",16.193,62,81.228
26.031,"Z",29.217,33,22.071,3.957,51.4,54.746,"Class1",37.496,68,53.826
66.854,"X",65.498,71,42.123,22.272,18.977,26.837,"Class4",66.455,30,47.305
70.259,"I",64.83,67,42.392,15.17,13.246,24.596,"Class4",47.332,41,47.71
25.084,"Z",33.778,38,29.078,25.811,80.587,65.685,"Class1",42.203,66,63.226
55.754,"C",45.846,58,32.091,43.622,53.676,76.369,"Class3",22.715,31,75.082
28.084,"O",32.899,31,21.818,50.256,71.659,66.884,"Class1",33.61,68,59.885
69.391,"I",76.729,56,56.267,43.192,74.357,76.19,"Class3",53.074,29,66.431
35.814,"F",28.703,33,33.888,32.201,57.019,58.811,"Class1",51.103,64,28.957
65.607,"I",48.835,47,56.029,50.021,59.203,72.409,"Class3",47.315,31,79
65.514,"X",65.481,67,44.814,6.729,23.908,25.281,"Class4",49.216,26,46.849
50.25,"I",50.235,50,25.03,22.885,20.533,89.578,"Class2",52.015,46,44.965
67.397,"K",94.924,47,51.8,51.427,74.049,79.364,"Class3",35.505,30,70.959
70.627,"V",65.569,50,32.399,47.505,21.517,28.435,"Class4",47.802,41,42.335
50.63,"I",77.671,22,26.244,42.503,30.956,76.492,"Class2",56.652,50,46.149
53.868,"J",35.511,49,49.004,51.236,44.237,72.705,"Class3",34.737,32,79.979
50.983,"P",81.795,73,24.952,29.173,24.699,58.129,"Class2",55.396,16,44.53
29.046,"A",14.467,51,25.324,26.811,51.718,59.049,"Class1",52.575,56,74.723
40.925,"I",107.643,56,41.137,43.126,54.694,78.38,"Class3",52.153,33,99.023
