"VZB1","RDU2","QGJ3","QKH4","WKR5","MVA6","Output1","YEX7","RZG8","QIG9","BJL10","NLD11"
"C",53.649,74.094,65,34.037,79.627,"Class1",59.636,26.396,20,58.793,61.383
"N",17.767,69.297,59,39.203,82.571,"Class1",25.852,39.993,37,69.275,72.637
NA,66.68,40.031,61,39.995,49.872,"Class2",66.748,56.388,63,4.605,74.758
"G",54.36,47.706,58,7.358,35.188,"Class3",87.468,46.783,84,93.325,36.611
"Q",66.62,50.967,67,45.358,57.001,"Class2",57.257,62.124,57,13.228,68.055
"V",48.045,70.308,32,36.63,80.748,"Class1",72.742,55.555,24,22.646,66.046
"F",37.786,41.052,69,60.575,35.108,"Class3",75.527,23.507,71,97.595,66.398
"G",82.939,74.125,55,48.577,36.971,"Class3",74.723,21.076,78,98.345,57.932
NA,64.279,47.209,61,34.452,28.232,"Class2",66.541,60.018,68,31.995,34.64
"J",74.172,50.562,66,69.526,35.767,"Class3",71.797,19.176,82,93.68,27.496
"O",67.57,80.652,55,54.153,38.613,"Class2",57.88,57.961,68,20.259,33.799
"F",40.147,63.374,51,33.22,35.317,"Class3",93.768,19.791,81,94.11,30.173
"C",47.287,75.952,60,40.274,78.271,"Class1",25.417,70.242,25,70.567,76.355
"N",33.719,72.929,62,42.157,80.21,"Class1",25.401,58.735,6,49.682,64.967
"D",63.663,56.916,67,36.062,64.593,"Class2",63.581,57.903,58,50.081,55.656
"G",50.421,75.392,54,29.621,34.856,"Class3",95.091,44.572,83,96.347,55.698
"D",63.08,59.339,60,41.875,41.611,"Class2",57.635,66.874,56,59.695,24.627
"C",34.646,81.51,48,46.442,78.911,"Class1",31.541,64.441,10,22.424,62.421
"J",71.403,36.944,65,122.604,35.946,"Class3",80.601,52.553,71,97.092,49.224
"Q",65.545,31.752,59,21.06,52.924,"Class2",81.096,54.34,69,69.314,54.231
"J",35.839,84.852,55,33.16,36.114,"Class3",79.471,38.675,72,93.737,47.595
"M",33.8,82.501,39,40.384,83.438,"Class1",56.177,71.756,19,61.47,76.186
"N",16.255,77.317,53,37.248,82.475,"Class1",-4.168,63.775,7,46.264,76.702
"C",22.689,72.168,33,32.524,80.875,"Class1",29.132,57.785,11,77.131,77.713
"J",69.047,34.324,51,61.12,33.332,"Class3",85.615,57.277,84,98.984,56.651
"N",32.256,78.17,39,37.617,79.504,"Class1",41.489,59.217,28,36.79,66.112
"N",18.717,80.618,63,43.306,81.675,"Class1",24.078,70.385,5,70.042,59.286
"J",76.727,24.505,68,49.049,33.697,"Class3",82.89,53.185,76,94.23,39.655
"B",15.698,75.732,37,42.363,78.005,"Class1",61.739,20.011,20,21.304,69.995
"G",57.995,45.951,55,42.95,36.115,"Class3",77.763,38.098,75,98.092,30.197
"M",62.945,81.311,45,50.575,80.878,"Class1",76.028,94.721,14,64.037,73.325
"V",23.51,71.596,63,45.718,79.288,"Class1",22.6,45.084,27,21.357,61.906
"Y",57.057,43.377,65,33.883,35.076,"Class3",87.177,3.562,81,93.831,38.683
"V",29.186,82.194,64,50.147,80.037,"Class1",26.596,69.148,15,55.741,63.089
"E",63.034,43.957,67,27.384,32.124,"Class2",64.742,54.463,72,27.038,46.892
NA,30.69,81.229,34,38.076,78.928,"Class1",80.926,41.433,12,19.463,77.829
NA,65.059,47.461,57,64.71,35.237,"Class3",87.385,43.192,80,97.733,55.709
"C",35.187,73.9,32,46.652,78.534,"Class1",60.427,57.319,30,79.316,76.182
"F",50.186,42.147,65,55.37,36.646,"Class3",88.584,32.421,77,98.958,50.56
"E",66.499,51.389,56,15.635,35.131,"Class2",68.077,58.073,67,76.468,26.139
"N",67.787,75.586,41,40.174,81.07,"Class1",10.068,36.516,21,22.409,60.851
"L",53.479,34.494,55,66.151,35.279,"Class3",71.473,74.603,82,93.52,52.992
"Q",61.67,60.906,58,23.906,78.834,"Class2",75.008,54.093,68,58.286,69.071
"B",31.552,75.207,67,39.493,80.349,"Class1",17.935,43.272,16,67.188,63.222
"E",64.73,77.648,50,41.874,64.814,"Class2",76.602,49.931,65,38.847,68.779
"D",67.433,103.408,67,23.716,71.644,"Class2",67.559,56.204,79,26.598,77.607
"J",78.758,19.371,53,60.221,34.84,"Class3",70.072,34.908,72,93.097,44.552
"Q",63.967,68.031,67,46.865,34.565,"Class2",67.713,47.457,62,86.69,44.583
"F",79.157,41.941,70,22.978,36.112,"Class3",87.191,6.542,74,98.057,53.931
"J",47.788,26.983,53,78.381,35.823,"Class3",80.781,32.382,76,94.166,30.401
"N",16.192,75.217,57,33.821,78.169,"Class1",40.439,61.958,17,39.246,74.021
"C",14.187,71.19,43,39.509,80.96,"Class1",40.157,48.719,23,57.87,77.587
"L",58.085,58.508,64,35.92,35.94,"Class3",95.086,24.976,80,97.701,61.709
"D",61.392,89.139,55,54.103,59.803,"Class2",63.013,48.933,80,7.251,45.127
NA,19.176,77.921,55,42.498,82.043,"Class1",66.086,43.208,10,74.846,64.979
"E",67.237,59.951,66,47.314,28.002,"Class2",71.437,56.704,66,95.489,75.393
"D",64.72,59.657,50,40.001,65.344,"Class2",74.733,58.804,62,41.41,39.06
"J",86.79,52.276,67,69.731,33.254,"Class3",96.585,60.45,73,96.073,63.272
"B",20.842,70.015,47,44.229,79.726,"Class1",24.318,51.627,32,72.687,60.349
"G",49.441,47.894,68,53.029,36.264,"Class3",86.482,70.413,77,93.996,30.614
"N",67.213,80.39,42,40.376,83.782,"Class1",39.845,31.666,41,69.163,64.229
"V",15.246,71.465,55,48.335,81.592,"Class1",21.23,57.904,5,45.14,64.826
"Y",32.465,61.875,71,43.392,36.726,"Class3",92.415,36.204,79,97.223,49.231
"M",14.776,77.389,47,43.345,82.961,"Class1",61.502,62.166,40,23.511,62.865
"O",61.813,79.734,65,51.509,56.078,"Class2",68.527,53.198,72,62.706,59.496
"V",12.833,75.367,40,40.038,82.813,"Class1",53.723,48.568,9,71.438,61.758
NA,61.06,58.174,67,42.189,55.357,"Class2",69.952,52.269,57,49.86,54.855
"N",39.499,78.182,33,34.324,NA,"Class1",84.158,32.06,20,78.413,59.805
"F",49.284,63.737,64,51.827,36.249,"Class3",79.263,49.168,85,98.501,34.857
"F",86.18,61.647,66,25.934,36.901,"Class3",91.994,8.719,77,98.225,61.83
"J",54.59,46.682,58,10.45,35.951,"Class3",88.221,34.879,72,97.139,40.082
"L",79.094,34.202,53,25.041,34.827,"Class3",73.542,-5.222,72,97.414,34.355
"O",65.439,26.297,57,58.573,31.721,"Class2",64.033,52.053,59,35.602,49.598
"V",36.312,70.249,47,32.616,83.17,"Class1",60.055,64.049,40,41.316,65.575
"N",21.555,85.629,63,47.835,81.921,"Class1",41.855,61.267,18,55.071,68.397
"D",64.53,46.749,62,45.873,45.127,"Class2",61.035,66.498,59,78.996,39.942
"L",70.525,46.579,64,25.265,35.724,"Class3",96.85,47.4,75,95.811,35.952
"O",67.819,38.339,66,47.718,22.908,"Class2",78.947,56.887,79,62.065,52.306
"L",87.596,16.345,61,36.465,35.532,"Class3",92.182,24.342,80,98.849,28.468
"M",67.188,78.623,38,39.224,78.761,"Class1",59.89,51.408,10,31.371,64.342
"D",63.818,82.397,63,55.932,23.477,"Class2",59.925,55.556,79,91.272,37.473
"G",49.289,39.852,54,57.835,36.094,"Class3",84.83,30.39,83,93.831,46.375
NA,64.29,36.458,55,43.777,48.527,"Class2",70.451,54.491,78,99.599,37.391
"O",66.789,64.881,54,49.142,42.581,"Class2",73.872,60.244,68,18.373,65.129
"D",66.013,63.341,59,55.242,32.838,"Class2",78.017,53.28,73,63.101,55.75
"C",10.979,75.444,41,40.66,82.322,"Class1",26.444,59.475,20,67.493,68.859
"S",65.853,41.761,53,39.227,78.825,"Class2",97.466,51.691,62,72.41,34.125
"J",52.82,35.028,51,34.689,33.531,"Class3",87.954,40.072,75,96.641,42.89
"L",64.974,44.512,57,27.996,34.938,"Class3",92.722,50.957,71,97.52,64.672
"B",41.212,83.229,59,35.869,79.088,"Class1",38.837,39.834,18,64.984,71.724
"B",27.03,80.88,36,43.141,80.032,"Class1",81.113,70.756,40,67.835,59.261
"V",68.929,74.003,57,33.536,79.495,"Class1",17.498,45.971,40,27.523,71.307
"M",18.951,76.199,40,34.053,82.676,"Class1",43.041,54.887,34,75.18,74.175
"G",33.298,28.941,61,44.838,34.849,"Class3",88.014,50.337,75,97.442,35.837
"C",44.479,75.828,53,39.546,82.803,"Class1",55.779,30.309,30,20.644,76.351
"G",46.623,-1.76,53,43.923,33.416,"Class3",78.97,22.32,84,97.993,66.711
"C",28.921,79.091,54,38.847,81.442,"Class1",59.118,65.993,41,68.341,69.159
"Q",63.827,63.975,55,31.441,NA,"Class2",74.301,50.851,59,88.242,28.815
"J",82.604,42.129,53,39.957,33.501,"Class3",70.432,19.263,74,97.309,34.214
"G",79.662,45.565,65,51.879,NA,"Class3",85.802,51.918,78,97.138,54.448
NA,62.946,37.003,58,32.905,45.158,"Class2",69.903,52.668,63,79.604,60.965
"M",37.687,73.717,63,35.689,78.272,"Class1",40.476,59.014,27,21.785,77.351
"N",67.615,73.787,47,39.127,78.541,"Class1",13.517,34.3,7,64.15,74.515
"G",61.537,42.907,69,38.269,36.003,"Class3",81.187,32.423,84,94.708,32.143
"B",64.5,79.426,45,34.172,80.093,"Class1",45.537,68.485,9,30.254,75.124
"O",61.427,103.27,67,47.484,75.962,"Class2",83.975,56.453,73,61.353,41.623
"O",66.598,18.634,65,50.046,50.301,"Class2",73.521,57.023,57,88.027,54.157
"J",60.456,62.703,65,64.268,35.237,"Class3",80.29,35.123,80,95.417,39.899
"B",12.056,77.642,60,33.697,79.227,"Class1",42.753,84.051,6,20.211,72.901
"F",35.987,57.926,64,43.528,35.572,"Class3",78.071,8.572,72,97.715,26.24
"V",37.83,73.392,54,32.492,80.247,"Class1",98.194,53.751,39,30.471,60.141
"J",50.668,51.452,58,67.367,35.808,"Class3",82.026,41.673,74,98.229,51.728
"J",51.313,28.77,68,29.613,34.038,"Class3",80.944,51.614,75,98.28,49.217
"V",24.347,71.339,44,33.859,81.062,"Class1",12.1,53.683,17,61.162,61.952
"S",61.94,25.443,62,37.318,27.457,"Class2",72.405,61.241,80,41.84,26.549
"D",65.647,59.413,52,44.455,20.066,"Class2",84.56,61.45,77,40.611,41.534
"V",42.347,74.616,52,45.432,83.18,"Class1",69.526,77.259,10,67.808,64.348
NA,79.747,50.471,67,0.174,34.625,"Class3",102.58,20.288,76,96.508,32.872
"B",22.525,75.664,61,38.661,79.178,"Class1",-8.507,49.029,34,64.355,61.762
"V",35.025,77.966,54,35.001,83.897,"Class1",67.811,78.319,8,31.421,73.735
"O",63.066,47.765,50,52.851,78.345,"Class2",69.224,58.912,76,21.301,61.181
"B",37.051,77.39,54,48.904,83.317,"Class1",53.147,59.391,11,46.047,62.015
NA,69.454,59.704,61,87.757,36.332,"Class3",80.867,56.993,80,95.469,33.944
"N",46.784,75.578,36,35.098,79.279,"Class1",19.648,52.908,20,44.652,72.57
"S",65.29,31.947,63,34.592,58.247,"Class2",85.205,50.416,78,50.322,29.378
"C",12.422,77.787,45,31.479,78.696,"Class1",14.593,60.624,10,38.291,64.521
"E",62.825,79.526,55,37.975,54.886,"Class2",66.029,47.45,68,7.263,43.478
"V",13.856,75.381,33,41.701,83.125,"Class1",49.758,58.063,10,73.282,67.254
"N",12.987,74.947,57,39.408,83.381,"Class1",45.935,19.566,8,25.535,70.565
"V",37.187,76.882,49,45.485,82.697,"Class1",19.604,83.124,18,64.101,76.6
"V",9.999,77.79,50,46.102,83.327,"Class1",42.245,25.131,14,43.694,75.173
"M",36.317,81.894,54,38.708,80.707,"Class1",38.135,46.971,6,51.533,64.508
"S",64.435,61.307,52,38.696,35.775,"Class2",94.359,67.103,77,52.879,80.314
"F",81.794,59.709,67,67.547,NA,"Class3",77.071,30.939,83,98.419,38.216
"O",63.528,43.721,56,36.752,62.866,"Class2",82.221,47.995,60,63.502,25.511
"V",46.144,70.281,50,37.334,82.843,"Class1",23.523,61.525,9,76.886,60.746
"B",10.648,67.341,35,42.961,81.6,"Class1",59.675,54.95,40,59.625,65.112
"D",62.712,85.389,53,42.59,38.374,"Class2",65.743,62.921,78,61.135,42.861
NA,66.097,-13.406,60,54.196,66.28,"Class2",63.088,59.157,76,9.577,50.292
"Y",45.537,35.872,59,55.989,NA,"Class3",88.42,19.216,79,95.747,28.865
"E",63.18,69.152,53,35.635,35.457,"Class2",70.151,54.797,67,64.062,23.333
"J",51.432,51.32,62,108.496,36.336,"Class3",66.91,14.757,84,98.045,55.814
"M",44.16,76.258,39,39.9,83.394,"Class1",70.477,60.125,35,72.862,68.583
"Q",64.916,52.944,59,31.84,59.585,"Class2",68.697,56.714,61,34.406,45.449
"C",12.763,75.971,52,38.948,78.62,"Class1",62.035,22.832,33,55.844,75.604
"O",66.298,61.67,64,43.718,36.491,"Class2",73.1,54.56,71,42.83,54.791
"E",66.663,40.468,55,30.199,NA,"Class2",82.301,55.516,74,95.735,74.493
"S",66.861,51.231,66,23.35,22.129,"Class2",70.478,54.452,73,32.023,75.816
"B",55.064,79.301,62,41.064,80.687,"Class1",12.947,74.312,22,68.356,75.657
"E",64.844,94.641,61,46.869,59.246,"Class2",67.003,59.37,75,7.935,83.994
"N",15.642,80.614,47,45.566,81.832,"Class1",57.095,82.149,6,69.031,73.223
"Q",61.81,86.716,52,39.434,69.748,"Class2",62.985,56.808,57,81.448,80.896
"F",89.722,42.549,56,54.632,34.461,"Class3",82.487,21.985,75,95.241,67.964
"M",38.515,80.142,40,29.138,78.484,"Class1",1.303,43.265,23,77.94,73.842
"E",65.688,7.301,67,41.526,29.152,"Class2",76.506,61.365,81,47.545,50.6
"B",36.395,69.353,45,45.075,79.067,"Class1",57.953,78.181,10,58.151,63.207
"B",39.896,79.381,61,35.025,78.899,"Class1",44.986,57.476,7,36.416,64.809
"B",10.231,74.877,37,34.924,79.521,"Class1",34.428,33.964,39,27.32,76.255
"C",32.127,79.132,64,36.551,82.563,"Class1",43.483,25.365,9,54.432,72.876
"B",59.757,74.455,36,39.404,82.724,"Class1",2.738,72.849,6,45.553,68.099
"D",62.629,40.861,50,22.22,60.216,"Class2",73.467,61.917,56,56.405,59.442
"S",62.212,81.49,67,49.429,35.427,"Class2",83.14,53.848,59,14.748,27.112
"G",72.571,74.159,60,9.373,34.5,"Class3",105.325,36.813,79,98.66,33.473
"J",57.283,25.532,67,43.559,35.96,"Class3",78.257,34.099,82,97.677,29.382
"O",63.715,88.445,60,56.7,73.166,"Class2",73.295,55.14,62,33.477,23.722
NA,65.436,73.558,53,31.475,59.144,"Class2",70.33,57.345,63,3.059,29.373
"Q",63.437,30.112,60,45.641,55.037,"Class2",73.994,55.889,80,62.2,78.676
"O",64.106,48.26,65,47.553,53.967,"Class2",80.668,58.705,71,52.435,60.32
"B",15.42,73.418,40,40.504,81.117,"Class1",24.944,31.545,33,71.75,70.769
"Q",63.787,75.884,67,32.078,59.765,"Class2",85.479,55.368,61,68.643,32.132
"Q",63.468,53.816,52,30.188,20.75,"Class2",72.573,63.051,65,10.174,84.557
"Q",63.931,87.076,64,41.098,47.695,"Class2",61.789,59.835,71,64.362,27.864
"S",62.203,39.313,65,36.732,22.971,"Class2",72.88,59.888,80,86.209,36.093
"C",28.864,76.626,66,50.489,80.711,"Class1",30.503,56.781,40,70.688,61.104
"B",36.1,77.948,33,40.207,81.63,"Class1",43.242,47.825,5,71.75,59.876
"O",62.266,87.637,51,33.901,62.525,"Class2",77.775,54.297,63,30.961,31.7
"S",66.462,58.917,67,28.824,30.159,"Class2",72.476,53.822,80,38.595,62.854
"D",61.837,80.285,66,66.897,56.717,"Class2",80.495,50.49,74,7.487,47.297
"N",53.938,67.087,40,37.888,79.584,"Class1",49.99,45.862,22,71.118,77.482
"S",62,70.826,65,44.306,NA,"Class2",86.523,55.746,55,48.114,42.88
"C",35.648,77.282,36,40.784,80.981,"Class1",35.778,57.09,10,75.168,62.5
"J",62.556,20.207,64,50.722,35.576,"Class3",86.528,44.198,86,94.767,68.865
"V",20.962,77.45,48,38.966,81.442,"Class1",65.477,55.666,9,80.859,62.619
"M",32.884,84.167,38,35.886,80.363,"Class1",18.472,16.263,38,33.043,72.22
"E",61.344,31.21,57,22.674,54.112,"Class2",83.148,46.316,65,12.174,73.168
"Q",65.953,73.093,55,40.42,52.144,"Class2",82.238,58.906,77,48.398,72.544
"Y",66.536,51.226,62,40.618,34.862,"Class3",85.617,66.221,75,98.313,67.817
"Y",57.071,37.43,60,74.735,36.015,"Class3",74.466,22.576,81,96.241,28.485
"L",32.323,-5.844,63,67.507,36.26,"Class3",90.424,12.241,79,94.239,33.318
"D",64.338,74.089,53,44.204,49.661,"Class2",81.681,51.582,79,65.402,47.114
"L",57.933,12.629,57,63.46,33.763,"Class3",78.967,20.135,86,98.252,65.687
"Y",38.442,51.225,53,78.994,35.374,"Class3",69.622,22.149,82,98.812,36.661
"L",87.523,52.997,59,50.761,36.014,"Class3",78.471,25.345,78,98.97,69.348
"D",62.195,47.578,55,66.231,66.335,"Class2",90.75,56.535,78,39.415,69.901
"Q",64.497,31.528,66,58.275,NA,"Class2",60.565,50.129,64,33.084,26.336
"F",88.689,34.262,64,19.788,36.205,"Class3",87.732,48.102,71,97.406,35.615
NA,66.662,17.469,62,40.358,25.896,"Class2",63.042,49.563,69,24.203,46.731
NA,32.121,63.302,59,57.78,36.9,"Class3",77.488,41.305,84,96.771,44.614
"L",50.424,41.299,65,41.063,34.183,"Class3",85.3,31.841,72,93.736,38.929
"G",39.909,25.82,58,77.168,33.264,"Class3",88.771,40.455,76,93.129,49.34
"M",11.461,81.912,58,44.006,83.097,"Class1",92.764,71.281,15,80.542,76.501
"L",78.897,44.831,55,42.625,35.975,"Class3",81.306,50.805,81,93.677,51.286
"S",64.524,95.515,52,41.037,49.483,"Class2",64.276,53.803,69,61.772,55.306
"G",61.634,35.687,66,35.907,36.887,"Class3",77.728,22.9,73,97.894,64.943
NA,33.315,52.927,65,73.716,36.523,"Class3",74.309,13.806,75,98.339,33.14
"C",51.136,73.73,33,46.027,80.459,"Class1",27.795,61.235,26,52.462,70.382
"N",47.524,73.434,34,43.861,80.161,"Class1",64.191,70.039,20,56.156,65.753
"C",14.122,77.004,41,42.813,81.806,"Class1",32.212,45.834,30,21.068,71.613
"E",63.435,35.479,61,43.683,43.889,"Class2",56.713,58.364,75,49.898,24.35
"V",44.464,82.273,37,38.31,83.345,"Class1",55.403,46.347,32,74.481,77.456
"Q",63.016,35.377,54,23.251,58.652,"Class2",79.089,50.704,75,39.039,23.54
"Q",66.423,9.313,65,54.779,50.906,"Class2",73.109,50.271,75,82.363,67.114
"C",38.248,76.838,67,34.36,78.863,"Class1",36.469,84.595,11,67.88,61.225
"J",36.78,46.882,68,20.234,33.377,"Class3",88.834,40.495,75,95.357,65.089
"Q",63.871,72.713,60,39.42,20.244,"Class2",76.626,57.404,63,48.879,56.375
"O",65.902,37.265,57,46.456,45.677,"Class2",74.606,60.272,73,88.814,53.267
"J",48.903,69.128,56,36.814,33.154,"Class3",85.254,20.554,80,98.768,67.087
"M",27.697,72.217,47,38.314,81.068,"Class1",47.173,48.898,33,23.61,73.218
"J",53.827,11.645,56,20.828,34.232,"Class3",85.902,30.206,75,93.265,64.045
"V",19.215,76.232,45,35.528,83.326,"Class1",-13.243,44.792,23,50.006,63.383
"B",17.076,81.605,35,39.653,82.414,"Class1",13.095,57.626,8,52.25,67.928
"D",65.111,49.177,63,58.073,36.662,"Class2",61.74,50.607,77,20.19,35.272
"S",63.943,60.558,58,41.542,63.008,"Class2",87.962,54.222,61,51.295,49.27
"C",21.289,76.514,34,44.918,78.799,"Class1",11.45,49.516,19,19.896,67.186
"E",61.905,71.33,54,25.359,58.884,"Class2",75.569,49.812,65,86.498,80.539
"M",19.659,74.344,63,45.359,78.728,"Class1",49.728,61.636,18,71.647,72.762
"N",44.62,75.559,64,38.836,79.475,"Class1",-49.131,43.202,9,67.902,61.125
"Q",65.45,107.378,56,47.781,39.37,"Class2",64.151,58.586,61,95.726,43.928
"C",23.156,84.337,65,41.608,83.637,"Class1",10.679,93.189,38,28.694,73.703
"G",66.649,41.826,69,67.566,36.764,"Class3",73.842,8.185,84,97.68,37.791
"S",65.856,88.231,59,45.154,28.737,"Class2",90.118,52.322,77,96.337,61.582
"J",49.154,48.757,55,58.914,36.857,"Class3",73.16,32.541,72,94.721,59.831
"F",76.697,24.041,66,41.4,33.081,"Class3",82.02,29.416,84,95.118,32.694
"Q",63.045,66.183,50,50.349,29.534,"Class2",75.558,55.584,62,63.568,63.361
"N",36.019,81.414,40,39.022,82.532,"Class1",-11.736,43.55,30,31.006,62.749
"D",61.133,72.799,56,38.661,30.397,"Class2",62.076,65.793,81,74.805,50.567
"N",58.323,77.768,42,38.779,80.417,"Class1",38.731,63.183,19,22.326,69.738
"D",66.392,66.271,64,15.529,76.4,"Class2",80.773,52.651,56,53.942,43.93
"E",65.217,60.813,61,46.697,37.579,"Class2",86.971,50,81,74.856,80.38
"D",66.399,55.934,66,38.032,20.187,"Class2",70,51.257,80,69.304,71.562
"D",67.363,58.027,64,49.656,72.525,"Class2",85.043,52.119,62,15.33,25.263
"G",38.93,48.606,71,78.791,36.111,"Class3",81.348,4.434,81,96.687,45.467
"J",49.197,37.289,68,39.17,35.373,"Class3",80.991,48.834,82,94.564,58.342
"Y",65.287,64.251,52,20.418,35.726,"Class3",82.288,27.085,75,97.892,70.948
"F",67.253,40.593,66,34.806,36.819,"Class3",84.636,55.228,75,93.329,70.441
"M",59.512,79.489,35,37.775,83.713,"Class1",48.949,47.692,39,21.737,64.762
"D",63.838,20.003,52,36.444,46.818,"Class2",70.091,49.07,80,95.638,78.696
"Q",63.647,57.552,56,40.151,72.574,"Class2",61.468,60.562,66,68.456,35.309
"C",45.417,80.539,43,47.951,80.014,"Class1",27.362,37.85,16,31.198,62.569
"E",61.16,52.794,57,46.676,52.441,"Class2",87.048,62.459,62,28.545,60.814
"B",39.204,80.971,52,43.685,80.376,"Class1",67.177,57.699,21,70.283,71.216
"L",48.115,46.169,67,61.035,34.197,"Class3",83.586,32.309,81,96.333,36.239
"Y",87.708,43.682,58,46.868,34.038,"Class3",83.827,28.501,77,95.199,66.882
"Q",64.715,24.009,56,36.118,58.803,"Class2",69.743,49.939,67,33.508,83.958
"J",56.107,50.837,63,68.667,33.492,"Class3",87.362,36.46,75,93.127,62.629
"J",32.27,66.862,71,53.292,33.68,"Class3",70.535,48.031,71,97.208,38.737
"Y",59.036,47.528,54,61.451,33.41,"Class3",73.178,73.502,85,95.589,36.25
"O",61.372,50.075,64,51.496,67.842,"Class2",65.75,50.957,68,16.468,49.477
"D",62.553,29.358,54,35.381,41.823,"Class2",79.956,56.153,63,83.353,52.297
"M",66.02,77.116,62,37.913,83.471,"Class1",22.826,55.249,38,50.003,76.38
"C",48.505,77.343,55,42.125,80.165,"Class1",29.171,52.784,11,74.9,59.447
"C",27.806,74.012,46,40.569,83.03,"Class1",41.696,48.961,10,30.796,70.673
"D",64.137,53.053,63,26.565,30.471,"Class2",74.154,50.324,70,29.874,42.387
"Q",62.204,74.239,64,37.311,40.015,"Class2",76.482,63.159,57,26.797,47.359
"G",62.29,39.451,71,38.077,33.812,"Class3",104.753,19.016,76,95.622,65.613
"Q",66.965,102.099,57,46.267,38.865,"Class2",85.095,61.129,55,81.578,33.841
"O",62.998,37.523,57,31.664,34.52,"Class2",87.745,49.308,55,82.544,46.776
"V",39.607,74.773,53,42.813,82.073,"Class1",36.555,48.469,36,30.509,64.612
"G",89.575,34.734,58,85.233,34.467,"Class3",92.714,17,72,94.826,42.812
"G",76.805,20.526,54,71.053,36.81,"Class3",96.232,50.128,73,96.038,28.571
"Q",62.557,87.201,66,38.581,30.294,"Class2",70.704,60.894,63,23.538,66.102
"G",61.935,29.958,53,92.67,34.074,"Class3",77.488,59.948,80,94.087,50.96
"S",62.362,18.739,63,27.349,76.203,"Class2",56.654,58.95,72,94.314,23.141
"F",63.493,58.185,56,51.348,36.172,"Class3",77.53,23.303,77,98.843,27.397
"Y",49.789,42.54,68,53.836,35.512,"Class3",82.961,11.775,72,96.608,31.703
"E",63.005,81.356,54,21.598,57.96,"Class2",71.884,63.179,65,39.413,33.552
"C",14.782,78.469,49,37.321,79.864,"Class1",37.818,98.094,37,51.215,67.986
"E",64.601,34.47,59,31.048,79.917,"Class2",84.029,59.042,73,96.703,36.131
"O",62.138,54.572,58,21.342,41.222,"Class2",71.037,63.405,82,75.817,77.926
"D",62.19,21.109,60,52.084,46.174,"Class2",74.434,58.066,81,96.005,78.035
"E",65.517,46.429,59,34.015,79.055,"Class2",65.531,51.29,55,26.693,40.864
"O",64.308,86.142,62,24.698,73.991,"Class2",92.414,64.322,68,69.764,78.864
"V",67.718,77.058,59,43.063,83.701,"Class1",35.895,25.941,41,77.757,69.248
"N",17.19,74.778,56,38.509,82.72,"Class1",49.499,81.162,41,23.751,62.219
"G",70.094,38.272,62,11.003,33.706,"Class3",71.816,36.287,74,97.927,39.344
"O",65.772,82.414,57,41.541,63.272,"Class2",76.02,59.626,72,60.749,70.771
"Q",63.157,79.543,66,58.714,47.005,"Class2",73.819,56.639,59,53.67,65.357
NA,65.782,14.958,71,68.412,35.74,"Class3",79.967,9.907,77,93.391,33.359
"J",59.218,37.862,58,80.954,33.832,"Class3",76.641,46.662,75,98.346,62.506
"O",64.187,70.137,55,32.473,36.71,"Class2",64.471,58.665,66,7.951,63.228
"O",66.148,91.158,53,18.785,46.002,"Class2",68.776,56.696,59,75.419,32.924
"Y",53.144,75.695,53,63.36,34.644,"Class3",90.632,48.076,78,95.233,39.271
"B",65.668,78.701,39,31.114,79.845,"Class1",26.327,55.48,28,40.328,64.817
"Y",74.822,53.178,70,22.535,34.52,"Class3",91.711,59.064,71,93.967,70.766
"C",27.129,73.944,36,34.503,82.262,"Class1",62.491,47.132,26,27.634,61.453
