"GEF1","ZJQ2","PNA3","HJS4","KWG5","Output7","CWN6","FKT7","HTK8","OWZ9","XEK10","YQP11"
"T",37.249,50.146,54,71.9,"Class1",28.992,"D",23.79,72.63,66.682,57.796
"O",35.967,9.48,66,24.412,"Class3",36.175,"R",56.5,30.639,4.704,71.811
"H",54.242,40.81,29,38.332,"Class2",61.04,"X",39.871,82.175,12.097,17.006
"T",43.449,51.423,54,52.229,"Class1",33.038,"C",59.458,32.87,89.383,66.751
"G",34.594,14.15,66,26.603,"Class3",52.531,"E",57.526,41.939,14.328,85.998
"U",53.419,62.226,43,91.523,"Class2",63.717,"L",28.112,82.024,10.493,25.881
"Z",49.901,50.304,36,69.419,"Class2",37.228,"L",44.251,80.268,9.63,16.195
"S",36.277,20.935,64,20.273,"Class3",53.653,"R",59.48,53.717,22.308,70.341
"G",34.92,10.53,65,39.671,"Class3",56.639,"R",49.191,44.915,30.396,80.192
"G",33.902,15.159,64,25.961,"Class3",47.999,"R",49.785,93.64,66.068,74.52
"T",53.262,52.193,57,57.531,"Class1",34.135,"X",11.5,25.171,79.471,17.995
"G",35.359,14.394,69,23.183,"Class3",45.42,"L",47.793,75.508,11.515,59.176
"C",56.577,52.218,57,52.952,"Class1",35.28,"X",75.426,76.976,88.242,29.449
"N",34.943,51.845,53,52.745,"Class1",23.234,"I",15.616,75.093,80.724,88.445
"C",46.505,52.903,57,65.119,"Class1",15.152,"X",45.21,57.921,78.347,42.169
"S",35.678,22.078,69,22.629,"Class3",41.806,"G",60.244,80.014,87.034,62.323
"G",60.405,52.772,51,71.585,"Class1",21.428,"C",62.11,59.555,88.479,38.445
"A",35.05,18.072,66,26.005,"Class3",51.702,"R",57.819,94.14,89.43,72.75
"U",48.985,56.342,33,69.901,"Class2",64.203,"L",13.76,84.27,14.16,19.81
"C",32.306,51.434,56,74.727,"Class1",7.672,"D",NA,39.521,70.022,46.196
"U",50.384,62.022,34,54.091,"Class2",72.159,"L",30.407,78.574,14.145,26.797
"U",46.002,66.054,33,41.809,"Class2",86.728,"C",38.386,82.031,13.666,24.875
"D",45.658,50.149,51,54.591,"Class1",4.018,"I",67.741,78.045,72.053,52.615
"H",49.552,52.715,27,100.75,"Class2",40.376,"X",14.767,79.435,12.805,15.972
"B",34.868,14.977,71,35.061,"Class3",42.649,"L",46.437,43.054,64.691,91.693
"C",38.004,52.315,51,50.741,"Class1",20.304,"X",71.75,73.497,92.126,93.017
"Z",45.551,47.245,44,53.163,"Class2",54.083,"X",38.053,83.137,11.905,20.38
"N",49.45,59.163,32,51.854,"Class2",54.555,"Q",28.365,71.244,8.413,20.624
"A",35.337,11.802,71,14.911,"Class3",37.574,"G",54.726,83.384,44.901,76.437
"N",47.988,28.843,33,3.6,"Class2",56.286,"L",18.492,79.268,3.896,28.104
"B",35.03,20.619,65,24.921,"Class3",45.92,"X",54.266,51.261,62.968,61.958
"S",35.749,13.978,71,35.857,"Class3",57.851,"R",55.296,43.259,36.225,87.309
"N",32.858,52.094,56,69.471,"Class1",59.339,"D",5.062,35.25,75.558,48.189
"C",67.903,52.931,57,60.054,"Class1",46.41,"D",37.501,38.856,69.635,NA
"Z",46.786,38.278,30,45.729,"Class2",28.885,"C",43.355,88.215,8.948,21.079
"O",35.493,13.6,62,17.028,"Class3",46.943,"X",48.631,31.4,62.293,NA
"S",34.817,22.196,64,23.764,"Class3",54.254,"E",59.239,30.708,84.258,81.239
"G",34.291,17.657,67,18.619,"Class3",43.412,"X",59.875,89.664,27.158,77.383
"A",35.499,19.258,60,41.364,"Class3",54.396,"L",51.04,52.481,54.67,65.009
"B",35.365,21.796,63,28.595,"Class3",46.142,"X",47.583,55.218,89.295,NA
"H",47.008,45.086,34,48.424,"Class2",88.447,"Q",32.372,77.16,8.556,19.812
"Z",46.327,37.754,27,62.962,"Class2",34.114,"C",45.073,84.472,16.458,NA
"A",33.998,23.203,66,37.159,"Class3",57.341,"X",53.473,34.29,80.578,NA
"O",35.518,17.831,63,15.197,"Class3",54.675,"L",57.896,59.353,78.322,64.122
"S",34.263,23.487,69,27.479,"Class3",47.102,"G",46.689,60.353,34.616,55.723
"D",41.313,51.086,56,71.548,"Class1",39.173,"I",20.941,44.691,92.096,43.178
"A",33.984,8.134,63,34.809,"Class3",52.874,"E",60.286,27.884,33.24,76.417
"O",35.48,8.885,66,40.86,"Class3",42.759,"X",54.041,69.882,59.991,80.663
"D",60.349,52.076,56,66.444,"Class1",7.772,"I",28.805,33.055,79.26,47.932
"H",42.545,43.011,36,28.505,"Class2",67.654,"C",23.786,74.577,15.275,27.398
"D",46.298,33.981,40,72.221,"Class2",74.403,"C",20.873,86.266,14.591,20.343
"Z",45.803,60.967,33,43.206,"Class2",53.182,"Q",39.974,76.541,14.47,NA
"Z",44.789,24.676,28,103.889,"Class2",83.847,"L",36.235,76.499,15.185,16.791
"A",34.755,16.894,71,35.944,"Class3",47.067,"R",49.109,46.293,87.267,67.954
"G",35.285,8.603,60,13.881,"Class3",44.98,"R",59.317,54.999,45.298,64.569
"H",48.42,68.592,40,61.127,"Class2",81.45,"A",43.285,71.124,9.275,18.88
"S",34.553,6.541,70,27.808,"Class3",45.256,"E",58.097,66.764,51.415,66.035
"H",42.682,50.734,33,45.603,"Class2",58.105,"X",26.595,73.537,6.04,27.179
"B",35.075,5.832,61,22.077,"Class3",49.217,"G",55.401,56.85,51.715,64.863
"T",70.909,51.385,51,50.92,"Class1",-12.307,"C",16.122,59.94,85.75,58.217
"C",63.801,51.245,57,78.756,"Class1",9.745,"P",16.113,17.142,69.894,33.485
"O",33.99,13.067,61,22.142,"Class3",58.565,"X",60.052,34.9,66.11,72.901
"H",43.165,59.534,38,179.793,"Class2",52.713,"X",25.745,85.464,3.728,23
"S",35.932,15.485,71,24.509,"Class3",44.886,"L",57.799,48.166,68.166,99.524
"N",47.201,65.883,29,78.596,"Class2",63.91,"X",27.272,70.146,14.242,24.879
"Z",47.46,61.386,38,89.329,"Class2",80.472,"X",17.301,86.996,5.213,21.302
"Z",43.166,57.858,29,48.793,"Class2",97.874,"Q",32.11,71.008,16.714,18.141
"D",46.012,60.674,41,40.972,"Class2",76.758,"A",21.29,81.212,13.789,21.642
"A",33.486,9.322,62,33.996,"Class3",43.871,"R",47.508,69.736,72.529,93.213
"B",35.274,19.483,69,33.513,"Class3",45.225,"X",58.126,85.09,83.425,88.004
"N",50.502,50.98,54,41.64,"Class1",22.808,"C",NA,80.085,87.075,81.072
"O",34.444,10.273,63,6.301,"Class3",51.547,"L",56.719,49.834,7.544,75.554
"O",35.621,21.129,67,17.034,"Class3",32.132,"R",46.588,91.957,30.498,89.621
"C",47.576,50.23,52,68.396,"Class1",21.836,"X",75.029,40.261,85.966,55.526
"O",35.49,23.695,69,15.69,"Class3",43.749,"E",NA,92.511,84.427,56.496
"N",47.43,33.61,34,59.538,"Class2",66.509,"L",19.627,73.308,13.862,22.969
"H",44.066,38.734,30,38.91,"Class2",59.537,"Q",30.328,70.578,10.375,25.187
"C",38.201,51.141,54,64.314,"Class1",35.835,"D",28.622,43.238,79.621,38.251
"D",55.313,50.539,55,67.372,"Class1",35.312,"D",41.889,40.442,72.235,29.365
"N",48.942,56.376,39,90.397,"Class2",72.895,"A",12.423,79.322,14.369,19.099
"D",46.943,52.09,52,62.96,"Class1",25.155,"P",24.601,65.089,74.464,95.566
"C",54.174,51.337,57,43.826,"Class1",10.417,"C",76.923,24.551,89.916,72.404
"C",45.563,50.558,54,65.741,"Class1",19.458,"C",22.48,21.761,75.545,46.54
"N",45.097,52.11,57,54.661,"Class1",30.708,"X",56.118,91.012,78.531,39.143
"U",48.963,65.725,31,121.747,"Class2",72.314,"A",NA,75.698,8.423,18.2
"N",50.059,50.752,55,93.151,"Class1",27.746,"X",15.12,27.065,89.213,44.801
"G",46.268,50.771,57,53.837,"Class1",-13.333,"I",56.03,6.073,69.615,20.105
"D",46.887,52.697,56,64.731,"Class1",24.098,"I",22.539,79.35,78.763,40.532
"U",44.316,50.642,28,-9.221,"Class2",45.924,"L",14.161,83.831,2.635,23.984
"N",44.406,56.435,31,97.951,"Class2",63.172,"C",25.452,80.196,4.61,22.363
"D",53.529,50.587,54,77.203,"Class1",34.237,"X",30.936,71.804,79.859,65.944
"D",37.23,52.988,53,54.521,"Class1",18.821,"I",17.436,75.158,87.574,25.616
"U",43.177,43.93,35,93.093,"Class2",121.842,"Q",12.369,86.925,13.754,22.213
"Z",49.155,52.377,42,24.28,"Class2",81.307,"C",27.277,83.069,9.505,16.888
"S",34.939,8.398,63,14.344,"Class3",45.092,"L",46.502,71.222,26.28,91.666
"G",34.561,15.295,64,18.606,"Class3",48.206,"E",53.801,39.796,12.574,67.183
"U",50.217,52.343,35,54.688,"Class2",69.116,"X",21.064,79.657,13.714,18.417
"Z",44.482,49.477,35,35.614,"Class2",68.32,"X",47.388,70.908,16.223,19.369
"D",60.221,51.998,56,46.033,"Class1",37.607,"I",56.81,41.371,68.89,84.291
"T",65.467,50.698,51,56.573,"Class1",24.412,"I",35.775,48.009,92.138,NA
"Z",45.771,64.217,39,41.414,"Class2",52.794,"L",22.446,72.271,7.373,NA
"D",51.575,39.432,27,-45.408,"Class2",68.826,"X",31.319,76.329,9.714,21.839
"D",47.453,69.386,28,30.284,"Class2",45.614,"L",20.895,78.871,2.764,22.157
"D",57.739,50.291,57,64.019,"Class1",24.388,"I",61.467,4.9,85.22,62.888
"U",49.393,30.628,36,27.354,"Class2",67.264,"X",17.021,87.622,13.226,21.481
"G",35.849,14.727,67,18.29,"Class3",41.004,"R",47.911,41.459,59.585,95.495
"D",46.922,50.934,43,63.084,"Class2",93.694,"X",45.391,82.185,9.362,20.241
"N",46.523,53.352,33,75.438,"Class2",65.653,"C",36.6,85.639,3.474,22.629
"D",64.026,52.273,56,77.136,"Class1",20.516,"C",22.065,76.422,79.306,76.028
"O",34.272,6.255,60,36.321,"Class3",44.141,"E",53.691,65.157,18.187,102.953
"H",48.716,67.888,40,29.544,"Class2",73.092,"Q",31.912,74.807,8.681,19.485
"C",33.605,52.305,51,63.05,"Class1",7.798,"I",64.083,50.398,87.177,29.72
"N",42.884,59.301,31,-3.233,"Class2",40.709,"L",43.086,79.641,6.126,20.57
"U",43.434,63.976,32,-5.448,"Class2",77.728,"X",35.199,76.457,13.683,16.641
"U",44.554,52.852,28,66.642,"Class2",96.501,"C",28.009,76.971,8.415,18.826
"Z",46.529,24.42,34,48.526,"Class2",93.12,"Q",27.175,84.183,5.511,27.043
"N",32.716,51.505,54,80.361,"Class1",22.97,"P",16.687,4.478,72.541,66.353
"O",35.342,10.415,67,21.222,"Class3",42.335,"X",59.181,80.893,37.325,NA
"B",35.189,16.658,64,22.75,"Class3",47.519,"R",60.255,44.768,55.133,65.797
"D",46.13,50.579,51,84.627,"Class1",2.171,"P",22.331,68.401,83.545,35.343
"D",49.331,52.179,53,68.645,"Class1",21.509,"I",30.67,12.418,76.298,67.962
"S",34.739,19.083,61,23.8,"Class3",36.727,"R",54.758,35.491,20.563,65.409
"S",35.729,21.662,66,16.484,"Class3",51.526,"E",51.853,76.999,54.343,46.773
"G",35.163,51.319,57,74.576,"Class1",22.641,"X",69.097,54.017,69.82,64.729
"G",36.341,16.246,71,19.8,"Class3",58.518,"E",59.405,75.924,88.078,99.09
"D",47.788,64.6,31,21.051,"Class2",75.785,"X",40.63,88.385,7.156,21.698
"G",33.985,51.009,56,71.59,"Class1",38.2,"D",35.235,73.538,89.44,68.138
"Z",50.396,29.679,41,42.404,"Class2",64.913,"L",21.753,85.33,16.291,23.611
"N",49.348,50.631,54,50.041,"Class1",13.74,"X",28.775,93.117,68.131,76.92
"G",35.41,18.78,61,18.017,"Class3",43.065,"L",54.612,89.262,48.821,66.734
"N",50.807,50.768,56,84.131,"Class1",33.318,"C",31.343,5.774,87.52,38.487
"Z",48.859,36.207,27,32.71,"Class2",39.304,"X",45.722,77.449,7.843,19.02
"O",34.023,13.4,71,33.506,"Class3",49.581,"R",58.529,45.971,29.085,78.888
"T",48.22,50.461,53,82.294,"Class1",19.929,"X",18.067,69,74.104,65.626
"S",33.354,21.774,59,29.853,"Class3",60.732,"E",51.938,40.084,55.205,86.789
"A",34.339,14.504,70,19.445,"Class3",50.211,"E",58.284,35.33,17.225,76.129
"D",47.317,70.564,29,56.713,"Class2",65.628,"L",31.383,75.663,5,22.144
"Z",45.103,33.777,37,9.984,"Class2",64.247,"A",38.521,82.426,2.321,14.356
"S",35.544,19.812,67,27.047,"Class3",52.74,"R",NA,28.8,71.094,89.739
"U",48.606,25.761,42,63.943,"Class2",69.906,"L",29.698,83.572,7.15,16.1
"G",15.043,50.211,52,57.475,"Class1",37.382,"X",25.736,56.294,67.634,58.698
"O",35.113,13.987,68,19.95,"Class3",58.733,"R",53.871,36.751,60.573,NA
"A",34.571,19.656,60,24.698,"Class3",48.056,"L",56.875,47.502,61.333,56.226
"Z",46.762,57.562,27,34.308,"Class2",37.752,"A",41.283,72.405,4.142,NA
"H",49.108,24.645,35,76.319,"Class2",54.888,"X",21.658,79.892,13.299,22.303
"O",34.417,16.446,61,20.228,"Class3",50.512,"R",51.424,31.382,74.168,68.856
"C",43.807,51.77,56,62.921,"Class1",40.053,"I",66.846,48.925,88.444,52.824
"G",62.391,50.771,51,70.841,"Class1",24.432,"C",55.945,36.761,89.555,42.552
"Z",50.451,30.903,33,87.362,"Class2",121.625,"L",34.799,80.193,12.065,NA
"N",53.023,50.141,57,69.826,"Class1",48.933,"C",71.661,52.652,81.319,33.412
"O",35.251,23.57,62,20.714,"Class3",60.479,"E",57.464,67.905,7.1,63.355
"D",47.507,48.614,39,26.603,"Class2",72.447,"A",32.633,86.296,4.346,20.158
"C",33.298,52.878,57,67.43,"Class1",61.868,"C",48.956,62.354,80.974,38.223
"S",34.328,8.512,63,7.268,"Class3",51.725,"R",50.19,65.487,26.76,58.009
"G",46.058,51.183,57,84.815,"Class1",25.6,"X",NA,68.3,82.703,40.979
"B",34.249,11.228,59,24.925,"Class3",43.037,"R",54.82,82.388,77.562,71.715
"Z",46.14,48.033,39,29.323,"Class2",75.003,"X",30.274,82.828,6.328,24.726
"O",35.081,13.677,65,18.125,"Class3",48.238,"E",58.79,38.936,7.423,71.984
"S",36.457,18.532,66,20.87,"Class3",49.321,"R",51.56,41.967,78.852,65.756
"G",44.958,51.752,55,86.068,"Class1",33.238,"D",38.965,79.191,79.94,49.652
"A",34.961,16.151,71,20.582,"Class3",47.104,"X",48.279,46.504,24.67,66.274
"B",34.908,9.522,67,21.447,"Class3",49.548,"E",53.127,62.657,3.586,75.551
"A",35.292,13.944,61,26.315,"Class3",37.957,"L",48.337,82.776,51.625,58.105
"N",45.859,43.989,27,40.715,"Class2",107.044,"Q",19.996,80.908,7.158,21.155
"D",36.548,50.062,52,59.323,"Class1",28.058,"C",6.364,47.254,77.342,53.264
"G",33.945,13.301,70,21.077,"Class3",56.652,"L",52.094,39.599,13.042,69.875
"B",34.698,10.137,69,25.406,"Class3",54.904,"E",57.091,81.251,84.206,77.233
"N",63.142,50.31,53,70.524,"Class1",21.582,"C",70.121,85.212,80.125,52.66
"D",49.858,50.533,55,75.325,"Class1",41.882,"P",7.732,18.995,91.77,66.105
"G",33.757,21.932,70,25.753,"Class3",45.162,"E",51.064,47.388,89.312,106.547
"D",41.105,58.053,36,41.845,"Class2",53.395,"X",14.959,83.515,12.818,20.631
"C",45.545,51.212,52,57.218,"Class1",33.834,"C",72.783,61.516,79.224,70.535
"B",35.465,14.617,68,34.544,"Class3",39.563,"G",54.966,24.475,69.066,82.13
"B",34.628,16.009,67,24.746,"Class3",48.057,"X",49.63,52.583,74.842,67.174
"Z",46.932,48.017,30,98.972,"Class2",77.347,"A",47.355,86.198,3.152,21.23
"C",70.334,51.033,56,44.286,"Class1",29.04,"C",23.23,67.378,84.348,20.593
"Z",49.049,41.666,34,37.969,"Class2",93.824,"A",22.631,79.743,9.753,16.269
"T",30.384,52.749,53,69.211,"Class1",27.533,"C",41.854,77.485,84.556,NA
"N",23.194,51.422,56,85.101,"Class1",31.314,"C",46.485,70.81,68.5,57.473
"T",46.149,50.429,51,34.568,"Class1",13.768,"P",13.137,19.648,84.298,49.902
"U",49.601,46.781,44,68.173,"Class2",85.539,"C",45.328,75.316,12.217,23.385
"D",50.533,53.73,42,37.042,"Class2",83.584,"C",37.522,78.419,15.769,25.501
"U",48.306,55.97,42,17.645,"Class2",96.315,"L",46.909,75.743,2.818,18.566
"U",48.32,50.366,44,3.01,"Class2",70.705,"X",47.686,86.924,4.941,23.571
"G",34.915,50.761,57,68.785,"Class1",-4.26,"C",42.048,57.321,69.827,81.515
"C",61.53,52.322,57,63.774,"Class1",37.636,"C",71.183,64.695,74.693,39.501
"O",35.811,5.809,61,19.672,"Class3",39.707,"G",NA,60.41,44.073,75.942
"D",48.842,70.793,44,46.181,"Class2",53.841,"L",32.305,88.876,15.791,27.141
"T",54.689,51.325,55,88.582,"Class1",-3.775,"P",28.479,59.54,82.971,57.872
"G",34.17,22.773,69,21.649,"Class3",67.737,"G",47.682,25.517,59.449,66.265
"C",57.845,50.543,53,63.196,"Class1",11.86,"X",75.598,95.39,78.356,55.797
"U",49.215,41.059,42,33.045,"Class2",86.827,"A",30.283,80.147,7.788,16.517
"T",16.205,52.341,51,85.508,"Class1",43.509,"I",10.921,92.899,74.622,37.94
"S",34.597,8.76,61,15.408,"Class3",50.453,"E",51.231,46.083,29.84,79.73
"T",40.864,52.319,53,69.935,"Class1",36.571,"I",46.551,85.073,83.307,15.225
"G",34.751,12.126,66,26.876,"Class3",36.649,"G",50.522,84.912,2.687,68.201
"A",35.062,19.589,71,6.844,"Class3",33.837,"R",57.512,63.266,52.165,71.299
"H",46.371,70.502,32,41.435,"Class2",69.13,"A",45.867,73.634,10.406,21.577
"N",47.265,25.554,28,9.837,"Class2",67.172,"X",29.272,84.609,3.638,22.153
"N",58.201,51.509,51,60.499,"Class1",24.654,"C",NA,85.617,92.435,115.551
"D",53.363,52.419,55,95.301,"Class1",-7.329,"P",20.759,97.329,73.188,110.073
"O",35.02,8.524,71,26.109,"Class3",44.729,"E",51.829,44.653,37.614,78.867
"C",38.302,51.236,54,51.647,"Class1",31.73,"C",6.94,10.364,71.082,57.447
"T",17.86,50.394,57,76.894,"Class1",35.345,"I",40.823,13.331,79.643,47.014
"T",68.268,51.317,51,97.031,"Class1",7.317,"I",13.382,40.807,91.955,63.951
"D",47.639,60.455,32,32.081,"Class2",54.695,"A",39.248,84.975,4.623,21.891
"N",44.321,29.605,35,56.949,"Class2",42.621,"A",25.657,74.368,7.49,19.342
"Z",44.364,60.609,43,29.064,"Class2",79.178,"L",23.803,82.733,10.39,23.155
"G",21.348,51.739,57,75.512,"Class1",10.08,"D",64.439,45.732,77.919,41.009
"G",34.339,5.491,65,27.341,"Class3",36.219,"E",51.493,38.693,25.114,74.283
"D",61.612,51.677,56,59.284,"Class1",23.023,"X",74.452,72.969,67.237,36.505
"G",34.496,15.564,64,19.024,"Class3",37.687,"E",48.901,36.294,32.178,65.482
"G",64.405,50.186,53,51.098,"Class1",37.624,"D",46.733,25.834,72.101,32.375
"N",45.641,62.076,39,31.594,"Class2",86.794,"L",27.717,79.553,9.419,20.805
"C",36.716,51.813,52,71.34,"Class1",14.108,"C",NA,68.404,90.038,60.936
"H",46.623,30.083,40,9.308,"Class2",52.307,"A",47.397,81.771,15.19,26.416
"S",34.391,16.209,67,13.771,"Class3",49.636,"L",55.453,85.355,82.114,77.761
"S",35.985,18.944,66,20.818,"Class3",53.477,"E",53.502,30.503,84.445,68.909
"U",49.146,40.411,36,84.723,"Class2",30.422,"Q",NA,76.672,14.578,20.621
"H",46.079,33.042,31,71.59,"Class2",35.626,"A",18.774,70.713,13.728,22.565
"O",35.131,19.65,60,27.92,"Class3",43.088,"G",53.366,74.622,76.689,70.711
"A",34.139,23.14,60,31.656,"Class3",48.625,"E",NA,85.97,63.477,76.489
"Z",45.371,62.721,30,52.843,"Class2",83.682,"L",32.919,88.162,8.141,22.183
"O",35.41,23.853,71,20.675,"Class3",48.061,"R",57.785,63.885,53.685,80.892
"G",33.7,12.447,71,24.026,"Class3",36.971,"R",55.715,91.851,67.242,74.833
"N",47.376,53.903,35,87.63,"Class2",87.878,"A",18.206,73.039,5.853,21.349
"O",36.565,14.963,62,25.401,"Class3",51.997,"E",50.725,59.214,29.584,68.763
"G",56.477,51.35,54,78.18,"Class1",29.44,"I",14.425,77.053,90.214,NA
"N",43.992,59.281,29,54.57,"Class2",70.895,"C",25.547,86.486,5.004,18.294
"H",47.79,51.217,39,43.787,"Class2",57.352,"A",17.114,73.281,3.432,20.691
"Z",41.767,56,34,51.708,"Class2",67.37,"L",NA,73.073,7.335,21.612
"C",61.155,51.883,53,68.255,"Class1",8.137,"I",23.744,7.614,72.642,NA
