"RWC1","UKL2","GOX3","MNK4","QJY5","YOF6","TKP7","Output3","LKO8","RGK9"
53.561,67.788,34.533,45.866,"J",52,55.174,"Class1",58.822,83.112
22.42,29.489,52.6,-0.316,"L",20,88.702,"Class2",24.876,51.804
40.335,32.843,31.37,26.882,"X",34,52.626,"Class3",12.492,46.539
33.734,21.291,71.527,79.89,"P",41,87.484,"Class2",23.939,72.354
14.454,37.406,48.927,89.952,"Q",17,85.85,"Class2",15.191,66.73
53.718,67.184,46.794,33.595,"U",51,38.574,"Class1",16.332,76.556
5.704,24.237,66.42,94.432,"K",26,86.493,"Class2",13.382,31.177
31.87,1.369,18.484,25.845,"K",37,57.785,"Class3",19.227,52.849
53.347,70.146,46.269,62.155,"T",54,28.279,"Class1",18.994,84.833
36.45,30.698,55.692,19.672,"K",16,86.32,"Class2",10.524,23.576
53.236,NA,6.985,50.462,"F",54,55.918,"Class1",22.347,76.847
50.266,16.658,25.956,36.889,"X",36,54.707,"Class3",11.423,43.286
53.923,27.964,22.732,36.445,"I",53,34.796,"Class1",53.344,80.339
43.449,47.662,37.109,32.249,"X",35,50.608,"Class3",17.629,58.347
30.787,30.016,49.593,68.435,"L",15,87.891,"Class2",18.188,67.456
53.707,70.777,32.892,41.648,"T",51,25.1,"Class1",23.244,83.233
53.795,59.891,26.397,45.382,"J",50,32.3,"Class1",50.766,88.895
21.177,29.313,83.074,48.481,"L",30,89.255,"Class2",17.528,82.23
35.433,-5.424,21.076,11.613,"K",34,52.262,"Class3",11.701,52.868
53.188,69.714,32.013,46.268,"U",51,26.626,"Class1",39,72.284
35.763,21.632,24.958,38.108,"K",34,55.737,"Class3",19.444,56.159
17.343,32.006,38.532,30.97,"P",35,85.701,"Class2",17.022,45.928
53.019,46.77,53.634,56.33,"U",50,35.448,"Class1",18.49,88.382
53.566,57.853,51.073,53.601,"F",NA,56.099,"Class1",17.538,83.326
53.183,76.5,36.162,59.99,"F",52,40.423,"Class1",52.62,86.285
53.336,66.752,37.412,44.921,"U",53,40.125,"Class1",56.447,84.048
18.829,40.539,72.752,91.294,"L",27,85.779,"Class2",21.824,30.559
51.366,NA,17.962,96.145,"K",37,63.974,"Class3",17.265,44.95
53.484,75.268,34.696,33.075,"I",57,7.733,"Class1",15.27,84.336
53.674,63.426,35.491,52.521,"F",57,27.976,"Class1",29.915,77.892
13.961,8.065,37.982,40.334,"K",18,83.571,"Class2",34.829,24.167
36.463,30.835,88.096,71.477,"Q",30,88.059,"Class2",31.183,52.419
53.819,56.251,52.292,32.089,"T",50,32.505,"Class1",35.861,77.281
27.38,NA,37.727,55.073,"Q",18,86.42,"Class2",31.21,70.238
8.243,31.494,57.205,27.968,"L",12,87.13,"Class2",12.811,51.292
19.136,9.155,27.903,5.158,"X",37,57.75,"Class3",19.068,50.078
4.381,45.942,48.294,27.34,"W",24,87.287,"Class2",26.884,50.079
12.78,38.31,76.373,44.694,"W",11,86.501,"Class2",13.236,53.942
22.815,8.692,28.705,85.879,"G",36,44.381,"Class3",17.221,51.051
53.362,69.016,48.175,36.219,"U",53,17.471,"Class1",32.975,87.1
30.292,32.573,69.331,60.271,"Q",33,85.932,"Class2",16.068,50.129
27.496,35.848,26.971,48.592,"K",36,51.121,"Class3",18.185,54.147
53.486,54.974,47.281,59.484,"I",56,22.716,"Class1",37.099,89.599
53.651,71.965,86.016,76.006,"J",53,19.626,"Class1",35.239,76.476
20.04,35.194,90.717,-6.965,"Q",24,85.784,"Class2",13.278,29.565
17.325,2.846,33.619,78.872,"L",18,86.181,"Class2",21.411,29.911
53.259,59.566,49.869,70.644,"J",55,56.318,"Class1",56.001,86.593
53.1,65.357,43.148,48.809,"T",52,43.214,"Class1",34.399,72.385
31.254,11.948,69.244,-5.475,"K",19,89.134,"Class2",8.495,64.392
39.501,-8.239,30.184,26.719,"X",36,53.266,"Class3",17.228,53.188
53.555,NA,67.543,62.898,"I",50,38.375,"Class1",52.483,83.992
28.567,33.341,40.999,68.469,"P",22,87.884,"Class2",25.704,33.843
24.354,7.234,52.646,66.12,"L",38,86.465,"Class2",32.516,32.256
53.571,59.599,40.505,52.655,"T",51,33.169,"Class1",34.595,77.005
6.806,35.852,48.596,81.773,"K",40,85.509,"Class2",21.913,65.759
47.258,35.868,22.762,69.63,"X",37,55.927,"Class3",13.647,50.798
53.708,73.7,56.451,45.901,"I",57,52.816,"Class1",15.336,74.869
53.829,72.746,51.125,70.823,"U",NA,39.032,"Class1",47.868,78.815
30.76,35.26,25.887,9.772,"R",37,52.554,"Class3",19.051,59.445
53.005,71.842,23.846,69.808,"U",52,41.486,"Class1",48.014,87.766
8.478,37.608,66.941,44.852,"Q",39,84.288,"Class2",29.996,52.534
53.988,56.925,59.658,56.57,"F",57,33.484,"Class1",19.023,85.986
19.555,21.238,21.856,42.527,"K",36,59.762,"Class3",11.981,48.355
41.366,31.564,31.062,9.373,"E",36,58.389,"Class3",14.737,52.752
29.532,46.027,18.427,49.3,"G",36,59.085,"Class3",14.871,50.849
11.454,24.106,49.731,64.384,"W",29,85.693,"Class2",9.477,64.511
18.358,42.502,30.718,45.359,"E",34,61.09,"Class3",17.896,53.516
25.154,25.345,35.579,67.732,"L",34,84.664,"Class2",23.123,82.093
19.631,NA,24.502,71.406,"G",35,52.703,"Class3",14.725,56.143
53.134,49.92,23.655,52.444,"J",51,6.439,"Class1",41.045,87.572
28.991,-4.182,27.503,77.714,"R",36,62.27,"Class3",18.747,59.268
8.267,28.872,107.662,30.415,"Q",10,87.367,"Class2",17.091,56.267
53.195,49.536,47.582,75.862,"U",55,52.16,"Class1",38.896,72.222
30.889,25.533,74.377,61.443,"P",29,86.738,"Class2",17.907,38.147
30.115,30.782,73.074,51.394,"K",16,87.209,"Class2",14.556,28.116
53.429,53.889,37.646,42.558,"U",50,8.693,"Class1",14.948,89.565
37.985,31.701,31.421,42.58,"K",35,61.394,"Class3",15.976,46.486
22.554,39.179,87.577,28.262,"K",14,85.844,"Class2",27.74,80.039
53.321,53.943,35.123,31.725,"T",56,46.137,"Class1",55.616,77.316
8.849,19.807,86.201,26.218,"K",12,88.938,"Class2",22.916,75.699
7.867,34.44,27.311,44.755,"W",27,86.315,"Class2",11.41,28.756
53.125,72.827,28.15,59.194,"T",55,26.212,"Class1",44.875,83.759
21.173,1.039,26.197,37.1,"R",35,54.586,"Class3",11.719,49.065
31.37,4.77,26.12,35.601,"K",35,60.759,"Class3",13.344,54.363
26.424,24.165,61.111,49.226,"W",24,87.511,"Class2",11.022,49.917
32.004,17.174,55.935,39.619,"W",16,90.187,"Class2",25.371,48.302
4.025,37.968,57.222,22.146,"K",37,87.59,"Class2",21.285,61.306
24.201,-18.793,27.825,72.828,"E",35,54.131,"Class3",13.707,43.313
33.138,14.121,21.7,-2.427,"G",37,61.113,"Class3",11.799,57.358
23.255,16.201,33.18,41.384,"K",37,62.265,"Class3",18.567,49.373
34.962,36.448,49.72,33.902,"Q",22,87.109,"Class2",8.482,22.621
26.165,12.589,37.874,45.907,"K",39,85.455,"Class2",31.028,49.274
38.864,33.047,36.53,-16.278,"G",35,51.425,"Class3",18.91,49.284
53.715,79.623,61.009,56.115,"F",54,29.476,"Class1",43.31,87.219
27.744,30.694,24.039,23.571,"P",23,85.939,"Class2",24.715,34.114
7.105,44.685,72.476,11.287,"K",11,85.831,"Class2",28.975,31.55
53.664,46.443,23.391,70.98,"I",52,36.967,"Class1",58.177,89.104
36.032,3.483,26.962,28.778,"G",35,56.917,"Class3",11.183,50.836
28.878,15.754,75.737,23.83,"L",28,88.092,"Class2",27.849,36.947
53.431,66.536,49.155,31.063,"T",52,33.12,"Class1",18.028,86.487
19.724,-11.803,82.668,26.177,"K",NA,86.119,"Class2",16.893,39.198
53.195,65.979,27.536,58.238,"T",52,38.585,"Class1",22.159,78.998
22.569,24.058,64.24,14.443,"W",10,86.969,"Class2",12.119,84.095
53.387,65.39,47.766,32.429,"U",55,53.232,"Class1",17.445,84.618
35.272,22.788,26.835,28.439,"R",34,55.723,"Class3",16.224,58.102
53.392,65.85,58.35,56.573,"F",55,52.948,"Class1",43.383,72.865
53.466,72.047,35.642,40.151,"U",52,67.349,"Class1",44.98,79.86
24.411,38.572,57.57,20.237,"P",41,85.986,"Class2",29.759,55.639
24.513,NA,24.161,3.398,"X",34,53.944,"Class3",14.635,50.22
40.586,31.366,35.261,25.594,"K",37,55.191,"Class3",19.351,51.004
13.569,28.082,69.762,23.617,"W",32,87.472,"Class2",23.94,72.354
10.745,23.035,109.326,46.593,"W",17,87.618,"Class2",7.167,35.745
53.885,62.173,71.91,62.836,"U",50,21.319,"Class1",17.05,84.037
27.413,35.632,58.138,-11.819,"K",29,87.628,"Class2",11.985,38.238
36.595,13.522,32.708,33.989,"G",34,57.472,"Class3",12.576,50.497
45.312,22.685,24.672,37.737,"K",35,53.889,"Class3",16.107,58.661
53.584,75.084,18.788,67.509,"F",52,49.993,"Class1",38.216,81.474
53.835,45.95,40.992,71.232,"T",54,38.992,"Class1",32.602,82.918
40.359,21.264,19.274,80.321,"E",36,52.563,"Class3",13.589,45.67
31.749,53.176,14.317,10.276,"K",34,47.614,"Class3",18.533,43.866
11.832,16.323,81.531,68.523,"L",29,88.269,"Class2",13.369,43.071
35.011,19.988,23.043,51.771,"X",37,54.651,"Class3",19.306,56.687
53.429,63.664,34.056,47.743,"J",51,11.962,"Class1",57.352,84.236
35.531,57.141,17.859,-18.827,"E",37,56.214,"Class3",15.582,59.928
9.893,27.449,80.459,64.334,"W",10,86.034,"Class2",22.11,57.064
53.067,58.683,53.659,38.911,"U",50,40.776,"Class1",34.053,78.109
48.488,NA,30.471,14.664,"G",34,66.374,"Class3",14.837,59.924
35.332,5.818,63.232,56.182,"L",33,83.27,"Class2",25.113,51.996
9.093,23.626,77.084,65.311,"K",NA,87.314,"Class2",12.546,30.065
53.353,49.778,16.693,66.112,"I",55,31.181,"Class1",50.257,75.83
28.942,48.343,50.108,-3.113,"W",20,87.151,"Class2",18.547,48.663
53.848,71.93,59.275,53.567,"J",56,47.114,"Class1",34.435,78.623
53.962,NA,55.761,53.852,"I",50,47.974,"Class1",40.419,77.897
34.596,32.517,23.862,33.9,"X",36,56.615,"Class3",14.725,50.463
19.262,NA,42.316,47.528,"K",38,86.91,"Class2",27.27,31.798
36.833,26.86,25.974,19.135,"R",36,63.343,"Class3",12.48,46.358
20.117,31.099,55.693,19.568,"K",NA,87.817,"Class2",18.064,83.426
34.536,13.037,22.297,34.842,"R",34,63.887,"Class3",11.895,56.493
48.619,55.004,47.18,66.385,"R",37,46.505,"Class3",16.763,53.281
45.845,37.227,25.478,54.951,"X",36,61.669,"Class3",15.976,45.977
18.025,19.914,11.617,49.092,"G",NA,58.176,"Class3",13.307,55.987
16.9,30.023,99.703,92.983,"P",31,86.095,"Class2",26.283,84.962
53.98,NA,24.556,56.363,"T",52,42.96,"Class1",45.492,86.319
32.612,23.34,84.219,30.252,"K",13,85.92,"Class2",10.278,58.768
19.972,15.412,20.839,43.217,"R",35,58.792,"Class3",13.579,54.887
9.224,35.593,75.031,22.959,"L",33,87.017,"Class2",22.923,58.934
13.277,32.679,86.279,45.493,"W",26,87.975,"Class2",30.264,23.052
9.314,31.868,94.785,82.649,"P",18,86.48,"Class2",20.814,80.713
53.838,58.342,77.784,39.901,"U",54,47.331,"Class1",58.085,73.984
36.431,18.413,32.528,65.4,"K",34,53.448,"Class3",14.952,49.87
25.913,25.617,31.125,55.832,"E",37,53.546,"Class3",18.294,52.722
53.173,69.75,36.435,44.08,"U",51,59.491,"Class1",16.371,74.082
53.838,45.65,66.348,55.956,"F",57,64.099,"Class1",20.942,82.313
21.171,34.194,63.08,39.538,"P",40,85.75,"Class2",30.087,56.659
12.192,32.695,50.62,22.192,"L",25,87.111,"Class2",33.128,74.252
27.581,NA,29.079,29.24,"G",34,63.356,"Class3",17.649,48.649
28.99,NA,32.139,9.975,"G",37,49.006,"Class3",18.597,55.989
23.663,32.192,59.652,-8.893,"K",32,89.077,"Class2",33.715,75.033
53.185,65.036,31.552,48.977,"T",50,44.56,"Class1",57.909,86.04
53.011,73.39,31.355,48.262,"I",57,51.971,"Class1",48.425,73.196
21.849,8.261,26.247,30.275,"X",37,55.77,"Class3",13.318,55.932
44.677,23.271,18.518,22.677,"K",36,54.879,"Class3",14.265,51.882
53.203,60.429,31.111,25.862,"T",55,37.707,"Class1",24.262,75.604
53.944,51.457,55.782,42.884,"F",55,42.123,"Class1",47.923,74.669
25.714,29.875,91.593,70.456,"K",10,86.03,"Class2",13.218,50.8
9.94,35.984,31.768,56.167,"P",23,89.141,"Class2",31.939,39.094
28.305,33.46,81.1,25.034,"K",27,89.638,"Class2",16.718,56.685
53.771,62.141,32.555,42.518,"T",55,22.594,"Class1",57.365,87.391
18.725,13.009,71.408,47.031,"W",35,85.859,"Class2",10.584,38.598
35.599,50.46,67.435,70.419,"L",25,87.431,"Class2",32.381,48.26
53.683,73.979,47.596,66.766,"F",53,49.772,"Class1",40.067,84.235
53.525,68.174,33.825,45.767,"F",55,34.24,"Class1",20.255,81.6
7.834,43.649,61.29,53.665,"W",16,87.863,"Class2",20.645,80.122
53.412,57.986,56.808,51.193,"I",55,39.499,"Class1",39.506,81.533
43.608,24.891,27.551,66.139,"R",35,56.209,"Class3",17.556,44.171
53.148,63.122,42.409,46.413,"I",52,23.81,"Class1",54.043,83.106
18.781,3.786,28.867,-1.818,"X",37,57.142,"Class3",18.516,57.47
25.182,22.237,109.789,31.025,"W",41,89.779,"Class2",34.216,42.931
53.478,31.575,63.147,49.905,"F",57,35.234,"Class1",16.218,88.563
33.168,NA,28.819,24.33,"R",34,58.429,"Class3",12.623,51.921
11.484,47.257,79.73,57.266,"L",19,88.066,"Class2",13.846,50.317
53.033,67.748,33.98,52.213,"J",50,8.401,"Class1",15.018,73.494
31.581,28.88,91.688,37.116,"P",21,88.193,"Class2",32.977,45.734
26.281,19.91,35.03,20.925,"K",36,54.502,"Class3",17.972,55.709
18.259,37.562,33.356,40.067,"W",12,86.231,"Class2",22.484,33.212
53.151,72.12,26.329,58.608,"I",52,50.483,"Class1",47.41,85.047
8.36,22.467,97.646,24.639,"Q",15,87.459,"Class2",21.304,45.154
53.722,50.692,26.36,56.323,"T",50,52.854,"Class1",15.76,82.982
24.923,22.711,19.165,13.647,"R",34,62.417,"Class3",12.235,43.855
30.647,35.894,54.543,42.636,"Q",12,86.521,"Class2",7.853,39.15
53.174,63.742,49.688,36.661,"J",56,13.341,"Class1",40.945,75.271
53.925,69.586,40.62,55.21,"F",51,19.453,"Class1",35.825,86.805
21.395,23.534,104.217,18.507,"K",14,85.713,"Class2",16.615,76.58
53.82,53.821,40.195,71.036,"F",53,8.309,"Class1",51.211,79.364
29.112,27.873,38.964,60.227,"P",30,87.699,"Class2",33.797,22.286
14.603,35.618,46.243,60.234,"W",23,84.337,"Class2",19.934,74.457
32.784,33.992,60.835,-15.118,"L",11,87.645,"Class2",21.238,83.12
34.67,17.218,29.666,21.991,"X",37,58.021,"Class3",19.68,58.363
53.614,49.518,57.479,56.308,"T",50,33.922,"Class1",43.332,80.004
53.781,59.614,50.748,62.495,"I",50,65.13,"Class1",49.56,91.924
21.077,14.58,25.624,44.343,"E",36,48.007,"Class3",19.468,45.347
47.147,15.667,35.147,36.258,"G",NA,54.596,"Class3",11.215,45.713
25.096,34.552,26.574,-0.579,"K",37,55.578,"Class3",19.923,49.936
53.731,67.558,26.406,46.253,"T",54,36.243,"Class1",48.129,89.881
43.685,14.564,26.151,18.919,"K",35,54.93,"Class3",11.615,43.253
9.497,11.785,72.288,58.781,"L",14,87.501,"Class2",30.454,70.949
53.402,54.06,29.578,54.933,"U",50,26.157,"Class1",56.744,88.777
53.487,78.729,41.359,35.606,"T",50,16.529,"Class1",37.587,87.476
53.063,60.165,43.511,40.536,"I",56,44.149,"Class1",23.668,81.288
46.673,20.712,20.403,38.415,"R",NA,54.181,"Class3",18.303,46.979
53.509,51.213,53.001,54.961,"F",53,25.598,"Class1",35.202,75.059
33.145,27.674,58.078,61.678,"Q",33,87.153,"Class2",19.441,55.368
33.931,20.485,27.373,29.013,"G",37,50.367,"Class3",14.16,50.232
20.046,23.543,58.134,88.318,"P",39,86.917,"Class2",32.016,81.609
11.097,15.224,71.542,12.129,"P",35,87.759,"Class2",23.254,23.866
46.817,17.066,21.693,68.213,"R",36,54.751,"Class3",11.6,53.906
53.297,65.346,40.119,66.138,"I",50,29.403,"Class1",19.423,81.287
20.015,45.114,54.477,33.268,"Q",29,85.884,"Class2",17.647,81.594
35.128,30.079,69.888,13.942,"L",16,87.053,"Class2",23.525,27.465
49.542,15.135,38.214,14.567,"X",35,60.177,"Class3",18.799,51.91
53.086,54.346,39.944,37.831,"T",52,33.034,"Class1",54.826,84.315
53.014,75.71,28.565,60.955,"J",53,36.963,"Class1",39.474,85.298
30.435,6.692,15.584,44.287,"X",36,55.092,"Class3",19.831,59.696
30.928,9.017,27.853,32.423,"R",36,48.93,"Class3",12.452,58.98
41.075,9.733,22.174,24.068,"X",35,56.747,"Class3",16.948,46.351
25.158,31.458,60.328,18.657,"L",33,86.142,"Class2",27.418,43.878
11.047,44.972,60.133,16.717,"W",18,85.302,"Class2",12,57.655
50.479,22.534,30.216,55.605,"E",37,62.943,"Class3",16.7,57.788
52.133,17.559,21.894,77.594,"X",35,55.035,"Class3",19.53,44.199
31.451,24.681,51.203,16.027,"P",NA,85.972,"Class2",22.481,36.3
46.618,0.011,28.987,-0.522,"X",NA,55.862,"Class3",16.77,46.086
53.561,75.804,54.658,36.605,"U",55,75.977,"Class1",50.304,75.526
53.594,NA,51.828,59.75,"I",54,15.206,"Class1",35.63,85.342
40.354,23.171,18.03,88.203,"X",34,53.601,"Class3",17.537,54.769
34.238,29.122,91.374,62.033,"P",33,88.83,"Class2",8.015,29.583
27.804,29.723,77.337,17.861,"Q",39,87.944,"Class2",10.554,25.787
21.011,NA,24.555,26.11,"X",34,54.221,"Class3",12.304,46.475
19.023,45.458,80.061,31.224,"Q",11,85.894,"Class2",28.047,83.225
44.428,47.403,19.407,12.092,"K",37,54.353,"Class3",17.472,49.689
40.156,28.805,39.074,30.257,"R",34,52.871,"Class3",19.188,59.749
14.916,38.381,70.619,51.815,"Q",34,87.162,"Class2",16.65,30.987
53.068,65.569,47.453,29.716,"J",56,15.94,"Class1",56.117,75.67
53.43,62.57,61.57,51.492,"I",50,51.184,"Class1",14.826,91.642
53.52,64.239,50.827,20.782,"T",56,20.159,"Class1",40.047,91.121
4.064,53.948,94.234,47.702,"W",NA,89.392,"Class2",18.535,77.503
49.458,2.292,20.706,33.705,"K",37,55.777,"Class3",11.473,50.595
30.925,33.721,52.804,41.688,"K",15,88.416,"Class2",32.531,24.287
43.591,-6.311,29.035,63.562,"K",36,59.052,"Class3",16.702,59.101
53.36,61.12,52.491,47.171,"U",50,23.513,"Class1",41.802,83.339
53.678,61.208,25.575,48.547,"T",51,17.645,"Class1",52.752,75.811
53.416,55.246,60.618,41.91,"I",51,33.875,"Class1",26.886,80.675
27.748,31.923,81.977,70.123,"Q",37,85.922,"Class2",11.769,67.397
34.498,-5.784,36.315,23.247,"E",36,66.69,"Class3",18.971,46.273
53.811,54.18,65.823,52.003,"T",52,38.956,"Class1",59.228,82.535
18.274,25.051,82.771,6.617,"K",14,86.446,"Class2",25.539,54.93
17.577,53.107,44.673,48.371,"L",12,87.292,"Class2",13.432,70.85
28.342,23.083,29.422,43.71,"R",36,62.466,"Class3",13.617,51.008
53.419,53.12,49.545,51.274,"J",52,33.205,"Class1",51.495,74.478
35.557,27.646,91.076,5.281,"P",30,85.241,"Class2",17.69,68.842
53.232,61.445,42.892,47.767,"F",56,38.105,"Class1",49.035,86.772
4.518,38.993,92.126,74.978,"P",NA,86.457,"Class2",27.372,77.191
46.052,23.627,15.924,66.716,"X",34,56.854,"Class3",15.623,51.794
47.661,13.037,24.151,37.525,"G",37,58.706,"Class3",16.405,45.876
33.906,18.652,71.127,74.704,"Q",39,88.42,"Class2",21.867,62.644
53.836,54.333,55.374,57.69,"I",50,40.464,"Class1",54.314,74.697
53.393,69.946,21.86,46.637,"T",51,0.311,"Class1",40.17,80.11
53.211,70.912,35.507,39.969,"T",52,15.59,"Class1",16.42,75.284
42.36,68.01,23.38,67.734,"X",NA,50.564,"Class3",14.645,56.047
30.624,NA,90.492,36.917,"L",27,88.341,"Class2",11.666,36.285
21.312,38.859,70.856,25.365,"K",38,86.389,"Class2",23.505,82.606
19.157,18.41,66.213,26.316,"Q",14,89.413,"Class2",7.622,30.292
28.565,NA,32.81,45.671,"K",35,61.984,"Class3",12.182,51.452
19.866,NA,104.494,76.347,"Q",25,87.31,"Class2",21.306,27.02
7.359,38.337,59.672,62.489,"W",20,86.727,"Class2",25.008,61.797
53.876,63.239,67.534,61.064,"T",50,20.254,"Class1",15.974,80.193
53.894,67.792,21.908,58.171,"U",52,20.064,"Class1",40.85,88.61
53.575,62.35,39.413,54.745,"U",51,37.954,"Class1",24.008,73.316
51.444,0.016,34.741,6.633,"E",35,58.585,"Class3",12.063,49.262
53.038,76.846,40.757,45.742,"U",52,39.35,"Class1",31.852,74.838
17.34,17.676,70.991,13.323,"Q",37,89.381,"Class2",24.194,30.564
53.88,55.463,76.083,62.965,"T",57,27.809,"Class1",46.714,78.888
53.133,67.385,38.977,60.237,"U",57,25.382,"Class1",20.566,86.772
23.2,29.482,24.535,44.299,"R",35,43.387,"Class3",13.277,58.952
30.149,9.956,18.33,41.758,"E",34,51.848,"Class3",18.002,54.498
50.251,34.559,24.192,31.501,"X",35,52.327,"Class3",18.505,56.194
53.356,74.573,58.788,48.358,"U",52,29.786,"Class1",17.281,74.99
46.392,10.761,26.204,15.202,"K",37,60.528,"Class3",12.77,45.022
34.956,25.938,47.321,4.777,"Q",26,85.82,"Class2",11.788,78.202
10.929,33.916,50.071,56.048,"P",14,83.612,"Class2",22.227,38.238
53.697,64.208,58.686,40.259,"F",53,30.909,"Class1",36.971,79.147
53.799,47.982,37.359,37.115,"F",52,25.55,"Class1",58.075,85.573
53.321,55.834,49.588,37.121,"J",53,48.903,"Class1",36.122,76.045
31.215,NA,52.068,50.621,"L",39,88.654,"Class2",21.472,25.643
11.943,26.813,83.151,43.203,"K",34,88.865,"Class2",11.932,49.645
53.825,NA,40.644,47.205,"U",55,46.798,"Class1",18.492,73.392
20.808,NA,56.996,76.319,"P",34,82.449,"Class2",31.702,50.182
53.921,62.108,44.389,44.908,"F",56,51.198,"Class1",32.665,82.082
53.994,54.296,34.929,45.775,"T",51,1.158,"Class1",16.336,89.598
28.644,24.593,48.949,-2.752,"K",17,87.169,"Class2",27.902,43.471
8.834,36.044,62.11,-6.229,"L",41,86.78,"Class2",24.354,26.289
53.093,64.699,40.873,64.493,"I",57,32.222,"Class1",52.952,73.408
53.323,58.918,58.103,33.771,"I",53,47.773,"Class1",58.652,88.405
53.497,45.517,20.228,36.796,"U",50,42.152,"Class1",24.46,76.312
39.632,8.553,12.661,49.235,"X",34,51.64,"Class3",15.04,48.786
24.688,-15.21,30.823,50.91,"R",36,57.422,"Class3",17.532,46.69
53.729,67.261,19.017,75.553,"F",56,19.234,"Class1",24.377,80.891
10.091,17.146,59.606,73.281,"K",30,87.829,"Class2",34.91,70.016
28.096,38.209,62.042,60.827,"L",19,88.056,"Class2",34.698,50.401
53.628,64.661,61.854,68.77,"F",51,17.612,"Class1",45.047,80.362
7.079,22.828,42.508,17.392,"P",16,88.652,"Class2",30.954,65.244
25.892,34.067,66.835,53.143,"P",37,84.503,"Class2",13.782,62.037
23.779,42.181,73.628,29.303,"K",17,89.111,"Class2",31.066,35.002
53.032,60.86,55.515,46.319,"J",57,18.956,"Class1",18.13,87.424
35.745,NA,36.779,41.805,"K",36,64.565,"Class3",11.944,51.914
23.207,23.949,72.076,16.308,"L",31,88.976,"Class2",19.398,64.088
53.18,63.351,92.966,52.584,"T",54,44.54,"Class1",45.358,84.377
53.587,77.556,62.696,63.245,"T",53,27.332,"Class1",28.217,85.808
28.675,41.069,31.742,47.341,"G",36,58.675,"Class3",11.378,48.847
53.297,61.566,56.911,54.422,"F",54,33.318,"Class1",54.015,75.79
53.315,64.355,37.387,47.091,"U",50,45.256,"Class1",44.313,79.099
53.313,49.303,47.781,67.059,"U",54,40.368,"Class1",46.317,88.389
50.306,38.038,17.098,75.266,"R",36,52.754,"Class3",11.826,57.219
33.712,13.463,23.917,14.994,"G",37,53.905,"Class3",11.638,56.862
25.483,27.056,71.036,93.554,"W",31,81.755,"Class2",12.898,77.07
36.303,19.867,69.004,38.247,"P",27,87.226,"Class2",33.567,57.669
33.594,23.872,61.921,20.409,"Q",41,87.282,"Class2",14.871,64.534
53.67,76.208,63.408,64.142,"T",52,20.975,"Class1",39.268,75.657
53.411,44.338,45.23,41.276,"U",57,41.076,"Class1",29.193,79.889
26.561,29.368,30.248,42.059,"E",34,61.184,"Class3",13.55,59.179
53.134,69.74,26.956,45.09,"U",50,56.288,"Class1",16.778,79.156
15.149,32.711,59.674,53.296,"W",39,85.313,"Class2",25.615,56.518
53.867,74.237,44.843,47.293,"F",54,49.922,"Class1",42.797,91.497
21.404,-7.882,15.772,24.913,"K",37,59.265,"Class3",13.848,59.078
53.852,74.58,51.706,33.876,"T",55,37.232,"Class1",39.234,76.724
35.251,25.674,93.302,12.544,"P",34,86.596,"Class2",12.024,46.927
53.884,NA,38.558,43.627,"T",55,34.995,"Class1",50.976,91.739
50.12,32.962,27.001,33.01,"R",35,60.194,"Class3",11.825,50.595
52.644,17.546,26.225,62.535,"E",35,48.268,"Class3",17.657,50.632
46.254,14.331,14.509,63.326,"K",36,58.304,"Class3",14.675,44.75
53.901,81.729,46.104,62.642,"T",54,46.768,"Class1",24.84,73.269
53.222,61.983,60.703,41.978,"U",50,56.855,"Class1",41.823,83.254
34.48,16.882,30.61,15.011,"E",36,57.108,"Class3",12.243,43.272
53.928,74.472,59.437,64.75,"F",54,24.016,"Class1",14.419,81.444
46.741,4.436,33.43,66.636,"E",36,59.213,"Class3",11.67,45.727
53.527,80.475,32.47,69.038,"T",54,40.326,"Class1",43.094,74.969
22.576,-2.2,24.003,69.071,"G",35,59.859,"Class3",17.007,53.215
34.128,47.503,34.503,34.136,"E",36,55.335,"Class3",14.281,55.796
53.997,79.811,51.751,55.477,"I",54,42.985,"Class1",33.819,78.969
53.497,52.564,13.359,53.305,"T",51,45.941,"Class1",29.634,91.299
15.59,27.175,53.872,62.394,"Q",NA,84.929,"Class2",16.597,38.636
53.123,75.114,27.993,39.814,"J",51,8.075,"Class1",44.957,91.057
36.076,21.482,99.105,21.307,"P",39,86.67,"Class2",34.094,59.073
21.95,30.109,66.031,-1.163,"L",26,85.248,"Class2",14.846,40.845
19.788,-8.929,36.12,14.728,"K",NA,60.573,"Class3",12.545,49.923
53.701,57.986,48.055,55.853,"F",52,33.364,"Class1",51.344,87.504
25.596,25.199,39.807,10.489,"W",11,86.067,"Class2",22.535,32.964
53.639,57.418,38.638,73.861,"T",51,38.232,"Class1",33.328,85.704
28.761,19.352,52.041,57.349,"L",20,87.401,"Class2",30.349,46.058
53.615,57.782,37.664,56.711,"F",NA,50.823,"Class1",34.649,91.963
34.668,25.739,20.414,12.524,"E",36,55.157,"Class3",12.04,53.558
53.507,72.651,21.548,86.402,"T",54,37.184,"Class1",18.056,85.771
49.373,24.134,27.355,28.762,"G",37,58.138,"Class3",14.986,47.594
23.064,37.565,69.622,28.414,"W",16,86.069,"Class2",33.564,86.767
53.465,56.47,34.528,43.056,"U",52,48.461,"Class1",18.59,86.481
16.966,39.884,69.066,29.105,"W",29,89.065,"Class2",26.078,49.537
13.927,38.282,81.423,10.795,"W",17,86.1,"Class2",32.076,66.046
