"QWE1","UFS2","XRO3","RPX4","QFI5","IBH6","RUJ7","GBR8","GWJ9","Output10","AZU10","GOC11"
90.209,"I","O",21.532,57.296,45.224,63.096,70.304,33,"Class2",25.992,81
93.365,"A","F",85.666,45.701,43.92,41.928,13.357,34,"Class3",59.548,22
61.06,"L","S",26.621,23.881,39.026,40.3,59.584,36,"Class1",26.239,66
15.257,"Z","N",64.186,63.623,53.37,71.387,45.893,35,"Class2",58.36,86
49.42,"L","P",31.141,33.716,21.076,51.405,82.674,49,"Class1",48.658,96
20.568,"F","K",32.691,17.517,46.331,52.357,29.997,35,"Class1",51.339,83
45.266,"L","S",28.44,33.485,31.901,11.383,59.47,30,"Class1",52.088,93
80.683,"R","J",56.636,58.012,47.327,44.499,17.952,88,"Class3",60.514,38
40.533,"I","N",53.635,64.01,52.091,54.654,53.248,38,"Class2",60.994,94
82.117,"I","Y",21.434,62.683,55.64,74.937,20.433,40,"Class2",39.579,93
45.817,"B","C",32.123,35.204,31.338,34.271,77.4,48,"Class1",49.033,85
81.737,"F","Q",22.657,56.226,62.152,94.312,80.158,42,"Class2",75.304,94
50.469,"F","P",32.031,29.185,41.408,48.441,81.443,28,"Class1",39.205,80
49.628,"B","P",33.194,44.329,17.475,18.825,83.256,39,"Class1",44.673,NA
62.14,"L","R",70.918,44.379,79.886,43.56,21.033,41,"Class3",54.222,50
57.135,"B","P",33.719,29.452,44.572,24.072,51.808,46,"Class1",38.824,85
52.102,"B","Z",35.432,31.462,37.733,3.823,67.969,34,"Class1",42.029,89
36.918,"A","U",47.534,55.166,33.886,43.607,26.472,41,"Class3",61.481,43
82.94,"T","Q",21.1,58.655,80.145,70.797,59.871,37,"Class2",44.523,86
20.61,"F","N",46.832,63.481,61.11,83.757,91.668,41,"Class2",58.032,NA
44.356,"Q","Z",27.114,42.106,37.911,69.872,31.353,31,"Class1",43.78,82
49.151,"B","F",65.462,55.857,26.997,45.875,12.184,65,"Class3",64.367,11
83.855,"M","F",51.893,49.483,66.314,44.633,30.003,14,"Class3",65.047,14
38.518,"M","R",74.1,51.243,65.207,46.519,18.849,78,"Class3",71.521,47
51.929,"B","S",33.975,38.234,33.395,38.465,34.762,52,"Class1",39.681,80
20.84,"Z","S",33.767,63.874,45.123,63.854,80.617,44,"Class2",56.492,90
52.915,"Q","K",26.783,21.709,34.139,127.959,47.366,51,"Class1",49.439,76
80.803,"M","F",60.227,52.902,52.284,39.702,28.509,10,"Class3",57.825,30
81.15,"R","P",73.233,48.54,52.809,50.125,40.839,32,"Class3",52.982,27
30.502,"A","F",53.596,52.339,69.548,47.564,26.298,73,"Class3",73.015,52
85.97,"A","R",71.86,56.203,41.507,46.706,10.416,88,"Class3",52.916,39
82.05,"L","N",43.453,62.413,43.83,62.51,70.755,33,"Class2",41.063,86
88.24,"L","N",26.207,53.217,67.259,5.596,19.043,41,"Class2",48.795,87
70.875,"M","P",66.86,47.058,-6.827,44.778,36.019,72,"Class3",58.26,29
33.501,"L","K",29.424,28.076,28.459,50.058,54.967,42,"Class1",44.936,89
84.618,"M","F",55.423,54.938,52.186,44.584,7.776,31,"Class3",51.105,33
73.442,"A","J",47.555,42.148,18.175,45.773,7.969,43,"Class3",60.283,12
25.27,"Q","P",29.742,29.657,49.053,29.221,31.562,47,"Class1",44.665,72
48.575,"Q","Z",30.586,35.364,28.63,36.854,66.895,52,"Class1",35.314,76
33.225,"A","F",66.622,50.22,73.334,43.704,41.498,67,"Class3",68.537,28
77.107,"M","F",79.185,64.471,30.103,46.374,22.694,23,"Class3",48.903,59
17.095,"I","Y",60.367,59.843,51.014,68.364,3.74,44,"Class2",50.598,79
30.449,"Z","N",34.354,64.386,45.213,74.04,47.289,44,"Class2",28.489,93
46.429,"Q","C",36.392,21.611,29.785,42.537,43.841,36,"Class1",44.364,81
34.575,"F","S",27.858,36.675,36.366,101.783,45.241,35,"Class1",55.421,79
32.957,"B","P",35.692,32.836,24.293,30.507,62.107,56,"Class1",35.797,73
86.439,"F","S",29.752,58.706,70.672,80.457,38.873,43,"Class2",51.837,NA
58.236,"B","J",68.978,54.297,70.367,47.745,15.408,41,"Class3",70.151,34
30.014,"B","C",36.777,31.123,13.781,57.129,62.364,40,"Class1",33.99,68
58.603,"M","P",49.816,48.038,83.941,45.437,18.699,90,"Class3",62.461,52
NA,"A","F",52.374,67.791,70.235,47.244,10.666,14,"Class3",56.346,21
58.011,"R","F",58.103,53.561,53.748,44.912,11.881,49,"Class3",61.84,48
47.676,"L","C",30.177,24.179,37.694,63.97,77.157,50,"Class1",44.138,96
15.003,"L","O",74.679,65.235,48.508,53.222,19.721,39,"Class2",58.704,82
58.688,"M","F",59.286,51.732,40.636,44.779,27.278,42,"Class3",59.186,40
10.174,"Z","O",53.45,57.373,48.943,65.244,31.944,37,"Class2",67.432,93
32.269,"B","P",34.405,24.94,32.273,51.859,48.952,31,"Class1",46.735,66
53.209,"B","Z",34.473,19.964,32.474,11.86,85.378,28,"Class1",51.31,95
27.657,"V","P",34.335,23.261,16.182,52.153,45.242,33,"Class1",31.036,82
90.906,"B","P",55.442,55.564,4.471,44.328,39.857,57,"Class3",66.777,27
67.519,"B","P",48.136,56.662,6.58,45.172,28.67,77,"Class3",54.254,63
50.803,"M","P",65.647,49.284,46.424,41.399,32.445,52,"Class3",70.417,63
35.556,"L","S",31.193,39.601,40.369,49.792,69.81,37,"Class1",49.131,82
43.559,"R","F",60.352,45.689,80.456,47.504,29.014,17,"Class3",61.028,20
47.416,"L","O",71.606,64.499,50.109,74.504,79.349,42,"Class2",84.545,86
54.554,"V","Z",30.61,20.932,39.374,79.987,37.268,41,"Class1",36.499,87
63.87,"T","N",39.291,63.618,66.768,49.984,6.563,37,"Class2",58.941,NA
47.056,"Q","C",33.592,32.944,29.74,-6.071,29.028,29,"Class1",40.24,81
41.2,"V","S",26.513,13.594,20.047,1.828,47.194,35,"Class1",43.571,96
39.34,"F","N",25.467,55.991,48.565,19.502,44.421,34,"Class2",62.16,94
45.623,"B","P",69.682,59.731,1.784,48.247,30.363,42,"Class3",51.83,28
NA,"B","C",31.352,21.369,35.041,65.293,29.775,29,"Class1",53.111,86
53.819,"A","U",49.2,59.762,27.632,43.26,5.432,20,"Class3",55.71,58
22.12,"T","Q",42.933,64.265,34.078,85.276,92.113,43,"Class2",39.99,79
48.055,"V","K",29.861,26.309,40.772,38.59,31.846,53,"Class1",43.214,80
47.885,"A","U",64.929,51.787,56.334,42.924,34.014,59,"Class3",63.944,NA
71.563,"Z","N",21.512,58.964,62.075,53.66,80.334,43,"Class2",26.571,79
37.99,"V","P",36.164,13.931,32.125,23.332,77.173,41,"Class1",46.671,94
19.026,"Z","S",65.066,62.252,60.521,68.289,68.389,34,"Class2",60.852,84
32.861,"R","J",63.71,54.486,31.642,48.27,37.05,53,"Class3",64.934,7
24.694,"V","C",32.829,13.029,35.031,64.824,50.508,31,"Class1",48.215,73
46.78,"F","K",30.557,32.525,35.398,40.132,43.741,51,"Class1",35.491,78
44.87,"M","J",54.685,53.515,75.849,42.805,18.072,77,"Class3",62.304,13
28.646,"L","Y",29.99,63.506,53.686,117.525,85.41,42,"Class2",54.501,91
92.758,"L","J",60.958,55.337,64.535,50.897,11.261,9,"Class3",59.18,41
39.374,"Z","Q",66.656,59.442,48.819,72.224,34.259,36,"Class2",40.72,83
17.521,"L","S",41.929,64.083,36.133,48.298,69.47,37,"Class2",65.154,86
NA,"M","J",48.024,59.72,52.836,44.518,40.94,60,"Class3",59.506,49
47.67,"T","Y",26.407,58.11,54.541,59.845,69.172,44,"Class2",72.958,86
39.595,"V","Z",26.031,22.768,19.061,42.008,81.62,45,"Class1",48.108,92
50.476,"V","Z",33.393,41.457,24.891,70.661,28.344,42,"Class1",54.462,94
71.75,"M","J",72.307,47.18,66.686,49.158,25.217,49,"Class3",67.18,43
57.185,"V","C",30.783,20.955,15.629,118.931,44.136,53,"Class1",46.323,76
29.462,"F","K",32.123,17.045,19.203,66.083,75.55,55,"Class1",30.374,NA
73.737,"L","Y",42.377,55.449,66.363,21.355,74.84,33,"Class2",72.689,81
45.726,"I","Y",50.81,60.744,52.126,39.719,68.102,43,"Class2",40.505,91
58.341,"Q","Z",30.111,11.219,45.724,91.611,36.12,45,"Class1",50.199,70
67.253,"B","P",56.048,57.675,86.818,47.883,15.895,71,"Class3",68.417,37
64.558,"M","U",75.097,59.288,76.518,43.197,37.568,9,"Class3",63.961,53
32.476,"L","P",52.954,46.87,51.56,41.867,27.424,46,"Class3",69.973,15
16.202,"I","O",67.758,57.147,42.636,65.266,40.607,44,"Class2",64.659,NA
NA,"F","P",28.598,21.269,32.855,44.022,30.857,55,"Class1",46.862,73
58.437,"M","U",80.043,53.178,9.559,44.062,36.391,32,"Class3",70.237,16
45.728,"L","Z",33.523,7.261,26.073,80.294,59.94,28,"Class1",44.717,93
57.517,"F","C",28.791,19.583,27.182,63.232,31.916,44,"Class1",47.995,70
83.156,"L","Q",57.951,59.608,48.662,30.363,47.827,36,"Class2",66.059,86
46.459,"F","Z",33.48,17.817,29.724,60.783,66.214,36,"Class1",37.366,92
47.962,"V","K",31.117,11.883,32.343,50.661,68.838,51,"Class1",49.355,93
24.396,"L","K",31.692,24.58,35.398,95.347,77.108,43,"Class1",37.721,67
48.213,"Q","C",30.243,32.98,25.443,94.546,59.238,46,"Class1",35.313,70
87.483,"M","P",75.653,39.778,56.231,45.924,34.731,26,"Class3",57.234,39
53.739,"I","N",33.286,63.551,55.37,44.672,59.775,38,"Class2",45.56,89
72.398,"F","Y",35.64,62.933,47.995,85.809,84.658,44,"Class2",15.097,88
56.206,"L","F",73.17,52.443,-13.489,46.234,16.939,9,"Class3",56.649,22
42.84,"L","S",39.096,62.923,42.692,30.071,65.396,44,"Class2",40.914,78
56.868,"R","J",85.929,62.111,46.075,42.411,27.129,38,"Class3",62.764,42
NA,"F","Q",62.926,58.876,58.37,121.851,76.76,38,"Class2",43.555,80
70.868,"A","U",52.519,51.067,41.776,43.017,9.053,37,"Class3",66.603,25
46.541,"L","F",71.202,48.313,52.848,42.911,14.072,36,"Class3",65.888,59
74.389,"A","U",55.469,50.247,56.545,46.302,14.749,11,"Class3",57.822,45
32.268,"B","Z",27.611,7.723,35.454,21.017,83.235,45,"Class1",34.754,71
50.598,"A","J",66.029,50.076,42.85,47.946,21.132,22,"Class3",55.808,19
22.969,"B","S",33.43,36.037,34.483,85.97,76.622,56,"Class1",59.342,66
25.508,"F","K",35.468,22.812,30.21,44.931,71.605,32,"Class1",45.904,69
61.32,"L","C",34.109,12.905,29.744,59.826,45.585,53,"Class1",53.751,68
21.146,"Z","N",63.374,63.847,63.258,73.46,65.153,40,"Class2",43.197,81
53.903,"L","S",76.511,58.277,47.433,16.482,93.219,41,"Class2",30.281,87
53.755,"A","R",79.409,55.761,80.728,42.075,12.917,29,"Class3",53.311,58
62.679,"L","N",72.602,62.722,62.953,94.214,39.717,37,"Class2",43.098,86
55.331,"M","R",86.911,55.259,73.408,44.854,38.809,62,"Class3",56.165,51
60.169,"L","S",29.79,17.749,34.964,71.406,86.192,38,"Class1",42.687,71
55.164,"I","N",62.713,62.922,55.52,22.339,32.67,37,"Class2",60.488,91
35.514,"F","S",27.701,19.719,27.1,40.726,84.017,50,"Class1",47.584,86
41.087,"B","F",47.959,48.475,46.249,45.988,7.958,39,"Class3",56.98,54
55.988,"Z","N",61.898,55.003,56.461,70.198,44.543,42,"Class2",60.243,79
78.794,"L","Q",60.149,66.461,50.129,27.23,66.028,40,"Class2",31.94,87
54.955,"L","K",28.783,32.703,29.799,37.68,72.394,29,"Class1",50.046,69
48.384,"B","J",70.887,57.283,77.776,48.267,33.395,74,"Class3",64.154,12
82.293,"F","N",21.408,65.412,48.125,82.077,26.472,34,"Class2",67.033,93
66.238,"Z","Q",55.396,60.775,49.999,62.508,54.344,41,"Class2",71.975,84
50.828,"F","C",28.352,40.511,19.734,8.694,83.598,32,"Class1",44.813,91
19.864,"F","P",36.8,10.818,34.837,102.936,57.369,43,"Class1",49.867,93
38.015,"I","Y",54.586,61.147,46.736,72.155,44.479,41,"Class2",63.775,80
34.194,"B","F",77.005,46.763,-3.9,44.625,24.839,59,"Class3",62.924,25
38.563,"B","Z",26.558,15.714,18.992,27.027,80.876,50,"Class1",48.06,86
23.109,"B","P",29.897,10.832,17.99,80.678,25.085,31,"Class1",48.614,88
53.828,"B","Z",28.834,24.126,38.827,81.732,46.959,29,"Class1",49.991,78
34.853,"F","Z",29.787,8.192,45.536,60.165,79.522,44,"Class1",43.86,89
12.219,"T","Y",74.429,53.987,49.981,34.802,47.042,36,"Class2",49.484,86
88.711,"T","N",55.557,59.768,41.613,42.78,72.958,40,"Class2",27.512,83
33.743,"A","F",47.697,46.805,77.3,47.641,25.402,53,"Class3",70.44,13
35.015,"Z","Y",42.025,60.212,46.477,56.289,11.498,40,"Class2",43.166,93
19.739,"F","Q",52.437,61.997,56.943,22.932,7.889,36,"Class2",54.028,78
35.969,"Z","Y",37.336,63.8,49.601,93.436,61.468,41,"Class2",29.862,NA
37.602,"B","P",27.832,31.23,24.814,50.114,68.446,54,"Class1",44.544,88
33.834,"B","P",34.91,36.228,22.531,50.455,69.906,51,"Class1",43.424,93
28.011,"L","Z",34.547,44.612,25.422,72.52,67.86,52,"Class1",40.99,78
85.757,"M","P",59.78,60.612,59.275,51.176,32.954,39,"Class3",59.015,57
90.615,"M","P",72.221,54.723,86.685,41.411,33.855,76,"Class3",62.771,29
43.982,"M","R",60.115,61.024,80.507,44.11,13.11,87,"Class3",69.867,20
86.638,"R","R",58.219,51.352,77.88,45.195,21.215,19,"Class3",62.62,42
84.715,"L","F",59.376,45.757,46.49,46.321,7.922,34,"Class3",66.817,42
31.454,"Q","S",27.298,21.604,22.783,44.183,39.75,56,"Class1",44.283,79
88.796,"L","Q",39.791,56.39,67.322,11.295,38.099,35,"Class2",40.741,93
67.412,"T","Q",46.519,60.158,70.849,69.482,14.065,41,"Class2",56.32,84
45.19,"L","K",29.793,24.274,24.808,74.096,44.922,52,"Class1",51.285,68
38.108,"B","R",72.457,51.763,72.446,48.853,38.41,82,"Class3",69.345,56
76.251,"I","N",29.648,60.294,47.314,22.466,32.628,33,"Class2",42.536,81
32.256,"B","S",29.063,17.696,33.44,24.95,86.238,46,"Class1",28.674,70
62.235,"L","N",43.331,61.658,49.473,78.074,24.844,34,"Class2",31.761,90
52.765,"B","P",27.765,32.147,44.929,69.279,43.122,41,"Class1",35.428,87
44.338,"Z","N",24.123,59.051,59.591,74.21,61.513,38,"Class2",69.992,91
53.32,"V","S",29.925,21.031,30.241,51.293,70.573,47,"Class1",47.694,76
32.496,"A","R",85.754,55.058,33.501,46.532,17.634,23,"Class3",68.134,54
48.843,"L","C",34.559,33.041,26.784,61.735,55.154,37,"Class1",45.627,73
81.785,"Z","N",65.239,61.883,61.21,31.785,7.63,39,"Class2",33.186,86
57.664,"Q","Z",27.37,40.367,22.601,67.211,51.992,36,"Class1",42.776,72
57.802,"Q","P",26.15,15.945,53.4,56.429,40.816,54,"Class1",29.113,79
38.263,"Q","C",31.979,16.166,24.698,89.936,38.812,45,"Class1",41.588,90
42.664,"B","P",71.083,64.237,39.092,46.623,40.431,32,"Class3",50.434,26
56.064,"B","S",29.968,12.427,38.998,24.98,42.71,47,"Class1",41.406,95
42.523,"A","F",49.619,64.471,38.48,45.208,38.533,74,"Class3",56.721,39
59.074,"V","S",26.125,26.692,35.232,70.757,84.274,39,"Class1",57.57,89
NA,"F","K",34.397,24.251,24.979,44.589,58.313,28,"Class1",45.636,76
79.359,"L","Y",60.28,62.765,56.82,102.144,27.056,33,"Class2",60.948,92
26.639,"B","K",36.958,13.164,38.368,76.055,52.677,31,"Class1",47.99,76
86.334,"L","S",66.877,63.302,47.035,37.182,47.546,33,"Class2",35.378,82
52.437,"B","C",36.515,13.49,19.589,57.824,32.041,51,"Class1",48.53,65
55.803,"L","R",78.515,53.888,80.143,43.191,35.23,53,"Class3",57.057,27
59.159,"R","R",77.375,51.867,43.888,45.897,41.502,76,"Class3",65.878,58
32.476,"T","N",77.472,52.74,46.674,51.159,14.733,39,"Class2",83.823,80
44.517,"F","O",64.517,64.529,74.642,42.69,67.689,37,"Class2",59.603,80
84.409,"T","S",43.12,59.504,63.672,15.824,86.393,38,"Class2",44.045,81
92.307,"A","R",78.284,54.098,55.906,42.734,30.197,42,"Class3",65.001,7
49.446,"V","K",34.505,19.391,13.871,57.325,25.67,34,"Class1",48.704,78
85.374,"T","S",39.214,57.181,52.279,49.702,72.04,40,"Class2",60.863,83
70.417,"Z","Q",23.023,59.211,39.112,55.606,42.895,38,"Class2",51.158,87
61.737,"L","F",73.633,60.155,56.64,46.945,34.985,20,"Class3",71.36,51
51.046,"M","U",48.053,58.73,49.034,39.699,11.637,64,"Class3",73.69,18
92.827,"Z","Q",36.664,63.078,63.165,91.472,44.613,34,"Class2",58.896,90
73.032,"T","Q",68.452,65.743,47.506,104.155,77.159,35,"Class2",45.264,89
58.113,"B","U",65.688,60.098,48.79,46.29,22.546,13,"Class3",54.689,32
33.084,"B","P",73.635,53.615,37.593,44.768,7.218,78,"Class3",66.33,32
27.061,"T","S",34.456,63.168,41.868,35.045,29.781,36,"Class2",48.981,79
40.12,"A","P",81.847,60.889,68.489,43.615,17.434,84,"Class3",40.411,49
88.611,"M","U",83.664,53.798,61.718,42.501,32.858,32,"Class3",81.075,36
NA,"R","R",50.9,57.198,75.797,45.606,11.02,24,"Class3",55.347,45
21.57,"V","S",34.157,17.788,27.16,59.521,61.321,29,"Class1",44.244,76
21.096,"B","P",27.639,30.327,41.401,34.192,78.707,32,"Class1",39.109,85
56.408,"Z","O",60.307,59.272,38.386,79.175,13.394,37,"Class2",46.253,93
62.92,"L","Z",26.449,4.88,40.372,74.069,34.957,51,"Class1",33.927,71
79.157,"L","U",54.232,54.995,97.622,45.079,19.69,34,"Class3",59.717,18
60.027,"V","P",35.104,18.243,23.252,49.16,56.466,45,"Class1",45.794,67
62.567,"B","F",67.763,41.829,21.191,41.154,31.781,55,"Class3",53.612,23
46.542,"V","P",30.379,38.326,22.94,20.114,68.69,33,"Class1",47.989,65
90.853,"R","P",73.613,53.054,54.531,44.545,13.629,12,"Class3",68.922,64
41.634,"B","P",57.753,47.063,21.14,46.802,6.697,10,"Class3",74.793,21
40.137,"R","R",66.689,52.516,77.727,44.088,8.095,43,"Class3",50.873,51
26.278,"T","O",21.431,63.859,61.5,31.191,87.993,41,"Class2",49.966,81
37.773,"F","S",30.943,32.877,41.469,18.171,39.763,34,"Class1",46.422,82
83.844,"I","O",34.775,52.184,55.959,65.174,46.022,38,"Class2",63.989,NA
48.012,"F","K",27.098,21.987,28.802,61.081,68.237,41,"Class1",36.699,89
38.839,"L","R",49.984,48.82,70.594,40.113,35.87,85,"Class3",61.445,57
41.407,"F","Z",36.249,32.367,28.454,52.397,32.471,47,"Class1",36.03,86
NA,"Q","Z",26.955,24.315,36.482,21.72,48.973,48,"Class1",50.865,71
94.466,"L","U",59.717,61.122,48.422,46.996,34.071,26,"Class3",58.36,32
40.972,"V","P",35.276,21.092,36.707,67.094,25.31,44,"Class1",42.107,86
82.452,"F","N",64.113,61.408,65.128,137.889,57.173,44,"Class2",22.658,85
52.7,"V","C",34.459,18.564,26.558,44.494,47.703,41,"Class1",42.215,78
23.787,"B","K",34.864,37.817,40.951,55.437,32.121,55,"Class1",42.37,70
54.048,"Z","Q",58.093,59.438,50.633,81.225,28.109,33,"Class2",52.985,86
NA,"L","U",86.831,47.94,73.142,44.875,24.192,59,"Class3",71.227,11
NA,"F","K",36.04,41.929,22.027,28.333,26.785,32,"Class1",51.096,85
58.199,"L","F",72.856,51.247,55.759,45.902,11.192,35,"Class3",79.171,9
46.191,"L","R",54.439,57.551,65.559,48.865,26.076,62,"Class3",60.506,35
70.409,"I","O",56.338,63.729,59.278,79.233,25.634,43,"Class2",25.235,NA
56.325,"F","Z",36.203,-0.161,30.085,60.59,65.327,48,"Class1",47.558,91
10.791,"L","O",52.573,64.297,63.579,94.425,52.164,43,"Class2",70.514,91
83.938,"R","R",77.973,42.827,62.557,47.312,30.411,48,"Class3",59.641,18
NA,"L","S",75.379,60.514,47.149,43.213,82.642,35,"Class2",63.98,81
78.889,"M","J",64.417,47.537,85.904,46.105,33.452,87,"Class3",68.251,43
49.415,"B","C",26.296,12.082,12.572,89.438,38.235,34,"Class1",48.54,88
36.658,"B","J",72.763,55.276,19.329,44.668,6.741,45,"Class3",61.708,59
19.198,"B","Z",28.959,18.808,17.95,37.862,83.206,46,"Class1",51.667,74
62.308,"L","Z",29.712,12.623,39.221,74.933,27.431,46,"Class1",41.269,90
84.243,"L","P",82.308,55.052,34.025,45.684,28.541,44,"Class3",54.991,42
28.47,"B","K",35.749,26.499,30.656,23.799,25.796,28,"Class1",43.199,76
73.598,"A","R",78.163,51.634,70.329,44.977,36.108,33,"Class3",65.185,57
39.488,"V","P",30.512,34.759,17.616,41.858,36.591,49,"Class1",44.61,66
90.039,"T","N",37.027,61.359,46.275,51.191,79.968,34,"Class2",52.285,91
45.439,"Q","C",30.404,21.67,25.031,69.237,55.578,54,"Class1",47.894,82
58.588,"L","Z",31.467,20.973,35.797,74.76,62.514,34,"Class1",47.186,96
92.819,"L","J",49.453,55.739,43.455,48.214,24.577,60,"Class3",67.389,22
21.109,"B","Z",33.261,31.147,26.249,67.799,76.954,44,"Class1",38.552,71
76.69,"R","P",82.288,53.929,57.478,45.387,16.616,34,"Class3",56.176,40
55.436,"L","P",64.848,48.331,52.909,46.638,18.734,49,"Class3",50.88,44
42.934,"I","N",34.306,60.819,56.97,54.014,43.209,40,"Class2",36.709,91
41.907,"V","K",33.661,29.339,60.084,38.732,78.89,46,"Class1",47.004,65
41.251,"T","Q",66.451,59.748,41.693,48.164,70.438,40,"Class2",42.429,90
86.525,"L","R",75.731,45.99,46.676,45.418,6.019,15,"Class3",61.971,52
40.414,"T","Y",65.2,61.019,43.522,39.738,71.932,34,"Class2",23.127,91
65.891,"A","F",61.859,47.463,35.497,44.791,39.429,63,"Class3",74.899,17
67.883,"T","S",30.522,58.693,55.699,35.389,38.808,40,"Class2",54.673,84
36.046,"A","U",70.851,63.122,85.225,43.521,28.11,82,"Class3",73.805,43
67.948,"L","U",75.529,47.509,62.152,50.284,12.798,71,"Class3",65.301,21
49.964,"Z","S",43.684,55.426,52.137,7.053,38.581,44,"Class2",61.083,82
54.301,"F","N",72.706,58.676,55.865,44.509,92.306,42,"Class2",22.964,86
82.098,"I","S",59.571,58.435,54.893,41.847,27.324,34,"Class2",68.948,81
54.285,"Q","K",32.281,39.176,37.695,68.83,57.042,40,"Class1",59.531,77
87.487,"L","O",51.475,66.206,56.666,45.156,77.487,44,"Class2",40.353,93
76.708,"R","R",80.551,61.844,87.773,43.001,11.694,47,"Class3",79.811,15
41.311,"B","C",29.467,29.093,18.906,77.421,36.922,37,"Class1",39.326,82
43.143,"L","U",52.381,49.222,37.73,41.548,30.125,64,"Class3",69.728,48
9.468,"Z","Q",25.848,63.206,46.76,74.897,30.895,39,"Class2",44.619,NA
79.225,"Z","S",73.295,63.583,62.157,41.595,45.612,40,"Class2",51.771,93
84.06,"L","O",45.769,58.99,56.327,46.277,87.917,34,"Class2",36.727,91
73.842,"A","P",72.991,59.876,47.517,47.401,10.504,49,"Class3",61.438,44
38.01,"A","U",62.518,57.511,40.837,44.623,14.894,55,"Class3",60.068,35
49.406,"R","J",63.321,57.838,36.743,43.9,32.773,20,"Class3",50.28,62
NA,"F","Q",55.35,64.126,48.681,58.826,31.717,38,"Class2",26.388,91
82.44,"L","Q",68.63,59.268,48.726,57.895,21.624,36,"Class2",34.155,86
53.88,"R","P",86.464,52.129,5.814,43.211,9.77,90,"Class3",66.238,41
46.134,"T","O",50.401,61.731,62.459,91.694,80.393,38,"Class2",62.431,90
85.272,"A","J",49.135,45.635,34.456,47.333,30.127,54,"Class3",60.648,61
45.778,"Q","Z",28.247,25.678,38.47,76.761,62.882,46,"Class1",37.038,75
44.832,"I","S",55.988,58.564,63.617,72.088,65.316,33,"Class2",57.906,91
52.219,"R","R",64.023,57.73,62.391,48.136,9.345,42,"Class3",65.802,64
80.032,"B","F",59.567,55.594,35.282,44.448,32.698,89,"Class3",61.819,NA
48.709,"Q","P",30.962,22.226,34.647,70.922,52.011,52,"Class1",46.906,86
27.73,"F","S",26.406,58.838,57.123,60.425,62.266,33,"Class2",52.403,84
35.314,"M","J",85.998,58.121,79.801,47.009,37.137,53,"Class3",62.83,28
45.645,"I","S",32.753,64.696,53.46,37.605,53.127,37,"Class2",36.703,80
11.789,"Z","S",24.873,62.035,69.576,75.48,60.222,33,"Class2",66.642,85
61.881,"L","S",34.38,5.951,18.839,54.938,47.421,52,"Class1",44.604,85
59.928,"L","P",74,57.23,45.877,43.008,26.721,55,"Class3",64.241,48
80.748,"M","R",73.597,63.563,8.67,41.856,39.788,25,"Class3",54.637,23
55.973,"Q","K",27.548,29.729,30.004,35.361,80.043,56,"Class1",51.98,NA
20.325,"Z","N",66.66,56.654,61.6,77.509,15.397,43,"Class2",34.786,89
34.873,"L","O",46.723,59.272,58.947,99.965,19.925,42,"Class2",67.476,85
88.762,"F","S",55.2,61.658,43.133,65.568,63.439,42,"Class2",32.982,90
NA,"A","R",49.003,57.398,72.84,41.552,40.207,10,"Class3",79.189,8
32.836,"L","O",59.251,61.861,61.46,62.987,39.143,36,"Class2",48.081,88
92.603,"A","J",86.797,57.529,33.242,44.468,29.359,43,"Class3",69.206,41
52.997,"B","P",49.836,52.253,53.788,42.172,23.02,14,"Class3",65.421,53
33.184,"Z","S",28.679,60.747,49.439,29.615,82.586,43,"Class2",72.921,89
55.878,"V","C",28.889,23.619,47.58,15.146,62.649,45,"Class1",48.663,78
60.419,"L","U",84.967,54.856,67.591,45.574,22.382,11,"Class3",42.095,36
52.372,"Q","C",32.76,31.383,22.257,56.545,57.68,48,"Class1",49.444,NA
30.792,"B","Z",33.654,11.497,26.373,51.809,60.517,42,"Class1",31.173,67
45.565,"Q","S",34.742,32.863,24.216,19.1,81.913,40,"Class1",59.233,67
24.986,"V","S",32.604,43.676,39.993,-1.317,80.953,49,"Class1",32.853,88
26.08,"F","S",32.003,12.034,25.628,0.506,44.251,39,"Class1",52.991,80
58.741,"A","P",81.831,53.935,99.641,44.498,16.8,78,"Class3",56.167,8
NA,"F","S",26.892,1.893,30.921,29.089,70.614,49,"Class1",34.548,77
30.408,"A","P",64.865,56.452,56.056,43.786,5.961,54,"Class3",63.16,10
59.714,"L","U",83.805,56.452,66.041,45.161,13.376,57,"Class3",54.342,38
37.931,"M","P",55.64,48.773,31.907,44.3,38.126,32,"Class3",49.103,36
52.179,"V","P",31.467,18.377,40.303,-1.638,56.244,42,"Class1",41.087,91
34.606,"F","S",27.232,28.137,31.42,50.739,65.811,52,"Class1",53.005,87
38.126,"B","C",30.466,11.507,33.348,29.931,78.395,54,"Class1",37.393,85
61.322,"L","O",63.109,56.55,62.823,84.606,53.528,41,"Class2",36.985,NA
55.724,"Z","Q",26.846,61.277,58.22,74.661,59.353,36,"Class2",46.791,81
31.008,"F","Y",29.353,63.579,52.651,83.384,84.544,44,"Class2",65.392,80
80.351,"L","O",30.742,57.19,40.801,83.378,48.296,41,"Class2",50.212,91
58.963,"L","J",51.126,57.469,50.116,42.021,14.998,69,"Class3",53.066,13
26.615,"F","S",26.746,-3.281,19.44,50.714,42.049,43,"Class1",53.134,85
86.957,"L","N",31.036,61.601,62.134,34.089,36.603,36,"Class2",65.715,79
38.147,"B","S",32.352,29.84,35.35,38.1,32.261,28,"Class1",27.856,93
29.156,"F","C",31.286,29.506,27.158,77.981,67.765,52,"Class1",41.909,93
