"BIG1","FSM2","CKE3","PFE4","Output8","GSF5","AQD6","EMF7","REC8","CHK9"
24,27.268,78.358,128.427,"Class1",39.118,31.478,"V",82.158,55.703
57,50.417,30.987,76.884,"Class3",78.523,46.762,"A",50.328,27.684
23,55.528,57.257,64.935,"Class1",52.489,28.286,"V",86.12,57.961
60,49.071,26.491,88.106,"Class3",50.319,18.743,"N",48.221,21.26
53,49.362,13.88,75.897,"Class3",69.81,22.832,"H",59.043,40.748
44,64.259,5.285,16.939,"Class2",31.346,74.043,"Y",45.15,88.654
52,63.096,NA,55.895,"Class2",20.122,74.134,"Y",69.228,44.66
29,41.119,74.39,68.126,"Class1",58.053,18.21,"H",69.206,52.304
41,62.34,11.307,53.233,"Class2",44.807,74.232,"U",43.092,58.853
23,22.237,65.019,18.604,"Class1",3.248,18.071,"H",85.527,52.193
47,60.819,34.906,13.984,"Class2",25.197,74.115,"M",48.297,53.728
63,63.828,21.538,42.631,"Class2",19.372,73.163,"A",45.24,57.274
54,62.497,24.402,26.159,"Class2",42.262,73.301,"Y",57.61,76.727
52,49.706,13.773,76.022,"Class3",58.513,33.828,"M",39.868,37.399
23,74.866,64.643,106.75,"Class1",38.062,38.842,"T",89.753,50.211
24,29.364,52.655,66.647,"Class1",42.331,32.064,"H",74.167,50.729
67,62.733,14.402,87.034,"Class2",27.932,74.553,"M",60.027,26.207
28,58.961,71.203,83.02,"Class1",39.155,36.542,"T",82.244,46.831
26,90.032,69.451,68.691,"Class1",78.435,39.384,"Y",88.124,48.596
71,63.157,20.407,32.804,"Class2",27.932,73.93,"Y",50.351,78.346
47,62.377,15.615,35.038,"Class2",29.543,73.128,"Y",50.757,66.311
60,49.678,52.623,90.724,"Class3",66.106,29.737,"N",46.989,32.739
53,49.198,6.783,79.305,"Class3",65.862,27.215,"M",41.946,40.367
23,35.906,52.891,85.347,"Class1",20.51,20.024,"H",92.603,37.223
61,50.055,29.278,96.504,"Class3",59.626,8.615,"H",60.445,50.795
60,63.338,13.758,30.524,"Class2",20.899,73.129,"U",39.448,60.418
54,62.45,13.73,31.662,"Class2",18.507,74.902,"A",63.09,58.051
58,49.386,58.04,88.57,"Class3",68.879,35.461,"N",45.316,38.661
57,51.11,34.097,85.005,"Class3",72.703,18.084,"N",41.268,30.199
60,49.837,7.101,87.494,"Class3",62.921,51.564,"N",51.276,13.899
61,51.014,NA,79.427,"Class3",70.305,10.389,"M",49.497,62.386
58,49.783,36.618,96.975,"Class3",67.381,25.289,"A",56.236,29.937
24,80.342,75.399,20.445,"Class1",50.892,20.403,"H",63.922,53.071
60,49.375,19.836,96.779,"Class3",65.159,41.788,"H",41.476,30.682
29,101.741,56.29,106.193,"Class1",29.502,26.885,"Y",79.687,58.093
65,63.69,28.04,18.359,"Class2",24.901,74.555,"A",39.007,35.646
26,38.555,58.693,85.163,"Class1",31.853,30.708,"A",60.532,46.976
55,49.814,43.423,75.412,"Class3",69.816,22.765,"I",54.44,43.498
24,56.171,70.403,79.387,"Class1",35.221,31.162,"Y",86.027,51.912
56,50.864,4.408,91.536,"Class3",64.082,31.452,"A",65.908,27.601
72,60.641,7.895,46.17,"Class2",18.138,73.375,"U",70.899,57.566
63,62.124,9.577,4.698,"Class2",24.062,73.134,"M",67.278,84.012
29,74.471,69.072,52.489,"Class1",11.852,39.306,"H",88.666,52.677
60,62.361,23.568,55.574,"Class2",33.682,73.147,"A",53.933,76.583
27,82.658,70.371,47.062,"Class1",48.893,24.615,"V",65.247,43.417
57,50.759,37.823,76.588,"Class3",69.168,41.532,"A",40.525,30.756
55,50.479,26.802,81.639,"Class3",71.436,8.958,"I",38.685,19.983
24,66.836,87.275,60.998,"Class1",31.018,33.533,"V",74.947,53.467
53,62.175,5.81,27.175,"Class2",26.292,73.501,"M",58.96,57.839
24,60.113,65.691,68.619,"Class1",49.471,19.389,"V",79.291,60.8
54,61.281,6.382,36.517,"Class2",35.796,73.618,"M",52.822,46.467
44,59.747,21.019,50.935,"Class2",19.837,74.852,"K",43.501,61.541
50,62.661,30.449,62.996,"Class2",29.605,74.824,"U",35.703,61.117
41,61.308,22.776,51.341,"Class2",11.506,73.986,"U",49.103,59.847
53,51.244,22.149,80.795,"Class3",65.383,7.403,"N",56.369,25.849
49,61.383,12.785,6.22,"Class2",32.169,74.306,"A",64.103,63.685
24,47.568,89.032,56.183,"Class1",45.888,39.434,"T",79.871,50.654
71,60.44,21.437,46.752,"Class2",29.337,73.644,"A",35.79,69.713
24,64.149,70.554,45.605,"Class1",59.428,21.653,"V",89.749,48.13
24,44.726,64.851,31.105,"Class1",29.132,22.384,"Y",85.131,43.958
24,68.869,84.926,86.076,"Class1",15.053,35.271,"Y",86.88,61.005
59,48.939,24.946,81.558,"Class3",49.922,13.63,"A",47.478,44.486
53,49.688,52.179,87.784,"Class3",63.258,33.635,"H",59.285,12.395
53,51.603,53.03,81.512,"Class3",77.499,12.628,"A",62.055,28.801
42,62.676,25.381,25.791,"Class2",29.348,74.593,"Y",45.842,73.796
56,49.795,53.947,72.006,"Class3",68.1,8.696,"I",51.123,37.2
60,48.635,31.396,67.585,"Class3",64.779,32.759,"N",43.278,25.661
25,72.857,82.579,61.361,"Class1",46.769,26.138,"T",78.751,39.857
58,50.69,52.26,74.297,"Class3",58.209,24.184,"N",47.863,47.658
60,61.861,31.587,11.522,"Class2",34.217,74.457,"M",53.219,42.827
59,49.157,33.942,75.874,"Class3",62.871,24.241,"I",56.893,52.581
55,50.099,13.775,86.927,"Class3",74.466,37.13,"N",53.308,10.791
59,49.603,51.426,NA,"Class3",64.004,24.672,"M",64.738,25.268
24,51.632,53.17,79.677,"Class1",42.291,22.159,"V",77.339,47.787
26,55.517,88.824,81.621,"Class1",38.729,29.035,"Y",79.131,40.835
28,59.341,59.018,28.865,"Class1",25.873,31.619,"H",92.672,60.116
62,62.902,28.082,56.537,"Class2",21.568,74.003,"A",38.904,65.472
28,67.858,72.802,83.514,"Class1",56.357,19.196,"A",68.507,42.627
54,50.986,42.228,75.793,"Class3",65.7,12.394,"A",52.369,34.934
73,63.636,21.837,49.944,"Class2",27.456,73.255,"A",69.777,77.412
23,72.723,65.564,25.542,"Class1",26.261,18.261,"A",66.849,53.463
54,50.957,43.194,NA,"Class3",71.807,37.455,"H",60.132,19.573
56,51.195,9.102,103.563,"Class3",64.383,34.675,"N",65.913,26.722
47,64.539,NA,50.006,"Class2",42.241,73.48,"A",47.66,51.304
69,63.734,19.703,25.708,"Class2",39.765,74.482,"U",52.019,52.916
23,43.464,94.941,36.598,"Class1",34.811,34.269,"A",74.003,49.488
26,26.114,60.242,77.064,"Class1",30.843,35.291,"H",65.325,56.137
24,60.307,61.273,69.53,"Class1",48.247,37.577,"Y",84.665,52.846
23,67.072,76.588,71.241,"Class1",37.592,27.488,"H",66.054,56.508
70,63.373,26.754,20.937,"Class2",22.841,74.025,"U",50.427,64.339
23,21.069,NA,77.225,"Class1",40.908,34.809,"T",66.61,51.708
57,63.944,23.074,43.024,"Class2",42.51,74.53,"K",39.964,47.216
58,49.468,38.286,83.843,"Class3",63.362,22.783,"N",37.038,44.944
61,63.579,20.927,48.775,"Class2",25.33,74.419,"M",70.078,50.347
63,63.348,27.799,18.29,"Class2",18.827,74.261,"M",41.683,38.977
56,49.292,26.875,96.005,"Class3",64.863,23.58,"N",53.556,49.908
28,38.447,82.336,47.806,"Class1",26.637,37.495,"V",77.669,58.087
57,50.357,55.498,82.059,"Class3",68.1,44.784,"M",56.131,49.784
29,50.907,NA,47.989,"Class1",30.881,27.116,"V",88.98,61.149
57,50.239,38.425,80.359,"Class3",69.843,45.675,"N",57.177,22.598
56,50.229,9.66,84.866,"Class3",61.246,22.639,"I",38.478,32.869
62,62.844,20.112,NA,"Class2",23.579,73.924,"A",43.034,42.085
54,49.361,44.202,67.291,"Class3",66.261,8.855,"M",57.938,17.697
61,49.8,NA,94.787,"Class3",61.483,15.969,"M",42.101,38.568
63,61.043,13.717,32.392,"Class2",42.143,74.048,"K",56.485,61.35
25,28.899,85.29,82.222,"Class1",51.185,27.983,"V",78.056,45.729
67,63.562,30.883,13.344,"Class2",36.123,73.724,"U",35.723,51.114
53,50.482,26.732,84.826,"Class3",57.107,38.14,"M",46.752,14.713
59,49.106,39.345,92.804,"Class3",58.127,39.312,"N",57.156,33.895
53,60.939,33.989,73.776,"Class2",15.417,74.436,"A",35.766,60.43
27,69.529,63.813,64.892,"Class1",49.033,33.627,"A",88.937,52.071
46,63.933,35.693,2.822,"Class2",27.089,74.957,"U",39.618,49.035
27,59.392,89.55,47.718,"Class1",40.064,25.801,"V",94.15,41.18
42,63.028,13.556,10.542,"Class2",24.529,73.027,"Y",55.923,64.529
28,47.767,91.412,70.54,"Class1",56.911,23.571,"Y",66.282,41.197
53,50.672,22.675,NA,"Class3",56.704,24.339,"H",47.513,38.764
24,94.984,76.238,85.325,"Class1",29.595,29.835,"V",89.095,45.761
60,50.829,26.606,85.115,"Class3",72.124,31.748,"N",57.087,32.479
24,31.32,92.845,37.837,"Class1",54.153,33.235,"H",85.153,40.885
73,65.125,19.894,74.502,"Class2",27.981,73.843,"Y",61.033,61.635
59,50.516,3.41,94.359,"Class3",65.629,9.62,"H",64.264,36.777
26,53.145,95.092,57.598,"Class1",47.096,23.918,"H",92.49,52.072
59,49.524,51.25,84.147,"Class3",72.539,6.794,"N",43.434,29.968
52,50.177,29.072,NA,"Class3",68.831,35.226,"N",56.863,31.512
60,49.082,58.573,95.77,"Class3",68.661,10.343,"M",49.266,16.911
54,50.441,29.758,91.576,"Class3",75.177,46.271,"I",41.081,17.652
29,67.688,74.401,55.825,"Class1",32.997,25.885,"H",70.411,66.847
24,79.794,61.735,43.289,"Class1",38.807,34.869,"V",72.871,61.054
27,76.74,69.972,93.618,"Class1",55.079,30.96,"T",81.654,54.67
57,49.643,47.662,78.807,"Class3",65.14,41.894,"M",41.853,38.574
29,47.016,64.68,101.084,"Class1",58.698,38.201,"Y",78.897,45.099
68,62.903,30.227,63.725,"Class2",35.219,73.313,"A",45.534,93.687
52,49.555,61.907,77.404,"Class3",76.837,44.101,"A",49.383,54.254
56,49.463,5.003,89.425,"Class3",63.857,8.346,"I",50.627,29.255
24,61.412,61.618,75.035,"Class1",72.53,23.902,"T",90.204,44.285
43,62.399,11.054,16.366,"Class2",34.437,73.804,"A",68.772,70.774
57,50.212,38.166,71.335,"Class3",68.436,48.335,"A",42.799,34.672
70,61.318,6.552,89.073,"Class2",26.875,74.18,"K",62.537,69.53
71,61.903,12.396,92.926,"Class2",27.06,74.665,"U",64.307,77.098
29,74.432,74.712,66.565,"Class1",50.26,33.926,"T",65.994,51.162
54,63.592,19.971,24.032,"Class2",23.616,74.687,"M",64.157,59.802
54,49.89,29.674,NA,"Class3",63.273,15.227,"I",38.085,23.248
54,61.938,11.308,23.709,"Class2",38.867,73.425,"M",68.055,43.418
42,60.656,11.75,32.417,"Class2",17.657,74.393,"K",53.365,65.87
72,63.519,18.546,41.287,"Class2",27.935,74.446,"A",53.77,48.497
57,49.412,9.167,83.891,"Class3",66.865,16.741,"N",59.51,18.951
52,49.589,53.058,90.414,"Class3",69.814,47.537,"M",51.215,42.219
45,63.637,12.788,21.156,"Class2",36.441,74.717,"M",55.497,87.906
60,50.41,17.269,84.987,"Class3",68.406,9.896,"I",49.627,35.519
27,75.053,61.899,64.695,"Class1",79.208,39.981,"A",60.609,48.179
25,57.628,75.171,34.862,"Class1",58.221,25.616,"V",69.908,53.486
67,61.393,20.052,43.12,"Class2",24.421,74.45,"A",67.691,81.08
68,62.64,3.366,23.968,"Class2",29.893,74.621,"K",55.584,68.786
23,71.202,66.253,101.552,"Class1",60.353,20.861,"Y",63.464,49.63
43,62.033,30.15,NA,"Class2",34.068,74.975,"K",56.502,61.577
67,61.822,6.585,68.845,"Class2",27.788,74.135,"U",50.271,78.542
27,110.071,63.766,40.645,"Class1",72.613,31.218,"Y",88.346,51.096
60,49.327,32.625,89.002,"Class3",75.236,45.683,"A",46.112,33.596
63,63.09,12.255,58.241,"Class2",30.624,73.529,"Y",61.269,54.657
56,61.6,9.389,40.288,"Class2",33.95,74.227,"M",66.903,55.042
26,55.419,71.728,67.001,"Class1",21.056,36.056,"Y",67.5,67.087
26,82.898,NA,49.38,"Class1",31.001,20.579,"H",86.299,39.076
25,31.418,83.666,41.525,"Class1",62.253,23.01,"A",63.302,51.109
56,50.537,61.553,75.219,"Class3",72.358,52.121,"N",56.177,31.846
44,61.813,2.599,-5.001,"Class2",31.786,74.507,"U",45.914,53.406
50,62.301,34.203,34.867,"Class2",35.364,74.518,"M",65.636,70.398
60,49.823,NA,NA,"Class3",67.681,44.709,"I",58.816,17.425
23,78.021,NA,84.925,"Class1",37.141,32.172,"T",87.999,40.629
73,63.284,34.031,55.206,"Class2",30.131,74.36,"M",67.684,72.251
53,49.464,24.681,81.197,"Class3",56.392,27.521,"I",65.278,34.565
59,50.071,13.011,82.851,"Class3",65.402,50.081,"I",61.669,20.897
59,50.525,54.307,93.648,"Class3",68.276,40.666,"M",64.002,33.865
59,62.978,13.53,17.725,"Class2",24.041,74.017,"A",70.541,45.738
23,60.806,91.201,80.554,"Class1",47.764,18.545,"H",93.985,53.355
59,61.62,33.438,50.236,"Class2",34.034,73.675,"K",45.136,49.886
50,63.173,11.351,52.798,"Class2",33.215,74.671,"Y",51.384,56.442
58,49.593,60,88.765,"Class3",71.948,37.45,"I",55.486,19.12
27,65.788,84.005,69.933,"Class1",30.144,31.249,"Y",91.282,51.987
41,63.296,20.268,0.628,"Class2",30.568,74.874,"U",67.65,59.849
56,49.913,20.015,74.9,"Class3",56.95,32.808,"N",38.085,37.982
52,50.152,17.14,84.987,"Class3",60.272,27.223,"I",41.454,34.502
58,48.337,52.186,80.399,"Class3",70.275,34.026,"H",41.889,48.95
56,49.556,4.862,93.402,"Class3",61.703,47.139,"A",64.987,58.009
60,50.401,56.025,NA,"Class3",69.712,9.509,"M",64.265,28.034
56,49.618,60.534,90.579,"Class3",67.324,20.548,"N",46.917,40.56
26,45.56,85.084,57.331,"Class1",27.672,30.099,"A",68.845,54.32
60,62.381,28.682,13.853,"Class2",42.883,74.364,"M",42.619,77.166
23,35.162,NA,46.197,"Class1",6.018,31.585,"A",66.943,52.953
26,68.216,69.552,75.736,"Class1",21.075,24.124,"T",75.367,55.694
28,19.06,55.877,42.204,"Class1",45.69,35.374,"H",70.473,45.144
64,61.531,28.776,109.946,"Class2",19.802,74.341,"K",36.565,79.49
25,82.02,69.677,78.674,"Class1",74.24,36.765,"A",66.087,37.896
56,50.047,49.391,84.023,"Class3",57.543,18.029,"M",62.662,56.531
27,58.543,90.046,44.998,"Class1",52.266,33.401,"H",65.934,57.156
57,50.192,31.207,91.151,"Class3",73.008,43.243,"A",42.611,35.552
26,64.501,62.38,42.328,"Class1",21.419,30.33,"A",87.674,53.144
28,62.768,NA,44.49,"Class1",43.427,28.639,"Y",70.645,47.091
60,51.413,50.562,71.445,"Class3",63.941,30.133,"M",43.349,25.114
59,49.933,32.131,88.659,"Class3",63.568,19.643,"N",62.217,21.132
52,49.323,14.534,77.879,"Class3",62.214,30.442,"N",48.759,45.837
61,50.543,9.739,NA,"Class3",70.655,8.811,"H",58.74,59.12
25,60.382,82.31,27.923,"Class1",57.108,39.219,"Y",85.736,61.615
67,61.902,10.416,38.131,"Class2",29.693,73.642,"K",41.628,40.841
60,50.209,21.869,69.713,"Class3",57.225,41.13,"A",58.858,43.8
68,61.019,5.782,9.342,"Class2",46.266,73.694,"Y",68.237,33.86
47,61.816,13.731,NA,"Class2",29.167,73.904,"K",63.094,40.358
29,49.169,93.331,NA,"Class1",15.153,24.341,"V",83.139,54.659
25,61.763,74.682,84.987,"Class1",47.108,32.26,"A",80.181,55.872
28,52.664,88.291,70.954,"Class1",40.614,32.502,"H",92.825,49.67
56,65.461,14.291,26.718,"Class2",28.154,74.393,"U",53.322,61.556
28,40.311,54.374,80.001,"Class1",56.076,18.568,"A",82.15,51.918
63,61.981,22.751,56.146,"Class2",18.729,74.188,"M",51.59,73.638
71,63.087,16.769,55.392,"Class2",33.008,73.482,"U",54.947,51.3
26,84.01,60.208,74.37,"Class1",39.629,31.269,"Y",92.169,47.305
60,62.622,26.391,75.564,"Class2",21.12,74.703,"U",53.553,62.54
52,49.709,NA,84.54,"Class3",53.574,6.669,"A",61.859,47.562
57,50.784,18.379,70.502,"Class3",67.313,14.179,"N",55.952,19.378
28,10.155,57.065,75.477,"Class1",12.685,31.617,"T",84.143,48.884
60,50.303,52.692,81.844,"Class3",72.061,9.225,"M",49.19,30.19
59,51.217,6.043,88.624,"Class3",62.219,8.368,"A",60.872,51.768
54,61.774,16.686,40.687,"Class2",32.119,73.15,"Y",53.718,70.645
52,51.168,44.608,89.937,"Class3",68.236,28.772,"N",57.52,30.063
23,52.358,87.276,39.15,"Class1",38.293,29.811,"Y",81.006,50.207
60,62.489,7.609,95.314,"Class2",34.677,74.978,"Y",45.925,73.185
24,82.644,70.059,64.888,"Class1",56.931,20.266,"Y",94.574,60.016
58,50.386,40.328,96.758,"Class3",57.692,15.781,"A",54.915,36.711
23,64.511,59.039,85.323,"Class1",34.048,26.778,"A",77.173,63.616
29,57.34,59.161,31.087,"Class1",58.635,29.476,"V",81.561,38.708
29,32.336,NA,59.489,"Class1",36.853,33.715,"V",71.652,55.206
55,49.777,27.161,NA,"Class3",57.033,49.708,"M",54.167,19.802
29,93.046,77.863,63.876,"Class1",21.603,24.59,"T",60.686,57.122
55,50.165,56.632,78.969,"Class3",66.352,47.828,"A",63.635,41.121
26,58.559,59.976,61.172,"Class1",-6.773,23.2,"V",91.714,58.638
47,62.977,8.758,51.425,"Class2",28.499,74.206,"U",45.791,50.529
24,82.963,64.418,77.244,"Class1",46.653,27.77,"H",88.608,42.892
28,61.166,60.436,53.803,"Class1",42.117,39.944,"H",62.903,52.477
60,48.95,16.688,83.955,"Class3",62.201,43.349,"N",57.307,35.533
24,43.854,92.332,NA,"Class1",62.296,30.752,"T",71.018,43.345
23,57.654,60.487,65.209,"Class1",66.604,19.149,"A",88.304,49.256
58,61.413,10.568,94.883,"Class2",42.007,74.908,"A",68.462,64.887
52,61.957,26.059,8.561,"Class2",28.762,73.431,"K",70.711,47.366
54,50.614,56.864,85.603,"Class3",59.357,49.966,"I",40.345,18.531
59,49.638,33.087,93.528,"Class3",72.293,11.332,"N",50.577,35.027
41,61.753,19.581,45.021,"Class2",21.239,74.731,"K",50.87,21.467
61,49.666,46.658,79.196,"Class3",62.85,7.061,"N",53.141,17.097
55,62.968,6.391,69.068,"Class2",14.492,74.52,"M",65.298,101.416
52,50.675,27.057,77.542,"Class3",61.718,31.457,"N",53.186,43.725
29,76.627,83.364,76.647,"Class1",19.346,30.774,"A",77.737,44.844
64,61.082,21.495,84.329,"Class2",17.185,73.339,"A",69.194,52.728
59,49.414,34.102,90.939,"Class3",69.588,42.818,"A",42.514,22.383
67,63.695,21.217,50.047,"Class2",41.492,74.528,"U",62.607,41.676
25,31.873,96.836,30.986,"Class1",43.514,25.313,"H",72.582,53.519
29,41.677,54.286,42.565,"Class1",40.9,23.529,"H",88.36,45.673
54,50.23,27.044,83.209,"Class3",70.366,51.259,"A",55.719,31.781
54,50.037,61.399,94.629,"Class3",70.604,50.051,"A",51.586,29.912
26,39.099,71.06,60.484,"Class1",35.286,30.844,"T",90.468,57.624
25,54.523,54.177,42.975,"Class1",50.665,35.761,"V",78.11,53.032
59,49.65,15.335,85.828,"Class3",76.433,24.298,"M",58.253,45.305
24,92.878,87.097,40.378,"Class1",40.318,27.039,"V",78.401,44.406
25,88.065,83.838,76.247,"Class1",29.729,31.255,"V",74.599,45.299
60,49.785,49.433,83.589,"Class3",63.71,42.896,"M",65.102,56.626
25,57.256,57.659,56.15,"Class1",45.859,37.619,"T",94.021,42.172
29,30.942,88.982,53.888,"Class1",36.454,33.113,"H",81.246,47.979
29,70.589,69.06,59.835,"Class1",51.429,23.064,"Y",69.857,45.214
57,50.161,44.224,75.929,"Class3",70.729,9.285,"I",43.531,21.88
59,50.236,15.628,91.459,"Class3",66.437,17.346,"I",61.786,37.974
58,63.133,NA,14.426,"Class2",29.074,73.723,"A",55.534,52.284
72,64.006,11.108,5.235,"Class2",31.912,73.039,"U",46.292,50.471
62,61.16,16.978,21.826,"Class2",30.697,73.899,"K",62.688,69.796
26,48.082,73.913,85.946,"Class1",43.315,34.162,"T",61.952,56.581
24,43.551,65.774,58.248,"Class1",52.089,38.264,"A",75.928,47.169
51,63.604,17.76,47.815,"Class2",14.364,74.658,"Y",54.261,67.041
44,61.483,16.839,NA,"Class2",36.2,73.221,"Y",39.051,56.369
25,23.547,90.667,38.893,"Class1",46.496,19.36,"V",82.157,61.799
26,93.283,72.324,73.843,"Class1",22.953,22.931,"H",61.844,38.189
28,21.46,62.283,57.036,"Class1",26.501,31.713,"T",72.065,62.064
28,58.158,94.829,65.352,"Class1",34.362,30.781,"T",85.821,53.895
73,62.074,4.773,56.292,"Class2",24.794,74.355,"U",65.723,60.92
70,62.846,31.627,45.329,"Class2",17.524,73.645,"M",66.604,59.801
50,63.11,20.546,22.646,"Class2",32.667,74.977,"K",46.588,41.063
67,61.929,13.113,58.145,"Class2",36.013,74.682,"A",36.821,61.468
61,51.271,21.226,95.429,"Class3",63.153,11.648,"N",65.947,27.496
61,50.236,59.026,84.741,"Class3",64.455,16.494,"A",64.466,32.767
63,63.69,25.561,90.754,"Class2",18.012,73.352,"A",35.065,45.824
28,76.596,88.708,70.057,"Class1",32.732,30.795,"Y",71.494,43.672
70,64.353,22.293,25.807,"Class2",30.326,74.449,"Y",45.1,52.534
59,51.573,8.764,97.887,"Class3",62.555,45.575,"I",46.628,31.895
28,68.216,91.739,62.215,"Class1",64.34,22.863,"T",76.849,38.747
29,54.092,68.18,NA,"Class1",45.754,23.285,"H",62.239,55.163
64,63.054,14.713,26.376,"Class2",14.251,73.581,"A",65.848,60.801
53,50.493,NA,68.131,"Class3",73.139,26.975,"N",63.164,32.199
42,63.81,33.39,43.181,"Class2",34.227,73.012,"M",69.916,54.969
53,49.195,47.276,75.25,"Class3",72.886,7.6,"H",64.824,40.84
65,62.058,32.899,23.514,"Class2",33.806,73.367,"M",37.183,72.621
43,63.021,29.196,41.206,"Class2",33.616,74.647,"M",49.361,50.265
52,50.052,30.621,73.685,"Class3",60.737,46.62,"I",64.302,32.326
71,62.342,10.419,8.426,"Class2",17.547,73.763,"U",50.476,62.476
56,64.447,24.597,20.239,"Class2",13.959,73.716,"Y",43.26,61.215
29,27.802,71.54,82.521,"Class1",-1.483,39.099,"V",73.202,46.709
59,49.324,46.261,63.492,"Class3",76.84,43.379,"H",49.324,42.788
58,60.127,34.539,25.348,"Class2",19.955,73.568,"A",51.375,78.164
54,63.713,NA,4.926,"Class2",18.854,73.604,"A",36.266,60.663
53,49.833,32.598,94.554,"Class3",50.662,45.334,"N",64.578,42.345
73,61.681,16.869,8.819,"Class2",35.069,73.454,"Y",51.512,68.615
44,62.444,32.118,47.832,"Class2",22.735,73.058,"U",70.5,82.922
53,50.839,57.107,81.161,"Class3",68.036,37.013,"H",53.837,47.349
54,62.694,21.684,19.492,"Class2",23.81,74.103,"U",40.447,57.531
26,50.045,56.832,36.367,"Class1",39.413,37.65,"V",72.146,55.301
52,49.862,45.665,NA,"Class3",74.199,8.609,"A",45.181,31.988
29,46.653,55.517,62.144,"Class1",45.243,32.451,"A",72.047,56.061
29,34.031,77.016,57.66,"Class1",24.739,34.018,"A",88.2,52.907
53,50.559,57.809,76.448,"Class3",67.121,23.033,"N",57.963,46.868
60,47.518,35.738,NA,"Class3",68.532,52.721,"M",37.773,23.462
51,62.442,18.906,22.091,"Class2",21.57,73.307,"A",57.229,44.265
53,49.993,23.564,76.908,"Class3",61.333,40.209,"H",51.229,32.589
61,49.274,60.465,101.28,"Class3",72.268,11.543,"I",53.805,43.314
52,51.348,28.928,79.999,"Class3",55.063,17.057,"I",58.162,26.555
58,61.668,36.992,45.56,"Class2",30.908,73.136,"Y",38.499,37.47
48,63.336,4.637,61.413,"Class2",29.07,74.604,"Y",36.164,74.76
54,61.852,3.534,67.63,"Class2",16.042,74.317,"Y",58.089,77.378
25,31.434,90.073,52.176,"Class1",8.953,19.826,"Y",64.998,57.297
48,62.745,6.47,50.117,"Class2",40.694,73.03,"A",55.282,55.824
42,61.997,27.695,55.21,"Class2",33.314,73.604,"U",52.229,54.203
52,49.464,59.996,86.678,"Class3",62.845,25.611,"N",56.128,49.8
58,51.006,14.345,98.269,"Class3",56.697,44.837,"A",49.435,38.227
69,63.984,9.715,74.539,"Class2",26.86,73.436,"M",39.067,40.189
52,50.507,29.845,85.346,"Class3",48.655,23.096,"H",58.298,13.164
57,62.03,10.803,53.045,"Class2",31.664,74.163,"K",60.501,54.503
28,33.962,78.887,49.721,"Class1",44.895,35.939,"A",78.793,63.26
29,47.513,85.544,73.177,"Class1",22.137,30.74,"T",91.583,44.11
43,63.005,13.744,64.561,"Class2",28.4,73.528,"Y",52.719,51.311
27,54.088,57.957,84.834,"Class1",53.313,30.419,"V",65.661,47.612
59,50.281,26.994,86.78,"Class3",67.594,10.688,"A",60.067,57.981
60,61.894,8.229,48.987,"Class2",33.371,73.939,"M",67.965,80.529
56,49.204,55.92,81.954,"Class3",66.312,16.03,"M",48.157,37.6
27,86.824,72.288,72.606,"Class1",42.962,24.577,"V",73.853,43.859
48,62.323,17.679,19.072,"Class2",26.944,74.298,"U",40.551,60.773
29,62.772,62.13,80.411,"Class1",42.887,25.281,"T",94.862,45.884
26,65.542,76.533,104.779,"Class1",57.228,29.167,"H",92.59,54.601
26,80.775,89.628,55.113,"Class1",30.693,27.862,"V",90.997,50.334
65,63.619,29.252,30.883,"Class2",31.587,73.693,"K",35.029,50.036
53,61.965,28.132,77.688,"Class2",34.057,74.922,"M",64.796,71.878
29,60.041,60.714,49.805,"Class1",69.708,23.597,"T",94.694,57.903
56,60.984,20.693,39.083,"Class2",18.56,73.576,"M",69.626,51.684
58,50.2,10.756,70.864,"Class3",62.906,12.86,"H",49.593,28.282
55,61.586,10.677,64.753,"Class2",31.425,73.649,"A",38.602,60.158
58,49.687,57.676,82.58,"Class3",66.523,36.458,"N",57.587,23.657
53,62.012,14.396,41.505,"Class2",34.471,73.175,"A",51.702,89.641
27,71.419,63.65,49.857,"Class1",88.554,31.55,"V",70.845,45.986
26,11.217,90.896,84.811,"Class1",27.515,38.294,"H",87.14,40.504
53,49.83,31.866,90.147,"Class3",56.968,18.26,"A",50.425,32.467
57,49.927,32.986,85.592,"Class3",69.797,50.37,"I",45.609,30.036
45,61.863,9.469,31.142,"Class2",21.075,74.432,"A",38.668,66.169
54,50.953,12.313,61.479,"Class3",73.775,22.252,"M",46.743,11.704
64,62.125,9.706,15.407,"Class2",33.991,74.721,"A",41.667,35.926
24,61.596,70.183,NA,"Class1",48.158,20.856,"Y",75.303,40.666
23,35.333,89.094,71.211,"Class1",49.018,25.45,"V",86.265,47.67
51,63.302,NA,51.021,"Class2",23.684,74.364,"Y",65.985,50.211
63,62.944,3.659,49.454,"Class2",19.27,73.265,"Y",57.279,77.237
64,61.654,20.529,34.332,"Class2",22.335,73.183,"M",51.654,66.869
68,60.843,28.673,28.979,"Class2",23.369,74.71,"U",40.204,50.227
56,49.806,26.487,81.795,"Class3",70.956,19.538,"H",45.762,40.652
62,62.228,NA,18.305,"Class2",21.532,73.217,"K",53.087,56.075
55,62.665,26.486,23.052,"Class2",29.851,73.403,"U",65.886,74.414
53,49.778,13.489,86.536,"Class3",59.478,43.347,"A",57.594,31.437
27,38.918,88.3,56.936,"Class1",46.132,27.089,"T",84.843,48.24
