"YLU1","CRS2","GMA3","OLA4","Output13","OWP5","GVZ6","FHC7","AOQ8","QMC9","TKA10","UJR11","IBX12"
25.834,43.88,41.293,44,"Class2","J","F",31.415,11,65.103,59.225,32.689,52.298
24.435,43.392,66.257,50,"Class2","R","F",50.933,9,46.169,49.254,39.967,43.756
28.224,52.856,60.453,56,"Class2","Z","O",32.614,8,49.038,28.584,48.808,35.835
74.238,57.062,73.865,90,"Class3","P","J",74.128,70,35.69,25.528,23.017,71.816
35.372,50.413,57.789,55,"Class2","S","O",30.089,10,50.552,88.921,26.426,35.914
11.587,97.195,42.684,98,"Class1","R","H",63.343,56,53.666,2.22,69.498,63.293
25.878,51.195,43.358,56,"Class2","S","X",35.022,8,41.952,38.008,16.09,59.965
61.951,31.474,74.028,71,"Class3","P","F",77.447,65,38.032,26.94,21.588,67.866
31.744,45.445,34.727,60,"Class2","Z","E",45.646,9,44.291,73.315,52.551,19.496
19.22,63.245,45.232,57,"Class1","R","I",62.409,58,22.377,2.974,40.501,63.371
24.354,42.759,75.286,56,"Class2","T","F",29.196,9,51.818,14.78,47.339,48.499
35.499,51.503,52.015,54,"Class2","Z","E",38.05,10,44.341,39.328,40.187,56.546
22.93,31.431,80.328,89,"Class3","A","M",72.218,67,41.377,21.849,39.983,-29.722
22.155,87.698,42.255,76,"Class1","R","D",62.879,55,42.439,3.783,35.958,67.838
14.611,89.084,12.698,73,"Class1","K","C",66.593,56,13.474,1.867,42.453,71.083
51.135,53.292,104.786,78,"Class3","T","F",83.671,77,40.265,24.371,25.873,-23.181
19.58,59.614,20.888,96,"Class1","K","H",55.405,54,49.798,3.382,67.736,67.884
20.261,32.806,32.987,68,"Class1","K","I",65.943,NA,20.983,4.075,51.054,69.457
14.087,47.512,22.742,76,"Class1","I","P",57.202,57,38.983,3.905,61.808,67.394
83.569,52.21,74.353,78,"Class3","Y","M",77.665,64,42.84,14.365,25.847,23.936
35.514,60.534,63.083,59,"Class2","J","E",41.704,9,43.5,30.786,30.534,23.141
25.201,58.727,53.018,50,"Class2","S","O",36.196,10,41.097,48.795,49.671,24.956
19.086,61.198,35.363,95,"Class1","I","C",64.549,58,6.246,3.276,58.838,70.846
6.223,34.866,33.08,87,"Class1","H","P",62.496,54,14.438,0.867,53.576,75.158
22.906,46.556,56.312,54,"Class2","J","X",44.137,10,45.948,47.841,31.391,42.131
32.412,46.989,64.451,59,"Class2","Z","F",37.687,8,52.142,42.286,31.81,36.698
22.707,65.479,20.777,59,"Class1","H","C",62.396,56,24.91,1.721,73.653,75.304
8.911,44.615,85.067,89,"Class3","T","F",89.877,68,42.018,24.347,32.981,86.66
NA,38.072,84.34,81,"Class3","G","J",88.441,79,40.237,21.368,38.967,87.867
24.157,32.843,46.818,55,"Class2","T","F",53.523,9,45.986,42.802,54.167,40.26
55.802,29.482,78.093,79,"Class3","G","M",87.603,77,41.746,25.736,38.84,33.213
39.277,59.873,82.884,85,"Class3","G","J",90.47,75,36.382,25.272,26.346,62.066
30.197,50.568,61.77,55,"Class2","R","E",35.677,11,46.553,34.648,63.763,1.424
17.189,58.821,86.309,65,"Class3","A","J",76.933,72,40.738,28.575,30.536,52.437
27.923,64.271,44.624,61,"Class2","S","F",53.465,10,34.538,26.139,62.796,-3.737
6.384,88.757,25.819,65,"Class1","Z","H",54.75,56,49.253,2.286,29.709,71.365
30.449,52.835,65.968,50,"Class2","T","E",29.389,11,43.717,79.249,62.744,35.289
31.771,59.11,63.096,45,"Class2","T","X",33.73,10,50.069,66.575,30.987,21.122
11.38,20.283,36.368,81,"Class1","I","D",60.317,54,33.06,1.118,68.536,66.92
59.924,51.028,65.084,66,"Class3","A","K",78.853,64,41.886,22.079,20.972,115.727
66.32,48.307,79.878,77,"Class3","P","M",86.821,70,38.705,30.509,29.511,9.706
25.29,95.257,37.653,51,"Class1","Z","C",51.215,56,17.337,2.094,26.126,68.529
22.509,49.338,2.948,74,"Class1","I","I",62.585,56,47.011,2.692,25.998,74.703
23.031,59.439,45.795,83,"Class1","R","C",57.489,NA,46.579,2.025,69.47,67.548
29.962,65.641,54.154,60,"Class2","S","F",53.729,8,42.606,40.799,17.289,5.987
29.072,60.229,47.767,59,"Class2","J","F",44.834,10,47.593,26.284,61.334,0.945
51.858,54.252,73.018,77,"Class3","T","K",82.446,65,43.083,22.914,25.461,56.202
5.77,63.668,47.24,69,"Class1","I","H",67.439,58,37.653,3.375,37.773,68.668
27.696,43.669,50.094,49,"Class2","Z","E",41.057,11,44.352,81.92,56.511,72.063
71.511,60.902,91.347,80,"Class3","Y","L",77.201,76,37.029,28.198,28.141,26.219
7.388,29.582,76.307,81,"Class3","A","M",86.452,80,38.379,25.334,33.388,28.514
27.465,44.859,68.32,44,"Class2","Z","F",36.266,10,49.522,57.299,29.704,57.883
18.337,68.294,20.727,68,"Class1","K","I",63.082,55,36.66,0.957,32.604,73.799
23.297,48.799,13.324,49,"Class1","H","P",61.693,57,24.014,3.105,40.646,69.486
32.138,37.886,45.491,44,"Class2","T","F",32.307,10,46.478,68.791,41.556,41.201
63.636,64.997,76.916,84,"Class3","A","L",88.985,66,42.792,21.332,29.551,70.862
25.529,24.027,35.874,73,"Class1","R","P",65.718,56,36.044,1.352,48.46,65.346
5.173,64.068,20.926,96,"Class1","Z","C",59.143,58,18.725,3.485,47.007,69.328
24.275,20.014,27.635,75,"Class1","I","P",58.758,52,38.5,3.077,42.822,66.51
26.309,42.437,39.747,52,"Class2","S","F",39.971,10,39.965,61.491,37.606,54.818
25.211,65.715,86.677,85,"Class3","T","K",82.528,75,38.98,27.46,34.561,29.824
65.79,50.103,78.273,76,"Class3","Y","F",90.702,76,40.087,31.54,30.296,21.577
21.882,83.779,3.383,84,"Class1","R","I",66.367,58,11.117,2.463,47.785,71.793
27.777,60.591,72.105,45,"Class2","S","X",26.019,11,32.961,65.193,58.868,12.077
34.583,41.569,40.167,52,"Class2","S","F",28.126,10,38.123,23.229,28.255,-3.771
31.764,50.397,71.751,77,"Class3","P","J",89.506,65,42.97,18.814,30.181,-9.563
28.669,28.579,46.188,59,"Class2","S","X",56.909,9,42.544,71.563,32.02,-2.884
27.041,55.857,44.663,47,"Class2","T","O",47.221,8,46.056,28.296,46.378,44.438
23.041,54.184,39.368,44,"Class1","Z","I",67.985,NA,35.047,1.735,49.713,73.195
10.475,94.027,28.233,56,"Class1","H","I",56.135,58,39.217,3.15,48.954,70.335
20.135,60.181,80.542,81,"Class3","G","J",89.923,78,35.916,22.543,36.052,15.234
17.843,40.647,21.688,58,"Class1","R","H",51.427,53,54.313,2.033,62.231,64.522
13.653,24.722,41.865,52,"Class1","K","H",61.041,57,19.966,3.98,49.79,70.14
21.592,51.602,87.532,79,"Class3","T","M",77.603,69,38.913,23.075,22.281,40.88
27.464,57.369,65.637,44,"Class2","J","Y",52.758,8,41.772,41.973,54.041,7.302
80.753,61.456,86.048,79,"Class3","P","L",85.544,79,41.186,22.14,32.598,68.846
32.273,44.385,46.457,46,"Class2","R","Y",55.029,8,50.133,39.047,20.066,62.911
62.222,35.186,83.829,75,"Class3","P","F",77.751,71,39.788,30.438,35.076,106.716
25.06,86.685,12.149,63,"Class1","R","C",58.461,53,44.371,3.828,72.711,66.621
26.126,53.535,52.378,55,"Class2","J","F",55.738,8,38.143,53.67,23.406,80.708
5.917,66.071,3.128,91,"Class1","K","D",63.385,58,-5.925,3.436,42.815,71.441
23.048,34.453,65.936,53,"Class2","T","E",40.62,10,55.259,23.766,61.162,59.276
24.211,81.102,27.632,45,"Class1","H","D",60.952,58,35.62,4.584,53.447,69.438
51.833,30.459,75.455,77,"Class3","T","K",73.275,71,40.373,17.627,24.743,48.652
87.43,43.803,87.597,69,"Class3","P","L",76.409,69,38.441,16.585,20.003,51.203
23.366,53.345,26.587,47,"Class1","K","H",61.604,58,34.915,3.435,42.479,63.969
35.588,44.95,84.397,64,"Class3","A","K",88.656,73,41.02,30.18,33.235,32.305
14.348,69.532,33.972,78,"Class1","I","P",60.217,54,36.791,3.823,71.774,70.137
71.816,39.61,88.383,71,"Class3","Y","K",84.287,66,37.559,28.343,31.926,27.115
26.434,58.894,42.992,56,"Class2","Z","F",52.947,9,37.607,29.839,22.393,75.452
13.419,64.324,61.436,49,"Class1","Z","P",58.69,56,16.274,2.242,69.712,68.307
12.222,72.632,6.247,50,"Class1","K","I",56.742,56,5.714,1.251,45.287,70.188
25.318,63.681,61.313,58,"Class2","S","Y",30.109,10,35.057,21.962,24.208,10.903
17.96,97.081,33.993,53,"Class1","K","C",52.107,55,11.667,3.754,64.337,67.139
71.491,53.372,76.936,87,"Class3","Y","K",90.899,72,39.731,24.343,26.869,34.742
50.922,45.395,80.038,87,"Class3","T","K",89.056,78,38.002,24.516,33.753,13.442
8.793,40.109,47.159,42,"Class1","R","P",66.155,57,10.453,1.525,69.023,69.049
21.254,36.514,7.584,76,"Class1","K","P",54.473,56,42.929,3.666,25.473,69.322
15.074,40.495,33.949,78,"Class1","R","D",67.886,58,2.957,2.131,53.393,65.402
9.206,57.429,72.001,70,"Class3","A","J",88.479,80,41.571,21.723,40.478,23.112
15.766,33.861,44.51,46,"Class1","K","I",66.002,58,51.518,3.067,65.158,62.718
89.403,33.112,95.214,79,"Class3","P","M",75.413,72,37.195,19.691,20.593,40.504
18.407,37.861,-9.66,89,"Class1","H","H",66.509,58,3.557,4.011,39.747,57.535
12.25,86.832,37.288,89,"Class1","Z","I",51.247,56,35.897,2.203,43.017,74.017
32.915,33.607,89.583,72,"Class3","P","J",87.737,65,44.159,24.446,27.733,62.922
10.625,44.861,59.476,89,"Class3","A","M",81.198,78,40.49,20.446,39.879,106.498
15.697,54.878,34.87,42,"Class1","K","C",67.639,58,31.069,1.119,52.447,69.895
61.192,28.896,67.38,79,"Class3","P","M",72.258,81,35.915,28.444,37.833,23.427
24.744,32.7,8.196,67,"Class1","Z","C",66.387,58,56.683,1.096,46.232,71.986
20.566,35.747,82.155,84,"Class3","A","L",72.1,72,37.024,24.152,38.669,29.156
49.59,64.951,72.441,74,"Class3","T","K",81.201,74,35.875,25.902,36.503,28.53
35.278,49.809,65.925,54,"Class2","J","E",51.267,9,47.222,49.79,28.849,47.791
70.943,64.414,70.81,78,"Class3","Y","J",85.537,66,40.531,33.289,26.591,87.293
25.188,47.758,48.406,48,"Class2","S","Y",40.956,9,44.709,57.905,32.772,45.893
33.452,35.61,42.191,58,"Class2","S","X",48.559,11,42.08,77.905,47.898,32.902
NA,39.512,70.822,82,"Class3","P","L",82.204,66,38.214,24.175,41.39,57.763
24.993,58.955,57.093,54,"Class2","J","E",33.23,9,47.073,33.78,63.976,32.858
24.044,33.469,75.018,70,"Class3","G","F",74.027,75,40.029,26.77,20.627,78.507
29.654,43.566,38.773,61,"Class2","J","E",39.743,8,44.128,35.965,65.916,13.743
6.01,57.161,11.382,82,"Class1","K","H",63.594,53,17.138,1.492,44.835,70.609
7.495,37.919,74.575,75,"Class3","T","L",86.073,70,37.806,29.74,19.16,127.718
45.741,56.083,73.883,73,"Class3","G","J",85.136,79,39.863,27.2,35.003,47.264
67.453,37.789,77.117,81,"Class3","P","F",86.822,70,38.806,18.811,22.444,73.235
91.966,57.574,72.795,73,"Class3","Y","M",90.478,78,43.13,18.69,31.277,58.551
77.667,51.047,69.485,82,"Class3","A","L",87.394,68,36.071,28.621,31.682,11.614
31.504,55.783,76.09,78,"Class3","T","J",74.882,65,42.953,27.128,32.486,36.381
31.714,55.792,38.359,47,"Class2","S","Y",37.915,8,36.619,63.174,26.184,48.973
24.22,38.617,53.751,50,"Class2","Z","O",46.341,11,30.55,47.492,29.062,29.39
10.037,29.959,72.898,86,"Class3","P","J",85.273,70,37.706,23.619,42.836,47.307
26.382,35.417,29.694,59,"Class2","R","F",26.694,NA,36.284,49.719,23.449,67.065
7.736,27.11,23.466,51,"Class1","I","P",51.536,52,11.446,2.636,71.185,62.542
31.878,55.412,76.71,84,"Class3","Y","K",84.347,75,36.601,24.318,38.01,100.2
74.177,55.972,71.811,69,"Class3","G","K",90.08,66,37.465,25.498,26.516,21.563
23.826,66,23.187,88,"Class1","K","D",55.168,53,41.001,3.225,42.646,63.197
34.493,49.358,33.267,60,"Class2","S","F",27.98,11,47.079,32.341,68.957,41.284
NA,41.538,75.861,83,"Class3","G","K",87.682,75,40.64,20.644,40.112,49.597
19.069,83.705,57.016,83,"Class1","R","I",51.784,54,36.944,2.886,60.606,69.07
17.715,48.956,74.868,71,"Class3","T","F",85.134,68,38.883,27.734,19.67,69.47
16.787,31.698,36.96,91,"Class1","Z","D",62.903,54,13.667,2.681,26.756,69.518
25.939,36.359,28.931,50,"Class2","T","Y",26.829,10,43.066,34.209,31.369,22.941
23.793,87.965,38.94,57,"Class1","K","H",66.381,52,57.997,2.481,63.654,72.956
23.831,45.506,34.162,48,"Class2","T","F",43.948,10,44.254,58.461,57.94,40.543
5.228,75.12,27.341,84,"Class1","K","C",57.787,55,21.016,4.327,57.448,69.074
88.787,59.042,81.807,83,"Class3","T","M",84.817,64,38.739,26.601,20.217,88.578
24.536,37.439,22.051,93,"Class1","H","C",55.057,54,48.021,2.597,39.607,68.131
35.507,52.729,52.151,47,"Class2","T","Y",37.319,8,52.314,76.179,58.667,35.85
35.407,42.25,75.39,72,"Class3","G","F",73.718,74,38.805,23.825,26.345,82.569
39.784,48.931,79.469,74,"Class3","A","M",83.125,80,39.35,25.172,37.124,12.024
23.097,51.915,89.547,81,"Class3","A","K",81.547,70,37.753,18.989,29.198,41.912
45.79,57.884,78.585,84,"Class3","A","F",72.168,71,39.056,20.679,24.252,85.603
29.327,44.313,71.496,55,"Class2","T","X",55.04,11,41.508,70.018,67.921,27.436
21.847,92.903,19.195,92,"Class1","K","C",66.591,55,29.658,2.951,35.514,72.245
39.777,54.677,94.92,75,"Class3","A","M",90.952,80,41.396,20.088,27.145,55.637
26.61,65.898,18.807,58,"Class2","S","F",30.042,10,46.997,68.366,41.244,27.582
50.289,40.58,86.585,89,"Class3","T","L",81.19,67,38.03,26.464,35.518,0.439
13.479,35.856,82.408,77,"Class3","G","M",78.998,69,40.044,33.532,26.711,41.004
78.125,28.264,70.765,66,"Class3","G","L",84.657,78,40.792,30.2,42.524,54.9
6.292,28.26,9.64,98,"Class1","I","D",55.004,53,24.296,2.222,58.854,67.527
NA,63.7,77.73,69,"Class3","P","M",82.885,78,38.616,30.338,26.005,19.543
34.427,57.761,51.594,53,"Class2","R","X",38.573,11,47.971,50.491,31.881,14.525
24.493,64.303,12.135,83,"Class1","R","H",59.748,52,31.959,3.663,58.374,68.523
26.545,65.319,83.206,82,"Class3","A","F",73.821,NA,42.786,22.841,20.84,10.319
25.322,55.282,38.591,55,"Class2","R","F",31.983,8,47.368,42.828,40.141,72.562
90.409,33.92,77.984,82,"Class3","P","F",82.615,71,36.876,31.535,28.957,19.017
27.277,44.964,54.245,48,"Class2","R","X",48.619,8,49.888,52.611,56.297,35.82
30.073,55.195,47.107,51,"Class2","S","O",27.71,8,39.016,78.453,18.197,75.932
NA,28.095,80.459,69,"Class3","G","F",74.284,77,38.319,24.981,37.726,78.269
11.065,78.285,48.73,75,"Class1","R","P",54.505,56,46.841,2.402,37.121,67.793
25.108,48.909,37.485,67,"Class1","K","I",63.86,55,19.034,1.002,34.848,72.917
33.915,64.927,44.462,47,"Class2","Z","Y",42.105,10,43.389,60.924,61.292,21.485
22.52,22.961,9.811,59,"Class1","R","P",56.676,53,58.033,1.199,42.722,73.521
10.796,46.585,28.641,86,"Class1","I","I",56.123,54,38.013,2.606,57.163,59.703
27.146,41.76,40.085,45,"Class2","J","E",49.94,11,55.537,68.951,21.007,27.539
35.242,30.496,68.535,44,"Class2","T","Y",42.724,9,41.406,54.118,38.85,17.484
8.783,41.851,68.404,65,"Class3","A","M",74.429,81,41.228,27.161,27.824,70.539
31.56,60.832,86.151,71,"Class3","T","L",72.353,64,39.022,22.226,24.108,50.863
12.48,37.584,70.839,77,"Class3","P","F",80.863,68,42.746,22.7,32.173,77.462
21.235,43.953,78.83,73,"Class3","P","M",77.689,72,40.102,20.42,41.619,15.925
33.83,28.616,72.193,58,"Class2","S","X",37.828,8,55.94,84.767,64.068,-8.603
18.173,34.596,19.352,46,"Class1","H","I",65.275,57,31.007,3.188,46.488,74.824
34.642,31.749,26.414,54,"Class2","Z","E",55.88,11,49.849,73.698,23.301,35.165
13.204,30.827,33.783,51,"Class1","I","I",62.807,NA,29.735,4.32,54.895,74.764
30.004,43.371,40.673,47,"Class2","R","E",37.339,8,31.057,41.372,45.36,68.698
34.245,63.71,45.323,51,"Class2","Z","Y",33.221,9,47.462,97.88,54.776,42.903
30.014,55.213,75.194,80,"Class3","P","F",88.611,71,39.913,22.713,36.434,69.627
84.762,32.334,83.562,77,"Class3","G","J",82.35,78,37.226,28.448,34.327,92.916
30.002,51.22,59.218,49,"Class2","S","Y",36.793,9,47.07,52.808,36.43,63.999
33.831,28.854,50.968,45,"Class2","T","X",41.148,9,45.832,54.144,27.989,23.662
NA,46.177,70.602,58,"Class2","R","O",29.199,9,43.552,30.984,32.432,63.297
14.406,32.367,47.255,49,"Class1","Z","D",64.314,55,26.797,1.585,25.703,68.362
31.289,37.125,50.315,57,"Class2","R","O",26.853,10,38.066,74.426,62.001,36.29
26.273,36.992,53.305,49,"Class2","T","O",37.593,11,36.154,64.052,24.817,48.459
35.044,61.395,49.71,56,"Class2","S","F",37.184,8,32.286,37.262,46.833,38.101
32.989,31.715,48.092,49,"Class2","R","F",35.244,8,38.023,83.212,37.921,80.879
25.743,86.06,32.141,92,"Class1","H","I",60.406,56,14.645,2.729,47.76,72.41
25.192,46.179,73.898,49,"Class2","R","X",26.732,8,43.256,93.304,25.145,56.198
25.747,68.44,67.43,57,"Class2","J","E",34.784,8,43.41,14.485,20.938,35.102
35.922,33.544,74.987,66,"Class3","Y","L",83.177,69,38.378,33.477,23.705,29.831
6.27,37.798,79.197,68,"Class3","G","F",77.534,64,41.186,17.755,36.314,20.427
NA,53.83,78.337,89,"Class3","A","F",85.34,81,40.427,20.708,26.938,47.025
35.852,61.379,70.1,51,"Class2","J","X",43.644,10,42.434,20.461,45.346,30.845
9.808,91.294,32.61,93,"Class1","Z","C",63.53,58,45.51,2.98,67.054,69.216
7.984,79.763,23.855,43,"Class1","R","P",59.667,55,15.18,2.536,24.265,63.272
28.706,30.665,60.527,54,"Class2","J","F",38.672,9,37.823,83.69,45.577,31.146
77.363,56.37,70.629,85,"Class3","Y","F",84.912,79,41.039,20.367,26.646,99.74
36.55,38.497,72.179,81,"Class3","P","K",72.509,69,39.017,17.811,21.683,83.116
35.804,62.688,51.442,58,"Class2","J","E",44.813,11,33.698,6.838,63.473,37.772
32.7,37.617,61.224,55,"Class2","Z","O",37.817,9,45.603,50.282,39.826,55.734
79.016,33.667,95.792,84,"Class3","T","K",79.284,72,38.276,26.451,23.289,63.905
59.252,58.508,70.929,73,"Class3","T","K",79.965,68,42.832,21.391,38.063,57.256
32.411,40.121,63.463,54,"Class2","S","X",49.42,8,34.779,3.627,44.266,0.176
32.609,30.297,72.373,72,"Class3","A","F",86.502,75,40.524,27.69,35.189,48.498
66.884,37.893,70.156,75,"Class3","A","J",78.772,68,41.315,17.224,39.808,14.865
41.844,50.637,71.453,74,"Class3","Y","K",89.312,72,39.639,23.602,23.325,50.475
64.652,41.565,70.72,88,"Class3","Y","L",87.072,66,38.883,32.705,22.903,15.892
23.198,43.825,57.492,44,"Class2","S","E",53.99,11,39.549,83.68,69.253,1.245
22.479,43.264,58.988,45,"Class2","R","F",38.503,10,38.795,55.787,19.975,11.18
28.779,65.914,42.857,61,"Class2","Z","E",38.697,10,45.061,61.644,32.26,24.079
11.274,28.69,23.949,87,"Class1","H","P",53.77,53,22.423,3.737,54.223,68.637
33.642,39.439,50.774,59,"Class2","J","Y",54.085,9,50.337,-6.888,58.506,18.706
33.646,56.452,55.905,48,"Class2","R","X",31.531,11,48.467,62.295,62.259,38.458
32.205,55.526,61.663,61,"Class2","S","O",28.34,10,31.814,47.257,21.185,63.925
65.095,43.766,88.089,73,"Class3","G","L",80.239,75,39.076,28.992,34.203,93.806
33.443,52.15,53.116,61,"Class2","S","O",52.368,9,44.389,19.104,42.676,92.571
34.349,59.119,82,66,"Class3","T","F",90.01,NA,42.839,24.658,21.364,60.63
23.864,97.939,33.861,50,"Class1","R","C",53.035,53,41.331,3.484,32.011,70.336
34.462,63.876,51.324,49,"Class2","Z","X",32.639,11,41.13,32.128,24.305,32.933
18.01,87.747,15.658,43,"Class1","K","P",62.526,55,25.326,1.19,45.667,63.756
57.311,61.942,76.885,89,"Class3","T","K",78.585,68,40.771,22.622,36.164,61.761
30.028,29.573,72.649,86,"Class3","G","M",84.082,65,38.761,24.875,31.709,76.653
32.229,63.919,75.539,90,"Class3","P","M",81.51,77,36.875,23.403,23.44,32.874
NA,21.96,2.5,91,"Class1","Z","C",57.775,NA,33.995,2.642,52.997,78.442
92.101,51.117,69.334,73,"Class3","Y","M",76.982,75,41.242,21.251,42.157,85.083
50.799,58.248,73.358,64,"Class3","G","J",78.795,69,39.782,21.101,27.589,41.989
30.851,53.488,83.386,68,"Class3","Y","L",86.557,76,37.65,26.966,20.67,65.265
22.498,42.547,38.429,52,"Class2","T","F",40.096,8,46.235,29.412,36.175,17.545
23.518,43.207,52.596,60,"Class2","S","E",53.215,9,51.707,42.738,50.448,44.796
9.068,35.344,44.092,93,"Class1","Z","C",61.427,56,44.704,3.414,52.698,72.636
27.003,37.745,46.121,49,"Class2","J","F",28.918,11,50.511,48.637,61.842,26.641
81.379,55.461,77.934,80,"Class3","T","F",80.031,65,41.176,20.638,35.627,47.509
31.009,31.976,52.434,56,"Class2","J","E",49.27,8,43.257,23.016,53.779,39.554
9.113,59.591,60.867,86,"Class3","P","L",82.592,75,39.602,27.807,30.997,59.24
40.424,49.15,66.123,78,"Class3","Y","L",84.938,74,39.963,28.28,35.679,109.402
29.47,65.884,71.361,60,"Class2","J","E",29.743,9,51.151,19.92,23.747,14.926
5.082,30.16,52.237,84,"Class1","R","I",67.239,NA,24.264,2.856,67.49,71.734
56.648,55.323,76.51,73,"Class3","G","F",89.929,73,44.179,26.798,37.304,103.736
24.676,52.008,60.894,66,"Class1","R","C",61.886,52,39.406,1.059,50.901,66.761
31.8,48.038,45.205,48,"Class2","S","Y",49.676,8,42.876,38.507,41.17,15.18
21.134,89.551,24.451,79,"Class1","Z","P",53.598,57,-11.342,3.13,24.107,68.793
28.182,58.721,32.298,53,"Class2","R","O",33.529,11,47.846,74.042,44.556,55.757
11.31,54.284,79.597,87,"Class3","A","K",81.635,71,41.47,25.512,34.296,93.94
7.665,60.964,85.277,68,"Class3","G","F",90.375,69,41.959,29.965,34.869,-24.547
23.562,65.085,-4.287,86,"Class1","K","D",60.624,54,26.139,3.077,69.203,69.783
NA,66.226,53.853,48,"Class2","Z","O",39.826,11,48.917,47.759,43.628,26.034
25.303,52.696,53.128,59,"Class2","T","E",34.393,8,35.908,10.556,57.304,60.501
84.807,37.242,83.492,83,"Class3","Y","L",82.06,74,37.978,21.935,27.785,24.942
NA,86.93,24.905,50,"Class1","H","I",54.316,55,29.868,1.804,58.704,69.458
23.892,32.75,67.056,54,"Class2","R","F",27.396,10,42.14,31.244,47.846,17.053
17.045,68.178,3.062,56,"Class1","Z","D",51.556,52,37,2.097,27.529,70.427
40.122,47.834,67.146,71,"Class3","Y","F",83.956,66,40.128,23.158,28.918,118.774
33.29,29.765,45.55,52,"Class2","Z","Y",40.18,8,38.051,73.965,49.963,34.417
23.688,68.331,41.253,55,"Class2","S","O",53.209,9,63.152,47.787,44.878,61.591
27.009,55.423,55.149,56,"Class2","Z","E",42.665,8,54.857,68.365,36.382,41.881
24.316,85.468,38.692,94,"Class1","I","P",55.868,52,42.121,1.56,24.807,77.227
24.766,48.52,49.798,45,"Class2","T","Y",29.638,11,54.56,44.671,45.733,27.077
55.429,42.192,83.108,82,"Class3","T","J",76.648,64,41.423,23.512,31.679,47.767
29.997,49.065,48.716,48,"Class2","R","F",26.153,11,55.262,27.906,17.221,37.819
20.939,80.587,41.731,43,"Class1","R","H",60.942,57,31.514,0.851,57.735,66.539
18.152,62.408,13.751,83,"Class1","R","P",51.162,53,23.288,2.93,66.48,70.352
32.536,36.288,44.288,47,"Class2","S","O",55.879,11,44.831,41.286,28.961,23.891
30.497,48.285,59.418,52,"Class2","S","X",49.863,9,51.532,57.96,49.982,34.846
30.747,60.468,75.514,75,"Class3","A","M",76.191,66,41.405,23.685,28.781,54.909
31.081,62.084,53.749,60,"Class2","R","F",26.102,11,42.978,61.655,26.864,38.726
51.957,44.276,81.53,77,"Class3","T","J",85.514,80,37.944,27.367,32.601,62.924
NA,75.523,22.97,47,"Class1","H","C",57.601,52,37.47,0.258,54.705,67.339
47.542,37.097,84.416,73,"Class3","Y","M",85.421,70,38.976,22.706,41.395,16.321
26.523,37.607,19.766,56,"Class1","I","P",67.924,58,24.862,2.133,37.95,67.634
