"BXE1","PFV2","EVF3","DCN4","LUK5","Output25","YVS6","WGI7","HFI8","JAO9","PKG10"
23.735,"H",82.89,33.302,39,"Class5",61.032,9.071,"K",87.962,97.656
79.773,"O",97.36,46.192,41,"Class3",67.051,72.247,"U",NA,56.544
66.628,"Q",78.503,13.345,33,"Class2",67.882,84.089,"G",92.536,79.453
73.407,"Y",NA,11.126,41,"Class3",74.441,77.06,"Z",85.583,85.767
30.59,"R",83.397,33.142,51,"Class5",61.572,18.239,"R",87.478,97.363
68.392,"U",73.019,13.893,58,"Class2",54.341,76.813,"B",23.58,50.063
73.019,"A",90.577,8.911,20,"Class3",80.672,79.285,"D",88.654,67.559
37.008,"P",84.886,32.7,28,"Class5",60.887,14.52,"G",91.601,97.832
7.554,"T",28.92,4.29,74,"Class1",72.597,41.672,"F",59.265,28.142
29.362,"Q",47.852,35.882,58,"Class4",17.177,64.406,"P",86.195,64.684
46.485,"N",85.001,31.586,54,"Class5",64.491,5.891,"K",87.696,96.843
7.266,"F",22.223,5.669,73,"Class1",68.059,62.61,"V",53.544,29.065
28.938,"M",51.436,35.658,45,"Class4",17.609,31.986,"O",86.519,28.488
65.919,"F",79.494,20.579,60,"Class2",44.824,80.878,"G",30.595,61.778
35.24,"N",83.798,31.316,30,"Class5",64.382,13.416,"G",88.015,97.791
10.042,"J",13.549,4.49,70,"Class1",74.148,66.847,"O",NA,31.356
9.457,"T",29.997,4.382,74,"Class1",74.459,36.806,"V",59.678,31.392
40.496,"H",82.758,31.144,38,"Class5",61.612,7.702,"E",86.088,97.492
68.143,"Q",76.263,21.066,40,"Class2",35.428,63.092,"B",24.196,89.089
9.065,"J",36.75,5.491,72,"Class1",72.738,12.574,"X",NA,32.998
34.14,"M",29.595,36.463,75,"Class4",12.154,33.025,"O",86.01,34.556
42.468,"H",85.146,31.012,35,"Class5",62.607,8.7,"G",87.865,97.485
66.062,"U",76.975,8.922,39,"Class2",57.523,69.005,"O",45.317,92.009
88.09,"A",88.333,49.104,25,"Class3",78.355,77.148,"U",81.887,35.601
24.219,"N",NA,31.316,40,"Class5",63.555,12.255,"G",86.459,97.936
33.498,"K",71.9,30.777,55,"Class4",14.436,39.4,"V",87.654,13.079
28.875,"K",50.522,28.854,87,"Class4",28.016,58.172,"I",88.735,24.988
39.222,"U",82.774,32.022,28,"Class5",61.136,10.455,"R",88.499,97.359
8.449,"L",32.781,5.387,72,"Class1",66.078,42.991,"X",60.344,31.545
66.753,"R",84.748,31.948,30,"Class5",61.632,18.183,"B",85.342,98.043
38.101,"N",NA,31.263,53,"Class5",60.344,18.212,"G",84.933,97.474
8.667,"J",53.614,4.561,73,"Class1",71.174,27.413,"O",57.812,33.335
26.9,"R",82.628,32.93,33,"Class5",63.637,14.876,"B",86.523,97.699
6.486,"K",9.825,4.032,72,"Class1",73.702,70.812,"M",48.705,27.125
9.025,"J",3.837,4.874,74,"Class1",70.541,54.025,"O",53.778,32.748
7.719,"J",32.343,4.947,74,"Class1",71.391,10.504,"X",51.317,27.286
80.256,"O",94.942,42.916,30,"Class3",71.281,72.79,"W",89.548,81.128
67.05,"O",58.909,23.481,37,"Class2",26.622,75.72,"Q",30.592,59.817
7.947,"J",41.884,4.307,69,"Class1",75.519,31.402,"M",59.579,32.214
66.525,"U",83.848,16.252,63,"Class2",8.256,56.091,"G",42.751,74.664
7.096,"J",22.265,4.897,73,"Class1",70.512,50.948,"F",53.705,32.567
8.132,"K",14.477,5.593,70,"Class1",73.102,12.95,"V",47.356,25.032
75.897,"O",95.411,15.479,29,"Class3",58.093,81.78,"U",82.819,19.857
32.213,"N",82.091,31.141,52,"Class5",62.104,14.469,"E",87.097,97.589
76.173,"O",93.601,51.099,38,"Class3",64.143,74.447,"B",87.76,101.356
66.489,"Q",86.114,11.52,37,"Class2",72.324,72.789,"Q",73.538,50.781
82.904,"A",90.631,31.484,20,"Class3",77.109,75.436,"W",80.221,76.486
9.039,"L",32.353,4.936,69,"Class1",65.041,43.768,"O",48.716,28.428
68.139,"Q",80.302,9.788,60,"Class2",75.966,66.439,"O",77.126,80.028
28.391,"Q",37.188,28.219,63,"Class4",15.506,30.939,"H",87.836,11.487
47.686,"P",83.668,31.934,38,"Class5",61.481,13.452,"B",89.355,97.414
64.769,"Q",75.073,16.884,57,"Class2",72.167,65.288,"B",26.528,84.106
8.183,"L",NA,5.408,71,"Class1",71.411,42.902,"V",NA,27.101
36.241,"K",NA,34.704,84,"Class4",29.373,40.084,"H",87.468,22.561
8.492,"F",20.746,5.636,71,"Class1",74.989,59.408,"X",59.502,26.119
67.788,"F",86.167,8.071,38,"Class2",75.394,70.546,"B",75.954,74.058
67.884,"F",73.826,23.3,32,"Class2",-4.875,81.493,"O",64.971,52.268
9.108,"J",25.893,4.886,70,"Class1",73.49,64.667,"M",55.19,34.788
8.67,"F",23.589,5.779,73,"Class1",69.08,33.107,"M",48.674,30.547
38.01,"P",84.158,32.759,29,"Class5",64.115,8.144,"B",NA,97.633
73.758,"G",91.333,63.27,29,"Class3",80.991,82.274,"U",81.15,88.946
91.838,"Y",83.353,38.268,36,"Class3",71.951,72.162,"D",89.867,55.348
8.088,"J",31.457,5.236,71,"Class1",72.121,44.877,"F",47.244,27.112
36.434,"P",84.632,33.17,36,"Class5",64.737,12.615,"R",86.042,97.288
72.714,"Y",92.019,46.63,36,"Class3",71.508,71.971,"U",85.394,82.924
76.985,"H",96.462,60.437,21,"Class3",74.79,77.557,"U",89.535,61.634
79.267,"A",92.813,26.876,40,"Class3",66.073,83.941,"B",90.027,80.928
40.447,"U",82.17,32.716,45,"Class5",64.314,17.996,"B",88.892,97.298
76.333,"G",87.734,58.931,37,"Class3",71.1,77.362,"W",90.801,72.249
65.792,"O",88.366,14.153,62,"Class2",75.847,57.801,"O",36.506,81.378
67.913,"F",80.505,17.972,33,"Class2",73.599,59.796,"Q",26.031,29.317
53.225,"R",81.93,31.978,34,"Class5",62.109,17.878,"K",84.56,98.249
9.386,"K",23.82,5.31,71,"Class1",75.826,10.09,"O",57.215,25.946
34.817,"M",13.123,35.302,82,"Class4",4.789,24.567,"O",87.038,53.747
35.455,"K",72.65,33.62,73,"Class4",14.994,36.66,"V",87.427,51.466
32.527,"H",82.956,33.407,38,"Class5",62.282,11.906,"B",NA,97.529
67.15,"O",85.777,14.783,51,"Class2",-11.425,53.304,"B",NA,56.195
66.162,"F",72.744,23.77,51,"Class2",51.619,62.575,"N",86.488,107.098
35.58,"Q",42.917,34.523,61,"Class4",23.718,80.907,"H",88.212,29.05
35.081,"O",63.659,38.975,76,"Class4",6.254,25.371,"P",87.716,30.998
33.297,"K",60.127,27.442,86,"Class4",23.653,37.771,"P",87.09,55.521
32.536,"U",51.077,32.93,65,"Class4",12.492,16.641,"P",88.324,25.522
75.771,"G",90.099,59.783,22,"Class3",56.937,80.598,"D",79.837,31.589
22.094,"U",82.474,31.183,50,"Class5",63.043,9.137,"E",92.054,97.412
34.425,"O",81.591,27.952,49,"Class4",5.313,72.727,"I",88.97,57.32
65.025,"G",90.019,54.166,30,"Class3",84.5,74.905,"U",80.062,47.245
8.488,"K",NA,4.587,74,"Class1",70.152,19.711,"X",60.345,28.766
81.84,"A",91.509,33.705,26,"Class3",75.858,78.716,"U",83.687,74.254
76.009,"Y",91.858,5.658,28,"Class3",89.241,78.454,"W",89.442,47.873
40.262,"O",40.163,30.954,63,"Class4",11.981,43.313,"H",88.708,41.396
9.745,"L",22.256,5.816,71,"Class1",69.877,54.779,"V",60.95,31.18
66.745,"F",75.487,17.341,65,"Class2",24.283,74.192,"B",34.305,98.435
30.426,"Q",74.174,31.113,88,"Class4",11.153,61.653,"P",87.35,31.549
65.715,"O",NA,24.901,33,"Class2",5.81,74.014,"G",27.744,58.978
42.768,"N",82.778,33.976,46,"Class5",63.971,16.679,"R",87.223,97.308
68.267,"O",85.33,17.33,44,"Class2",23.109,68.678,"O",24.152,54.861
63.998,"O",79.476,13.477,41,"Class2",36.322,54.057,"N",78.79,53.167
8.334,"L",39.502,4.616,70,"Class1",66.051,56.117,"X",59.098,24.445
41.863,"R",82.197,31.104,54,"Class5",63.561,16.976,"K",87.537,97.491
40.104,"O",NA,32.3,96,"Class4",13.964,58.736,"V",88.682,27.738
37.046,"U",22.5,33.357,48,"Class4",10.05,71.834,"V",88.934,17.862
8.526,"K",54.091,5.629,70,"Class1",73.747,24.013,"M",53.636,35.017
7.761,"F",69.766,4.412,69,"Class1",71.498,61.312,"X",60.751,31.449
68.595,"F",78.248,18.838,52,"Class2",64.012,71.116,"O",53.849,66.056
88.993,"Y",96.838,12.172,34,"Class3",70.276,77.564,"U",79.656,65.864
43.096,"N",81.5,33.933,47,"Class5",61.431,16.208,"E",86.416,96.842
9.386,"J",-3.555,5.03,72,"Class1",67.278,43.04,"O",58.517,33.681
69.017,"O",80.169,12.017,32,"Class2",33.978,82.475,"N",87.405,55.883
51.935,"N",84.631,31.288,42,"Class5",61.091,10.413,"R",87.54,97.439
84.768,"G",95.061,39.731,40,"Class3",64.57,83.506,"B",85.548,46.035
38.561,"H",82.146,33.417,46,"Class5",61.204,7.751,"K",87.817,97.349
67.55,"F",77.345,12.376,61,"Class2",42.144,65.682,"Q",24.591,75.986
89.079,"Y",92.445,36.933,37,"Class3",80.543,79.685,"Z",90.828,61.313
81.424,"O",92.702,52.976,37,"Class3",73.801,76.894,"B",90.335,75.464
67.464,"I",73.042,17.484,54,"Class2",11.683,75.12,"N",23.831,65.408
65.482,"O",85.088,12.897,50,"Class2",58.217,67.049,"Q",86.624,68.616
31.279,"U",46.28,33.729,96,"Class4",14.697,25.936,"O",87.813,8.71
9.516,"J",40.758,4.892,73,"Class1",76.306,51.313,"M",51.459,34.793
67.372,"F",78.255,19.591,66,"Class2",39.15,65.837,"B",16.781,107.122
67.661,"Y",93.479,39.17,39,"Class3",72.274,71.156,"Z",80.145,45.702
56.338,"H",84.506,32.178,42,"Class5",62.286,11.298,"E",89.854,97.222
30.41,"K",54.601,26.178,59,"Class4",28.885,49.004,"O",88.691,8.045
8.319,"J",34.708,5.777,69,"Class1",69.69,51.656,"F",60.41,35.127
44.559,"R",82.673,33.884,44,"Class5",63.759,14.795,"E",86.7,97.512
68.69,"Q",78.192,24.093,34,"Class2",21.054,80.877,"O",NA,65.8
79.683,"G",89.889,11.602,38,"Class3",80.177,72.824,"W",85.609,27.178
67.384,"Q",73.656,20.022,45,"Class2",61.66,64.864,"O",81.009,110.922
31.309,"O",87.572,30.026,82,"Class4",12.587,9.362,"I",88.234,20.273
30.029,"U",15.595,34.344,42,"Class4",26.785,31.619,"P",87.65,32.509
29.855,"P",81.845,31.936,29,"Class5",61.38,11.959,"E",88.221,97.536
74.834,"A",92.916,26.781,31,"Class3",82.008,73.303,"B",88.988,48.756
54.815,"R",83.999,33.261,47,"Class5",60.429,18.854,"E",86.105,97.491
9.257,"J",57.119,4.485,69,"Class1",74.735,13.686,"M",NA,29.274
54.199,"U",83.18,33.575,45,"Class5",63.035,13.415,"B",89.079,97.846
33.835,"M",1.851,33.646,87,"Class4",4.395,48.158,"I",88.153,22.785
66.887,"I",NA,12.854,66,"Class2",62.417,78.049,"B",84.138,52.691
33.313,"K",61.748,38.546,76,"Class4",9.566,46.401,"V",87.409,25.651
75.703,"A",93.421,20.588,25,"Class3",85.298,81.432,"D",NA,30.512
34.926,"O",20.886,33.592,89,"Class4",19.235,49.05,"P",86.356,33.368
78.648,"A",95.398,41.442,25,"Class3",79.361,82.615,"Z",87.551,84.77
19.512,"K",36.401,27.665,61,"Class4",13.367,38.982,"I",88.365,41.468
65.715,"F",81.667,12.388,36,"Class2",46.503,52.727,"Q",54.673,104.083
48.016,"U",82.956,31.991,38,"Class5",61.709,12.134,"R",89.817,97.754
70.671,"I",75.506,13.4,43,"Class2",85.417,61.5,"O",52.964,95.965
42.493,"H",82.31,31.903,44,"Class5",61.671,17.688,"G",84.452,97.054
81.175,"G",93.211,32.839,24,"Class3",71.229,77.918,"W",79.605,86.477
21.782,"U",60.918,32.464,89,"Class4",16.841,42.99,"V",87.911,45.327
55.186,"P",83.906,32.287,43,"Class5",63.131,16.365,"B",88.151,97.835
27.331,"O",58.267,36.692,49,"Class4",11.204,41.041,"H",86.937,47.233
45.35,"Q",62.599,30.506,39,"Class4",17.857,2.812,"P",87.004,22.941
67.845,"U",79.467,8.358,67,"Class2",54.944,74.115,"Q",38.841,60.884
9.67,"F",NA,4.798,69,"Class1",71.276,32.023,"X",53.499,30.307
74.559,"A",93.564,42.087,23,"Class3",60.254,78.727,"Z",79.884,40.409
40.729,"K",30.72,33.096,73,"Class4",10.782,43.721,"H",86.15,26.066
42.621,"P",84.444,33.399,52,"Class5",61.491,6.905,"R",90.432,98.08
7.935,"K",NA,5.316,71,"Class1",75.653,41.554,"X",47.374,35.754
45.884,"R",82.609,33.53,36,"Class5",61.478,6.598,"K",91.436,97.065
8.982,"J",49.66,4.996,71,"Class1",74.272,34.068,"F",52.764,24.445
68.899,"Q",74.165,22.909,61,"Class2",81.026,60.353,"G",21.743,77.183
66.942,"U",85.953,20.146,39,"Class2",45.681,81.586,"N",NA,70.118
8.219,"F",60.394,4.468,74,"Class1",71.139,50.255,"X",53.47,31.725
8.886,"J",NA,5.49,71,"Class1",75.24,49.253,"V",59.178,33.173
22.565,"U",84.386,33.297,48,"Class5",63.743,18.544,"E",89.362,98.042
9.694,"J",11.04,5.4,74,"Class1",68.871,23.385,"O",NA,32.128
64.955,"I",88.452,21.031,32,"Class2",98.161,81.774,"N",61.865,67.474
30.851,"U",86.041,25.767,100,"Class4",13.294,72.626,"O",86.577,3.685
6.85,"J",14.974,5.942,70,"Class1",69.761,30.929,"V",52.039,31.339
22.598,"R",84.059,31.489,32,"Class5",63.237,18.343,"K",92.033,97.21
67.656,"Q",68.851,10.236,37,"Class2",91.409,80.682,"B",43.985,79.873
68.053,"Q",85.659,22.745,62,"Class2",29.271,61.13,"O",28.465,56.803
34.368,"O",84.598,34.972,47,"Class4",14.993,69.549,"V",87.719,26.665
32.216,"R",84.497,33.405,34,"Class5",62.245,9.202,"R",89.473,97.511
9.41,"F",51.982,5.411,73,"Class1",74.549,15.211,"V",55.889,26.549
28.067,"M",NA,27.426,84,"Class4",18.251,73.755,"I",88.698,44.398
38.061,"M",74.047,27.209,88,"Class4",30.748,58.055,"V",88.668,9.622
39.379,"Q",73.341,32.485,98,"Class4",14.215,20.395,"P",88.893,24.857
67.869,"Q",65.658,14.877,48,"Class2",43.078,56.541,"Q",29.775,45.871
67.807,"O",68.164,21.967,41,"Class2",26.572,83.168,"B",82.986,18.191
66.303,"Q",NA,24.103,68,"Class2",47.419,72.593,"O",82.516,64.955
83.62,"A",101.249,5.155,20,"Class3",69.857,74.798,"D",NA,69.013
50.58,"P",NA,33.349,30,"Class5",61.694,7.429,"B",87.191,97.736
32.532,"K",63.937,33.225,78,"Class4",1.204,32.253,"I",86.714,-7.88
35.169,"K",41.12,38.508,64,"Class4",18.579,26.297,"H",88.965,22.449
7.47,"K",33.896,4.304,70,"Class1",77.93,23.94,"V",59.944,27.587
27.241,"R",83.727,32.632,40,"Class5",62.748,16.47,"E",89.103,97.79
67.681,"Q",82.244,18.554,52,"Class2",-3.205,60.107,"B",64.138,70.606
67.112,"U",70.421,15.381,48,"Class2",6.612,59.138,"O",39.925,101.042
44.062,"U",85.011,33.683,30,"Class5",62.731,5.895,"K",89.566,97.656
33.473,"M",39.864,31.575,61,"Class4",14.406,58.978,"H",86.862,31.908
48.589,"H",83.854,33.369,36,"Class5",61.181,12.051,"R",89.515,97.832
49.134,"P",84.788,31.603,31,"Class5",62.608,15.219,"G",87.156,97.686
8.3,"F",37.92,4.417,70,"Class1",71.196,10.937,"F",55.117,32.275
8.868,"K",17,4.617,71,"Class1",72.445,27.677,"V",48.495,31.737
67.621,"A",89.359,22.043,40,"Class3",80.021,81.43,"W",85.826,63.716
30.693,"K",53.214,32.346,98,"Class4",12.309,34.61,"O",86.955,36.471
8.852,"T",49.033,5.87,74,"Class1",74.016,27.105,"F",53.198,27.378
27.124,"P",86.256,33.216,42,"Class5",62.442,16.22,"G",84.62,97.684
30.917,"O",NA,32.292,53,"Class4",8.421,50.368,"H",NA,58.804
35.468,"K",74.216,27.555,46,"Class4",13.887,61.088,"I",87.822,6.5
81.604,"A",92.006,2.575,23,"Class3",72.367,79.59,"B",83.53,54.123
6.927,"T",40.554,4.436,69,"Class1",71.257,27.948,"O",48.002,34.23
69.947,"Q",76.452,18.7,61,"Class2",52.562,68.334,"O",25.723,50.884
70.311,"A",91.354,43.377,42,"Class3",55.815,71.875,"B",89.215,78.533
59.086,"N",82.118,33.172,55,"Class5",63.405,10.142,"B",88.757,97.468
8.469,"F",54.349,4.557,74,"Class1",70.551,31.029,"O",58.324,35.51
37.286,"M",35.476,28.953,75,"Class4",2.156,49.277,"P",86.381,33.586
67.134,"F",72.4,24.941,45,"Class2",70.828,67.117,"B",19.666,69.919
8.86,"J",29.469,4.751,69,"Class1",76.442,15.481,"X",54.34,34.065
41.877,"H",84.14,32.072,39,"Class5",64.239,14.606,"E",87.23,97.037
48.617,"U",83.876,33.901,53,"Class5",63.151,17.901,"G",92.269,97.963
66.446,"I",85.727,16.292,59,"Class2",93.731,80.902,"O",55.994,71.925
26.67,"U",48.324,35.024,96,"Class4",11.826,81.475,"H",88.565,17
31.378,"P",85.865,31.609,38,"Class5",61.223,18.77,"B",86.212,96.859
6.531,"L",35.498,4.237,70,"Class1",67.92,15.323,"M",54.611,31.242
67.751,"I",89.857,11.968,60,"Class2",21.633,68.019,"Q",44.276,73.606
67.452,"I",80.533,19.506,38,"Class2",97.093,71.65,"O",82.494,84.998
81.449,"H",94.347,28.908,39,"Class3",68.598,83.654,"W",88.289,21.699
8.797,"J",35.443,4.655,74,"Class1",65.473,68.218,"M",47.981,36.016
87.228,"H",92.829,20.979,30,"Class3",73.023,80.805,"B",81.045,75.409
41.695,"P",84.282,33.093,54,"Class5",61.652,16.043,"B",NA,98.296
40.128,"Q",10.872,29.322,54,"Class4",12.267,16.003,"I",88.284,-0.293
45.065,"H",85.587,32.414,48,"Class5",62.037,14.709,"E",91.168,97.282
68.783,"Q",83.851,9.84,33,"Class2",29.923,59.143,"O",52.817,78.862
31.905,"M",75.814,37.581,40,"Class4",-5.722,3.543,"P",88.913,21.56
9.798,"K",NA,4.476,74,"Class1",70.769,63.788,"F",54.492,22.264
75.503,"A",95.405,7.235,42,"Class3",70.476,80.407,"Z",89.1,75.369
65.634,"O",83.782,21.08,67,"Class2",80.551,73.389,"B",39.415,81.504
5.885,"T",48.47,5.26,74,"Class1",73.306,16.014,"F",47.914,29.197
68.095,"I",83.632,14.024,33,"Class2",23.172,84.058,"Q",24.067,69.807
44.705,"H",82.652,33.362,32,"Class5",61.258,7.521,"K",92.441,97.571
38.182,"O",72.026,32.937,77,"Class4",38.04,33.25,"P",87.083,27.195
35.726,"M",55.39,26.466,98,"Class4",13.91,75.194,"P",87.637,27.051
37.515,"P",83.015,32.621,55,"Class5",63.835,14.852,"B",85.115,97.074
33.74,"K",78.422,32.24,52,"Class4",11.575,56.902,"P",86.507,37.244
74.798,"H",97.012,16.009,35,"Class3",76.8,74.318,"W",87.999,83.184
39.588,"Q",56.133,30.822,41,"Class4",18.674,26.275,"H",86.945,30.689
6.009,"L",14.916,4.796,69,"Class1",70.916,44.243,"V",NA,29.735
40.127,"U",49.916,33.631,89,"Class4",5.699,31.016,"H",88.763,22.485
85.042,"O",93.966,20.694,25,"Class3",73.156,81.481,"W",87.018,69.818
8.459,"L",30.197,4.116,72,"Class1",71.855,28.124,"X",57.044,32.989
76.381,"H",86.297,19.227,33,"Class3",64.799,71.847,"W",90.977,66.162
7.427,"F",59.599,5.853,70,"Class1",74.812,56.436,"V",54.138,25.053
69.286,"I",81.119,10.471,43,"Class2",16.161,73.026,"O",25.157,60.059
37.055,"K",75.882,25.658,46,"Class4",2.933,72.847,"O",86.155,74.64
37.811,"R",83.469,33.069,46,"Class5",61.791,8.949,"G",91.36,97.468
47.264,"H",83.655,33.304,39,"Class5",63.782,18.763,"E",NA,97.716
77.877,"A",94.221,10.53,36,"Class3",81.813,73.238,"D",86.744,57.624
79.908,"G",91.362,9.438,22,"Class3",74.351,79.348,"Z",81.849,49.574
25.165,"O",82.629,37.771,64,"Class4",9.753,12.881,"H",88.324,43.934
36.226,"U",84.005,33.471,43,"Class5",63.503,11.879,"R",88.876,97.414
8.954,"K",19.359,4.301,70,"Class1",69.388,58.44,"F",55.428,28.416
74.741,"O",88.202,11.175,30,"Class3",71.049,82.334,"U",90.766,32.746
75.456,"Y",88.952,17.249,38,"Class3",67.864,76.873,"Z",79.411,86.753
8.658,"T",10.258,4.069,71,"Class1",69.409,51.247,"M",51.468,31.245
65.932,"Q",91.223,13.399,39,"Class2",97.388,84.702,"Q",50.863,100.182
70.461,"Y",93.089,33.094,38,"Class3",90.227,72.503,"U",85.782,59.22
69.951,"U",88.627,20.191,65,"Class2",38.315,84.659,"G",63.317,83.153
7.747,"T",37.202,4.403,73,"Class1",66.042,37.991,"O",52.916,34.065
26.479,"O",62.507,34.388,88,"Class4",15.012,78.153,"V",88.883,33.957
40.872,"P",83.479,33.298,30,"Class5",62.818,8.139,"R",88.913,97.644
66.216,"Q",89.74,21.454,40,"Class2",2.017,66.619,"G",28.421,69.02
39.475,"K",59.598,36.06,74,"Class4",8.262,9.907,"I",87.045,31.497
25.392,"P",83.798,32.515,41,"Class5",64.012,13.331,"B",89.54,98.051
66.982,"Q",92.287,9.402,57,"Class2",17.655,68.016,"G",39.852,69.953
68.625,"Q",77.765,23.265,49,"Class2",27.746,53.072,"N",68.076,85.361
42.342,"P",84.842,31.525,51,"Class5",60.953,6.932,"G",90.974,97.242
66.786,"Q",74.868,13.504,66,"Class2",69.399,64.163,"G",32.321,63.547
31.365,"O",60.188,29.014,93,"Class4",8.194,68.176,"H",87.581,12.425
74.302,"A",93.741,51.554,31,"Class3",81.52,81.488,"D",87.859,98.2
71.84,"H",94.757,11.175,36,"Class3",73.029,77.909,"Z",87.078,82.48
83.025,"Y",88.921,13.481,29,"Class3",74.051,71.13,"Z",85.157,74.887
79.244,"Y",93.679,36.859,21,"Class3",65.973,78.179,"B",84.581,72.385
30.192,"N",84.663,32.353,41,"Class5",62.112,11.604,"K",92.397,97.144
9.152,"L",18.671,4.511,69,"Class1",73.797,58.593,"V",53.628,33.366
54.025,"R",84.601,31.787,31,"Class5",62.773,12.207,"G",92.417,97.847
7.024,"K",61.548,5.051,70,"Class1",70.567,48.352,"X",53.834,28.972
24.223,"R",82.904,33.483,54,"Class5",63.095,17.179,"B",88.431,97.453
76.551,"O",94.63,27.551,37,"Class3",67.256,79.666,"B",86.355,80.628
32.945,"O",NA,30.503,78,"Class4",10.716,32.52,"O",86.519,45.144
39.839,"M",45.716,39.554,56,"Class4",10.879,35.165,"V",86.211,53.779
22.111,"P",84.698,32.777,30,"Class5",64.052,18.756,"K",87.435,97.274
67.062,"F",74.21,18.189,56,"Class2",38.972,79.398,"N",80.653,84.427
30.056,"O",53.088,26.156,54,"Class4",9.368,67.101,"P",87.733,6.041
32.402,"U",83.63,31.809,50,"Class5",63.145,5.675,"E",90.858,97.37
38.688,"R",84.153,31.156,41,"Class5",64.699,17.178,"K",87.229,97.466
8.873,"J",7.379,5.496,74,"Class1",71.146,20.466,"V",51.913,29.993
66.587,"F",68.54,18.009,47,"Class2",12.426,52.679,"G",49.679,28.578
9.391,"J",27.397,4.407,70,"Class1",73.243,14.438,"F",57.309,30.718
27.353,"M",38.452,33.459,70,"Class4",18.402,9.425,"H",88.492,36.453
73.003,"H",89.262,11.5,27,"Class3",71.916,83.037,"B",89.017,44.08
7.716,"K",27.763,5.666,74,"Class1",76.466,47.714,"X",48.685,28.608
6.432,"J",37.976,5.748,70,"Class1",70.559,49.276,"M",56.15,32.385
41.646,"U",81.408,33.421,30,"Class5",63.593,18.231,"R",92.544,97.287
9.063,"L",13.09,4.309,71,"Class1",73.223,13.418,"X",47.015,26.122
10.277,"K",21.396,4.426,74,"Class1",72.024,62.541,"M",56.096,32.778
33.439,"M",62.968,30.493,55,"Class4",18.891,23.649,"O",87.935,32.93
42.949,"H",83.175,32.642,39,"Class5",64.377,18.616,"R",91.314,97.403
7.926,"L",25.529,4.607,71,"Class1",69.476,30.433,"X",NA,30.096
85.269,"O",85.93,3.863,30,"Class3",67.239,82.926,"B",89.945,61.016
39.944,"U",52.379,34.727,67,"Class4",23.283,75.767,"I",86.148,12.977
75.009,"O",91.561,22.599,36,"Class3",78.725,77.606,"B",89.788,92.735
33.218,"U",55.588,33.645,87,"Class4",12.302,23.31,"O",87.868,8.163
36.252,"R",84.931,31.716,53,"Class5",64.278,10.518,"K",88.607,97.376
47.451,"H",83.754,32.466,35,"Class5",62.653,18.202,"K",90.267,97.912
47.356,"R",84.903,33.18,40,"Class5",60.261,6.565,"E",85.107,96.864
38.669,"N",83.758,32.026,40,"Class5",63.947,11.98,"E",86.071,97.066
79.333,"O",95.267,22.724,27,"Class3",68.023,77.534,"U",86.633,74.714
66.111,"Q",81.929,18.762,45,"Class2",93.875,67.109,"B",38.278,85.897
67.628,"F",87.839,15.26,54,"Class2",46.172,78.815,"G",51.802,61.352
41.335,"R",83.293,31.52,42,"Class5",61.178,10.367,"B",86.295,97.641
74.867,"G",95.688,41.066,27,"Class3",77.887,71.279,"U",84.341,74.66
34.786,"P",83.176,31.431,55,"Class5",62.482,10.644,"E",92.922,97.586
30.727,"O",44.291,26.92,86,"Class4",19.338,43.741,"H",86.664,20.172
33.097,"O",43.388,25.438,99,"Class4",22.131,15.69,"P",86.529,10.098
69.471,"A",91.599,45.745,37,"Class3",81.289,83.167,"Z",87.534,69.562
41.579,"Q",54.993,35.533,100,"Class4",6.944,71.213,"V",86.169,-16.391
37.705,"U",53.22,33.508,92,"Class4",21.98,47.412,"O",88.639,22.81
32.781,"U",29.501,35.514,93,"Class4",21.446,7.931,"V",86.778,25.015
22.063,"P",85.956,33.654,40,"Class5",61.345,6.766,"R",85.041,97.311
68.603,"A",96.462,16.222,34,"Class3",71.788,83.387,"D",85.68,42.257
21.031,"U",83.651,33.334,38,"Class5",61.536,13.853,"B",86.902,97.76
36.476,"O",20.603,34.966,94,"Class4",11.751,38.348,"H",88.952,33.465
94.623,"A",97.319,9.63,34,"Class3",63.022,77.248,"B",88.414,88.437
54.77,"R",83.006,32.008,33,"Class5",63.258,6.813,"K",85.259,97.941
31.813,"Q",19.02,28.653,54,"Class4",12.88,27.18,"O",87.801,19.853
8.171,"L",37.542,4.931,69,"Class1",72.851,39.45,"X",58.396,31.533
66.425,"U",74.38,20.711,40,"Class2",67.506,73.387,"G",61.892,69.802
32.007,"K",25.451,26.517,47,"Class4",15.359,67.304,"V",86.212,17.372
31.517,"N",82.215,31.096,36,"Class5",61.774,11.664,"G",87.55,97.134
9.632,"K",48.972,4.445,71,"Class1",73.907,11.066,"M",52.622,34.912
65.865,"A",90.822,13.7,21,"Class3",75.706,82.625,"B",80.08,35.258
54.062,"N",84.308,32.459,53,"Class5",63.751,13.893,"R",90.37,97.398
66.095,"I",76.17,21.982,43,"Class2",46.956,77.856,"O",25.218,48.707
9.809,"F",2.065,4.105,71,"Class1",75.24,65.814,"M",58.216,27.335
68.481,"U",82.756,20.927,33,"Class2",30.604,69.318,"Q",63.547,74.854
7.253,"F",43.33,5.051,70,"Class1",66.658,13.777,"M",53.317,36.209
8.491,"T",43.732,4.202,70,"Class1",68.878,53.634,"V",50.631,27.909
9.699,"T",19.166,5.237,71,"Class1",74.778,12.963,"V",57.77,26.356
67.005,"Q",79.28,22.021,46,"Class2",11.279,62.272,"O",66.791,79.641
