"MTH1","Output15","LTM2","RWU3","CRM4","BRK5","APS6","WRZ7","PTG8","XFR9","TLJ10"
76,"Class1",46.032,-15.374,"N",42.804,49.829,65.714,"V",37.947,31.22
14,"Class2",44.34,79.223,"C",69.157,76.826,62.58,"W",44.238,31.634
61,"Class3",34.455,18.593,"P",26.227,78.463,53.852,"W",60.155,56.044
70,"Class1",73.194,55.17,"O",41.301,34.826,84.298,"V",38.517,27.627
73,"Class1",78.518,46.161,"N",34.046,55.19,84.862,"V",34.364,49.998
25,"Class2",46.66,85.328,"O",73.036,87.398,55.949,"V",31.87,31.376
84,"Class1",65.667,45.121,"U",42.63,54.628,77.54,"W",38.973,20.919
82,"Class1",45.03,67.378,"O",43.298,24.422,69.801,"I",36.875,21.581
44,"Class2",46.253,86.486,"O",66.818,88.348,65.211,"I",39.239,36.299
84,"Class1",65.772,59.975,"Y",41.748,25.267,77.236,"S",37.475,32.94
77,"Class1",78.09,6.329,"N",36.914,37.098,64.586,"S",34.041,18.893
81,"Class1",99.884,52.762,"O",40.372,55.095,63.641,"V",35.523,21.182
42,"Class2",46.185,70.376,"O",65.494,77.164,53.971,"V",32.355,36.135
78,"Class1",56.834,98.187,"V",40.123,29.586,82.935,"I",38.145,29.611
63,"Class3",33.208,24.508,"J",26.493,43.112,54.181,"W",55.757,60.586
80,"Class1",58.058,59.287,"O",36.191,65.206,67.916,"S",38.227,36.587
64,"Class3",31.25,24.344,"W",26.905,36.207,72.326,"Y",20.668,71.69
56,"Class2",46.594,96.871,"O",71.31,77.153,53.166,"I",36.453,41.468
71,"Class1",61.306,63.568,"O",39.527,17.092,83.902,"S",NA,31.959
85,"Class1",61.631,44.206,"Y",48.918,33.713,70.209,"W",33.6,21.494
29,"Class2",44.943,82.212,"K",70.957,95.338,83.835,"I",39.218,34.296
72,"Class1",67.705,64.214,"V",53.759,27.105,89.696,"L",35.514,28.735
76,"Class1",68.532,77.787,"Y",35.875,46.961,64.27,"V",34.066,35.054
83,"Class1",79.69,11.005,"O",40.733,58.553,71.045,"V",31.847,28.884
59,"Class3",32.711,13.009,"I",26.332,21.712,56.691,"W",NA,60.56
85,"Class1",59.891,31.539,"V",39.23,42.093,77.839,"L",36.592,40.668
40,"Class2",46.062,78.756,"I",69.103,74.487,83.565,"P",31.093,26.519
58,"Class2",47.804,83.275,"O",70.909,81.005,81.336,"V",56.643,35.72
58,"Class3",37.025,28.319,"W",26.78,24.207,75.9,"W",46.876,63.427
76,"Class1",83.093,46.06,"N",44.594,26.262,88.206,"I",34.612,25.858
71,"Class1",77.784,68.825,"O",32.88,69.22,63.611,"I",31.852,31.161
67,"Class2",48.365,90.359,"I",77.842,93.052,50.66,"I",37.826,32.359
69,"Class1",NA,27.704,"U",40.442,44.078,65.328,"S",31.638,28.117
70,"Class3",31.45,22.975,"I",26.685,15.755,66.11,"W",53.552,54.238
70,"Class1",75.107,68.734,"V",40.149,26.753,69.349,"W",35.034,22.717
24,"Class2",45.651,81.755,"C",75.14,76.901,80.897,"X",49.421,29.97
14,"Class2",46.546,94.202,"K",67.206,72.466,66.414,"I",44.871,38.599
72,"Class1",54.059,45.544,"U",51.862,59.497,70.11,"S",34.842,19.323
73,"Class1",51.841,52.014,"N",46.895,19.628,81.37,"V",38.686,18.535
73,"Class1",63.879,-17.477,"N",46.695,64.592,79.636,"L",32.112,29.972
84,"Class1",68.798,-8.13,"Y",43.908,46.009,74.419,"I",33.972,29.364
79,"Class1",72.518,73.039,"V",48.403,42.289,78.955,"I",35.691,32.919
58,"Class2",45.234,90.82,"C",68.069,84.278,61.106,"X",46.803,29.286
39,"Class2",48.004,84.819,"C",74.513,93.752,61.088,"W",43.92,30.233
79,"Class1",63.798,76.671,"O",34.535,36.146,63.173,"L",31.994,27.755
71,"Class3",34.974,19.393,"W",26.611,70.123,55.554,"Y",13.173,48.443
72,"Class1",68.384,83.952,"O",41.6,50.74,72.908,"W",33.541,21.167
71,"Class2",NA,85.021,"E",67.991,90.236,82.476,"W",44.221,29.633
83,"Class1",77.327,140.793,"V",49.016,66.332,76.253,"S",37.688,20.387
57,"Class2",47.299,87.864,"I",66.198,83.193,75.321,"I",57.575,26.999
78,"Class1",69.993,45.824,"U",36.506,49.745,71.039,"W",36.396,28.359
64,"Class3",34.623,23.637,"J",26.266,28.732,45.996,"W",23.335,34.51
17,"Class2",45.557,91.198,"I",72.517,73.93,61.894,"V",NA,29.103
32,"Class2",46.89,92.6,"I",70.805,94.779,48.794,"P",38.794,30.507
37,"Class2",45.166,78.709,"K",76.666,94.705,48.376,"V",29.914,36.385
65,"Class3",33.207,23.658,"C",26.619,88.562,77.165,"W",14.018,69.127
54,"Class3",36.1,16.752,"W",26.224,42.853,51.691,"N",18.235,10.18
24,"Class2",46.827,88.032,"C",70.926,79.452,54.76,"P",42.917,28.742
80,"Class1",NA,24.57,"U",43.633,40.159,64.454,"S",36.738,30.162
65,"Class3",36.395,18.121,"W",26.337,43.439,71.96,"Y",43.817,63.966
47,"Class2",46.21,76.264,"O",67.86,87.81,94.555,"X",28.97,33.782
68,"Class3",33.091,22.352,"W",26.256,15.998,78.034,"W",NA,58.515
81,"Class1",68.05,72.663,"U",46.538,63.264,84.593,"L",33.847,23.931
85,"Class1",48.271,67.611,"U",38.54,42.034,89.896,"S",38.626,32.697
49,"Class3",31.998,19.003,"J",26.49,64.114,67.562,"R",29.638,42.75
70,"Class1",73.009,139.082,"U",39.402,42.921,89.87,"S",35.78,33.321
67,"Class1",55.615,52.134,"O",45.872,46.732,88.263,"L",37.316,32.761
70,"Class3",33.221,19.696,"P",26.644,56.397,55.552,"X",74.655,105.997
55,"Class3",31.767,31.023,"J",26.475,29.528,65.151,"N",22.862,52.702
71,"Class3",NA,14.797,"J",26.935,84.655,73.939,"R",26.542,51.147
59,"Class3",33.483,19.567,"C",26.207,44.414,61.975,"R",37.391,63.813
83,"Class1",56.586,56.69,"U",49.402,39.935,80.775,"V",32.489,30.431
75,"Class1",71.893,56.202,"V",43.289,55.329,71.652,"L",31.274,33.19
54,"Class2",45.924,83.802,"K",74.927,86.107,49.905,"P",33.442,32.921
26,"Class2",46.276,90.337,"C",71.442,75.344,90.777,"W",39.883,30.569
68,"Class1",NA,32.79,"O",38.933,18.716,81.642,"V",32.841,26.268
78,"Class1",83.811,6.45,"O",41.371,48.877,78.825,"I",38.206,22.983
72,"Class1",NA,29.054,"V",36.657,50.666,76.018,"L",36.344,17.164
77,"Class1",NA,21.091,"V",43.962,36.788,84.203,"L",33.504,36.444
83,"Class1",67.58,121.509,"Y",40.721,63.445,62.314,"W",36.99,30.438
52,"Class3",29.702,22.23,"I",26.538,14.721,69.07,"R",38.889,57.251
61,"Class3",31.699,16.647,"J",26.577,70.249,69.838,"Y",7.276,60.217
76,"Class1",80.147,40.574,"V",41.155,35.177,85.279,"I",37.507,32.359
62,"Class3",34.858,20.379,"P",27.569,56.729,71.541,"W",54.239,59.015
30,"Class2",47.234,74.951,"O",69.945,86.783,65.611,"X",50.376,33.73
72,"Class3",33.138,18.474,"J",26.318,24.673,72.093,"R",75.009,35.161
35,"Class2",NA,74.165,"O",72.594,77.923,91.188,"P",57.571,34.124
66,"Class3",30.952,24.502,"J",26.784,16.709,70.31,"X",36.154,46.071
73,"Class3",36.265,10.995,"I",26.156,48.398,77.19,"W",15.52,35.613
78,"Class1",90.711,87.86,"O",45.762,44.977,84.433,"S",31.445,31.728
50,"Class3",39.146,22.92,"J",26.162,91.447,45.315,"R",NA,24.923
73,"Class3",33.388,25.268,"W",26.562,41.701,57.113,"N",49.523,42.436
75,"Class1",69.284,36.838,"U",36.192,62.627,88.181,"S",35.901,18.634
67,"Class3",33.117,16.144,"I",26.226,59.727,78.626,"R",11.676,32.486
59,"Class3",34.816,20.304,"I",26.39,52.465,65.861,"X",76.505,42.077
78,"Class1",65.605,80.529,"V",33.565,32.597,63.063,"V",38.53,32.864
82,"Class1",66.729,18.333,"O",46.723,57.003,79.101,"W",32.659,27.677
79,"Class1",54.015,26.424,"N",33.924,28.13,63.091,"W",35.348,43.977
83,"Class1",81.072,20.898,"V",35.493,47.003,73.262,"L",34.999,33.459
61,"Class2",45.06,96.781,"O",78.634,89.002,53.418,"X",52.501,31.266
73,"Class3",37.1,36.506,"C",26.348,75.655,48.186,"N",42.003,48.215
72,"Class3",34.625,13.273,"I",26.634,75.745,54.55,"N",7.107,62.188
65,"Class3",31.061,28.017,"J",26.57,27.548,54.48,"Y",28.176,18.847
79,"Class1",86.7,25.738,"Y",46.055,26.974,72.57,"I",37.7,34.886
71,"Class1",NA,70.554,"Y",39.637,27.56,63.385,"W",35.765,27.149
72,"Class3",32.963,16.629,"J",26.712,70.193,45.995,"Y",69.695,43.623
45,"Class2",45.405,82.727,"I",71.234,84.766,62.916,"W",31.925,30.532
58,"Class3",35.221,19.427,"J",26.305,50.415,51.912,"W",27.986,66.127
54,"Class2",45.544,95.365,"C",77.649,93.734,48.099,"W",38.124,35.382
22,"Class2",46.005,88.457,"C",72.946,93.048,58.749,"X",28.04,29.668
53,"Class3",37.878,19.266,"I",25.948,28.201,56.196,"N",17.253,65.103
82,"Class1",NA,35.475,"N",44.123,54.705,74.243,"L",34.562,40.822
81,"Class1",78.888,64.869,"N",33.037,39.044,88.394,"V",38.928,38.946
36,"Class2",44.732,80.108,"C",74.096,80.661,57.255,"X",43.605,31.788
85,"Class1",76.588,92.131,"U",48.772,34.645,68.564,"W",NA,30.758
74,"Class1",59.362,70.624,"O",49.798,30.999,63.78,"S",32.977,15.502
68,"Class3",35.873,20.209,"I",26.784,53.213,63.646,"R",49.975,61.408
83,"Class1",50.072,48.365,"O",40.075,49.779,62.126,"I",38.757,30.183
53,"Class2",46.887,88.243,"E",69.432,91.843,50.989,"V",44.407,32.56
48,"Class3",32.453,21.457,"J",26.569,76.076,49.673,"Y",54.966,25.752
48,"Class2",46.163,84.442,"K",69.11,87.402,76.067,"X",42.148,34.57
68,"Class3",30.671,19.987,"W",26.39,90.944,65.464,"Y",54.114,26.846
50,"Class3",31.682,25.868,"I",25.934,38.848,53.067,"R",77.639,40.743
50,"Class3",33.051,19.654,"I",27.015,65.744,60.735,"X",32.377,49.11
66,"Class2",47.458,76.961,"K",71.907,81.955,66.622,"P",38.354,30.769
59,"Class3",35.469,23.473,"W",26.305,38.786,74.349,"X",9.1,113.064
55,"Class2",44.818,92.408,"E",77.312,85.527,82.29,"X",45.638,23.965
19,"Class2",47.243,91.601,"O",88.636,75.014,90.473,"V",54.127,35.324
74,"Class1",74.138,4.487,"U",39.081,52.03,86.545,"I",32.224,36.484
29,"Class2",47.216,91.369,"I",65.774,80.404,56.671,"W",52.611,33.393
24,"Class2",45.776,81.904,"I",74.291,81.497,60.091,"W",35.85,36.735
13,"Class2",45.112,83.433,"C",72.059,90.694,65.863,"X",47.798,28.652
52,"Class3",36.693,26.287,"W",26.054,37.207,64.969,"Y",49.895,40.745
75,"Class1",95.781,26.062,"U",41.052,69.682,78.494,"L",NA,37.762
81,"Class1",30.129,45.926,"V",47.618,56.39,67.807,"V",38.06,35.757
42,"Class2",46.365,87.442,"O",69.982,75.996,48.65,"V",34.852,34.138
51,"Class3",NA,22.381,"W",26.767,62.132,69.776,"X",44.683,25.573
62,"Class3",29.496,24.266,"W",26.651,30.567,60.77,"W",32.848,67.095
81,"Class1",NA,118.118,"N",37.005,50.597,62.574,"S",NA,13.744
71,"Class1",95.209,25.391,"U",43.481,44.611,84.137,"S",36.263,30.826
82,"Class1",68.24,34.808,"O",47.766,50.393,67.976,"S",33.151,33.164
23,"Class2",46.988,84.928,"K",66.046,78.089,67.637,"I",44.993,33.167
72,"Class3",31.772,20.238,"W",26.406,48.679,60.718,"N",15.826,49.774
72,"Class3",35.011,18.766,"W",26.128,32.804,54.992,"Y",49.881,67.808
58,"Class3",32.843,17.805,"I",26.24,69.334,68.772,"W",19.194,37.979
74,"Class1",80.519,63.26,"Y",44.619,20.303,73.903,"V",32.2,12.812
53,"Class2",47.067,88.999,"I",80.649,77.814,78.356,"I",25.219,38.599
56,"Class2",46.422,87.177,"E",74.545,80.46,71.128,"V",51.822,34.587
61,"Class2",45.186,89.16,"C",66.995,84.831,79.403,"X",NA,33.216
69,"Class3",32.066,21.785,"I",26.792,32.948,62.573,"R",28.263,25.526
25,"Class2",45.529,92.303,"E",65.596,85.467,91.034,"P",57.097,34.314
29,"Class2",44.846,80.506,"I",77.134,90.619,82.583,"W",35.963,33.617
47,"Class2",45.875,84.736,"E",77.28,73.487,74.638,"W",29.888,27.744
60,"Class2",49.07,88.818,"C",77.692,91.36,97.159,"I",37.848,25.731
42,"Class2",48.424,87.869,"I",70.428,77.15,51.209,"X",25.817,34.023
68,"Class1",85.362,73.657,"O",37.688,42.589,70.008,"I",38.42,25.144
84,"Class1",80.403,100.754,"O",34.138,20.698,62.266,"V",38.297,22.931
82,"Class1",78.62,79.314,"Y",49.271,26.713,68.511,"L",34.55,39.303
81,"Class1",82.549,9.665,"U",39.323,24.464,74.189,"L",35.325,26.126
74,"Class1",73.64,30.038,"O",36.686,60.767,82.519,"I",31.265,23.011
70,"Class1",77.96,12.815,"V",37.705,65.791,79.676,"S",32.021,39.232
51,"Class3",32.645,25.803,"C",26.346,65.831,45.059,"R",62.013,31.833
30,"Class2",46.601,70.004,"K",65.813,87.722,87.141,"X",NA,28.236
84,"Class1",70.391,36.048,"U",36.855,35.145,70.063,"S",35.844,39.273
69,"Class1",64.931,44.698,"O",42.391,36.833,70.827,"I",35.458,24.827
61,"Class3",33.623,19.35,"I",26.51,83.709,77.67,"R",40.12,31.941
82,"Class1",64.682,54.734,"O",47.044,17.803,75.18,"I",36.159,27.585
77,"Class1",91.282,80.691,"V",30.603,32.619,80.551,"W",31.414,33.027
41,"Class2",45.019,83.146,"I",73.812,76.82,68.729,"X",46.772,26.009
66,"Class2",45.554,81.458,"C",78.56,74.338,90.834,"V",35.342,29.053
45,"Class2",NA,86.258,"I",72.799,78.589,64.218,"W",47.223,34.001
36,"Class2",46.243,83.875,"I",73.521,85.878,85.095,"X",40.874,27.538
66,"Class3",33.59,13.236,"J",25.926,15.363,73.877,"X",73.581,54.172
18,"Class2",46.614,96.41,"O",73.962,92.223,56.154,"X",50.894,38.801
67,"Class1",65.027,55.524,"O",40.095,37.198,74.708,"I",33.802,39.011
52,"Class3",33.41,20.356,"J",26.975,76.781,45.239,"R",76.708,28.289
82,"Class1",40.362,-11.064,"N",43.995,33.591,89.608,"S",33.384,19.701
75,"Class1",84.716,69.586,"V",40.829,52.071,81.135,"W",37.318,25.417
83,"Class1",61.379,8.233,"N",51.29,24.225,85.471,"I",35.009,37.325
45,"Class2",NA,78.65,"C",74.631,86.499,72.253,"I",31.526,32.754
65,"Class3",33.095,17.532,"J",26.367,74.964,51.169,"W",48.072,43.049
45,"Class2",NA,97.95,"O",74.632,83.541,82.396,"P",33.169,25.863
74,"Class1",72.682,90.021,"Y",44.49,53.074,75.511,"I",36.268,34.949
32,"Class2",47.442,83.859,"E",72.78,95.549,87.299,"X",57.378,32.655
83,"Class1",98.141,34.344,"U",34.844,37.241,86.844,"W",33.34,39.128
15,"Class2",NA,86.26,"I",76.813,81.759,64.786,"X",54.979,23.63
57,"Class3",33.253,28.44,"P",26.615,29.687,59.229,"W",64.934,77.157
22,"Class2",44.92,91.095,"C",71.241,85.8,87.872,"I",33.086,35.906
50,"Class3",29.227,17.02,"I",26.746,69.346,66.341,"N",17.254,72.607
68,"Class3",32.809,20.886,"W",25.857,94.57,76.52,"N",25.096,17.771
78,"Class1",60.325,32.144,"O",41.606,67.859,70.971,"V",31.183,24.763
59,"Class3",31.717,25.065,"W",27.129,14.083,56.504,"R",3.006,61.076
73,"Class1",73.994,55.185,"V",45.456,68.848,65.621,"L",33.721,40.418
73,"Class1",63.759,76.16,"O",33.999,17.154,63.616,"W",NA,35.501
62,"Class3",35.343,18.824,"W",26.463,93.335,45.31,"W",9.657,58.157
42,"Class2",45.836,82.156,"O",70.688,85.236,95.669,"W",34.142,34.623
85,"Class1",93.652,40.311,"N",29.755,53.137,81.309,"W",36.416,27.015
81,"Class1",65.914,31.583,"U",46.603,40.832,85.626,"W",34.716,34.517
17,"Class2",47.468,86.705,"O",78.74,82.966,79.431,"P",49.788,28.649
46,"Class2",45.146,74.143,"K",70.015,95.426,75.342,"V",32.28,30.486
57,"Class3",35.804,23.707,"I",26.164,24.53,71.483,"N",60.017,23.249
51,"Class3",35.867,23.121,"C",26.492,37.491,76.511,"Y",67.104,40.799
16,"Class2",46.284,80.923,"O",76.046,93.971,79.137,"I",47.738,29.409
51,"Class3",30.154,19.666,"P",26.297,69.866,63.998,"Y",59.735,23.029
65,"Class3",32.446,24.49,"I",26.447,92.601,55.284,"N",NA,19.899
55,"Class3",33.905,20.861,"J",25.967,38.452,65.467,"X",5.36,79.282
52,"Class3",29.93,14.424,"J",26.475,15.345,63.587,"X",34.035,15.965
67,"Class1",108.705,67.338,"V",53.2,34.622,86.879,"V",32.178,36.614
82,"Class1",81.382,29.895,"V",41.348,30.228,83.166,"L",36.742,33.594
85,"Class1",66.744,83.611,"V",45.586,18.103,69.615,"S",38.803,38.39
71,"Class2",46.863,77.44,"E",72.113,91.855,82.641,"X",39.102,29.96
59,"Class3",34.029,17.921,"J",26.427,84.672,67.921,"X",54.855,46.815
51,"Class2",44.937,90.254,"O",69.484,84.857,80.703,"V",52.486,30.04
60,"Class3",37.895,20.712,"C",25.996,83.461,47.209,"N",NA,65.802
73,"Class1",79.583,3.127,"Y",38.597,61.215,64.203,"W",36.463,29.979
84,"Class1",65.575,56.363,"Y",35.253,52.641,69.954,"S",34.322,44.069
84,"Class1",63.546,39.475,"U",31.932,61.814,87.482,"L",32.556,20.473
32,"Class2",45.974,85.226,"I",67.05,73.983,62.21,"I",36.826,31.73
57,"Class3",33.068,22.549,"W",26.467,36.83,77.624,"R",62.392,33.548
55,"Class2",45.903,88.274,"K",69.569,74.797,48.916,"I",31.694,29.97
74,"Class1",75.889,61.922,"U",39.794,28.668,68.382,"W",37.545,31.001
65,"Class2",46.396,90.678,"E",72.661,83.584,49.448,"I",39.457,38.911
69,"Class1",69.182,28.316,"Y",49.255,48.982,67.589,"W",32.283,31.398
66,"Class3",33.231,24.177,"W",27.257,93.533,49.519,"N",18.728,80.714
67,"Class1",88.42,12.309,"O",53.96,59.045,70.706,"S",31.456,28.412
51,"Class3",37.758,17.109,"P",26.875,83.813,50.922,"Y",24.192,61.733
84,"Class1",65.911,74.431,"V",44.02,50.132,87.316,"V",38.002,41.177
63,"Class3",35.009,16.695,"W",26.721,90.725,57.032,"N",56.858,22.385
39,"Class2",47.621,80.501,"K",71.15,76.598,85.968,"I",31.749,33.232
47,"Class2",49.305,93.263,"I",73.651,70.495,52.713,"W",33.043,30.706
72,"Class1",65.344,44.165,"N",38.613,22.429,66.054,"S",33.926,29.873
50,"Class2",48.644,96.951,"E",67.529,95.338,69.296,"V",33.793,33.742
67,"Class3",36.216,20.346,"I",26.813,92.556,49.757,"Y",45.519,40.687
57,"Class3",34.549,16.323,"J",26.153,54.939,48.153,"R",56.282,50.765
34,"Class2",45.827,68.631,"E",74.497,90.813,87.28,"X",46.216,28.365
69,"Class3",33.4,20.746,"J",26.822,51.41,78.793,"R",32.553,71.966
68,"Class1",94.372,47.383,"N",40.608,64.461,80.964,"V",33.866,19.872
79,"Class1",59.573,20.449,"V",40.598,48.314,76.108,"L",37.484,38.741
62,"Class3",35.517,25.066,"C",26.573,77.296,59.881,"X",52.85,60.06
60,"Class3",32.331,16.986,"C",26.478,38.391,51.72,"W",30.257,34.755
65,"Class3",34.122,16.431,"P",27.028,43.573,70.409,"R",37.477,43.701
52,"Class3",34.675,19.513,"J",26.987,21.458,70.547,"Y",77.94,50.592
32,"Class2",47.913,87.757,"I",72.245,78.407,92.676,"W",54.092,27.742
64,"Class3",35.577,28.906,"C",26.667,76.323,61.879,"X",33.511,49.794
20,"Class2",46.635,86.12,"K",77.154,83.561,66.801,"I",27.564,38.453
54,"Class3",35.15,23.117,"J",26.786,39.18,71.693,"N",32.035,29.796
40,"Class2",47.523,78.409,"I",76.287,95.075,72.812,"P",NA,37.089
67,"Class1",57.447,35.683,"U",39.627,53.221,79.16,"L",32.306,40.542
67,"Class2",43.821,81.825,"E",68.766,73.401,93.593,"P",52.885,32.998
51,"Class3",34.054,21.862,"P",26.856,62.177,66.144,"N",42.445,68.208
56,"Class3",34.255,16.438,"P",26.885,88.981,53.223,"N",75.164,14.757
58,"Class3",32.635,15.916,"C",25.759,24.639,59.11,"X",46.307,37.663
48,"Class2",48.785,89.132,"K",69.524,91.886,93.426,"P",31.705,32.432
43,"Class2",46.763,84.247,"C",75.509,92.378,74.401,"V",32.801,32.285
54,"Class3",35.01,20.43,"W",26.353,54.438,50.293,"W",NA,65.165
70,"Class1",77.539,49.721,"N",42.422,32.237,74.342,"W",35.532,25.161
81,"Class1",62.197,38.963,"U",35.391,45.908,65.603,"I",34.7,17.144
25,"Class2",47.157,80.912,"K",62.439,88.949,78.453,"W",49.973,28.215
30,"Class2",45.449,76.853,"O",70.472,85.452,66.77,"W",37.609,30.456
60,"Class3",35.727,24.257,"C",26.071,80.982,48.564,"R",52.905,52.68
57,"Class3",31.001,17.851,"J",26.236,22.957,48.155,"N",71.208,47.095
30,"Class2",47.617,92.394,"C",77.62,89.348,88.984,"I",34.932,30.138
64,"Class2",45.553,85.29,"O",71.799,74.552,72.245,"V",51.249,28.05
76,"Class1",66.292,45.914,"N",44.491,51.543,63.645,"V",37.258,31.396
72,"Class3",34.652,16.101,"W",25.852,54.94,75.721,"N",74.959,61.981
81,"Class1",75.788,31.643,"U",45.522,57.751,66.23,"S",33.999,28.905
25,"Class2",46.616,75.47,"E",77.38,78.627,86.21,"X",51.182,30.769
61,"Class3",31.899,18.03,"J",26.482,83.641,74.023,"R",73.051,58.763
50,"Class3",30.255,23.483,"P",26.095,56.966,47.381,"W",28.288,35.542
50,"Class2",47.475,88.621,"O",69.3,83.591,93.269,"I",30.762,32.814
69,"Class1",NA,73.281,"Y",42.05,31.53,63.701,"S",NA,27.969
72,"Class3",35.698,23.695,"J",26.569,82.221,78.362,"N",54.3,64.182
38,"Class2",47.5,89.082,"K",72.873,93.657,89.224,"I",44.662,28.456
64,"Class2",NA,76.288,"I",67.942,90.526,87.914,"X",26.803,36.148
71,"Class2",46.076,81.82,"O",75.774,81.836,68.696,"P",41.949,34.222
46,"Class2",46.789,87.926,"O",70.906,81.728,79.889,"X",49.715,23.995
64,"Class3",31.141,15.854,"I",26.397,68.386,57.9,"R",41.754,44.231
40,"Class2",46.936,93.93,"E",66.291,83.301,74.779,"P",53.485,34.021
68,"Class1",80.13,84.83,"N",41.706,20.525,64.645,"I",37.103,37.704
70,"Class3",31.759,19.624,"P",26.241,32.3,59.749,"N",56.943,42.381
83,"Class1",57.015,85.896,"U",43.435,63.412,85.172,"L",38.307,29.516
69,"Class2",45.715,83.424,"I",68.579,71.266,73.036,"V",40.473,34.915
83,"Class1",91.15,79.246,"O",45.09,28.577,89.56,"L",37.662,34.107
38,"Class2",44.143,86.232,"E",74.482,70.739,60.177,"W",29.677,34.532
73,"Class1",64.441,73.948,"Y",37.303,35.809,70.147,"I",31.336,28.963
59,"Class3",31.65,21.112,"W",26.584,95.147,51.99,"R",3.196,70.25
35,"Class2",46.166,87.024,"C",71.907,74.424,72.463,"W",37.104,33.668
77,"Class1",46.774,27.902,"O",48.298,43.092,82.09,"I",38.386,43.888
76,"Class1",80.539,23.273,"Y",44.645,33.444,83.012,"L",32.459,21.48
69,"Class1",53.883,50.353,"N",39.262,63.32,83.239,"L",34.118,18.713
78,"Class1",60.693,16.823,"Y",39.815,67.123,65.137,"S",36.962,32.011
53,"Class3",34.914,15.697,"P",26.382,61.655,67.664,"W",61.875,63.038
79,"Class1",75.66,125.708,"O",40.91,45.155,85.299,"S",34.768,31.41
69,"Class1",81.548,41.521,"Y",45.487,44.059,67.441,"V",38.513,26.619
72,"Class3",32.095,19.443,"J",25.975,47.593,51.302,"W",73.596,46.488
70,"Class3",34.601,23.679,"W",26.471,74.578,48.447,"W",46.075,20.779
62,"Class3",32.276,18.53,"C",26.208,43.521,56.395,"Y",68.058,60.778
73,"Class1",80.391,45.604,"V",47.919,66.498,67.68,"I",31.184,23.104
61,"Class3",35.548,21.198,"J",26.693,52.589,64.203,"X",54.707,35.041
50,"Class3",35.848,24.624,"I",26.863,21.005,78.577,"R",69.341,82.473
13,"Class2",45.89,91.886,"I",76.368,83.793,78.49,"I",NA,35.288
34,"Class2",44.392,87.99,"E",70.41,89.029,95.989,"V",29.493,31.93
55,"Class3",30.813,21.261,"J",26.167,40.987,45.762,"Y",26.105,45.264
84,"Class1",45.86,39.085,"Y",39.044,37.895,70.084,"V",35.026,20.717
50,"Class2",48.04,75.712,"K",73.941,81.098,52.405,"W",32.823,36.613
71,"Class1",64.903,36.137,"V",39.789,20.598,69.74,"W",38.178,17.019
83,"Class1",106.733,86.608,"V",38.371,35.057,69.354,"V",35.466,31.68
72,"Class3",32.724,20.393,"J",26.458,43.416,74.912,"N",65.61,59.242
51,"Class3",33.569,17.709,"P",25.908,47.699,61.967,"N",75.599,41.494
71,"Class1",54.424,64.501,"N",34.428,69.805,74.25,"S",35.745,26.814
74,"Class1",75.822,30.124,"U",43.096,19.354,76.687,"S",31.663,17.742
26,"Class2",45.532,88.953,"O",69.252,83.198,57.471,"V",57.944,27.303
81,"Class1",75.057,42.656,"N",50.632,62.513,73.219,"W",36.368,17.822
51,"Class3",33.578,21.497,"P",26.698,60.576,45.035,"Y",64.536,63.689
75,"Class1",79.794,36.588,"N",46.133,24.194,63.108,"V",32.06,38.064
77,"Class1",58.915,108.767,"U",45.689,25.509,63.081,"W",34.96,28.619
67,"Class1",88.279,65.825,"N",36.754,45.225,73.21,"S",35.187,27.541
53,"Class3",28.274,13.331,"J",26.017,18.028,64.096,"Y",36.388,57.882
69,"Class3",30.699,25.441,"J",26.791,23.419,54.325,"N",60.37,51.727
30,"Class2",NA,94.488,"K",75.817,72.067,91.233,"V",33.693,31.793
16,"Class2",44.38,81.963,"C",74.94,95.586,62.794,"W",57.411,31.794
54,"Class2",43.791,78.941,"C",80.675,73.108,65.145,"V",56.086,35.269
49,"Class2",45.014,88.197,"K",75.504,75.481,58.105,"W",37.99,29.682
56,"Class2",45.105,69.045,"I",79.284,91.502,93.7,"I",27.942,27.752
68,"Class3",29.8,19.036,"I",25.492,64.622,59.497,"Y",19.099,45.042
