"MBI1","RQZ2","HOT3","DTB4","WTS5","FQA6","FXN7","VEQ8","VLC9","Output17","SQM10","LOZ11","OCN12"
67.812,87.756,60.123,63.413,"U",35.981,86,43.665,"B","Class2",50.398,22,31.852
60.723,87.549,61.335,64.503,"T",43.695,79,45.316,"M","Class2",40.636,6,55.967
36.124,53.273,54.704,60.319,"J",18.02,38,74.73,"O","Class1",25.229,87,76.404
80.4,87.435,61.016,14.059,"T",22.732,79,48.299,"P","Class2",32.928,11,44.788
57.73,58.482,40.248,71.102,"E",62.754,56,37.458,"D","Class4",98.571,39,48.353
72.577,84.078,41.446,75.392,"O",73.956,79,62.853,"G","Class4",52.755,58,34.657
4.104,NA,46.581,56.605,NA,19.637,25,58.8,"H","Class1",22.233,80,75.896
70.876,87.638,60.216,66.084,"X",42.167,75,41.895,"P","Class2",46.259,38,6.647
75.266,67.291,41.295,70.081,"P",70.66,74,63.908,"H","Class4",60.022,91,21.966
71.306,27.634,14.011,59.721,"J",70.868,19,98.594,"O","Class3",31.378,65,15.995
64.634,87.467,63.128,46.708,"X",53.263,75,39.225,"Q","Class2",53.028,22,-4.346
19.403,62.032,72.539,84.234,"K",25.137,38,78.195,"H","Class1",14.906,69,75.635
60.405,87.779,62.233,24.279,"E",58.308,87,47.12,"Q","Class2",57.725,40,54.538
76.515,87.524,62.496,27.751,"U",61.167,80,45.679,"M","Class2",32.973,35,34.551
57.564,87.465,60.839,76.056,"T",23.114,84,42.045,"M","Class2",46.85,37,25.744
47.279,64.57,40.766,72.874,"E",71.338,88,48.273,"G","Class4",73.637,80,24.762
44.499,NA,62.125,82.137,"R",37.286,75,36.324,"B","Class2",55.406,50,15.828
8.001,52.545,55.49,68.018,"K",66.502,22,90.208,"S","Class1",16.816,75,76.807
73.504,37.101,19.188,66.436,"D",61.063,8,98.779,"O","Class3",39.137,70,34.285
16.902,87.446,59.805,58.821,"U",24.033,82,47.986,"P","Class2",45.04,11,46.958
56.132,11.664,12.419,45.362,"Z",64.278,8,98.17,"R","Class3",28.932,63,43.428
7.752,48.461,24.773,73.409,"S",36.191,20,78.539,"S","Class1",21.427,83,73.01
25.707,87.856,60.842,44.611,"U",40.38,86,43.834,"P","Class2",35.248,56,64.994
62.031,25.319,29.539,84.92,"S",67.778,13,99.48,"C","Class3",20.11,80,6.831
67.888,71.021,40.917,70.108,"G",62.732,54,47.985,"H","Class4",76.405,84,40.548
8.827,51.308,63.126,41.72,"K",19.911,23,70.139,"E","Class1",28.781,80,75.09
70.374,87.536,62.164,41.313,"T",40.293,75,42.417,"P","Class2",39.274,43,49.874
56.706,58.356,41.385,83.398,"E",59.688,62,57.768,"H","Class4",60.925,64,47.898
24.456,87.588,62.536,58.238,"R",49.645,81,46.102,"Q","Class2",52.599,24,34.595
67.224,14.742,24.451,41.734,"F",69.511,16,97.917,"R","Class3",23.596,67,37.626
51.7,61.384,2.479,65.325,"I",45.194,37,96.257,"H","Class1",20.716,79,70.513
70.512,32.518,25.783,43.182,"D",58.499,17,97.648,"O","Class3",31.778,89,30.065
67.814,87.411,61.388,31.646,"U",43.757,79,42.523,"X","Class2",43.212,27,40.429
34.336,67.458,80.42,57.699,"X",44.62,43,87.479,"G","Class1",20.312,83,76.119
59.506,3.016,16.583,34.594,"F",74.221,21,99.102,"T","Class3",33.515,71,47.534
8.292,87.766,60.408,33.827,"T",49.671,83,45.801,"Q","Class2",37.486,12,61.037
35.46,54.915,65.814,37.77,"I",25.871,30,84.324,"E","Class1",28.812,82,68.215
59.951,45.735,41.201,68.844,"E",66.811,76,63.598,"J","Class4",75.941,72,28.502
80.075,87.459,59.991,82.099,"T",41.449,83,48.004,"X","Class2",51.197,22,55.364
61.415,18.058,21.429,43.447,"J",64.459,15,98.242,"T","Class3",43.647,67,49.694
7.245,50.344,34.376,77.364,"X",25.873,27,57.52,"O","Class1",20.32,84,71.509
71.88,45.702,42.506,76.904,"P",72.329,55,61.904,"L","Class4",91.055,51,10.798
59.562,61.551,42.353,50.136,"I",19.506,30,82.899,"H","Class1",21.331,85,70.305
47.957,47.509,28.118,53.195,"X",64.941,32,89.685,"O","Class1",18.892,88,67.26
17.326,60.787,52.825,54.62,"K",39.447,21,93.662,"E","Class1",20.302,87,75.412
73.237,NA,13.77,59.674,"J",69.116,26,98.149,"O","Class3",29.482,54,27.466
86.433,87.043,62.388,24.85,"E",54.878,78,39.363,"P","Class2",52.979,57,45.102
54.556,84.169,40.462,80.179,"E",62.169,79,45.001,"L","Class4",73.929,35,32.628
33.769,49.415,73.45,45.232,"I",37.797,22,76.919,"E","Class1",15.104,80,70.076
72.364,22.56,17.035,65.076,"D",68.314,9,97.621,"C","Class3",41.231,57,29.212
78.098,NA,39.359,72.54,"E",63.622,78,53.669,"D","Class4",54.021,63,39.452
34.493,87.616,60.382,56.672,"E",28.361,78,44.225,"P","Class2",55.792,34,39.149
64.816,25.537,23.336,74.091,"S",56.773,8,97.211,"R","Class3",13.523,57,75.522
34.576,87.882,61.741,41.207,"T",50.291,80,40.17,"X","Class2",56.311,15,43.24
70.447,86.028,40.554,67.912,"P",62.887,84,51.496,"L","Class4",75.474,69,17.765
56.651,48.784,36.595,86.053,"K",36.388,39,74.514,"O","Class1",19.294,73,70.928
69.102,95.689,40.615,80.037,"O",72.791,53,55.329,"D","Class4",62.985,74,34.965
69.408,48.48,41.37,86.753,"O",48.418,62,50.296,"H","Class4",76.142,62,33.386
46.305,76.175,39.998,82.559,"E",64.655,94,51.074,"J","Class4",62.381,33,32.964
33.405,56.826,81.761,84.866,"J",24.198,38,59.884,"O","Class1",20.433,67,70.477
29.77,87.482,63.405,74.879,"X",36.27,75,45.907,"B","Class2",48.978,21,80.197
57.893,50.881,45.338,35.164,NA,37.179,42,81.05,"S","Class1",14.822,64,70.807
68.432,18.139,28.124,42.597,"S",67.556,26,97.123,"O","Class3",3.404,67,55.984
49.372,75.389,40.784,76.379,"E",76.038,82,62.265,"G","Class4",73.753,53,18.95
45.273,87.484,61.963,19.877,"E",57.143,82,41.093,"Q","Class2",46.544,15,43.323
69.888,34.681,23.782,46.125,"Z",61.603,13,98.366,"T","Class3",34.689,84,38.304
56.043,89.304,43.445,69.835,"P",53.887,78,40.258,"J","Class4",72.07,35,37.122
58.321,61.52,40.912,83.465,"W",71.405,90,38.957,"H","Class4",41.614,57,34.662
81.451,87.129,61.352,75.675,"E",57.388,87,43.476,"B","Class2",54.076,29,26.044
58.511,18.584,13.96,37.896,"S",68.439,23,98.238,"R","Class3",16.718,76,41.467
70.722,27.289,11.653,31.81,"Z",70.375,12,98.89,"R","Class3",5.315,82,47.024
30.309,87.709,61.557,69.694,"T",51.265,78,43.762,"X","Class2",47.111,42,20.784
83.621,NA,60.517,61.059,"U",58.474,82,37.098,"M","Class2",48.057,37,48.159
40.711,64.086,34.627,86.077,"I",43.466,22,72.31,"O","Class1",31.661,87,74.469
30.472,54.737,61.562,74.271,"K",11.145,40,85.508,"H","Class1",22.433,71,71.704
58.992,4.819,24.796,80.779,"F",75.113,16,99.413,"O","Class3",22.659,82,38.533
9.773,87.692,59.651,82.773,"E",25.67,77,47.905,"M","Class2",51.183,55,31.602
78.807,96.75,39.38,76.617,"E",70.328,60,64.791,"H","Class4",55.177,71,30.961
25.742,NA,62.332,56.858,"U",40.743,83,47.11,"Q","Class2",52.927,38,36.633
74.857,87.602,61.171,33.592,"U",27.489,86,47.344,"P","Class2",44.566,11,16.307
39.344,48.223,38.588,43.416,"I",6.018,39,70.47,"G","Class1",21.393,85,73.748
63.419,18.824,16.63,69.717,"Z",73.027,26,99.613,"T","Class3",11.078,89,46.717
27.879,87.006,61.483,63.643,"X",40.43,79,48.942,"X","Class2",43.862,11,11.344
24.635,87.141,61.082,21.287,"E",38.714,81,46.155,"P","Class2",45.069,44,35.001
32.029,50.466,45.056,39.633,"I",46.193,33,96.467,"G","Class1",27.664,89,72.571
53.944,53.778,41.665,86.253,"P",74.897,68,39.419,"J","Class4",46.345,49,39.984
74.549,34.535,23.046,78.701,"F",78.662,20,99.809,"O","Class3",17.628,81,16.238
31.871,60.255,107.148,39.571,"J",24.556,40,87.962,"H","Class1",30.414,92,70.652
39.489,57.383,61.067,45.186,"S",8.598,43,88.152,"S","Class1",20.098,91,69.25
9.225,87.907,62.669,53.573,"U",52.619,81,36.164,"Q","Class2",49.964,50,50.519
6.441,87.406,60.306,36.299,"R",24.005,87,37.197,"P","Class2",49.785,34,48.064
62.65,24.821,21.205,40.817,"Z",55.374,21,99.617,"C","Class3",26.793,71,42.055
31.538,64.299,47.273,67.171,"I",-4.512,37,73.099,"H","Class1",22.518,68,77.737
60.074,29.842,34.27,35.763,"D",58.371,8,98.184,"R","Class3",26.475,57,24.008
19.136,51.522,50.742,87.987,"S",11.972,20,63.534,"E","Class1",33.094,76,75.531
62.708,NA,35.159,82.116,"D",74.046,19,99.03,"T","Class3",43.658,85,6.673
37.817,49.913,44.821,53.012,"X",18.215,20,81.807,"E","Class1",16.869,91,69.735
4.889,59.103,72.076,82.722,"X",10.292,22,81.954,"S","Class1",23.618,88,78.633
24.015,87.123,61.502,35.834,"T",34.465,75,37.822,"Q","Class2",48.872,45,46.266
61.574,30.965,6.253,83.107,"F",55.273,25,99.409,"L","Class3",34.247,60,66.22
69.204,65.518,38.513,87.548,"P",70.012,74,54.209,"J","Class4",50.67,66,25.46
59.33,34.014,20.18,64.72,"J",63.575,25,97.979,"C","Class3",41.275,73,68.418
44.201,87.439,60.683,70.499,"U",51.847,83,38.386,"Q","Class2",47.119,16,49.771
67.694,NA,18.194,80.382,"F",72.009,9,99.029,"T","Class3",34.479,57,49.512
79.625,92.901,41.237,86.154,"O",66.326,83,45.719,"H","Class4",46.07,62,31.111
51.298,51.8,44.538,87.651,NA,30.396,19,70.842,"S","Class1",26.436,85,69.843
9.26,57.509,42.93,40.501,"I",44.403,35,78.284,"S","Class1",22.708,81,70.857
68.341,87.762,61.104,39.942,"X",26.416,75,43.26,"X","Class2",41.802,36,44.25
82.88,56.515,40.313,67.542,"W",58.548,71,56.88,"D","Class4",57.41,90,29.733
52.19,NA,62.41,24.018,"U",48.388,76,46.727,"Q","Class2",50.629,57,62.99
20.994,59.549,29.843,46.657,"J",27.303,29,96.727,"S","Class1",31.018,64,76.494
12.083,50.274,47.77,61.151,"X",31.936,37,67.937,"H","Class1",25.796,90,74.154
27.888,87.374,60.544,77.519,"T",36.579,83,42.159,"B","Class2",48.255,37,20.962
40.611,54.662,38.756,82.169,"S",19.308,44,67.333,"E","Class1",32.991,92,74.191
63.997,87.498,60.62,60.802,"E",54.78,75,43.361,"P","Class2",39.375,24,34.573
35.05,87.501,61.86,49.966,"T",45.292,87,46.83,"X","Class2",43.85,28,44.311
71.126,27.994,13.038,34.605,"S",68.059,14,98.409,"R","Class3",25.834,59,54.16
60.025,81.593,41.184,71.377,"E",58.622,59,46.806,"D","Class4",59.783,72,25.068
70.611,50.473,41.129,71.865,"P",57,84,42.589,"D","Class4",73.761,38,18.79
19.17,87.535,62.498,25.146,"U",45.862,79,45.259,"P","Class2",37.021,29,49.694
13.184,59.268,59.82,86.799,"X",30.986,19,92.27,"H","Class1",24.16,79,76.036
71.227,23.111,21.826,52.781,"D",69.064,21,99.409,"R","Class3",6.887,58,45.778
44.809,49.119,32.291,72.33,"X",10.267,42,92.509,"S","Class1",29.834,87,76.74
47.241,89.65,42.287,67.704,NA,67.033,57,51.307,"L","Class4",39.352,37,21.684
67.527,87.793,60.462,78.733,"U",19.802,85,46.901,"M","Class2",48.926,20,32.524
59.742,6.038,14.297,61.534,"F",71.054,8,98.401,"C","Class3",22.929,88,39.246
61.045,23.614,17.5,54.474,"Z",66.527,16,99.825,"L","Class3",45.353,88,51.975
66.546,87.791,60.927,41.647,"U",36.114,85,38.987,"Q","Class2",48.264,48,48.091
55.552,87.887,61.241,64.869,"U",31.914,77,42.539,"P","Class2",43.716,21,60.232
58.146,84.073,39.908,73.876,"G",57.977,62,45.951,"G","Class4",56.173,75,28.936
42.057,87.666,61,18.053,"E",18.091,87,47.444,"B","Class2",42.672,28,21.591
42.528,87.198,61.496,66.489,"R",46.322,80,46.434,"Q","Class2",52.32,54,52.408
24.414,59.612,25.427,74.825,NA,35.58,43,66.526,"H","Class1",22.594,88,78.521
31.332,87.524,61.48,35.011,"E",23.233,85,42.048,"Q","Class2",55.216,7,41.315
65.778,13.513,29.508,76.118,"D",61.528,25,97.863,"O","Class3",34.384,64,67.172
56.411,88.389,39.749,67.675,"W",59.696,88,56.061,"G","Class4",61.965,86,52.715
64.736,14.625,12.869,55.629,"Z",67.727,20,98.723,"O","Class3",23.05,75,25.015
42.452,87.508,60.921,17.397,"E",41.97,75,45.787,"B","Class2",49.747,7,12.02
48.207,52.536,28.936,82.027,"J",46.118,32,61.291,"G","Class1",28.47,68,68.68
16.614,87.423,61.934,29.014,"R",40.919,83,44.073,"Q","Class2",59.667,45,35.909
49.706,75.936,42.271,76.949,"E",71.406,59,54.752,"D","Class4",48.788,90,35.088
81.679,81.425,42.365,69.437,NA,63.249,83,63.852,"H","Class4",56.668,38,20.721
56.108,36.761,16.755,69.803,"D",84.888,18,99.473,"R","Class3",14.695,70,61.62
65.772,4.985,11.754,86.236,"Z",66.011,10,97.555,"T","Class3",29.442,55,15.761
52.077,75.061,40.997,79.367,"G",61.159,80,61.574,"L","Class4",65.78,65,44.339
62.182,33.665,24.043,75.403,"S",55.303,16,99.797,"O","Class3",21.666,68,45.121
64.358,12.674,5.136,62.319,"Z",76.78,24,98.495,"C","Class3",34.625,70,49.383
55.503,52.275,46.085,86.056,"J",42.665,34,95.474,"E","Class1",21.696,76,77.229
85.646,80.264,40.581,78.98,"E",64.242,54,53.908,"G","Class4",66.22,80,28.25
46.621,58.38,25.39,74.268,NA,24.808,20,64.883,"G","Class1",21.994,69,73.915
59.419,29.86,18.575,44.183,"F",72.256,25,97.539,"C","Class3",31.705,79,51.831
59.359,26.184,30.398,63.612,"Z",58.695,22,97.161,"T","Class3",28.514,81,38.501
87.232,88,61.532,19.717,"U",60.07,86,36.505,"M","Class2",50.127,50,-9.353
74.235,6.682,20.014,44.637,"D",89.369,23,99.241,"R","Class3",21.775,89,17.599
85.185,54.38,40.678,78.709,"W",57.643,78,55.387,"H","Class4",63.935,57,20.962
62.919,NA,41.392,72.552,"P",59.253,57,63.108,"L","Class4",55.816,54,22.196
69.84,33.121,13.335,33.274,"D",62.891,26,99.32,"O","Class3",17.789,55,63.774
50.42,48.994,51.355,67.479,"I",19.733,37,87.26,"E","Class1",27.369,73,70.795
12.044,66.928,27.3,69.66,"S",28.28,38,82.495,"E","Class1",18.322,84,79.272
73.281,87.386,61.133,47.681,"R",20.811,79,36.489,"X","Class2",58.456,38,56.162
34.034,58.696,56.041,47.407,"J",32.939,26,96.918,"G","Class1",32.941,65,67.94
78.395,54.546,39.925,67.329,"O",51.342,56,38.326,"L","Class4",65.68,59,25.971
70.059,22.543,26.477,80.528,"S",72.042,26,98.356,"T","Class3",23.49,64,77.275
43.174,87.793,62.487,19.132,"X",52.455,86,39.876,"M","Class2",54.763,51,67.818
11.558,87.751,62.354,17.77,"T",37.557,83,45.578,"X","Class2",61.536,29,27.354
10.358,60.908,6.436,84.522,"J",23.008,43,57.697,"H","Class1",22.307,66,68.557
67.759,27.329,22.171,38.58,"J",72.37,15,99.127,"R","Class3",40.097,83,41.945
24.01,87.13,59.842,76.187,"E",38.756,80,46.198,"M","Class2",31.207,28,45.707
70.851,87.54,62.642,74.337,"R",40.57,78,37.275,"Q","Class2",45.674,43,87.258
71.995,24.711,14.046,52.564,"F",66.302,12,97.311,"T","Class3",34.601,59,24.101
66.147,4.934,31.123,63.476,"J",62.347,20,97.278,"T","Class3",32.081,78,65.13
39.631,63.127,55.103,36.047,"K",38.426,24,68.396,"H","Class1",27.507,88,76.084
56.288,53.566,78.746,78.636,"X",26.812,39,78.011,"G","Class1",27.768,63,77.779
56.588,35.873,16.864,75.28,"J",72.433,27,99.989,"R","Class3",42.571,66,41.208
56.633,70.09,41.549,77.536,"W",70.828,74,49.17,"L","Class4",49.378,70,26.063
58.685,30.183,27.372,55.925,"F",50.029,17,98.15,"O","Class3",26.64,77,53.196
65.306,17.906,30.504,74.465,"D",68.74,22,98.528,"T","Class3",31.169,78,52.849
28.655,64.734,69.662,35.559,"I",23.126,24,66.538,"G","Class1",15.303,80,73.941
78.984,NA,61.107,62.99,"E",64.52,86,40.519,"P","Class2",37.262,8,48.342
83.73,95.462,40.731,72.337,"E",53.704,93,46.425,"G","Class4",36.922,43,32.446
40.029,87.022,60.097,62.667,"U",43.026,75,44.651,"B","Class2",46.919,22,16.87
68.617,33.963,27.863,65.332,"F",68.253,19,98.645,"C","Class3",46.636,79,76.837
73.538,12.883,24.205,56.612,"S",67.525,17,98.657,"T","Class3",33.2,73,42.765
35.667,87.165,61.548,32.574,"R",46.986,75,36.365,"M","Class2",35.481,23,33.323
74.475,9.734,28.894,57.767,"Z",77.51,22,99.568,"O","Class3",15.351,73,19.433
29.225,55.629,36.325,31.059,"J",21.452,30,57.423,"S","Class1",19.374,81,68.788
7.457,87.491,62.318,64.741,"R",40.986,82,39.988,"M","Class2",58.14,13,51.975
75.333,87.139,40.175,78.142,"P",61.652,90,43.68,"G","Class4",58.899,86,34.552
68.801,87.292,61.942,65.957,"E",38.643,81,45.887,"X","Class2",65.901,23,16.499
25.52,87.749,61.572,70.504,"R",18.208,83,38.496,"Q","Class2",45.493,23,44.229
27.24,65.725,77.223,85.433,"X",31.835,27,69.183,"O","Class1",25.589,91,71.85
54.261,NA,41.177,87.068,"W",59.659,90,44.718,"G","Class4",46.923,56,38.537
69.459,15.011,34.765,49.067,"Z",63.865,11,99.528,"R","Class3",31.547,74,48.299
64.701,52.689,40.782,79.116,"W",73.186,67,56.454,"D","Class4",55.84,83,37.961
56.467,70.865,40.896,86.631,"P",58.332,57,58.774,"J","Class4",63.995,94,27.075
66.75,22.206,35.891,34.263,"Z",74.165,8,98.665,"O","Class3",34.87,87,77.718
68.815,8.813,30.083,39.296,"D",49.463,12,99.181,"R","Class3",49.183,63,37.592
81.59,88.186,39.09,84.257,"P",57.707,96,62.014,"D","Class4",79.245,59,19.316
23.344,67.915,22.006,72.893,"X",41.202,27,66.642,"H","Class1",25.46,81,71.679
79.367,49.523,41.674,73.412,"P",57.033,54,44.879,"L","Class4",53.844,45,15.766
60.312,8.505,22.812,44.532,"Z",69.522,10,98.663,"L","Class3",22.807,71,6.096
42.223,51.891,27.658,78.593,"I",22.113,41,72.48,"S","Class1",27.371,80,75.092
66.393,31.625,31.544,34.898,"S",64.248,19,99.015,"R","Class3",7.248,82,75.479
67.511,37.312,19.579,75.25,"D",61.195,26,98.332,"T","Class3",14.383,70,74.843
56.404,11.346,19.878,40.746,"D",71.634,26,97.705,"O","Class3",16.818,72,62.372
67.297,36.813,26.866,36.695,"Z",64.124,25,99.845,"T","Class3",19.451,71,46.417
60.122,87.31,61.16,17.773,NA,30.113,77,44.427,"B","Class2",48.921,33,27.744
36.859,87.53,62.425,69.635,"E",55.007,84,47.66,"Q","Class2",49.429,13,18.53
52.036,87.775,61.746,24.198,"E",57.107,75,46.616,"Q","Class2",38.543,9,38.404
70.826,NA,23.238,32.745,"F",77.888,17,97.889,"R","Class3",20.162,70,57.785
84.191,73.586,41.785,85.96,"O",67.767,60,45.553,"G","Class4",69.2,74,24.709
30.337,87.199,60.52,45.821,"R",38.604,81,37.328,"Q","Class2",42.092,34,28.603
17.506,63.412,56.311,79.448,"S",25.262,23,88.012,"G","Class1",17.582,75,72.845
54.69,87.914,62.059,62.274,"U",36.831,76,39.75,"P","Class2",52.759,50,25.034
58.969,5.168,28.057,37.48,"J",64.517,8,98.685,"L","Class3",37.239,79,48.954
65.388,27.176,16.93,45.376,"Z",69.395,26,99.502,"R","Class3",49.289,60,42.076
39.985,53.308,60.88,80.335,"K",9.782,39,84.196,"G","Class1",22.643,66,72.815
22.479,87.331,62.863,53.736,"X",30.279,76,43.185,"X","Class2",53.22,21,25.65
59.482,55.791,61.631,84.719,"X",31.715,21,86.283,"O","Class1",21.462,82,75.939
78.936,87.639,62.452,53.966,"E",32.629,81,47.051,"X","Class2",51.668,35,28.24
83.691,95.173,40.191,80.608,"E",66.964,77,44.669,"H","Class4",45.592,90,30.43
82.119,52.616,39.326,70.379,"W",66.786,85,37.474,"D","Class4",75.899,82,14.748
34.338,52.475,64.686,74.437,"S",29.833,25,77.764,"H","Class1",20.091,71,71.05
46.238,73.485,38.969,73.453,"O",58.442,84,62.214,"D","Class4",72.923,37,43.4
59.314,52.032,40.281,68.093,"W",55.721,58,48.761,"L","Class4",66.603,93,47.608
9.203,49.208,32.928,83.122,"I",37.096,29,56.565,"S","Class1",30.132,65,68.614
61.521,45.812,40.747,80.845,"G",68.103,78,39.379,"H","Class4",50.971,59,30.946
83.72,96.505,38.914,78.049,"E",50.494,94,39.146,"L","Class4",58.116,65,25.141
85.208,53.658,41.135,73.126,"W",67.114,53,56.243,"L","Class4",45.371,31,31.242
65.985,55.443,43.163,70.139,"P",58.641,83,62.123,"J","Class4",54.778,51,27.956
61.09,NA,6.854,54.095,"J",63.112,8,97.429,"C","Class3",53.953,82,29.365
11.976,67.423,57.026,62.958,"I",14.409,38,96.77,"G","Class1",16.36,66,76.264
20.502,87.13,61.393,83.255,"R",38.557,87,47.372,"X","Class2",49.542,36,50.889
51.02,NA,39.481,82.731,"E",51.192,74,53.036,"G","Class4",67.815,27,12.991
10.671,54.419,91.832,74.321,"X",36.28,44,81.46,"G","Class1",20.765,85,70.448
57.561,60.845,39.659,85.38,"E",61.406,90,36.751,"J","Class4",71.422,67,14.521
23.072,64.045,54.489,50.642,"X",41.695,39,62.19,"H","Class1",24.14,71,72.464
57.838,51.343,39.997,45.197,"I",40.176,26,69.792,"H","Class1",18.281,64,68.81
76.858,87.513,39.755,85.725,"O",67.004,56,36.124,"L","Class4",51.787,81,34.826
19.74,87.938,61.892,77.424,"E",52.524,87,43.843,"Q","Class2",50.146,54,48.406
46.717,87.197,61.056,81.916,"R",44.445,79,37.081,"B","Class2",50.398,7,18.632
13.062,56.262,58.855,61.683,"I",47.481,30,62.883,"H","Class1",20.045,74,76.083
55.35,60.037,31.183,72.845,"X",32.95,41,91.266,"O","Class1",19.539,77,67.941
74.662,87.627,62.633,45.08,"T",36.397,80,42.758,"P","Class2",37.313,22,55.968
16.005,87.076,62.833,40.461,"X",35.886,75,36.444,"Q","Class2",43.489,38,44.483
56.637,57.53,80.106,45.342,"I",20.584,20,95.606,"E","Class1",24.074,88,72.051
20.585,55.091,78.743,42.189,"I",17.936,28,60.349,"G","Class1",23.315,74,71.852
24.852,87.702,60.094,69.23,"U",31.247,75,38.265,"P","Class2",40.365,35,66.073
60.778,NA,40.337,71.477,"E",71.179,62,44.291,"D","Class4",91.043,60,22.926
5.964,87.851,60.753,80.115,"R",26.754,84,40.408,"B","Class2",54.223,36,6.619
73.639,97.495,41.821,67.967,"W",77.437,79,53.361,"H","Class4",51.862,30,28.357
33.612,62.646,62.19,68.803,"X",25.615,23,87.05,"H","Class1",25.482,66,72.282
69.779,58.896,39.983,78.771,"E",70.403,83,51.906,"D","Class4",75.881,31,30.337
74.61,30.814,32.147,32.369,"F",68.252,13,98.341,"R","Class3",20.801,89,61.04
34.327,87.57,62.364,25.581,"T",29.089,77,47.717,"Q","Class2",44.218,19,21.247
35.985,87.388,61.603,73.265,"E",39.759,76,40.494,"B","Class2",54.764,27,26.28
59.414,65.206,73.973,80.796,"K",11.941,23,89.445,"H","Class1",20.658,89,76.843
43.271,87.475,62.565,45.237,"X",72.087,85,36.696,"M","Class2",60.535,44,10.251
47.777,87.809,60.896,74.149,"T",33.479,79,47.991,"Q","Class2",56.4,43,26.775
49.274,50.987,39.764,73.331,"W",56.667,58,63.208,"H","Class4",47.658,64,29.736
11.006,87.207,62.405,83.428,"R",43.833,84,40.382,"Q","Class2",52.642,44,35.638
39.768,87.651,58.397,66.306,"R",38.526,77,38.73,"M","Class2",49.277,6,27.945
62.504,13.286,20.679,49.982,"Z",85.03,24,99.824,"T","Class3",33.166,60,46.093
77.273,87.017,58.498,24.84,"T",36.162,75,38.999,"P","Class2",47.564,8,40.434
87.938,87.52,63.173,39.596,"E",28.878,80,37.191,"X","Class2",46.764,39,31.259
29.659,87.239,62.663,80.622,"X",55.38,77,37.234,"M","Class2",47.094,56,32.732
53.759,95.62,41.649,74.659,"E",52.577,62,44.083,"D","Class4",62.086,74,47.307
66.286,35.02,9.354,83.655,"S",67.886,22,97.564,"T","Class3",25.678,79,52.969
61.372,36.017,25.374,58.173,"J",66.203,23,97.27,"R","Class3",52.368,66,88.964
73.835,37.074,28.758,32.209,"J",75.892,9,97.962,"O","Class3",19.536,64,26.701
84.744,43.149,40.759,84.233,"P",57.697,77,46.376,"G","Class4",64.23,95,25.411
63.234,29.502,25.438,44.706,"D",66.608,15,97.953,"T","Class3",60.586,69,69.664
71.747,71.859,40.164,81.769,"G",58.241,77,62.287,"J","Class4",74.553,26,40.345
33.161,64.096,58.785,80.328,"I",2.212,23,70.791,"O","Class1",35.27,63,68.854
50.266,NA,40.632,79.13,"E",63.679,69,48.844,"H","Class4",58.045,45,31.512
66.158,25.61,5.446,83.26,"J",69.055,10,98.154,"R","Class3",29.039,63,37.092
86.621,87.911,60.664,52.972,"R",21.673,85,37.283,"X","Class2",43.496,10,49.683
64.924,17.241,35.362,34.25,"D",74.956,26,98.294,"L","Class3",50.437,69,43.101
61.349,87.529,61.329,32.338,"U",62.8,80,39.169,"X","Class2",55.748,43,30.269
26.86,56.994,56.871,46.181,"X",7.493,42,61.297,"H","Class1",17.443,86,67.023
60.427,2.315,30.692,30.756,"F",63.601,21,97.131,"L","Class3",19.203,69,54.902
62.783,91.267,40.821,87.159,"E",66.788,72,46.978,"J","Class4",62.162,31,34.586
62.976,25.983,11.405,52.13,"J",81.96,24,98.436,"R","Class3",16.069,55,63.055
70.661,NA,40.219,70.362,"E",55.559,80,61.18,"D","Class4",59.463,50,20.047
40.281,50.33,24.785,38.139,"S",22.612,19,83.29,"H","Class1",18.682,88,75.318
72.629,2.069,20.052,63.406,"D",73.269,11,97.353,"C","Class3",21.27,65,63.347
65.391,7.474,19.241,84.655,"F",73.328,13,99.571,"R","Class3",5.45,82,29.3
62.492,37.601,21.513,42.276,"Z",73.38,14,97.488,"C","Class3",30.785,60,71.877
64.306,29.743,15.211,39.841,"D",73.034,25,98.502,"T","Class3",16.486,54,39.566
9.093,51.921,20.79,38.84,NA,5.616,28,89.066,"E","Class1",22.223,89,77.297
70.124,37.452,35.411,54.707,"Z",63.736,10,98.909,"L","Class3",50.219,67,39.755
61.97,59.222,42.991,87.129,"P",70.177,63,39.002,"J","Class4",87.693,56,28.592
12.383,66.98,50.867,77.024,"K",33.287,23,69.254,"S","Class1",30.754,92,69.519
57.539,60.769,60.541,82.274,"J",32.761,35,87.646,"S","Class1",21.145,75,77.807
69.462,8.225,30.207,85.969,NA,75.532,17,97.956,"C","Class3",17.608,54,8.327
67.835,29.549,27.5,43.164,"Z",67.626,24,98.033,"T","Class3",45.294,89,29.794
64.449,87.106,61.441,57.812,"U",37.584,85,48.097,"M","Class2",52.69,49,5.435
73.759,69.377,42.193,69.865,"G",70.551,66,63.584,"J","Class4",32.714,67,35.525
76.724,NA,40.995,82.952,"O",57.564,57,54.296,"G","Class4",34.256,27,38.732
63.968,6.847,15.404,82.237,"S",70.214,26,98.325,"R","Class3",35.507,70,33.243
72.888,87.279,62.909,64.409,"R",22.164,80,36.782,"X","Class2",59.904,25,11.499
72.244,8.397,18.152,73.181,"Z",76.027,15,98.167,"L","Class3",44.048,65,28.944
