"IGZ1","YFS2","KQE3","FYH4","ZUQ5","WZC6","AQT7","YWK8","BWF9","Output9","UOC10"
86.204,4.429,35.269,65.213,58.016,28.869,1,40,"T","Class3",50.282
77.055,75.066,92.393,0.04,60.592,80.107,52,58,"W","Class2",31.219
83.659,10.144,21.782,56.598,61.998,67.993,26,45,"D","Class3",52.598
84.377,72.256,63.335,0.436,68.683,58.107,65,36,"D","Class2",50.061
85.722,28.271,48.428,63.519,64.109,63.434,11,81,"Z","Class1",69.937
14.659,82.613,68.496,0.712,62.981,56.009,23,59,"D","Class2",25.126
77.155,19.705,43.442,73.762,83.965,80.417,17,42,"C","Class3",53.223
70.058,84.242,76.71,0.347,71.078,70.381,29,64,NA,"Class2",42.452
30.458,81.024,67.904,0.847,62.709,80.286,41,55,"V","Class2",68.683
89.489,22.593,18.35,63.312,NA,78.757,10,35,"M","Class3",53.856
86.063,6.552,26.75,29.772,94.511,53.579,12,35,"C","Class3",52.672
83.721,24.935,47.449,61.592,61.336,73.76,10,66,"C","Class1",71.052
72.39,26.624,28.269,45.355,36.626,77.338,12,34,"C","Class3",50.529
81.319,14.527,23.029,41.188,71.912,34.91,28,45,"M","Class3",49.681
6.384,81.145,84.983,0.828,62.765,81.917,55,33,"D","Class2",9.022
84.001,34.085,51.394,57.71,62.289,63.607,10,83,"Z","Class1",71.116
83.842,37.913,51.946,57.879,46.478,91.805,11,65,"A","Class1",71.329
10.252,81.046,90.82,0.053,66.297,72.901,67,27,"C","Class2",75.442
79.955,74.197,72.245,0.115,70.062,70.49,54,51,"D","Class2",76.712
43.137,87.159,53.201,0.321,63.722,60.028,52,59,"V","Class2",26.494
84.347,33.486,49.199,60.462,45.398,67.127,10,62,"K","Class1",70.939
43.894,91.413,53.828,-0.072,67.547,63.09,39,50,"F","Class2",61.13
84.881,7.239,32.188,31.966,25.648,-6.853,25,46,"C","Class3",51.188
84.471,24.717,53.112,58.484,56.634,54.347,10,68,"K","Class1",70.561
86.021,33.438,47.019,60.475,66.615,58.586,11,85,"K","Class1",70.714
59.811,87.779,51.275,-0.004,74.457,73.512,57,49,"F","Class2",49.421
59.04,80.547,80.949,0.569,67.827,78.315,24,58,NA,"Class2",60.239
82.77,32.253,53.159,58.886,65.745,89.451,10,87,"C","Class1",71.01
72.869,19.875,18.037,53.007,61.13,63.26,14,47,"D","Class3",52.064
26.652,77.962,69.526,0.105,73.825,73.127,67,26,"F","Class2",36.157
18.43,80.8,82.854,0.416,64.114,62.271,57,57,"V","Class2",50.821
79.399,82.871,73.91,-0.403,65.855,66.911,28,42,"V","Class2",45.934
90.729,19.316,44.166,33.444,76.521,92.512,25,44,"T","Class3",53.569
87.344,13.26,37.087,41.917,NA,62.862,6,41,"D","Class3",52.792
92.524,6.13,28.618,35.463,65.11,52.586,24,34,"T","Class3",50.616
82.21,31.22,47.455,58.256,53.974,66.11,10,79,"K","Class1",71.454
38.724,83.271,74.45,0.703,60.887,71.37,51,25,"D","Class2",29.448
49.792,83.705,78.458,0.949,70.913,68.985,30,29,"V","Class2",0.999
83.179,26.36,53.91,58.122,43.114,60.677,11,79,"O","Class1",70.949
83.583,76.547,86.516,0.63,60.096,57.818,25,25,"F","Class2",4.696
83.975,31.492,52.403,66.491,49.906,45.991,11,69,"C","Class1",71.755
57.077,75.256,88.935,0.012,71.697,58.052,69,46,NA,"Class2",11.025
85.589,32.202,58.645,60.179,66.981,73.531,10,61,"K","Class1",71.834
82.485,32.19,46.357,53.729,47.324,66.271,11,84,"O","Class1",70.87
46.725,76.269,67.623,0.618,64.553,68.749,68,50,"D","Class2",44.834
82.824,31.365,51.063,59.752,64.937,55.335,10,88,"A","Class1",71.281
76.73,79.941,89.83,0.817,70.824,63.447,63,55,"V","Class2",81.1
82.88,27.097,57.215,58.564,40.681,60.255,10,59,"Z","Class1",71.617
78.481,17.074,28.509,31.623,49.78,92.221,9,36,"C","Class3",51.757
88.07,2.514,26.28,41.704,29.614,52.051,21,34,"D","Class3",50.212
73.422,27.203,44.902,43.851,89.797,67.739,34,36,"C","Class3",55.028
81.416,25.471,44.976,56.194,49.647,34.011,17,40,"X","Class3",51.841
86.057,27.167,48.667,58.304,47.438,70.971,10,90,"A","Class1",70.043
72.18,6.488,43.503,51.656,47.982,45.233,31,38,"D","Class3",51.353
86.74,31.787,50.443,60.21,56.001,65.446,11,73,"A","Class1",72.11
93.906,27.918,30.31,51.484,47.835,37.341,10,39,"T","Class3",53.564
75.991,74.939,84.996,0.717,62.746,67.863,75,45,"W","Class2",52.676
75.688,23.338,24.636,56.242,55.563,47.798,14,39,"M","Class3",52.714
72.795,76.486,65.145,0.554,66.738,77.177,26,64,"W","Class2",47.63
87.867,3.801,39.263,46.364,75.704,99.375,34,47,"T","Class3",52.396
77.381,9.804,18.669,48.539,59.736,53.491,19,37,"T","Class3",51.712
32.215,75.716,76.159,0.698,69.142,75.215,48,35,"F","Class2",47.255
50.483,82.354,86.941,0.252,71.335,51.222,58,61,"V","Class2",30.15
13.116,79.74,84.869,0.448,72.882,69.315,71,27,"W","Class2",-20.616
83.418,24.398,57.094,61.836,65.952,55.915,10,75,"K","Class1",69.935
83.123,34.105,59.127,61.452,62.817,67.46,11,51,"Z","Class1",71.278
89.835,10.215,22.43,60.17,34.778,61.217,16,40,"D","Class3",52.138
34.744,84.506,59.3,-0.278,71.461,61.977,49,56,"W","Class2",78.095
84.744,26.713,54.803,54.912,62.749,86.421,11,65,"O","Class1",71.387
75.194,13.616,25.599,23.906,39.45,43.564,29,39,NA,"Class3",52.298
84.613,20.464,36.302,73.84,71.873,38.392,23,35,"C","Class3",50.13
93.474,7.224,35.25,42.154,91.962,15.21,13,42,"C","Class3",51.092
91.332,5.893,17.41,66.358,61.771,83.86,31,41,"X","Class3",51.541
22.689,86.386,53.278,0.652,70.009,68.293,33,59,"C","Class2",13.936
89.414,14.287,34.462,65.969,92.106,75.028,11,39,"T","Class3",52.737
44.392,89.789,57.468,0.636,69.936,68.879,21,20,"W","Class2",84.675
13.226,69.547,59.448,0.337,66.213,71.706,24,37,"D","Class2",-13.842
29.608,81.954,76.819,0.25,71.04,62.986,51,39,"V","Class2",-29.13
83.465,32.181,59.259,61.577,61.491,52.903,11,91,"A","Class1",71.073
10.102,84.616,60.128,0.136,NA,80.571,51,24,"D","Class2",30.205
90.498,22.245,34.357,53.768,45.795,31.507,17,44,"C","Class3",50.768
85.512,29.497,60.475,59.911,43.004,42.696,11,56,"C","Class1",70.332
30.629,74.363,53.64,0.504,67.703,50.601,19,54,"F","Class2",51.895
86.995,29.364,46.007,62.58,38.794,74.355,10,88,"C","Class1",70.688
74.458,64.461,55.283,1.058,69.552,61.62,21,26,"D","Class2",-12.524
55.091,71.152,75.34,0.786,74.257,59.45,46,58,"W","Class2",30.103
85.259,22.345,53.625,59.101,49.95,61.186,10,61,"A","Class1",71.461
40.737,76.697,74.551,0.5,61.343,64.243,27,57,"F","Class2",16.695
67.923,78.684,74.202,0.647,71.597,73.54,21,28,"W","Class2",3.777
82.684,12.512,44.798,55.903,32.186,61.26,10,36,"T","Class3",52.831
8.871,70.438,69.158,0.379,62.078,58.798,77,59,NA,"Class2",-0.665
75.792,7.577,33.222,46.666,96.349,52.34,4,42,"M","Class3",51.395
85.548,30.632,58.946,57.515,53.039,73.014,10,68,"A","Class1",70.546
82.063,36.332,60.49,59.482,41.749,65.624,11,83,"O","Class1",71.328
85.418,17.973,35.581,52.048,17.102,41.124,20,45,"T","Class3",51.383
93.773,27.418,27.751,44.535,62.454,60.489,4,45,"C","Class3",51.11
84.281,32.247,53.637,58.818,55.563,102.358,11,64,NA,"Class1",70.901
6.29,72.397,68.119,0.089,62.13,66.244,22,50,"V","Class2",66.029
78.216,78.792,87.138,1.048,71.703,67.582,44,49,"D","Class2",88.843
30.719,85.36,91.543,0.187,62.366,73.631,29,30,"W","Class2",43.761
85.025,18.214,23.182,44.499,39.584,74.115,10,46,"C","Class3",52.08
83.359,7.482,18.424,55.622,81.456,66.641,5,45,"X","Class3",51.482
92.661,11.874,18.676,54.426,40.202,93.524,5,47,"X","Class3",50.912
83.255,28.01,57.327,61.447,56.259,66.547,10,53,"Z","Class1",71.572
13.669,84.147,81.81,0.78,66.386,66.602,24,43,"V","Class2",-43.676
85.767,26.845,53.761,64.348,NA,59.185,11,66,"K","Class1",70.971
84.735,30.501,55.384,59.614,44.769,66.292,11,74,"O","Class1",70.753
85.438,25,27.718,50.171,85.487,33.055,34,42,"C","Class3",52.086
86.739,25.309,24.448,37.26,NA,28.955,33,42,"M","Class3",52.268
81.634,20.878,30.339,25.701,57.715,84.299,25,37,"C","Class3",53.251
90.933,35.807,35.124,46.182,19.647,14.658,15,35,"C","Class3",53.032
59.649,77.912,64.921,0.577,NA,68.366,23,37,"C","Class2",18.543
85.047,17.64,27.43,49.714,53.681,53.341,30,37,"C","Class3",51.236
70.165,73.764,78.868,1.246,72.643,68.232,75,57,"D","Class2",29.869
78.519,74.655,90.214,0.177,74.61,63.237,75,45,"F","Class2",30.163
33.083,78.204,75.36,0.596,64.298,76.97,54,21,"W","Class2",66.646
84.116,32.704,46.531,60.899,41.062,74.496,11,80,"C","Class1",70.383
73.891,7.001,44.863,32.008,23.907,21.251,8,40,"C","Class3",51.875
52.527,70.148,65.798,1.051,NA,72.156,51,27,"C","Class2",49.333
71.701,78.741,80.816,0.872,67.04,65.116,67,42,"V","Class2",25.121
81.469,20.153,26.779,45.729,88.198,48.961,11,45,"X","Class3",50.123
44.789,83.359,85.8,0.37,60.356,66.777,59,41,"C","Class2",19.298
86.96,30.92,54.162,64.06,40.62,72.09,11,71,"C","Class1",70.376
93.827,-1.395,34.922,63.499,59.901,50.747,3,44,"T","Class3",49.362
28.953,79.375,59.518,0.765,62.035,58.797,21,55,"D","Class2",52.372
93.437,39.502,20.366,42.206,82.03,36.958,22,45,"T","Class3",51.708
71.956,76.862,67.141,0.46,66.191,62.45,40,59,"F","Class2",23.175
85.751,0.092,38.353,19.538,55.001,87.575,14,36,"C","Class3",52.779
86.392,31.688,60.212,58.301,49.726,55.147,11,80,"A","Class1",71.347
74.321,2.092,35.785,42.925,84.777,78.945,28,35,"T","Class3",51.197
88.774,16.199,41.022,59.994,29.346,75.159,34,36,"T","Class3",55.103
85.275,26.689,55.006,56.135,55.363,52.846,10,80,"C","Class1",70.444
18.683,69.591,64.758,0.744,69.882,70.683,62,59,"F","Class2",64.358
60.903,76.063,60.748,0.117,NA,59.661,41,52,"W","Class2",3.191
83.371,18.818,48.377,59.005,66.738,64.795,11,68,"Z","Class1",71.428
83.475,27.298,46.865,59.141,47.475,66.432,11,68,"K","Class1",71.786
86.748,30.881,60.314,57.241,45.298,63.802,11,77,"Z","Class1",70.388
84.809,28.014,59.344,62.381,56.648,63.288,11,92,"O","Class1",70.532
90.983,-1.497,27.835,66.328,62.719,56.582,2,45,"X","Class3",52.119
86.005,24.72,53.558,60.533,53.836,74.578,10,67,"Z","Class1",70.926
86.14,26.262,60.343,62.075,46.673,60.372,10,91,"A","Class1",70.333
92.167,11.005,34.63,47.472,63.208,41.886,18,37,"C","Class3",52.888
78.271,28.371,26.344,46.23,26.887,44.034,11,36,"D","Class3",52.453
72.186,4.243,17.883,39.143,80.887,54.966,2,42,"X","Class3",52.455
88.767,7.945,28.255,72.144,48.788,39.637,34,42,"T","Class3",50.692
81.513,86.133,73.234,0.297,60.563,82.697,22,45,"F","Class2",5.603
85.786,20.366,27.181,71.356,52.048,38.936,16,38,"D","Class3",50.523
83.664,14.836,44.88,63.644,61.663,61.378,17,41,"T","Class3",50.98
84.584,30.157,52.04,60.654,39.465,76.041,10,90,"C","Class1",70.877
81.19,12.173,25.689,55.336,75.219,65.641,32,38,"D","Class3",54.038
83.045,34.246,50.26,57.92,49.431,57.533,10,65,"A","Class1",71.153
38.352,71.676,80.421,0.796,64.648,68.359,61,48,"F","Class2",70.86
85.414,8.301,23.25,37.795,50.151,42.12,30,39,"D","Class3",50.474
25.138,87.767,79.379,0.809,71.839,69.624,46,36,"C","Class2",24.211
68.401,72.575,59.435,0.402,66.59,67.599,44,35,"D","Class2",34.763
65.965,71.036,72.342,0.107,60.64,71.356,50,40,NA,"Class2",15.853
27.615,76.916,72.873,0.376,61.98,65.277,77,31,"W","Class2",76.3
82.665,38.258,57.953,59.828,NA,47.424,10,90,"A","Class1",70.784
87.722,12.462,29.203,54.32,21.849,49.119,31,47,"X","Class3",52.583
73.356,14.149,40.13,67.121,36.948,77.342,25,45,"C","Class3",52.53
64.243,90.381,83.521,0.326,73.8,72.233,16,41,"D","Class2",63.342
47.014,80.785,82.054,0.981,65.146,72.551,46,52,"W","Class2",12.028
9.2,80.186,87.687,0.354,NA,67.866,72,47,"W","Class2",48.826
83.135,29.472,51.753,57.39,64.597,66.257,10,70,"Z","Class1",71.157
88.295,21.897,39.993,50.739,25.245,-6.537,22,43,"C","Class3",53.044
92.455,0.85,36.828,44.459,41.994,29.188,26,41,"T","Class3",51.288
84.081,27.98,50.541,59.702,64.498,60.261,11,84,"A","Class1",71.416
6.668,79.996,71.553,0.614,65.442,64.401,70,40,"V","Class2",23.469
87.681,14.692,24.73,54.964,69.389,61.706,13,34,"M","Class3",50.991
22.081,75.041,87.568,0.769,74.246,60.201,54,38,"F","Class2",8.593
17.415,81.1,55.198,0.463,64.065,64.386,16,24,"F","Class2",30.776
83.666,25.157,46.333,62.908,66.974,58.757,11,70,"K","Class1",71.294
17.905,86.361,77.571,-0.245,74.915,85.524,45,63,"V","Class2",57.463
69.312,86.327,91.69,0.688,71.807,73.369,29,31,"F","Class2",10.817
85.635,26.299,48.205,59.097,39.22,62.982,11,71,"K","Class1",69.216
83.101,29.781,56.4,62.351,61.381,57.916,10,75,"A","Class1",70.392
67.242,79.134,83.774,0.719,70.235,73.483,52,40,"C","Class2",64.432
38.346,86.074,57.825,0.735,68.32,75.586,78,25,NA,"Class2",42.305
92.761,16.355,36.689,34.398,35.413,8.648,8,39,"D","Class3",52.264
91.513,12.417,43.543,53.434,20.93,87.603,11,34,"T","Class3",51.29
88.088,5.824,41.003,32.633,NA,59.682,14,47,"C","Class3",52.433
85.79,34.809,56.748,58.818,58.169,66.786,11,85,"O","Class1",72.311
82.364,18.16,35.957,54.877,25.53,71.927,34,36,"C","Class3",52.455
43.617,71.554,79.656,0.747,67.914,67.793,59,50,"V","Class2",43.479
74.181,77.152,51.01,0.435,63.527,68.069,77,45,"V","Class2",109.277
86.433,28.438,48.177,61.484,49.466,77.816,10,79,"O","Class1",71.552
65.054,75.879,60.979,0.136,72.858,73.633,17,57,"F","Class2",39.552
83.675,32.868,46.982,60.737,56.458,60.886,11,59,"O","Class1",70.427
84.382,30.035,52.066,61.469,58.434,69.196,10,75,"A","Class1",71.257
25.33,76.632,87.244,0.678,70.446,56.123,74,53,"F","Class2",47.292
85.51,32.686,46.944,63.843,45.897,73.412,11,61,"Z","Class1",70.079
81.855,22.591,19.587,42.438,19.327,62.687,3,42,"M","Class3",51.855
58.801,78.339,88.392,1.049,67.223,71.458,64,40,"V","Class2",26.139
30.892,80.217,72.112,0.668,62.532,69.315,41,26,"F","Class2",54.586
75.571,83.183,76.386,0.193,74.286,80.166,59,28,"C","Class2",23.589
82.324,35.249,48.023,57.68,49.599,60.806,10,82,"Z","Class1",70.963
46.59,79.967,58.341,0.758,70.765,71.797,54,62,"C","Class2",43.138
74.626,78.188,60.68,0.481,72.894,73.992,48,44,"C","Class2",25.662
36.196,90.775,90.775,0.904,63.256,68.789,32,58,"C","Class2",25.164
81.368,8.449,29.644,48.054,43.6,77.652,18,44,"X","Class3",51.377
77.858,0.789,43.597,38.891,69.815,95.959,22,46,"M","Class3",52.235
36.998,89.713,63.656,0.37,60.546,66.093,59,52,"C","Class2",18.764
84.109,33.212,51.687,61.295,40.824,57.533,10,56,"O","Class1",71.662
86.513,32.396,54.366,59.589,53.829,59.686,11,56,"Z","Class1",69.886
31.958,87.956,90.935,0.934,61.375,67.365,49,59,"V","Class2",61.21
86.051,22.98,44.452,43.766,38.613,77.409,11,44,"C","Class3",52.735
30.136,68.392,87.002,0.528,68.395,74.756,41,33,"W","Class2",46.69
83.845,2.769,28.296,42.862,35.611,53.152,17,36,"M","Class3",52.312
82.538,30.938,50.273,59.662,64.086,65.001,11,56,"A","Class1",69.943
69.363,89.048,65.074,0.093,66.977,64.477,66,44,"V","Class2",75.693
91.512,23.813,33.832,40.164,38.389,32.629,28,46,"T","Class3",52.02
39.256,73.152,74.036,0.493,68.956,76.019,50,53,"D","Class2",60.615
75.287,20.274,16.345,53.429,96.377,42.482,22,36,"D","Class3",51.91
69.439,80.636,63.057,0.37,67.982,60.598,73,34,"D","Class2",77.702
88.687,4.684,29.437,46.805,82.098,54.515,9,44,"M","Class3",55.647
83.085,26.775,49.667,59.846,39.48,81.853,10,53,"C","Class1",71.968
78.696,23.919,20.837,45.43,56.996,69.666,31,46,"D","Class3",50.256
83.813,24.893,47.15,57.887,39.679,57.278,11,82,"K","Class1",70.34
11.28,84.039,82.13,0.711,65.528,66.869,53,55,"W","Class2",92.273
82.512,17.165,23.635,54.786,72.257,4.693,25,46,"C","Class3",52.385
23.058,80.082,78.809,0.637,NA,72.113,72,54,"W","Class2",54.108
87.486,10.253,36.19,68.326,69.394,37.652,12,35,"M","Class3",49.979
84.67,24.957,51.026,60.654,59.279,71.976,10,58,"Z","Class1",71.528
91.732,11.554,43.565,45.588,49.365,38.998,29,38,"T","Class3",52.098
80.923,78.89,89.896,0.785,73.423,71.879,34,43,NA,"Class2",11.836
8.436,80.055,92.395,0.559,71.814,62.44,30,50,"V","Class2",42.829
84.332,28.022,49.685,59.774,39.382,103.441,11,70,"Z","Class1",71.162
84.2,27.86,53.32,57.393,45.325,52.006,10,81,"C","Class1",71.298
83.331,82.515,88.039,0.092,61.561,74.779,20,21,"W","Class2",51.989
80.034,-0.381,29.934,72.355,58.671,38.18,1,46,NA,"Class3",51.32
85.625,23.794,49.583,60.893,40.433,75.356,10,81,"Z","Class1",70.961
75.163,21.213,17.661,41.214,67.465,44.186,24,37,"X","Class3",53.551
42.781,81.789,87.033,0.525,60.53,76.114,20,50,"F","Class2",46.627
69.997,69.05,92.708,0.053,73.429,73.764,67,37,"D","Class2",-14.53
75.048,10.226,40.204,69.84,16.373,27.111,18,43,"X","Class3",53.899
84.771,33.743,53.463,62.338,45.921,50.855,11,89,"K","Class1",70.177
81.531,70.324,66.794,0.638,65.722,72.466,50,20,"F","Class2",65.812
82.528,27.87,59.18,58.391,41.157,65.924,10,82,"Z","Class1",71.09
76.602,15.258,41.216,42.082,15.664,55.073,33,34,"C","Class3",49.677
58.079,81.996,71.04,0.106,66.846,64.847,52,34,"D","Class2",23.287
83.394,28.109,59.86,56.145,38.717,58.752,11,62,"A","Class1",70.563
79.206,7.067,37.361,30.267,52.251,61.084,4,42,NA,"Class3",52.396
84.392,21.791,17.126,58.394,43.479,86.707,33,34,"D","Class3",51.636
69.499,80.943,88.152,0.463,63.332,81.197,66,29,"V","Class2",66.572
87.463,15.166,41.879,65.648,46.931,53.658,3,37,"C","Class3",50.812
83.714,30.623,54.784,60.722,NA,32.76,11,70,"Z","Class1",70.693
83,23.02,47.458,61.998,55.6,54.906,11,66,"C","Class1",71.047
90.202,11.941,27.86,51.9,27.563,50.481,23,46,"C","Class3",51.817
50.728,79.944,80.623,0.668,73.329,68.262,33,30,"D","Class2",84.538
83.639,26.294,58.493,56.015,56.169,44.117,10,88,"K","Class1",71.173
79.925,80.983,63.144,0.632,71.803,72.888,77,42,NA,"Class2",33.617
82.899,28.058,57.519,58.065,41.276,72.637,10,64,"O","Class1",71.285
10.525,81.994,92.915,0.322,60.536,55.42,63,25,"V","Class2",40.723
73.553,23.93,39.904,44.553,60.457,62.905,15,43,"X","Class3",54.013
85.854,27.893,55.238,60.458,39.031,67.478,11,91,"O","Class1",72.273
90.609,36.125,30.689,24.234,33.471,41.483,7,44,"X","Class3",52.825
17.312,79.589,82.567,0.098,65.274,75.246,58,21,"D","Class2",46.442
53.392,70.239,57.392,0.518,66.318,73.526,68,31,"W","Class2",86.098
83.482,30.613,52.44,63.772,49.37,87.976,11,92,"O","Class1",70.265
57.041,68.063,53.502,0.47,64.542,79.879,63,34,"V","Class2",38.869
82.195,27.65,48.922,57.831,45.062,85.016,11,61,"C","Class1",70.786
37.188,84.441,90.407,0.957,68.179,65.967,27,29,"F","Class2",38.095
77.889,76.803,54.965,0.963,62.262,74.012,28,37,"V","Class2",86.402
38.11,79.394,87.297,0.46,67.573,60.833,78,35,"F","Class2",61.514
84.348,33.119,47.559,63.309,53.996,59.466,11,51,"C","Class1",70.348
63.027,82.823,66.556,0.282,65.379,64.088,55,36,"C","Class2",41.794
83.861,30.097,53.936,59.464,61.301,68.44,11,74,"C","Class1",70.119
84.279,29.608,46.021,58.415,59.295,49.379,11,64,"C","Class1",71.296
85.067,24.373,55.054,55.995,60.366,84.568,10,61,"C","Class1",70.648
83.238,33.878,50.124,58.56,64.128,63.833,11,54,"A","Class1",72.083
7.264,73.097,62.179,0.789,70.514,58.798,44,41,"F","Class2",30.81
82.858,29.766,49.781,52.946,51.387,63.599,11,57,"A","Class1",70.932
72.095,85.88,55.73,1.02,67.169,78.58,79,56,"W","Class2",11.212
84.783,31.717,47.697,60.874,45.764,53.099,10,54,"C","Class1",71.205
60.625,78.106,52.525,0.674,63.034,62.464,47,57,"C","Class2",1.012
73.17,82.234,61.555,0.494,65.142,70.391,73,35,"D","Class2",49.788
83.154,29.148,51.897,59.691,49.516,74.2,10,88,"C","Class1",70.685
72.35,67.479,65.45,0.624,70.175,66.602,51,26,"W","Class2",40.86
24.252,79.602,78.207,0.65,74.059,80.502,41,21,"F","Class2",87.64
86.098,33.885,50.557,62.711,60.962,55.831,10,73,"Z","Class1",71.872
49.95,74.376,69.529,0.344,68.382,73.442,56,53,"D","Class2",45.751
86.071,28.236,56.357,58.528,44.572,80.149,11,72,"K","Class1",70.306
87.334,9.592,44.466,45.598,21.061,64.909,3,40,"C","Class3",51.58
75.175,30.53,23.434,65.013,39.271,51.65,26,44,"X","Class3",54.675
90.382,13.017,42.794,78.884,80.761,36.005,3,42,"M","Class3",51.161
86.592,25.822,56.435,64.032,55.476,57.502,11,68,"C","Class1",72.577
75.689,13.492,23.355,58.715,79.366,65.219,29,35,"D","Class3",50.898
82.486,5.47,38.349,48.734,31.211,23.893,3,40,"C","Class3",53.221
76.787,68.995,76.233,0.448,72.245,67.556,56,29,"C","Class2",50.293
78.033,32.402,19.709,60.136,23.369,66.29,10,41,"M","Class3",51.084
84.625,28.111,57.796,64.28,40.578,78.883,10,55,"Z","Class1",70.911
53.693,82.968,51.877,0.275,62.368,77.343,35,38,"C","Class2",45.889
83.087,29.742,54.473,63.238,49.429,68.623,10,51,"Z","Class1",70.889
80.848,18.252,22.587,40.493,29.348,84.673,3,38,"D","Class3",53.556
77.131,14.85,43.734,54.248,76.462,52.318,24,42,"T","Class3",50.144
56.18,73.304,90.655,0.745,74.56,83.406,39,64,"C","Class2",38.088
86.422,8.99,28.628,40.418,46.085,48.364,9,37,"X","Class3",52.663
86.69,33.462,53.706,59.846,53.475,72.878,11,85,"Z","Class1",71.818
90.919,17.789,26.583,51.232,NA,84.804,1,46,NA,"Class3",52.296
34.416,75.108,68.175,0.644,74.762,66.961,72,29,"F","Class2",18.973
93.868,11.752,17.676,48.359,16.699,49.406,11,42,"X","Class3",50.598
92.763,16.654,40.543,61.047,NA,111.911,29,43,"C","Class3",54.767
74.962,12.897,25.784,58.383,68.975,72.543,23,34,"M","Class3",49.883
86.522,31.706,57.301,60.094,54.458,87.295,10,54,"Z","Class1",71.202
20.416,70.95,75.127,0.557,66.661,65.74,24,32,"F","Class2",76.115
47.157,71.486,59.623,0.302,64.074,78.269,72,42,"D","Class2",45.391
82.204,35.301,48.292,57.7,59.847,78.401,11,90,"Z","Class1",71.272
53.448,77.568,89.581,0.942,64.482,73.453,67,30,"V","Class2",14.754
84.387,30.724,46.784,56.75,NA,56.931,11,74,"Z","Class1",71.651
80.367,2.751,42.685,45.73,15.244,46.477,28,35,"C","Class3",51.644
84.056,26.713,48.074,61.043,41.674,62.32,11,80,"A","Class1",71.549
83.922,36.719,49.264,56.901,61.105,69.443,11,51,"C","Class1",70.824
27.606,77.273,88.772,0.361,68.105,68.216,38,36,"D","Class2",-19.642
88.413,11.331,30.537,39.033,80.146,42.603,17,46,"T","Class3",51.132
93.97,28.744,31.678,51.332,32.345,63.406,10,47,"C","Class3",51.074
65.505,85.038,62.113,0.38,NA,63.761,49,56,"V","Class2",79.606
85.546,27.303,46.097,63.724,46.231,53.738,11,79,"C","Class1",71.872
83.741,33.477,49.4,60.455,39.862,60.491,10,51,"A","Class1",71.998
89.911,1.423,32.729,36.65,48.058,25.083,31,36,"X","Class3",52.733
83.163,23.102,60.149,62.75,52.312,59.961,11,71,"A","Class1",70.735
90.29,21.686,23.353,54.65,53.009,94.712,6,39,"M","Class3",52.44
92.257,4.059,41,38.164,60.467,56.72,14,37,"M","Class3",52.634
34.548,81.936,69.688,0.376,73.625,66.65,48,23,"V","Class2",7.999
84.472,26.518,53.858,58.44,63.73,56.484,10,68,"C","Class1",70.358
84.578,28.148,50.858,62.421,49.109,65.279,10,76,"Z","Class1",70.308
75.162,13.696,23.279,40.993,88.72,60.955,4,41,"X","Class3",51.78
84.158,29.891,57.057,58.537,44.422,63.251,11,88,"A","Class1",72.139
74.262,5.518,33.008,60.665,84.966,73.194,17,44,"C","Class3",52.327
53.858,73.46,74.681,0.494,63.482,66.4,23,58,"F","Class2",31.423
86.518,33.061,46.032,54.728,54.121,61.528,11,64,"A","Class1",70.926
66.993,85.397,61.64,0.253,NA,79.369,53,40,"C","Class2",31.428
84.887,31.79,54.023,57.497,43.699,64.655,11,70,"Z","Class1",70.422
82.832,30.259,57.551,60.44,44.168,91.55,11,64,"Z","Class1",71.832
84.902,29.269,49.492,58.706,40.017,71.446,10,72,"A","Class1",69.884
73.031,32.187,43.253,54.236,23.019,58.536,6,47,"T","Class3",53.352
82.7,32.036,53.866,59.476,63.22,74.102,11,61,"K","Class1",72.019
28.163,77.323,86.54,0.817,66.812,73.742,77,42,"C","Class2",39.095
92.81,15.865,19.071,52.15,48.598,53.926,19,40,"M","Class3",51.543
57.078,76.951,86.194,0.297,63.042,73.269,36,26,"D","Class2",4.032
84.536,30.598,57.096,61.154,56.439,62.031,10,71,"A","Class1",71.773
79.61,80.412,74.896,0.844,73.9,71.319,51,28,"W","Class2",61.475
86.748,35.28,54.805,65.582,58.419,65.293,11,67,"C","Class1",70.167
82.02,27.924,57.093,57.227,39.909,56.204,10,70,"Z","Class1",69.96
85.047,31.113,57.519,63.878,44.566,62.663,11,64,"A","Class1",70.478
17.451,83.474,73.241,0.61,73.458,73.687,66,37,"F","Class2",42.168
78.014,9.778,34.233,41.209,16.538,36.618,30,34,"T","Class3",50.737
74.69,5.219,29.523,46.781,63.584,73.724,22,37,"M","Class3",51.108
29.562,74.406,91.045,0.065,65.839,72.073,17,43,"V","Class2",14.205
86.679,27.965,47.747,63.071,44.61,68.699,11,53,"A","Class1",71.121
82.91,21.197,58.602,62.754,62.552,76.079,11,52,"C","Class1",71.394
92.916,20.727,29.892,23.156,66.137,53.593,7,38,"D","Class3",50.085
86.078,33.113,48.772,56.792,43.402,69.667,11,67,"K","Class1",70.887
82.614,30.314,47.477,59.175,62.776,81.946,10,59,"O","Class1",70.941
54.466,79.863,69.574,0.757,62.153,85.307,41,37,"W","Class2",75.061
85.088,28.007,57.713,53.899,64.466,55.688,11,69,"K","Class1",70.723
84.951,21.208,60.007,61.266,61.995,47.116,10,60,"Z","Class1",71.609
