"XTR1","VCD2","EUD3","Output22","NTM4","LKT5","UOF6","RGX7","VHR8","SQO9","JXU10","EVP11"
8.17,49.785,46,"Class2","J",79.408,76.341,"V",72.466,32.176,52.809,23.511
8.83,56.451,45,"Class2","J",82.999,81,"T",67.508,66.839,73.666,3.781
19.017,70.032,36,"Class1","O",24.917,71.789,"K",92.327,95.704,79.601,13.965
8.851,50.475,46,"Class2","H",79.778,83.74,"A",64.822,24.658,38.25,11.015
9.296,50.972,46,"Class2","H",83.25,78.951,"E",70.286,36.654,26.941,35.703
36.076,86.145,39,"Class1","O",33.527,71.915,"P",96.607,96.238,72.228,15.116
37.287,87.493,37,"Class1","U",26.114,68.714,"K",94.167,94.752,79.761,NA
34.343,77.716,41,"Class1","V",24.917,69.779,"Z",90.123,91.621,82.159,10.429
24.251,87.517,31,"Class1","O",33.797,68.278,"U",93.942,93.534,81.396,23.406
8.998,47.301,45,"Class2","X",77.407,79.172,"A",64.751,15.163,-10.008,20.754
8.715,49.723,45,"Class2","H",81.618,84.218,"T",66.644,64.451,NA,36.266
31.862,72.494,37,"Class1","J",21.736,67.12,"Z",92.587,94.799,NA,9.16
38.24,78.729,53,"Class1","W",22.842,70.054,"U",88.206,97.36,87.219,14.148
35.075,67.082,44,"Class1","O",25.539,71.829,"V",92.746,90.626,78.586,21.069
9.997,42.992,45,"Class2","X",80.936,86.303,"E",70.03,58.539,25.929,12.498
40.042,83.819,52,"Class1","O",26.385,66.743,"U",88.485,97.018,78.743,11.779
9.131,46.233,46,"Class2","G",79.01,82.694,"J",70.462,44.371,48.528,5.295
27.001,77.692,46,"Class1","O",18.573,69.45,"Z",97.526,99.245,90.126,12.476
7.643,47.513,46,"Class2","J",81.728,83.616,"A",70.481,30.049,41.169,31.935
28.265,86.058,34,"Class1","O",26.157,67.135,"P",88.628,94.853,78.536,10.129
20.683,79.978,42,"Class1","U",33.483,63.758,"V",88.037,92.327,73.493,11.108
9.925,48.981,45,"Class2","J",78.2,86.334,"T",74.703,22.06,73.677,21.023
15.2,73.102,40,"Class1","V",37.555,72.968,"K",89.852,95.541,81.544,20.696
8.735,45.005,45,"Class2","J",83.436,84.05,"J",74.328,31.401,43.796,28.404
26.337,71.091,30,"Class1","W",18.013,70.106,"P",90.13,94.236,70.607,25.902
8.965,56.186,45,"Class2","J",80.326,80.563,"A",72.796,34.338,69.748,NA
20.008,78.471,27,"Class1","J",17.911,66.681,"U",92.69,98.885,76.939,24.216
13.839,89.125,49,"Class1","U",29.866,68.426,"P",97.401,92.124,74.234,25.824
42.36,73.747,38,"Class1","W",16.228,67.862,"U",95.313,90.529,75.895,21.845
7.485,48.999,45,"Class2","H",81.671,83.054,"J",74.359,65.474,42.38,32.169
30.052,62.635,34,"Class1","W",20.007,72.704,"U",95.422,91.444,79.076,25.397
15.24,77.781,38,"Class1","V",33.787,68.369,"P",92.141,98.926,77.839,23.065
8.211,45.714,45,"Class2","J",76.892,83.28,"E",71.354,26.875,50.331,30.518
20.234,76.624,46,"Class1","V",23.547,71.951,"P",96.762,97.129,83.14,10.462
35.531,63.818,38,"Class1","J",21.909,65.922,"U",94.781,92.564,82.474,20.75
7.104,47.999,45,"Class2","V",82.843,84.803,"J",67.636,53.516,24.23,33.694
8.727,53.626,46,"Class2","H",83.218,82.478,"A",74.504,22.145,57.156,25.41
22.594,82.954,30,"Class1","U",24.925,64.91,"V",91.598,95.273,82.032,15.291
9.844,38.106,45,"Class2","J",87.361,82.449,"T",74.407,15.852,31.58,40.82
33.5,69.495,28,"Class1","J",28.976,69.991,"V",95.727,90.923,81.861,24.459
16.455,89.976,38,"Class1","O",27.305,68.767,"U",96.736,95.983,87.909,9.967
7.081,49.255,46,"Class2","J",79.733,82.477,"T",74.618,63.873,27.049,32.107
9.136,54.259,45,"Class2","H",80.879,82.541,"E",74.161,59.141,54.829,31.344
23.313,71.651,46,"Class1","O",27.322,67.101,"Z",89.087,95.759,75.285,24.999
36.86,85.397,39,"Class1","O",23.664,66.558,"V",95.7,99.405,80.296,10.267
9.244,48.663,46,"Class2","H",85.48,79.245,"T",66.065,55.507,53.88,16.309
8.548,50.777,46,"Class2","G",83.773,76.442,"T",64.897,52.3,60.514,43.265
8.274,53.071,46,"Class2","G",82.367,82.246,"V",65.078,15.968,27.051,6.853
8.411,54.178,45,"Class2","G",80.676,77.706,"E",70.443,61.899,49.906,9.286
15.822,85.155,32,"Class1","O",21.739,69.995,"Z",95.257,99.277,80.846,22.887
20.519,85.277,49,"Class1","O",16.326,71.328,"Z",95.81,98.428,NA,13.971
12.629,70.967,40,"Class1","V",22.089,66.622,"K",94.696,94.253,74.332,24.563
9.472,48.916,45,"Class2","X",83.34,76.925,"V",73.581,55.574,NA,7.042
16.158,81.005,34,"Class1","W",21.178,71.879,"U",97.31,98.347,74.732,17.678
17.557,72.02,54,"Class1","V",22.09,65.557,"P",93.531,91.339,86.236,25.782
7.315,46.622,46,"Class2","J",79.951,79.396,"V",71.701,15.894,61.407,17.312
28.756,83.864,47,"Class1","W",34.967,68.14,"V",92.846,97.651,83.386,21.246
8.724,46.692,46,"Class2","H",84.08,86.182,"V",67.316,68.934,53.252,17.026
26.957,80.391,44,"Class1","V",21.866,68.138,"Z",92.933,99.501,85.043,NA
40.586,71.061,43,"Class1","V",22.994,65.401,"K",93.853,98.618,75.308,16.918
7.329,51.1,45,"Class2","X",82.578,84.016,"E",64.062,43.597,NA,3.574
12.666,83.556,46,"Class1","O",27.465,69.092,"U",97.352,99.486,71.281,14.133
7.701,48.186,45,"Class2","J",80.848,87.593,"E",64.977,69.889,52.443,14.518
9.935,49.108,45,"Class2","V",79.625,82.736,"T",72.656,38.438,6.946,4.161
18.597,80.872,36,"Class1","W",29.421,70.042,"U",92.469,98.467,73.543,20.241
21.34,67.916,31,"Class1","J",32.972,72.866,"Z",95.93,99.13,71.253,14.28
33.958,90.072,45,"Class1","W",27.93,70.247,"K",96.86,97.769,79.948,12.779
30.074,73.217,37,"Class1","U",26.636,69.632,"Z",94.404,90.73,79.898,15.449
37.686,76.184,43,"Class1","U",20.831,68.923,"U",93.139,93.186,78.653,14.948
8.925,48.283,46,"Class2","G",83.284,83.916,"T",70.11,47.219,30.943,16.056
23.607,72.366,47,"Class1","V",35.736,65.648,"V",88.989,91.692,80.971,25.419
9.066,51.955,46,"Class2","G",83.246,83.58,"E",67.301,67.289,68.323,5.496
15.241,80.163,38,"Class1","W",22.012,70.649,"U",88.518,94.712,81.627,24.52
7.974,48.608,45,"Class2","H",78.525,82.858,"A",64.484,58.481,63.257,12.055
17.192,69.234,50,"Class1","U",22.871,70.197,"V",96.743,97.707,87.861,12.43
42.512,70.235,51,"Class1","U",23.623,72.144,"V",93.996,95.464,79.326,NA
8.331,45.331,46,"Class2","V",85.38,84.532,"T",67.531,26.77,66.573,12.668
35.504,86.001,35,"Class1","O",14.482,70.171,"K",89.555,97.438,68.936,14.236
9.817,44.815,46,"Class2","V",83.309,80.393,"E",66.881,45.981,81.69,15.755
39.882,77.957,53,"Class1","V",12.496,65.64,"U",92.039,92.217,NA,9.048
8.727,48.691,46,"Class2","X",82.218,88.043,"E",70.06,32.928,38.847,26.76
7.695,52.9,46,"Class2","H",84.723,83.068,"T",68.298,34.184,67.911,24.807
9.491,42.365,45,"Class2","G",83.819,86.325,"V",74.879,60.264,46.534,32.513
28.754,83.867,34,"Class1","W",25.081,70.81,"K",88.231,91.554,73.521,22.587
26.031,83.417,42,"Class1","W",15.761,63.424,"P",96.125,91.839,NA,11.99
40.308,67.313,33,"Class1","U",21.357,65.318,"Z",90.955,96.194,75.548,10.61
39.709,83.726,27,"Class1","O",22.425,75.449,"K",95.486,91.633,NA,13.049
9.63,49.77,46,"Class2","V",80.416,83.516,"E",69.896,20.688,41.354,7.308
8.302,47.806,46,"Class2","J",78.933,83.567,"A",65.288,44.312,50.925,20.566
7.148,44.9,45,"Class2","V",81.596,84.238,"T",70.197,67.809,57.248,11.335
9.292,56.34,46,"Class2","J",82.53,85.899,"A",71.628,16.087,53.475,15.85
7.984,58.378,46,"Class2","X",81.718,85.806,"V",70.39,58.103,39.923,8.339
8.405,43.002,45,"Class2","H",81.383,85.323,"J",65.323,63.768,17.414,32.409
8.716,47.154,45,"Class2","G",83.014,82.191,"A",70.863,64.5,NA,15.432
37.012,90.724,34,"Class1","W",23.75,67.824,"P",93.682,94.942,92.738,18.477
8.38,44.034,46,"Class2","V",81.749,79.656,"J",73.215,68.889,39.548,17.592
14.927,67.031,35,"Class1","J",27.656,65.041,"Z",96.304,97.199,76.234,10.003
7.916,36.804,45,"Class2","V",81.021,80.921,"T",66.782,22.926,NA,13.418
12.425,63.855,46,"Class1","O",17.231,66.749,"P",94.418,94.91,77.458,23.081
7.011,46.141,46,"Class2","X",77.265,83.556,"A",69.927,42.229,32.72,12.461
8.49,43.432,46,"Class2","J",78.29,84.521,"A",73.344,30.327,54.449,27.17
26.573,73.661,36,"Class1","W",25.251,73.259,"P",91.867,95.735,91.998,10.865
8.229,39.519,46,"Class2","J",80.751,82.475,"J",66.897,57.281,47.113,33.906
9.725,52.325,45,"Class2","V",83.373,84.937,"E",67.481,67.728,29.712,6.708
24.164,69.687,45,"Class1","U",28.353,69.674,"Z",91.371,92.942,83.675,9.791
21.313,81.278,30,"Class1","V",23.232,68.174,"P",93.335,94.249,82.929,15.79
7.461,49.407,46,"Class2","X",82.054,83.891,"A",70.848,30.011,56.065,NA
26.45,79.368,37,"Class1","O",18.828,69.974,"Z",95.971,97.482,90.927,11.551
13.546,81.692,38,"Class1","J",24.54,66.12,"U",91.762,96.854,67.805,16.934
21.958,63.709,53,"Class1","U",22.051,72.571,"Z",94.395,96.602,78.724,22.26
16.624,75.32,40,"Class1","U",24.184,68.96,"P",93.469,98.639,72.271,18.661
7.554,43.646,46,"Class2","G",81.244,83.842,"T",65.677,23.875,51.223,16.971
28.168,71.321,32,"Class1","O",17.536,65.844,"K",97.523,93.071,76.325,11.161
16.903,66.184,49,"Class1","W",17.298,69.069,"Z",94.518,93.844,75.187,21.151
9.2,45.51,46,"Class2","H",76.839,80.821,"T",67.678,58.732,55.216,47.668
8.422,43.804,45,"Class2","G",81.302,74.748,"A",72.613,59.687,46.769,8.464
9.96,41.072,45,"Class2","H",81.684,78.691,"V",71.75,43.115,19.937,13.653
37.369,77.902,38,"Class1","J",21.496,71.058,"V",91.571,92.14,NA,16.331
8.536,48.043,46,"Class2","V",77.817,82.251,"E",71.071,51.111,20.329,14.244
9.618,54.557,46,"Class2","J",81.558,82.531,"E",72.176,27.35,50.719,26.229
21.263,84.98,48,"Class1","U",20.667,69.154,"K",96.228,96.532,69.915,18.358
36.285,79.588,29,"Class1","V",15.705,69.21,"Z",93.057,97.602,85.033,19.647
13.158,78.18,51,"Class1","O",35.129,67.837,"K",97.263,90.941,76.005,10.292
8.317,44.465,46,"Class2","H",83.556,75.307,"A",64.359,41.914,57.923,34.505
8.43,46.375,46,"Class2","G",81.066,85.603,"A",64.644,67.547,67.813,37.559
33.616,80.307,30,"Class1","W",27.047,66.194,"U",93.475,95.541,76.918,25.21
8.468,46.585,46,"Class2","G",79.391,83.173,"T",67.794,57.26,48.541,25.4
31.277,81.228,27,"Class1","W",32.376,68.62,"V",90.978,96.076,76.19,23.105
7.411,44.962,45,"Class2","G",82.056,84.854,"J",64.597,49.542,24.737,NA
9.359,50.271,46,"Class2","J",81.483,84.216,"E",71.717,22.543,3.476,6.214
20.21,77.501,34,"Class1","W",27.591,64.01,"Z",97.717,90.512,76.721,12.856
9.486,45.421,45,"Class2","H",81.222,83.804,"J",72.756,28.882,-13.561,48.378
9.341,49.782,46,"Class2","X",81.289,79.493,"T",74.776,32.512,NA,31.641
7.115,50.109,46,"Class2","G",81.458,82.075,"E",64.265,61.492,51.572,19.35
7.43,54.639,46,"Class2","J",80.144,81.91,"J",72.25,50.338,76.367,NA
8.225,47.431,46,"Class2","H",81.285,86.32,"E",65.838,54.092,47.496,30.153
7.31,49.787,46,"Class2","H",83.84,82.256,"E",67.515,44.264,63.602,44.542
7.603,43.296,46,"Class2","V",83.36,81.047,"J",66.991,23.782,56.268,45.966
9.968,46.991,46,"Class2","V",80.36,84.691,"V",70.686,64.928,18.314,48.102
9.371,52.209,45,"Class2","J",84.162,89.842,"E",68.305,54.698,NA,42.462
33.09,75.24,49,"Class1","W",19.527,61.086,"P",96.312,95.295,89.271,18.413
8.749,43.144,45,"Class2","H",81.202,86.565,"T",71.543,67.239,42.313,45.273
8.696,49.824,46,"Class2","H",84.437,85.337,"V",71.947,26.305,105.265,28.054
29.128,70.333,51,"Class1","W",18.649,67.853,"V",91.013,91.466,88.945,NA
41.871,65.632,48,"Class1","J",21.897,65.45,"K",89.221,91.731,63.22,23.817
25.113,62.511,42,"Class1","U",17.943,68.991,"V",97.35,90.575,NA,22.372
9.76,52.391,46,"Class2","J",81.871,81.626,"J",74.187,39.532,68.279,5.895
20.084,79.696,51,"Class1","O",30.775,66.117,"Z",97.706,91.646,82.155,11.085
9.594,54.786,46,"Class2","G",81.761,80.106,"J",66.483,63.599,45.297,NA
26.595,79.309,46,"Class1","W",22.4,71.355,"V",89.623,99.404,74.623,13.652
32.156,79.864,43,"Class1","J",17.639,68.232,"P",91.074,99.356,76.434,15.126
8.056,44.176,45,"Class2","J",75.833,81.809,"A",70.689,67.786,35.733,29.084
40.968,74.95,43,"Class1","V",23.7,65.864,"V",96.213,98.787,65.799,24.6
41.462,88.492,30,"Class1","V",26.388,68.285,"Z",95.291,90.771,72.416,16.789
37.311,69.293,42,"Class1","V",19.43,67.514,"V",93.383,98.991,84.21,NA
8.764,53.249,46,"Class2","H",84.148,84.149,"J",68.941,27.244,27.19,NA
9.631,55.291,45,"Class2","J",86.372,80.217,"A",64.083,53.337,18.133,18.816
41.047,81.355,35,"Class1","O",13.268,68.519,"Z",94.411,96.299,87.14,9.044
19.515,64.222,37,"Class1","W",16.417,69.839,"K",89.195,92.683,72.408,21.245
8.226,46.1,46,"Class2","X",83.105,84.648,"T",66.126,63.969,33.58,16.741
34.527,82.943,36,"Class1","V",22.518,69.022,"V",94.99,95.376,90.145,13.838
7.715,47.656,45,"Class2","G",82.997,81.854,"T",70.618,27.039,22.701,36.274
22.288,73.344,35,"Class1","W",24.228,65.332,"Z",93.043,91.08,81.561,22.221
9.811,49.169,46,"Class2","V",79.163,80.165,"E",71.225,38.112,35.224,43.977
26.816,65.074,44,"Class1","O",22.565,70.491,"V",93.904,96.488,82.591,13.25
7.554,40.095,45,"Class2","J",84.635,79.679,"A",72.776,23.486,66.258,11.556
9.149,39.746,45,"Class2","V",81.686,85.564,"A",73.423,60.666,25.259,36.369
37.549,80.952,38,"Class1","U",26.378,63.267,"V",88.231,97.889,84.158,14.247
7.006,56.392,45,"Class2","H",81.51,84.703,"V",65.07,51.004,24.832,NA
7.61,45.838,46,"Class2","V",80.645,77.917,"T",66.397,44.811,62.706,29.713
35.093,68.646,35,"Class1","O",23.833,73.077,"Z",89.088,96.547,83.249,11.739
39.88,80.768,32,"Class1","V",36.427,70.316,"U",90.02,94.462,79.897,24.077
9.039,46.121,45,"Class2","X",82.024,85.838,"V",71.221,49.793,49.438,32.46
9.684,48.146,45,"Class2","J",78.098,80.469,"V",74.236,48.065,26.546,33.656
21.051,75.45,36,"Class1","J",17.438,73.562,"P",93.094,90.644,76.031,24.918
9.434,47.184,46,"Class2","V",83.38,80.752,"V",73.705,64.898,55.964,29.246
13.855,64.879,27,"Class1","V",20.099,65.506,"V",88.535,96.188,70.017,23.754
8.341,43.231,46,"Class2","G",81.486,85.609,"V",65.873,19.585,40.476,NA
9.883,45.024,45,"Class2","H",82.084,80.497,"V",70.184,38.72,77.836,25.375
12.339,78.406,32,"Class1","J",17.035,68.442,"K",97.506,91.085,86.125,18.712
9.32,46.9,46,"Class2","J",80.605,81.902,"J",69.801,67.223,37.052,32.229
25.347,67.56,50,"Class1","W",19.281,64.149,"U",94.296,90.288,93.793,13.236
9.994,42.461,45,"Class2","G",80.972,79.947,"E",73.864,59.09,34.65,22.763
7.746,47.244,45,"Class2","H",80.12,81.573,"V",73.688,15.587,83.063,NA
8.483,58.326,46,"Class2","X",81.939,77,"J",74.593,67.008,41.163,12.253
42.058,64.746,27,"Class1","W",23.567,70.088,"U",90.367,95.969,83.893,25.32
15.925,68.924,36,"Class1","W",22.456,68.392,"Z",88.306,91.56,86.525,10.453
25.165,65.544,52,"Class1","V",24.634,66.139,"U",96.403,99.468,83.709,16.829
9.63,42.925,46,"Class2","J",79.16,83.081,"E",69.516,59.157,27.239,42.985
9.996,50.32,46,"Class2","G",82.725,82.138,"V",66.979,69.415,47.252,32.349
30.248,77.117,37,"Class1","V",22.999,69.779,"K",89.094,97.956,83.604,17.71
18.518,73.991,46,"Class1","W",28.767,68.615,"V",94.384,98.355,69.968,12.633
36.695,69.659,32,"Class1","W",25.81,68.557,"K",96.387,91.565,83.955,12.21
7.356,56.644,46,"Class2","X",82.495,87.047,"E",67.625,31.265,29.343,23.253
7.387,50.098,45,"Class2","V",79.245,84.824,"J",65.142,67.503,NA,43.474
39.568,88.595,42,"Class1","W",24.696,69.663,"K",94.126,91.092,77.236,24.678
8.912,46.415,45,"Class2","X",81.375,73.816,"J",67.253,20.412,15.73,13.436
8.722,50.564,46,"Class2","X",84.027,84.466,"V",68.329,49.494,12.155,32.724
7.41,47.356,45,"Class2","J",78.456,87.255,"E",73.545,57.994,7.851,39.039
9.574,55.568,46,"Class2","J",80.238,82.942,"E",74.843,25.095,61.656,4.006
8.831,44.194,45,"Class2","H",84.877,82.009,"V",70.467,28.042,30.807,44.954
16.34,76.754,50,"Class1","U",14.89,72.988,"Z",91.616,92.007,68.185,19.469
27.39,89.985,50,"Class1","V",32.117,71.752,"Z",90.529,90.383,69.5,22.883
9.22,40.236,45,"Class2","X",78.21,80.308,"V",74.835,62.561,48.46,9.28
33.549,66.496,50,"Class1","O",23.005,68.923,"U",94.819,90.311,83.844,17.058
20.742,90.467,31,"Class1","V",21.943,67.693,"Z",96.656,98.541,NA,12.219
9.599,51.628,45,"Class2","H",85.269,86.573,"J",67.28,56.247,49.169,6.505
12.56,69.459,31,"Class1","W",29.143,62.253,"V",95.655,95.414,87.209,15.751
32.701,84.445,40,"Class1","W",20.359,65.913,"K",92.445,92.075,85.071,23.733
35.39,85.276,51,"Class1","U",16.264,67.671,"V",90.009,96.403,85.136,17.615
7.449,46.449,46,"Class2","H",79.88,77.853,"E",72.302,46.286,42.406,11.8
37.223,78.375,52,"Class1","J",16.105,68.354,"U",90.176,96.715,81.44,NA
27.162,70.497,52,"Class1","V",24.88,74.553,"P",90.015,92.306,79.882,25.691
38.89,65.666,28,"Class1","U",29.241,67.487,"K",97.359,94.249,73.005,16.78
9.612,46.83,46,"Class2","G",83.695,80.427,"T",73.144,21.99,41.491,11.947
8.149,41.501,46,"Class2","V",80.434,77.628,"V",71.732,31.641,48.74,36.213
31.283,64.632,49,"Class1","W",23.24,68.819,"P",93.203,90.665,82.411,18.654
9.346,49.657,45,"Class2","X",81.946,83.647,"V",64.832,51.262,26.004,NA
8.669,51.115,45,"Class2","G",79.81,82.607,"E",72.352,42.76,66.283,NA
9.689,42.66,46,"Class2","V",80.058,76.97,"A",69.013,57.985,38.814,9.643
43.029,80.992,50,"Class1","U",23.847,72.285,"P",97.058,92.728,80.032,22.821
8.735,51.659,45,"Class2","X",79.402,81.504,"E",68.906,53.322,11.581,40.315
29.027,86.823,31,"Class1","O",21.515,72.381,"Z",92.208,90.493,77.4,23.456
21.787,69.779,31,"Class1","U",25.775,68.595,"Z",94.993,97.653,84.995,22.786
7.43,48.774,45,"Class2","G",82.122,77.496,"A",66.865,19.033,69.406,6.872
17.817,91.882,37,"Class1","V",27.202,68.54,"V",92.842,96.124,81.671,14
8.476,51.929,46,"Class2","H",83.85,84.456,"V",72.172,48.84,59.712,9.52
7.139,45.967,46,"Class2","H",78.766,80.601,"A",70.828,15.518,84.252,24.29
36.078,74.068,34,"Class1","J",15.582,67.016,"Z",90.006,91.35,79.109,23.895
15.384,70.237,53,"Class1","W",32.475,74.783,"P",94.538,96.258,67.704,16.863
9.349,48.845,45,"Class2","V",76.251,78.093,"J",69.034,52.606,63.239,42.478
8.457,43.59,46,"Class2","J",78.044,77.652,"E",66.546,57.121,17.768,NA
24.41,68.677,47,"Class1","V",15.414,68.235,"U",97.18,94.395,74.133,22.833
43.046,82.723,35,"Class1","J",25.542,63.112,"Z",91.473,91.755,73.022,10.877
8.143,54.607,45,"Class2","H",82.347,82.749,"V",71.994,42.888,38.158,8.07
9.577,53.256,46,"Class2","J",76.446,82.424,"E",73.201,44.864,68.092,31.008
33.461,79.501,54,"Class1","W",26.694,68.026,"V",96.961,94.334,86.157,11.216
7.464,57.672,46,"Class2","G",78.697,85.951,"A",67.761,31.151,50.896,27.001
8.82,46.076,45,"Class2","X",78.813,82.106,"A",70.197,16.418,NA,31.141
39.754,74.07,37,"Class1","J",20.196,66.86,"K",97.848,98.064,83.257,20.979
8.947,50.67,46,"Class2","J",83.984,83.606,"V",67.721,16.946,47.296,14.586
41.493,62.057,42,"Class1","U",44.687,64.34,"V",97.575,94.835,74.237,22.289
7.922,40.009,45,"Class2","X",77.507,78.176,"E",69.969,23.254,46.327,40.227
29.712,76.697,28,"Class1","O",33.578,69.46,"U",94.912,97.178,75.224,23.427
36.805,78.258,49,"Class1","V",26.362,67.184,"P",97.364,90.612,73.214,9.718
9.01,60.076,45,"Class2","G",80.477,81.048,"E",73.606,43.985,26.069,13.247
19.669,77.462,30,"Class1","U",27.475,67.183,"V",90.156,92.266,80.304,10.951
13.485,77.8,51,"Class1","U",30.504,63.452,"P",90.884,93.117,93.457,14.442
32.543,66.513,35,"Class1","W",27.799,74.042,"P",95.166,95.891,67.846,14.744
7.075,47.094,46,"Class2","H",79.39,81.29,"T",74.436,15.561,41.01,3.507
7.981,49.372,45,"Class2","H",82.88,86.649,"J",71.068,64.77,19.036,16.134
9.686,53.68,46,"Class2","V",82.099,86.484,"J",68.457,27.593,34.047,13.195
21.717,76.259,31,"Class1","J",18.91,69.371,"K",94.594,93.71,84.071,20.576
18.009,83.302,51,"Class1","W",28.079,68.909,"P",93.121,97.337,78.307,24.108
43.688,75.713,31,"Class1","U",25.264,59.086,"Z",93.151,91.292,69.16,20.563
43.521,78.912,42,"Class1","W",30.956,65.377,"V",89.921,91.044,77.976,16.013
9.039,43.835,46,"Class2","J",79.344,85.488,"V",67.04,34.825,35.163,45.805
27.127,59.665,36,"Class1","V",22.048,65.885,"Z",92.227,99.647,63.721,21.091
7.903,55.068,46,"Class2","V",84.123,79.734,"A",65.168,19.553,43.333,34.957
18.68,73.313,49,"Class1","O",23.851,73.16,"K",92.198,92.761,80.786,9.815
7.55,55.106,46,"Class2","J",78.836,81.672,"A",74.644,19.389,72.305,38.069
8.436,47.58,46,"Class2","J",83.144,81.034,"T",68.482,61.669,NA,NA
25.114,72.219,54,"Class1","V",23.015,67.18,"P",89.91,96.199,NA,25.484
7.875,46.525,46,"Class2","X",79.802,83.083,"V",64.917,34.298,24.371,9.524
8.013,51.513,46,"Class2","V",85.037,82.98,"T",70.719,44.93,65.461,27.67
34.084,74.891,42,"Class1","O",29.831,69.765,"K",88.529,91.395,68.895,12.991
35.152,85.934,39,"Class1","U",25.074,66.547,"Z",97.148,97.152,76.673,24.33
8.251,49.782,45,"Class2","G",84.161,85.217,"E",74.313,48.952,63.898,28.534
8.934,48.391,46,"Class2","G",88.692,82.329,"J",66.462,48.927,75.092,33.568
41.992,73.128,36,"Class1","V",24.781,65.625,"K",95.64,92.725,68.093,18.711
7.901,46.742,46,"Class2","V",84.224,83.844,"V",67.853,58.219,2.053,25.371
15.183,72.677,48,"Class1","W",29.023,65.97,"Z",93.958,92.473,83.505,21.012
8.381,46.151,46,"Class2","V",83.549,87.582,"V",72.75,48.504,45.328,48.396
9.559,41.33,45,"Class2","H",78.89,82.86,"V",73.712,38.492,59.316,30.71
34.366,80.513,40,"Class1","U",28.71,60.99,"P",97.331,96.441,68.472,22.877
24.565,77.572,52,"Class1","W",27.069,69.938,"V",91.757,93.714,81.398,12.191
7.227,48.59,46,"Class2","V",80.877,83.155,"J",71.435,29.967,62.535,22.452
22.859,76.162,40,"Class1","W",25.583,63.066,"Z",89.631,92.017,83.986,16.032
9.745,48.157,45,"Class2","V",80.429,83.22,"A",68.348,65.914,65.699,19.13
9.241,51.985,45,"Class2","G",83.172,82.736,"J",72.01,15.791,-1.276,20.392
8.688,35.805,46,"Class2","H",81.869,84.283,"J",65.634,33.138,76.482,43.043
15.941,82.885,49,"Class1","J",23.869,63.663,"Z",96.598,96.729,88.332,12.237
8.981,42.872,45,"Class2","G",76.947,79.529,"A",73.588,27.026,NA,28.928
16.733,70.648,39,"Class1","W",35.488,67.985,"U",97.208,99.496,88.049,14
9.199,51.865,45,"Class2","H",82.655,84.928,"A",68.877,52.96,59.227,10.635
19.439,83.041,47,"Class1","O",26.727,71.327,"V",95.313,94.168,79.477,NA
7.215,48.32,46,"Class2","H",79.639,86.174,"T",64.323,37.728,77.543,NA
17.588,79.274,51,"Class1","W",25.1,74.335,"U",96.454,90.424,81.537,15.106
9.392,43.556,46,"Class2","G",82.257,84.615,"V",71.142,38.541,48.982,23.006
8.408,45.314,46,"Class2","G",79.979,86.429,"T",69.535,38.932,39.269,40.619
14.75,90.076,47,"Class1","J",24.193,67.885,"V",90.628,92.733,87.942,12.696
7.868,39.51,46,"Class2","J",79.404,78.16,"T",66.567,21.951,57.746,38.832
