"LCX1","OQP2","DAL3","ETB4","QGN5","EAD6","Output2","NER7","FKB8","YZR9","UAL10","XEO11"
50.8,101.56,50.661,92.264,77.063,31,"Class5",45.483,46.374,"W",69.74,69
49.403,16.997,28.352,18.427,58.952,35,"Class2",71.702,60.615,"T",27.228,41
33.81,77.893,38.553,61.527,68.923,8,"Class1",67.515,51.211,"E",41.426,30
61.592,100.181,37.489,97.146,78.461,57,"Class5",59.526,10.358,"O",66.031,82
77.85,109.81,45.349,98.93,76.704,39,"Class5",47.228,21.218,"Y",74.773,65
37.569,75.026,26.279,21.165,69.184,19,"Class3",29.023,48.721,"U",58.864,79
71.663,76.982,16.031,23.225,70.673,43,"Class3",28.988,48.788,"L",37.84,59
78.876,35.203,30.94,26.618,91.014,36,"Class2",46.31,40.088,"F",29.982,12
41.468,74.844,11.524,21.57,70.685,16,"Class3",16.308,49.175,"L",18.224,59
52.765,41.038,57.965,82.379,61.921,16,"Class4",23.495,87.486,"U",56.201,5
86.894,19.794,33.213,17.045,52.254,40,"Class2",31.105,52.822,"K",23.908,34
NA,79.652,5.061,22.757,70.525,22,"Class3",32.97,49.836,"D",17.298,60
68.468,75.703,9.84,25.728,70.513,52,"Class3",9.902,49.64,"D",53.671,75
66.156,74.859,29.691,21.928,69.793,15,"Class3",41.111,49.354,"R",31.157,67
51.107,44.049,56.964,96.955,58.576,20,"Class4",31.051,87.075,"T",43.865,67
57.446,99.673,66.368,85.8,69.167,30,"Class4",18.186,93.424,"U",61.609,48
52.302,55.683,55.998,70.463,81.505,30,"Class4",24.922,83.414,"Y",46.764,18
71.911,15.461,30.899,19.01,54.859,38,"Class2",111.432,60.122,"T",28.202,69
71.506,16.4,28.44,23.274,68.839,38,"Class2",95.311,55.106,"T",23.637,93
53.592,22.4,62.459,31.025,60.018,28,"Class4",23.789,97.029,"T",56.294,44
71.881,74.803,52.497,22.571,70.299,NA,"Class3",46.104,46.035,"D",17.309,80
59.995,73.831,49.013,21.487,70.783,29,"Class3",51.255,49.86,"L",30.716,72
34.075,67.038,78.78,84.993,46.742,3,"Class1",51.204,45.755,"L",31.744,39
56.424,72.616,46.211,72.397,54.038,29,"Class4",33.811,94.891,"T",49.914,48
19.46,27.403,32.847,26.006,88.726,37,"Class2",61.866,49.202,"F",26.583,78
50.481,71.903,57.226,68.61,48.346,52,"Class1",60.323,35.668,"C",63.914,47
19.696,77.213,47.952,96.648,76.751,51,"Class5",84.677,29.327,"Y",56.746,91
43.606,71.582,18.352,26.393,69.067,22,"Class3",1.223,49.616,"D",45.375,75
NA,89.969,44.027,94.684,77.651,77,"Class5",53.335,44.269,"N",55.098,74
33.648,70.583,31.431,20.68,70.625,43,"Class3",18.649,48.42,"L",59.536,84
47,75.972,65.685,48.086,45.494,24,"Class4",26.094,88.042,"U",54.763,72
36.327,38.938,28.681,14.44,52.997,37,"Class2",58.523,51.376,"A",21.861,24
33.644,64.255,31.031,62.522,46.416,9,"Class1",57.456,39.873,"J",38.148,47
95.894,75.043,31.444,19.155,69.211,33,"Class3",3.73,49.168,"D",15.354,62
49.971,104.32,45.16,100.672,79.554,31,"Class5",44.647,10.659,"Y",90.202,92
51.936,84.453,54.258,63.453,60.161,9,"Class1",34.589,55.922,"J",50.551,73
32.62,13.626,28.927,23.055,64.491,37,"Class2",46.248,60.627,"M",27.754,71
113.724,85.682,42.684,95.596,79.64,46,"Class5",43.839,13.152,"N",54.077,63
42.208,93.57,41.567,86.087,61.928,0,"Class1",65.833,61.889,"C",32.442,47
51.544,48.908,61.27,59.224,84.755,17,"Class4",32.004,79.019,"Y",48.266,67
37.55,43.604,28.032,24.803,52.94,36,"Class2",37.524,65.188,"A",28.823,20
59.912,74.25,57.044,88.953,51.549,46,"Class1",69.613,63.456,"J",16.201,57
46.661,74.856,26.115,20.88,69.324,27,"Class3",20.145,48.209,"D",23.015,75
49.933,89.817,51.595,92.463,79.993,28,"Class5",48.183,27.359,"E",88.769,69
59.477,89.578,60.926,81.872,44.92,29,"Class4",25.663,83.458,"N",47.612,48
74.736,30.304,32.263,28.679,55.473,36,"Class2",59.815,36.548,"A",26.984,83
47.697,73.54,58.326,65.384,75.991,16,"Class4",26.147,79.876,"T",43.777,42
69.717,102.636,51.16,97.78,78.897,72,"Class5",75.211,35.541,"E",69.789,66
54.409,52.406,59.805,67.21,90.407,27,"Class4",20.72,82.621,"N",48.546,25
6.209,84.105,78.564,54.661,49.676,0,"Class1",59.852,58.226,"P",65.956,56
51.177,75.997,31.567,23.176,70.37,57,"Class3",26.905,47.459,"R",35.513,59
65.392,80.476,49.161,95.672,79.934,46,"Class5",61.771,40.731,"O",88.553,65
33.472,78.339,63.698,54.569,51.353,30,"Class1",61.908,65.813,"J",9.974,36
86.598,22.353,31.549,20.513,92.402,37,"Class2",68.945,51.895,"K",28.951,53
40.235,73.504,52.353,23.447,69.341,22,"Class3",19.553,46.22,"D",46.357,58
34.582,91.191,42.296,98.327,78.877,52,"Class5",66.559,10.417,"Y",55.124,62
49.903,84.497,45.659,95.887,78.781,60,"Class5",59.506,50.588,"E",90.268,80
78.856,17.535,33.579,25.493,95.547,36,"Class2",36.451,44.148,"T",28.587,13
70.282,73.25,8.17,24.172,69.131,37,"Class3",40.108,49.941,"U",15.538,74
32.921,75.692,10.449,22.914,70.351,55,"Class3",49.659,49.165,"B",57.46,71
88.054,83.04,37.878,98.112,78.131,73,"Class5",79.197,24.32,"Y",60.517,76
47.83,88.726,45.618,43.153,78.64,14,"Class4",19.298,96.501,"Y",47.258,9
42.117,72.792,56.475,41.483,74.431,24,"Class4",21.704,85.802,"N",43.313,4
43.015,68.533,44.455,22.194,69.592,19,"Class3",28.244,48.903,"B",31.332,66
62.602,29.996,67.351,25.147,42.054,NA,"Class4",8.398,90.982,"T",60.951,75
56.68,49.856,66.189,44.141,52.637,29,"Class4",36.66,90.149,"U",50.301,26
51.906,74.433,39.572,21.845,69.55,27,"Class3",23.859,49.033,"B",24.479,66
94.547,87.879,50.466,95.275,79.18,45,"Class5",66.268,16.18,"E",56.012,68
57.292,75.672,36.227,56.663,45.613,63,"Class1",61.497,49.734,"L",53.58,75
54.905,30.06,52.995,66.354,55.782,21,"Class4",21.635,98.097,"Y",55.766,4
40.909,72.439,11.776,24.314,70.941,14,"Class3",60.873,49.639,"U",42.537,58
45.63,80.413,44.263,90.946,76.495,34,"Class5",45.014,14.842,"E",67.403,69
62.663,114.811,55.045,61.626,79.349,30,"Class4",21.641,98.286,"U",54.618,62
40.271,84.921,37.802,97.351,77.138,81,"Class5",35.296,21.237,"O",67.627,86
92.457,69.321,33.95,21.453,70.079,34,"Class3",10.275,47.028,"B",50.207,78
108.255,97.165,39.497,97.567,76.425,53,"Class5",72.523,36.977,"Y",74.329,75
49.645,103.706,41.293,98.107,78.09,48,"Class5",67.305,47.261,"W",81.99,91
75.973,38.233,29.386,21.18,69.048,39,"Class2",85.411,43.657,"K",29.312,70
61.821,21.901,31.977,18.41,68.783,38,"Class2",35.541,42.205,"K",25.309,27
79.485,17.727,29.446,18.736,89.814,38,"Class2",87.631,49.855,"M",23.581,96
64.801,84.03,37.904,95.42,77.976,NA,"Class5",47.563,13.475,"W",58.443,90
43.002,35.272,32.927,27.777,95.35,37,"Class2",45.66,38.473,"M",21.746,84
58.584,25.733,33.473,17.985,57.703,37,"Class2",40.512,61.354,"F",22.389,58
64.75,14.318,33.75,19.697,88.008,40,"Class2",64.068,47.822,"A",27.708,86
13.942,80.853,38.71,97.916,77.044,72,"Class5",69.972,46.944,"E",52.194,72
59.341,85.021,48.385,50.011,79.068,25,"Class4",12.216,97.474,"T",55.867,46
42.879,74.857,63.086,67.531,59.701,41,"Class1",72.451,62.747,"J",57.464,72
NA,77.336,78.405,74.95,58.957,34,"Class1",66.209,47.219,"C",67.201,62
42.814,76.624,52.79,22.833,69.532,10,"Class3",44.141,48.566,"U",29.203,82
28.027,82.025,38.445,95.463,76.997,64,"Class5",68.704,36.712,"N",77.242,83
57.939,73.904,48.399,96.038,77.379,55,"Class5",63.483,41.051,"O",62.643,81
57.827,78.228,8.432,21.686,69.963,8,"Class3",34.703,48.65,"U",48.259,57
62.794,95.499,37.859,90.133,78.748,84,"Class5",45.139,47.355,"O",69.12,67
35.977,75.264,61.666,54.092,55.391,36,"Class1",74.768,40.302,"P",12.431,32
52.25,21.702,32.687,19.146,78.786,39,"Class2",74.648,40.632,"A",28.385,34
49.347,8.023,29.107,17.881,78.435,35,"Class2",47.314,57.625,"F",24.214,37
58.952,68.126,52.774,24.314,70.968,14,"Class3",23.451,48.191,"B",18.205,77
57.844,67.495,41.344,98.642,79.017,44,"Class5",53.889,11.19,"W",63.555,65
54.162,75.567,21.144,20.776,70.846,33,"Class3",37.574,46.426,"U",32.927,58
21.296,12.446,30.987,24.551,45.297,37,"Class2",106.82,53.454,"M",27.19,65
39.914,89.079,30.125,75.527,70.804,48,"Class1",52.121,51.564,"L",61.701,27
55.457,82.615,62.674,26.559,70.277,15,"Class4",29.666,80.93,"N",51.08,25
42.748,79.554,37.219,75.965,73.992,20,"Class1",57.201,55.201,"E",43.232,37
14.877,85.733,51.527,95.033,77.651,32,"Class5",41.535,29.75,"E",55.245,70
70.563,77.652,36.697,66.128,65.23,NA,"Class1",61.966,52.291,"E",49.693,63
40.162,51.581,35.424,61.546,43.091,69,"Class1",62.123,63.611,"J",59.225,37
64.887,75.735,16.639,23.378,70.909,28,"Class3",47.002,49.31,"L",65.107,66
63.438,73.12,17.423,22.089,69.586,8,"Class3",22.859,49.425,"U",32.39,74
13.894,29.406,29.379,21.104,45.603,39,"Class2",48.918,49.456,"M",27.889,79
57.046,49.89,68.873,47.866,59.028,NA,"Class4",27.551,89.567,"Y",49.142,16
60.99,70.206,48.041,98.59,79.658,40,"Class5",68.24,31.609,"O",53.124,84
69.333,50.208,65.541,87.747,61.88,19,"Class4",16.072,81.961,"T",43.862,41
64.464,85.288,47.102,95.908,77.394,80,"Class5",44.723,18.286,"Y",73.388,72
NA,64.716,42.231,93.161,78.224,73,"Class5",57.961,17.436,"O",52.685,82
93.767,94.944,45.979,95.996,76.59,65,"Class5",48.224,21.996,"W",67.411,68
61.288,96.798,41.706,95.221,77.86,83,"Class5",50.493,34.623,"E",96.407,67
45.009,64.629,63.532,73.258,91.04,18,"Class4",30.761,88.463,"N",58.381,77
59.94,88.256,50.026,98.417,79.033,83,"Class5",55.347,50.525,"W",94.513,65
66.223,74.17,13.611,23.468,69.136,9,"Class3",21.121,48.925,"L",46.992,57
33.237,82.708,50.051,96.349,76.351,46,"Class5",72.427,23.879,"E",93.53,89
68.452,68.947,44.131,94.879,76.196,81,"Class5",82.522,41.37,"O",81.32,72
17.991,74.196,79.739,55.661,63.384,NA,"Class1",74.421,62.98,"E",43.682,50
23.17,69.119,71.434,61.173,68.692,46,"Class1",71.194,40.571,"P",67.957,36
71.304,78.654,10.157,24.273,69.048,23,"Class3",45.092,47.428,"R",48.405,83
98.651,13.665,32.833,25.648,63.646,36,"Class2",103.388,49.477,"M",22.978,18
24.242,28.237,28.517,19.603,48.718,40,"Class2",62.405,58.445,"A",27.318,95
52.938,73.487,55.064,22.613,70.263,17,"Class3",44.93,47.157,"B",20.671,71
NA,84.496,41.136,86.647,45.824,6,"Class1",71.179,47.215,"L",42.111,67
50.755,68.773,36.181,58.006,56.832,41,"Class1",40.631,38.948,"C",15.925,24
75.328,28.152,33.986,19.219,72.521,NA,"Class2",10.485,40.529,"K",25.124,38
74.885,17.269,30.37,15.433,80.397,39,"Class2",42.376,51.61,"F",25.358,50
19.44,71.178,47.517,62.599,71.489,22,"Class1",47.26,35.627,"C",10.116,37
59.812,69.394,13.728,24.737,70.72,28,"Class3",30.331,48.924,"R",22.557,76
51.848,13.318,57.212,30.411,63.49,25,"Class4",30.445,91.58,"T",52.873,20
58.387,33.391,33.686,22.728,54.313,37,"Class2",74.57,49.564,"M",21.033,54
85.611,25.666,32.44,18.272,68.413,36,"Class2",103.455,61.354,"T",27.152,40
35.878,27.042,29.057,18.487,46.46,NA,"Class2",67.415,59.551,"K",24.236,52
57.569,39.074,31.638,21.91,58.386,35,"Class2",27.805,58.441,"F",22.648,32
60.732,74.678,6.45,22.202,70.648,26,"Class3",27.169,48.513,"D",21.088,70
55.419,55.805,69.241,46.618,83.128,18,"Class4",16.097,92.558,"C",59.174,11
34.307,72.33,71.685,67.856,69.58,11,"Class1",46.166,62.695,"E",67.417,58
49.644,21.737,32.028,25.839,76.078,40,"Class2",73.596,46.158,"T",28.956,32
62.17,106.345,52.988,60.939,60.41,22,"Class4",12.569,84.993,"T",43.305,55
25.075,77.376,41.592,98.93,76.451,74,"Class5",61.097,47.359,"E",99.692,74
45.303,64.475,77.84,78.45,64.835,54,"Class1",52.666,48.247,"J",17.819,28
34.765,25.727,29.633,28.499,55.806,NA,"Class2",50.847,53.439,"A",29.899,89
48.958,11.773,28.978,19.189,53.229,35,"Class2",82.991,63.77,"T",28.499,63
54.116,69.638,46.422,61.713,45.862,28,"Class4",17.521,96.014,"U",57.649,65
36.157,75.777,53.552,63.385,88.692,18,"Class4",30.922,96.333,"C",61.417,30
61.974,72.133,63.793,79.586,64.861,45,"Class1",55.018,36.057,"J",42.611,71
47.901,17.772,28.486,29.929,57.336,40,"Class2",86.109,51.773,"T",26.808,85
43.862,79.742,63.995,57.237,62.524,NA,"Class4",29.714,87.914,"C",46.467,61
46.271,28.534,33.181,22.542,63.297,40,"Class2",72.48,48.702,"T",26.213,64
52.285,57.092,60.343,43.253,91.195,28,"Class4",10.839,86.285,"T",63.502,77
48.584,48.62,80.622,86.395,65.526,2,"Class1",56.211,65.367,"L",31.183,46
83.143,76.161,9.074,21.764,69.801,29,"Class3",37.6,48.993,"L",60.101,62
53.509,22.837,29.904,24.203,46.74,35,"Class2",86.184,60.011,"A",24.804,50
66.496,88.246,43.048,96.041,79.875,60,"Class5",34.833,23.529,"E",92.835,73
52.447,80.198,39.922,97.042,77.983,79,"Class5",65.008,18.835,"W",59.379,79
65.705,59.502,64.258,74.31,86.428,26,"Class4",26.522,96.119,"N",57.738,2
77.008,72.874,30.34,21.83,69.97,39,"Class3",-7.426,49.441,"R",56.064,73
82.777,71.933,12.976,20.769,70.756,40,"Class3",17.944,49.529,"L",30.595,87
44.371,33.313,28.269,33.628,56.21,35,"Class2",39.154,65.63,"M",23.742,55
62.85,107.387,47.458,97.831,76.826,62,"Class5",57.969,25.771,"N",61.703,67
63.083,72.034,53.74,22.72,69.855,30,"Class3",28.304,46.717,"R",33.639,65
23.158,34.169,32.559,17.405,46.558,40,"Class2",76.057,56.47,"F",21.452,12
47.542,55.033,50.56,69.752,46.089,36,"Class1",38.684,47.529,"J",38.041,64
49.777,63.735,49.483,95.273,76.004,77,"Class5",55.817,30.837,"N",63.97,78
34.493,92.884,35.588,84.193,66.856,47,"Class1",46.006,39.115,"E",58.89,30
36.322,64.659,60.663,61.154,49.004,5,"Class1",49.462,46.099,"J",52.054,52
80.877,76.37,40.203,97.802,78.789,33,"Class5",69.991,45.327,"N",74.284,76
34.779,107.912,44.06,64.726,70.981,53,"Class1",71.801,41.761,"L",59.703,36
42.608,60.685,23.857,51.814,68.062,64,"Class1",63.671,55.189,"E",58.133,76
18.201,87.419,43.969,97.964,77.721,57,"Class5",54.637,24.105,"E",78.931,72
65.742,18.424,28.86,24.16,84.465,37,"Class2",63.933,46.313,"A",22.206,15
35.368,19.817,30.408,20.146,77.604,38,"Class2",100.763,53.197,"K",23.588,12
NA,72.404,31.503,24.326,69.15,8,"Class3",25.003,46.34,"L",46.667,85
40.693,65.665,70.001,45.342,51.866,15,"Class4",35.561,83.349,"T",53.958,48
NA,103.501,37.335,97.634,77.84,34,"Class5",56.806,20.054,"E",91.708,92
NA,75.432,58.42,24.445,70.15,13,"Class3",27.923,49.629,"D",54.09,83
NA,25.626,30.25,23.225,54.535,38,"Class2",62.746,63.156,"A",30.091,22
56.594,111.853,64.27,93.132,85.139,23,"Class4",25.475,93.566,"C",63.971,20
27.415,20.515,32.945,18.011,47.523,35,"Class2",79.206,61.451,"T",26.531,96
49.866,67.319,57.172,24.893,69.929,23,"Class3",14.553,46.566,"L",35.291,78
101.392,86.601,49.825,93.446,76.397,65,"Class5",55.964,24.173,"W",98.275,68
40.735,83.226,59.783,33.781,43.247,22,"Class4",22.351,80.202,"T",59.609,2
76.734,77.116,58.665,22.107,70.113,8,"Class3",17.352,46.198,"L",12.082,76
60.847,73.545,18.014,22.813,69.262,42,"Class3",84.134,47.605,"R",13.148,72
47.639,27.485,29.329,18.925,83.616,35,"Class2",38.232,60.443,"A",27.036,59
44.629,61.586,68.236,92.218,50.236,16,"Class4",14.81,80.328,"C",46.101,57
NA,110.699,50.844,62.694,45.495,NA,"Class4",27.909,96.435,"U",43.483,56
52.715,117.373,63.765,74.395,62.069,23,"Class4",36,92.185,"N",45.674,56
31.337,72.77,34.928,63.523,62.174,20,"Class1",46.737,51.636,"C",14.065,77
61.702,13.318,30.822,17.648,83.624,35,"Class2",77.507,54.64,"K",29.169,74
NA,54.037,39.197,88.029,73.236,64,"Class1",58.557,34.193,"C",31.562,27
41.266,54.766,40.332,56.234,42.898,59,"Class1",55.744,51.476,"P",33.191,28
44.195,48.785,67.19,54.796,88.583,20,"Class4",27.701,90.731,"U",43.948,79
49.855,71.259,56.793,58.274,63.199,14,"Class4",17.841,87.729,"C",56.476,43
63.429,91.902,46.657,94.887,76.212,65,"Class5",58.01,19.408,"Y",94.777,64
27.805,31.134,33.459,21.914,61.306,NA,"Class2",57.522,60.45,"K",27.001,63
62.551,94.423,51.275,94.215,79.713,59,"Class5",71.305,22.801,"Y",60.681,84
51.241,74.593,22.351,51.144,62.051,25,"Class1",57.623,56.007,"L",63.091,57
NA,71.94,14.821,21.068,70.625,18,"Class3",28.83,49.001,"D",47.788,82
78.499,72.306,44.266,92.684,78.394,74,"Class5",48.944,46.01,"W",89.898,65
99.661,75.558,25.566,22.189,70.619,52,"Class3",12.482,49.822,"R",30.674,78
70.936,80.482,46.747,91.063,79.285,78,"Class5",66.638,47.033,"Y",54.739,72
77.687,71.454,50.394,92.873,79.985,46,"Class5",57.882,43.914,"E",76.686,83
18.707,18.502,28.322,16.272,88.653,40,"Class2",21.063,63.009,"A",23.696,92
48.587,95.415,80.759,78.9,50.581,8,"Class1",49.246,36.941,"C",46.993,43
52.608,17.358,33.072,19.65,50.036,39,"Class2",73.425,37.662,"F",29.319,79
44.49,78.371,32.202,71.465,53.379,69,"Class1",69.235,41.778,"L",53.811,60
17.701,17.381,31.675,21.123,45.832,38,"Class2",57.068,56.959,"K",22.576,59
60.666,90.366,38.956,90.864,77.551,43,"Class5",24.147,24.488,"O",73.212,77
51.838,70.578,42.995,53.516,57.576,21,"Class1",51.252,36.208,"E",57.57,38
45.805,63.896,59.904,46.126,70.378,28,"Class4",17.213,80.668,"C",55.159,33
54.412,73.11,31.779,22.394,70.192,41,"Class3",30.743,49.317,"L",37.407,58
53.162,79.368,32.136,71.248,73.195,37,"Class1",64.552,33.964,"J",27.171,66
58.11,83.605,27.931,78.708,70.695,28,"Class1",44.729,37.382,"E",37.299,57
22.096,85.246,49.804,96.879,77.095,60,"Class5",50.598,41.127,"O",77.507,79
38.132,81.439,44.512,95.626,76.612,44,"Class5",70.592,50.289,"E",97.531,67
55.39,81.202,55.94,22.411,69.545,53,"Class3",52.686,49.511,"R",53.084,62
39.925,24.499,28.154,21.668,67.932,38,"Class2",61.831,61.103,"T",25.914,36
28.719,67.899,23.414,64.2,72.186,9,"Class1",65.085,46.91,"L",46.222,73
61.878,18.404,29.607,29.449,86.26,35,"Class2",96.172,34.581,"M",21.175,71
44.52,64.268,76.347,59.045,43.074,0,"Class1",67.12,50.586,"L",32.325,55
73.153,42.662,33.21,23.949,88.049,36,"Class2",38.651,46.603,"T",21.844,72
34.911,20.666,32.863,23.072,62.606,37,"Class2",59.74,40.284,"M",27.237,51
22.241,68.902,78.987,65.289,72.688,36,"Class1",58.72,49.774,"L",11.565,35
56.715,37.591,64.878,64.912,71.932,26,"Class4",35.156,89.118,"U",53.29,53
30.037,50.784,29.276,26.119,94.494,39,"Class2",57.047,54.427,"M",22.491,68
77.662,71.683,37.32,92.974,77.273,64,"Class5",52.234,12.549,"O",64.995,86
NA,33.984,64.169,83.464,90.838,22,"Class4",18.253,93.299,"C",43.642,19
56.907,73.156,9.583,22.221,70.517,18,"Class3",20.269,49.823,"L",46.734,63
42.863,77.085,55.305,22.468,69.762,19,"Class3",54.732,47.897,"L",24.496,59
57.775,76.162,37.066,94.448,76.753,74,"Class5",62.301,44.224,"O",79.791,74
48.351,33.516,29.933,18.843,46.85,40,"Class2",61.041,35.436,"A",22.573,62
56.551,44.374,65.265,95.819,91.418,25,"Class4",23.935,96.729,"N",57.111,51
37.744,25.763,28.957,22.402,45.928,37,"Class2",41.838,34.019,"F",22.514,50
55.281,20.605,29.315,21.15,57.785,38,"Class2",30.952,51.906,"T",23.137,40
75.544,68.643,16.207,25.281,69.066,43,"Class3",45.235,46.271,"B",37.028,58
62.819,89.738,46.604,99.534,78.96,35,"Class5",42.641,35.301,"N",65.091,76
52.262,52.705,57.437,75.206,60.711,24,"Class4",27.766,98.066,"T",52.532,59
56.675,75.14,11.675,18.605,70.024,39,"Class3",7.653,46.523,"U",39.528,68
44.196,55.189,54.602,51.658,48.717,54,"Class1",62.714,53.144,"L",15.717,40
80.575,90.202,51.188,91.319,76.628,41,"Class5",28.168,40.841,"O",65.059,66
61.411,52.906,55.5,62.73,72.902,7,"Class1",47.801,62.415,"P",17.346,36
49.002,67.165,61.197,76.289,53.054,32,"Class1",61.023,34.682,"J",64.494,62
55.376,57.682,51.314,56.512,52.121,23,"Class4",18.842,89.891,"U",43.421,2
30.043,13.008,33.837,19.483,44.009,37,"Class2",17.323,51.03,"F",23.606,13
110.993,95.532,41.004,95.964,78.543,NA,"Class5",75.572,19.649,"W",69.547,87
35.311,66.301,69.612,71.5,61.556,22,"Class1",55.494,45.289,"L",13.878,64
64.183,17.991,31.053,17.657,62.068,36,"Class2",96.473,61.12,"A",24.18,52
56.161,14.639,29.948,26.773,45.138,37,"Class2",47.666,47.76,"A",26.057,51
6.374,23.977,29.032,25.834,48.647,35,"Class2",28.984,35.77,"T",26.345,45
22.524,75.554,18.526,22.519,70.56,56,"Class3",68.106,47.32,"D",18.035,81
66.68,13.273,32.415,23.105,84.445,40,"Class2",56.37,36.41,"M",28.818,55
23.636,60.191,38.49,77.031,43.977,5,"Class1",61.535,64.868,"P",29.664,67
51.131,93.603,54.651,73.824,64.39,4,"Class1",65.959,53.972,"L",45.28,33
55.911,88.886,45.349,95.154,77.882,32,"Class5",66.3,22.154,"W",59.731,82
95.366,22.988,29.184,25.666,46.478,35,"Class2",59.555,36.683,"K",27.754,31
42.849,75.931,70.684,70.454,67.731,50,"Class1",78.168,54.184,"L",15.943,27
60.835,33.289,29.71,19.647,88.566,36,"Class2",68.506,38.906,"T",23.647,20
NA,25.647,31.207,18.615,79.614,37,"Class2",73.055,34.516,"T",24.572,61
54.051,82.24,53.946,35.377,65.583,29,"Class4",21.539,88.598,"Y",59.696,38
59.762,97.748,47.65,43.544,84.648,14,"Class4",25.062,79.489,"C",51.532,52
79.66,75.936,37.162,21.863,70.11,8,"Class3",37.138,47.568,"L",24.628,73
69.462,26.727,30.63,17.451,44.168,35,"Class2",29.11,38.79,"F",22.719,63
49.216,42.692,54.272,90.008,80.433,22,"Class4",26.7,92.684,"Y",58.985,31
47.099,40.323,33.8,27.561,81.133,35,"Class2",61.409,40.708,"K",22.799,34
57.448,89.48,43.746,93.161,78.385,54,"Class5",21.213,46.544,"Y",98.787,73
54.397,74.078,33.018,19.097,69.796,37,"Class3",25.299,46.632,"B",13.262,81
NA,84.039,67.507,69.467,67.112,34,"Class1",65.526,36.755,"C",19.822,71
NA,87.906,42.839,94.095,79.449,37,"Class5",61.237,17.113,"N",96.336,68
48.66,69.506,63.139,26.813,60.538,23,"Class4",17.84,79.243,"T",47.939,28
55.052,32.272,60.734,92.4,77.185,17,"Class4",34.947,89.809,"C",55.491,79
56.875,96.773,51.908,94.17,77.277,83,"Class5",51.831,47.669,"O",65.299,70
52.785,89.303,42.302,101.985,76.437,80,"Class5",53.278,50.317,"N",90.714,86
36.297,71.348,49.276,57.151,68.197,13,"Class1",41.334,65.642,"C",52.366,38
65.285,72.97,14.426,21.059,69.074,16,"Class3",53.508,48.2,"B",28.782,76
1.088,17.545,32.977,20.652,64.061,38,"Class2",37.719,38.569,"M",24.047,90
50.102,80.679,73.591,82.773,48.755,63,"Class1",49.994,42.597,"J",65.973,39
59.235,86.158,78.109,58.158,53.449,13,"Class1",65.462,61.826,"L",14.54,31
47.971,97.743,52.207,66.084,53.436,14,"Class1",43.039,58.409,"C",45.483,61
48.386,51.811,57.305,30.279,75.669,29,"Class4",14.616,83.698,"T",53.055,29
27.363,28.71,30.824,23.788,83.408,39,"Class2",42.796,34.888,"T",23.629,43
31.111,68.92,40.963,61.731,51.209,53,"Class1",42.985,45.355,"P",37.523,41
91.019,84.339,46.033,95.861,79.998,28,"Class5",57.46,29.298,"Y",86.373,78
65.526,85.7,40.808,92.509,79.159,84,"Class5",73.19,40.218,"O",79.263,79
58.149,96.36,39.61,96.374,76.525,58,"Class5",55.689,21.892,"Y",69.256,78
58.623,70.508,77.045,74.213,73.95,8,"Class1",58.31,65.879,"P",57.488,76
26.489,79.14,58.626,73.125,48.294,38,"Class1",61.93,64.075,"P",52.717,65
54.745,3.514,31.147,15.908,87.54,40,"Class2",46.222,36.499,"F",29.241,90
40.198,66.472,21.337,63.309,68.842,68,"Class1",62.832,34.873,"P",23.232,60
66.552,68.205,38.782,24.241,70.911,43,"Class3",24.818,46.243,"B",31.506,73
33.028,9.309,29.254,19.633,61.62,40,"Class2",39.64,50.382,"M",29.248,30
80.599,12.049,33.202,29.503,89.055,38,"Class2",59.017,54.49,"A",24.911,32
59.464,65.95,47.502,101.239,77.917,41,"Class5",48.917,16.099,"E",91.573,62
54.219,77.803,36.742,22.981,69.355,35,"Class3",44,46.935,"L",64.142,73
34.434,54.95,73.348,59.352,64.258,68,"Class1",70.895,33.588,"L",59.667,57
42.707,23.543,30.328,24.208,63.714,40,"Class2",53.388,37.605,"A",28.144,20
24.702,74.459,43.314,20.355,70.25,30,"Class3",25.912,47.004,"R",12.479,59
50.719,34.14,32.546,16.514,94.515,39,"Class2",66.136,45.271,"F",29.933,79
NA,52.055,44.5,63.083,57.561,10,"Class1",54.067,34.181,"E",11.532,33
56.16,73.877,40.402,95.053,76.135,40,"Class5",54.78,26.503,"Y",92.701,87
50.439,91.458,68.052,59.037,48.085,13,"Class1",43.852,38.953,"E",67.09,65
47.949,46.683,30.585,84.251,44.306,9,"Class1",63.405,37.812,"L",50.446,29
90.867,13.989,30.417,31.22,75.309,37,"Class2",-3.269,45.629,"F",24.98,35
44.902,84.251,57.556,82.198,65.654,24,"Class4",15.252,97.699,"Y",59.057,57
50.992,74.239,52.418,23.66,70.774,10,"Class3",14.254,48.367,"B",19.488,69
22.211,75.992,43.422,78.146,54.407,20,"Class1",55.744,46.142,"L",21.705,65
54.116,22.86,30.4,17.358,97.963,35,"Class2",35.958,38.809,"K",23.854,78
104.461,82.48,49.11,98.63,79.938,74,"Class5",73.642,17.121,"W",88.293,66
27.521,89.894,81.71,76.771,48.907,62,"Class1",51.694,44.254,"P",63.596,26
17.705,37.331,29.768,17.535,54.398,35,"Class2",47.284,61.632,"K",22.135,53
53.959,44.232,67.746,71.062,71.609,15,"Class4",37.521,90.816,"T",52.826,42
58.932,47.093,69.676,51.259,55.543,23,"Class4",35.648,87.402,"Y",59.537,79
