"WMN1","YDZ2","JZW3","NDS4","NKL5","Output12","KBS6","GZQ7","ZFT8","PYC9"
62.226,36.608,16.002,68.235,52.221,"Class3",60.042,"H",25,11.373
NA,5.63,35.519,37.384,2.698,"Class1",20.679,"U",39,68.639
42.714,29.094,13.046,43.128,66.532,"Class3",58.552,"H",25,15.441
70.014,72.346,45.723,64.071,46.306,"Class2",104.107,"L",57,98.902
76.73,59.004,44.791,75.764,35.602,"Class2",8.886,"S",55,98.822
NA,7.221,31.608,28.829,57.63,"Class3",5.795,"F",32,12.938
24.083,7.9,28.071,24.166,1.068,"Class1",39.406,"W",48,66.024
24.786,24.858,45.447,28.535,3.668,"Class1",18.793,NA,39,60.314
27.778,28.79,56.142,28.986,3.56,"Class1",20.92,"W",45,61.923
77.991,72.264,47.205,68.685,51.903,"Class2",74.056,"S",53,99.285
71.842,66.646,51.869,50.332,38.735,"Class2",7.896,"J",63,99.636
54.371,41.987,23.786,39.408,68.587,"Class3",49.377,"T",34,18.468
33.211,17.925,60.798,57.484,1.217,"Class1",36.026,"Q",48,64.149
17.22,11.768,55.526,72.904,1.719,"Class1",29.865,"Q",43,64.702
23.789,12.29,43.538,10.766,1.457,"Class1",14.357,"S",35,69.379
37.817,6.135,40.912,24.946,66.033,"Class3",43.434,"T",35,13.369
32.09,11.295,3.314,50.739,64.731,"Class3",37.625,"F",24,21.509
67.021,76.599,42.299,64.413,55.517,"Class2",38.686,"J",48,99.63
27.304,14.095,50.919,50.282,1.027,"Class1",20.537,"O",40,62.141
49.331,47.663,37.796,53.201,55.55,"Class3",74.143,NA,33,13.83
24.287,23.992,62.625,38.438,3.997,"Class1",26.944,"Q",49,63.525
21.002,19.005,68.617,47.124,1.642,"Class1",16.756,"O",52,60.979
23.43,51.447,24.991,39.861,55.458,"Class3",31.395,NA,27,19.452
25.071,30.47,71.493,32.913,1.021,"Class1",18.772,"U",50,65.056
69.548,77.14,46.197,71.413,67.214,"Class2",51.462,"J",66,99.246
75.873,59.038,50.769,64.151,32.103,"Class2",46.337,"L",43,98.933
34.734,54.397,32.215,57.899,52.611,"Class3",68.18,"X",29,14.407
15.174,32.175,24.486,43.657,1.575,"Class1",27.163,"W",51,62.775
31.704,10.903,36.771,53.532,3.947,"Class1",39.376,NA,49,60.328
51.157,15.91,20.281,26.1,52.441,"Class3",62.845,"F",30,16.052
28.443,11.686,47.601,56.083,3.547,"Class1",27.011,"S",48,61.762
76.461,42.685,45.567,60.703,59.156,"Class2",59.293,"N",56,99.659
31.484,20.831,22.028,17.165,68.128,"Class3",36.017,NA,24,18.863
16.885,32.807,28.851,23.579,2.876,"Class1",20.253,"W",40,60.776
NA,44.758,50.625,60.868,50.853,"Class2",24.755,"S",57,99.576
33.946,25.502,68.782,68.625,1.506,"Class1",19.535,"O",34,67.192
24.144,32.87,50.071,10.762,3.305,"Class1",19.066,NA,55,70.703
84.875,65.498,35.617,84.53,45.5,"Class2",28.708,"L",54,99.543
83.533,65.489,31.104,75.778,56.137,"Class2",60.311,"L",63,99.146
68.563,56.742,47.2,71.044,48.876,"Class2",56.378,"N",57,98.778
NA,35.063,22.68,48.355,64.628,"Class3",22.779,"T",32,12.807
29.303,39.952,26.306,40.901,59.31,"Class3",61.234,"H",34,16.181
16.206,16.035,21.056,69.558,1.54,"Class1",12.669,"W",40,71.871
76.075,53.798,43.108,78.72,70.274,"Class2",21.501,"J",54,98.963
82.858,64.751,49.53,68.266,58.124,"Class2",28.243,"J",65,97.819
11.257,58.144,30.259,44.166,60.91,"Class3",64.884,"H",32,13.596
29.145,26.736,63.127,52.09,2.238,"Class1",13.289,"U",46,62.551
81.772,55.467,49.995,81.381,60.189,"Class2",51.811,"S",66,99.487
31.178,25.014,69.518,92.733,2.541,"Class1",33.157,"S",40,69.155
30.509,14.076,64.421,89.122,3.448,"Class1",36.603,"W",54,61.166
20.976,9.856,32.262,33.123,1.156,"Class1",36.633,"O",48,61.298
17.855,10.971,53.57,44.022,1.42,"Class1",26.424,"S",46,57.448
14.955,11.32,66.437,45.719,2.181,"Class1",9.511,"Q",40,64.49
25.651,7.105,51.35,63.648,3.059,"Class1",17.342,"O",38,65.806
27.55,70.231,24.849,69.443,50.222,"Class3",16.57,"T",28,17.181
27.288,34.756,41.585,97.47,2.243,"Class1",23.784,"Q",38,65.181
18.919,14.552,61.71,64.953,1.074,"Class1",7.107,"Q",38,63.625
46.708,61.055,37.549,41.817,69.17,"Class3",51.196,"F",31,15.775
72.954,42.694,42.205,58.395,39.484,"Class2",76.52,"J",59,99.754
15.487,44.81,24.78,24.425,72.163,"Class3",56.142,"F",29,22.15
14.011,81.97,28.594,30.739,55.798,"Class3",41.491,"T",31,15.882
17.282,8.073,55.362,41.864,1.801,"Class1",22.923,"U",38,68.451
27.823,19.756,17.69,54.441,53.563,"Class3",47.52,"F",25,19.807
80.428,68.627,39.468,68.674,41.377,"Class2",43.58,"H",43,98.737
31.494,60.489,22.633,32.547,51.626,"Class3",76.768,"F",27,20.003
27.451,17.636,37.951,70.106,2.368,"Class1",23.559,"O",45,62.695
19.586,19.065,38.173,26.401,1.475,"Class1",11.603,"Q",36,63.161
14.107,23.051,37.551,26.288,2.783,"Class1",27.551,"S",53,62.773
63.108,70.886,44.455,54.225,40.928,"Class2",70.037,"S",55,98.768
17.981,23.766,67.49,58.959,2.695,"Class1",18.876,"O",40,64.819
31.702,12.83,35.445,4.517,1.867,"Class1",13.652,"Q",49,65.875
68.049,60.215,44.436,72.954,67.799,"Class2",50.57,"L",57,98.95
23.791,24.288,40.869,27.914,3.395,"Class1",22.142,"U",35,66.388
53.871,83.666,29.369,37.977,60.675,"Class3",66.153,"T",35,19.123
65.892,71.897,40.551,63.349,42.162,"Class2",37.966,"S",47,99.695
52.166,7.858,30.041,48.675,53.573,"Class3",66.054,"P",31,12.965
19.197,22.958,29.557,44.327,3.108,"Class1",16.268,"U",35,59.834
24.616,6.253,33.894,69.491,3.597,"Class1",37.151,"O",52,62.38
63.369,75.12,49.875,58.86,42.927,"Class2",59.73,"S",44,97.707
21.081,22.566,61.393,66.271,1.63,"Class1",43.164,"Q",50,65.421
11.411,42.155,30.906,43.114,58.707,"Class3",62.498,"T",33,17.721
24.366,33.605,71.244,75.329,1.375,"Class1",35.537,NA,51,63.959
NA,53.194,42.057,76.014,33.539,"Class2",100.538,"N",42,98.839
29.607,13.795,50.249,48.112,2.043,"Class1",34.195,NA,41,63.084
22.762,18.654,82.095,44.969,3.695,"Class1",38.928,"U",36,65.368
66.633,73.128,35.921,73.329,57.885,"Class2",44.499,"S",46,98.812
22.734,25.619,57.176,75.655,2.884,"Class1",21.031,"W",51,62.042
40.544,44.453,30.735,69.041,68.349,"Class3",65.294,"T",27,20.509
61.021,61.732,45.621,85.379,31.486,"Class2",42.619,"L",52,100.128
59.245,72.692,30.415,25.171,70.463,"Class3",48.139,"T",23,13.402
22.289,24.453,35.323,39.993,2.691,"Class1",14.489,NA,35,61.746
18.814,6.172,80.672,93.426,2.68,"Class1",27.25,"Q",44,62.129
84.631,48.339,42.22,65.799,58.9,"Class2",23.445,"N",53,99.026
74.068,47.388,50.088,49.638,40.956,"Class2",60.193,"J",44,98.993
NA,30.263,83.836,69.356,2.648,"Class1",12.942,"U",47,72.821
9.752,36.738,29.846,35.301,50.425,"Class3",68.373,"F",33,17.593
29.375,12.973,53.586,70.132,1.973,"Class1",13.154,"O",34,67.251
28.606,78.953,26.911,39.623,69.739,"Class3",22.131,"F",27,19.976
14.789,31.192,9.357,58.357,1.001,"Class1",27.03,"W",46,59.567
33.11,33.206,39.866,37.211,2.156,"Class1",28.246,"S",39,63.773
30.585,25.391,52.334,5.013,3.899,"Class1",23.615,"U",50,63.499
6.366,54.931,40.379,23.231,62.734,"Class3",78.096,"H",28,21.3
34.836,70.405,13.641,50.485,72.013,"Class3",64.15,"H",24,19.314
33.3,23.394,18.331,78.932,2.026,"Class1",12.519,"S",47,64.834
26.734,29.744,7.039,76.512,2.847,"Class1",31.104,"S",55,69.413
29.214,22.692,19.024,43.928,49.528,"Class3",105.754,"X",24,14.861
19.375,9.786,69.399,46.506,1.07,"Class1",21.729,"S",51,67.078
27.638,27.947,18.206,51.928,68.438,"Class3",32.366,"X",28,13.816
28.317,53.639,20.879,31.704,69.053,"Class3",63.562,"F",23,21.242
16.035,21.581,20.516,33.317,2.827,"Class1",25.406,"U",48,61.818
27.72,27.24,40.309,38.16,3.987,"Class1",26.505,"S",44,68.297
64.364,76.185,34.036,56.183,32.675,"Class2",96.956,"J",61,99.454
74.242,57.227,32.75,53.789,42.076,"Class2",-11.233,"L",46,98.851
36.213,14.43,26.593,44.161,50.616,"Class3",60.992,NA,30,10.345
25.929,24.433,39.575,38.172,2.995,"Class1",29.847,"S",52,68.532
67.133,51.941,26.689,85.229,66.309,"Class3",70.9,"P",24,7.663
85.114,49.443,41.687,72.862,56.503,"Class2",49.751,"H",44,98.964
61.094,51.641,24.864,92.463,33.013,"Class2",50.95,NA,42,98.367
52.508,6.39,28.036,34.182,55.288,"Class3",53.259,"T",30,17.106
64.262,43.133,49.388,91.267,32.133,"Class2",35.729,"H",65,98.822
8.415,61.461,32.383,32.655,50.858,"Class3",52.689,"T",32,14.326
14.716,26.649,27.814,27.092,57.808,"Class3",73.146,"X",34,15.505
82.009,57.17,46.285,75.253,38.863,"Class2",66.788,"H",57,98.936
17.518,24.16,42.084,46.078,2.007,"Class1",13.849,"W",47,67.408
77.7,47.175,46.557,51.945,59.736,"Class2",37.719,"N",44,99.125
22.966,57.25,33.362,57.166,56.391,"Class3",56.8,"H",32,5.703
23.528,13.563,17.471,73.847,3.911,"Class1",25.401,NA,52,72.803
70.095,73.795,34.633,69.852,39.468,"Class2",-7.558,"H",55,98.981
62.294,77.955,42.584,60.508,52.195,"Class2",62.653,"H",65,99.985
19.603,57.07,22.833,62.303,59.898,"Class3",41.583,"X",31,6.163
35.23,82.418,22.212,15.979,50.643,"Class3",54.877,NA,33,13.393
80.115,47.051,41.056,62.971,66.531,"Class2",24.674,"S",63,98.305
46.842,36.896,8.915,48.191,67.446,"Class3",70.247,"T",23,14.011
75.343,69.202,48.103,61.661,37.728,"Class2",39.992,"S",49,99.513
53.732,29.164,21.814,23.961,51.842,"Class3",62.96,"H",31,13.924
22.323,10.176,57.085,40.135,2.353,"Class1",10.258,"O",45,58.329
17.718,56.747,21.177,39.98,65.667,"Class3",24.994,"T",28,21.37
72.01,70.224,52.473,67.109,36.896,"Class2",16.872,"S",48,99.408
77.591,43.565,57.171,44.645,58.848,"Class2",60.758,"J",60,98.019
28.219,8.195,24.186,67.111,1.36,"Class1",13.52,"U",54,69.408
44.208,23.445,23.864,49.22,55.851,"Class3",23.394,"X",29,13.767
59.183,76.237,25.047,37.23,69.658,"Class3",38.391,NA,35,17.634
24.854,24.469,59.81,17.003,3.664,"Class1",20.776,"U",51,65.924
18.025,8.391,26.165,47.265,3.083,"Class1",46.916,NA,34,65.41
67.121,66.245,46.488,72.075,66.934,"Class2",-10.438,"J",56,98.583
66.473,76.294,31.404,40.886,66.194,"Class3",79.169,"F",27,16.224
28.947,21.495,47.74,32.603,3.534,"Class1",22.574,"U",43,57.302
10.225,44.53,19.399,71.074,71.289,"Class3",59.636,"T",31,18.168
31.662,27.973,21.129,61.585,1.281,"Class1",23.927,"Q",43,57.418
32.897,13.048,60.122,51.195,2.376,"Class1",18.809,"U",56,66.626
63.138,47.69,42.286,37.856,65.633,"Class2",32.93,"S",49,99.85
26.76,14.359,37.196,62.142,2.907,"Class1",27.127,"O",49,63.444
69.265,69.56,16.682,56.869,49.542,"Class3",47.902,"F",33,20.861
65.977,24.753,23.759,53.355,68.588,"Class3",82.696,"F",33,11.863
71.178,64.064,53.006,73.59,42.705,"Class2",56.106,"L",42,99.466
73.791,72.582,46.969,89.122,47.547,"Class2",33.191,"H",47,98.859
22.002,20.811,56.054,99.46,2.327,"Class1",28.175,"W",47,56.664
64.243,60.398,34.449,50.798,35.944,"Class2",47.574,"H",42,99.007
22.501,18.383,55.042,25.976,2.179,"Class1",26.636,"Q",37,69.845
7.638,7.146,18.113,35.319,55.85,"Class3",51.913,"P",35,20.891
71.731,52.933,46.348,53.941,51.636,"Class2",30.132,"S",54,99.122
76.282,59.12,58.227,71.92,40.105,"Class2",10.508,"N",66,99.55
73.495,78.058,47.391,51.521,38.027,"Class2",42.543,"L",42,98.874
13.614,30.104,38.656,23.428,69.587,"Class3",55.339,"X",29,10.169
29.554,28.07,36.759,82.108,1.281,"Class1",24.547,"S",42,67.757
50.55,22.898,27.129,66.714,62.813,"Class3",77.514,"H",25,24.895
68.325,44.483,35.633,62.314,61.033,"Class2",36.819,"N",46,100.518
69.408,45.068,49.996,75.673,45.398,"Class2",26.758,"H",53,98.72
49.905,16.515,34.971,44.617,63.998,"Class3",75.55,"H",30,16.809
46.239,20.644,29.103,49.811,65.074,"Class3",70.518,"P",24,14.246
67.135,46.892,52.396,46.704,50.343,"Class2",41.238,"N",46,99.433
19.563,49.992,38.845,49.624,58.662,"Class3",54.636,"H",25,21.796
16.45,11.1,108.264,42.837,3.848,"Class1",16.12,"W",41,65.496
68.328,74.39,19.412,18.388,72.226,"Class3",30.792,"F",31,13.36
19.075,14.584,78.107,48.775,1.184,"Class1",18.709,"O",56,62.489
21.98,30.513,43.99,75.048,1.588,"Class1",34.717,"U",45,64.184
32.709,80.269,30.666,65.047,57.215,"Class3",57.597,"T",34,13.181
71.264,66.916,49.024,64.732,40.451,"Class2",30.243,"N",46,98.907
74.835,65.941,38.161,39.138,66.269,"Class2",29.315,"J",51,99.498
79.386,65.11,26.604,63.685,59.46,"Class2",42.411,"L",57,98.989
72.562,55.231,53.187,49.882,33.4,"Class2",16.858,"N",64,99.46
17.902,30.271,58.501,71.247,1.528,"Class1",11.054,"Q",35,66.18
42.571,38.459,11.564,62.496,64.991,"Class3",27.422,"F",31,22.624
24.841,18.958,48.371,51.758,2.421,"Class1",22.893,"U",49,64.238
67.884,64.491,40.376,46.825,61.244,"Class2",14.552,"N",42,98.924
59.412,57.347,23.807,70.308,57.782,"Class3",51.05,"P",32,18.18
27.076,14.445,51.603,79.717,2.655,"Class1",28.607,"U",50,71.932
29.473,27.228,63.042,32.246,1.627,"Class1",25.176,"U",37,59.056
45.366,69.256,22.076,32.024,56.86,"Class3",76.002,"T",24,13.896
32.035,16.045,41.618,96.205,1.975,"Class1",4.927,"Q",47,62.979
NA,19.603,50.908,49.167,1.473,"Class1",22.478,"U",45,63.824
23.233,33.701,24.582,64.393,3.283,"Class1",16.218,"W",52,58.365
53.4,52.527,12.77,25.73,57.596,"Class3",49.43,"P",28,14.879
NA,57.414,36.688,56.009,38.254,"Class2",54.735,"L",57,99.132
72.898,66.525,41.258,76.118,40.903,"Class2",45.35,"N",48,99.711
14.131,17.775,64.353,59.918,3.683,"Class1",38.485,"O",51,59.737
81.347,70.59,46.616,67.914,32.191,"Class2",43.376,"J",59,99.353
71.328,49.602,46.229,77.373,66.198,"Class2",59.49,"L",57,98.371
72.073,53.828,43.537,52.719,45.312,"Class2",36.708,"S",54,98.589
71.456,76.005,43.814,62.179,58.814,"Class2",72.479,"H",58,97.901
14.91,20.7,32.738,47.552,64.46,"Class3",59.249,"T",33,17.508
76.329,70.639,61.565,51.224,51.586,"Class2",60.661,"N",54,98.725
28.626,31.844,42.532,39.914,1.121,"Class1",34.924,"O",51,57.728
65.441,36.553,32.093,50.854,64.88,"Class3",32.788,"H",31,19.026
7.494,56.388,22.664,63.76,53.472,"Class3",58.524,"H",23,15.787
39.969,40.023,43.837,29.354,58.167,"Class3",18.139,"F",28,18.086
26.71,8.457,39.328,43.54,1.425,"Class1",35.921,"U",47,70.884
17.457,33.731,47.281,73.78,2.241,"Class1",20.065,"O",49,63.289
