"ZMX1","DEG2","RQT3","FKX4","XYN5","Output27","DGT6","HIA7","MIP8","WYH9","GBC10"
77.816,43.443,38.236,50,58.7,"Class2","R",91.852,51.022,97.927,92.98
21.58,88.147,88.939,71,84.473,"Class1","G",40.418,13.526,55.541,71.619
78.177,45.763,29.63,78,32.072,"Class2","N",87.98,42.516,90.595,96.017
43.895,19.163,43.908,80,41.051,"Class3","S",39.065,21.071,26.506,101.014
77.423,42.44,38.562,72,47.431,"Class2","L",71.801,49.76,78.785,91.746
32.825,61.96,25.814,28,NA,"Class4","D",43.365,26.039,32.115,11.407
27.968,8.873,26.188,65,27.609,"Class4","N",50.722,45.915,29.052,17.313
56.23,50.406,43.211,33,46.368,"Class3","N",46.143,17.932,25.709,57.458
35.323,36.907,58.129,89,32.664,"Class4","D",48.362,40.214,23.782,9.549
8.262,92.917,28.543,71,86.792,"Class1","O",22.321,36.837,67.538,58.599
21.405,32.918,37.655,30,11.003,"Class4","O",44.191,37.088,27.205,5.522
5.956,88.349,94.284,70,86.99,"Class1","O",67.348,38.162,92.937,52.097
14.388,90.621,82.344,71,82.086,"Class1","O",11.631,62.772,94.229,46.357
13.059,90.368,45.337,69,81.199,"Class1","O",65.682,26.408,64.592,38.321
51.722,21.602,41.03,41,47.274,"Class3","N",36.53,18.548,23.249,69.279
13.206,90.18,49.855,70,85.163,"Class1","D",17.367,36.393,72.462,52.33
26.354,38.745,8.129,76,35.735,"Class4","N",20.785,45.182,16.253,15.33
9.119,89.135,86.637,70,84.621,"Class1","O",86.173,8.56,93.771,35.066
77.008,44.143,37.238,40,46.412,"Class2","L",66.79,36.344,93.289,85.665
16.537,92.367,70.306,69,81.821,"Class1","G",72.935,80.627,71.166,42.784
59.136,60.316,8.271,49,46.31,"Class4","O",29.706,29.032,31.751,1.821
77.806,44.639,33.302,49,35.282,"Class2","N",56.784,37.635,79.652,83.503
20.723,69.753,20.489,82,38.981,"Class4","N",18.176,52.366,31.117,9.737
48.048,44.528,44.458,73,NA,"Class3","D",57.383,16.854,23.565,79.73
27.985,18.892,6.926,34,48.593,"Class4","N",49.923,41.528,23.524,13.153
34.812,34.249,70.321,49,32.9,"Class4","D",18.512,38.66,29.858,9.276
-1.892,90.273,57.086,71,87.73,"Class1","O",52.519,79.318,77.75,55.494
26.524,73.642,40.319,29,47.318,"Class3","H",35.314,19.585,24.635,82.6
51.107,41.728,44.231,18,44.882,"Class3","S",45.436,20.762,26.748,67.993
14.159,91.556,46.912,70,83.953,"Class1","D",35.138,10.58,73.78,55.608
5.084,88.258,85.256,69,84.948,"Class1","O",55.303,74.938,74.214,59.023
26.071,91.175,61.178,70,85.772,"Class1","O",77.77,68.977,84.184,46.935
17.325,79.523,-2.993,71,NA,"Class4","C",22.359,54.715,19.416,12.242
33.691,6.892,27.755,84,65.9,"Class4","D",42.281,43.909,22.318,15.636
43.738,30.498,37.296,62,52.974,"Class4","Z",29.28,43.206,11.602,10.325
26.706,47.723,30.606,34,NA,"Class4","Z",20.439,27.461,28.082,7.092
78.058,44.561,33.662,51,49.74,"Class2","R",78.197,25.793,90.608,85.879
77.28,43.411,26.773,59,59.028,"Class2","N",55.478,40.906,89.676,92.736
71.337,43.208,43.952,40,37.08,"Class3","N",42.808,20.708,23.294,60.857
77.698,42.889,35.451,53,51.413,"Class2","L",56.963,13.666,82.086,75.984
37.255,8.149,48.78,31,41.727,"Class4","Z",35.282,36.19,25.407,11.79
22.983,88.699,61.638,71,85.752,"Class1","O",35.029,54.299,56.027,39.994
77.275,46.31,38.561,33,25.616,"Class2","Y",90.725,51.481,84.737,70.651
77.556,43.886,37.034,64,41.853,"Class2","R",85.715,27.051,88.65,86.345
41.877,61.085,42.466,44,37.565,"Class3","D",53.038,21.827,26.409,63.738
5.551,91.065,73.39,71,85.439,"Class1","O",67.044,50.431,62.977,70.552
26.422,92.493,111.139,71,NA,"Class1","M",13.26,75.25,56.63,59.848
51.876,48.419,42.36,29,37.676,"Class3","H",45.086,18.214,23.955,62.383
77.812,45.767,31.034,49,17.256,"Class2","N",68.196,27.331,79.824,83.078
77.461,41.137,34.205,76,NA,"Class2","L",68.748,39.832,86.43,83.649
41.875,29.717,42.268,40,39.977,"Class3","R",54.61,17.612,25.362,80.435
77.542,46.478,25.056,54,44.918,"Class2","M",90.881,51.515,83.713,92.859
37.124,40.044,42.541,33,29.724,"Class3","N",54.163,22.924,22.843,97.95
1.736,91.166,81.251,70,83.147,"Class1","M",25.678,46.786,87.12,46.539
36.863,66.971,44.179,79,46.044,"Class3","D",35.861,17.065,22.617,72.769
21.45,45.995,42.741,25,45.673,"Class3","R",54.064,17.179,22.425,81.72
41.548,53.551,39.555,81,55.054,"Class4","O",41.793,50.384,18.465,15.275
16.836,81.345,44.29,38,33.827,"Class3","S",48.256,20.289,22.029,88.558
11.754,91.984,52.952,69,82.639,"Class1","D",16.389,36.578,64.751,58.621
15.071,89.091,113.144,70,85.771,"Class1","B",75.314,44.383,61.869,57.105
78.318,41.649,35.239,52,69.828,"Class2","N",61.721,43.277,80.955,80.697
13.307,88.35,64.708,70,83.361,"Class1","G",81.545,79.507,53.636,54.553
67.855,43.444,37.992,68,45.296,"Class3","N",50.926,17.515,23.185,58.566
77.252,45.897,37.444,45,76.457,"Class2","R",58.468,49.405,87.824,93.93
25.813,54.853,39.818,52,42.636,"Class3","R",58.79,16.558,26.593,53.466
80.607,72.112,44.741,10,26.89,"Class3","D",39.103,19.2,26.987,66.927
77.772,46.094,33.751,68,56.858,"Class2","N",59.234,27.114,84.814,85.672
43.208,58.022,27.079,83,27.966,"Class4","D",28.014,29.408,27.397,7.781
27.463,92.298,50.987,69,83.508,"Class1","M",70.289,80.803,64.45,35.696
77.759,45.891,31.629,39,42.803,"Class2","Y",88.332,30.946,92.709,68.011
11.997,90.506,77.3,71,84.725,"Class1","G",35.635,16.941,93.023,34.581
15.44,26.381,14.622,86,41.546,"Class4","D",15.187,48.08,23.738,4.459
19.458,88.914,69.373,70,83.685,"Class1","B",48.197,63.926,86.26,75.082
24.444,10.853,3.399,26,25.645,"Class4","C",19.556,41.83,28.028,10.796
49.137,78.606,43.32,32,31.05,"Class3","N",42.103,19.456,24.282,67.354
77.139,43.026,35.501,36,31.712,"Class2","L",72.069,20.169,76.168,89.715
77.312,43.994,31.008,42,58.886,"Class2","N",55.216,41.868,76.876,79.295
49.362,68.064,44.006,11,34.904,"Class3","R",52.06,19.377,22.195,66.56
77.467,42.025,30.02,67,41.906,"Class2","R",74.9,15.183,NA,86.413
49.387,21.998,45.641,61,50.27,"Class4","C",43.499,38.149,24.254,10.076
38.846,33.324,41.248,80,54.245,"Class4","N",25.303,46.367,24.808,8.299
47.026,11.659,21.979,78,28.632,"Class4","N",22.416,45.961,22.141,10.755
21.971,90.462,66.163,70,83.759,"Class1","O",65.882,72.509,83.646,50.639
52.045,10.032,39.419,44,55.194,"Class4","D",49.954,39.702,12.009,4.55
78.23,45.421,29.174,74,28.209,"Class2","N",76.736,42.939,78.168,84.051
19.967,66.116,24.146,95,54.61,"Class4","D",19.067,48.403,21.264,16.06
17.354,88.349,77.306,71,86.79,"Class1","B",27.96,13.172,68.578,29.414
76.861,45.594,33.073,50,43.702,"Class2","Y",68.825,12.237,84.586,85.872
21.477,90.428,40.628,70,86.885,"Class1","O",29.092,10.983,81.553,66.109
28.727,91.699,66.577,70,83.209,"Class1","D",70.53,22.087,53.502,64.865
14.865,88.616,52.759,70,81.989,"Class1","O",74.963,34.924,85.506,58.626
17.108,90.347,72.731,69,85.04,"Class1","D",33.039,62.829,56.174,55.551
13.855,90.594,61.214,70,83.176,"Class1","M",23.242,37.826,58.652,63.543
40.692,79.063,26.692,41,31.009,"Class4","O",34.774,39.891,30.153,19.561
50.526,78.486,44.603,45,32.992,"Class3","D",57.514,18.071,23.481,122.385
48.489,50.158,8.263,64,62.073,"Class4","Z",16.964,32.358,21.41,14.547
36.691,42.049,44.081,55,41.452,"Class3","H",58.256,22.574,26.293,71.381
44.299,29.735,41.67,61,42.867,"Class3","R",36.901,22.67,24.094,92.102
54.508,42.388,43.805,17,33.685,"Class3","H",53.638,22.79,24.306,55.615
-2.765,92.981,67.306,71,83.489,"Class1","O",19.481,19.748,88.932,56.39
77.053,45.896,32.972,51,35.108,"Class2","N",65.428,41.846,87.112,72.436
9.091,66.575,-1.328,77,16.828,"Class4","N",47.3,28.565,11.476,10.31
33.405,92.052,57.218,70,88.348,"Class1","M",65.019,61.946,65.992,48.753
22.788,6.751,41.98,66,48.664,"Class4","O",45.549,51.667,21.4,13.592
14.292,92.532,46.322,71,NA,"Class1","G",74.565,27.403,55.658,38.021
77.375,44.127,34.592,36,39.653,"Class2","N",92.162,33.76,81.076,77.973
32.717,73.64,52.608,44,60.744,"Class4","Z",35.845,27.751,30.696,9.286
16.013,89.338,83.404,71,82.862,"Class1","B",85.652,79.022,71.574,47.339
41.248,85.848,40.994,33,40.804,"Class3","H",47.271,16.616,25.827,79.178
77.056,41.658,28.589,77,47.571,"Class2","M",60.211,16.468,84.961,81.934
40.146,72.335,24.065,36,41.851,"Class4","N",50.589,31.211,25.49,11.478
77.818,46.459,33.759,49,30.02,"Class2","Y",87.546,49.764,86.612,84.15
77.392,42.275,34.769,63,0.196,"Class2","R",84.394,28.55,80.542,94.138
26.099,16.168,-3.232,84,29.175,"Class4","C",27.946,32.054,24.702,19.421
18.074,89.818,76.768,70,84.371,"Class1","G",84.836,42.614,75.641,56.845
76.99,41.494,25.101,32,66.407,"Class2","R",68.86,36.542,97.572,80.612
34.669,65.156,45.721,48,34.501,"Class3","D",56.051,20.945,24.183,92.165
19.382,91.01,55.149,69,82.927,"Class1","G",22.665,27.58,75.958,35.546
77.442,43.109,35.378,84,84.129,"Class2","N",85.604,28.736,96.963,90.544
77.264,41.53,37.542,56,31.079,"Class2","M",91.939,10.788,95.699,81.158
72.444,35.275,44.677,26,39.047,"Class3","H",54.347,18.796,25.601,74.295
77.163,41.038,35.736,59,73.018,"Class2","R",68.437,52,83.741,84.81
32.003,48.672,6.221,71,36.747,"Class4","O",41.271,51.209,33.859,11.786
71.302,38.72,43.317,76,37.478,"Class3","R",53.659,21.032,26.655,84.173
31.332,34.226,40.178,22,37.894,"Class3","N",36.865,22.99,22.675,75.608
43.316,63.475,29.001,82,45.351,"Class4","O",31.292,50.109,NA,10.261
35.733,64.755,40.843,96,46.109,"Class4","N",22.225,35.586,11.328,11.445
40.966,82.216,46.247,48,29.273,"Class4","D",49.826,43.413,20.282,11.329
77.516,41.068,40.616,45,56.073,"Class2","M",85.591,11.226,85.738,90.509
77.343,44.027,29.958,33,32.495,"Class2","R",72.741,49.266,86.976,94.511
49.817,23.469,43.391,26,41.289,"Class3","R",42.243,22.464,22.437,77.845
13.845,89.025,82.244,71,85.988,"Class1","D",68.652,46.923,60.126,54.694
51.794,62.692,43.778,15,34.661,"Class3","H",41.683,16.72,24.447,71.694
34.883,45.52,4.563,88,NA,"Class4","C",30.663,49.986,30.029,9.424
77.486,45.763,28.593,58,47.212,"Class2","L",85.437,34.168,77.074,76.769
77.33,46.148,29.753,51,26.983,"Class2","M",91.931,15.51,94.811,82.396
51.451,48.353,40.588,66,40.787,"Class3","D",48.685,20.632,25.011,80.188
16.959,92.804,90.39,70,86.622,"Class1","M",65.942,9.683,84.148,56.657
15.807,52.763,38.051,76,41.735,"Class4","N",23.024,46.96,31.431,8.354
77.706,46.56,36.979,37,40.384,"Class2","R",83.299,42.398,80.474,84.424
77.896,44.208,35.237,90,50.913,"Class2","N",76.199,14.099,90.095,85.759
36.41,71.329,-5.28,87,12.31,"Class4","C",21.093,31.628,13.612,8.86
29.275,11.703,-1.221,30,21.563,"Class4","N",23.694,53.402,19.809,15.45
47.015,56.164,42.361,45,47.534,"Class3","S",48.942,17.599,NA,76.002
21.192,61.11,22.977,96,59.617,"Class4","D",19.693,30.788,17.573,5.156
77.337,41.782,36.606,78,22.633,"Class2","M",69.915,37.341,90.769,94.36
19.353,89.75,29.417,71,83.323,"Class1","G",45.688,71.174,54.363,54.967
19.784,90.235,101.106,70,84.735,"Class1","D",32.702,52.968,88.647,38.496
38.24,82.408,69.506,50,36.149,"Class4","N",34.082,38.731,33.927,17.068
33.078,81.369,42.918,81,49.876,"Class3","D",59.077,20.327,26.335,82.334
77.508,46.349,36.707,60,40.055,"Class2","Y",86.954,41.019,92.125,71.267
77.571,45.219,39.909,50,NA,"Class2","M",75.451,37.678,80.019,77.981
77.165,41.335,35.482,74,63.03,"Class2","R",90.782,49.748,80.62,77.858
77.558,25.779,44.745,55,39.85,"Class3","S",36.601,20.066,24.84,105.792
64.24,68.144,41.391,34,34.509,"Class3","H",39.078,16.371,24.58,54.27
77.371,42.853,26.441,56,15.007,"Class2","Y",62.088,12.259,83.317,92.193
19.966,82.222,42.885,69,39.516,"Class3","S",51.528,18.284,26.28,33.222
77.271,45.631,27.795,82,47.927,"Class2","N",86.454,48.544,79.127,88.259
18.139,10.049,20.922,87,36.741,"Class4","D",26.792,42.917,16.625,13.18
31.918,89.025,40.068,71,86.1,"Class1","O",64.701,41.275,81.319,72.124
20.619,46.241,-14.52,48,60.191,"Class4","Z",41.367,30.126,29.148,10.643
48.816,20.122,45.848,81,32.134,"Class3","S",51.149,17.877,25.257,86.283
51.481,12.651,23.15,81,24.688,"Class4","N",46.957,42.712,15.576,9.709
26.196,88.5,106.306,70,83.53,"Class1","B",69.991,19.248,70.296,68.946
66.348,28.786,41.729,86,38.52,"Class3","H",46.701,21.198,22.97,81.447
77.373,42.545,27.281,78,29.985,"Class2","M",60.11,39.052,95.466,92.757
16.67,91.184,64.806,70,85.906,"Class1","G",28.206,18.098,62.314,52.905
63.248,82.76,42.854,84,40.538,"Class3","S",59.772,20.687,22.286,92.653
34.834,40.13,24.412,34,61.219,"Class4","O",50.26,52.338,17.357,18.883
17.945,23.883,14.592,86,62.385,"Class4","C",34.388,45.742,31.443,9.105
77.311,41.973,32.773,64,47.525,"Class2","M",59.029,16.449,83.971,81.739
77.989,46.448,35.507,37,25.444,"Class2","N",73.373,47.707,90.903,96.89
77.014,46.034,33.802,69,54.982,"Class2","N",74.403,34.702,NA,67.735
24.147,89.596,79.578,69,85.74,"Class1","O",28.657,37.142,74.427,37.341
46.543,30.83,37.428,48,34.264,"Class3","H",55.284,19.832,23.273,115.317
77.004,42.017,31.847,79,25.091,"Class2","M",91.476,17.506,87.684,78.872
6.692,88.145,47.644,70,85.778,"Class1","G",76.894,35.599,NA,46.03
77.519,46.827,31.809,40,NA,"Class2","R",58.807,22.141,92.463,97.303
20.446,91.328,81.046,69,NA,"Class1","M",66.261,41.7,NA,32.926
33.103,78.266,19.794,76,NA,"Class4","N",27.128,28.564,26.356,4.263
54.073,74.856,43.836,23,33.535,"Class3","S",49.717,22.465,25.716,67.778
59.844,36.318,40.555,26,38.89,"Class3","R",53.404,20.843,26.928,60.248
20.184,33.609,0.574,34,30.276,"Class4","O",33.773,40.735,33.916,7.488
9.827,91.233,29.092,69,86.36,"Class1","G",70.664,64.151,60.67,42.658
26.97,29.765,24.664,53,56.338,"Class4","C",50.822,32.21,14.051,8.62
27.235,23.144,43.751,52,37.48,"Class3","H",59.487,19.631,26.807,69.564
45.856,74.187,44.003,69,30.788,"Class3","H",39.818,17.278,NA,72.409
45.838,48.8,39.816,56,32.356,"Class3","R",58.566,22.969,25.631,100.856
77.026,44.611,31.268,44,21.023,"Class2","L",59.605,39.976,NA,75.297
42.994,66.947,20.574,59,NA,"Class4","O",18.629,48.108,18.757,10.493
71.259,43.177,40.566,28,40.775,"Class3","R",43.504,22.329,26.104,42.082
6.941,91.818,82.234,70,88.05,"Class1","G",61.14,11.743,73.841,52.177
62.351,70.603,40.221,35,48.574,"Class3","S",35.897,17.401,22.93,66.697
77.77,43.932,33.322,91,NA,"Class2","M",73.248,39.939,83.654,69.764
77.683,45.787,37.233,65,46.05,"Class2","N",60.475,42.944,76.145,82.94
40.643,54.822,19.802,47,43.654,"Class4","C",21.615,46.529,29.643,18.172
26.87,89.035,93.843,71,86.288,"Class1","D",44.387,7.61,71.178,53.384
38.707,86.006,43.981,10,39.101,"Class3","D",34.223,22.593,26.466,81.74
39.218,61.598,21.881,38,42.783,"Class4","N",21.587,38.209,35.674,8.282
77.419,42.933,34.047,74,36.365,"Class2","L",57.888,17.448,81.426,79.216
14.383,91.417,71.91,70,84.939,"Class1","O",17.227,51.627,59.991,49.454
12.766,91.738,70.07,69,85.526,"Class1","O",84.163,35.731,77.475,64.56
77.383,42.066,39.19,33,35.172,"Class2","M",85.677,17.564,92.539,99.979
77.268,43.317,35.863,83,36.326,"Class2","M",80.186,13.586,94.319,95.802
77.188,42.921,31.503,65,18.52,"Class2","M",58.509,13.888,93.777,101.628
53.032,43.839,40.888,41,39.797,"Class3","N",57.707,19.864,23.727,45.868
55.529,55.776,41.142,43,29.134,"Class3","H",47.226,16.708,23.673,61.997
76.951,41.415,41.54,70,31.94,"Class2","Y",72.108,23.168,93.35,82.462
42.25,61.856,39.806,75,41.641,"Class4","D",36,48.766,11.929,8.129
34.191,61.552,50.491,73,11.165,"Class4","Z",42.671,34.2,15.276,10.965
18.807,90.759,82.928,71,82.565,"Class1","G",26.049,40.788,71.006,50.84
34.276,35.636,40.336,34,40.852,"Class3","R",48.693,16.36,24.292,95.373
20.859,61.202,33.466,40,29.094,"Class4","D",38.931,44.969,18.218,15.691
77.232,42.043,30.908,80,55.545,"Class2","M",70.928,22.662,95.088,86.272
20.222,71.208,55.676,88,39.283,"Class4","D",44.838,30.719,23.739,8.478
8.055,91.35,75.5,71,84.01,"Class1","O",40.834,62.423,67.255,45.149
68.993,65.22,39.475,34,46.701,"Class3","R",55.279,21.402,25.637,52.713
39.99,50.538,42.966,15,40.589,"Class3","H",50.385,18.192,22.81,48.752
44.949,48.249,47.524,78,55.621,"Class4","C",19.56,47.413,11.9,15.956
32.59,62.934,42.412,24,34.101,"Class3","R",51.95,22.675,23.162,80.755
25.624,55.926,17.265,61,31.407,"Class4","O",31.366,35.604,25.753,10.02
38.307,78.452,26.698,71,49.446,"Class4","D",42.674,46.509,25.845,3.174
42.467,22.05,11.906,72,39.206,"Class4","D",25.122,32.402,24.959,19.903
77.487,41.653,32.109,77,51.171,"Class2","L",59.216,26.569,78.088,87.899
60.842,73.165,43.435,37,39.75,"Class3","R",40.301,16.391,26.327,68.308
92.484,51.885,40.305,51,46.394,"Class3","H",56.2,18.109,22.441,61.642
35.585,64.782,61.305,94,40.616,"Class4","Z",37.898,44.635,33.345,7.443
67.718,38.053,42.246,39,36.982,"Class3","R",56.242,19.973,24.738,66.117
25.009,73.019,40.389,73,31.244,"Class3","D",46.556,22.801,25.943,43.12
55.262,69.876,41.95,49,30.764,"Class3","R",57.458,16.844,22.256,71.634
77.292,46.872,33.683,34,46.356,"Class2","R",71.334,42.044,89.846,95.963
-2.852,92.039,62.477,71,83.295,"Class1","B",85.771,82.896,67.671,52.442
13.412,39.519,5.537,74,57.345,"Class4","D",18.442,40.095,14.197,6.916
20.614,48.402,-15.908,49,56.91,"Class4","C",45.165,54.938,11.398,11.813
7.53,92.013,28.329,70,82.009,"Class1","G",74.287,18.89,77.214,47.798
67.787,77.767,42.354,73,37.677,"Class3","S",48.501,20.616,25.162,72.386
60.652,28.313,43.792,57,45.508,"Class3","D",60.16,19.389,22.496,79.337
40.726,48.656,25.905,50,31.827,"Class4","Z",16.173,50.567,33.647,15.651
76.06,29.483,41.87,68,32.825,"Class3","S",52.126,18.657,NA,88.114
33.537,53.878,9.694,33,60.09,"Class4","C",44.721,48.538,31.143,12.556
77.761,45.813,29.31,84,NA,"Class2","L",68.116,22.206,95.776,74.936
77.745,44.866,36.178,44,39.473,"Class2","L",79.6,51.346,76.537,88.899
52.296,80.28,45.291,42,36.051,"Class3","H",40.925,19.211,24.077,75.631
24.888,52.659,11.739,39,43.509,"Class4","Z",12.805,46.869,31.63,4.036
-12.621,88.444,68.449,71,NA,"Class1","D",69.573,66.02,76.605,45.144
38.045,73.221,52.014,55,42.032,"Class4","O",46.219,45.55,14.748,5.311
6.833,89.285,75.275,70,88.486,"Class1","M",60.383,28.12,55.428,51.333
77.493,43.345,37.64,75,42.932,"Class2","L",63.455,53.619,90.325,95.788
24.779,88.77,81.483,69,84.152,"Class1","B",46.907,42.629,75.706,65.301
77.52,46.966,39.145,80,30.378,"Class2","Y",63.39,50.314,80.589,95.028
78.314,42.07,35.01,58,39.099,"Class2","N",81.412,41.409,94.336,91.519
23.931,89.867,37.077,69,84.066,"Class1","D",62.812,68.166,69.154,74.479
40.906,57.982,36.762,43,52.925,"Class4","D",29.672,53.092,26.201,9.099
41.138,70.287,41.431,68,47.932,"Class3","S",40.079,18.003,26.615,61.574
20.222,56.463,30.44,38,NA,"Class4","D",40.891,46.585,12.336,12.405
35.367,60.804,39.366,67,33.851,"Class3","H",48.487,17.202,26.365,90.378
46.534,53.671,44.218,48,43.411,"Class3","N",50.429,17.571,25.972,62.352
16.89,89.608,53.761,70,84.508,"Class1","O",52.061,62.011,82.895,37.285
24.384,41.284,1.373,37,52.159,"Class4","D",29.734,44.947,36.579,13.399
32.548,71.044,41.859,38,36.075,"Class3","R",36.298,22.091,22.519,59.834
36.778,59.539,43.086,31,44.979,"Class3","D",39.072,21.596,23.963,63.212
49.586,68.789,41.526,32,48.327,"Class3","S",57.282,20.699,23.266,78.859
35.99,54.299,26.887,83,46.021,"Class4","Z",38.972,54.601,18.804,13.79
28.706,90.253,62.902,70,87.117,"Class1","G",15.147,41.09,57.234,44.766
7.06,90.941,49.291,71,83.294,"Class1","O",22.053,69.022,70.029,57.968
18.944,67.168,42.221,84,46.565,"Class4","D",21.884,37.44,23.569,9.04
77.37,41.531,34.203,39,NA,"Class2","M",56.596,52.242,81.886,82.217
77.617,43.907,29.044,53,45.982,"Class2","L",71.157,54.275,81.485,82.971
38.815,76.442,-10.362,23,62.398,"Class4","N",47.631,40.231,24.826,8.801
36.43,27.324,44.891,75,39.28,"Class3","H",41.675,19.044,25.92,79.932
77.379,44.715,35.74,61,53.936,"Class2","N",85.491,48.487,85.171,84.546
77.472,41.69,31.883,75,42.236,"Class2","M",71.655,54.894,77.496,100.089
78.228,42.532,31.31,40,35.317,"Class2","L",73.118,10.542,93.797,78.387
62.03,72.861,43.497,81,41.26,"Class3","H",59.5,22.397,24.584,81.351
25.521,90.196,41.508,71,84.965,"Class1","M",48.716,59.07,78.237,44.074
22.151,88.168,44.848,71,NA,"Class1","O",32.387,13.547,69.3,42.192
77.639,45.408,34.651,91,57.621,"Class2","N",59.476,40.407,81.268,88.539
50.834,75.195,41.873,67,34.346,"Class3","H",59.104,18.241,25.206,80.883
77.529,45.419,39.785,45,40.379,"Class2","L",82.56,33.641,76.102,83.383
5.765,88.099,30.432,71,87.305,"Class1","M",27.33,24.582,92.751,39.26
77.348,41.768,32.542,50,69.794,"Class2","M",77.926,23.93,87.902,84.251
76.926,41.638,35.698,68,60.363,"Class2","L",84.69,30.448,79.447,81.611
78.286,44.452,33.782,91,18.433,"Class2","N",59.396,45.328,79.437,76.896
44.504,16.3,9.223,37,10.981,"Class4","D",49.716,45.154,27.309,15.648
9.002,90.544,57.764,69,82.837,"Class1","O",30.119,13.806,89.811,38.31
69.384,60.622,38.517,75,31.758,"Class3","N",36.035,17.017,23.768,75.126
43.01,49.711,58.461,60,43.083,"Class4","N",12.492,29.113,11.002,12.958
36.574,44.461,36.607,53,56.158,"Class4","Z",13.982,30.911,NA,7.948
77.789,45.524,35.08,88,27.454,"Class2","L",90.51,39.821,93.535,92.539
30.868,88.34,100.363,70,84.51,"Class1","B",62.707,72.263,66.913,48.492
11.985,89.102,33.492,71,84.258,"Class1","B",65.721,67.177,77.626,52.76
61.189,73.111,41.704,65,40.737,"Class3","H",58.594,17.37,26.417,74.824
48.575,76.602,41.363,29,47.04,"Class4","Z",24.563,40.014,31.273,8.198
77.263,41.271,30.872,75,44.439,"Class2","Y",80.894,17.374,78.376,95.285
63.719,43.72,39.291,50,36.676,"Class3","N",42.308,22.071,26.894,67.074
60.039,59.227,41.309,59,37.38,"Class3","H",54.304,22.207,26.594,89.28
64.521,21.906,39.379,30,41.622,"Class3","D",47.497,18.493,23.03,100.112
52.645,64.528,42.394,77,38.785,"Class3","H",46.3,19.847,24.615,68.695
21.88,89.397,55.227,69,86.76,"Class1","G",79.925,12.938,58.885,26.647
21.561,90.631,67.082,69,83.493,"Class1","M",60.011,75.144,59.598,35.656
