"RVM1","WRJ2","XBE3","Output19","QPJ4","QET5","BQX6","EZA7","WEP8","RMF9","GZF10","LAG11"
43.346,74,19.346,"Class1",41.024,100.542,"S",82.095,5.469,97.086,66.563,"U"
64.997,41,89.715,"Class2",57.602,0.528,"I",18.922,52.504,46.21,77.043,"K"
80.317,41,89.935,"Class2",56.223,36.146,"T",42.624,30.822,46.995,52.268,"G"
11.076,58,17.831,"Class1",25.337,65.374,"S",82.156,5.355,99.463,NA,"X"
23.607,33,89.335,"Class2",82.158,44.926,"I",41.67,66.041,53.674,61.205,"L"
30,64,89.436,"Class2",61.601,44.651,"K",42.021,93.486,51.711,65.303,"K"
62.203,58,24.159,"Class1",21.685,80.583,"T",81.086,27.533,96.863,55.558,"U"
44.039,20,89.458,"Class2",59.454,54.879,"R",40.298,40.346,54.03,84.744,"H"
22.677,20,89.175,"Class2",62.477,49.69,"K",23.327,45.017,49.385,64.963,"K"
54.224,64,89.332,"Class2",79.524,32.357,"I",27.439,51.701,40.849,79.002,"K"
80.308,78,24.971,"Class1",12.087,83.115,"G",82.133,17.857,98.198,49.922,"X"
40.818,60,27.62,"Class1",40.913,83.067,"P",82.235,29.402,99.161,51.124,"U"
48.206,68,25.267,"Class1",31.423,74.247,"T",81.135,27.796,97.85,46.725,"X"
29.472,49,89.581,"Class2",85.065,41.721,"I",NA,58.262,50.056,66.733,"K"
14.38,63,89.925,"Class2",73.312,33.103,"I",41.27,42.172,60.076,95.085,"I"
51.426,59,16.155,"Class1",54.655,77.122,"Q",81.38,15.891,99.693,50.867,"L"
63.281,48,89.106,"Class2",76.849,45.375,"T",18.753,29.096,44.947,82.011,"K"
16.778,77,89.244,"Class2",56.143,40.827,"K",50.599,33.865,49.102,87.359,"H"
38.241,80,89.518,"Class2",75.703,19.322,"K",31.299,33.871,42.634,48.339,"H"
21.46,65,16.27,"Class1",30.877,68.942,"G",81.626,7.512,96.965,28.988,"U"
52.1,68,89.06,"Class2",66.932,6.729,"R",23.824,30.397,39.163,69.767,"G"
59.209,31,89.033,"Class2",69.961,49.098,"I",22.342,71.085,49.509,69.902,"G"
4.157,64,89.787,"Class2",55.717,53.335,"C",27.261,62.028,51.125,65.21,"L"
25.269,24,89.842,"Class2",76.354,47.699,"R",38.66,38.531,49.69,68.192,"K"
35.698,79,26.41,"Class1",53.126,79.504,"P",81.085,18.454,95.912,28.516,"H"
7.706,66,20.084,"Class1",43.313,50.562,"P",82.238,26.816,97.177,46.094,"X"
31.479,21,89.724,"Class2",81.284,24.638,"C",47.254,66.844,38.855,48.486,"G"
53.389,54,89.149,"Class2",59.4,14.11,"T",42.683,42.126,46.686,75.651,"I"
18.53,75,20.079,"Class1",28.76,62.351,"S",82.761,18.355,98.044,45.985,"B"
45.842,85,20.576,"Class1",20.466,67.279,"T",82.901,23.815,98.193,54.889,"B"
17.865,81,24.091,"Class1",21.946,75.168,"Q",81.621,6.61,97.202,44.921,"B"
45.991,33,89.339,"Class2",60.721,44.392,"R",29.514,64.9,43.873,66.238,"H"
28.49,88,25.696,"Class1",10.517,90.985,"S",82.084,16.788,96.847,NA,"L"
-18.456,49,24.353,"Class1",33.046,79.172,"P",82.693,33.642,99.302,21.432,"H"
62.328,48,89.053,"Class2",81.592,57.057,"T",42.03,72.817,44.1,NA,"L"
49.85,78,89.45,"Class2",85.776,6.145,"K",49.993,63.005,43.399,40.495,"K"
27.25,61,27.901,"Class1",47.72,98.215,"P",82.472,32.614,95.239,22.996,"H"
37.118,88,28.505,"Class1",42.979,68.447,"P",82.384,30.125,99.103,-6.973,"X"
30.78,68,89.053,"Class2",77.469,47.206,"I",42.122,74.717,47.311,89.656,"K"
78.299,73,16.383,"Class1",44.971,70.821,"G",NA,11.97,99.788,35.45,"U"
34.53,64,26.858,"Class1",49.313,88.423,"S",81.19,22.693,96.641,41.838,"B"
48.826,24,89.943,"Class2",71.283,40.738,"I",18.08,87.089,46.85,82.784,"G"
34.4,48,89.754,"Class2",55.37,51.446,"R",41.516,67.706,45.513,82.522,"K"
118.165,25,89.048,"Class2",70.044,15.371,"I",34.309,84.714,49.605,78.801,"L"
53.574,57,89.421,"Class2",55.926,11.454,"R",34.348,48.064,46.137,NA,"H"
54.465,86,24.875,"Class1",21.84,54.997,"Q",NA,18.616,98.97,40.358,"B"
64.666,63,25.859,"Class1",52.955,73.045,"T",81.871,16.885,95.91,77.895,"U"
88.595,82,89.975,"Class2",60.424,17.972,"T",22.422,34.432,40.192,70.289,"G"
40.38,54,25.852,"Class1",30.724,61.473,"G",82.51,32.16,98.993,59.472,"H"
65.642,65,17.163,"Class1",36.355,79.628,"T",NA,4.649,99.064,62.673,"X"
44.389,92,24.17,"Class1",32.735,75.939,"Q",81.826,2.671,96.444,62.356,"X"
25.407,29,89.722,"Class2",63.885,18.592,"K",32.113,43.199,39.019,83.837,"L"
34.959,50,89.454,"Class2",66.64,39.513,"I",44.189,38.514,45.255,62.225,"L"
91.981,64,20.197,"Class1",16.566,65.936,"T",82.763,20.732,97.576,54.113,"U"
22.57,29,89.988,"Class2",74.305,36.309,"C",23.243,54.116,48.115,71.636,"I"
22.484,43,89.08,"Class2",77.32,45.228,"I",38.793,34.233,50.715,67.45,"K"
61.146,55,89.892,"Class2",80.029,11.559,"C",22.538,53.719,51.18,84.642,"K"
25.715,55,89.876,"Class2",75.184,73.806,"I",31.52,61.983,47.149,56.748,"I"
70.456,56,24.303,"Class1",52.857,104.563,"P",82.869,1.72,95.284,55.594,"U"
70.038,83,25.829,"Class1",33.701,103.131,"Q",81.713,24.678,97.038,46.811,"B"
86.169,51,89.408,"Class2",73.638,37.697,"I",19.545,64.068,43.198,57.051,"K"
55.989,48,21.537,"Class1",50.953,90.943,"T",82.23,29.919,95.519,43.268,"L"
50.184,58,18.972,"Class1",19.936,80.749,"Q",82.505,37.852,98.312,59.443,"X"
37.101,82,25.875,"Class1",18.861,80.39,"P",82.661,32.38,99.196,47.192,"B"
62.459,66,23.202,"Class1",22.05,80.646,"Q",82.193,34.047,98.867,38.418,"H"
68.709,66,21.784,"Class1",39.145,83.822,"G",82.895,29.8,99.095,49.372,"U"
38.215,51,89.347,"Class2",83.951,22.259,"I",28.015,79.192,50.048,71.032,"I"
41.239,50,16.724,"Class1",44.467,67.011,"P",82.825,25.649,94.654,53.917,"H"
26.898,86,89.595,"Class2",69.457,38.9,"C",39.544,65.56,44.848,55.094,"K"
46.945,73,21.679,"Class1",18.045,68.168,"G",82.772,22.586,97.656,51.799,"B"
64.249,73,89.678,"Class2",79.221,34.608,"C",21.335,48.547,54.446,70.316,"H"
58.994,81,24.494,"Class1",27.815,61.05,"Q",NA,5.336,93.727,37.924,"U"
23.665,86,19.144,"Class1",41.042,45.835,"G",82.64,29.553,98.628,30.088,"B"
-9.652,59,24.693,"Class1",20.225,76.527,"S",81.754,26.898,97.523,66.742,"X"
46.571,52,17.838,"Class1",32.362,63.328,"S",81.293,25.685,99.344,27.19,"U"
19.53,34,89.035,"Class2",56.773,7.593,"T",30.391,85.172,47.006,58.052,"I"
40.024,68,25.079,"Class1",22.39,93.055,"T",82.389,14.51,97.747,39.818,"U"
51.18,63,20.106,"Class1",40.759,65.322,"T",81.855,14.228,98.92,67.842,"H"
65.734,40,89.33,"Class2",72.011,-0.354,"C",42.281,79.944,44.904,76.246,"K"
13.643,92,20.162,"Class1",15.038,83.897,"S",82.312,13.069,98.587,25.549,"X"
67.522,55,21.952,"Class1",24.256,65.195,"S",81.239,34.866,96.56,23.855,"H"
23.241,90,89.763,"Class2",56.125,32.886,"I",NA,63.443,41.676,71.325,"K"
66.161,64,89.239,"Class2",68.391,19.026,"I",29.021,47.103,48.133,55.733,"I"
23.847,23,89.026,"Class2",66.415,48.818,"K",31.976,75.614,47.912,73.132,"H"
20.002,90,26.366,"Class1",19.453,85.96,"P",82.369,16.952,97.849,50.109,"B"
57.214,73,89.937,"Class2",71.46,36.564,"C",29.86,91.887,48.832,62.404,"K"
62.322,83,89.005,"Class2",69.952,33.811,"I",35.195,74.62,45.925,65.713,"L"
71.98,56,89.882,"Class2",72.373,29.238,"R",41.494,44.316,39.526,65.02,"I"
47.152,63,19.473,"Class1",24.05,91.658,"G",82.921,10.479,96.761,70.55,"H"
56.012,58,17.648,"Class1",38.138,76.65,"S",81.978,10.35,98.248,73.665,"U"
18.526,55,19.476,"Class1",51.035,77.597,"Q",81.464,12.482,97.007,68.743,"U"
52.387,20,89.995,"Class2",65.86,43.235,"R",31.564,58.891,46.909,56.033,"G"
50.764,54,17.411,"Class1",19.057,76.634,"G",82.647,33.324,96.904,57.035,"U"
37.653,81,22.08,"Class1",47.883,75.835,"Q",81.353,36.15,97.958,69.068,"L"
25.327,71,89.543,"Class2",55.266,25.242,"T",45.212,92.639,47.823,85.735,"K"
43.268,28,89.417,"Class2",82.31,41.972,"R",30.394,58.645,45.723,NA,"H"
13.306,19,89.344,"Class2",76.334,30.048,"I",37.346,72.958,51.27,63.831,"G"
26.711,53,17.454,"Class1",48.139,86.366,"P",82.37,11.352,95.04,27.543,"H"
27.768,22,89.437,"Class2",76.102,33.071,"C",27.505,47.368,48.067,90.752,"L"
21.881,64,89.797,"Class2",73.893,-24.98,"K",28.843,57.176,49.594,71.956,"L"
40.296,46,89.179,"Class2",65.059,50.577,"C",45.251,39.175,44.217,85.712,"K"
10.927,89,19.721,"Class1",15.631,92.477,"G",81.719,3.341,96.199,27.053,"H"
67.998,51,89.349,"Class2",76.418,28.422,"I",48.019,76.393,42.608,77.842,"I"
53.236,86,89.762,"Class2",80.922,41.935,"I",19.836,67.238,49.323,93.545,"G"
55.819,64,17.758,"Class1",28.685,74.225,"T",81.633,32.777,99.112,42.603,"U"
48.713,90,26.094,"Class1",42.183,59.694,"P",81.477,10.04,99.815,48.42,"B"
32.374,49,15.197,"Class1",21.567,66.921,"P",81.351,20.045,98.316,25.188,"B"
43.034,23,89.602,"Class2",79.535,47.979,"K",25.998,82.506,61.509,68.787,"G"
55.946,81,15.429,"Class1",31.162,92.655,"Q",81.254,12.234,98.266,34.849,"L"
53.781,31,89.672,"Class2",85.577,6.61,"R",43.028,73.109,45.188,NA,"I"
26.744,79,18.097,"Class1",39.194,83.587,"G",81.023,31.261,97.926,49.124,"X"
23.538,74,89.52,"Class2",77.785,33.167,"R",42.578,75.101,52.094,78.255,"L"
36.152,60,89.568,"Class2",82.768,69.118,"T",37.383,80.2,36.217,59.893,"I"
43.691,37,89.346,"Class2",68.869,30.08,"K",37.231,61.409,36.844,91.384,"K"
73.242,88,16.058,"Class1",19.018,104.784,"Q",82.553,25.861,98.191,30.96,"X"
13.525,73,16.019,"Class1",52.289,89.636,"T",81.192,13.808,96.304,14.161,"X"
40.696,78,23.621,"Class1",48.643,86.192,"G",82.528,20.767,97.718,40.804,"H"
37.669,64,27.061,"Class1",22.305,74.483,"T",82.7,11.973,97.41,NA,"L"
57.026,46,89.687,"Class2",61.902,58.04,"K",21.07,68.237,45.292,57.082,"K"
24.279,65,25.42,"Class1",10.671,92.293,"P",81.133,17.921,96.623,10.513,"H"
59.432,86,25.81,"Class1",47.102,73.876,"P",81.254,22.783,99.082,45.386,"X"
46.592,83,89.446,"Class2",79.194,40.156,"K",38.637,54.704,45.49,84.437,"G"
46.133,54,89.733,"Class2",82.564,20.853,"T",49.721,68.127,34.426,93.161,"I"
40.594,86,89.358,"Class2",67.643,22.469,"K",27.936,42.203,41.654,71.033,"I"
52.551,75,28.37,"Class1",42.656,73.19,"G",81.48,2.496,98.674,75.413,"L"
43.571,27,89.106,"Class2",82.574,23.568,"C",41.619,40.221,47.809,NA,"K"
68.362,57,28.058,"Class1",51.536,83.111,"G",NA,4.014,97.086,45.489,"U"
35.359,60,18.86,"Class1",49.544,85.858,"T",81.89,20.085,95.184,32.962,"X"
41.939,90,89.74,"Class2",82.047,54.197,"T",31.51,68.94,44.769,57.217,"G"
51.631,82,89.713,"Class2",72.929,43.991,"T",26.84,48.136,40.477,83.491,"L"
41.356,53,89.967,"Class2",78.514,47.01,"K",45.052,29.171,47.056,NA,"H"
76.279,91,89.769,"Class2",79.261,43.991,"C",45.096,58.674,42.769,72.398,"K"
41.149,90,19.473,"Class1",30.199,98.032,"T",82.445,21.848,95.093,39.025,"H"
35.544,79,24.475,"Class1",20.19,81.163,"G",81.168,3.006,97.885,37.507,"L"
54.172,48,89.978,"Class2",73.168,26.563,"K",23.114,78.366,54.583,64.896,"H"
2.949,91,18.439,"Class1",44.983,81.599,"S",82.671,19.646,99.65,26.264,"B"
79.956,82,89.622,"Class2",70.498,44.891,"T",48.732,89.545,44.987,110.597,"H"
31.148,44,89.222,"Class2",65.786,36.89,"K",50.691,82.287,47.758,94.245,"I"
71.77,49,89.766,"Class2",71.096,42.603,"R",26.849,59.708,44.1,66.971,"H"
54.547,27,89.561,"Class2",72.284,25.11,"C",36.117,52.49,44.839,87.026,"L"
73.233,71,17.58,"Class1",35.026,49.402,"Q",81.419,26.164,97.407,50.103,"U"
57.718,81,89.425,"Class2",76.516,63.475,"C",46.38,90.6,45.399,59.948,"H"
83.932,85,20.143,"Class1",20.133,101.103,"Q",NA,4.729,97.134,46.049,"L"
18.857,32,89.735,"Class2",72.562,37.042,"R",22.065,57.774,41.666,83.679,"K"
25.239,63,27.933,"Class1",24.683,68.705,"S",81.773,6.024,99.152,59.911,"H"
35.642,27,89.453,"Class2",70.538,53.91,"R",39.472,86.28,41.273,93.164,"L"
44.576,87,89.266,"Class2",66.884,10.693,"T",23.815,79.807,46.698,89.271,"I"
42.007,84,89.017,"Class2",78.046,6.753,"R",33.715,42.802,46.75,67.451,"G"
49.012,64,18.404,"Class1",19.726,80.827,"Q",81.869,33.997,97.139,50.955,"U"
49.892,65,89.871,"Class2",78.085,50.583,"R",44.212,67.881,44.367,75.461,"I"
48.482,78,26.446,"Class1",22.426,74.722,"S",82.444,17.744,96.621,64.907,"X"
37.671,88,27.206,"Class1",47.322,79.8,"P",81.368,31.307,98.953,46.127,"B"
68.64,83,27.388,"Class1",22.345,63.936,"T",81.639,13.076,97.22,47.533,"X"
51.451,87,89.346,"Class2",74.1,41.932,"I",38.758,55.356,48.464,88.834,"H"
25.286,50,28.513,"Class1",32.819,60.942,"P",81.43,24.797,99.593,52.321,"H"
89.016,69,89.746,"Class2",75.154,25.011,"K",30.078,41.167,46.622,97.74,"K"
56.504,46,89.971,"Class2",64.905,49.96,"T",36.867,82.131,44.513,71.23,"I"
0.896,68,89.543,"Class2",72.927,38.768,"T",32.602,60.765,57.965,84.275,"G"
42.623,20,89.667,"Class2",85.393,32.592,"T",47.784,63.575,53.713,58.864,"K"
41.088,83,89.127,"Class2",78.257,53.32,"I",19.142,84.606,50.782,85.769,"H"
71.034,67,22.697,"Class1",52.877,73.996,"P",82.874,7.816,97.556,87.303,"L"
83.536,78,89.23,"Class2",81.021,37.569,"R",NA,37.92,44.408,61.424,"I"
8.351,87,26.41,"Class1",53.844,47.944,"Q",82.712,13.624,99.445,32.329,"L"
60.094,49,89.425,"Class2",79.473,45.188,"I",47.694,51.116,41.904,82.783,"G"
38.531,76,89.114,"Class2",75.052,23.725,"C",26.427,44.092,43.184,63.042,"H"
76.752,58,26.266,"Class1",41.603,45.581,"G",82.626,32.385,98.364,25.671,"U"
72.312,48,89.069,"Class2",78.51,33.286,"R",25.344,93.81,48.025,68.581,"L"
79.108,38,89.013,"Class2",70.155,74.475,"T",25.943,28.692,43.292,61.874,"H"
65.497,54,89.489,"Class2",63.594,19.543,"C",44.08,26.474,38.881,80.286,"L"
15.572,23,89.555,"Class2",55.054,30.532,"R",35.996,89.015,46.57,47.249,"K"
63.678,81,17.224,"Class1",49.899,74.215,"G",82.362,16.852,98.338,18.369,"X"
39.899,70,89.734,"Class2",64.414,52.519,"R",18.487,41.605,52.41,88.643,"K"
-0.073,92,23.445,"Class1",19.881,107.862,"T",81.156,16.808,95.971,72.007,"H"
73.521,78,25.839,"Class1",20.307,97.869,"Q",82.054,10.496,99.285,27.804,"X"
41.027,85,24.647,"Class1",50.916,86.022,"Q",82.157,7.922,97.792,61.049,"X"
41.135,81,16.648,"Class1",20.023,41.795,"G",82.639,14.13,98.463,25.795,"U"
43.952,81,19.219,"Class1",15.94,72.888,"Q",82.862,25.963,99.609,50.658,"L"
17.583,71,15.312,"Class1",11.477,75.969,"P",82.121,15.691,96.731,48.832,"U"
31.278,61,89.277,"Class2",64.362,32.243,"I",NA,40.649,45.076,70.402,"L"
78.063,73,24.918,"Class1",32.461,101.049,"T",82.297,9.915,99.212,34.549,"U"
27.066,68,21.467,"Class1",28.787,77.955,"Q",81.386,1.025,98.66,35.559,"L"
45.895,54,89.107,"Class2",56.517,35.549,"K",34.522,50.033,44.093,62.309,"I"
67.73,41,89.523,"Class2",76.625,71.196,"C",19.723,73.772,54.543,69.62,"K"
31.537,53,21.76,"Class1",30.264,65.102,"T",81.068,9.488,98.294,10.912,"H"
29.709,74,25.229,"Class1",41.622,92.732,"Q",82.062,7.817,99.414,35.945,"L"
60.425,87,17.074,"Class1",44.322,78.028,"G",81.893,35.772,95.287,43.319,"U"
45.483,74,16.961,"Class1",48.258,78.944,"P",81.334,6.811,97.16,46.153,"H"
37.27,38,89.972,"Class2",58.316,40.951,"C",19.513,78.143,44.204,76,"I"
56.784,65,19.233,"Class1",30.309,81.915,"G",82.591,30.156,98.445,79.746,"U"
26.189,55,16.926,"Class1",34.02,89.669,"T",81.318,18.576,97.47,61.351,"U"
16.584,55,26.696,"Class1",12.32,71.334,"T",81.256,33.818,96.664,29.544,"U"
51.137,67,20.635,"Class1",13.856,85.94,"T",82.672,7.251,97.986,62.526,"U"
22.212,88,21.705,"Class1",38.682,74.356,"Q",82.417,9.189,97.919,55.063,"L"
52.305,60,17.418,"Class1",49.127,73.486,"P",82.391,29.194,97.077,31.646,"H"
44.74,89,15.371,"Class1",53.815,89.267,"T",81.616,21.022,95.69,45.606,"L"
43.842,66,27.619,"Class1",27.805,65.382,"P",82.558,12.461,98.614,46.093,"H"
46.63,32,89.85,"Class2",82.329,35.134,"T",22.876,82.44,52.259,75.879,"H"
34.251,21,89.706,"Class2",77.123,29.458,"T",38.004,59.61,56.385,62.084,"K"
64.987,67,17.737,"Class1",50.692,81.646,"S",NA,29.215,97.337,53.167,"L"
47.364,48,89.186,"Class2",68.009,30.835,"I",18.136,52.914,44.468,NA,"I"
78.006,69,22.344,"Class1",26.738,94.482,"G",82.617,34.273,96.494,39.022,"U"
41.015,88,24.602,"Class1",43.867,99.207,"P",81.164,26.852,98.363,70.705,"U"
79.543,52,18.894,"Class1",28.679,76.926,"G",81.759,15.41,97.813,61.007,"H"
36.831,64,89.253,"Class2",75.765,50.363,"T",39.24,31.305,47.337,69.996,"I"
-3.361,27,89.32,"Class2",79.504,29.28,"K",32.43,88.548,38.957,84.549,"K"
18.043,74,89.439,"Class2",73.77,29.066,"K",18.789,53.944,45.677,85.602,"G"
8.24,91,19.067,"Class1",47.275,76.641,"P",81.73,34.822,98.145,35.66,"L"
88.81,53,21.699,"Class1",34.798,85.751,"P",81.923,22.927,99.68,20.301,"B"
54.244,58,15.839,"Class1",12.326,73.105,"S",NA,2.149,97.606,40.747,"H"
32.779,83,89.62,"Class2",63.608,27.724,"K",27.316,43.902,37.049,71.273,"I"
29.46,36,89.094,"Class2",56.119,18.978,"C",34.532,28.986,44.566,79.582,"K"
27.872,30,89.376,"Class2",74.471,15.004,"R",21.737,39.645,45.591,92.568,"L"
56.592,54,20.8,"Class1",40.298,98.901,"Q",82.078,25.151,96.236,57.95,"U"
46.889,59,89.105,"Class2",75.17,-9.153,"T",45.112,90.471,49.654,79.403,"K"
61.234,51,21.489,"Class1",45.604,57.586,"Q",81.163,29.462,97.972,57.218,"H"
10.221,61,89.284,"Class2",64.59,37.86,"K",21.65,74.722,46.665,65.255,"K"
38.377,74,26.515,"Class1",46.573,69.026,"G",82.221,1.726,97.575,48.498,"U"
55.146,85,20.029,"Class1",11.504,89.676,"P",81.339,3.551,98.364,74.082,"U"
48.387,77,17.222,"Class1",49.08,81.741,"T",81.446,36.661,98.509,31.487,"H"
38.043,86,89.158,"Class2",72.014,5.491,"R",NA,67.832,47.663,80.723,"I"
81.149,65,17.764,"Class1",14.597,84.692,"G",81.732,22.855,97.462,61.156,"X"
66.494,74,16.379,"Class1",19.751,88.175,"Q",NA,19.679,98.045,41.212,"H"
71.024,57,26.291,"Class1",43.871,75.292,"S",82.997,36.611,97.493,43.589,"B"
40.16,49,19.894,"Class1",52.523,76.848,"S",81.084,12.308,97.18,47.335,"H"
37.934,66,22.317,"Class1",37.02,69.418,"S",81.843,20.993,94.792,42.412,"L"
47.323,46,89.175,"Class2",62.769,35.374,"I",26.579,88.119,43.495,66.893,"G"
47.015,76,17.347,"Class1",41.461,97.61,"S",81.872,3.407,99.238,56.778,"B"
75.419,77,89.147,"Class2",80.109,24.332,"C",40.612,85.819,37.785,76.38,"L"
49.468,58,27.332,"Class1",29.013,49.246,"P",81.7,31.258,99.041,42.669,"L"
49.02,37,89.192,"Class2",59.822,76.952,"R",26.1,49.324,45.736,85.074,"K"
52.95,37,89.497,"Class2",77.924,49.667,"T",35.255,32.298,44.873,65.53,"K"
39.474,61,89.726,"Class2",78.706,10.003,"T",35.267,62.015,46.693,82.252,"G"
58.796,50,16.817,"Class1",50.045,59.64,"S",81.005,26.68,95.454,NA,"B"
34.619,89,89.432,"Class2",61.829,55.786,"I",34.036,73.661,42.081,60.976,"I"
35.084,78,89.992,"Class2",70.264,17.286,"C",NA,48.33,38.698,65.104,"H"
47.324,27,89.257,"Class2",77.247,29.739,"T",28.693,52.951,46.831,68.119,"I"
60.404,71,23.235,"Class1",10.975,53.875,"Q",81.406,7.775,96.318,41.542,"H"
78.885,83,25.081,"Class1",29.958,79.011,"T",82.179,29.492,95.812,42.613,"H"
43.234,88,28.539,"Class1",19.27,64.654,"G",82.029,13.325,99.57,49.556,"U"
78.556,28,89.04,"Class2",61.746,51.851,"K",43.577,76.134,48.123,76.966,"G"
36.474,73,22.734,"Class1",19.585,70.823,"P",81.87,34.458,100.054,35.176,"U"
47.757,58,26.397,"Class1",20.941,68.479,"Q",82.348,10.144,97.364,47.697,"U"
75.689,48,28.734,"Class1",50.443,83.8,"P",82.237,30.524,97.354,37.385,"X"
73.016,47,89.105,"Class2",62.956,8.654,"R",26.664,40.583,46.385,90.489,"H"
49.462,71,19.375,"Class1",14.269,101.392,"G",82.135,31.151,98.249,19.038,"B"
70.206,81,23.859,"Class1",54.83,68.717,"P",81.302,1.554,99.052,48.809,"H"
24.632,91,22.802,"Class1",23.46,83.472,"Q",81.97,27.629,97.471,31.144,"B"
62.193,60,89.029,"Class2",80.794,43.092,"C",38.315,89.603,46.087,82.737,"H"
28.819,80,89.217,"Class2",70.823,16.043,"R",38.99,54.267,49.326,95.465,"G"
31.894,53,25.126,"Class1",30.137,80.863,"S",81.263,2.586,95.457,58.075,"L"
27.746,58,89.429,"Class2",71.68,25.786,"R",18.607,28.208,45.882,86.21,"I"
20.559,65,89.041,"Class2",59.876,20.169,"I",27.321,33.413,32.45,66.025,"G"
75.007,32,89.421,"Class2",59.558,38.539,"C",19.316,87.622,46.516,78.227,"G"
73.125,81,89.428,"Class2",67.474,44.48,"T",29.2,47.043,39.386,62.72,"K"
33.306,72,89.789,"Class2",73.831,32.734,"R",21.176,62.832,53.948,65.288,"H"
61.468,58,24.213,"Class1",51.103,86.952,"Q",82.727,2.584,96.704,53.733,"U"
13.687,81,89.461,"Class2",69.101,30.68,"T",30.749,41.262,44.065,88.046,"L"
-2.845,71,16.059,"Class1",14.473,75.305,"G",81.062,3.119,98.36,23.553,"X"
40.351,74,28.749,"Class1",25.281,54.211,"G",81.249,8.103,100.066,39.179,"B"
45.88,89,18.583,"Class1",29.346,75.985,"S",82.056,27.886,97.674,21.873,"H"
66.03,38,89.212,"Class2",56.826,34.191,"T",27.932,89.434,43.606,64.05,"G"
55.435,63,28.112,"Class1",20.906,76.471,"S",82.773,35.858,98.365,66.422,"H"
41.035,80,21.989,"Class1",38.928,88.362,"P",82.341,18.104,97.647,54.291,"H"
25.436,80,15.813,"Class1",29.857,88.737,"T",82.859,13.231,99.257,34.738,"X"
50.411,23,89.839,"Class2",80.645,51.121,"R",46.594,65.691,49.974,64.725,"G"
12.899,82,89.376,"Class2",62.473,27.367,"T",43.433,77.254,50.638,67.234,"K"
17.268,72,89.473,"Class2",85.039,33.515,"I",20.618,35.38,48.436,70.436,"I"
26.858,89,28.699,"Class1",46.999,85.816,"S",NA,18.139,96.863,42.544,"L"
58.788,89,89.293,"Class2",58.121,42.823,"C",30.591,32.021,48.498,NA,"K"
77.349,79,28.781,"Class1",13.758,113.369,"G",81.84,20.667,99.882,50.234,"B"
15.129,87,89.426,"Class2",71.885,37.617,"T",41.368,88.102,54.274,82.543,"L"
44.239,48,18.984,"Class1",32.281,59.892,"G",82.244,12.071,95.589,16.595,"X"
43.91,68,28.566,"Class1",41.491,72.898,"G",81.775,29.242,99.434,54.681,"L"
56.394,57,24.546,"Class1",49.372,71.98,"G",82.452,16.362,98.57,50.237,"H"
70.718,83,28.219,"Class1",43.431,67.408,"S",82.883,14.416,97.063,67.779,"L"
73.431,63,16.515,"Class1",54.283,74.285,"G",81.385,11.22,98.619,80.255,"X"
111.356,67,89.765,"Class2",65.393,31.245,"I",23.654,55.552,43.23,70.875,"L"
99.39,24,89.574,"Class2",70.996,31.839,"R",26.839,42.374,48.263,46.974,"H"
61.477,41,89.045,"Class2",74.815,32.853,"I",42.043,85.234,46.524,76.477,"K"
20.073,71,89.101,"Class2",80.977,24.455,"C",47.674,69.127,42.399,64.386,"I"
51.185,73,19.73,"Class1",52.573,83.69,"T",81.456,11.59,98.996,48.45,"B"
32.537,38,89.655,"Class2",79.061,46.45,"I",44.037,80.174,44.238,83.85,"G"
78.511,69,19.222,"Class1",44.949,55.304,"G",81.879,24.506,99.045,48.198,"U"
58.963,67,17.107,"Class1",22.081,81.654,"P",81.552,29.241,100.503,26.185,"B"
57.497,88,89.248,"Class2",82.288,42.668,"C",19.385,21.747,36.909,73.256,"I"
49.892,52,16.992,"Class1",18.276,90.487,"T",NA,12.33,99.479,37.612,"L"
25.001,80,89.593,"Class2",75.681,15.462,"I",49.378,57.448,46.802,65.995,"G"
55.059,86,18.27,"Class1",40.381,62.329,"P",81.522,2.088,97.986,24.161,"X"
49.897,26,89.013,"Class2",67.861,5.916,"C",46.415,45.622,32.277,84.839,"I"
5.575,64,89.71,"Class2",56.395,57.54,"R",41.399,88.15,56.241,45.87,"G"
44.501,58,27.122,"Class1",40.443,88.674,"P",81.841,16.129,99.352,31.872,"X"
91.097,19,89.976,"Class2",56.257,37.375,"R",46.672,61.339,51.751,57.668,"H"
10.613,42,89.693,"Class2",69.208,29.783,"I",42.005,28.743,47.911,79.45,"I"
35.98,82,27.61,"Class1",42.459,94.382,"S",82.48,19.124,102.346,49.843,"B"
43.01,80,17.333,"Class1",46.018,80.372,"T",81.852,29.772,97.305,63.485,"X"
66.371,84,19.206,"Class1",26.593,64.241,"S",81.427,2.897,97.152,57.166,"B"
23.175,74,16.022,"Class1",13.213,63.583,"S",81.611,6.835,97.857,35.244,"X"
68.838,55,27.862,"Class1",27.924,86.17,"S",82.933,14.443,97.207,51.227,"L"
47.964,54,89.984,"Class2",83.302,52.562,"C",31.095,62.03,51.832,52.446,"K"
60.99,72,89.115,"Class2",73.02,58.466,"C",50.334,75.436,48.737,92.569,"G"
60.136,74,89.38,"Class2",61.145,14.573,"K",31.191,85.161,49.518,76.311,"L"
