"BVS1","XTI2","XHW3","Output11","WVJ4","XOA5","YHF6","RJF7","MQK8","XUZ9","ZRW10"
27.585,55.673,18,"Class1",43.98,37.836,2.903,72.746,23.286,"D",12
29.38,42.199,8,"Class1",51,25.123,33.016,79.938,15.284,"O",22
63.291,54.713,21,"Class2",37.639,92.655,11.336,36.007,51.028,"J",16
63.877,91.157,13,"Class2",45.763,53.618,56.476,47.946,42.733,"V",11
38.89,58.119,29,"Class1",32.736,21.799,14.673,83.824,30.595,"J",25
62.099,93.608,17,"Class2",59.461,87.76,32.928,36.518,59.2,"F",57
31.121,61.227,19,"Class1",20.969,38.831,35.81,72.331,21.603,"N",17
63.893,97.389,19,"Class2",52.74,58.6,4.449,31.474,62.07,"V",14
23.351,66.653,24,"Class1",70.077,27.273,38.721,68.742,28.894,"O",22
62.938,76.886,27,"Class2",27.254,65.407,35.489,30.042,60.331,"Z",40
64.133,NA,11,"Class2",36.202,51.054,68.21,25.782,42.063,"V",30
29.142,44.641,20,"Class1",-7.956,23.528,6.935,79.486,23.093,"N",20
62.262,99.737,22,"Class2",31.243,62.242,58.228,44.983,62.575,"J",39
63.199,65.16,19,"Class2",29.186,83.356,13.394,47.681,58.961,"F",19
48.586,60.917,6,"Class1",84.102,32.304,14.187,82.637,27.564,"N",14
40.216,55.548,29,"Class1",47.427,15.463,22.692,87.81,17.674,"D",23
63.623,46.96,26,"Class2",66.047,70.915,43.757,43.761,61.357,"V",51
33.072,46.363,18,"Class1",51.436,40.463,34.228,61.436,23.789,"J",17
28.706,47.596,12,"Class1",22.806,45.358,3.249,77.912,25.911,"O",10
62.656,62.203,25,"Class2",40.724,89.338,25.308,39.302,55.709,"F",28
40.495,64.403,7,"Class1",43.681,34.207,20.572,89.638,27.453,"O",10
25.585,38.985,19,"Class1",43.744,41.492,28.657,72.715,33.419,"D",18
38.072,45.532,28,"Class1",74.644,28.503,37.202,67.949,26.375,"J",23
27.714,42.626,17,"Class1",68.027,18.126,37.881,95.877,18.859,"J",11
35.227,NA,14,"Class1",NA,43.974,24.468,72.92,23.898,"A",19
63.327,52.375,14,"Class2",49.238,69.642,50.422,32.485,47.861,"K",7
64.327,59.364,22,"Class2",57.274,64.081,33.596,37.185,62.766,"F",49
62.104,NA,19,"Class2",42.99,74.586,11.907,29.043,48.916,"K",35
44.995,53.92,11,"Class1",45.79,26.657,3.374,83.464,22.628,"N",19
39.273,37.591,20,"Class1",81.314,41.241,7.753,82.987,29.699,"O",24
62.212,65.805,27,"Class2",NA,76.218,20.686,22.255,61.23,"Z",7
62.788,69.327,16,"Class2",60.682,64.411,31.599,44.088,44.101,"Z",13
26.888,62.972,31,"Class1",54.591,40.579,40.105,82.385,33.367,"A",19
63.238,49.749,27,"Class2",44.541,80.679,64.105,26.632,49.504,"K",48
62.805,66.836,23,"Class2",39.838,83.42,65.875,34.041,55.1,"F",47
62.634,51.15,26,"Class2",43.148,54.295,65.129,44.945,49.887,"V",49
63.148,94.915,22,"Class2",53.407,82.967,6.658,34.088,55.027,"Z",35
63.811,47.519,15,"Class2",46.526,70.645,69.409,52.814,44.618,"K",40
63.658,67.995,26,"Class2",48.965,70.579,61.472,43.192,53.662,"F",32
40.043,47.342,28,"Class1",59.857,15.56,30.108,77.471,23.971,"J",16
39.509,62.724,26,"Class1",67.564,31.566,12.915,95.502,32.067,"O",17
63.01,49.15,25,"Class2",62.978,62.687,51.529,29.325,60.113,"J",33
35.878,59.681,31,"Class1",46.742,19.838,44.344,84.221,20.265,"N",13
62.461,50.081,23,"Class2",9.622,60.94,69.248,24.081,50.804,"J",50
62.966,55.301,22,"Class2",40.838,81.149,53.27,35.44,61.887,"J",10
62.204,52.596,27,"Class2",16.478,79.037,17.411,29.617,64.29,"K",54
62.399,72.953,13,"Class2",44.589,71.501,63.834,42.476,53.285,"V",13
36.644,42.597,20,"Class1",54.414,31.241,16.69,80.978,21.589,"O",24
15.082,64.544,15,"Class1",14.547,40.389,14.29,77.837,28.748,"D",10
61.667,60.052,18,"Class2",39.982,51.579,47.005,29.962,62.168,"V",14
40.121,63.861,19,"Class1",31.107,24.137,23.722,88.677,26.94,"O",24
33.866,64.949,13,"Class1",39.364,47.374,22.08,75.001,26.97,"O",12
41.142,56.342,5,"Class1",55.859,28.589,41.927,91.442,21.403,"J",16
62.788,64.107,22,"Class2",25.46,38.116,21.976,21.985,56.054,"J",34
31.333,42.507,28,"Class1",48.206,17.004,41.765,80.678,22.086,"J",16
62.63,89.656,18,"Class2",28.284,90.882,68.817,13.06,61.753,"J",55
39.562,59.727,25,"Class1",14.145,38.739,6.526,51.516,29.438,"J",21
62.85,54.26,11,"Class2",54.738,54.282,35.091,54.526,51.501,"K",48
62.578,53.499,21,"Class2",50.057,54.719,53.586,41.888,61.999,"Z",35
63.968,67.305,25,"Class2",43.438,70.477,33.441,36.528,59.226,"K",27
29.497,43.374,29,"Class1",30.883,36.576,45.927,75.583,27.595,"D",25
63.959,77.992,28,"Class2",44.376,53.588,16.138,46.289,53.235,"K",23
63.318,77.26,25,"Class2",45.304,88.791,29.888,41.345,49.407,"J",11
62.761,46.064,13,"Class2",57.317,71.81,34.412,28.898,46.966,"J",9
25.969,47.899,16,"Class1",57.157,25.679,41.326,79.46,17.514,"D",9
64.215,75.102,25,"Class2",34.868,76.234,41.914,37.465,54.614,"F",30
62.142,76.436,24,"Class2",45.642,57.575,24.111,22.036,62.927,"K",52
63.139,68.769,21,"Class2",47.665,114.425,55.946,15.139,44.207,"V",14
62.07,73.115,25,"Class2",46.946,66.629,69.516,47.086,62.459,"F",14
30.118,38.357,25,"Class1",87.147,36.359,40.717,82.054,15.71,"O",16
21.548,39.862,20,"Class1",40.839,42.538,30.558,71.721,27.241,"O",22
37.899,50.036,22,"Class1",39.351,46.243,19.706,81.571,23.599,"O",13
22.598,64.571,21,"Class1",32.656,19.052,17.664,74.005,32.216,"N",14
39.552,41.995,30,"Class1",24.744,40.68,45.944,69.396,24.183,"O",17
63.693,94.341,11,"Class2",36.309,86.339,24.117,9.681,52.018,"J",34
62.726,79.414,11,"Class2",68.594,92.565,43.212,34.218,61.707,"Z",28
22.024,38.791,16,"Class1",50.34,26.327,23.279,79.454,23.7,"O",24
65.368,62.432,12,"Class2",61.938,31.141,6.286,30.04,43.814,"V",14
63.306,94.612,26,"Class2",27.799,46.267,21.486,57.752,47.891,"V",48
62.483,50.53,23,"Class2",43.535,64.082,70.377,17.776,43.868,"K",40
26.413,58.709,6,"Class1",61.193,37.876,10.803,77.853,24.021,"D",25
61.15,94.382,16,"Class2",23.203,85.202,4.861,53.093,43.992,"K",57
63.164,52.065,14,"Class2",59.022,66.834,70.228,45.821,59.245,"V",10
33.875,66.124,20,"Class1",66.024,20.596,25.448,77.525,26.563,"J",9
63.54,94.424,13,"Class2",NA,79.614,40.027,37.959,43.209,"Z",43
46.358,NA,22,"Class1",67.917,36.612,44.953,80.372,15.507,"O",24
63.526,98.469,24,"Class2",26.157,42.8,57.873,2.97,55.804,"V",55
28.285,38.833,11,"Class1",62.064,37.92,37.809,82.687,17.482,"N",13
62.997,51.908,28,"Class2",47.855,74.259,14.978,24.416,47.118,"F",17
62.302,73.643,20,"Class2",57.493,64.301,28.134,26.29,57.022,"J",34
63.457,72.732,22,"Class2",67.793,77.71,35.845,43.894,48.001,"K",37
62.272,72.611,11,"Class2",50.667,77.257,60.924,1.685,58.864,"Z",7
63.96,47.036,15,"Class2",35.521,94.257,31.891,41.721,51.258,"Z",30
63.594,60.004,26,"Class2",35.767,60.651,53.547,37.255,62.548,"F",16
62.718,61.549,20,"Class2",30.372,84.193,16.694,18.185,62.416,"J",53
25.182,60.508,17,"Class1",25.048,43.231,23.308,76.059,30.725,"A",18
63.459,92.528,23,"Class2",35.463,86.024,15.83,33.61,56.405,"F",31
63.512,69.051,18,"Class2",33.044,97.17,6.822,25.144,60.462,"K",45
36.825,44.386,17,"Class1",47.93,16.082,9.587,84.373,26.291,"D",19
19.591,38.469,9,"Class1",26.371,25.537,39.279,84.078,31.748,"A",20
63.271,61.252,14,"Class2",48.106,72.595,16.44,16.393,48.768,"Z",49
63.216,78.524,16,"Class2",53.855,74.857,49.712,48.581,52.317,"Z",21
31.723,57.717,6,"Class1",3.314,41.979,5.411,92.533,25.959,"O",21
29.1,43.851,17,"Class1",62.163,23.84,20.399,78.342,25.543,"N",24
63.423,92.47,25,"Class2",32.233,59.84,63.636,18.323,60.554,"K",43
33.736,49.234,11,"Class1",-0.426,29.753,33.758,79.107,28.25,"J",16
63.019,90.721,24,"Class2",48.18,77.544,60.572,22.615,51.646,"K",16
33.969,52.375,18,"Class1",54.564,26.928,13.581,77.097,26.06,"J",16
39.912,59.243,10,"Class1",39.317,35.612,5.675,76.435,17.582,"N",15
33.22,41.324,13,"Class1",51.731,37.832,37.498,66.185,30.308,"D",23
29.066,46.569,30,"Class1",23.269,52.76,13.771,80.17,20.394,"D",16
62.797,76.524,20,"Class2",35.866,77.588,44.376,14.127,57.074,"V",43
62.639,73.476,11,"Class2",40.901,91.925,55.153,35.777,50.163,"J",18
62.501,46.09,15,"Class2",65.686,86.161,19.028,18.65,45.628,"Z",14
27.097,53.169,14,"Class1",57.221,41.859,2.137,96.78,32.907,"J",25
61.976,81.404,13,"Class2",42.859,71.092,15.191,25.752,47.782,"V",22
33.43,NA,22,"Class1",64.931,21.609,14.477,72.665,31.898,"J",15
17.721,42.544,24,"Class1",50.492,30.845,28.955,85.865,26.746,"O",23
20.467,65.854,23,"Class1",74.285,39.77,15.53,71.503,24.413,"J",18
63.647,96.564,22,"Class2",45.139,80.937,70.432,33.211,54.79,"F",26
61.873,50.378,17,"Class2",NA,84.309,61.831,44.428,51.217,"K",55
35.163,44.452,22,"Class1",76.822,47.13,27.265,81.348,27.499,"D",9
36.233,51.144,14,"Class1",54.183,33.395,36.21,74.885,24.471,"N",24
63.02,60.993,21,"Class2",39.548,74.98,28.729,31.477,62.187,"F",28
37.414,62.704,23,"Class1",44.077,52.871,3.786,80.04,15.996,"D",25
22.459,66.41,30,"Class1",51.203,28.197,13.415,93.758,19.659,"J",11
37.52,62.354,28,"Class1",61.299,42.373,44.276,83.667,31.265,"O",12
63.233,82.364,16,"Class2",70.726,92.232,55.239,31.455,51.415,"V",26
40.556,58.393,28,"Class1",35.717,25.097,34.794,90.261,24.785,"A",12
19.598,46.029,31,"Class1",68.815,14.476,35.617,83.757,18.654,"N",22
63.115,63.537,13,"Class2",51.045,96.714,46.54,41.876,55.701,"F",13
62.906,70.341,16,"Class2",NA,71.203,32.093,27.362,58.859,"V",44
27.083,45.993,20,"Class1",50.402,26.739,18.934,80.515,21.925,"N",17
46.993,42.242,10,"Class1",73.899,28.029,3.905,78.018,23.349,"D",20
62.565,86.188,11,"Class2",55.316,44.451,36.377,9.216,58.001,"Z",12
62.594,61.552,13,"Class2",35.437,74.928,67.133,17.342,62.179,"K",8
27.155,58.298,23,"Class1",44.343,34.681,2.307,88.224,15.332,"O",20
64.452,73.091,12,"Class2",58.603,80.53,24.887,11.326,46.206,"Z",47
27.7,NA,24,"Class1",66.818,3.853,27.896,75.895,23.889,"J",10
63.521,74.535,22,"Class2",39.999,76.993,60.233,59.891,51.65,"K",23
19.045,55.065,31,"Class1",50.179,35.5,2.215,84.975,30.37,"N",19
62.54,91.492,15,"Class2",36.422,62.402,10.791,34.087,61.765,"J",45
46.014,51.208,18,"Class1",55.92,28.436,28.368,87.7,34.76,"N",13
39.083,50.147,9,"Class1",45.533,43.839,16.37,86.956,17.972,"N",13
30.561,49.72,13,"Class1",48.494,28.315,2.21,91.288,15.82,"D",17
63.383,61.698,25,"Class2",63.474,35.612,62.961,15.547,60.422,"V",7
64.459,NA,23,"Class2",39.096,91.275,39.318,22.713,61.179,"J",33
63.275,99.82,24,"Class2",27.125,58.257,19.469,29.527,57.074,"Z",49
62.101,96.517,23,"Class2",71.515,57.26,4.754,45.77,49.291,"J",19
64.119,48.463,19,"Class2",54.889,65.348,6.449,14.879,47.133,"Z",29
63.526,50.057,18,"Class2",26.331,75.057,54.423,59,47.976,"Z",32
32.126,39.826,7,"Class1",57.943,19.73,39.281,74.697,16.87,"N",9
63.384,70.559,18,"Class2",42.21,95.201,68.299,48.505,49.164,"Z",39
63.473,88.734,18,"Class2",24.326,85.284,16.801,48.329,53.52,"K",38
41.809,48.409,21,"Class1",74.919,13.81,38.382,77.976,28.161,"D",23
62.081,67.083,20,"Class2",38.143,59.98,67.724,27.722,63.516,"K",48
61.82,NA,23,"Class2",64.651,86.191,57.599,40.872,45.942,"K",54
19.371,NA,10,"Class1",69.174,29.696,9.361,78.406,24.159,"N",18
42.108,42.822,7,"Class1",67.976,34.001,29.315,74.085,16.754,"J",23
62.538,88.878,14,"Class2",46.364,80.535,44.138,28.728,55.292,"J",13
13.525,41.737,6,"Class1",37,33.391,13.187,80.814,22.187,"O",13
62.866,83.733,22,"Class2",NA,88.798,52.819,42.445,50.377,"J",26
63.413,64.057,18,"Class2",44.683,73.449,20.254,50.053,47.053,"J",37
47.045,50.954,6,"Class1",72.961,25.696,34.502,77.441,23.083,"A",24
62.909,82.025,18,"Class2",37.374,80.935,56.114,7.237,53.165,"J",35
63.152,96.827,12,"Class2",32.901,30.524,4.831,53.553,61.711,"J",42
63.609,54.245,16,"Class2",53.123,48.856,45.795,26.24,44.749,"V",25
63.961,47.323,27,"Class2",42.317,84.244,67.641,54.956,55.471,"K",22
62.31,87.577,16,"Class2",19.551,79.822,44.45,16.778,55.497,"J",13
61.249,73.682,26,"Class2",54.412,56.669,11.348,27.501,46.312,"Z",27
26.495,55.997,16,"Class1",61.671,16.357,8.845,80.831,16.201,"J",23
40.954,41.223,30,"Class1",41.177,16.407,44.688,71.768,32.505,"O",10
63.024,70.738,16,"Class2",68.124,59.733,32.496,23.799,61.823,"K",31
61.598,47.37,13,"Class2",34.594,51.208,51.67,31.13,61.696,"J",50
12.857,50.018,13,"Class1",70.403,20.174,37.511,61.511,26.78,"N",24
62.663,97.618,15,"Class2",42.427,84.099,58.11,29.757,61.12,"K",52
62.164,77.731,25,"Class2",42.008,87.059,60.552,6.402,48.362,"J",38
29.163,46.467,18,"Class1",51.307,-4.231,29.681,92.65,20.569,"A",13
63.268,87.399,22,"Class2",41.027,81.579,7.976,48.604,56.198,"Z",37
63.63,NA,21,"Class2",37.681,71.743,32.309,39.932,64.206,"J",31
37.527,55.173,10,"Class1",82.079,44.428,12.37,98.674,19.014,"N",9
26.244,59.37,15,"Class1",65.156,22.721,38.75,91.647,34.257,"J",18
33.941,46.219,22,"Class1",43.906,18.438,18.064,78.378,16.546,"A",23
63.99,59.373,20,"Class2",47.04,85.368,38.99,19.413,50.772,"F",40
41.673,50.072,24,"Class1",9.975,17.515,44.886,92.692,32.213,"N",18
63.991,69.412,20,"Class2",29.164,56.184,11.329,61.927,62.774,"J",52
62.916,NA,27,"Class2",37.178,84.288,23.864,39.58,56.319,"Z",18
44.512,53.921,18,"Class1",45.753,24.298,31.342,77.296,18.509,"D",23
30.62,54.639,20,"Class1",75.464,22.175,28.84,82.877,31.947,"J",18
26.378,51.636,24,"Class1",51.5,25.029,37.036,93.632,29.209,"A",15
38.785,44.244,20,"Class1",56.987,24.274,12.108,64.699,17.642,"N",15
62.873,88.758,19,"Class2",48.761,60.502,13.487,31.468,48.797,"J",57
38.206,49.506,16,"Class1",53.659,32.578,11.571,76.178,17.085,"D",21
45.201,61.844,27,"Class1",56.537,30.984,41.96,80.331,28.396,"D",20
19.867,56.365,14,"Class1",52.695,37.03,34.361,71.358,33.377,"J",17
29.617,46.73,19,"Class1",40.59,16.987,37.773,83.919,30.133,"D",12
63.209,85.455,11,"Class2",41.439,111.856,37.444,47.416,45.311,"J",30
63.354,93.277,23,"Class2",59.105,78.946,64.065,27.931,64.312,"V",36
63.329,93.092,19,"Class2",41.395,77.069,18.068,55.232,58.281,"K",44
63.092,82.653,24,"Class2",42.649,54.789,49.491,6.923,49.365,"K",13
63.621,75.833,19,"Class2",72.274,86.711,27.552,36.429,54.6,"F",46
61.964,56.45,17,"Class2",39.748,80.383,57.772,9.05,58.212,"V",26
64.311,55.517,26,"Class2",29.891,86.634,65.508,51.217,49.342,"V",25
33.639,44.251,28,"Class1",34.572,35.198,14.804,88.618,19.949,"J",17
22.609,39.752,10,"Class1",44.12,21.057,2.443,82.849,30.229,"J",22
63.429,66.971,19,"Class2",37.611,70.693,56.172,54.792,56.02,"J",8
63.732,83.875,14,"Class2",40.74,77.897,40.496,48.334,44.575,"J",34
63.523,70.521,13,"Class2",67.637,52.029,69.623,30.41,57.427,"K",23
63.287,78.39,22,"Class2",43.049,85.318,10.995,15.703,51.019,"F",8
63.57,88.189,16,"Class2",44.6,77.093,13.397,22.099,55.101,"F",45
62.353,88.113,28,"Class2",43.276,70.38,62.05,28.948,52.179,"V",57
40.234,40.812,8,"Class1",37.717,43.398,14.557,71.835,23.622,"N",15
62.012,64.115,25,"Class2",48.756,48.405,56.975,42.349,57.729,"J",30
42.328,50.139,14,"Class1",68.028,14.774,13.816,84.419,16.939,"N",23
20.204,47.495,5,"Class1",62.076,51.554,19.493,85.265,28.045,"J",10
45.387,48.706,11,"Class1",69.77,12.952,38.917,73.915,25.097,"D",14
32.5,57.478,22,"Class1",50.969,43.094,14.923,59.383,27.051,"J",23
26.491,67.593,30,"Class1",86.108,4.354,42.745,68.498,20.814,"O",16
26.843,48.103,15,"Class1",66.679,19.199,3.211,55.108,26.498,"D",12
46.244,66.158,27,"Class1",23.01,52.966,27.025,82.236,30.303,"D",11
21.315,47.148,7,"Class1",26.603,23.359,17.213,63.008,27.484,"A",24
62.879,77.498,12,"Class2",28.539,79.918,28.75,35.647,64.601,"K",21
63.432,67.204,21,"Class2",NA,65.714,52.336,2.086,44.723,"J",36
63.746,71.793,22,"Class2",66.726,76.475,13.087,48.733,50.79,"V",48
63.172,57.157,20,"Class2",35.257,71.522,40.767,33.111,63.746,"J",44
63.091,83.779,18,"Class2",34.107,71.869,22.412,54.085,62.838,"K",34
62.149,50.525,12,"Class2",54.621,91.916,69.717,26.086,54.112,"J",47
62.545,79.166,16,"Class2",37.853,66.646,39.166,38.818,62.499,"K",40
12.623,57.77,30,"Class1",60.495,28.545,44.286,102.888,19.951,"N",18
62.885,99.133,27,"Class2",55.022,80.713,63.566,31.578,55.908,"K",41
63.088,81.153,22,"Class2",26.708,74.753,23.073,41.215,45.258,"K",24
26.336,37.63,8,"Class1",70.268,45.193,42.615,90.561,34.558,"A",11
23.3,38.569,27,"Class1",55.901,42.396,32.727,93.259,32.136,"A",9
62.817,85.941,24,"Class2",42.68,50.839,52.657,37.844,53.31,"Z",24
23.295,48.79,9,"Class1",56.081,26.584,6.578,80.761,23.966,"D",15
30.612,42.094,11,"Class1",47.788,18.723,43.612,85.382,32.284,"A",21
41.811,50.74,18,"Class1",88.748,27.284,37.786,62.566,25.934,"A",16
62.089,71.826,24,"Class2",41.76,51.421,5.662,32.462,56.827,"Z",43
19.447,56.051,26,"Class1",NA,17.797,3.739,95.22,33.989,"J",14
35.349,NA,16,"Class1",54.337,24.554,26.748,82.941,17.333,"O",12
63.284,79.171,24,"Class2",28.111,78.416,22.079,8.468,51.784,"K",50
25.088,64.163,6,"Class1",55.965,21.744,15.795,91.75,27.538,"O",9
62.957,NA,13,"Class2",41.71,33.182,30.321,28.396,64.752,"K",37
25.334,57.162,21,"Class1",33.789,19.286,30.794,67.729,17.496,"O",22
63.665,57.452,21,"Class2",32.783,75.326,54.543,37.296,47.073,"J",25
63.385,78.417,15,"Class2",NA,99.711,22.325,33.666,60.451,"K",42
25.031,49.029,21,"Class1",50.478,22.409,28.088,90.82,20.855,"A",23
63.156,82.979,12,"Class2",37.981,103.108,48.129,42.675,45.082,"F",34
63.725,49.144,16,"Class2",41.279,62.615,41.922,42.579,50.008,"Z",46
62.563,53.651,27,"Class2",NA,104.409,45.588,43.032,57.883,"Z",9
62.865,68.29,25,"Class2",62.925,73.924,24.389,24.09,61.06,"K",41
63.592,84.707,11,"Class2",38.693,62.659,27.271,49.524,63.108,"Z",31
39.512,54.609,18,"Class1",52.631,22.631,31.444,78.49,25.456,"N",11
32.729,NA,15,"Class1",73.364,39.296,18.076,85.533,30.598,"O",16
23.705,62.739,24,"Class1",36.065,25.875,7.324,84.351,25.485,"O",24
33.825,57.851,15,"Class1",35.488,17.054,21.059,77.607,24.17,"N",10
63.728,80.844,12,"Class2",58.061,66.775,51.456,35.765,50.898,"V",39
62.387,75.585,20,"Class2",55.185,61.7,21.84,44.55,61.957,"F",16
32.612,43.592,30,"Class1",39.524,20.339,40.42,67.716,21.683,"N",22
63.236,84.513,16,"Class2",33.686,72.822,27.81,39.193,57.805,"K",28
27.905,47.1,26,"Class1",61.442,33.482,44.837,102.843,24.583,"J",10
26.945,38.505,5,"Class1",62.468,29.757,22.429,78.786,30.744,"D",12
62.922,93.521,26,"Class2",39.298,26.194,9.918,33.947,57.233,"F",18
37.224,60.231,28,"Class1",25.682,29.939,41.015,73.495,21.461,"O",20
31.614,42.488,26,"Class1",NA,28.611,27.225,74.345,18.857,"A",19
62.122,64.756,21,"Class2",NA,88.913,52.16,28.872,64.314,"V",27
63.267,76.712,22,"Class2",NA,75.331,70.55,41.035,48.064,"Z",17
34.003,58.547,29,"Class1",67.605,24.774,18.655,76.106,30.029,"N",16
25.518,41.655,5,"Class1",34.253,56.299,32.68,82.223,18.089,"D",20
63.938,67.23,24,"Class2",63.013,66.248,62.087,29.489,61.918,"K",37
61.92,99.244,28,"Class2",47.157,76.025,57.886,27.074,44.774,"V",34
63.22,73.608,27,"Class2",53.826,53.186,31.601,30.064,55.195,"Z",33
62.513,83.067,22,"Class2",41.332,81.052,10.99,64.36,57.136,"K",39
62,56.254,24,"Class2",51.423,60.806,24.436,38.316,55.522,"K",38
62.443,59.014,26,"Class2",27.637,65.648,43.662,67.315,56.465,"J",18
62.006,54.8,20,"Class2",50.971,48.478,38.567,47.958,43.864,"V",11
32.644,55.413,12,"Class1",42.219,32.956,18.103,89.056,27.517,"N",17
62.163,99.241,16,"Class2",36.637,63.582,18.557,50.817,64.815,"V",14
63.252,51.597,25,"Class2",35.34,63.002,16.084,57.436,64.703,"Z",41
63.552,57.231,23,"Class2",37.238,60.794,18.155,45.156,42.942,"F",44
63.951,52.291,26,"Class2",48.553,70.132,51.906,28.383,53.479,"J",27
17.57,47.036,23,"Class1",53.71,25.846,34.627,84.646,23.603,"N",16
63.049,52.501,18,"Class2",58.333,50.183,22.783,49.339,46.022,"Z",32
62.656,98.141,27,"Class2",31.573,51.842,64.13,21.482,48.004,"Z",21
64.102,85.705,19,"Class2",52.852,87.109,70.769,30.546,49.471,"V",41
35.774,41.019,15,"Class1",53.117,17.753,12.206,77.012,15.748,"J",24
30.789,58.984,11,"Class1",45.61,22.461,30.876,75.436,21.994,"A",16
32.539,63.025,19,"Class1",71.902,30.97,6.369,86.805,26.032,"N",13
64.154,70.459,16,"Class2",43.314,76.348,6.944,42.979,64.174,"V",11
31.467,40.449,5,"Class1",65.497,38.717,35.824,70.914,28.138,"A",22
38.477,40.383,9,"Class1",76.764,54.658,31.141,87.285,30.532,"A",20
64.12,58.794,22,"Class2",32.277,62.15,40.683,57.254,48.2,"K",30
63.502,88.265,20,"Class2",45.558,81.351,66.302,20.52,62.673,"F",47
20.234,41.703,6,"Class1",83.227,38.899,14.551,100.458,21.612,"J",11
63.155,47.45,13,"Class2",34.507,99.994,8.605,39.021,64.908,"V",7
29.917,51.094,15,"Class1",24.435,29.237,4.197,86.063,28.098,"N",18
63.319,57.723,12,"Class2",46.546,85.473,8.299,37.183,61.974,"J",9
38.974,NA,10,"Class1",67.214,29.789,20.928,78.942,30.332,"A",23
27.594,47.382,13,"Class1",43.938,8.809,14.838,83.959,28.079,"D",19
63.564,66.7,11,"Class2",55.937,88.581,52.504,36.088,46.97,"K",26
62.524,65.726,19,"Class2",36.784,64.682,41.749,25.549,56.53,"F",26
63.057,99.153,13,"Class2",49.634,83.93,66.387,44.402,42.08,"Z",28
29.807,44.561,20,"Class1",53.06,31.805,13.616,60.948,28.197,"O",13
23.364,40.776,29,"Class1",60.261,44.478,28.267,84.798,18.163,"O",25
31.809,NA,14,"Class1",38.256,42.146,28.37,81.565,18.41,"D",18
63.236,48.296,15,"Class2",53.433,80.414,53.465,24.874,52.827,"F",26
63.572,59.928,12,"Class2",50.698,79.399,13.675,43.481,54.359,"F",8
26.877,64.404,29,"Class1",36.078,31.786,26.416,82.117,24.426,"J",22
62.541,84.268,27,"Class2",44.29,79.608,27.304,7.541,49.513,"K",48
35.252,59.832,31,"Class1",104.788,39.083,13.433,88.301,16.65,"A",14
62.77,73.604,25,"Class2",41.781,65.018,67.001,42.375,45.88,"K",27
63.437,62.586,11,"Class2",NA,98.703,36.206,41.86,58.216,"Z",22
41.379,54.512,29,"Class1",NA,37.629,7.501,82.93,18.711,"O",12
63.849,80.197,12,"Class2",22.346,55.549,50.394,34.425,61.928,"K",38
41.321,67.041,10,"Class1",58.291,1.802,25.595,86.952,24.566,"D",24
29.959,44.85,19,"Class1",82.203,34.631,30.675,87.679,29.779,"D",24
63.641,57.346,26,"Class2",35.439,79.225,52.293,42.012,42.712,"K",23
63.631,99.929,23,"Class2",41.494,86.276,61.234,31.391,54.334,"Z",28
62.534,94.513,13,"Class2",43.077,57.301,36.481,38.377,58.057,"V",30
25.925,66.777,20,"Class1",23.998,41.995,13.418,76.856,21.854,"O",21
61.798,92.335,15,"Class2",51.271,39.277,37.321,24.486,57.893,"J",41
34.562,39.231,11,"Class1",42.727,40.01,15.702,84.809,19.564,"A",18
62.675,59.701,16,"Class2",29.857,92.429,6.627,31.402,62.743,"V",26
62.983,74.76,23,"Class2",41.149,63.878,39.265,6.295,57.617,"K",33
61.941,86.512,20,"Class2",43.903,58.92,47.605,37.151,47.487,"J",29
63.329,NA,12,"Class2",50.602,116.961,46.276,40.405,63.141,"K",10
26.423,46.802,11,"Class1",68.667,28.209,5.869,74.483,24.739,"O",16
31.305,56.308,20,"Class1",57.848,14.291,20.576,80.616,32.778,"N",10
64.019,85.109,16,"Class2",40.475,81.583,53.482,26.961,43.725,"V",8
27.612,66.941,27,"Class1",69.092,31.052,33.707,80.583,24.841,"N",21
62.916,93.304,23,"Class2",43.509,56.39,27.226,44.016,43.833,"V",37
63.299,46.79,15,"Class2",NA,85.967,58.27,21.997,64.282,"Z",12
62.868,96.973,18,"Class2",36.941,72.026,23.296,53.575,60.996,"J",11
63.114,56.755,21,"Class2",40.132,59.913,14.967,58.421,62.321,"F",28
32.677,54.77,11,"Class1",74.671,32.289,20.463,73.954,25.986,"D",20
62.808,73.751,21,"Class2",58.591,65.2,13.645,45.408,57.333,"J",45
62.388,90.349,15,"Class2",47.611,66.569,33.816,67.114,50.182,"F",26
62.747,51.981,18,"Class2",60.994,81.954,46.657,38.745,46.821,"J",19
62.553,61.76,19,"Class2",42.876,70.467,68.279,45.636,51.824,"Z",35
19.854,NA,6,"Class1",17.962,44.348,14.783,94.359,23.85,"A",16
64.201,52.826,25,"Class2",46.104,62.374,13.658,15.749,62.781,"Z",22
63.188,57.328,24,"Class2",52.162,76.026,41.891,41.825,51.39,"V",15
46.124,40.786,30,"Class1",43.901,27.633,36.129,91.309,27.838,"J",21
63.334,94.707,22,"Class2",39.432,47.927,15.835,30.576,55.915,"K",14
62.47,53.829,22,"Class2",55.353,59.174,13.392,43.438,63.617,"J",43
36.572,44.519,23,"Class1",60.054,18.78,42.014,73.87,16.563,"N",15
22.304,NA,27,"Class1",39.669,55.64,3.853,77.884,31.645,"J",20
36.854,46.751,8,"Class1",76.349,33.376,42.901,77.861,17.314,"N",14
