"UZX1","AFT2","TRB3","QCZ4","Output14","YGC5","MQV6","LYM7","RIK8","IKQ9","NLX10","FJL11"
50.057,"H",49,90.966,"Class3",44.707,67.612,94.896,64.202,36.903,79.958,60
34.936,"E",27,77.421,"Class1",44.636,74.274,66.083,29.734,84.409,62.922,60
75.226,"Q",41,80.292,"Class2",17.101,80.28,42.011,68.523,59.267,37.293,61
77.287,"Q",3,74.503,"Class2",15.901,51.675,40.336,49.769,68.038,47.771,38
28.751,"G",28,42.716,"Class1",40.686,70.549,64.627,40.875,74.947,57.794,52
20.894,"V",56,73.429,"Class3",68.664,65.461,33.062,60.37,35.718,92.564,61
NA,"U",68,71.913,"Class3",18.378,74.201,59.359,66.182,39.073,76.718,63
38.554,"L",33,70.657,"Class1",45.481,45.219,60.865,43.123,75.595,80.617,57
54.015,"Z",19,78.749,"Class1",45.053,73.212,62.594,29.297,85.879,32.228,59
44.208,"Z",33,63.435,"Class1",41.105,52.585,64.633,45.707,79.78,70.571,58
65.892,"B",6,28.939,"Class2",42.321,86.648,40.027,74.243,68.404,43.802,51
70.025,"E",43,44.767,"Class2",41.156,63.563,40.07,71.301,60.944,37.854,55
63.735,"L",48,65.572,"Class1",41.937,74.894,64.344,32.483,69.872,44.56,58
21.037,"U",76,91.296,"Class3",37.741,65.792,21.373,69.486,37.717,72.554,59
28.857,"U",47,75.298,"Class3",21.91,74.402,63.647,67.299,46.586,93.188,69
101.59,"C",5,7.638,"Class2",33.747,74.684,42.547,55.447,75.387,38.558,38
81.58,"E",39,79.912,"Class1",43.765,45.985,59.997,45.544,75.663,29.71,61
27.613,"Z",16,73.268,"Class1",42.837,47.527,67.155,38.575,72.56,11.461,55
38.799,"U",46,71.114,"Class3",44.167,66.975,69.397,62.782,16.434,77.117,64
75.437,"Q",32,82.559,"Class2",34.991,56.826,40.606,71.111,73.519,39.786,41
57.063,"E",17,61.011,"Class1",46.254,45.447,59.863,30.069,86.193,6.954,51
66.922,"B",11,4.136,"Class2",86.96,63.62,41.78,54.913,81.752,48.289,61
42.197,"W",58,71.53,"Class3",21.753,66.146,54.605,61.089,38.713,80.402,59
45.975,"V",63,72.989,"Class3",30.068,69.09,72.894,74.686,39.587,81.386,71
54.505,"E",50,73.272,"Class1",48.215,71.673,62.17,39.31,85.487,59.883,61
54.644,"Q",74,10.145,"Class2",34.933,52.303,40.228,57.461,74.435,38.708,35
95.889,"Z",67,66.936,"Class1",46.346,72.709,66.646,40.08,70.73,64.648,61
40.451,"E",51,46.824,"Class1",49.312,46.917,65.343,32.161,86.656,107.781,53
55.805,"Z",70,46.502,"Class1",41.731,65.711,61.48,27.17,77.113,33.063,53
38.526,"G",75,83.248,"Class1",45.423,42.325,63.415,29.784,70.188,45.096,64
27.787,"J",30,38.296,"Class1",NA,47.895,63.018,36.023,72.087,38.755,66
62.915,"Q",23,83.544,"Class2",52.555,66.257,40.84,72.987,95.586,33.384,60
35.748,"E",75,33.669,"Class2",36.538,66.337,40.175,69.148,84.194,42.955,62
53.17,"O",60,65.727,"Class2",11.727,55.684,41.701,61.792,78.452,39.927,37
27.137,"Y",50,72.391,"Class3",52.121,75.422,41.33,56.513,42.796,93.325,68
47.315,"U",72,72.838,"Class3",27.142,69.802,-21.02,56.597,27.99,72.392,69
30.536,"Y",83,67.946,"Class3",45.302,67.249,47.023,60.174,45.314,77.821,64
NA,"O",55,48.811,"Class2",80.885,70.258,40.487,48.932,52.8,41.53,59
58.818,"J",48,65.952,"Class1",42.393,71.599,63.908,35.677,78.824,69.549,63
57.94,"Z",26,49.656,"Class1",43.718,49.506,63.677,35.103,73.365,59.465,66
36.887,"B",10,33.013,"Class2",36.306,61.045,41.314,47.56,92.854,43.112,53
50.352,"L",59,64.21,"Class1",46.905,58.705,62.616,29.47,81.285,10.338,52
16.359,"W",45,69.806,"Class3",35.14,70.039,61.669,66.165,22.608,93.229,69
62.57,"O",20,77.71,"Class2",52.936,57.645,40.552,54.973,62.386,41.101,61
20.998,"V",83,71.26,"Class3",38.473,73.945,30.678,56.812,50.309,64.593,64
28.251,"W",77,70.141,"Class3",47.58,76.496,55.749,73.12,48.93,78.138,65
38.311,"H",49,81.967,"Class3",26.85,68.557,67.433,57.877,46.513,105.667,64
29.043,"Z",17,57.917,"Class1",43.248,75.309,59.491,43.914,82.83,102.658,55
9.08,"Z",15,68.015,"Class1",41.018,74.452,62.305,41.842,85.502,67.444,52
17.832,"L",17,76.946,"Class1",38.461,45.016,64.344,43.236,81.898,50.318,56
48.134,"C",32,67.217,"Class2",28.475,73.74,41.456,44.875,57.972,45.258,60
31.67,"H",77,74.192,"Class3",26.28,65.679,-15.394,73.11,15.388,81.054,66
8.316,"Z",15,68.045,"Class1",39.476,64.424,63.794,34.372,74.905,39.695,51
32.025,"U",60,82.125,"Class3",29.692,74.34,46.962,67.633,16.693,82.382,64
34.257,"U",54,67.396,"Class3",44.149,65.506,57.796,71.331,45.828,81.532,69
53.575,"V",63,79.723,"Class3",45.453,72.395,58.165,59.045,51.437,81.455,61
57.592,"C",69,58.89,"Class2",74.107,71.673,41.423,55.3,88.456,39.352,56
39.819,"Y",67,73.69,"Class3",47.702,66.239,16.948,72.054,37.787,91.324,62
80.663,"E",20,86.385,"Class2",-5.718,73.956,39.579,74.986,62.468,48.498,62
NA,"E",53,79.867,"Class1",41.961,69.125,61.587,34.971,70.504,-23.176,63
50.848,"E",18,22.262,"Class2",NA,72.708,40.504,44.512,69.853,42.971,49
27.686,"G",41,75.428,"Class1",48.632,51.053,65.598,29.396,78.473,58.692,64
14.649,"E",57,33.708,"Class2",45.098,78.027,40.414,56.392,57.629,36.565,35
22.334,"B",15,79.583,"Class2",13.594,82.644,41.244,47.864,56.168,36.797,53
55.722,"E",45,17.488,"Class2",44.366,64.266,41.65,40.17,82.954,37.107,49
49.734,"O",2,40.548,"Class2",NA,72.892,41.04,49.137,70.909,41.7,30
46.093,"G",76,66.428,"Class1",35.625,56.84,65.486,40.095,70.833,63.756,59
39.085,"H",72,71.585,"Class3",NA,74.024,41.544,68.965,25.32,102.157,70
52.712,"U",67,75.615,"Class3",22.349,69.954,53.057,71.233,50.565,77.408,60
118.79,"E",39,71.319,"Class2",29.178,80.877,40.738,63.99,65.509,45.029,43
61.238,"E",52,57.225,"Class1",NA,73.206,67.762,37.702,72.115,82.938,65
66.152,"O",45,47.147,"Class2",39.24,81.48,41.175,63.905,79.822,43.165,34
60.832,"J",46,40.258,"Class1",47.89,51.44,64.702,41.266,75.344,48.88,64
53.256,"C",58,58.047,"Class2",25.859,66.521,41.706,43.688,65.298,41.032,36
51.106,"E",53,74.228,"Class1",43.92,45.388,67.105,35.354,86.1,16.562,60
35.923,"Y",64,88.499,"Class3",NA,76.394,130.622,56.95,16.539,85.229,59
23.525,"H",76,70.021,"Class3",17.841,66.77,41.243,59.581,28.892,83.851,65
36.813,"V",50,78.56,"Class3",NA,71.895,66.668,64.455,55.534,87.941,61
49.011,"H",57,88.539,"Class3",31.074,67.61,51.273,71.001,46.576,83.285,65
37.941,"U",47,86.272,"Class3",45.929,72.355,71.009,70.734,31.192,89.031,67
32.846,"Z",64,42.198,"Class1",48.065,41.964,61.209,30.697,87.049,92.182,62
58.846,"O",59,91.095,"Class2",31.178,83.913,40.891,53.926,56.704,48.355,54
93.269,"L",25,49.857,"Class1",44.817,52.869,65.198,41.175,84.198,42.445,51
71.763,"B",47,51.7,"Class2",42.459,51.259,40.873,48.654,72.757,38.258,45
22.454,"Q",55,45.678,"Class2",28.416,90.068,40.336,40.873,58.266,53.306,44
48.154,"U",49,71.149,"Class3",40.386,70.866,48.912,71.738,56.606,87.701,68
54.838,"C",46,34.33,"Class2",50.936,54.074,40.668,40.945,53.666,51.269,31
28.301,"W",72,90.743,"Class3",NA,70.486,23.192,62.314,52.73,86.597,59
-1.907,"E",76,60.235,"Class1",NA,52.028,62.844,30.29,75.011,81.086,56
38.942,"E",67,90.462,"Class2",29.415,66.415,42.31,58.922,55.272,37.984,66
23.381,"U",78,79.417,"Class3",19.507,72.78,6.963,57.958,44.061,77.38,69
35.677,"E",1,90.814,"Class2",42.05,68.512,41.249,55.725,93.24,32.336,28
26.047,"H",49,87.783,"Class3",37.188,64.546,34.07,69.194,36.431,78.266,61
40.116,"Z",63,37.488,"Class1",41.693,71.775,60.884,39.1,81.138,41.369,52
109.057,"E",54,43.949,"Class2",17.823,75.099,41.035,61.098,87.287,44.534,57
47.363,"H",57,89.493,"Class3",48.068,68.405,32.637,72.65,52.681,81.196,62
57.878,"Q",18,92.691,"Class2",97.38,81.377,39.927,42.913,76.097,29.884,44
35.13,"W",68,80.55,"Class3",38.827,76.068,29.4,74.393,47.804,72.803,62
NA,"W",52,88.476,"Class3",46.362,72.233,32.069,68.8,28.81,74.075,70
7.679,"J",41,47.367,"Class1",40.193,52.077,56.473,38.387,68.303,117.157,60
NA,"U",57,91.614,"Class3",23.841,70.475,31.948,70.958,36.174,84.045,63
49.217,"U",50,76.378,"Class3",39.815,71.277,72.604,71.281,45.337,92.514,64
34.15,"H",73,70.539,"Class3",44.166,64.428,4.033,70.27,44.568,95.407,65
134.84,"B",19,5.286,"Class2",47.237,67.951,41.151,44.245,81.793,42.995,68
18.715,"Y",60,67.449,"Class3",3.529,72.985,124.145,60.714,18.379,72.583,66
51.372,"Z",50,72.222,"Class1",46.976,45.528,64.434,38.09,79.741,67.778,57
56.07,"E",28,77.808,"Class1",39.039,62.191,62.712,28.055,70.131,47.13,59
93.709,"E",22,57.863,"Class1",44.745,51.652,67.032,30.882,73.279,85.907,66
28.018,"W",82,85.799,"Class3",40.986,72.716,62.762,65.063,40.946,80.065,68
25.612,"H",75,88.418,"Class3",37.71,68.991,72.435,73.323,45.875,81.523,59
46.948,"L",37,50.126,"Class1",40.336,62.649,65.358,38.536,77.943,74.859,64
21.264,"E",59,63.368,"Class2",39.323,62.92,40.953,51.574,64.993,40.25,66
34.643,"Z",28,80.912,"Class1",42.034,74.452,64.778,37.506,81.77,59.683,61
NA,"O",9,73.225,"Class2",41.59,51.682,40.792,52.705,71.291,39.627,30
29.339,"W",46,83.886,"Class3",19.674,72.804,24.22,56.984,46.405,76.438,59
41.951,"V",80,85.246,"Class3",29.2,67.738,39.502,57.865,23.04,75.213,68
48.922,"L",14,46.19,"Class1",42.061,41.498,65.724,31.998,81.5,49.076,56
59.946,"O",4,46.821,"Class2",3.488,59.482,42.659,63.583,67.79,40.37,48
36.02,"Z",61,53.883,"Class1",39.855,53.863,65.965,42.461,75.739,76.093,65
39.852,"Z",44,37.411,"Class1",38.312,55.404,65.854,29.863,86.388,9.562,64
53.739,"E",60,39.705,"Class1",41.882,76.983,66.438,36.187,78.061,102.506,64
65.637,"E",23,64.559,"Class1",41.514,54.186,68.646,44.148,69.811,59.753,65
58.753,"O",17,88.34,"Class2",NA,70.094,40.428,45.941,74.53,48.715,52
NA,"H",44,88.895,"Class3",26.851,66.301,47.09,71.261,31.728,77.764,70
71.498,"Z",73,41.215,"Class1",39.683,41.753,59.934,41.095,77.207,13.428,61
27.131,"Z",53,54.496,"Class1",41.838,50.356,59.634,33.622,71.884,60.363,66
54.083,"G",38,83.509,"Class1",41.359,56.572,60.497,37.824,77.129,25.993,57
33.814,"L",45,54.28,"Class1",40.352,62.563,63.323,43.184,85.198,10.341,57
20.704,"W",71,68.107,"Class3",24.446,68.623,46.177,66.657,49.447,90.494,63
57.907,"C",17,58.754,"Class2",35.291,88.501,41.613,73.65,84.107,48.002,54
51.454,"U",64,71.37,"Class3",13.045,75.293,60.513,59.567,54.708,64.555,63
76.96,"O",59,74.328,"Class2",3.691,87.13,41.979,49.02,95.394,36.604,49
70.507,"L",66,43.306,"Class1",45.076,63.777,66.007,35.107,85.763,68.777,64
41.218,"V",55,75.317,"Class3",39.769,72.121,16.215,64.58,55.555,88.663,65
78.85,"Q",68,54.017,"Class2",36.218,86.271,40.291,51.521,60.695,42.171,42
73.824,"C",39,62.2,"Class2",55.58,67.618,40.654,40.165,88.952,36.807,42
49.308,"E",50,29.241,"Class2",35.078,59.025,42.486,61.462,73.258,34.061,37
64.519,"G",65,73.781,"Class1",43.027,46.637,66.146,39.777,69.635,49.495,64
28.501,"E",74,15.226,"Class2",14.905,71.816,41.701,57.021,77.613,39.157,45
69.009,"O",25,46.53,"Class2",NA,88.571,41.319,63.812,64.494,36.838,65
63.323,"B",42,92.51,"Class2",39.097,79.631,42.264,53.816,83.589,45.174,28
34.525,"W",75,83.922,"Class3",43.857,67.976,37.797,55.561,20.915,81.164,59
58.516,"U",82,74.556,"Class3",NA,69.301,46.704,61.323,48.529,81.499,64
23.971,"U",50,69.03,"Class3",30.164,73.811,28.084,69.486,43.306,100.637,60
76.337,"J",62,69.655,"Class1",43.055,64.207,59.4,29.993,80.916,79.761,63
NA,"O",1,54.86,"Class2",24.536,85.305,41.939,68.837,54.653,41.857,33
67.354,"E",35,79.381,"Class1",42.055,73.051,57.591,45.101,74.918,7.623,58
86.366,"Q",46,89.021,"Class2",16.051,77.357,42.161,60.857,82.591,38.536,29
48.095,"E",69,39.327,"Class1",44.776,71.992,60.936,34.142,86.895,47.359,55
NA,"J",13,63.933,"Class1",42.559,56.576,61.916,27.418,68.723,76.609,63
61.505,"G",50,50.344,"Class1",42.842,72.971,65.744,42.775,69.333,76.465,53
27.651,"J",21,50.318,"Class1",43.16,45.758,64.417,31.789,80.277,92.495,59
70.443,"C",41,39.926,"Class2",NA,85.365,40.727,73.968,94.517,53.217,30
43.15,"V",48,87.832,"Class3",31.077,76.213,33.68,69.708,41.529,79.823,71
30.532,"G",65,61.57,"Class1",42.932,52.247,63.642,31.185,76.279,70.253,52
21.112,"U",60,73.827,"Class3",21.333,66.267,12.992,69.259,42.98,85.76,67
29.841,"H",76,91.663,"Class3",45.498,70.507,46.556,70.797,29.449,85.589,68
28.995,"W",53,81.654,"Class3",35.431,65.774,54.971,58.832,44.463,85.194,70
72.013,"C",2,65.235,"Class2",35.069,56.456,40.749,64.544,87.486,44.012,40
NA,"W",68,81.34,"Class3",19.91,65.074,47.522,72.928,47.738,89.458,66
28.533,"E",55,70.443,"Class1",44.036,59.343,61.615,38.525,79.111,69.436,52
25.342,"V",69,79.372,"Class3",34.222,76.908,47.853,63.511,31.083,79.331,60
19.756,"H",77,77.043,"Class3",11.238,72.279,6.736,55.426,54.362,80.788,69
41.476,"E",32,70.386,"Class1",49.503,57.78,64.909,33.924,74.258,52.211,61
39.263,"Y",82,86.585,"Class3",26.697,76.516,60.253,55.869,30.76,78.803,71
96.581,"C",56,68.477,"Class2",47.544,73.647,40.92,71.904,76.301,37.956,69
30.782,"Q",18,30.667,"Class2",NA,83.726,40.824,52.973,61.562,35.689,36
88.467,"Z",51,56.972,"Class1",38.409,62.564,64.459,45.259,80.081,60.968,57
84.963,"L",52,54.408,"Class1",43.492,58.296,62.794,46.323,85.601,43.513,56
-3.388,"B",48,74.127,"Class2",45.126,80.116,41.897,43.968,55.82,40.189,65
57.53,"Z",75,75.051,"Class1",47.698,74.397,61.653,41.87,77.518,76.525,66
37.57,"H",81,86.309,"Class3",41.728,67.649,36.278,59.323,49.856,86.773,63
22.949,"E",77,76.064,"Class1",45.036,50.661,63.844,35.509,69.485,61.45,56
19.089,"L",31,84.63,"Class1",44.419,55.85,64.687,31.14,83.953,40.695,59
55.759,"Q",35,13.117,"Class2",20.707,55.773,41.632,69.835,82.985,31.777,37
7.92,"C",12,9.282,"Class2",21.127,76.595,40.015,67.008,70.952,33.423,53
73.647,"E",75,80.533,"Class2",0.981,52.44,42.971,58.227,85.7,45.638,48
22.168,"H",64,85.663,"Class3",14.833,69.659,25.683,66.333,24.669,86.85,62
39.36,"G",34,73.822,"Class1",37.95,48.951,59.772,29.744,86.066,82.373,63
47.577,"Q",7,31.766,"Class2",55.365,77.197,40.326,63.374,90.352,35.826,38
61.957,"G",34,74.575,"Class1",47.716,41.772,60.867,39.417,68.883,85.031,58
85.221,"E",26,14.442,"Class2",-14.064,87.187,41.288,73.692,84.3,35.515,66
13.615,"Y",47,78.988,"Class3",46.671,73.041,56.419,73.018,26.781,74.699,70
