"PJZ1","LTA2","XEO3","NMU4","RJK5","OXN6","JIO7","WTC8","Output3","QOA9","PBY10"
10.34,66.538,"J",18.47,37.929,"O",88,85.524,"Class2",58.965,36.929
22.953,23.621,"Q",15.725,81.27,"C",89,55.145,"Class1",39.554,91.91
17.649,12.689,"D",NA,31.682,"Y",19,62.183,"Class4",98.389,6.578
23.405,69.324,"K",48.379,82.188,"G",74,85.711,"Class2",50.024,52.625
14.854,43.438,"G",15.359,86.127,"Y",87,40.51,"Class1",39.631,97.609
27.859,52.301,"T",95.86,92.527,"T",84,36.284,"Class3",19.067,11.467
43.65,63.983,"X",94.794,86.482,"P",76,36.141,"Class3",25.411,13.747
15.108,47.939,"X",95.851,87.015,"T",66,39.44,"Class3",26.243,11.186
12.175,53.779,"D",19.823,80.892,"C",82,89.057,"Class1",39.768,91.342
12.567,56.586,"Q",23.748,80.699,"Y",79,59.536,"Class1",39.643,97.146
18.943,70.115,"K",NA,72.104,"R",79,85.017,"Class2",42.644,22.392
11.712,58.458,"J",NA,68.135,"R",85,85.946,"Class2",50.154,46.311
18.119,9.368,"J",82.822,34.678,"R",14,46.305,"Class4",97.573,4.668
16.474,18.762,"S",92.477,NA,"O",13,42.088,"Class4",93.873,7.392
20.306,15.364,"D",81.726,36.354,"P",19,41.832,"Class4",96.345,2.995
33.524,60.755,"N",93.72,89.948,"P",61,33.766,"Class3",21.405,12.548
19.23,45.598,"W",17.391,86.66,"W",81,89.039,"Class1",39.538,94.081
13.594,63.522,"Q",18.634,84.723,"K",93,36.002,"Class1",39.741,92.325
24.013,82.367,"Z",45.093,45.007,"R",79,85.989,"Class2",43.85,41.631
24.313,54.387,"S",19.142,83.65,"H",89,77.451,"Class1",39.95,96.968
21.257,68.233,"Z",93.638,90.829,"J",84,38.177,"Class3",24.425,10.626
25.474,-1.068,"S",87.419,29.332,"Y",15,45.968,"Class4",96.561,5.145
-1.987,76.427,"M",44.934,59.008,"O",77,86.013,"Class2",45.328,40.556
9.35,82.052,"P",95.217,58.671,"K",72,85.812,"Class2",55.482,30.182
14.196,73.666,"Z",75.975,63.126,"O",82,84.861,"Class2",51.689,63.385
13.468,59.953,"S",17.212,81.939,"H",93,30.894,"Class1",39.692,93.762
7.831,85.833,"J",89.109,58.283,"K",85,84.92,"Class2",54.245,11.696
3.23,51.926,"D",15.351,75.316,"H",83,84.73,"Class1",39.033,96.702
12.346,52.881,"D",15.993,83.838,"H",92,43.776,"Class1",39.656,93.52
20.152,45.413,"T",92.913,84.944,"J",80,45.257,"Class3",22.285,11.991
22.264,50.76,"T",91.279,88.132,"E",61,32.901,"Class3",23.872,12.431
11.95,50.255,"Q",17.391,NA,"Y",78,77.901,"Class1",40.039,92.841
13.343,16.88,"J",87.999,29.801,"P",13,59.845,"Class4",95.103,10.203
16.005,68.788,"Q",24.646,80.571,"C",82,32.06,"Class1",39.17,90.93
18.558,13.548,"D",91.709,32.8,"N",17,64.316,"Class4",97.561,10.338
15.251,72.356,"Z",64.849,38.135,"O",86,86.283,"Class2",49.587,11.238
11.561,82.694,"J",88.769,44.319,"P",76,85.817,"Class2",64.773,17.943
28.269,23.218,"D",81.102,35.651,"Y",14,45.463,"Class4",95.719,7.214
23.188,73.918,"P",68.048,47.935,"R",81,85.667,"Class2",56.599,31.31
22.181,52.326,"N",93.944,88.243,"R",78,35.354,"Class3",22.965,15.489
32.218,58.029,"Z",95.622,95.284,"J",69,32.296,"Class3",22.723,15.491
49.027,51.363,"T",93.124,87.683,"E",78,41.172,"Class3",24.661,16.02
13.402,46.074,"S",15.062,78.626,"C",85,59.983,"Class1",39.68,91.459
64.662,58.64,"X",94.399,88.864,"J",78,50.827,"Class3",24.303,12.321
6.207,37.342,"S",6.777,78.16,"K",84,42.26,"Class1",38.929,92.525
18.986,14.923,"S",81.095,35.383,"P",13,38.44,"Class4",96.519,3.182
39.857,54.027,"N",92.994,90.625,"J",66,35.01,"Class3",24.905,10.062
2.514,86.108,"M",90.671,76.531,"R",74,85.294,"Class2",47.701,45.487
19.578,61.684,"T",92.861,88.445,"R",57,39.525,"Class3",26.548,11.761
19.866,7.484,"J",82.384,NA,"Y",21,49.194,"Class4",96.512,3.869
12.804,7.917,"B",87.391,34.148,"P",11,39.626,"Class4",97.458,5.164
16.321,17.995,"G",7.394,80.148,"H",85,68.657,"Class1",38.888,97.025
9.357,13.808,"S",85.689,33.519,"O",17,41.212,"Class4",101.458,10.385
46.353,53.526,"I",95.435,88.15,"E",58,27.921,"Class3",30.858,12.071
5.421,29.122,"Q",7.553,83.274,"Y",78,79.972,"Class1",39.737,97.191
13.246,10.56,"S",83.077,32.617,"R",17,49.123,"Class4",93.593,6.766
13.919,70.154,"Q",NA,73.407,"K",78,27.362,"Class1",39.385,97.212
22.831,4.516,"L",93.542,33.627,"N",19,52.434,"Class4",90.679,4.982
22.851,66.209,"Z",50.491,36.036,"K",87,85.008,"Class2",48.903,25.432
1.589,87.257,"M",47.055,66.824,"R",80,85.48,"Class2",55.416,22.335
19.2,0.29,"D",89.076,36.124,"N",15,40.353,"Class4",95.369,8.177
10.467,51.299,"S",22.527,78.218,"Y",86,23.888,"Class1",39.542,95.98
25.384,75.124,"Z",82.816,52.272,"G",85,85.668,"Class2",52.734,46.591
17.65,48.88,"D",16.774,84.108,"W",88,19.767,"Class1",39.514,93.742
10.436,35.468,"Q",NA,84.696,"Y",82,79.183,"Class1",39.225,96.861
9.06,17.239,"S",89.458,31.525,"R",22,56.621,"Class4",93.77,5.371
18.597,18.59,"D",89.393,29.851,"P",21,64.806,"Class4",94.279,10.357
11.514,55.092,"J",69.712,63.106,"R",76,86.043,"Class2",66.78,38.536
16.407,14.922,"S",86.126,34.43,"R",15,45.828,"Class4",97.683,7.642
2.201,91.695,"M",49.678,NA,"G",82,85.288,"Class2",42.944,10.581
13.715,32.516,"S",15.847,78.381,"K",87,25.006,"Class1",38.801,91.984
21.633,53.127,"S",24.417,80.952,"H",81,90.135,"Class1",39.459,95.775
50.146,53.941,"Z",95.576,88.617,"P",61,45.467,"Class3",25.608,14.175
9.119,36.672,"G",7.566,81.62,"W",93,24.977,"Class1",39.673,91.606
19.599,45.898,"I",95.19,84.192,"R",71,40.322,"Class3",17.612,14.323
11.291,18.274,"J",86.706,35.963,"Y",19,50.107,"Class4",98.734,5.915
18.34,14.001,"D",82.082,34.334,"N",21,36.61,"Class4",96.262,8.067
22.953,60.011,"T",91.763,94.995,"T",57,47.017,"Class3",33.021,17.668
8.327,38.918,"S",9.049,73.501,"K",87,21.393,"Class1",39.83,94.845
16.313,44.695,"D",6.974,78.033,"Y",78,36.658,"Class1",39.454,95.428
10.791,70.453,"J",88.171,29.439,"G",78,85.224,"Class2",45.965,54.649
10.468,74.985,"M",4.356,58.132,"K",81,85.626,"Class2",52.682,56.573
21.088,72.387,"M",50.263,35.431,"G",79,86.179,"Class2",62.817,55.977
23.4,57.853,"N",92.129,91.798,"E",68,42.8,"Class3",28.451,15.685
27,52.005,"Z",92.928,87.883,"P",83,40.878,"Class3",24.171,10.758
6.274,67.034,"G",8.923,77.879,"C",92,24.516,"Class1",39.15,90.748
66.055,55.319,"T",95.121,86.354,"J",72,37.644,"Class3",20.316,13.483
26.7,12.47,"S",81.477,36.775,"P",17,64.64,"Class4",94.938,5.778
24.959,6.539,"B",89.04,36.878,"O",15,44.09,"Class4",96.105,5.049
8.086,63.981,"D",12.467,77.352,"C",93,38.181,"Class1",39.279,95.775
9.62,37.812,"S",14.769,77.029,"C",92,75.124,"Class1",39.2,92.897
16.235,27.6,"W",23.524,78.346,"Y",81,58.791,"Class1",39.164,94.029
18.733,3.116,"J",93.732,36.711,"N",19,45.916,"Class4",94.248,5.478
55.3,59.657,"T",93.337,88.19,"T",67,32.541,"Class3",22.451,13.004
3.735,85.502,"G",22.717,77.05,"H",82,55.01,"Class1",39.111,90.407
36.178,52.347,"Z",93.861,86.492,"J",69,35.844,"Class3",21.488,16.144
18.061,14.698,"L",80.107,33.449,"O",21,62.222,"Class4",95.389,9.09
30.108,53.035,"I",93.458,85.208,"T",59,41.593,"Class3",24.287,12.589
27.971,79.443,"K",25.346,70.894,"R",75,85.555,"Class2",64.33,9.721
16.383,66.232,"D",13.935,73.203,"Y",77,61.86,"Class1",39.376,95.09
32.067,52.871,"T",91.869,89.549,"E",78,34.804,"Class3",26.042,11.326
11.459,71.134,"M",77.925,55.749,"O",76,85.564,"Class2",51.503,33.149
11.106,59.456,"D",23.976,76.256,"H",77,21.111,"Class1",38.96,92.964
9.417,87.819,"J",49.549,82.405,"G",73,85.34,"Class2",54.236,7.897
6.522,10.185,"B",90.001,34.554,"P",23,46.493,"Class4",95.411,2.947
16.026,7.346,"J",93.409,30.787,"N",22,33.778,"Class4",94.881,4.187
19.414,14.577,"D",81.534,33.817,"N",13,73.647,"Class4",95.393,3.336
15.968,49.022,"S",18.832,81.579,"H",89,61.706,"Class1",39.601,95.991
15.418,50.193,"T",93.101,90.374,"P",77,45.888,"Class3",26.271,10.964
6.355,47.059,"D",19.778,84.295,"Y",88,59.861,"Class1",39.621,97.488
22.811,13.969,"L",89.124,31.526,"R",22,43.338,"Class4",92.779,3.409
20.546,9.492,"B",80.978,36.507,"Y",11,54.829,"Class4",95.009,5.698
2.691,66.646,"G",17.299,80.082,"K",85,41.597,"Class1",39.247,93.798
45.902,60.71,"T",95.882,NA,"J",81,37.376,"Class3",25.066,14.796
8.638,50.998,"W",12.508,79.528,"C",93,43.35,"Class1",39.192,93.263
22.949,40.781,"D",9.483,86.371,"C",93,65.656,"Class1",39.193,95.343
21.964,60.03,"Q",7.105,85.561,"W",79,88.75,"Class1",39.981,97.28
17.565,5.164,"D",91.814,31.037,"Y",16,66.609,"Class4",92.767,6.63
11.031,72.456,"D",10.144,77.851,"K",92,-0.234,"Class1",39.581,90.512
7.568,80.894,"Z",71.306,82.084,"G",85,86.05,"Class2",40.212,53.97
47.634,53.025,"Z",91.538,91.073,"J",65,34.328,"Class3",20.989,13.19
6.955,61.77,"S",7.21,78.231,"Y",92,78.195,"Class1",39.739,91.084
19.273,56.591,"T",NA,90.378,"T",69,35.377,"Class3",28.943,13.37
13.046,55.175,"G",9.339,NA,"C",81,48.95,"Class1",39.357,94.094
12.781,77.971,"Z",72.889,69.993,"G",82,85.246,"Class2",40.273,17.123
13.964,13.406,"J",88.707,35.273,"P",16,68.322,"Class4",99.773,4.488
12.077,52.853,"S",6.138,77.547,"Y",88,38.394,"Class1",39.274,92.125
24.579,49.64,"Z",92.035,88.596,"J",71,34.374,"Class3",29.735,16.921
59.814,58.198,"X",91.872,86.437,"J",66,29.825,"Class3",30.231,11.618
5.928,69.642,"Z",49.372,48.022,"K",82,85.131,"Class2",54.242,28.821
9.667,63.08,"Z",NA,66.716,"G",85,85.558,"Class2",44.981,29.182
26.113,78.621,"Z",43.27,42.851,"P",73,86.27,"Class2",47.782,9.567
33.401,50.973,"N",92.547,94.776,"E",82,45.264,"Class3",17.083,15.541
10.537,47.945,"S",12.829,77.075,"K",89,15.504,"Class1",38.973,92.792
36.558,58.353,"X",95.84,95.066,"E",57,28.872,"Class3",20.105,14.341
22.016,10.443,"L",80.305,35.422,"P",23,56.284,"Class4",93.494,4.894
25.433,52.135,"I",95.934,91.219,"J",77,46.912,"Class3",25.828,17.913
17.459,66.932,"S",22.524,83.681,"W",83,14.212,"Class1",39.964,96.746
24.443,16.553,"S",82.307,30.515,"Y",12,41.923,"Class4",100.208,6.978
17.059,41.875,"G",18.876,83.789,"H",90,33.308,"Class1",39.534,90.228
27.883,14.39,"D",87.662,30.446,"P",21,45.74,"Class4",93.316,2.462
15.255,1.705,"S",82.204,34.025,"O",16,35.232,"Class4",95.46,8.732
5.631,44.979,"D",17.416,78.914,"Y",80,41.642,"Class1",39.795,97.606
19.15,60.581,"P",48.892,46.874,"P",87,85.801,"Class2",52.13,39.593
16.324,6.279,"J",81.684,32.449,"O",13,58.06,"Class4",96.866,2.003
15.109,16.784,"B",92.979,31.478,"Y",11,41.429,"Class4",94.403,3.127
7.684,54.355,"W",23.347,79.752,"C",92,35.635,"Class1",39.755,90.863
15.417,7.35,"L",85.209,34.184,"O",16,43.698,"Class4",93.507,10.623
8.304,79.938,"P",23.19,57.675,"G",86,85.49,"Class2",55.582,62.646
19.647,55.841,"N",93.679,87.811,"E",64,36.274,"Class3",17.241,13.426
