"AMD1","ZGR2","YOI3","COQ4","BYR5","YRE6","XYF7","Output11","FHN8","JOB9","GUC10","MRT11","AGX12"
67.649,78.375,46.985,"X",74.617,20.263,67.765,"Class5",32,45.848,12.51,"M",29
76.042,77.603,45.542,"N",73.317,11.691,74.214,"Class5",32,86.321,70.276,"G",37
35.013,46.738,77.878,"D",42.168,62.36,82.89,"Class4",43,72.006,29.21,"W",41
33.032,46.664,77.487,"R",42.947,76.396,43.279,"Class4",52,43.765,36.41,"N",37
56.874,43.766,26.333,"H",37.771,95.133,-5.959,"Class2",73,38.503,58.236,"A",96
64.498,38.115,25.083,"Q",34.903,37.591,10.898,"Class2",58,24.662,36.395,"A",19
35.403,34.193,77.225,"U",55.761,66.629,32.881,"Class4",60,42.072,17.361,"N",26
86.038,31.247,26.48,"H",24.328,55.913,6.305,"Class2",82,9.381,32.245,"X",94
74.787,53.524,53.843,"L",25.977,36.515,15.243,"Class3",53,68.354,55.361,"Z",2
77.234,60.224,56.081,"U",19.654,45.302,11.997,"Class3",56,80.355,56.877,"Z",8
75.345,74.846,41.526,"P",22.034,85.814,23.616,"Class3",55,58.245,53.682,NA,2
60.946,74.521,46.117,"P",21.131,59.154,32.144,"Class3",48,86.656,43.739,"G",9
68.332,77.48,41.394,"N",70.63,14.013,72.457,"Class5",9,54.241,34.367,"Y",32
32.644,93.762,60.026,"N",40.646,28.741,56.657,"Class1",42,82.632,3.327,"L",71
35.025,39.054,77.343,"U",42.876,72.565,66.865,"Class4",39,55.181,11.501,"W",30
32.032,42.232,77.928,"C",44.881,62.026,69.411,"Class4",67,64.005,28.998,"O",26
29.859,59.026,56.388,"W",64.263,57.366,52.149,"Class1",36,66.28,5.074,"L",62
62.78,74.215,44.396,"U",20.21,53.484,19.283,"Class3",48,77.374,56.145,"D",2
58.645,74.508,49.993,"A",21.484,82.302,12.612,"Class3",51,92.065,62.941,"Z",9
31.518,NA,59.824,"Y",70.019,21.015,50.925,"Class1",34,80.733,3.942,"K",70
70.339,43.139,55.29,"A",23.656,63.229,45.018,"Class3",59,78.194,63.555,"N",2
61.937,45.497,46.075,"L",24.457,80.334,31.258,"Class3",43,41.979,50.638,"X",4
19.949,44.701,23.157,"F",33.892,104.63,7.406,"Class2",79,13.723,29.889,"X",81
45.914,41.597,25.422,"Q",37.011,51.336,6.153,"Class2",71,39.793,26.406,"A",22
29.937,47.232,77.581,"U",53.917,64.744,-6.534,"Class4",64,60.516,24.193,"O",38
74.312,78.967,41.208,"G",52.432,15.231,73.118,"Class5",52,61.725,7.481,"F",41
66.767,77.395,58.863,"Z",64.865,19.575,72.395,"Class5",21,43.45,3.38,"F",42
47.206,48.297,44.705,"P",25.925,44.596,4.63,"Class3",50,87.59,39.128,"G",3
38.666,75.381,60.477,"Y",39.927,48.403,56.117,"Class1",31,11.842,3.194,"U",63
81.277,NA,27.942,"U",18.315,37.647,-0.803,"Class2",83,46.949,43.144,"E",67
43.418,50.496,47.88,"L",22.617,70.364,32.564,"Class3",51,56.149,56.05,"X",2
74.192,77.11,41.335,"N",70.54,8.398,73.789,"Class5",26,39.42,81.763,"G",50
60.413,78.808,37.27,"N",59.39,15.824,70.787,"Class5",16,76.264,12.688,NA,31
34.442,43.145,59.084,"W",31.372,41.746,49.816,"Class1",41,57.793,4.146,"U",61
87.207,39.56,26.059,"Q",47.515,54.265,8.882,"Class2",80,17.04,56.45,"X",65
52.632,44.152,25.739,"R",26.523,22.481,7.365,"Class2",65,62.992,46.455,"A",81
21.336,40.074,77.495,"D",54.033,63.427,20.349,"Class4",57,65.366,18.107,"O",41
71.025,48.361,51.056,"A",25.454,51.281,25.909,"Class3",54,76.381,67.561,"X",7
29.293,43.669,77.583,"B",46.448,77.741,29.66,"Class4",70,41.962,33.733,"U",39
78.263,77.697,44.96,"G",58.987,12.901,70.388,"Class5",55,33.142,52.76,"Y",33
37.982,44.753,77.571,"D",56.738,75.25,4.777,"Class4",41,66.626,30.54,"O",30
17.95,42.829,25.51,"U",47.528,78.137,10.997,"Class2",79,56.223,63.442,"F",85
6.942,44.894,26.55,"F",30.025,115.781,-2.181,"Class2",59,39.029,41.505,NA,73
54.832,51.695,40.589,"L",24.441,66.288,13.656,"Class3",58,48.299,48.172,"X",5
32.599,15.212,55.264,"N",36.69,47.717,53.252,"Class1",34,7.114,1.704,"E",73
40.508,46.423,77.817,"U",47.496,43.964,37.786,"Class4",69,42.313,36.917,"W",28
33.052,87.668,54.664,"Y",75.574,27.589,53.742,"Class1",35,3.973,3.511,"K",64
73.99,54.355,40.653,"U",21.789,44.39,10.657,"Class3",48,47.408,39.153,"D",9
33.014,56.468,56.383,"W",72.898,36.285,49.875,"Class1",36,56.38,3.224,"K",72
59.734,44.614,24.308,"F",31.571,49.538,12.747,"Class2",65,14.525,40.595,NA,81
81.835,71.638,48.561,"U",20.07,54.52,17.411,"Class3",45,79.979,61.678,"X",4
61.013,71.81,47.047,"U",16.729,65.919,12.896,"Class3",46,43.668,63.252,"D",8
68.594,77.688,38.237,"Z",73.113,18.276,72.641,"Class5",37,54.754,19.369,"Y",35
60.277,31.067,25.007,"F",24.901,56.685,4.444,"Class2",77,36.217,78.09,"A",72
99.52,40.615,24.942,"R",45.057,17.573,0.201,"Class2",71,11.531,61.51,"X",98
29.108,49.641,77.112,"U",57.73,73.847,36.375,"Class4",67,43.441,28.549,"N",32
64.5,37.874,26.069,"R",19.728,74.621,10.936,"Class2",66,27.81,42.499,"F",73
73.056,78.97,45.015,"V",67.311,15.491,73.415,"Class5",43,89.622,20.145,NA,47
36.007,39.032,77.486,"B",52.952,61.315,38.224,"Class4",60,55.11,28.478,"U",41
41.563,39.008,26.293,"U",46.628,13,14.404,"Class2",59,42.687,52.273,"F",27
28.711,38.958,25.758,"U",38.933,23.189,-2.525,"Class2",85,50.905,62.237,"Q",53
27.377,50.23,77.224,"D",56.093,84.541,38.255,"Class4",63,71.447,37.63,"W",31
90.698,31.733,25.784,"H",21.628,41.899,11.712,"Class2",66,55.999,37.93,"X",55
78.055,78.595,47.583,"N",59.46,11.176,73.905,"Class5",50,41.329,23.845,NA,37
35.946,82.565,54.5,"W",73.312,27.102,50.695,"Class1",32,30.337,3.505,"K",74
34.144,43.869,26.082,"H",47.62,113.57,3.034,"Class2",84,46.514,54.376,"X",66
45.416,46.634,48.735,"L",17.36,64.864,13.774,"Class3",48,93.784,47.545,"N",5
75.033,78.712,60.565,"X",77.322,17.047,76.417,"Class5",22,77.57,45.846,"F",38
35.292,18.822,54.266,"N",37.821,41.128,56.604,"Class1",44,39.322,1.255,"L",71
42.489,35.824,24.965,"Q",38.919,39.116,13.748,"Class2",78,16.526,41.77,"F",39
37.48,26.809,54.436,"N",66.545,15.09,55.539,"Class1",33,7.827,2.104,"E",65
32.896,27.225,60.641,"P",46.078,20.143,56.287,"Class1",46,48.852,3.514,"U",75
34.97,NA,77.893,"B",57.427,45.93,17.634,"Class4",41,70.238,43.79,"N",43
31.498,39.921,77.738,"B",42.027,67.517,48.973,"Class4",70,57.094,40.841,"N",26
74.538,38.896,54.4,"B",16.2,34.302,17.648,"Class3",59,83.68,31.382,"Z",3
27.291,39.648,77.881,"U",57.088,59.331,47.225,"Class4",52,63.465,31.746,"O",33
73.993,41.138,23.519,"H",44.935,49.82,10.183,"Class2",82,45.165,49.276,"F",58
84.986,77.12,40.656,"Z",78.244,13.842,66.167,"Class5",50,55.374,45.203,"Y",36
68.772,65.131,48.917,"L",20.56,59.078,22.003,"Class3",58,41.062,45.904,"Z",2
30.445,18.678,59.659,"K",41.03,46.292,51.009,"Class1",33,69.327,1.73,"E",75
82.292,69.198,49.171,"A",16.398,46.078,30.978,"Class3",44,72.908,49.341,"G",4
66.872,78.094,52.79,"N",61.322,12.133,73.482,"Class5",44,51.141,19.099,"Y",47
76.285,75.314,45.228,"P",21.756,68.063,20.142,"Class3",50,61.918,48.118,"G",8
68.616,77.41,41.997,"X",55.442,18.455,80.728,"Class5",23,61.745,-0.527,"M",49
31.844,38.529,77.161,"C",49.965,52.717,43.833,"Class4",61,71.776,21.685,"O",35
34.227,14.456,58.13,"P",33.607,31.084,58.383,"Class1",32,73.708,4.358,"L",74
77.058,78.136,40.417,"V",51.091,11.979,69.575,"Class5",41,39.051,40.103,"S",40
56.181,62.261,41.839,"U",15.563,38.938,17.023,"Class3",50,79.947,47.743,"D",8
71.164,77.656,49.814,"Z",50.11,11.925,75.131,"Class5",53,56.152,10.034,"M",42
33.339,49.724,57.099,"N",61.983,31.09,49.646,"Class1",51,82.768,3.182,"L",67
38.673,38.719,77.857,"U",44.552,63.239,16.662,"Class4",74,59.093,30.478,"O",30
35.458,63.634,55.292,"Y",61.329,35.073,53.434,"Class1",57,2.945,4.407,"U",72
33.198,33.255,29.361,"R",44.369,88.544,10.651,"Class2",68,10.583,36.496,"X",52
79.854,77.763,53.594,"V",50.248,7.703,85.105,"Class5",28,67.02,71.195,"G",40
36.038,31.183,26.899,"R",14.139,69.513,3.512,"Class2",83,18.523,56.094,"Q",58
33.294,33.335,56.485,"W",38.147,42.931,49.904,"Class1",49,32.665,0.826,"K",74
64.954,42.365,28.406,"H",25.619,20.068,11.65,"Class2",64,7.779,46.666,"X",85
35.675,NA,56.989,"W",43.273,34.556,49.322,"Class1",33,6.703,4.568,"U",65
33.674,48.58,77.798,"D",44.035,65.782,41.39,"Class4",60,71.996,37.132,"W",31
34.124,50.497,55.736,"W",72.759,23.235,49.709,"Class1",41,73.796,2.566,"U",66
17.559,32.515,27.044,"F",31.956,51.734,3.584,"Class2",82,25.07,31.988,"A",62
34.255,49.787,77.517,"U",44.533,63.408,32.918,"Class4",63,69.371,25.036,"Q",30
56.155,36.425,25.24,"Q",29.03,70.203,-4.909,"Class2",70,41.599,51.869,"Q",58
35.808,39.849,58.427,"Y",89.369,42.862,50.882,"Class1",47,16.899,2.985,"K",78
38.328,82.725,54.104,"Y",81.757,51.596,50.737,"Class1",34,75.04,4.717,"U",72
31.144,83.815,54.631,"Y",40.581,17.004,51.92,"Class1",46,53.314,4.732,"E",77
72.463,78.722,55.109,"Z",75.519,14.89,80.914,"Class5",52,52.904,35.147,NA,33
64.596,73.682,50.252,"P",25.226,39.901,28.648,"Class3",45,56.532,54.158,NA,6
35.999,48.27,77.114,"C",43.976,58.853,2.35,"Class4",57,58.163,35.436,"N",44
78.467,72.511,54.484,"L",21.301,76.664,-3.755,"Class3",48,72.09,51.019,"D",8
34.803,53.958,57.7,"P",70.247,23.323,52.612,"Class1",33,2.159,1.938,"E",66
30.997,17.87,59.367,"N",37.092,22.037,53.652,"Class1",52,82.87,1.901,"K",75
32.653,34.493,57.11,"W",89.295,49.197,53.095,"Class1",57,15.277,4.393,"N",76
76.852,34.074,42.09,"A",14.267,98.703,38.707,"Class3",43,93.346,57.437,"D",4
64.548,49.597,56.519,"B",19.996,78.966,22.998,"Class3",52,58.596,70.658,"D",4
50.793,36.042,25.755,"Q",29.031,44.222,8.83,"Class2",84,57.301,52.756,"A",99
38.371,44.327,26.688,"H",18.546,89.889,6.584,"Class2",78,65.161,67.456,"F",22
38.039,37.288,77.915,"U",43.001,54.661,43.163,"Class4",47,55.958,26.566,"O",35
27.69,30.928,24.692,"Q",44.772,30.037,19.364,"Class2",59,8.886,59.771,"X",33
26.852,42.339,77.335,"B",46.261,76.888,47.218,"Class4",53,69.638,36.71,"W",34
31.964,78.882,58.132,"K",84.664,12.949,47.657,"Class1",49,24.064,3.207,NA,66
29.243,NA,77.696,"U",49.182,53.792,57.958,"Class4",51,52.47,37.969,NA,40
45.134,33.025,27.454,"Q",33.59,28.596,17.771,"Class2",77,36.557,43.337,"Q",38
34.321,40.101,77.315,"R",55.602,59.131,71.809,"Class4",42,60.305,25.071,"O",27
38.307,69.481,54.627,"N",32.453,20.272,51.461,"Class1",47,17.792,4.347,"L",69
33.906,43.96,77.268,"C",58.554,61.839,67.576,"Class4",49,46.038,17.55,"U",42
18.497,34.696,27.683,"F",43.617,119.706,7.229,"Class2",65,65.021,57.264,"Q",36
37.128,41.978,77.045,"B",53.738,52.321,-22.633,"Class4",55,61.06,30.337,NA,42
39.361,17.873,56.859,"K",52.956,17.771,50.81,"Class1",34,35.524,5.323,"L",72
89.763,77.668,42.549,"G",60.97,14.579,76.186,"Class5",34,38.604,25.65,"G",29
68.399,68.041,54.878,"A",16.859,87.049,13.636,"Class3",54,44.401,71.133,"X",7
50.793,66,54.201,"U",20.34,69.304,30.78,"Class3",58,45.503,51.118,"G",4
78.963,78.912,44.781,"Z",57.6,12.117,69.686,"Class5",35,81.951,30.678,"F",50
61.839,62.386,41.35,"P",15.153,99.284,42.943,"Class3",56,63.097,47.528,"Z",5
32.037,37.65,77.517,"D",48.201,57.325,63.715,"Class4",71,68.053,24.906,"O",29
11.059,36.4,27.719,"H",31.399,46.193,8.934,"Class2",58,58.319,48.465,"A",37
73.331,78.333,43.062,"N",72.684,14.624,80.7,"Class5",38,69.307,37.189,"Y",49
53.475,32.932,25.118,"F",26.553,24.336,11.336,"Class2",70,35.452,44.672,"E",23
34.003,44.357,56.183,"Y",86.241,17.972,51.086,"Class1",31,69.422,3.563,"E",78
32.067,38.85,77.593,"C",54.666,50.034,49.012,"Class4",67,43.788,29.985,"Q",43
58.404,30.495,25.731,"F",39.121,29.322,-0.784,"Class2",83,21.711,44.072,"Q",36
32.195,39.529,77.813,"D",50.558,69.248,-16.879,"Class4",57,48.303,30.53,"U",26
82.79,77.221,54.105,"G",60.827,14.525,72.982,"Class5",47,32.996,22.58,"S",31
31.377,39.604,55.485,"N",41.484,24.056,50.464,"Class1",48,46.146,3.509,"N",68
54.118,69.489,45.081,"L",22.018,70.952,20.163,"Class3",55,73.147,34.407,"N",3
29.983,75.736,59.014,"W",80.173,27.837,48.362,"Class1",38,2.776,2.863,"N",72
40.109,38.882,54,"Y",32.152,49.574,52.489,"Class1",48,5.547,3.081,"U",76
33.926,47.91,58.462,"W",37.164,48.898,51.854,"Class1",31,39.162,3.523,"K",74
39.565,43.531,26.688,"Q",47.24,41.54,11.873,"Class2",74,64.159,57.361,"A",55
75.003,77.939,40.857,"N",50.893,17.368,84.518,"Class5",38,47.903,65.625,"S",50
37.768,46.815,77.537,"C",46.603,58.519,26.688,"Class4",41,65.752,28.701,"N",40
30.496,19.754,58.452,"P",44.744,11.907,51.839,"Class1",56,43.324,3.509,"L",74
82.874,77.802,41.068,"Z",63.345,10.368,63.651,"Class5",19,71.232,70.184,"M",33
73.371,78.249,38.168,"G",58.714,13.211,68.701,"Class5",51,73.687,20.885,"M",36
67.445,NA,55.838,"P",18.689,71.097,33.949,"Class3",46,66.214,53.932,"N",1
34.999,NA,55.955,"W",72.125,30.835,52.631,"Class1",37,20.897,2.302,"N",62
25.503,36.319,29.414,"Q",44.054,81.159,13.358,"Class2",66,41.264,70.216,NA,95
78.481,39.072,28.59,"F",15.308,51.058,12.776,"Class2",82,63.374,45.135,"X",59
79.164,77.316,42.849,"V",48.514,8.724,84.946,"Class5",54,49.479,15.02,"M",39
79.181,78.685,53.828,"Z",65.901,17.439,77.272,"Class5",29,59.745,37.963,"S",41
33.273,35.604,77.471,"B",53.378,65.207,25.805,"Class4",52,41.329,33.884,"W",42
58.824,34.021,29.633,"Q",14.019,41.209,14.041,"Class2",81,20.203,45.018,"A",58
74.046,NA,28.286,"U",39.806,53.211,17.789,"Class2",60,41.37,52.48,"A",22
76.557,77.448,39.481,"V",68.074,14.402,72.002,"Class5",50,31.71,40.246,"S",35
73.413,77.653,52.586,"G",72.404,10.083,74.998,"Class5",41,42.77,16.389,"S",40
34.818,31.958,54.885,"K",66.232,13.449,53.757,"Class1",45,7.991,2.404,"K",78
36.611,48.115,77.081,"C",58.483,71.672,22.844,"Class4",65,70.03,32.35,"N",39
92.699,62.257,55.798,"L",17.635,38.531,22.758,"Class3",45,70.222,43.787,NA,4
74.254,78.842,52.398,"Z",72.023,17.296,73.491,"Class5",33,50.374,15.609,"G",33
69.287,78.78,56.549,"Z",72.405,16.924,82.407,"Class5",25,60.472,35.42,"F",33
30.922,43.809,77.438,"B",43.702,83.349,31.554,"Class4",71,72.759,34.229,"W",39
61.491,59.326,41.336,"P",25.865,77.383,14.956,"Class3",56,78.502,49.915,"G",7
72.329,78.865,49.235,"Z",65.372,14.289,77.156,"Class5",45,90.341,21.682,NA,34
78.352,77.551,45.777,"N",68.405,15.028,70.062,"Class5",10,75.253,29.52,"M",30
32.063,41.76,77.518,"B",50.696,60.444,53.98,"Class4",74,50.133,27.839,"W",28
52.216,42.063,23.098,"U",16.226,70.701,10.291,"Class2",63,19.749,55.699,"A",37
34.975,34.096,54.52,"W",76.637,24.763,55.735,"Class1",54,28.62,4.72,"K",61
67.954,44.947,28.377,"F",15.022,68.865,0.437,"Class2",62,32.901,34.528,"E",51
99.985,NA,28.597,"U",19.73,52.674,2.406,"Class2",78,58.465,30.764,"E",60
31.739,79.062,60.565,"N",40.888,36.131,57.059,"Class1",53,64.217,3.94,"L",75
66.76,77.523,39.144,"N",52.399,14.433,74.219,"Class5",34,34.242,17.03,NA,39
35.223,41.615,28.385,"U",16.131,80.483,13.87,"Class2",69,33.286,48.189,"X",22
32.901,47.66,60.728,"W",87.278,10.784,53.101,"Class1",30,39.448,3.198,"U",62
41.311,35.185,28.186,"F",25.996,95.868,9.039,"Class2",68,45.942,62.939,"E",83
32.424,71.76,59.284,"Y",33.149,21.458,52.417,"Class1",57,84.058,3.306,"U",66
63.278,55.365,56.21,"U",23.103,44.138,26.478,"Class3",43,49.958,52.304,"X",7
37.234,49.884,77.326,"U",42.339,59.74,74.257,"Class4",44,50.209,40.918,"U",34
59.674,48.773,55.052,"A",16.457,73.299,-0.705,"Class3",46,64.385,66.696,"G",1
33.603,43.128,24.357,"Q",26.4,-11.455,6.986,"Class2",70,59.691,52.118,"A",96
85.741,34.174,28.105,"H",48.806,41.482,11.451,"Class2",67,35.012,63.621,"A",86
27.278,41.539,59.03,"P",48.147,27.535,51.449,"Class1",30,29.772,3.224,"K",61
36.103,45.084,77.457,"U",57.209,55.869,44.199,"Class4",59,63.867,23.245,"N",32
41.61,44.763,77.744,"R",56.504,55.369,42.7,"Class4",73,47.54,19.686,"O",42
79.292,38.943,27.083,"Q",44.832,36.479,13.893,"Class2",68,35.235,49.276,"X",97
70.136,77.37,55.71,"X",65.108,12.658,70.392,"Class5",34,49.162,43.933,"F",36
39.395,8.645,59.308,"W",58.961,35.084,52.381,"Class1",33,30.241,1.906,"N",63
48.193,58.138,54.837,"P",19.407,46.239,3.838,"Class3",56,66.246,51.321,NA,6
56.132,32.059,26.834,"H",24.998,14.069,-1.263,"Class2",82,62.788,49.501,"F",92
81.711,77.227,44.633,"G",64.791,9.845,71.333,"Class5",57,33.223,15.408,"Y",49
55.212,33.609,26.089,"R",37.611,34.525,-9.01,"Class2",79,54.378,33.33,"X",91
80.497,78.413,40.821,"X",67.771,8.801,68.696,"Class5",52,59.98,11.536,"F",44
37.095,47.365,77.723,"U",55.296,63.522,65.489,"Class4",60,57.625,28.33,"O",40
73.607,78.387,44.293,"Z",52.371,9.369,72.282,"Class5",31,73.301,-14.683,"M",33
78.466,77.536,38.171,"G",69.371,14.023,88.762,"Class5",14,63.078,15.007,"G",33
48.923,56.005,46.8,"P",19.903,60.799,8.109,"Class3",43,63.415,55.941,"G",7
32.239,49.276,77.138,"C",50.906,55.632,38.075,"Class4",63,52.617,30.476,"W",36
19.721,35.774,26.244,"R",43.575,40.864,3.833,"Class2",71,39.75,45.636,"F",84
70.444,41.084,29.603,"Q",30.796,39.168,-0.594,"Class2",85,26.57,69.606,"A",50
70.244,78.654,43.62,"X",64.209,11.6,67.842,"Class5",55,54.351,58.3,"G",38
66.973,78.594,55.037,"N",77.791,11.79,71.368,"Class5",57,42.838,20.806,"G",33
52.609,40.342,27.915,"R",47.423,64.899,17.074,"Class2",84,19.756,50.905,"F",96
62.498,36.608,25.077,"F",45.757,53.927,17.052,"Class2",80,44.08,59.25,"F",97
58.052,68.545,56.813,"L",21.175,75.627,26.031,"Class3",46,86.034,56.084,"G",3
33.997,29.734,54,"W",33.199,19.812,54.553,"Class1",37,55.919,4.09,"E",71
68.894,78.746,59.765,"Z",74.699,8.566,72.069,"Class5",57,83.009,28.643,"Y",44
32.712,35.318,77.21,"R",55.952,62.439,36.349,"Class4",73,61.107,20.797,"W",27
23.097,33.726,27.496,"U",29.783,113.24,9.161,"Class2",61,7.216,29.203,"A",32
35.253,49.374,60.732,"N",33.48,49.539,55.038,"Class1",33,86.43,2.529,"N",71
34.53,93.481,55.933,"W",55.24,27.229,52.24,"Class1",59,42.687,3.047,"E",70
76.692,42.221,25.171,"R",47.431,32.784,1.934,"Class2",84,30.565,67.331,"F",33
71.052,38.113,52.267,"P",22.111,53.161,7.044,"Class3",52,80.709,56.712,"N",4
31.348,50.537,57.052,"Y",69.629,37.161,48.538,"Class1",57,69.249,3.063,"E",68
28.11,44.136,77.941,"B",42.49,83.377,54.832,"Class4",67,60.649,16.201,"U",41
34.852,43.8,59.907,"P",30.253,-5.436,52.199,"Class1",45,54.021,3.585,NA,75
35.937,27.008,54.172,"W",71.574,31.906,54.415,"Class1",53,11.711,2.974,"E",62
43.311,41.451,56.539,"A",24.983,33.32,40.91,"Class3",45,84.164,63.162,"N",8
43.762,41.447,23.786,"F",21.796,50.237,16.072,"Class2",71,26.78,43.512,"Q",24
82.09,57.939,56.037,"A",15.664,56.921,12.959,"Class3",55,93.872,51.364,"X",9
72.787,77.049,57.828,"N",55.949,8.94,83.211,"Class5",15,65.989,38.77,"F",30
69.968,77.407,43.418,"Z",50.445,13.03,73.542,"Class5",39,51.438,27.142,"F",44
40.021,41.606,77.965,"C",42.129,96.433,24.14,"Class4",42,66.395,11.399,"W",32
41.417,33.421,77.259,"C",54.464,76.19,15.394,"Class4",64,42.792,40.36,"W",43
68.848,NA,58.601,"Z",67.361,13.723,70.697,"Class5",44,84.635,66.782,"Y",45
37.451,49.957,77.804,"B",53.378,63.739,25.275,"Class4",61,45.489,38.23,"N",32
51.864,34.012,23.443,"R",45.295,33.091,-1.157,"Class2",69,19.8,50.724,NA,61
37.704,31.61,24.209,"H",33.262,-2.258,11.617,"Class2",79,13.121,28.654,"A",65
43.396,46.163,77.666,"B",51.216,59.664,9.413,"Class4",43,58.645,32.065,"O",29
52.639,NA,55.865,"B",14.354,69.266,4.949,"Class3",43,47.427,44.879,"Z",8
75.232,77.414,54.531,"V",61.772,13.619,78.391,"Class5",31,84.181,45.972,"F",31
85.013,66.087,52.267,"U",22.146,72.962,31.299,"Class3",47,84.031,52.252,"G",3
32.574,29.476,54.4,"P",76.301,7.783,48.733,"Class1",47,23.078,3.024,"U",70
31.118,53.167,58.615,"Y",67.126,26.346,54.16,"Class1",54,68.272,1.206,"N",62
75.11,69.007,54.078,"P",19.577,51.708,1.214,"Class3",50,46.188,45.928,"D",1
73.079,78.35,38.22,"G",54.455,14.087,74.558,"Class5",13,50.788,-19.032,NA,39
88.774,43.355,49.418,"B",15.361,100.56,28.591,"Class3",55,82.819,53.891,"N",6
34.425,30.624,24.77,"H",41.515,44.763,7.747,"Class2",84,12.808,50.898,"A",23
30.147,35.329,77.518,"R",42.909,59.895,30.759,"Class4",46,69.323,33.217,"Q",41
53.853,35.794,50.286,"L",25.656,71.988,22.298,"Class3",57,43.443,59.86,"D",8
34.163,33.453,24.387,"R",17.917,66.667,5.305,"Class2",59,26.503,44.672,"A",29
36.439,12.866,58.046,"Y",82.342,43.078,54.025,"Class1",31,33.694,3.6,"N",74
36.443,47.758,77.042,"U",54.244,73.722,45.487,"Class4",43,69.061,25.652,NA,39
32.375,35.085,25.501,"U",27.372,82.419,12.809,"Class2",79,24.478,53.84,"F",100
80.381,43.137,52.855,"L",19.007,54.962,21.336,"Class3",46,77.627,45.495,"D",9
30.377,72.966,55.808,"N",36.957,14.212,54.131,"Class1",54,50.45,1.936,"E",61
56.754,47.175,46.713,"A",15.524,60.517,-2.188,"Class3",57,72.25,41.465,"D",4
31.524,29.215,60.521,"P",33.032,21.109,57.523,"Class1",30,67.957,5.536,"U",72
57.447,40.998,25.94,"Q",17.194,66.941,4.395,"Class2",76,46.302,40.04,"E",90
34.77,37.392,77.393,"D",55.202,71.876,53.443,"Class4",46,44.631,25.125,"U",28
66.09,78.164,57.763,"Z",47.9,11.461,78.431,"Class5",29,72.659,74.436,"G",30
29.177,96.072,54.869,"K",86.971,32.219,51.716,"Class1",46,84.81,4.156,"N",75
80.082,78.17,49.222,"V",72.695,10.663,71.768,"Class5",23,44.493,6.297,"F",46
31.395,45.671,77.326,"R",47.954,63.656,32.844,"Class4",41,56.486,17.213,"W",31
36.541,39.558,77.847,"D",57.968,64.668,22.978,"Class4",67,68.642,34.911,"Q",44
34.2,34.84,77.139,"R",46.191,64.017,10.335,"Class4",58,45.102,22.295,"U",33
34.692,37.724,77.087,"C",47.035,56.334,61.172,"Class4",71,65.191,42.888,"Q",38
35.614,33.845,23.574,"Q",20.678,39.211,15.503,"Class2",72,60.317,61.237,"A",51
63.227,77.82,60.383,"N",50.029,13.017,76.973,"Class5",23,34.435,43.93,"M",28
36.165,38.279,77.522,"B",52.668,49.636,49.694,"Class4",74,56.052,33.483,"U",33
35.314,NA,77.22,"D",51.362,65.814,42.17,"Class4",58,60.198,36.233,"Q",34
33.617,46.967,77.504,"R",53.542,65.783,0.678,"Class4",56,47.717,20.884,"W",31
77.449,78.365,38.56,"X",61.916,15.311,75.68,"Class5",24,72.042,42.057,"S",33
38.996,35.81,77.758,"U",57.207,49.314,76.19,"Class4",45,43.401,25.041,"W",35
37.615,45.492,77.139,"B",47.014,65.319,16.128,"Class4",42,58.684,29.956,"Q",31
12.678,38.767,26.372,"U",21.311,59.081,1.433,"Class2",69,14.457,43.139,"Q",72
74.471,NA,45.112,"X",75.93,8.121,85.378,"Class5",35,63.116,30.44,"F",48
73.707,64.689,49.305,"L",18.02,29.872,23.294,"Class3",53,72.023,52.828,"N",5
69.548,38.208,25.599,"H",34.086,-10.207,11.828,"Class2",82,64.214,43.145,"F",77
59.112,31.311,26.574,"F",22.502,43.376,14.06,"Class2",71,49.406,33.039,"Q",38
34.943,NA,77.529,"C",58.857,77.849,77.616,"Class4",40,47.111,25.722,"W",30
33.132,43.233,58.698,"N",62.382,36.043,50.712,"Class1",57,37.974,3.324,NA,71
32.616,13.903,57.2,"Y",54.051,14.955,51.594,"Class1",56,25.196,3.012,NA,66
68.935,77.348,59.987,"Z",46.638,15.513,74.015,"Class5",48,35.84,13.432,"G",43
50.338,42.011,24.537,"H",28.874,64.808,8.146,"Class2",84,53.534,44.608,"E",70
32.621,41.118,77.751,"C",46.692,49.062,81.674,"Class4",63,49.348,35.568,"U",44
36.387,41.469,77.648,"B",44.891,65.113,22.359,"Class4",54,62.551,44.26,"Q",30
66.481,52.26,45.081,"U",14.213,86.729,26.149,"Class3",52,75.78,69.097,"X",4
33.178,25.093,56.104,"N",58.77,40.631,52.229,"Class1",58,6.319,4.026,"N",66
76.49,78.489,44.293,"V",68.413,12.148,78.684,"Class5",30,52.098,15.422,"G",29
72.658,77.215,61.03,"X",67.489,12.455,74.535,"Class5",30,64.563,13.321,"F",36
31.013,86.457,56.221,"K",40.213,35.447,54.256,"Class1",50,76.779,3.592,"N",62
33.514,42.405,56.523,"Y",40.818,50.375,49.321,"Class1",31,30.92,2.735,"L",63
31.087,96.262,58.365,"N",68.929,39.449,52.475,"Class1",50,24.883,2.374,"U",72
70.56,53.99,52.772,"B",15.365,83.08,17.992,"Class3",49,79.577,48.765,"D",4
47.687,43.13,29.165,"U",21.495,36.999,0.347,"Class2",74,13.11,47.243,"Q",78
