"LKQ1","Output19","WVR2","KLZ3","VEO4","EWA5","AWO6","HJY7","WUI8","LGQ9","UIV10"
52,"Class2",87.047,36.411,89.55,66.663,31.998,"R",28.759,67.498,62
47,"Class1",39.101,80.894,74.371,27.83,35.787,"C",35.254,70.636,64
51,"Class2",88.51,28.725,88.939,68.405,13.398,NA,26.929,65.888,58
78,"Class3",28.382,16.575,87.54,69.986,40.757,"U",91.209,33.457,22
55,"Class2",90.319,37.745,83.885,64.184,14.758,"K",33.513,94.265,64
68,"Class2",86.151,36.728,52.28,67.646,15.126,"R",24.79,57.277,63
41,"Class2",87.361,33.437,29.653,66.549,28.91,"K",36.01,85.74,59
55,"Class1",33.538,74.576,74.872,42.239,30.954,NA,95.005,18.653,59
63,"Class2",90.613,16.916,34.563,66.752,27.202,"P",13.998,63.909,58
75,"Class3",52.209,17.188,90.172,62.989,36.66,"R",95.872,28.735,21
50,"Class1",58.656,73.361,76.479,36.223,29.247,"X",42.558,7.729,56
51,"Class2",88.751,29.135,41.364,67.113,6.67,"R",26.825,75.413,59
69,"Class2",87.496,11.85,79.071,66.706,9.702,"R",19.255,75.283,63
74,"Class3",45.745,17.702,78.427,72.46,53.205,"A",85.796,36.871,29
52,"Class2",87.649,10.409,59.137,65.502,18.015,"N",26.728,67.722,62
35,"Class2",89.398,11.399,46.133,64.611,23.667,"P",33.454,55.965,64
63,"Class2",87.952,38.456,38.698,67.437,14.828,"R",27.822,57.924,58
78,"Class3",28.245,17.05,78.157,71.444,57.166,"E",96.371,32.331,19
63,"Class1",59.077,78.97,75.332,40.099,37.084,"X",3.037,30.411,62
62,"Class1",17.478,78.213,75.446,24.812,29.255,"W",8.858,61.148,64
77,"Class3",25.645,17.281,90.004,71.542,46.591,"U",86.773,19.972,19
52,"Class1",70.153,76.784,75.448,30.823,30.557,"W",84.919,14.147,57
39,"Class2",86.109,11.471,67.365,66.958,13.177,"R",30.712,82.482,62
78,"Class3",63.356,17.66,65.664,65.863,48.614,"T",87.747,39.051,30
68,"Class2",86.496,32.04,75.811,67.096,27.354,"P",17.229,66.89,64
57,"Class2",86.653,23.711,75.704,67.991,3.064,"R",25.799,60.203,63
77,"Class3",27.344,17.298,71.602,74.754,41.533,"A",84.3,38.285,37
70,"Class1",13.643,75.321,74.176,49.132,30.898,"C",41.506,28.777,55
43,"Class2",90.391,27.186,84.891,65.811,9.141,NA,21.913,54.068,59
27,"Class2",86.715,40.873,81.145,65.177,-2.144,"P",32.728,61.549,62
73,"Class3",62.207,NA,71.731,65.374,59.584,"T",85.355,37,42
77,"Class3",26.709,16.198,89.186,71.156,49.618,"U",80.358,35.166,51
68,"Class2",89.276,26.732,63.704,66.21,7.779,"P",32.39,65.326,60
43,"Class2",88.35,35.514,47.902,68.008,13.798,"N",42.091,67.047,58
54,"Class1",63.927,78.192,75.332,18.043,32.484,"Q",43.563,30.547,60
53,"Class2",88.809,8.828,83.441,66.891,19.286,"F",24.641,58.794,64
78,"Class3",27.047,NA,80.543,72.796,43.786,"U",91.091,45.158,27
39,"Class2",87.55,4.698,61.977,65.344,26.077,"P",33.718,63.561,63
51,"Class1",42.116,73.692,74.092,17.005,31.243,"Q",12.882,39.378,58
51,"Class1",43.15,79.368,74.574,44.376,29.12,"Q",46.002,57.416,63
47,"Class1",20.656,NA,76.601,23.008,23.143,"B",16.395,38.975,60
60,"Class1",39.35,77.627,75.531,1.833,35.123,NA,71.01,41.052,62
51,"Class1",72.248,74.437,76.986,44.966,30.224,"Q",35.922,41.844,63
72,"Class1",48.026,77.085,76.58,35.165,28.139,"X",86.892,8.969,62
67,"Class2",88.389,32.294,79.932,67.277,16.927,"F",25.358,72.88,60
28,"Class2",89.813,20.364,55.942,66.52,24.103,"F",33.946,87.607,63
67,"Class1",56.608,73.081,74.192,12.928,36.088,"W",10.998,34.324,61
53,"Class2",89.375,9.186,97.897,68.246,27.362,NA,10.796,77.33,64
71,"Class1",37.053,80.758,74.925,28.268,29.466,"C",69.974,73.125,62
73,"Class3",80.153,17.412,69.508,64.784,43.679,NA,83.194,20.866,24
61,"Class1",60.047,NA,74.031,33.607,27.737,"X",-9.843,29.815,64
36,"Class2",88.119,25.843,61.34,65.223,22.558,"R",26.613,68.956,64
76,"Class3",71.061,16.381,85.701,70.728,49.149,"E",91.821,34.899,28
67,"Class1",29.932,77.691,74.464,63.631,31.729,"C",71.745,11.94,58
56,"Class1",22.801,76.277,75.333,47.096,25.251,"C",62.889,66.99,58
69,"Class1",39.443,75.09,74.303,29.812,28.973,"C",65.748,38.968,63
75,"Class3",76.877,16.086,88.45,61.821,52.247,"T",90.494,28.974,37
80,"Class3",34.652,17.909,82.579,62.36,35.474,"R",79.227,29.65,27
57,"Class1",33.229,79.472,75.875,14.651,27.385,"Q",68.441,19.868,58
72,"Class1",37.571,77.322,75.334,41.929,38.628,"B",-10.708,51.956,57
74,"Class3",78.12,15.079,84.874,59.994,39.257,"A",86.974,30.929,32
77,"Class3",39.233,16.197,85.557,68.881,48.727,"R",86.643,37.851,23
64,"Class2",87.027,38.238,40.573,65.878,18.759,"P",26.177,78.301,62
49,"Class2",87.662,6.774,27.31,65.832,29.805,"F",11.207,71.294,64
73,"Class3",30.041,17.381,79.197,67.796,48.237,"U",93.416,36.78,17
44,"Class2",86.888,21.736,64.13,66.714,26.292,"P",25.317,71.123,62
78,"Class3",61.544,15.058,85.285,72.376,51.242,"T",89.051,33.275,17
78,"Class3",73.391,17.622,92.328,69.904,43.302,"T",88.471,29.491,43
76,"Class3",84.24,17.438,93.354,67.099,43.143,"A",89.366,37.011,41
73,"Class3",57.14,16.285,89.775,64.18,52.281,"U",86.708,25.322,25
63,"Class1",71.221,75.933,75.275,24.084,36.03,"C",57.458,41.149,58
71,"Class1",51.336,78.56,76.786,22.026,37.783,"Q",22.305,63.061,64
67,"Class1",15.553,76.932,76.507,37.884,28.726,"C",81.465,76.112,63
54,"Class1",18.782,79.941,75.839,33.347,27.993,"B",20.605,39.442,60
43,"Class2",89.462,21.535,57.44,66.942,26.194,"F",18.672,76.739,58
52,"Class1",67.068,73.892,76.019,40.503,27.358,"W",43.304,50.279,58
58,"Class1",72.453,73.424,76.475,4.269,24.135,NA,13.428,55.947,64
80,"Class3",27.596,15.601,82.723,70.924,46.614,"E",85.273,32.028,43
64,"Class2",90.137,32.462,75.423,65.46,8.577,"F",19.762,77.162,61
63,"Class2",86.206,32.991,35.913,66.605,16.99,"F",23.859,78.26,63
79,"Class3",62.505,16.312,74.204,69.792,30.552,"U",87.8,42.322,49
79,"Class3",68.134,15.708,66.872,66.241,41.25,"A",88.518,32.208,37
69,"Class1",70.97,76.25,76.801,25.777,40.082,"Q",35.101,56.987,61
74,"Class3",60.208,17.993,65.323,63.028,44.96,"T",89.913,24.367,21
56,"Class1",28.518,80.922,76.818,56.787,28.576,"X",97.479,33.71,58
65,"Class2",88.504,21.837,90.889,67.366,14.214,"N",36.11,81.229,62
55,"Class1",39.328,79.454,75.949,51.709,30.769,"C",0.885,52.333,59
26,"Class2",90.98,NA,71.225,65.733,18.506,"N",19.629,75.211,63
80,"Class3",27.339,16.549,66.787,66.365,44.968,"R",86.387,40.192,23
74,"Class3",30.793,16.349,76.379,65.14,46.886,"T",88.899,30.047,43
76,"Class3",60.711,17.893,91.353,68.093,48.526,"T",85.467,22.035,20
55,"Class2",89.999,33.364,29.422,66.715,22.978,"N",27.765,87.487,60
65,"Class1",53.43,74.221,76.024,35.617,27.13,"X",67.903,33.011,61
50,"Class2",87.582,20.093,43.827,68.277,11.575,"N",23.653,78.757,59
72,"Class1",39.506,NA,76.854,64.066,26.091,"W",41.537,26.326,58
33,"Class2",86.005,14.557,90.13,67.344,23.429,"K",36.351,77.473,59
66,"Class2",86.905,17.166,90.546,67.321,19.263,"P",20.768,72.845,62
75,"Class3",65.593,16.091,65.445,64.915,43.889,"A",86.818,35.614,43
77,"Class3",62.676,16.254,79.54,65.641,46.09,"E",89.71,28.895,48
52,"Class1",53.042,79.365,74.854,45.671,27.799,"W",99.34,62.903,56
76,"Class3",72.169,15.794,74.6,72.882,49.158,"R",88.111,34.227,17
78,"Class3",78.01,15.784,69.001,68.953,44.915,"U",89.744,24.954,48
76,"Class3",43.098,16.73,75.701,75.639,34.485,"T",85.329,28.086,30
80,"Class3",62.63,16.8,84.867,70.405,49.213,"R",83.648,26.201,24
78,"Class3",47.182,16.376,85.753,65.087,41.904,"R",85.896,30.944,44
46,"Class1",51.999,79.385,74.104,29.295,21.965,"B",143.328,5.391,64
36,"Class2",88.812,25.026,46.253,65.917,22.036,"R",30.291,75.059,61
58,"Class1",65.076,80.472,75.653,34.476,34.331,"Q",63.11,60.343,60
73,"Class1",31.493,73.421,76.391,42.353,25.952,"C",29.793,44.11,55
69,"Class2",86.516,14.987,75.752,67.038,13.314,"F",14.716,70.801,58
71,"Class1",69.209,73.28,75.866,21.949,28.856,"X",18.73,35.608,63
74,"Class3",48.467,17.037,65.97,66.215,46.917,"U",89.061,26.744,37
34,"Class2",87.486,40.732,83.907,67.459,26.028,"K",13.787,68.98,61
63,"Class1",24.378,76.223,74.402,29.923,23.213,"B",47.048,30.267,61
75,"Class3",48.023,16.028,72.462,71.654,38.727,NA,85.762,32.131,21
58,"Class1",63.859,79.908,76.729,24.035,27.213,"Q",31.019,85.187,60
41,"Class2",90.537,29.005,62.109,68.481,7.296,"F",24.145,69.21,61
78,"Class3",58.988,16.025,84.325,67.31,35.455,"E",84.368,23.087,24
73,"Class1",65.41,NA,74.57,38.935,23.378,"X",81.598,44.763,63
30,"Class2",87.643,33.004,93.611,66.744,15.083,"N",25.472,57.998,62
77,"Class3",83.154,15.226,75.068,70.986,38.573,"U",89.858,31.237,39
41,"Class2",90.246,24.096,97.834,65.926,16.373,"N",23.63,78.041,61
55,"Class2",87.058,5.923,71.173,66.682,32.446,"N",29.177,68.505,61
77,"Class3",32.225,15.724,67.87,68.14,45.638,"U",82.235,26.927,46
55,"Class2",89.781,32.28,37.602,66.737,13.63,"N",15.267,67.996,63
62,"Class1",20.596,73.037,74.184,13.516,34.839,"C",85.726,44.294,57
53,"Class1",15.419,79.633,74.286,32.274,21.072,"X",47.954,76.449,57
59,"Class1",34.329,73.691,76.212,12.431,29.41,"B",90.54,52.398,59
77,"Class3",81.709,16.586,90.295,61.999,46.384,"A",93.199,27.412,20
64,"Class2",90.806,27.94,53.848,66.636,30.029,"F",26.395,74.867,62
76,"Class3",28.279,16.824,88.944,67.257,38.824,"R",85.472,32.258,15
77,"Class3",54.094,15.543,91.014,71.292,50.781,"A",85.979,49.777,42
30,"Class2",86.679,11.811,47.733,65.999,6.43,"N",25.099,55.465,61
79,"Class3",25.306,15.676,86.016,65.994,36.24,"U",79.845,36.455,32
43,"Class2",89.502,9.67,94.752,66.235,22.312,"F",31.953,68.503,59
34,"Class2",88.812,24.207,36.363,64.87,13.839,NA,26.338,83.059,62
50,"Class2",86.164,33.042,36.808,67.496,7.426,"K",5.628,60.825,61
71,"Class1",55.147,77.547,75.02,15.682,27.902,"X",-18.701,24.966,62
50,"Class1",64.338,78.319,76.349,14.513,28.034,NA,34.247,72.438,55
50,"Class2",86.589,39.147,64.343,63.977,3.582,"K",21.224,68.959,60
73,"Class3",72.34,NA,92.436,65.46,44.811,"A",82.538,26.456,23
77,"Class3",59.772,17.026,91.611,62.576,47.654,"E",93.876,28.577,39
54,"Class2",88.117,30.939,27.372,67.265,5.024,"R",24.695,75.173,64
66,"Class1",25.94,76.694,74.798,24.958,30.466,"C",33.478,75.779,61
74,"Class3",47.451,16.434,77.213,72.992,48.299,"T",83.1,34.729,37
55,"Class1",68.804,73.339,75.071,37.448,37.88,"C",68.282,59.191,55
74,"Class3",68.393,17.526,67.233,66.663,40.233,"A",87.044,45.511,16
55,"Class1",65.454,73.971,76.335,61.396,31.061,NA,70.628,41.337,64
41,"Class2",88.471,8.546,54.747,66.597,17.514,"K",39.971,66.616,64
46,"Class1",15.837,75.796,75.091,11.326,27.081,"X",35.891,21.167,60
47,"Class1",12.979,75.338,74.998,61.456,39.514,"C",33.231,30.494,57
73,"Class3",71.002,15.452,91.275,63.733,42.213,"A",96.379,30.566,43
42,"Class2",88.386,16.193,92.352,66.799,9.978,NA,29.501,83.157,64
63,"Class1",61.498,79.192,74.884,43.588,34.593,"Q",30.908,30.105,62
76,"Class3",21.203,17.733,89.274,68.476,51.886,"A",85.585,29.124,13
47,"Class1",40.713,74.101,76.68,50.347,24.871,"B",1.444,50.316,64
50,"Class2",89.626,39.661,78.862,67.312,27.266,"P",11.813,93.558,64
79,"Class3",72.833,17.207,78.343,62.953,39.81,"E",90.302,24.198,16
74,"Class3",82.02,15.684,74.369,69.779,42.888,"A",80.209,33.083,43
73,"Class1",38.561,77.097,75.673,27.633,32.009,"X",71.149,64.053,62
49,"Class1",65.393,79.038,75.221,45.317,35.118,NA,85.813,40.959,64
57,"Class2",87.701,40.601,27.828,64.96,11.296,"R",30.405,57.067,60
61,"Class1",59.982,77.468,75.255,17.98,29.52,"B",29.23,44.924,61
28,"Class2",87.413,30.186,58.787,66.278,4.579,"R",24.481,67.196,60
36,"Class2",90.159,26.205,68.287,65.146,14.066,"R",29.029,82.095,64
75,"Class3",51.968,15.034,68.735,70.504,50.099,"U",81.157,31.528,33
79,"Class3",72.11,16.446,81.296,74.442,44.397,NA,89.055,40.406,45
61,"Class1",59.374,74.171,74.776,24.629,30.25,"B",24.164,5.233,55
64,"Class2",88.484,28.108,70.075,66.117,17.014,NA,18.75,75.954,60
53,"Class1",15.53,77.537,76.122,26.37,35.9,"C",39.491,39.002,64
53,"Class2",86.435,31.63,71.585,66.015,22.33,"K",25.548,70.519,60
55,"Class2",89.937,30.032,77.564,65.822,11.654,"F",18.926,72.847,61
47,"Class1",62.717,NA,75.774,51.058,27.063,"B",65.435,63.285,63
77,"Class3",56.56,16.493,86.083,68.017,37.101,"E",83.034,40.792,40
73,"Class1",52.696,76.041,74.78,54.183,30.651,"Q",88.891,80.705,55
50,"Class2",89.961,21.82,63.279,66.684,11.751,"F",21.157,59.002,62
75,"Class3",60.672,16.688,84.146,62.709,39.071,"T",86.725,23.889,42
45,"Class2",90.271,26.014,87.117,65.611,1.164,"F",13.727,91.087,60
67,"Class1",51.142,76.419,75.602,26.984,32.334,"B",31.735,24.498,59
49,"Class1",26.563,74.915,74.278,35.097,16.742,"C",58.042,22.194,55
57,"Class1",42.677,76.092,75.955,32.89,29.76,"W",118.243,2.27,62
53,"Class2",90.446,21.478,85.363,66.594,28.952,"N",12.76,76.289,62
57,"Class1",72.117,77.95,75.432,27.211,27.807,"Q",63.729,53.774,55
75,"Class3",25.823,15.243,79.614,70.643,39.458,"E",89.87,29.543,33
69,"Class1",35.392,80.078,76.518,28.845,33.326,"C",60.735,12.01,60
52,"Class1",63.681,79.797,76.794,32.415,31.63,"Q",55.641,46.003,61
38,"Class2",86.237,35.151,69.116,67.458,20.737,"K",20.625,73.426,61
79,"Class3",37.754,17.497,77.456,64.29,38.267,"T",92.604,37.386,49
46,"Class1",43.434,76.737,74.511,25.007,34.094,"B",34.436,35.61,62
64,"Class1",27.144,NA,76.475,1.124,27.413,NA,15.406,77.552,59
73,"Class3",52.197,15.93,71.89,68.17,48.042,"E",90.424,46.117,36
67,"Class1",12.705,79.844,76.062,33.832,30.604,"X",68.988,53.177,56
54,"Class1",12.565,80.594,74.734,18.367,32.947,"X",30.408,77.9,64
31,"Class2",88.087,32.775,30.96,68.047,11.506,"N",32.259,79.228,62
42,"Class2",86.625,17.467,49.311,66.101,17.132,"P",20.36,73.852,59
76,"Class3",33.956,15.908,93.558,67.61,37.2,"R",93.726,27.638,19
78,"Class3",62.589,15.133,92.403,70.499,42.563,"E",87.79,29.714,18
74,"Class3",42.738,17.07,68.458,67.579,41.54,"T",88.329,30.212,42
65,"Class1",70.361,79.71,75.904,39.228,17.298,"B",-5.732,41.563,64
62,"Class1",30.922,73.287,76.992,18.677,25.741,"W",12.776,87.825,60
27,"Class2",87.076,13.01,51.252,66.609,-7.024,"N",32.674,58.263,61
79,"Class3",35.531,16.458,80.357,71.082,45.95,"T",94.404,23.085,40
69,"Class1",14.095,78.357,74.351,19.521,23.562,"Q",65.935,9.513,58
42,"Class2",88.601,40.363,77.513,69.138,27.944,NA,18.392,71.432,62
51,"Class1",54.66,80.281,76.005,32.859,37.931,"B",54.725,71.549,61
51,"Class2",86.381,40.584,66.217,66.446,18.923,"F",23.585,66.657,58
31,"Class2",86.759,34.668,70.547,68.106,19.857,"R",21.694,70.067,58
37,"Class2",88.571,18.583,28.235,65.868,20.754,"R",30.424,78.302,58
50,"Class2",87.488,7.343,67.143,67.078,23.045,"P",22.128,97.295,60
50,"Class1",71.737,80.929,75.553,55.586,30.37,"X",53.383,47.87,55
47,"Class1",28.153,80.621,74.865,22.949,28.788,"W",42.918,41.456,62
63,"Class2",90.089,7.096,69.729,66.013,-0.849,"K",35.401,60.466,64
80,"Class3",53.412,15.434,79.019,69.458,34.633,"R",90.486,37.047,17
52,"Class1",15.381,80.55,76.095,25.998,25.982,"B",71.777,33.202,57
64,"Class2",86.97,19.305,28.366,66.404,16.647,"N",26.003,66.875,59
42,"Class2",90.717,8.572,31.867,66.507,30.628,"N",27.839,59.582,58
79,"Class3",48.512,17.267,82.212,63.552,33.073,"A",89.974,40.013,43
59,"Class2",87.796,20.651,41.94,65.68,17.785,"P",17.905,52.859,59
71,"Class1",35.021,80.71,76.789,28.265,27.702,"C",60.893,71.104,62
64,"Class1",28.743,74.286,75.797,17.085,29.641,"Q",36.649,32.571,55
76,"Class3",79.708,15.712,67.314,71.744,46.069,"R",83.143,36.285,38
72,"Class1",71.05,80.9,75.334,27.523,31.462,"C",62.679,38.375,59
68,"Class1",32.045,77.07,75.913,46.105,30.082,NA,26.208,62.848,57
48,"Class1",52.769,73.809,75.641,36.586,21.916,"B",27.468,38.034,61
31,"Class2",87.308,12.134,78.508,67.227,30.396,"P",34.86,67.641,61
80,"Class3",33.865,15.607,93.811,68.919,43.038,"U",84.835,30.417,35
60,"Class1",48.292,73.768,75.893,20.304,24.608,"X",85.608,76.078,59
49,"Class2",89.434,35.022,93.099,65.241,14.312,"N",23.924,90.01,58
62,"Class2",89.286,18.699,70.958,66.143,32.637,"F",34.284,78.299,59
68,"Class2",89.219,39.011,87.344,66.946,19.31,"F",13.607,67.584,62
56,"Class1",30.855,80.52,74.097,27.337,35.562,"B",13.252,31.887,59
76,"Class3",72.433,16.609,70.171,64.097,38.372,"R",93.015,35.747,18
49,"Class2",89.123,26.631,88.103,66.139,25.746,NA,28.53,72.898,61
76,"Class3",39.093,17.839,72.909,68.11,49.536,"E",92.978,36.198,34
67,"Class1",29.645,73.635,74.26,43.103,34.596,"W",19.9,7.784,62
74,"Class3",28.923,17.141,74.341,73.466,41.095,NA,92.078,38.187,22
30,"Class2",88.181,39.383,71.889,67.475,9.065,"K",11.254,86.52,61
42,"Class2",88.591,21.975,68.344,66.585,29.355,"F",19.621,70.039,62
78,"Class3",69.013,17.283,71.27,67.587,42.164,"T",86.285,31.086,16
74,"Class1",63.763,80.231,75.767,43.87,29.474,"B",12.009,61.528,56
75,"Class3",26.208,15.079,88.411,76.048,44.505,"T",83.533,31.617,45
51,"Class2",90.27,11.988,25.992,67.509,18.85,"N",33.785,65.342,59
73,"Class3",69.888,16.946,88.775,73.316,44.093,"E",86.213,31.288,41
76,"Class3",43.733,17.757,81.643,62.674,45.257,"R",80.938,28.794,16
59,"Class1",41.877,74.238,76.138,33.133,26.265,"Q",18.571,44.865,60
57,"Class2",89.478,16.859,36.702,66.881,8.264,"N",21.707,64.027,62
53,"Class1",28.747,73.176,75.193,-0.643,29.448,"X",49.441,46.385,57
79,"Class3",71.462,16.865,65.546,69.699,46.709,"R",83,24.804,41
74,"Class3",49.517,17.251,77.121,60.453,38.88,"A",86.18,42.471,13
51,"Class2",87.183,8.957,35.475,66.513,26.988,"R",23.833,96.575,64
39,"Class2",90.123,39.942,49.463,65.216,-4.885,"K",21.667,52.258,64
51,"Class2",87.965,37.331,72.378,66.056,21.167,"P",29.188,72.126,63
74,"Class3",26.474,17.701,70.161,64.6,33.817,"E",89.316,27.22,18
38,"Class2",86.35,24.054,95.088,66.687,14.007,"F",23.092,71.023,59
62,"Class1",52.492,74.866,76.909,35.21,32.26,"Q",30.094,24.476,62
78,"Class3",64.985,17.374,73.674,68.99,32.754,"R",90.114,37.553,13
79,"Class3",80.319,15.042,86.892,60.336,48.944,"T",84.392,21.61,20
67,"Class1",28.916,73.151,76.272,35.207,27.17,"Q",21.763,43.765,58
58,"Class1",17.628,79.266,75.081,29.773,24.558,"C",60.471,36.314,57
59,"Class2",90.399,25.821,60.061,65.662,34.859,NA,21.137,86.184,58
54,"Class2",86.577,9.502,36.381,65.536,4.086,"N",27.235,79.117,60
50,"Class2",87.527,18.465,27.935,66.605,9.855,"K",12.291,68.047,63
55,"Class2",87.913,21.404,89.104,64.994,9.88,"P",20.27,68.971,58
55,"Class1",24.044,80.466,76.968,44.39,27.813,"W",20.393,9.717,63
62,"Class1",47.312,NA,76.745,32.914,33.194,"C",32.33,52.544,58
71,"Class1",50.202,78.651,76.864,-8.123,28.636,"C",48.614,61.967,55
64,"Class1",22.086,80.113,76.196,21.501,32.589,"Q",62.625,44.378,58
34,"Class2",86.244,9.725,61.534,65.977,30.417,"P",22.079,60.804,59
73,"Class3",66.055,17.141,84.687,66.428,36.01,"U",85.288,24.594,50
75,"Class3",34.445,15.728,84.951,64.626,45.526,"T",92.866,32.554,18
52,"Class1",36.957,75.476,76.287,22.873,31.52,NA,52.75,35.279,55
78,"Class3",64.255,15.43,80.256,66.601,55.159,"A",87.341,31.085,38
56,"Class1",47.495,73.004,75.11,49.568,31.695,"B",37.006,91.533,58
77,"Class3",45.391,16.936,89.54,67.4,47.596,"T",87.043,39.146,38
43,"Class2",87.304,10.742,37.445,66.925,25.02,"P",24.639,81.117,58
45,"Class2",88.109,38.265,66.902,67.456,0.44,"N",40.676,64.014,60
48,"Class1",58.644,74.696,75.427,28.056,31.121,"W",97.727,10.183,60
40,"Class2",86.306,23.668,28.338,65.527,20.988,"K",33.875,83.974,60
77,"Class3",80.424,17.888,79.3,67.378,53.605,"T",82.918,31.189,38
26,"Class2",86.236,20.907,90.737,67.531,8.852,"N",18.611,56.721,60
78,"Class3",42.213,17.437,65.102,74.796,45.765,"E",81.103,19.33,41
59,"Class1",20.012,73.129,76.91,21.556,21.518,"Q",69.594,-12.383,56
56,"Class2",89.664,26.323,72.401,65.992,18.795,"P",18.744,68.979,58
77,"Class3",79.393,17.317,77.619,61.836,55.863,"E",88.549,34.972,14
59,"Class2",86.819,30.642,92.872,65.455,21.145,"F",30.676,68.043,61
31,"Class2",89.611,8.988,79.821,67.45,26.181,"N",24.11,73.119,63
76,"Class3",39.459,NA,91.857,75.33,52.525,"A",92.882,37.32,45
73,"Class1",21.16,77.484,76.274,37.085,31.893,"C",13.538,47.157,62
77,"Class3",85.882,16.888,83.434,67.751,42.934,"A",88.547,29.935,37
80,"Class3",38.343,16.458,85.179,66.16,52.916,"E",83.78,27.507,30
66,"Class1",13.992,79.38,75.538,47.805,31.078,"C",69.855,-3.437,58
78,"Class3",56.888,16.039,76.004,63.878,48.892,"E",84.541,39.011,14
29,"Class2",88.312,32.842,94.145,64.525,3.729,"P",22.656,71.186,59
51,"Class2",88.414,4.536,78.523,67.476,22.521,"P",14.794,53.586,61
74,"Class3",55.904,15.392,75.391,70.383,36.288,"R",86.087,23.284,29
78,"Class3",83.97,17.849,74.423,69.509,38.425,"T",85.863,30.537,51
69,"Class1",24.537,78.533,74.449,6.56,25.245,"C",45.391,70.666,60
74,"Class3",25.109,16.363,93.758,64.91,45.376,"A",88.204,31.198,40
80,"Class3",74.912,17.518,78.924,67.504,43.073,"A",85.358,34.005,41
74,"Class3",23.069,16.128,86.418,67.656,38.211,"E",90.636,35.71,13
73,"Class3",39.488,16.272,66.479,68.208,54.841,"U",94.885,31.672,41
77,"Class3",50.285,15.669,71.603,73.463,38.642,"U",86.933,25.382,20
74,"Class3",53.322,15.133,72.778,63.085,41.017,"E",81.518,33.581,37
73,"Class1",54.011,NA,74.419,61.121,30.948,"B",53.674,93.206,64
61,"Class1",36.935,75.693,76.92,47.31,33.105,"W",35.193,106.533,55
76,"Class3",57.239,15.944,70.159,69.562,51.09,"T",85.203,20.538,42
51,"Class1",62.547,78.13,76.598,13.257,27.127,"C",77.758,13.955,59
70,"Class1",17.742,75.38,75.392,40.13,27.904,"B",17.418,30.253,58
46,"Class1",34.855,76.763,74.429,52.263,25.349,"Q",51.199,83.794,63
26,"Class2",88.078,23.813,99.943,65.749,23.007,"R",25.678,69.363,62
77,"Class3",84.308,NA,93.555,69.326,35.719,"E",89.333,41.11,40
40,"Class2",88.854,36.062,76.395,65.379,27.513,"P",24.014,59.036,64
36,"Class2",90.898,35.15,51.485,66.351,23.48,"K",14.838,70.55,59
75,"Class3",80.485,16.792,75.82,68.186,29.281,"R",92.581,28.61,31
70,"Class2",86.039,10.309,36.149,67.348,23.703,"N",28.733,74.883,58
48,"Class1",48.559,80.552,75.265,40.196,36.057,"C",-3.146,47.616,58
62,"Class2",89.638,10.113,35.514,65.332,11.706,"R",12.302,94.287,63
78,"Class3",59.138,16.732,75.37,63.447,46.972,"E",84.627,24.645,25
36,"Class2",90.489,27.551,40.466,65.315,25.183,"N",13.663,57.387,61
49,"Class2",87.517,14.161,64.013,65.696,22.679,"K",31.613,80.935,60
65,"Class2",88.459,29.504,34.787,67.616,27.523,NA,19.395,59.079,64
77,"Class3",56.963,16.223,82.514,67.289,43.024,"E",85.172,30.905,38
69,"Class2",90.837,11.161,68.664,66.181,1.072,"F",40.172,81.067,63
77,"Class3",22.312,17.901,89.621,64.126,43.859,"U",80.061,42.761,41
58,"Class1",63.922,76.224,75.778,34.327,30.538,"Q",16.744,38.261,59
79,"Class3",83.356,15.239,70.6,73.266,43.618,"T",86.509,23.197,48
52,"Class1",54.057,73.363,76.96,34.693,32.278,"Q",94.892,59.983,62
26,"Class2",86.959,19.312,80.479,66.086,33.341,"F",21.617,67.377,58
69,"Class1",57.884,75.695,75.073,41.54,28.577,"C",49.606,35.861,60
64,"Class1",61.312,78.248,75.876,19.14,26.709,"C",26.03,73.472,64
35,"Class2",89.936,38.353,85.474,67.422,3.901,"R",36.317,56.831,58
60,"Class1",55.174,78.329,74.161,30.477,27.146,"X",52.489,22.149,58
52,"Class2",86.743,12.202,53.798,67.048,11.826,"K",26.42,54.691,58
73,"Class1",64.724,75.52,74.4,29.556,32.828,"B",71.552,46.778,59
77,"Class3",34.156,16.607,66.728,71.604,44.834,"A",82.372,32.975,20
47,"Class1",23.191,77.117,76.462,3.058,28.782,"Q",64.379,38.96,55
36,"Class2",86.942,40.755,49.403,67.268,24.684,"R",18.742,86.997,64
61,"Class1",49.06,75.3,76.001,46.048,31.454,"Q",27.168,23.109,60
76,"Class3",56.782,16.644,83.835,67.69,49.27,NA,91.551,23.035,14
77,"Class3",77.602,17.302,85.946,70.407,57.24,NA,85.412,23.77,29
35,"Class2",87.468,36.066,73.261,67.878,20.614,"R",25.917,64.316,63
75,"Class3",85.007,15.664,71.681,68.359,50.008,"U",89.132,31.05,42
73,"Class1",33.698,80.251,76.39,58.707,21.497,"Q",62.186,55.187,59
30,"Class2",88.872,17.626,63.917,66.509,17.645,"R",14.57,80.226,58
55,"Class2",86.147,14.067,65.875,66.571,23.707,"K",13.845,54.089,59
56,"Class1",40.533,75.357,74.07,27.772,32.821,"X",43.414,7.538,61
56,"Class1",66.19,75.432,76.026,6.486,26.433,NA,46.415,51.384,62
65,"Class1",39.497,79.171,74.905,52.143,32.202,"X",90.605,2.657,59
