"KGE1","ZCT2","XFI3","XCR4","Output20","RPT5","VDN6","SFI7","VGU8","GPL9"
88.145,71.885,"G",47.415,"Class2",20.061,41,54.873,93.374,4
32.55,31.192,"J",67.52,"Class1",32.934,5.423,49.336,82.796,25
74.647,70.756,"U",47.813,"Class2",56.55,23.662,63.814,92.662,56
37.007,17.28,"S",60.145,"Class1",18.494,11.658,49.986,74.717,25
42.271,22.689,"D",64.437,"Class1",13.624,7.587,50.148,61.798,16
76.517,70.781,"E",48.243,"Class2",27.548,NA,45.879,93.612,16
73.836,71.025,"G",48.015,"Class2",39.756,17.283,55.048,92.602,16
48.716,11.283,"D",51.907,"Class1",19.599,12.705,49.379,71.799,16
40.226,37.877,"J",65.925,"Class1",30.155,25.744,49.155,94.395,28
92.535,69.683,"E",46.933,"Class2",24.952,-2.762,50.764,93.28,69
43.845,29.73,"J",59.564,"Class1",35.112,4.353,51.581,82.125,39
85.63,73.863,"E",46.886,"Class2",37.526,10.138,59.666,93.475,69
81.818,70.869,"X",47.044,"Class2",15.805,22.747,58.747,92.458,41
55.49,18.583,"N",58.264,"Class1",29.482,18.767,49.264,65.362,39
52.576,20.751,"J",68.024,"Class1",19.632,10.52,51.733,67.138,27
83.009,70.582,"G",48.132,"Class2",46.653,12.232,53.064,92.901,66
46.747,16.557,"D",69.351,"Class1",17.321,22.505,49.271,83.227,31
90.959,70.681,"I",46.807,"Class2",18.842,22.787,62.873,93.484,54
36.08,22.769,"S",68.335,"Class1",22.698,4.342,50.876,87.425,32
44.011,18.993,"N",51.263,"Class1",18.141,8.293,51.363,62.369,19
42.928,21.902,"J",72.762,"Class1",13.137,15.97,49.324,72.966,33
85.57,72.422,"U",43.878,"Class2",17.071,13.132,70.543,89.663,24
47.412,26.836,"S",65.308,"Class1",5.082,12.385,49.139,84.045,13
77.561,72.177,"U",47.881,"Class2",38.191,19.778,60.167,91.926,NA
44.124,29.142,"D",62.455,"Class1",8.536,10.609,51.918,75.424,40
39.517,8.947,"N",82.943,"Class1",10.932,0.798,49.823,81.606,15
33.193,17.36,"T",75.447,"Class1",16.12,8.281,50.913,67.086,40
85.97,70.158,"I",47.196,"Class2",54.167,31.981,44.645,92.227,8
84.415,70.033,"X",47.369,"Class2",13.913,7.244,43.191,91.855,49
45.387,11.524,"D",62.966,"Class1",8.247,7.762,49.258,89.434,42
96.498,71.882,"X",48.814,"Class2",51.811,14.641,64.865,91.89,59
82.961,69.085,"U",46.939,"Class2",46.773,29.201,47.338,91.981,74
97.645,71.303,"U",46.337,"Class2",17.591,NA,45.533,92.85,49
81.309,70.667,"I",48.32,"Class2",25.485,28.046,61.866,92.072,32
92.263,72.292,"X",45.75,"Class2",44.453,-3.847,57.003,94.28,19
89.657,70.219,"E",47.82,"Class2",58.374,16.546,57.579,93.511,68
36.547,28.921,"N",65.072,"Class1",33.785,2.583,51.401,84.936,19
81.019,72.066,"X",47.163,"Class2",36.977,42.667,46.586,90.989,16
78.997,69.59,"I",46.594,"Class2",38.459,11.809,54.974,92.276,11
48.559,25.699,"T",68.472,"Class1",33.963,4.418,50.473,85.036,36
96.8,70.647,"X",47.706,"Class2",43.186,16.396,51.461,90.816,51
92.219,73.8,"X",46.594,"Class2",20.221,26.213,46.082,92.283,45
42.853,27.208,"J",67.884,"Class1",14.105,16.47,49.437,67.861,24
54.178,21.147,"N",68.181,"Class1",15.755,8.15,49.228,56.769,9
79.641,71.838,"E",47.093,"Class2",28.275,16.472,57.778,92.9,5
95.792,70.517,"I",45.766,"Class2",22.135,24.376,61.29,91.862,61
72.208,70.557,"G",47.899,"Class2",52.824,22.277,46.189,93.692,65
84.521,70.179,"G",46.658,"Class2",28.672,-0.081,60.016,89.342,73
87.997,71.473,"X",47.785,"Class2",57.197,-10.449,62.736,93.15,47
35.763,19.71,"T",67.205,"Class1",25.028,14.858,49.946,78.655,25
34.063,20.879,"S",78.357,"Class1",29.797,15.993,50.645,64.88,34
84.608,69.691,"U",46.37,"Class2",32.103,21.405,67.087,93.538,5
42.307,43.322,"D",54.622,"Class1",15.326,15.349,50.532,61.788,43
31.151,16.068,"D",68.418,"Class1",9.231,13.578,50.308,51.691,27
80.834,71.789,"U",47.65,"Class2",15.522,15.817,61.615,93.093,74
81.75,71.605,"U",45.456,"Class2",21.467,24.012,72.35,91.513,73
36.448,20.905,"J",65.764,"Class1",33.498,14.544,50.65,73.478,NA
79.931,69.018,"I",48.311,"Class2",59.866,29.668,72.952,92.798,47
77.018,70.227,"X",48.567,"Class2",21.318,12.718,71.876,92.397,66
91.866,70.552,"U",46.449,"Class2",22.4,9.897,56.655,93.552,2
47.481,8.419,"S",61.41,"Class1",27.502,5.255,50.198,68.037,30
96.282,70.95,"E",47.499,"Class2",44.459,22.833,65.705,92.311,10
77.309,71.852,"X",48.397,"Class2",61.664,8.043,44.264,92.235,16
80.843,71.442,"U",45.82,"Class2",60.409,22.474,43.417,92.104,47
80.335,69.18,"X",47.373,"Class2",55.822,21.709,45.587,91.013,38
40.001,11.872,"S",69.578,"Class1",26.044,10.274,50.628,46.879,36
75.023,70.822,"E",48.747,"Class2",46.874,3.715,66.836,94.294,55
46.2,11.924,"J",69.634,"Class1",33.432,8.423,51.866,44.369,37
86.83,71.076,"X",46.99,"Class2",37.426,13.505,54.854,93.759,29
89.817,71.799,"I",48.265,"Class2",40.362,3.938,52.969,92.263,47
32.826,23.233,"N",59.811,"Class1",24.925,-1.527,50.101,103.513,41
36.188,30.352,"S",68.651,"Class1",31.794,-3.892,49.207,75.676,26
52.209,17.995,"S",71.918,"Class1",21.831,25.45,49.686,100.774,25
84.813,73.002,"G",48.656,"Class2",28.92,14.293,51.061,93.322,20
79.658,71.731,"E",46.697,"Class2",59.581,12.433,66.779,91.973,64
75.708,72.511,"E",47.563,"Class2",39.322,13.165,68.206,92.948,69
85.449,70.605,"E",46.159,"Class2",42.148,9.311,59.983,90.426,71
46.364,15.702,"S",67.469,"Class1",34.822,22.485,49.811,31.822,15
69.306,70.653,"X",47.921,"Class2",64.575,NA,61.871,92.244,28
39.422,13.55,"S",57.123,"Class1",8.963,10.38,51.387,49.985,24
78.777,71.992,"I",47.276,"Class2",25.383,19.194,60.387,93.065,3
49.18,21.231,"J",68.959,"Class1",9.91,8.218,50.736,42.861,42
79.743,71.74,"G",46.323,"Class2",39.098,29.326,57.311,92.35,48
88.605,71.693,"I",47.494,"Class2",39.238,15.222,71.164,93.278,4
47.831,15.514,"N",62.001,"Class1",11.748,1.919,51.28,77.632,17
70.603,70.368,"I",47.331,"Class2",51.091,29.33,52.488,93.638,14
51.905,26.794,"S",70.851,"Class1",21.84,11.1,50.482,87.941,24
44.62,31.988,"J",71.503,"Class1",33.401,0.332,51.099,54.655,39
54.576,6.42,"J",55.339,"Class1",22.69,6.637,49.582,93.032,42
84.87,69.407,"X",47.117,"Class2",21.298,30.376,59.284,92.463,14
50.732,17.605,"J",47.463,"Class1",26.822,27.625,50.819,69.151,22
38.219,34.405,"D",73.826,"Class1",23.893,-1.506,51.352,56.023,42
49.629,10.593,"J",53.85,"Class1",21.718,-5.117,51.748,76.291,16
34.229,25.149,"J",57.619,"Class1",19.984,20.759,50.167,70.205,11
82.727,71.18,"G",48.101,"Class2",34.495,16.901,71.443,91.365,39
40.437,24.198,"S",58.035,"Class1",12.759,13.451,50.093,51.876,9
46.696,22.813,"S",68.188,"Class1",11.5,6.619,51.45,66.159,43
36.815,21.787,"T",54.132,"Class1",9.362,22.387,50.34,61.015,38
53.269,28.75,"T",70.708,"Class1",13.778,11.487,49.159,93.658,34
98.948,70.604,"G",48.56,"Class2",33.829,27.672,48.769,92.221,11
55.166,26.934,"S",64.599,"Class1",35.012,9.268,50.083,74.384,20
40.042,13.014,"J",57.134,"Class1",15.519,8.385,50.237,65.751,41
46.173,20.466,"T",60.584,"Class1",6.707,12.726,49.449,52.848,38
44.868,22.531,"S",67.816,"Class1",15.876,4.887,49.161,65.422,25
40.835,19.526,"T",59.243,"Class1",21.509,9.637,50.839,59.304,16
29.535,19.905,"N",76.572,"Class1",15.418,-1.215,49.169,76.468,22
37.958,6.973,"N",72.385,"Class1",25.557,12.722,49.087,85.938,32
32.999,19.237,"N",77.966,"Class1",10.012,9.332,50.178,71.687,16
85.839,70.529,"G",45.242,"Class2",20.099,9.014,44.221,92.215,74
77.482,70.359,"E",49.292,"Class2",44.015,9.714,46.822,92.678,68
42.428,16.209,"J",67.243,"Class1",22.28,9.918,50.405,66.899,43
72.421,71.596,"I",49.022,"Class2",54.825,29.649,57.636,92.731,33
53.511,10.356,"S",58.149,"Class1",14.784,2.428,49.653,64.561,18
28.395,24.312,"T",58.245,"Class1",26.69,18.187,50.711,84.878,NA
84.989,72.639,"I",45.955,"Class2",41.747,12.404,62.439,92.708,30
40.716,19.943,"S",67.247,"Class1",23.654,7.801,51.383,103.215,29
46.478,20.479,"S",61.522,"Class1",27.643,6.001,50.309,69.531,21
55.312,21.627,"S",64.095,"Class1",14.322,26.784,51.922,80.325,9
51.828,14.848,"N",60.422,"Class1",6.684,3.745,51.388,79.456,27
46.713,24.154,"J",68.38,"Class1",35.264,-1.959,50.825,65.007,34
28.093,16.153,"T",69.685,"Class1",29.227,8.385,49.105,71.575,38
93.961,69.983,"E",49.091,"Class2",28.081,19.147,67.081,92.583,45
79.395,71.066,"G",48.067,"Class2",36.921,13.336,48.036,93.505,40
76.493,70.107,"U",49.353,"Class2",39.875,17.009,49.515,93.622,NA
77.072,71.314,"E",46.89,"Class2",26.725,12.812,52.036,93.786,19
53.934,15.023,"T",49.599,"Class1",35.874,12.368,51.332,78.392,31
49.994,16.776,"D",67.082,"Class1",33.443,12.112,51.765,97.948,36
50.036,32.817,"N",72.268,"Class1",34.13,7.2,51.76,61.536,34
88.302,72.892,"U",46.762,"Class2",22.552,21.491,70.829,90.852,14
73.529,73.61,"E",46.507,"Class2",42.497,15.989,61.347,93.172,9
33.685,20.339,"D",79.457,"Class1",22.139,8.868,49.649,48.078,13
80.152,68.718,"E",47.357,"Class2",55.699,31.254,63.051,92.76,8
53.935,21.274,"D",64.305,"Class1",14.684,6.555,51.256,49.459,9
93.78,71.527,"E",47.01,"Class2",37.238,21.68,59.468,92.67,19
44.44,18.977,"D",59.873,"Class1",21.019,14.299,49.131,54.592,10
96.83,69.481,"X",48.64,"Class2",19.605,22.038,62.239,91.283,29
41.451,30.801,"S",69.84,"Class1",9.393,17.573,50.522,68.433,37
31.959,23.512,"T",70.134,"Class1",7.498,5.211,49.748,75.628,37
90.903,70.515,"X",47.056,"Class2",44.332,-6.377,59.528,92.9,NA
88.533,70.718,"E",46.547,"Class2",38.223,7.364,72.916,91.133,72
34.995,29.385,"D",70.124,"Class1",19.761,18.796,51.651,36.713,15
47.183,17.646,"N",65.07,"Class1",14.025,4.147,50.247,65.125,14
72.299,70.215,"G",47.265,"Class2",39.967,19.934,63.046,91.202,68
35.6,29.574,"S",76.117,"Class1",24.218,10.052,50.505,102.392,14
90.166,71.317,"U",47.734,"Class2",33.584,20.58,48.349,92.857,22
54.609,17.511,"T",75.022,"Class1",5.084,14.496,51.847,67.551,37
54.294,42.865,"S",63.3,"Class1",13.769,4.37,51.393,51.766,16
55.533,16.13,"N",59.55,"Class1",21.516,12.993,51.611,59.392,43
55.819,18.065,"D",57.005,"Class1",29.001,15.685,51.101,69.777,32
32.733,7.049,"S",63.053,"Class1",6.132,10.774,51.181,44.789,NA
85.108,72.519,"E",48.369,"Class2",52.365,25.993,69.465,92.22,13
69.413,73.247,"X",47.108,"Class2",16.157,22.729,68.446,93.026,26
79.389,70.898,"G",47.325,"Class2",22.021,18.853,63.511,93.116,58
95.648,72.19,"X",47.715,"Class2",16.031,30.73,53.139,93.309,30
94.912,71.519,"E",46.915,"Class2",34.891,27.947,65.75,93.036,19
54.596,27.248,"D",63.216,"Class1",15.671,7.906,50.855,60.157,43
41.516,18.742,"T",64.572,"Class1",16.412,5.568,49.847,89.145,19
95.843,70.118,"E",47.601,"Class2",39.481,17.316,66.762,91.292,NA
81.706,71.23,"U",44.962,"Class2",25.045,16.831,44.384,93.235,70
42.711,28.423,"J",71.358,"Class1",6.816,2.602,50.567,67.386,27
84.203,71.225,"E",48.914,"Class2",51.278,11.506,58.926,93.053,51
76.608,73.531,"G",47.101,"Class2",34.245,31.325,67.602,93.706,21
48.143,13.601,"J",72.876,"Class1",31.983,NA,49.74,60.315,9
84.219,70.728,"G",46.917,"Class2",57.74,32.978,44.616,92.556,14
80.479,71.165,"X",49.988,"Class2",18.578,16.616,63.566,91.522,16
92.864,71.676,"G",46.25,"Class2",56.052,14.099,72.87,93.051,6
86.699,72.104,"U",47.89,"Class2",36.961,31.793,64.326,93.271,3
53.107,17.891,"J",56.673,"Class1",21.42,NA,49.258,94.106,NA
33.255,19.572,"N",67.144,"Class1",6.7,9.234,51.21,74.16,10
50.744,30.483,"N",60.627,"Class1",25.723,13.329,51.107,53.283,20
35.42,26.36,"J",59.494,"Class1",14.611,3.668,50.584,92.368,12
29.886,14.973,"J",64.263,"Class1",14.188,5.869,50.333,77.05,32
46.748,32.493,"N",63.098,"Class1",21.51,NA,50.112,60.453,NA
82.326,70.211,"X",49.209,"Class2",20.491,15.287,55.355,91.361,25
73.345,70.004,"G",45.559,"Class2",41.331,19.262,47.872,93.709,4
91.727,70.24,"G",48.012,"Class2",60.611,13.879,70.585,90.729,59
96.591,71.34,"G",46.816,"Class2",52.533,19.145,51.157,91.204,70
39.084,18.373,"S",66.078,"Class1",12.099,0.5,50.192,81.948,17
97.1,71.362,"G",47.357,"Class2",30.775,7.026,48.298,92.604,35
84.888,70.791,"E",47.726,"Class2",37.963,14.83,54.604,92.267,33
68.822,70.701,"G",45.815,"Class2",32.892,26.085,54.73,92.94,21
84.336,69.18,"U",46.539,"Class2",57.609,9.916,61.183,90.647,11
94.36,71.143,"X",46.416,"Class2",15.781,11.172,46.397,92.826,66
31.135,40.105,"D",58.48,"Class1",24.427,22.177,49.811,64.562,NA
39.148,33.103,"N",49.217,"Class1",16.687,-0.42,49.515,80.857,39
81.225,71.595,"G",49.654,"Class2",34.582,-5.473,57.003,92.162,44
87.176,69.435,"E",48.419,"Class2",61.605,11.528,62.843,92.998,61
29.775,19.65,"D",69.027,"Class1",7.033,8.259,51.975,49.698,33
55.924,21.286,"N",65.827,"Class1",22.46,14.095,50.581,60.341,42
90.611,71.707,"I",47.224,"Class2",47.287,10.668,53.802,90.734,26
94.112,72.33,"U",47.652,"Class2",51.15,14.541,69.979,94.023,72
48.075,12.836,"N",76.99,"Class1",35.642,24.769,49.209,70.595,31
72.579,71.138,"E",48.451,"Class2",54.093,12.345,56.676,90.563,49
38.206,32.655,"J",71.755,"Class1",16.135,16.687,51.687,85.595,15
79.862,70.955,"E",48.607,"Class2",36.291,17.603,70.874,92.419,20
32.851,18.822,"T",76.338,"Class1",9.268,5.978,51.459,56.546,NA
92.462,69.959,"G",46.775,"Class2",21.002,25.341,57.742,92.926,18
55.629,30.316,"N",60.989,"Class1",10.484,3.443,49.4,62.202,25
92.583,72.758,"I",46.174,"Class2",60.577,30.864,71.68,91.176,37
55.099,25.098,"D",72.82,"Class1",6.536,4.748,49.157,50.603,35
49.635,21.477,"T",59.011,"Class1",27.352,11.104,49.821,49.789,19
48.556,20.7,"T",66.723,"Class1",34.145,10.802,49.162,59.503,11
49.267,32.226,"N",64.662,"Class1",10.802,14.482,49.65,74.743,30
47.329,12.263,"J",77.142,"Class1",21.804,22.637,49.728,90.138,15
50.38,29.281,"S",62.541,"Class1",23.319,4.67,49.729,60.418,26
30.443,14.432,"S",57.302,"Class1",11.596,10.775,51.668,63.937,17
30.412,25.688,"S",63.782,"Class1",18.638,5.555,49.137,90.56,19
51.003,34.201,"S",58.479,"Class1",29.141,4.446,50.108,50.796,37
37.223,7.56,"J",52.481,"Class1",24.07,14.927,49.686,42.89,25
90.235,70.982,"G",47.108,"Class2",19.536,28.642,64.618,93.049,46
82.768,70.533,"I",45.929,"Class2",64.634,33.497,44.87,94.268,59
94.752,71.719,"U",46.77,"Class2",64.368,12.525,58.461,91.839,42
70.191,72.217,"E",48.791,"Class2",47.088,18.933,53.63,91.572,45
87.071,71.172,"X",46.229,"Class2",16.173,13.556,58.019,92.568,58
98.691,72.595,"E",46.978,"Class2",31.49,22.291,71.59,93.186,18
68.566,68.311,"E",47.522,"Class2",14.839,15.364,58.199,93.065,44
32.225,29.966,"S",54.163,"Class1",14.448,19.956,51.443,73.314,42
86.507,72.304,"I",47.865,"Class2",55.345,30.659,43.235,92.389,21
37.753,29.246,"T",53.014,"Class1",24.63,-3.386,49.425,52.488,10
93.817,71.048,"G",46.054,"Class2",54.319,NA,51.064,91.562,70
49.915,15.412,"N",73.635,"Class1",22.712,7.963,49.723,77.566,19
98.31,70.961,"E",47.427,"Class2",58.077,14.156,65.165,93.652,59
34.473,24.96,"J",59.247,"Class1",9.972,17.885,51.064,63.711,17
96.02,72.415,"E",48.149,"Class2",13.534,-3.325,48.913,92.546,64
69.138,71.174,"G",47.773,"Class2",36.014,13.185,54.071,94.429,74
82.081,71.062,"E",44.925,"Class2",30.937,2.515,70.559,91.237,49
36.595,41.631,"J",63.614,"Class1",29.297,10.495,49.861,73.876,18
86.967,72.381,"I",47.288,"Class2",35.936,30.851,43.238,92.564,50
89.078,70.235,"X",50.196,"Class2",42.133,NA,53.423,92.197,26
74.001,71.12,"I",48.349,"Class2",22.363,20.936,64.695,93.312,NA
55.556,28.254,"T",59.666,"Class1",22.656,17.329,51.03,89.334,29
82.732,69.41,"G",44.189,"Class2",26.214,13.672,70.18,90.433,43
51.887,10.437,"N",58.63,"Class1",7.974,20.728,50.974,86.348,12
47.094,23.209,"T",56.334,"Class1",11.519,18.216,51.565,56.953,25
47.11,12.307,"S",71.86,"Class1",21.698,1.901,49.768,81.463,18
84.478,71.876,"G",48.839,"Class2",38.36,27.09,71.295,91.493,68
86.316,71.177,"E",47.457,"Class2",32.167,22.853,67.425,92.914,22
74.34,72.068,"G",48.068,"Class2",22.949,25.308,70.153,92.64,38
42.587,35.091,"N",62.672,"Class1",14.762,14.107,49.39,85.161,18
41.974,18.863,"N",61.59,"Class1",23.922,14.208,50.76,60.023,25
86.704,72.679,"I",49.187,"Class2",21.329,21.364,44.712,92.789,15
93.619,72.111,"G",46.171,"Class2",41.606,19.682,43.66,93.882,5
35.585,18.916,"J",52.668,"Class1",20.271,11.032,49.445,71.049,23
37.652,37.155,"S",66.451,"Class1",20.726,3.226,50.413,88.048,26
75.471,71.914,"E",48.158,"Class2",24.519,6.496,60.846,94.598,17
41.875,35.319,"N",67.762,"Class1",30.182,2.8,51.552,72.386,37
79.622,69.475,"X",47.043,"Class2",64.089,27.062,50.855,91.646,56
76.984,69.143,"G",48.096,"Class2",30.651,0.075,63.561,90.857,NA
82.576,71.142,"X",47.616,"Class2",35.105,15.226,69.304,93.082,41
81.394,72.071,"G",47.266,"Class2",46.543,19.786,61.84,92.079,44
88.303,71.95,"U",47.152,"Class2",14.883,13.12,49.402,90.864,51
72.286,71.147,"E",47.34,"Class2",36.835,18.724,57.856,94.334,34
37.208,31.319,"J",75.013,"Class1",19.779,1.2,51.707,67.774,21
69.861,72.042,"G",47.15,"Class2",30.111,20.721,70.374,91.056,40
84.462,70.066,"X",47.254,"Class2",43.223,23.506,45.394,92.755,NA
72.127,71.596,"E",45.215,"Class2",62.815,12.998,59.838,92.752,62
96.115,71.423,"G",48.547,"Class2",33.116,16.41,72.76,90.989,15
69.17,72.252,"E",46.08,"Class2",64.51,12.857,54.821,94.667,26
73.827,70.911,"E",48.066,"Class2",53.898,6.123,70.982,92.275,39
89.327,70.889,"X",47.381,"Class2",19.783,25.141,59.488,93.473,32
91.414,69.98,"X",47.462,"Class2",24.965,3.619,58.718,92.113,74
30.472,20.838,"D",62.245,"Class1",30.113,13.951,50.485,52.66,37
72.633,68.308,"U",47.751,"Class2",57.345,32.363,48.675,93.518,5
94.44,73.163,"U",46.281,"Class2",42.966,13.612,49.055,93.699,5
55.31,21.152,"T",64.238,"Class1",21.102,0.911,49.062,73.507,NA
76.803,71.752,"U",48.109,"Class2",47.577,13.901,45.876,91.887,68
95.518,71.166,"G",46.736,"Class2",63.493,34.55,66.305,92.831,73
33.844,35.756,"S",68.017,"Class1",11.313,1.628,50.495,82.992,24
37.87,14.697,"J",66.923,"Class1",23.545,2.293,51.009,66.476,29
93.141,69.239,"I",47.77,"Class2",61.37,30.438,55.413,91.304,69
32.548,22.139,"D",56.876,"Class1",13.105,7.68,50.225,83.868,29
73.844,70.19,"I",46.443,"Class2",59.186,11.871,68.597,92.984,75
52.642,28.474,"S",84.103,"Class1",7.441,3.88,50.329,75.077,18
48.749,26.683,"T",65.543,"Class1",11.191,9.667,50.913,85.075,33
30.357,30.545,"J",69.4,"Class1",11.835,13.938,49.276,61.997,25
38.379,23.749,"T",50.583,"Class1",13.718,6.434,51.235,59.779,40
73.524,69.863,"U",45.465,"Class2",47.825,NA,44.546,94.817,2
41.984,21.45,"N",71.123,"Class1",22.019,7.177,50.065,66.253,27
98.2,71.739,"G",46.981,"Class2",14.222,15.057,53.596,93.555,18
78.686,72.207,"X",46.769,"Class2",47.585,33.236,50.607,92.602,26
71.97,71.504,"E",46.105,"Class2",55.083,10.098,67.965,92.49,3
48.648,33.475,"D",59.955,"Class1",18.029,10.092,50.821,57.783,16
45.658,23.952,"S",57.981,"Class1",31.294,6.002,51.285,54.421,37
46.142,25.659,"J",62.788,"Class1",34.032,12.705,50.048,66.043,21
76.178,70.529,"I",47.291,"Class2",34.581,47.431,65.997,93.46,19
30.547,12.689,"T",68.894,"Class1",16.333,14.293,49.829,92.187,15
84.483,71.522,"E",47.533,"Class2",26.305,15.041,70.21,93.032,65
29.854,14.172,"T",51.264,"Class1",7.962,13.673,49.764,82.523,43
47.163,18.805,"S",64.055,"Class1",15.766,15.722,51.623,63.594,NA
96.3,71.058,"X",47.109,"Class2",25.312,20.403,57.865,93.022,47
95.427,69.718,"I",45.289,"Class2",51.898,19.277,57.532,91.15,70
42.75,19.162,"T",63.855,"Class1",8.75,3.607,50.494,60.028,43
34.877,14.822,"T",51.832,"Class1",34.064,NA,50.37,83.955,17
35.346,17.873,"S",68.591,"Class1",29.326,8.677,49.071,57.794,10
96.899,73.243,"U",47.092,"Class2",24.194,10.947,43.509,90.736,71
34.396,30.118,"T",56.981,"Class1",23.233,10.394,51.624,81.674,30
42.861,29.703,"T",55.039,"Class1",28.461,9.316,51.596,70.291,12
50.364,34.908,"S",70.974,"Class1",28.237,2.502,51.237,54.721,NA
81.953,69.432,"I",46.543,"Class2",13.124,2.894,46.924,92.845,15
96.238,70.527,"U",47.946,"Class2",26.141,6.697,48.058,90.022,28
33.734,21.915,"J",72.371,"Class1",8.304,3.824,51.361,78.624,18
44.661,13.249,"T",58.846,"Class1",34.51,5.187,51.5,103.629,11
79.218,70.716,"U",46.9,"Class2",18.039,NA,70.503,91.045,14
86.434,72.276,"U",50.281,"Class2",61.263,21.578,62.273,94.059,52
35.729,28.067,"D",79.831,"Class1",27.396,-0.954,50.432,58.399,28
35.216,28.916,"D",55.749,"Class1",34.735,-0.121,50.619,85.074,26
92.429,69.896,"E",46.542,"Class2",30.355,8.666,52.128,91.524,40
94.954,71.981,"G",46.613,"Class2",30.49,14.409,68.427,92.289,53
80.972,71.813,"X",48.452,"Class2",56.966,37.595,67.193,92.165,62
51.615,32.854,"D",68.365,"Class1",21.676,12.268,49.247,76.25,36
29.674,18.874,"D",71.278,"Class1",13.634,17.559,50.352,92.62,30
68.901,70.327,"X",46.157,"Class2",21.826,27.3,64.931,94.005,74
41.714,22.522,"D",75.551,"Class1",34.387,10.97,50.121,86.552,19
52.572,32.864,"T",74.907,"Class1",31.354,NA,51.947,53.579,20
32.621,20.855,"D",48.354,"Class1",35.885,10.384,49.736,63.036,35
95.442,70.275,"E",47.401,"Class2",58.484,8.637,63.074,91.378,30
38.681,22.665,"J",65.352,"Class1",6.664,24.899,49.543,87.518,35
47.381,15.445,"S",70.075,"Class1",28.065,4.99,51.304,91.518,20
52.963,25.011,"T",62.313,"Class1",19.669,13.285,51.67,54.745,33
31.649,22.152,"D",67.685,"Class1",19.642,9.726,50.22,74.307,35
52.614,18.846,"S",70.455,"Class1",12.696,10.14,49.869,65.929,NA
87.152,71.187,"U",48.547,"Class2",45.696,10.061,71.686,92.611,47
53.888,23.383,"T",62.859,"Class1",9.941,9.216,49.646,63.75,36
42.038,16.028,"S",62.08,"Class1",27.495,2.6,51.941,78.319,15
50.977,14.104,"J",57.524,"Class1",18.7,6.976,50.038,78.754,29
74.339,70.113,"X",47.661,"Class2",48.83,6.1,66.248,94.415,6
32.2,18.032,"J",60.831,"Class1",28.38,6.836,50.944,89.131,23
37.228,5.621,"N",71.318,"Class1",18.473,16.013,50.631,43.263,18
83.555,70.168,"X",47.209,"Class2",42.965,33.916,48.711,93.846,53
44.973,21.49,"N",57.648,"Class1",16.174,6.833,51.921,70.322,28
49.611,27.948,"T",47.409,"Class1",33.248,10.694,49.456,43.249,32
53.166,12.828,"N",55.716,"Class1",19.057,2.486,51.13,47.125,36
94.676,71.104,"U",47.93,"Class2",22.951,41.01,45.823,91.401,53
79.775,73.348,"U",47.266,"Class2",46.674,18.757,44.437,91.8,7
30.504,22.402,"N",67.717,"Class1",34.071,10.474,51.209,49.398,19
82.677,71.942,"I",46.077,"Class2",13.929,5.775,46.068,93.914,36
47.477,14.742,"N",59.231,"Class1",19.483,1.284,51.065,88.99,41
28.327,29.109,"S",56.905,"Class1",22.852,5.196,50.022,73.048,10
88.263,69.722,"U",48.065,"Class2",38.676,22.028,67.59,92.138,70
84.707,70.412,"E",48.802,"Class2",55.083,9.107,51.117,92.471,64
45.475,20.867,"N",72.145,"Class1",15.762,NA,51.037,81.625,22
