"NIR1","BCV2","DTG3","RYA4","WVT5","OFL6","YPK7","Output9","YAD8","JVN9","IWF10","BUI11","PRQ12"
76.015,53.699,34.193,"U",92,40.343,51,"Class4",17.995,-2.943,70.816,22.942,"A"
7.391,47.369,19.447,"X",23,43.719,29,"Class1",85.035,60.367,33.443,25.96,"I"
61.308,33.444,72.3,"H",34,26.52,48,"Class3",3.445,71.808,75.113,58.379,"R"
80.645,88.063,44.791,"V",25,89.095,7,"Class2",40.497,104.114,87.489,47.908,"A"
65.978,35.225,65.521,"P",13,32.782,49,"Class3",20.303,91.526,72.431,59.429,"E"
65.7,88.577,44.718,"S",34,90.005,13,"Class2",18.222,76.14,60.428,91.391,"W"
68.568,39.335,80.647,"H",37,30.644,53,"Class3",-6.624,70.16,76.865,62.637,"B"
65.687,50.092,85.032,"P",20,36.937,46,"Class3",11.192,57.867,81.617,56.083,"D"
58.573,31.885,67.778,"K",46,36.217,53,"Class3",12.005,84.25,79.365,64.601,"O"
14.38,51.35,8.41,"X",22,81.419,56,"Class1",69.722,76.24,36.411,31.731,"K"
63.191,23.371,83.198,"H",11,26.692,53,"Class3",12.897,69.517,78.025,59.794,"E"
10.152,78.706,12.008,"V",19,36.832,54,"Class1",67.241,69.443,31.61,31.703,"P"
25.804,17.778,13.917,"X",14,20.391,30,"Class1",77.25,10.819,27.167,28.459,"W"
69.866,21.771,93.429,"C",52,24.493,47,"Class3",0.302,74.057,71.427,62.664,"B"
76.732,84.116,43.618,"R",28,89.987,10,"Class2",22.371,64.854,85.856,73.168,"Q"
9.217,57.786,18.553,"X",26,77.967,26,"Class1",76.003,109.182,30.581,25.79,"K"
76.666,59.189,17.172,"Y",91,61.375,48,"Class4",28.877,64.671,29.559,20.737,"T"
7.116,37.808,12.916,"V",12,44.888,51,"Class1",77.724,68.862,35.245,25.878,"W"
18.752,23.228,20.854,"X",19,15.735,49,"Class1",72.38,83.725,33.759,30.429,"W"
76.679,31.914,44.023,"D",55,0.491,1,"Class5",57.485,74.784,60.581,36.538,"C"
82.389,53.053,38.656,"G",93,42.839,40,"Class4",54.435,30.659,28.931,31.485,"A"
82.911,51.175,10.837,"R",92,47.48,50,"Class4",6.965,7.969,41.323,15.025,"A"
60.874,8.405,63.745,"J",40,103.481,9,"Class5",55.637,53.639,60.413,44.489,"F"
80.073,52.006,42.376,"Y",93,40.601,42,"Class4",29.665,54.863,33.113,30.193,"Y"
59.482,31.71,95.283,"C",11,32.723,45,"Class3",-1.281,69.102,62.31,63.527,"D"
67.504,44.588,58.651,"K",7,34.073,51,"Class3",6.857,77.8,83.899,52.369,"E"
83.493,52.923,28.374,"R",91,54.535,46,"Class4",19.62,44.39,38.52,24.643,"V"
85.392,93.335,43.439,"S",28,84.717,9,"Class2",46.56,71.496,69.652,41.844,"Q"
71.206,88.552,45.821,"S",33,87.775,13,"Class2",39.489,75.46,63.574,80.389,"B"
78.109,50.386,8.085,"R",91,56.538,43,"Class4",30.719,30.115,39.34,25.506,"Q"
69.997,97.683,46.906,"S",32,88.659,11,"Class2",33.268,64.734,65.166,44.189,"B"
83.127,49.674,35.681,"U",91,58.553,51,"Class4",35.682,19.546,30.886,15.468,"A"
64.91,37.76,57.49,"C",35,29.755,45,"Class3",8.973,62.225,76.445,59.653,"D"
81.367,51.301,36.908,"R",91,42.957,52,"Class4",43.983,25.608,63.375,12.845,"Q"
62.619,48.482,86.644,"K",17,17.191,49,"Class3",7.552,57.571,92.173,59.254,"D"
5.526,41.424,17.451,"V",21,76.517,62,"Class1",77.966,77.874,27.386,31.043,"P"
66.828,86.344,47.534,"R",29,88.07,13,"Class2",56.043,94.631,75.54,72.483,"A"
46.132,19.277,46.278,"J",40,81.704,10,"Class5",55.964,70.7,78.827,41.807,"F"
66.711,93.508,47.441,"R",33,90.541,NA,"Class2",36.408,67.008,79.738,89.657,"B"
75.707,91.573,42.737,"T",31,86.979,7,"Class2",58.753,83.779,89.858,83.025,"V"
8.656,46.905,16.697,"J",21,82.845,28,"Class1",75.113,1.589,32.753,30.626,"P"
64.518,34.487,79.559,"Q",30,22.784,51,"Class3",10.241,73.869,61.964,54.728,"B"
50.531,46.303,45.028,"A",27,16.018,11,"Class5",57.21,66.655,72.639,56.099,"H"
74.391,49.478,35.221,"R",91,37.469,41,"Class4",54.509,11.299,76.134,19.824,"Y"
81.797,100.363,44.155,"V",37,92.614,12,"Class2",29.58,58.743,86.085,49.058,"Q"
77.647,51.669,41.564,"G",91,37.336,49,"Class4",27.438,80.114,90.292,31.674,"Q"
22.723,5.562,13.496,"C",23,65.304,43,"Class1",64.286,50.689,28.82,23.29,"P"
79.185,50.287,25.868,"R",92,44.779,51,"Class4",19.331,51.514,65.997,35.884,"T"
58.929,47.882,45.159,"J",49,55.479,10,"Class5",55.439,64.366,69.419,36.957,"C"
11.276,51.68,20.389,"X",26,57.224,47,"Class1",77.152,80.857,27.326,29.655,"P"
85.414,30.411,56.87,"J",56,65.181,6,"Class5",56.177,77.864,65.178,40.135,"C"
59.134,77.14,43.184,"V",27,89.628,14,"Class2",39.915,72.332,72.443,38.416,"W"
85.745,52.812,40.574,"R",92,38.616,46,"Class4",52.595,43.443,73.28,23.323,"A"
61.444,28.563,90.919,"P",53,32.845,47,"Class3",22.819,70.768,80.566,61.245,"D"
3.958,65.85,12.797,"T",14,52.011,37,"Class1",71.217,65.918,28.249,24.439,"N"
73.997,90.363,45.324,"S",36,88.478,7,"Class2",52.67,93.729,89.061,91.678,"W"
61.597,40.533,84.233,"C",49,16.99,46,"Class3",6.765,75.694,64.03,58.311,"B"
81.746,51.309,7.516,"U",92,57.644,46,"Class4",38.22,12.733,62.9,28.387,"V"
64.565,70.75,50.047,"V",67,77.082,6,"Class5",55.936,74.8,64.369,39.519,"Z"
54.143,37.574,48.276,"O",40,47.512,2,"Class5",56.56,44.511,77.366,36.687,"H"
84.95,16.187,60.628,"V",60,43.904,17,"Class5",55.511,110.366,66.539,42.097,"G"
4.784,69.944,20.197,"V",13,94.234,40,"Class1",77.438,8.824,32.866,25.191,"I"
54.671,36.45,89.969,"P",10,24.874,53,"Class3",-8.731,61.792,84.948,60.412,"R"
55.404,28.418,71.609,"K",22,23.72,46,"Class3",17.078,72.03,61.076,61.674,"R"
73.555,38.301,63.711,"A",60,13.097,14,"Class5",55.291,75.412,61.99,54.363,"C"
81.525,49.783,12.09,"E",91,33.27,40,"Class4",69.998,59.006,88.697,15.674,"Y"
74.269,90.653,44.324,"S",32,88.818,10,"Class2",57.637,72.738,63.15,46.706,"W"
66.973,40.309,72.282,"H",33,34.148,47,"Class3",20.627,68.896,79.993,52.752,"B"
85.712,77.22,42.578,"R",36,87.61,14,"Class2",39.41,82.445,62.351,57.114,"W"
53.531,38.912,46.407,"O",17,30.316,13,"Class5",55.211,63.692,77.983,57.936,"G"
73.095,51.715,30.413,"U",91,46.406,47,"Class4",56.583,15.286,56.093,16.694,"T"
59.601,42.734,57.085,"V",27,67.102,3,"Class5",56.787,110.451,71.437,45.128,"C"
61.638,85.679,45.467,"S",32,86.273,14,"Class2",28.385,69.254,63.725,55.602,"Q"
54.15,42.395,83.295,"C",20,26.149,48,"Class3",18.172,66.989,73.682,63.155,"R"
77.53,90.963,44.918,"R",26,89.158,7,"Class2",29.169,81.879,65.752,41.885,"W"
58.25,83.389,44.89,"R",35,87.069,13,"Class2",28.607,69.484,86.635,51.37,"V"
78.515,52.524,38.042,"R",91,42.244,48,"Class4",14.859,73.823,92.399,13.779,"Q"
61.19,86.774,45.258,"O",30,90.273,8,"Class2",28.069,53.293,80.923,52.98,"V"
86.487,51.819,22.013,"G",92,69.345,46,"Class4",36.884,21.692,28.007,26.52,"V"
77.826,50.152,35.741,"E",92,41.634,48,"Class4",41.027,48.571,8.627,24.118,"Q"
77.84,48.46,31.544,"G",93,56.413,49,"Class4",9.016,46.029,56.349,16.913,"Y"
83.597,54.793,39.801,"G",91,43.472,45,"Class4",6.063,44.272,77.679,17.297,"V"
80.465,49.714,15.805,"E",93,56.079,44,"Class4",10.952,37.239,62.759,25.751,"T"
65.103,43.823,60.437,"D",66,29.174,13,"Class5",56.797,77.33,59.769,45.301,"H"
76.017,53.212,14.017,"G",93,59.55,49,"Class4",41.572,39.064,85.946,20.382,"A"
54.129,44.517,89.01,"P",23,25.671,48,"Class3",16.086,60.916,74.991,59.522,"R"
60.468,76.673,47.346,"T",30,88.536,12,"Class2",33.437,76.976,63.262,84.661,"W"
77.093,50.915,40.855,"E",91,45.267,40,"Class4",55.285,41.184,54.657,30.159,"T"
77.74,51.453,30.392,"U",91,51.85,43,"Class4",43.781,32.851,73.315,33.966,"T"
57.984,73.277,56.154,"O",55,49.506,2,"Class5",56.58,60.033,67.718,53.1,"Z"
80.302,82.952,43.997,"R",30,86.134,12,"Class2",51.866,62.142,65.092,42.041,"W"
55.395,82.719,44.604,"V",27,89.27,9,"Class2",36.409,52.734,75.49,72.434,"Q"
55.919,36.904,57.471,"O",67,26.533,19,"Class5",56.847,74.825,63.393,56.997,"Z"
78.111,80.922,44.908,"V",36,87.116,12,"Class2",43.972,71.834,86.008,80.275,"B"
67.886,31.964,51.03,"H",20,22.977,50,"Class3",6.641,55.774,85.392,59.877,"R"
66.9,27.588,45.059,"J",59,38.456,12,"Class5",55.074,70.108,77.697,52.689,"C"
82.103,37.566,49.765,"A",69,55.536,7,"Class5",55.54,90.21,76.589,42.228,"F"
57.696,32.223,77.502,"H",NA,25.792,52,"Class3",1.387,70.282,86.817,57.156,"E"
79.98,50.686,30.074,"R",92,53.079,45,"Class4",53.328,27.146,26.078,22.796,"V"
74.707,0.628,53.641,"A",53,27.554,3,"Class5",55.873,68.446,76.592,56.313,"G"
76.822,50.456,23.988,"U",91,46.924,46,"Class4",35.261,36.855,91.191,15.114,"Q"
65.646,78.995,44.194,"R",30,88.635,9,"Class2",28.912,93.071,78.092,78.338,"V"
80.452,52.833,35.132,"Y",93,47.892,48,"Class4",23.112,54.446,15.3,13.743,"A"
87.921,79.585,43.977,"R",33,83.768,7,"Class2",43.834,52.049,63.471,65.87,"A"
74.226,52.466,7.904,"G",92,57.113,50,"Class4",35.502,47.795,30.813,30.222,"T"
83.297,49.265,17.394,"E",91,54.824,41,"Class4",29.826,87.178,70.436,26.368,"A"
73.624,52.909,42.892,"E",93,37.434,41,"Class4",21.153,39.209,13.134,18.291,"A"
59.116,28.12,91.114,"C",40,36.981,45,"Class3",1.694,65.655,68.145,60.224,"D"
86.42,24.799,53.4,"D",52,35.341,5,"Class5",55.512,82.915,66.219,48.456,"G"
76.13,92.637,47.733,"R",34,87.771,13,"Class2",12.504,76.751,75.87,60.415,"A"
22.11,19.669,15.666,"C",15,47.7,52,"Class1",74.498,64.141,32.452,23.322,"W"
54.335,35.63,93.68,"C",14,32.85,50,"Class3",9.854,52.522,78.969,53.598,"R"
24.917,48.89,14.531,"V",18,70.521,61,"Class1",69.983,136.438,36.45,27.02,"N"
75.639,51.349,32.482,"Y",92,64.763,46,"Class4",28.938,7.117,24.425,33.746,"A"
4.702,59.14,16.375,"J",15,47.303,27,"Class1",78.155,23.057,35.936,23.534,"N"
68.326,91.986,46.308,"V",35,89.872,10,"Class2",45.493,79.11,85.086,60.72,"B"
70.185,89.43,47.754,"O",34,89.262,13,"Class2",49.745,42.483,89,84.941,"V"
57.121,39.574,49.311,"D",43,44.383,NA,"Class5",56.333,78.349,69,36.785,"G"
76.94,50.537,34.266,"G",92,44.961,41,"Class4",53.458,62.376,68.506,25.198,"Y"
73.09,52.954,15.798,"U",92,46.153,51,"Class4",51.992,22.372,27.945,32.028,"Y"
75.932,49.657,26.784,"R",93,54.795,42,"Class4",43.413,26.606,29.817,29.27,"V"
81.631,92.706,42.172,"V",35,93.312,14,"Class2",32.606,68.056,72.125,43.407,"W"
62.958,40.073,57.883,"K",5,23.51,46,"Class3",17.182,67.689,88.749,61.14,"O"
4.131,56.144,8.028,"X",11,22.104,58,"Class1",74.67,45.141,33.596,27.698,"W"
19.48,63.899,16.895,"J",26,41.035,60,"Class1",77.782,34.051,35.125,26.182,"P"
66.777,31.898,77.714,"H",5,27.944,52,"Class3",18.36,70.075,85.84,52.334,"O"
74.911,87.206,45.594,"R",28,83.958,9,"Class2",34.187,68.44,68.763,81.891,"W"
55.931,43.668,73.781,"P",13,26.026,49,"Class3",15.652,67.874,67.82,57.665,"D"
75.68,54.809,23.866,"G",91,50.473,43,"Class4",22.067,11.343,35.363,25.008,"Q"
10.735,6.946,11.465,"T",24,67.101,32,"Class1",71.475,52.545,33.287,27.182,"W"
4.957,74.992,18.56,"V",16,61.196,53,"Class1",83.225,50.833,27.48,29.165,"N"
6.161,36.586,10.461,"X",14,32.579,44,"Class1",75.598,64.307,36.985,28.652,"N"
58.461,78.937,46.85,"T",34,87.41,12,"Class2",25.105,44.247,84.77,61.505,"W"
54.834,33.407,51.312,"H",18,30.711,51,"Class3",5.526,67.627,64.447,63.287,"E"
66.075,80.739,46.908,"O",31,89.017,12,"Class2",41.323,75.367,63.246,80.907,"Q"
20.815,75.921,11.492,"C",23,41.417,34,"Class1",68.526,57.367,27.976,27.038,"K"
63.343,26.644,74.04,"P",42,25.561,51,"Class3",22.35,81.396,86.015,54.574,"B"
66.701,24.434,90.878,"H",42,28.275,49,"Class3",20.288,87.569,60.668,52.127,"E"
66.315,68.43,46.6,"J",32,31.856,18,"Class5",57.182,61.724,67.704,41.448,"G"
59.607,91.874,46.991,"R",28,89.164,10,"Class2",45.798,84.133,79.341,47.713,"B"
73.74,53.027,42.664,"G",91,65.466,46,"Class4",39.058,33.356,63.704,14.277,"A"
17.442,51.871,13.377,"X",13,47.694,59,"Class1",70.886,24.78,30.158,31.199,"W"
74.204,-17.492,56.66,"V",30,15.063,13,"Class5",56.225,82.04,73.107,50.168,"H"
57.198,27.383,53.902,"P",41,30.517,48,"Class3",6.969,62.01,82.861,61.836,"O"
85.618,80.954,47.782,"R",27,88.36,10,"Class2",44.018,48.021,69.188,36.328,"V"
73.508,52.763,17.415,"U",91,53.13,44,"Class4",25.873,33.52,8.484,20.407,"T"
69.703,48.427,50.935,"V",NA,75.417,NA,"Class5",56.914,70.195,68.904,44.499,"F"
81.624,79.424,46.541,"T",25,87.595,8,"Class2",44.722,83.926,84.894,53.336,"B"
61.972,95.001,43.696,"R",26,86.423,7,"Class2",36.944,75.987,76.454,76.836,"V"
52.837,29.902,54.979,"D",31,65.982,16,"Class5",55.623,53.639,74.402,41.797,"H"
87.556,89.219,44.219,"V",37,88.6,10,"Class2",47.391,55.405,65.768,47.686,"W"
84,55.31,12.067,"G",92,60.97,45,"Class4",63.2,42.564,16.894,19.339,"Y"
77.234,50.941,10.278,"G",92,47.929,52,"Class4",14.445,35.968,75.333,21.749,"A"
58.4,88.656,45.056,"R",30,93.595,11,"Class2",29.04,67.566,78.125,88.781,"V"
86.535,53.89,9.478,"G",91,39.557,42,"Class4",76.401,22.233,92.424,15.715,"T"
85.873,46.236,20.766,"G",91,76.176,46,"Class4",37.984,39.794,91.274,21.641,"Y"
56.103,94.337,47.495,"S",37,85.188,7,"Class2",58.449,93.492,75.327,53.853,"B"
86.817,87.678,42.243,"T",30,90.918,13,"Class2",49.589,68.82,75.137,69.143,"Q"
19.395,36.345,18.077,"J",11,41.74,53,"Class1",80.588,71.232,31.54,25.531,"W"
75.333,19.261,61.257,"V",23,86.86,12,"Class5",56.226,64.863,72.092,39.673,"F"
60.068,60.582,45.157,"V",52,101.623,17,"Class5",57.364,82.941,69.897,51.734,"Z"
6.572,59.44,14.626,"V",21,32.554,35,"Class1",83.701,52.437,35.851,23.449,"W"
60.578,77.371,45.346,"O",27,87.011,14,"Class2",71.329,67.795,87.784,96.465,"B"
65.686,19.237,62.474,"K",23,27.845,45,"Class3",13.353,56.677,71.855,56.258,"E"
85.594,54.562,17.054,"G",93,58.296,NA,"Class4",16.227,1.356,58.953,18.581,"Y"
79.847,9.044,50.946,"O",20,44.347,12,"Class5",57.57,71.967,75.093,46.936,"C"
47.561,6.441,49.59,"J",62,57.732,16,"Class5",56.509,56.652,69.966,39.285,"C"
71.952,76.716,43.673,"V",28,87.058,9,"Class2",44.346,63.151,73.373,44.159,"A"
77.861,39.165,61.971,"A",38,77.068,15,"Class5",55.538,70.485,78.783,56.914,"F"
74.163,49.178,18.621,"E",93,39.38,51,"Class4",21.098,20.298,41.077,23.134,"Y"
23.254,63.603,18.619,"V",NA,44.866,60,"Class1",76.984,-1.353,34.045,31.582,"N"
73.791,83.308,47.549,"S",34,88.405,8,"Class2",47.108,78.882,89.736,87.991,"B"
61.081,27.494,88.441,"P",35,23.189,50,"Class3",3.108,67.386,61.396,55.873,"E"
71.953,84.763,45.71,"V",30,92.006,7,"Class2",31.735,78.149,66.858,85.858,"B"
64.061,34.096,89.498,"H",35,34.144,53,"Class3",17.593,69.244,90.144,56.478,"R"
7.46,65.157,14.146,"J",14,58.61,55,"Class1",72.027,49.775,27.281,29.653,"P"
58.066,40.477,61.099,"H",41,26.351,45,"Class3",-4.892,66.488,82.014,62.473,"D"
69.023,13.919,62.156,"D",66,-30.733,NA,"Class5",55.814,68.044,71.77,44.918,"H"
76.897,39.519,55.068,"D",18,22.596,10,"Class5",57.026,32.157,72.545,48.019,"G"
57.922,25.887,80.759,"C",33,28.022,45,"Class3",15.113,59.469,70.15,61.448,"D"
64.595,87.355,46.065,"O",24,85.614,14,"Class2",48.925,61.929,66.554,43.06,"V"
79.99,80.288,42.776,"V",NA,88.309,NA,"Class2",37.685,73.883,71.253,69.495,"V"
24.571,55.722,15.771,"J",11,83.837,59,"Class1",81.376,33.239,32.01,30.825,"P"
75.809,16.414,62.925,"V",52,60.566,10,"Class5",55.086,78.779,59.585,44.197,"H"
55.467,21.15,60.559,"C",44,35.927,50,"Class3",14.883,66.202,69.929,58.664,"B"
60.73,90.682,44.854,"O",33,89.135,10,"Class2",49.472,82.232,69.15,65.502,"W"
85.31,16.527,60.565,"O",26,10.951,11,"Class5",54.659,64.11,67.254,38.259,"Z"
72.043,23.656,56.156,"O",54,0.557,9,"Class5",56.088,71.206,75.828,53.655,"C"
54.982,28.508,46.393,"O",47,23.966,4,"Class5",55.919,73.666,75.989,42.735,"Z"
85.015,68.467,61.264,"V",19,48.909,4,"Class5",56.422,46.937,59.003,50.504,"C"
69.882,88.032,46.167,"O",29,86.184,14,"Class2",43.089,93.183,81.633,65.173,"W"
4.92,41.691,16.402,"C",24,93.215,40,"Class1",80.814,38.354,31.315,30.317,"I"
4.193,50.207,12.998,"T",13,56.26,46,"Class1",83.61,30.467,34.316,24.94,"W"
58.15,24.645,93.197,"Q",46,20.957,46,"Class3",23.03,82.488,60.056,64.404,"R"
58.262,47.738,55.582,"O",24,42.25,4,"Class5",56.706,67.172,71.529,37.077,"Z"
75.752,84.537,43.565,"S",32,88.503,14,"Class2",43.4,20.228,71.73,69.07,"A"
64.312,33.648,92.53,"H",39,24.066,45,"Class3",16.567,61.588,88.713,56.002,"R"
18.077,64.248,9.994,"X",14,58.426,28,"Class1",63.411,25.846,27.104,26.942,"N"
59.663,31.545,54.544,"K",27,29.218,46,"Class3",21.205,44.558,83.58,56.374,"D"
81.09,23.544,58.894,"J",23,25.952,1,"Class5",56.657,64.675,70.961,45.371,"Z"
64.264,2.671,62.738,"J",53,13.356,17,"Class5",56.565,70.708,67.009,40.247,"C"
58.998,43.914,59.413,"P",47,33.606,51,"Class3",4.893,57.375,84.997,64.968,"B"
60.963,32.098,56.228,"A",41,-16.906,3,"Class5",55.53,62.836,71.264,40.265,"F"
19.615,46.946,20.394,"C",13,86.938,30,"Class1",77.298,64.645,35.778,29.219,"P"
80.842,33.664,46.298,"A",60,63.142,5,"Class5",55.781,78.644,68.193,52.723,"H"
13.124,42.763,8.557,"X",22,60.901,58,"Class1",73.433,36.322,36.588,27.707,"N"
86.985,38.234,58.635,"D",36,74.476,15,"Class5",55.044,73.042,77.989,43.37,"G"
55.97,38.033,50.301,"P",30,27.731,46,"Class3",19.579,88.347,61.912,54.794,"E"
70.852,89.722,43.575,"T",34,89.65,12,"Class2",46.336,87.973,84.614,74.731,"Q"
81.416,52.199,28.274,"G",91,43.542,51,"Class4",29.201,30.047,10.284,20.061,"T"
9.433,75.164,13.789,"V",13,74.999,45,"Class1",76.522,66.079,36.407,25.816,"N"
79.654,50.632,28.856,"Y",91,60.747,41,"Class4",38.838,68.131,50.124,24.521,"A"
63.599,42.989,56.852,"D",44,33.178,1,"Class5",56.641,70.16,75.909,38.013,"H"
78.794,47.026,28.13,"U",91,58.944,NA,"Class4",13.872,37.111,76.236,22.213,"V"
14.638,56.523,9.146,"J",NA,51.947,42,"Class1",82.244,4.102,36.074,25.233,"N"
77.092,50.787,25.592,"U",91,41.859,50,"Class4",43.324,53.566,47.21,18.159,"T"
6.403,66.155,14.921,"T",22,39.809,26,"Class1",80.383,-1.971,36.685,25.259,"N"
85.665,46.864,13.251,"G",91,43.756,40,"Class4",49.837,69.558,33.078,15.466,"T"
83.41,21.852,54.255,"J",40,26.376,12,"Class5",56.172,72.108,68.622,41.721,"G"
85.942,55.45,28.002,"U",93,44.829,42,"Class4",11.182,38.762,81.324,21.197,"V"
78.148,80.071,42.717,"T",33,93.002,13,"Class2",30.607,71.656,71.258,90.237,"Q"
69.417,95.591,45.352,"O",26,87.274,11,"Class2",21.314,61.675,67.955,63.659,"Q"
61.537,39.402,83.639,"Q",40,27.514,52,"Class3",20.679,61.482,81.892,51.625,"O"
79.45,53.23,28.619,"R",91,41.983,42,"Class4",56.825,21.167,70.806,32.098,"A"
9.215,67.008,20.919,"T",21,42.229,54,"Class1",72.763,44.204,34.105,23.761,"I"
7.662,43.652,14.544,"C",13,53.542,52,"Class1",73.192,81.684,35.854,25.208,"I"
64.153,85.506,43.19,"R",27,86.181,13,"Class2",51.213,71.172,86.615,86.898,"Q"
78.467,48.386,63.009,"D",22,48.387,3,"Class5",55.012,64.154,74.521,50.983,"H"
79.32,39.833,52.722,"V",49,36.183,19,"Class5",56.971,66.792,63.638,40.116,"F"
62.821,39.481,46.012,"V",23,114.421,18,"Class5",56.4,71.695,73.874,40.49,"Z"
71.92,83.6,45.666,"V",32,89.832,7,"Class2",48.837,83.759,88.797,42.672,"V"
76.422,88.955,42.054,"O",33,91.321,14,"Class2",52.592,62.675,89.436,55.18,"Q"
75.373,47.009,44.635,"A",31,-4.653,18,"Class5",56.511,52.939,72.352,49.918,"Z"
55.738,28.279,50.276,"V",69,80.556,12,"Class5",55.954,64.742,59.886,52.612,"Z"
72.064,93.215,42.691,"S",34,84.123,11,"Class2",34.83,65.874,63.722,72.492,"B"
49.315,19.094,58.391,"O",50,-6.876,14,"Class5",55.684,67.396,68.331,46.959,"C"
86.633,51.897,30.262,"G",92,71.564,51,"Class4",29.95,59.124,52.711,32.653,"V"
74.727,52.698,32.498,"G",91,57.396,44,"Class4",43.489,49.281,21.524,27.477,"A"
19.657,56.416,20.098,"J",14,47.337,49,"Class1",75.926,8.767,34.237,25.057,"P"
71.448,25.774,45.822,"D",40,61.041,1,"Class5",56.633,78.788,76.305,42.539,"Z"
75.233,82.527,46.036,"V",33,93.378,13,"Class2",46.397,61.095,68.568,54.76,"B"
12.663,49.515,13.596,"V",21,42.734,36,"Class1",74.881,59.831,35.839,28.022,"K"
83.845,29.328,46.524,"D",56,58.927,4,"Class5",55.565,75.031,66.512,49.773,"Z"
78.77,52.043,38.464,"R",92,37.998,50,"Class4",16.9,65.512,48.429,15.2,"A"
18.042,31.174,15.197,"T",15,88.883,59,"Class1",81.159,77.48,27.81,24.413,"P"
77.537,69.341,57.824,"D",44,86.894,9,"Class5",54.872,40.41,74.646,46.933,"C"
18.088,34.977,11.749,"T",21,50.894,27,"Class1",82.058,20.135,36.485,23.639,"K"
68.242,93.464,47.041,"R",25,86.721,13,"Class2",22.278,62.2,72.985,67.539,"V"
80.734,56.195,21.52,"R",92,33.412,48,"Class4",38.196,64.209,75.001,31.759,"Y"
16.248,45.575,16.906,"X",19,63.858,59,"Class1",79.425,78.522,36.207,31.456,"W"
64.342,36.103,90.508,"H",24,28.647,45,"Class3",1.42,75.113,75.24,56.153,"O"
70.007,79.907,47.199,"S",27,87.148,13,"Class2",42.804,75.866,88.348,63.307,"V"
56.851,39.511,53.717,"O",50,43.188,7,"Class5",56.202,64.64,73.605,52.982,"H"
48.868,57.088,53.282,"D",34,28.828,20,"Class5",55.72,83.333,59.738,46.307,"Z"
73.52,52.65,32.817,"E",92,59.218,44,"Class4",32.566,32.528,69.189,20.551,"Q"
78.563,52.33,20.599,"G",92,50.315,49,"Class4",33.496,51.713,25.153,18.044,"A"
67.872,41.032,93.785,"C",51,19.467,49,"Class3",11.924,69.443,82.295,55.82,"R"
3.829,31.783,13.784,"C",13,38.508,54,"Class1",79.364,56.873,35.856,30.148,"W"
65.911,34.915,84.262,"K",21,29.544,50,"Class3",12.419,65.402,73.098,62.62,"R"
20.319,25.981,14.604,"J",20,36.306,47,"Class1",72.532,21.851,34.751,25.803,"K"
75.193,47.166,28.921,"E",92,60.892,44,"Class4",28.822,5.216,41.724,14.328,"V"
66.026,27.39,61.806,"K",36,28.904,53,"Class3",6.405,79.746,85.426,64.667,"B"
79.816,55.123,18.868,"R",91,55.32,51,"Class4",60.276,14.893,8.31,23.647,"T"
85.055,60.97,44.907,"D",31,17.84,18,"Class5",56.637,76.02,61.515,48.698,"F"
24.678,45.567,18.231,"T",NA,78.575,46,"Class1",78.854,39.259,31.794,23.882,"K"
47.219,15.87,61.192,"J",70,31.174,15,"Class5",56.395,55.732,62.166,51.442,"C"
67.592,93.214,43.764,"T",37,88.633,9,"Class2",48.232,53.929,85.077,90.236,"B"
10.468,82.478,8.019,"X",11,27.726,NA,"Class1",75.574,61.171,32.406,29.943,"N"
76.341,30.473,44.908,"A",30,80.244,4,"Class5",56.451,77.374,67.886,40.731,"C"
77.641,52.019,25.307,"R",93,35.848,48,"Class4",20.602,37.472,71.364,19.483,"Y"
77.868,27.945,52.26,"O",60,104.008,NA,"Class5",55.888,57.327,61.238,40.438,"G"
75.413,49.585,7.885,"U",91,76.916,43,"Class4",67.412,51.712,8.499,12.869,"Q"
3.698,43.028,11.982,"C",20,57.41,49,"Class1",78.922,88.648,30.185,25.029,"K"
76.269,51.303,32.506,"G",91,54.318,40,"Class4",15.393,18.654,58.673,27.276,"T"
14.516,21.73,18.173,"C",14,71.507,32,"Class1",77.987,90.951,30.555,24.275,"K"
25.783,18.903,11.921,"J",21,66.76,26,"Class1",71.343,40.324,31.723,30.22,"N"
83.342,49.525,27.288,"G",93,51.109,48,"Class4",26.304,48.507,80.832,30.258,"Q"
55.416,33.704,80.45,"P",21,27.586,49,"Class3",16.447,74.124,62.625,54.572,"O"
55.041,49.271,85.037,"K",21,36.298,51,"Class3",21.477,61.674,85.912,55.403,"E"
85.326,23.846,56.314,"V",54,50.89,3,"Class5",56.876,66.448,76.527,49.265,"H"
54.548,39.723,63.294,"J",46,10.99,11,"Class5",56.726,67.481,68.62,38.723,"G"
82.088,53.188,25.086,"G",92,62.011,52,"Class4",27.345,71.976,29.881,28.77,"T"
73.259,35.835,54.301,"J",68,87.467,8,"Class5",56.284,28.89,74.95,49.894,"F"
86.163,87.494,42.113,"T",32,86.427,14,"Class2",23.883,103.295,70.064,73.587,"Q"
72.727,88.924,46.23,"V",32,84.101,12,"Class2",40.65,58.885,77.677,97.722,"V"
54.772,27.576,82.817,"P",12,28.559,45,"Class3",14.648,76.73,69.85,62.522,"D"
12.967,55.393,20.287,"T",19,46.266,49,"Class1",72.811,36.71,35.763,28.091,"W"
10.101,44.499,19.088,"V",15,40.037,60,"Class1",67.483,50.236,30.041,28.804,"K"
