"APU1","TNS2","BNJ3","FKI4","NGO5","FMO6","UYZ7","NLU8","CDP9","DKG10","Output2"
"H",73.69,35.486,31.314,68.658,44.206,11,47.584,"I",18.604,"Class3"
"I",12.654,7.668,23.446,27.563,89.686,18,68.664,"C",13.176,"Class4"
"G",87.027,55.819,46.516,46.335,69.429,95,77.549,"Q",43.529,"Class2"
"G",86.756,31.941,57.807,44.305,57.918,70,40.468,"M",61.767,"Class1"
"H",76.987,89.961,54.318,32.975,67.178,77,35.875,"C",4.663,"Class2"
"N",61.487,47.915,45.664,33.84,63.932,90,45.319,"Q",33.427,"Class2"
"G",60.367,54.381,63.849,44.636,60.964,82,63.069,"H",42.003,"Class2"
"M",61.331,37.01,18.139,71.366,32.042,11,47.457,"I",23.443,"Class3"
"C",54.948,77.811,57.207,19.298,69.925,87,67.069,"H",39.599,"Class2"
"I",26.384,32.747,23.414,55.055,90.294,38,79.065,"R",12.502,"Class4"
"C",95.214,27.286,47.422,48.65,70.19,96,48.956,"C",57.237,"Class2"
"C",86.54,32.936,49.115,44.816,57.063,78,49.263,"B",59.32,"Class1"
"G",74.098,44.923,52.882,76.867,68.411,94,22.701,"H",74.074,"Class2"
"R",74.146,31.297,18.075,83.19,36.127,12,47.339,"Z",34.874,"Class3"
"C",78.78,54.927,43.525,32.644,59.832,88,71.124,"H",77.99,"Class2"
"C",57.724,75.495,43.814,15.8,63.714,88,75.779,"G",61.134,"Class2"
"D",81.98,31.486,48.367,43.159,54.433,73,47.795,"B",56.366,"Class1"
"H",76.769,49.275,18.832,51.105,39.678,10,47.216,"M",15.145,"Class3"
"A",72.662,22.121,42.166,69.364,65.579,85,65.445,"C",82.849,"Class2"
"G",93.412,30.54,50.382,45.268,58.912,78,39.474,"P",63.881,"Class1"
"E",85.142,30.831,28.39,77.084,32.582,11,47.545,"I",31.442,"Class3"
"P",79.03,45.519,24.129,60.113,28.654,12,47.076,"M",29.385,"Class3"
"Q",24.789,42.246,23.278,68.943,88.289,28,73.585,"J",13.772,"Class4"
"H",68.334,73.395,58.299,56.558,73.104,NA,64.376,"G",40.355,"Class2"
"N",81.303,76.187,48.076,35.133,63.602,97,86.135,"C",74.976,"Class2"
"D",93.555,31.329,61.065,50.17,61.52,74,48.309,"F",55.789,"Class1"
"R",85.77,52.157,21.736,78.774,38.037,15,NA,"I",40.825,"Class3"
"D",90.79,32.568,58.069,45.508,58.307,63,44.585,"D",61.741,"Class1"
"A",61.747,58.561,46.065,1.989,59.946,85,36.581,"H",9.091,"Class2"
"H",84.601,31.992,45.203,47.816,55.537,76,51.512,"F",60.961,"Class1"
"G",62.99,58.272,59.095,37.574,64.968,94,36.35,"I",55.652,"Class2"
"J",21.215,36.764,23.924,73.198,80.162,16,74.335,"P",12.597,"Class4"
"H",82.265,20.134,25.425,59.353,37.619,11,47.472,"M",30.889,"Class3"
"C",90.936,32.224,57.056,46.405,56.352,50,41.879,"F",64.634,"Class1"
"R",84.966,34.556,22.385,55.023,23.708,15,47.784,"H",49.518,"Class3"
"K",18.765,13.22,22.07,45.083,86.125,17,78.779,"C",12.395,"Class4"
"N",74.929,57.399,49.962,34.491,68.962,86,56.161,"C",43.214,"Class2"
"M",66.957,47.406,13.232,71.173,24.737,13,47.713,"H",36.772,"Class3"
"H",92.159,32.171,56.161,48.831,57.077,52,52.124,"M",53.922,"Class1"
"C",75.943,73.587,42.179,30.552,63.453,85,83.198,"H",28.414,"Class2"
"M",68.747,45.76,15.092,52.951,35.973,13,47.801,"M",31.254,"Class3"
"Z",89.806,30.626,59.582,43.332,59.16,58,39.489,"D",60.963,"Class1"
"Z",87.551,31.518,52.605,44.14,55.526,62,46.334,"F",66.288,"Class1"
"I",20.118,17.76,23.091,92.117,83.773,NA,76.792,"J",15.044,"Class4"
"K",17.702,28.911,23.377,48.118,76.661,31,77.548,"P",14.548,"Class4"
"J",17.41,29.606,22.128,53.75,88.986,21,75.232,"J",15.098,"Class4"
"Z",98.21,31.509,63.194,44.786,59.8,NA,45.144,"B",62.198,"Class1"
"H",62.118,72.199,67.963,26.75,59.415,85,22.177,"G",36.637,"Class2"
"R",64.638,50.643,27.512,68.579,40.652,15,47.101,"R",28.67,"Class3"
"C",86.073,31.67,52.587,47.755,60.082,49,46.922,"P",65.085,"Class1"
"J",15.906,13.748,22.385,66.475,88.014,36,81.786,"J",14.27,"Class4"
"K",25.24,10.287,22.216,74.642,91.296,37,74.376,"L",10.377,"Class4"
"N",77.485,70.479,42.32,44.432,68.958,80,56.494,"G",8.66,"Class2"
"N",68.429,62.427,65.37,19.369,67.167,81,20.648,"H",49.61,"Class2"
"D",86.225,29.78,55.896,46.88,55.919,95,NA,"P",62.984,"Class1"
"C",87.186,32.465,53.697,48.366,58.85,93,40.93,"P",64.531,"Class1"
"N",62.531,47.024,58.332,9.672,70.355,87,57.998,"I",45.741,"Class2"
"P",69.616,28.81,27.318,67.72,35.391,12,47.815,"H",21.785,"Class3"
"H",87.958,31.219,60.57,49.008,57.389,77,47.342,"D",54.101,"Class1"
"E",49.973,53.329,15.343,49.662,53.282,10,47.701,"R",51.5,"Class3"
"G",87.138,30.531,59.108,45.343,59.562,80,49.806,"M",64.153,"Class1"
"H",73.613,32.418,17.898,42.79,35.37,10,47.679,"M",21.646,"Class3"
"C",64.83,69.577,49.408,16.242,73.406,84,80.734,"H",61.358,"Class2"
"M",76.199,70.18,20.362,56.931,27.553,13,47.404,"Z",40.09,"Class3"
"C",90.415,30.669,45.317,44.14,61.41,86,47.744,"F",65.607,"Class1"
"Z",88.731,31.237,52.229,45.604,57.527,61,49.868,"P",64.36,"Class1"
"X",13.067,49.899,22.075,108.228,86.496,23,71.854,"P",16.838,"Class4"
"D",87.343,31.363,55.039,48.07,55.445,68,43.618,"F",58.98,"Class1"
"R",53.554,60.336,24.655,89.186,31.582,15,47.162,"M",18.589,"Class3"
"E",80.49,40.99,16.372,67.331,36.421,11,47.103,"I",39.958,"Class3"
"A",72.778,98.276,59.495,46.842,65.359,83,90.072,"G",43.989,"Class2"
"Z",81.364,31.9,63.772,46.221,56.336,49,40.502,"D",64.777,"Class1"
"H",70.352,51.412,52.191,74.803,66.675,97,36.075,"H",15.029,"Class2"
"J",15.162,-1.094,22.261,77.692,80.214,35,71.948,"C",17.048,"Class4"
"R",87.062,39.036,17.311,74.901,37.677,12,47.783,"I",17.784,"Class3"
"H",88.972,31.242,54.347,42.732,57.46,77,44.724,"M",55.29,"Class1"
"E",74.163,37.066,14.183,60.545,38.7,11,47.622,"Z",20.893,"Class3"
"H",70.784,57.565,13.657,57.714,23.857,14,47.793,"I",17.365,"Class3"
"A",70.809,48.235,60.151,47.35,63.878,97,24.245,"I",55.812,"Class2"
"I",1.127,23.856,23.507,55.304,83.534,23,81.849,"L",12.727,"Class4"
"H",66.25,41.207,59.832,18.272,62.503,97,41.175,"Q",35.338,"Class2"
"R",74.727,62.988,28.901,61.642,33.067,13,47.188,"H",18.511,"Class3"
"M",80.863,54.93,16.029,82.556,30.861,12,47.647,"Z",21.206,"Class3"
"H",58.695,44.185,19.631,61.521,50.262,13,47.506,"M",46.068,"Class3"
"J",27.379,21.911,22.241,87.449,84.945,NA,78.493,"L",16.102,"Class4"
"C",88.38,30.821,58.515,44.999,58.079,61,50.235,"M",56.936,"Class1"
"C",88.814,32.769,54.411,48.453,58.154,67,44.196,"P",66.21,"Class1"
"A",77.62,35.479,68.299,37.971,70.492,87,16.834,"G",71.774,"Class2"
"Z",87.477,32.567,53.218,47.057,58.29,57,49.715,"P",58.244,"Class1"
"M",70.149,52.415,13.031,74.163,32.024,15,47.794,"R",36.997,"Class3"
"H",88.198,31.993,55.872,43.561,60.55,81,52.536,"D",64.021,"Class1"
"G",56.113,47.44,50.218,45.585,68.08,92,74.077,"H",15.915,"Class2"
"P",53.623,39.811,25.659,57.949,30.063,10,47.78,"Z",14.189,"Class3"
"G",89.557,30.825,61.931,45.88,62.161,70,40.519,"B",65.42,"Class1"
"K",12.205,10.214,23.379,66.4,83.331,13,78.692,"L",14.037,"Class4"
"M",69.151,41.847,25.935,74.763,27.671,10,47.012,"Z",19.662,"Class3"
"G",90.923,31.342,47.576,46.334,56.104,73,48.775,"M",58.342,"Class1"
"G",71.65,81.823,56.885,27.662,72.415,77,84.242,"G",8.581,"Class2"
"A",60.335,78.313,43.023,63.139,70.326,81,30.312,"H",18.358,"Class2"
"I",11.989,51.222,23.323,74.908,88.263,30,69.226,"P",16.115,"Class4"
"J",25.356,27.368,22.067,49.966,82.677,35,77.709,"J",9.53,"Class4"
"Z",90.359,31.827,60.543,49.744,59.919,73,52.791,"M",66.634,"Class1"
"C",69.89,42.118,62.762,59.002,68.209,78,86.928,"H",85.736,"Class2"
"D",84.045,33.706,49.353,46.186,56.972,89,46.303,"M",65.727,"Class1"
"Z",92.27,31.903,62.269,48.673,55.614,73,39.559,"D",59.765,"Class1"
"P",73.232,37.14,20.045,60.562,29.619,14,47.852,"H",23.095,"Class3"
"R",68.873,46.862,28.2,50.541,37.133,15,47.391,"M",26.504,"Class3"
"D",89.805,30.912,47.548,44.404,59.927,59,43.731,"B",55.296,"Class1"
"A",71.479,39.955,62.182,45.368,78.416,84,86.181,"G",85.206,"Class2"
"K",16.64,-1.363,22.784,90.51,91.382,38,NA,"L",12.309,"Class4"
"I",19.765,30.811,23.829,91.113,77.462,15,66.069,"P",9.632,"Class4"
"H",83.241,29.797,57.859,48.243,58.537,79,41.501,"F",65.425,"Class1"
"P",69.045,59.337,29.884,64.808,34.854,10,47.555,"M",40.231,"Class3"
"G",87.926,33.389,49.991,46.952,65.438,94,45.606,"F",54.477,"Class1"
"X",23.521,-0.028,22.145,31.881,81.906,37,79.448,"J",11.837,"Class4"
"D",91.695,31.757,51.979,48.539,60.229,NA,45.869,"B",54.989,"Class1"
"M",71.981,51.864,24.834,59.677,26.737,12,47.449,"Z",35.008,"Class3"
"H",87.373,32.266,54.587,43.424,53.448,56,44.277,"B",58.374,"Class1"
"G",84.852,32.299,55.047,48.215,58.947,NA,42.32,"P",62.674,"Class1"
"K",15.104,10.421,22.75,60.818,82.853,15,74.45,"P",14.774,"Class4"
"K",7.505,32.748,22.45,50.211,90.591,21,71.917,"P",9.14,"Class4"
"H",85.277,51.342,15.19,53.951,34.316,15,47.635,"I",40.539,"Class3"
"Q",11.855,23.964,23.918,76.261,94.242,42,75.868,"L",14.391,"Class4"
"N",81.265,73.512,68.651,30.702,68.81,90,78.143,"G",50.981,"Class2"
"X",13.36,17.68,22.341,78.055,88.13,NA,71.463,"L",9.869,"Class4"
"H",93.27,31.125,61.868,49.079,56.049,88,49.028,"B",57.269,"Class1"
"E",73.758,42.287,13.774,47.341,36.429,12,47.217,"I",41.516,"Class3"
"R",82.621,65.409,27.922,69.918,35.341,10,47.737,"Z",11.301,"Class3"
"X",13.112,39.473,23.837,29.49,85.56,37,67.89,"J",16.854,"Class4"
"C",83.922,48.169,63.151,19.97,71.066,86,35.229,"H",36.529,"Class2"
"H",67.26,49.707,64.586,38.075,64.81,87,41.889,"I",80.349,"Class2"
"E",77.57,37.345,26.841,77.81,31.924,15,47.265,"I",48.381,"Class3"
"H",91.199,32.581,49.04,48.665,56.691,51,NA,"P",59.723,"Class1"
"P",45.481,32.882,28.145,64.331,40.437,10,47.476,"M",27.588,"Class3"
"G",90.072,31.542,52.726,44.809,62.273,91,44.204,"D",53.812,"Class1"
"N",80.786,53.741,62.605,32.588,68.122,76,62.673,"C",28.886,"Class2"
"X",22.574,-5.532,22.585,10.567,87.785,18,76.777,"C",13.37,"Class4"
"I",16.949,43.25,22.236,57.061,87.098,37,73.233,"J",10.948,"Class4"
"X",17.035,28.155,23.796,64.572,91.421,36,70.718,"L",9.573,"Class4"
"H",51.11,49.498,51.461,-0.406,62.004,81,20.976,"H",52.065,"Class2"
"Z",85.63,32.092,55.752,51.397,61.652,81,48.173,"D",58.457,"Class1"
"Q",14.513,14.666,22.295,94.763,87.344,30,77.609,"C",12.173,"Class4"
"Z",86.41,30.835,55.554,41.108,58.513,57,38.169,"M",55.563,"Class1"
"J",16.085,23.531,23.945,74.676,84.373,10,71.943,"C",9.237,"Class4"
"I",21.315,48.035,23.635,55.307,82.613,16,79.001,"C",17.687,"Class4"
"X",8.482,8.46,22.72,60.413,89.684,26,69.734,"C",17.34,"Class4"
"Q",22.855,49.489,23.325,70.765,82.838,7,66.332,"C",14.289,"Class4"
"P",62.4,50.024,27.721,64.144,25.152,13,47.971,"R",25.916,"Class3"
"K",10.1,34.526,22.87,63.675,88.347,43,68.146,"J",13.812,"Class4"
"H",87.997,32.001,63.807,45.824,55.594,66,44.374,"B",65.72,"Class1"
"D",90.488,32.465,48.651,50.963,56.423,61,48.25,"M",63.255,"Class1"
"Q",17.747,20.434,23.972,95.099,88.989,43,74.546,"J",15.617,"Class4"
"X",21.936,11.302,22.643,74.118,83.826,11,74.157,"P",11.021,"Class4"
"R",68.76,60.595,14.089,67.231,34.38,NA,NA,"Z",39.12,"Class3"
"C",47.317,44.973,50.616,17.011,60.993,94,75.817,"G",74.737,"Class2"
"R",70.044,59.54,32.451,60.374,44.64,13,47.275,"H",42.405,"Class3"
"E",73.206,34.5,22.624,59.487,23.127,15,NA,"M",13.369,"Class3"
"E",78.271,27.095,17.123,69.267,34.442,11,47.69,"I",44.659,"Class3"
"N",63.767,60.316,46.832,21.723,70.888,95,67.777,"I",46.405,"Class2"
"H",81.492,43.647,65.78,39.579,62.631,86,42.838,"C",35.907,"Class2"
"E",74.418,53.807,15.308,82.105,29.73,15,47.049,"Z",45.609,"Class3"
"Q",22.706,19.259,22.851,60.24,87.829,NA,80.901,"J",14.081,"Class4"
"N",57.208,53.36,61.156,43.076,64.765,83,44,"H",77.489,"Class2"
"R",70.893,35.132,32.372,67.083,27.677,14,47.45,"H",50.816,"Class3"
"D",92.301,31.529,45.958,48.862,56.988,49,NA,"M",54.298,"Class1"
"K",19.577,29.14,23.038,93.117,78.087,20,73.615,"J",15.654,"Class4"
"H",56.618,78.271,45.511,41.984,71.772,82,19.887,"I",52.494,"Class2"
"E",56.362,55.088,31.169,52.962,44.415,13,47.408,"Z",20.68,"Class3"
"Q",9.606,21.653,22.093,82.734,75.599,29,73.992,"P",14.192,"Class4"
"A",63.808,43.782,45.032,-0.089,61.607,84,22.995,"C",38.065,"Class2"
"A",73.085,53.204,55.829,54.937,64.615,92,47.511,"C",39.943,"Class2"
"Q",11.774,9.669,22.051,62.506,85.947,33,66.994,"R",10.753,"Class4"
"M",79.88,44.628,14.73,85.162,40.924,14,47.796,"Z",21.753,"Class3"
"Z",86.405,32.845,51.919,49.352,56.831,80,48.257,"P",59.219,"Class1"
"R",74.543,66.22,13.488,62.48,43.102,15,47.895,"H",28.978,"Class3"
"N",53.007,49.644,48.024,30.584,66.004,84,48.948,"Q",50.415,"Class2"
"H",84.929,33.74,53.484,46.347,58.131,66,38.542,"B",60.623,"Class1"
"X",11.012,22.177,22.019,42.328,92.282,18,80.13,"L",14.383,"Class4"
"E",74.142,27.292,18.304,72.836,29.039,14,47.4,"R",19.051,"Class3"
"M",76.541,54.411,17.096,76.513,50.903,10,47.066,"Z",34.816,"Class3"
"D",92.139,30.806,46.578,50.185,57.571,67,47.806,"B",56.183,"Class1"
"K",28.198,7.458,22.565,87.57,86.529,9,79.212,"C",9.895,"Class4"
"C",90.589,31.668,59.893,45.48,59.545,88,42.254,"M",54.3,"Class1"
"N",73.27,50.841,48.21,23.574,69.186,88,42.648,"C",32.771,"Class2"
"X",16.639,6.755,22.157,100.338,84.203,28,NA,"J",16.762,"Class4"
"N",68.687,67.032,48.448,58.047,64.428,97,63.605,"Q",41.084,"Class2"
"G",73.503,91.167,44.356,71.534,62.349,NA,77.025,"Q",25.937,"Class2"
"H",91.283,31.937,55.943,46.857,60.972,77,38.675,"P",54.572,"Class1"
"H",68.323,68.563,53.628,17.774,71.949,85,NA,"G",23.14,"Class2"
"I",20.884,31.833,22.371,37.884,92.033,26,NA,"R",12.467,"Class4"
"P",71.648,60.383,22.28,56.99,34.385,15,47.948,"I",28.065,"Class3"
"Z",96.303,33.384,63.011,50.783,61.899,55,39.459,"D",66.424,"Class1"
"G",91.432,32.851,57.098,49.488,62.679,78,51.469,"M",64.475,"Class1"
"G",70.06,93.373,56.828,53.575,62.565,80,53.548,"G",43.903,"Class2"
"J",14.134,24.466,23.101,109.465,88.106,15,77.127,"J",10.17,"Class4"
"K",1.567,31.295,23.326,71.742,82.372,39,67.718,"C",17.899,"Class4"
"C",91.452,38.619,56.721,37.236,71.593,93,68.554,"I",78.165,"Class2"
"N",76.253,61.138,54.872,43.317,73.349,79,85.852,"I",65.829,"Class2"
"A",77.685,29.041,50.472,33.335,68.501,90,40.856,"I",23.548,"Class2"
"C",87.448,33.11,59.952,47.263,60.481,76,52.78,"B",64.746,"Class1"
"H",93.759,53.868,16.946,65.392,35.503,11,47.528,"M",30.104,"Class3"
"J",20.901,38.237,23.273,72.809,87.338,39,66.196,"L",9.997,"Class4"
"Z",91.721,31.916,50.108,47.054,62.41,55,40.113,"B",55.94,"Class1"
"H",62.359,60.799,61.284,18.421,73.9,78,23.364,"G",21.575,"Class2"
"G",92.304,32.321,58.97,48.027,53.754,73,38.741,"F",64.261,"Class1"
"E",77.832,37.493,20.804,55.002,38.962,NA,47.5,"R",34.484,"Class3"
"M",59.438,53.176,28.059,74.579,42.241,11,47.563,"H",50.693,"Class3"
"G",74.777,54.327,65.143,12.101,62.595,81,38.789,"Q",75.901,"Class2"
"A",81.518,69.563,60.121,57.014,68.045,84,16.067,"I",25.744,"Class2"
"G",58.442,95.168,47.425,57.626,69.615,82,NA,"I",37.244,"Class2"
"C",68.971,38.687,48.336,17.52,68.834,84,56.164,"H",71.948,"Class2"
"C",90.469,30.882,49.34,45.478,56.661,72,50.087,"M",62.373,"Class1"
"G",79.708,32.41,48.647,48.144,57.496,83,39.017,"F",60.554,"Class1"
"Q",28.525,29.729,22.675,94.095,80.227,34,66.767,"R",17.664,"Class4"
"G",84.059,31.586,50.328,43.653,55.343,71,40.414,"F",53.965,"Class1"
"J",16.706,29.478,22.032,60.168,87.023,23,77.213,"R",9.286,"Class4"
"J",14.581,15.887,22.245,62.756,87.567,12,68.979,"R",10.667,"Class4"
"G",92.021,31.509,52.862,45.81,57.318,95,43.018,"P",60.592,"Class1"
"H",73.518,54.475,28.405,58.426,41.329,12,47.343,"I",30.306,"Class3"
"K",9.916,17.188,22.057,43.148,93.312,41,73.689,"R",10.041,"Class4"
"C",85.613,31.502,55.363,50.327,59.542,85,52.02,"F",65.566,"Class1"
"J",-0.465,-0.938,23.895,76.568,80.439,42,80.499,"P",12.507,"Class4"
"A",58.813,-3.59,46.963,32.742,68.178,75,64.104,"G",84.471,"Class2"
"H",68.833,33.828,23.243,63.439,27.499,11,47.415,"Z",49.446,"Class3"
"M",64.935,46.399,22.364,70.533,30.517,11,47.844,"H",16.67,"Class3"
"K",23.816,4.163,22.79,69.435,85.672,42,72.522,"C",17.764,"Class4"
"C",86.252,31.68,59.423,45.934,59.07,80,40.209,"D",54.64,"Class1"
"Q",15.218,43.487,22.724,72.191,80.943,13,70.233,"R",17.195,"Class4"
"I",11.125,16.577,22.867,73.497,88.438,32,76.272,"L",15.824,"Class4"
"K",9.67,33.56,22.965,66.086,89.623,31,72.013,"L",12.743,"Class4"
"Z",85.831,32.466,56.618,47.001,55.452,86,41.404,"M",54.341,"Class1"
"C",73.188,90.329,52.428,68.712,71.55,81,71.179,"Q",30.295,"Class2"
"Q",3.541,-4.636,22.283,59.083,90.167,36,70.088,"C",9.901,"Class4"
"K",14.407,15.334,22.893,86.433,90.836,35,71.565,"P",12.589,"Class4"
"C",91.792,30.588,56.299,49.089,60.512,71,51.353,"P",64.585,"Class1"
"A",59.187,38.3,63.606,23.006,68.817,75,30.163,"I",34.172,"Class2"
"G",51.621,65.912,59.892,34.339,68.685,90,56.109,"Q",68.229,"Class2"
"C",88.271,30.891,48.462,47.137,61.064,66,51.407,"B",56.819,"Class1"
"Q",22.287,28.603,23.097,37.703,87.285,39,74.447,"R",9.772,"Class4"
"N",79.595,53.546,46.187,41.829,69.132,86,65.285,"G",26.331,"Class2"
"H",87.683,64.153,16.921,77.892,33.94,12,47.862,"M",44.61,"Class3"
"H",74.806,36.599,13.187,65.678,25.521,NA,47.428,"R",51.872,"Class3"
"H",59.535,51.338,26.406,78.613,35.201,14,47.494,"Z",33.613,"Class3"
"E",74.6,59.828,29.554,74.964,32.813,10,47.71,"I",30.37,"Class3"
"H",83.159,56.27,26.686,70.889,41.812,13,47.311,"I",36.09,"Class3"
"A",75.071,43.012,45.991,-2.661,67.249,88,59.851,"G",28.844,"Class2"
"C",49.159,90.533,49.841,29.459,73.345,96,32.514,"I",40.914,"Class2"
"G",65.889,69.469,62.76,71.505,67.544,83,75.355,"H",64.968,"Class2"
"H",88.763,69.612,59.257,13.246,72.665,85,16.832,"Q",48.886,"Class2"
"E",64.274,21.924,13.577,49.34,37.556,10,47.483,"M",21.222,"Class3"
"H",67.056,61.149,15.313,50.528,43.934,12,47.986,"I",41.335,"Class3"
"K",28.361,16.342,23.495,58.035,81.535,26,66.742,"J",13.591,"Class4"
"Z",89.234,30.916,46.302,47.237,59.828,60,42.992,"F",55.29,"Class1"
"G",57.163,60.331,52.36,15.488,63.216,84,77.152,"H",45.26,"Class2"
"H",82.203,31.545,53.986,45.178,57.748,79,44.898,"P",66.534,"Class1"
"D",84.916,30.681,45.538,48.262,57.311,68,47.55,"F",53.495,"Class1"
"X",6.166,48.095,22.986,65.894,87.659,15,73.582,"C",12.929,"Class4"
"H",91.485,30.952,46.346,45.304,60.109,65,38.891,"D",61.405,"Class1"
"C",88.298,26.413,51.429,67.583,68.966,84,85.858,"H",65.204,"Class2"
"J",1.592,5.768,23.362,57.023,81.287,35,72.855,"L",10.186,"Class4"
"P",82.774,40.94,31.913,60.002,40.953,NA,47.596,"H",48.371,"Class3"
"N",61.623,64.303,57.878,27.571,72.975,82,49.283,"I",40.01,"Class2"
"H",65.274,57.905,13.371,75.457,27.05,13,47.592,"Z",47.663,"Class3"
"I",26.183,34.221,22.391,56.799,80.937,17,73.357,"R",12.461,"Class4"
"D",86.314,31.623,56.688,48.508,55.735,94,39.557,"F",60.693,"Class1"
"M",64.941,54.336,29.032,67.71,27.41,15,47.685,"R",26.533,"Class3"
"Q",19.523,25.564,22.864,67.648,88.752,8,NA,"C",14.864,"Class4"
"M",64.837,41.05,18.073,66.358,35.968,13,47.35,"H",38.979,"Class3"
"R",63.665,65.686,28.863,56.875,30.239,13,47.086,"Z",42.229,"Class3"
"P",73.805,26.537,25.071,64.812,35.195,14,47.057,"Z",42.433,"Class3"
"C",87.441,31.559,61.186,44.801,60.786,48,50.31,"D",66.673,"Class1"
"I",4.374,27.673,23.42,55.346,77.929,22,72.746,"R",11.207,"Class4"
"C",87.685,32.735,48.737,45.447,59.837,84,52.638,"D",65.786,"Class1"
"N",62.298,37.393,48.032,29.949,69.984,88,40.702,"Q",76.949,"Class2"
"C",66.111,93.531,43.56,64.974,69.867,97,NA,"C",64.945,"Class2"
"C",85.418,30.67,58.345,45.859,58.968,74,50.355,"M",63.924,"Class1"
"Z",80.383,30.066,61.827,50.172,60.491,77,41.38,"P",55.772,"Class1"
"K",17.484,10.071,22.029,87.189,81.246,34,67.9,"L",12.791,"Class4"
"Z",84.197,30.25,51.263,48.239,57.435,87,48.358,"M",57.633,"Class1"
"D",86.197,30.536,51.239,49.531,58.929,55,38.154,"P",66.414,"Class1"
"M",65.792,56.825,19.792,46.485,46.389,14,47.318,"H",36.515,"Class3"
"D",84.942,30.876,47.001,49.762,52.603,66,43.873,"F",58.554,"Class1"
"X",0.376,19.079,22.379,61.433,81.271,7,72.671,"J",14.581,"Class4"
"M",80.503,53.807,22.28,70.41,32.845,10,47.889,"H",10.072,"Class3"
"N",72.908,67.22,55.473,-15.124,71.244,76,73.876,"H",50.944,"Class2"
"N",61.986,81.581,47.7,24.269,68.524,91,63.197,"C",6.949,"Class2"
"G",69.333,71.275,63.194,49.978,63.579,86,21.645,"H",45.095,"Class2"
"P",75.382,69.857,18.054,67.941,49.397,13,47.705,"H",51.393,"Class3"
"A",55.387,61.069,44.666,40.732,65.827,95,80.206,"I",66.307,"Class2"
"J",6.98,22.053,22.174,55.482,93.603,36,81.61,"P",13.621,"Class4"
"G",72.175,56.212,56.583,-6.341,72.392,81,84.889,"Q",76.741,"Class2"
"R",68.66,44.701,24.808,60.636,33.703,10,47.178,"Z",48.566,"Class3"
"Q",3.293,30.829,23.02,43.295,89.277,17,79.039,"C",11.219,"Class4"
"X",7.728,23.944,22.067,77.384,81.051,25,80.568,"P",17.61,"Class4"
"E",48.441,48.345,21.024,59.814,49.307,10,47.196,"R",24.784,"Class3"
"R",75.395,30.965,14.32,52.63,44.566,11,47.29,"M",30.148,"Class3"
"Q",12.48,28.97,22.63,1.513,83.234,35,81.896,"R",14.684,"Class4"
"E",63.387,47.108,25.438,46.484,29.204,13,47.165,"R",23.27,"Class3"
"G",84.561,32.425,51.712,49.964,62.361,80,38.213,"M",63.219,"Class1"
"H",87.636,31.306,61.305,46.882,58.498,48,44.501,"F",65.406,"Class1"
"G",89.487,31.057,63.927,47.296,58.506,71,49.122,"M",65.162,"Class1"
"M",86.713,34.44,28.353,84.118,31.645,10,47.915,"M",34.857,"Class3"
"C",78.967,35.009,66.564,20.899,70.869,95,37.595,"C",13.083,"Class2"
"A",68.051,62.953,67.385,30.42,62.054,92,44.909,"I",35.379,"Class2"
"J",-7.784,28.424,22.962,81.561,82.123,39,74.059,"L",16.669,"Class4"
"X",23.741,36.168,23.407,110.167,87.741,30,76.672,"R",15.384,"Class4"
"N",71.969,69.25,46.739,30.907,59.713,83,49.609,"Q",66.883,"Class2"
"P",69.926,36.382,14.698,65.143,39.085,14,47.792,"I",28.77,"Class3"
"G",65.042,57.993,53.11,36.651,64.35,93,29.411,"C",67.894,"Class2"
"H",43.531,30.897,59.202,77.404,72.175,90,67.447,"I",37.267,"Class2"
"D",91.205,33.432,48.839,42.354,59.251,57,49.327,"M",60.075,"Class1"
"C",92.198,32.739,62.984,45.758,57.481,55,NA,"B",53.868,"Class1"
"K",14.475,35.736,22.067,83.433,89.831,8,66.493,"L",14.769,"Class4"
"N",60.344,44.61,51.71,30.342,75.475,91,33.76,"Q",79.226,"Class2"
"K",23.793,6.755,23.509,99.6,89.648,43,66.077,"L",12.05,"Class4"
"E",74.053,47.752,32.102,73.835,32.541,11,47.682,"I",33.564,"Class3"
"H",87.084,31.726,60.855,45.244,54.593,91,41.507,"D",53.181,"Class1"
"H",63.962,42.448,29.276,64.712,41.189,11,47.758,"M",27.002,"Class3"
"Z",90.581,31.958,57.4,44.66,56.775,74,44.874,"P",60.478,"Class1"
"X",18.629,5.881,23.408,90.151,82.322,30,77.778,"J",11.692,"Class4"
"Z",87.904,31.622,48.657,45.879,62.125,88,43.122,"M",59.916,"Class1"
"Q",28.142,-8.019,23.556,49.524,82.304,30,72.995,"P",12.583,"Class4"
"G",94.092,31.245,63.496,45.309,57.146,56,52.6,"D",56.375,"Class1"
"X",31.931,-10.48,22.925,82.278,87.082,22,78.945,"P",9.783,"Class4"
"H",86.626,41.497,23.359,49.527,39.195,12,47.323,"H",38.174,"Class3"
"E",73.422,53.323,20.245,68.761,42.599,14,47.438,"H",50.695,"Class3"
"P",84.503,55.83,16.908,59.551,26.855,14,47.449,"H",28.634,"Class3"
"N",56.417,83.04,65.564,65.255,60.163,NA,41.344,"I",41.425,"Class2"
"A",83.323,54.092,54.038,52.736,68.133,96,32.467,"H",27.911,"Class2"
"N",79.858,52.889,56.365,33.401,73.479,94,82.424,"Q",47.394,"Class2"
