"Output4","RWU1","CEF2","BXM3","PAT4","CYJ5","CAD6","MGW7","EXY8","ZGK9","EIF10","QHO11","WZM12"
"Class2","Q",82.979,53.672,12.533,"L",90.369,60.035,40.48,66.985,72,53.014,38
"Class3","E",51.016,40.407,46.758,"R",23.733,24.57,48.85,31.921,58,31.413,69
"Class3","E",80.974,33.675,46.616,"U",20.996,28.8,50.697,12.162,60,30.753,40
"Class1","Y",81.014,25.513,79.467,"S",66.965,39.452,102.137,90.221,56,66.41,NA
"Class4","D",8.13,15.325,103.287,"W",59.969,61.877,80.282,91.909,79,70.568,43
"Class1","L",87.265,19.667,44.085,"Z",69.963,36.721,48.097,90.305,80,60.124,80
"Class2","L",47.558,54.804,19.974,"L",55.507,74.244,60.689,71.305,82,52.87,34
"Class1",NA,86.491,28.149,33.905,"S",67.828,43.816,82.86,90.999,81,66.913,87
"Class4","S",8.074,64.767,54.077,"N",66.641,56.887,67.15,90.981,86,43.729,44
"Class3","Z",48.539,31.024,57.839,"U",23.894,25.638,49.851,29.01,79,30.098,82
"Class2","B",67.541,46.201,27.637,"I",59.264,59.27,61.652,73.045,84,46.804,60
"Class4","R",19.116,79.404,75.49,"E",49.51,58.278,115.979,90.022,62,28.086,46
"Class3","G",80.195,46.607,58.89,"I",23.617,26.856,48.429,17.295,58,30.647,49
"Class1","X",85.564,27.32,35.764,"V",67.757,60.173,18.424,90.888,82,53.505,91
"Class3","Y",74.452,42.973,51.481,"U",28.058,26.499,53.327,30.955,79,30.54,43
"Class3","E",53.551,34.805,35.729,"U",19.966,25.168,34.747,18.536,41,30.452,59
"Class4","R",0.452,41.835,83.296,"E",60.132,52.554,56.633,90.91,92,52.59,39
"Class2","C",37.615,60.069,64.63,"I",75.395,72.751,40.565,61.798,31,53.879,47
"Class1",NA,79.343,10.179,70.477,"E",61.421,58.007,43.685,89.374,65,58.174,91
"Class3","Y",85.946,37.398,58.585,"I",24.541,22.467,43.121,7.805,60,31.223,86
"Class3","G",72.661,73.508,55.272,"F",18.016,29.66,41.464,24.582,70,31.129,87
"Class3","G",78.065,48.728,64.468,"U",25.492,25.519,61.082,25.191,41,30.129,57
"Class4","R",28.023,34.977,47.041,"P",62.494,64.69,89.947,90.891,93,66.088,38
"Class2","C",91.189,62.042,64.315,"R",72.968,71.862,97.774,57.349,51,46.732,49
"Class3","G",60.21,63.747,71.541,"F",28.049,28.793,51.4,10.427,42,31.225,49
"Class3","Y",69.717,26.47,60.996,"U",18.806,34.875,48.388,9.198,73,31.646,66
"Class1","X",85.902,24.151,46.744,"S",62.341,55.339,55.566,90.668,64,34.096,87
"Class3","Z",58.595,35.866,35.563,"I",22.181,34.725,49.268,21.224,49,30.801,NA
"Class3","Z",61.614,67.344,74.03,"U",25.051,31.113,43.514,15.22,87,30.93,70
"Class5","B",17.381,25.981,61.093,"L",40.99,42.158,49.022,67.427,51,34.055,15
"Class5","O",55.565,22.442,62.874,"P",35.503,17.292,41.991,46.429,44,18.743,11
"Class3","Y",64.726,47.996,38.118,"U",22.602,25.718,44.489,12.078,59,31.687,60
"Class3","Y",57.601,37.482,54.527,"W",27.651,23.502,39.882,20.549,51,30.132,81
"Class3","K",78.907,51.753,64.062,"F",23.55,22.286,40.933,5.067,47,30.367,68
"Class5",NA,117.468,17.393,71.916,"B",54.483,42.21,42.863,33.403,50,19.236,28
"Class4","H",34.781,46.153,61.783,"N",66.411,58.486,76.973,93.435,64,65.502,41
"Class3","G",54.316,50.197,54.729,"W",28.1,21.505,39.035,23.291,75,30.662,52
"Class3","G",86.946,45.774,38.947,"I",26.417,31.995,44.033,24.08,59,30.748,83
"Class3","G",76.39,45.841,50.895,"R",20.903,33.965,54.924,24.768,66,31.946,55
"Class4","V",-1.129,48.776,50.437,"W",57.577,54.289,49.137,92.675,55,74.174,35
"Class5","G",54.342,13.41,66.398,"P",62.781,41.736,50.525,77.976,58,18.625,16
"Class4","S",15.246,20.249,59.973,"P",44.682,50.916,52.118,91.415,95,23.161,39
"Class4","D",15.922,63.064,79.143,"E",43.681,56.468,32.104,92.653,48,60.206,36
"Class2","Q",59.494,54.734,64.618,"V",71.099,41.481,44.161,63.89,14,48.035,41
"Class2","C",27.545,47.206,81.417,"I",88.958,65.315,75.635,57.886,28,50.653,32
"Class3","G",68.148,36.023,50.393,"I",18.048,31.659,53.25,8.623,87,30.809,65
"Class3","E",89.72,47.058,79.978,"R",18.104,30.662,46.225,18.611,46,30.421,63
"Class2","B",-0.219,45.115,73.195,"V",72.067,69.197,98.356,72.073,18,54.376,87
"Class3","G",52.699,41.049,63.433,"W",19.19,32.621,28.754,31.792,50,30.006,79
"Class1","B",78.746,29.39,48.646,"V",67.167,40.235,55.31,90.604,68,33.42,73
"Class5","R",39.531,19.012,75.083,"E",35.057,35.627,50.497,47.483,44,21.498,16
"Class3",NA,66.29,54.117,49.985,"I",24.615,36.16,47.807,20.281,62,31.935,73
"Class5","O",10.736,21.95,75.04,"C",53.973,25.577,48.474,88.215,23,34.425,33
"Class5","B",35.289,26.172,71.625,"E",54.423,36.358,47.656,62.924,50,33.594,16
"Class1","B",97.883,17.599,47.684,"D",64.059,46.017,9.646,90.163,70,55.862,62
"Class5","G",31.676,21.404,54.962,"E",51.702,41.908,37.236,55.838,3,16.048,23
"Class2","Q",24.89,45.732,26.358,"V",90.321,83.814,84.576,69.298,36,50.039,51
"Class5","G",96.863,14.687,56.78,"B",51.97,44.404,47.347,76.338,33,31.328,15
"Class4","S",16.98,83.521,59.038,"E",60.778,53.218,93.191,90.955,51,46.382,46
"Class3","G",84.073,24.482,60.483,"W",28.291,24.832,44.572,19.511,81,31.79,79
"Class2","B",78.935,56.185,46.79,"V",76.562,66.796,51.71,71.382,71,45.184,83
"Class4","V",13.4,45.421,68.322,"Q",64.406,48.56,55.143,91.979,45,32.104,38
"Class2","C",63.277,68.833,82.299,"Q",93.402,64.846,36.871,59.575,41,49.885,77
"Class1","Y",81.512,12.324,53.583,"V",61.822,40.358,93.288,89.304,78,35.936,68
"Class5","B",67.237,15.369,59.597,"B",59.301,15.062,32.345,71.921,34,32.875,17
"Class1","Y",90.428,9.113,43.496,"V",60.035,37.432,52.67,90.267,53,62.078,78
"Class1","T",85.91,15.46,72.892,"V",62.523,70.568,46.005,89.313,55,59.299,79
"Class3","K",44.17,73.498,56.872,"W",19.213,32.151,53.472,24.637,44,30.742,73
"Class2","B",33.245,69.951,57.312,"V",84.597,18.912,43.385,66.055,27,54.909,84
"Class1","T",82.383,12.33,39.689,"E",60.289,68.05,15.166,89.312,53,40.018,79
"Class5","R",9.148,24.189,57.353,"E",57.298,43.233,46.578,33.894,32,35.812,16
"Class4","D",13.528,42.531,73.391,"Q",62.464,56.414,68.79,91.91,72,84.089,39
"Class4","H",11.708,68.992,37.025,"E",63.191,53.156,44.55,90.189,45,51.604,46
"Class4","D",7.756,69.208,76.946,"P",67.603,59.993,60.428,92.075,40,82.266,39
"Class5","B",35.576,22.799,58.67,"C",38.524,41.89,41.669,48.499,15,14.76,15
"Class5","G",73.032,19.279,74.757,"P",50.493,29.798,44.662,87.529,36,20.838,30
"Class3","Z",75.045,66.871,49.047,"F",23.473,24.417,28.346,17.454,73,31.123,48
"Class2","Q",55.657,68.536,70.328,"I",89.736,69.839,24.636,70.952,35,48.022,73
"Class2","C",35.346,64.477,51.515,"Q",84.248,49.651,34.815,60.086,74,53.345,42
"Class2","C",45.576,57.315,53.502,"Q",55.656,39.989,57.962,54.426,31,49.544,25
"Class4","V",20.264,92.467,57.852,"N",66.159,55.646,96.806,91.284,75,63.057,33
"Class1","L",88.122,16.418,59.845,"S",69.098,62.488,38.646,90.132,54,34.145,73
"Class2","B",67.598,59.46,37.623,"Q",68.853,77.76,23.755,72.535,45,54.897,52
"Class5","O",120.555,15.401,59.355,"P",67.078,24.663,28.621,78.32,24,18.848,12
"Class4","V",20.275,30.916,43.546,"N",52.798,51.068,102.845,92.232,42,41.547,47
"Class5","D",41.214,23.075,71.32,"E",62.671,33.226,54.268,49.562,2,33.583,26
"Class2","A",55.1,50.421,74.112,"Q",86.884,41.896,81.957,67.551,94,49.978,77
"Class5","B",106.004,15.059,65.03,"B",40.389,20.016,38.987,93.844,57,31.933,11
"Class4","S",2.686,31.841,71.005,"W",71.858,55.402,47.014,91.886,80,24.266,36
"Class5","O",15.113,19.828,50.998,"C",37.153,14.533,48.615,39.499,26,35.745,27
"Class5","G",40.947,22.256,80.002,"B",50.729,36.13,42.652,27.47,59,14.122,25
"Class3","Z",70.549,48.114,50.818,"F",19.454,29.366,46.377,13.315,74,31.116,43
"Class5","O",81.509,22.982,69.065,"L",52.543,37.896,28.234,40.445,54,16.276,22
"Class3","Z",60.059,29.318,84.775,"U",26.394,31.994,56.516,16.993,70,31.572,84
"Class3","Y",50.511,29.54,48.225,"U",18.806,27.571,57.711,28.904,81,30.391,NA
"Class4","H",1.161,71.544,54.897,"Q",47.226,57.91,101.686,91.152,86,83.455,48
"Class5",NA,52.701,26.976,77.202,"L",61.339,46.956,31.303,40.665,27,17.911,29
"Class4","H",3.287,46.763,61.111,"E",74.052,50.297,78.564,91.164,76,57.793,46
"Class4","H",4.027,35.281,73.242,"P",68.616,49.599,91.24,90.1,76,61.483,38
"Class4","R",23.585,36.247,86.768,"P",64.499,55.317,79.072,91.335,91,82.504,48
"Class5","B",48.917,23.463,62.084,"C",40.841,12.099,43.496,93.868,56,14.852,11
"Class4","D",20.948,48.976,75.184,"P",60.888,60.876,30.686,91.921,61,18.088,46
"Class3","K",69.21,39.415,45.708,"I",24.219,34.18,52.409,24.727,55,30.686,54
"Class2","L",19.823,52.319,26.932,"V",78.125,52.552,34.368,62.569,42,47.141,34
"Class1","X",81.039,23.224,36.61,"Z",65.022,48.889,41.625,89.401,79,62.833,95
"Class2","B",29.198,65.915,41.928,"L",63.298,68.706,61.922,62.087,19,47.507,43
"Class4","H",7.155,53.789,60.61,"W",68.918,64.701,81.768,90.574,60,47.944,46
"Class4","V",14.846,65.951,49.065,"N",60.495,52.356,74.468,90.48,85,70.994,46
"Class2","B",30.176,48.497,59.413,"I",70.003,24.22,46.35,57.447,67,49.511,57
"Class3","E",58.935,54.894,64.627,"F",19.662,34.208,47.882,31.691,63,30.588,44
"Class2","B",69.579,60.874,56.849,"L",87.814,48.904,27.792,60.849,14,54.553,29
"Class2","A",108.081,85.165,55.211,"Q",57.675,64.057,38.562,69.126,82,48.822,26
"Class5","G",63.473,24.294,75.257,"P",53.275,41.824,28.106,82.247,25,35.471,30
"Class2","A",17.652,56.565,61.076,"R",85.483,41.16,50.769,72.27,94,46.765,33
"Class3","K",35.949,71.041,39.079,"F",19.068,31.417,38.293,13.347,57,30.492,43
"Class5","D",33.425,28.435,71.787,"B",30.858,18.046,25.195,78.076,55,36.874,16
"Class5","G",2.692,17.825,54.302,"B",51.116,21.821,42.812,28.553,63,32.584,13
"Class1","T",82.29,-0.173,23.243,"E",64.327,61.519,40.975,89.939,78,51.032,86
"Class5",NA,99.335,24.366,67.739,"B",65.386,23.751,38.266,78.871,29,27.214,32
"Class2","B",32.562,65.829,101.543,"V",82.185,25.193,49.475,62.948,47,52.637,74
"Class4","D",6.797,67.482,95.707,"Q",63.575,51.066,46.676,93.483,91,42.385,36
"Class1","B",72.439,34.417,55.453,"V",60.844,52.744,38.95,89.613,60,60.43,68
"Class5","O",1.507,25.958,70.915,"E",52.011,45.185,51.419,53.656,56,30.417,28
"Class3","K",75.741,32.117,53.279,"R",27.273,34.88,44.622,26.426,81,30.549,64
"Class3",NA,81.581,37.923,57.902,"F",21.191,26.63,54.851,33.854,45,30.002,79
"Class1","B",91.918,23.794,8.793,"Z",65.177,37.726,72.642,90.929,78,42.573,92
"Class2","L",52.736,61.95,34.948,"R",65.813,22.252,52.741,57.387,97,49.548,49
"Class3","Y",80.763,50.219,53.05,"I",18.607,27.829,57.299,19.792,71,30.626,57
"Class2","A",38.573,39.781,49.219,"I",56.157,56.059,56.004,65.781,86,52.407,NA
"Class1","T",101.863,4.293,71.988,"E",63.038,45.757,42.916,89.028,66,41.744,69
"Class4","H",12.692,44.882,62.987,"Q",70.687,64.442,64.022,92.084,56,86.438,46
"Class4","V",17.446,35.808,69.176,"Q",44.141,47.01,72.736,91.897,54,82.467,34
"Class1","B",93.752,25.394,14.874,"S",61.198,42.133,101.235,89.476,64,68.104,70
"Class3","Y",56.337,70.681,56.372,"I",26.38,31.489,40.792,10.314,84,31.532,39
"Class4","S",13.824,14.633,64.057,"N",50.025,53.384,60.611,91.445,77,51.32,39
"Class4","D",4.341,71.382,99.066,"N",69.18,51.206,63.277,93.316,47,16.328,44
"Class5","R",11.698,26.672,62.858,"P",47.028,37.723,60.285,52.862,29,25.977,32
"Class4","H",10.837,60.946,86.659,"W",42.422,56.901,47.368,90.428,46,86.364,36
"Class1","X",81.387,32.771,18.817,"E",63.814,61.333,104.092,89.079,54,62.288,83
"Class1","T",78.784,17.124,10.862,"D",60.647,44.05,56.064,90.198,61,63.313,96
"Class3","Y",70.393,28.995,37.704,"I",21.538,29.59,48.474,19.911,72,31.171,65
"Class5","B",65.462,16.14,77.255,"P",35.293,37.604,31.477,20.452,15,33.996,32
"Class2","B",19.423,48.009,38.323,"V",81.796,62.901,10.164,64.217,44,52.47,74
"Class2","C",68.378,70.08,46.008,"L",88.981,62.435,40.003,71.577,69,54.467,82
"Class5","B",59.626,17.167,58.674,"B",64.336,44.377,36.876,71.937,24,16.405,12
"Class5","D",46.511,21.901,55.736,"L",40.498,30.549,52.457,51.678,28,35.344,16
"Class2",NA,55.367,71.15,90.637,"V",76.997,18.019,54.25,64.709,20,51.987,82
"Class5",NA,38.624,26.262,68.205,"B",45.459,28.015,47.135,30.1,6,33.831,19
"Class4","V",14.614,-5.282,85.417,"E",56.524,48.644,60.003,93.412,42,81.889,39
"Class1","Y",89.395,13.995,21.344,"D",60.729,52.001,12.108,89.78,56,67.736,89
"Class1","Y",97.581,24.53,41.591,"S",67.302,35.655,69.164,90.842,81,44.411,61
"Class3","K",76.231,47.99,52.902,"F",27.867,21.239,50.449,15.75,68,31.765,87
"Class1","L",84.435,18.432,32.5,"E",65.586,29.094,123.026,89.262,81,57.532,89
"Class4","D",8.62,67.01,98.334,"E",64.978,59.389,120.747,90.154,77,66.342,33
"Class1","T",84.725,32.87,63.791,"D",67.975,51.724,25.828,89.517,56,59.422,63
"Class3","E",72.455,38.572,65.002,"U",18.639,22.406,30.648,7.534,68,31.748,73
"Class3","Y",71.273,45.993,45.999,"I",20.266,31.102,40.495,13.714,50,31.424,83
"Class2","C",37.608,77.89,44.56,"I",93.399,42.291,-3.786,55.234,20,48.96,NA
"Class5","D",64.833,23.151,65.113,"B",50.911,27.611,60.937,73.34,49,31.33,14
"Class3","Z",83.099,63.055,55.319,"R",28.724,30.975,28.407,14.603,59,30.378,69
"Class3","Z",67.291,44.039,50.716,"U",26.129,34.002,41.45,12.463,43,30.729,67
"Class4","R",8.503,55.774,66.395,"W",70.775,52.227,51.749,91.87,68,67.476,48
"Class2","A",17.474,63.549,4.129,"Q",55.807,32.467,53.059,65.193,70,48.852,80
"Class4","V",23.473,65.029,73.402,"E",43.25,49.694,79.059,91.687,55,75.238,41
"Class1","L",93.937,14.198,60.664,"V",69.838,68.757,15.091,90.295,64,69.206,94
"Class4","S",15.949,41.445,88.133,"N",45.362,57.089,77.58,91.696,42,86.065,36
"Class4","S",22.39,108.211,58.215,"N",48.95,53.272,31.279,90.324,38,27.543,43
"Class4","V",7.406,88.058,65.22,"Q",73.024,47.106,79.313,92.7,92,36.577,40
"Class4","D",-0.049,39.515,84.068,"P",50.941,61.881,62.649,90.441,93,30.48,34
"Class1","T",75.039,9.639,49.025,"Z",61.314,67.835,14.768,89.518,52,48.219,85
"Class1","Y",87.899,16.652,42.313,"V",68.05,40.209,27.083,89.383,61,57.834,90
"Class1","Y",93.335,12.827,16.838,"E",59.575,39.591,54.992,90.374,56,69.667,61
"Class3","E",67.934,43.805,31.49,"I",23.478,25.925,42.727,31.798,48,30.733,88
"Class5","D",63.22,20.723,62.103,"E",32.175,43.419,40.272,67.538,35,33.577,12
"Class5","R",53.279,24.238,51.167,"L",59.956,35.576,39.514,63.874,6,26.849,30
"Class5","B",34.45,23.963,60.769,"P",50.942,33.956,36.393,83.718,29,33.411,29
"Class5","B",43.377,22.804,69.961,"L",39.529,44.093,41.615,65.545,62,28.37,17
"Class4","H",5.355,23.532,74.22,"E",52.438,57.316,74.473,93.757,58,64.12,35
"Class4","R",19.173,53.79,95.317,"Q",46.682,54.156,55.483,90.098,42,23.973,35
"Class1","X",95.77,25.634,47.865,"Z",65.947,60.069,48.465,90.192,81,49.236,94
"Class1","X",84.56,20.466,35.61,"Z",65.609,67.364,100.149,89.882,54,55.865,NA
"Class3","E",93.212,67.085,63.581,"F",23.572,20.654,41.019,30.759,70,30.915,77
"Class4","S",23.872,98.154,72.756,"Q",71.813,61.776,48.964,93.746,74,29.125,39
"Class3","G",92.534,50.254,38.702,"F",26.814,31.616,46.545,5.858,85,31.744,64
"Class5","D",52.127,28.291,70.827,"C",56.383,25.107,42.356,88.926,45,20.589,14
"Class1","B",85.057,9.181,39.203,"Z",60.891,71.713,21.317,90.34,67,41.2,65
"Class4","S",13.015,21.788,68.953,"P",51.697,51.729,64.124,93.777,68,82.075,45
"Class4",NA,5.97,52.01,26.189,"W",53.986,63.13,93.383,91.49,88,53.444,34
"Class4","D",12.04,41.341,74.885,"N",54.544,59.938,76.841,90.942,73,65.326,48
"Class5","G",27.391,23.825,67.35,"E",34.262,34.741,50.384,89.983,32,31.619,27
"Class2","Q",96.057,43.885,70.146,"Q",63.116,43.257,18.705,64.728,90,48.047,NA
"Class3","G",59.761,51.391,50.895,"W",25.914,28.396,67.429,28.391,73,31.5,63
"Class2","Q",34.405,40.713,64.506,"L",97.434,56.69,62.373,60.307,43,51.353,42
"Class3","E",52.828,22.04,45.703,"F",23.85,34.464,67.371,4.825,50,30.207,88
"Class1",NA,79.273,27.608,43.789,"S",60.633,57.563,41.145,90.014,59,44.095,60
"Class1","Y",87.861,10.04,36.877,"D",60.45,51.476,92.919,89.779,75,59.354,91
"Class2","B",50.083,55.494,64.979,"I",78.805,81.083,98.498,62.17,41,49.123,74
"Class2","Q",62.565,53.491,53.866,"R",71.533,52.429,32.417,69.929,64,51.966,56
"Class4","S",25.124,58.362,64.498,"W",46.52,51.586,97.994,93.566,73,76.318,34
"Class4","R",12.901,51.254,75.746,"E",70.102,64.886,63.849,92.19,73,79.867,40
"Class2","Q",49.044,61.493,37.818,"R",73.343,62.474,60.038,63.541,81,51.192,38
"Class2","A",70.275,45.988,60.386,"R",64.636,67.144,56.736,68.368,47,54.415,39
"Class3","Y",53.916,34.181,70.865,"F",24.1,36.323,46.699,26.439,70,30.987,57
"Class3","Z",65.282,45.491,40.129,"F",23.392,26.281,49.72,22.34,59,30.776,41
"Class1","T",86.238,17.427,49.257,"V",67.164,59.239,54.503,90.36,69,42.237,71
"Class1","X",78.859,30.307,39.424,"E",62.297,46.493,24.709,90.429,54,68.423,77
"Class2","B",59.938,67.715,78.849,"R",70.444,19.167,91.079,64.017,82,51.462,52
"Class4","D",28.288,6.44,83.942,"W",54.619,64.534,58.295,93.376,86,18.561,45
"Class4","D",14.803,31.76,58.975,"W",74.617,61.633,81.412,93.882,72,37.32,33
"Class3","G",81.242,63.254,66.125,"R",21.055,29.205,43.782,28.963,78,30.172,44
"Class4","D",13.473,66.276,77.311,"Q",60.369,59.096,67.187,92.334,79,54.742,37
"Class3","E",47.784,37.991,49.65,"R",18.09,32.582,36.478,29.765,70,30.658,77
"Class1","Y",91.757,34.007,34.665,"D",66.428,62.703,55.798,90.494,83,35.071,86
"Class1","X",89.153,2.809,48.55,"V",67.194,47.03,86.37,89.854,54,43.503,75
"Class1","T",74.669,31.703,73.965,"V",59.533,67.333,65.144,89.721,80,50.81,59
"Class3","Y",64.208,29.212,68.777,"R",25.003,30.546,35.36,16.682,48,30.04,88
"Class1","X",87.273,29.052,16.78,"Z",69.24,47.502,-14.075,90.454,80,44.381,76
"Class3","Y",76.026,52.781,36.533,"F",23.766,22.3,41.993,21.202,71,30.034,49
"Class2","B",68.783,55.635,36.047,"L",80.434,80.405,79.692,65.929,77,45.14,24
"Class3","E",73.168,55.998,49.758,"R",24.328,29.144,51.743,6.07,80,30.571,45
"Class5","O",56.187,12.219,59.91,"B",32.168,37.02,28.652,26.385,32,30.895,21
"Class2","C",120.453,54.293,20.483,"V",67.494,40.31,21.55,70.695,32,45.731,84
"Class3","G",76.527,40.801,67.649,"I",24.586,20.288,41.859,25.033,79,31.747,56
"Class1","Y",78.624,28.82,17.616,"D",64.828,50.343,7.332,90.013,52,34.381,83
"Class3",NA,55.725,59.412,42.273,"R",22.283,26.923,44.977,8.696,55,30.87,49
"Class5","G",63.735,30.093,60.608,"C",39.719,14.837,34.618,16.475,63,19.989,33
"Class5","R",28.693,29.391,63.163,"L",38.229,17.525,46.2,43.186,31,29.839,29
"Class1","Y",89.074,22.343,48.439,"Z",63.454,35.072,82.775,90.187,69,58.33,62
"Class2","L",87.696,63.786,44.059,"I",77.28,74.943,-2.263,70.73,79,47.877,NA
"Class5","B",66.99,23.311,61.055,"E",33.095,46.258,29.773,27.711,65,34.266,24
"Class5","D",31.278,25.173,72.237,"E",37.637,28.026,62.381,83.365,16,29.1,11
"Class1","X",86.691,5.424,17.781,"D",69.949,46.179,38.837,90.258,70,49.272,80
"Class4","S",8.896,58.745,45.166,"P",47.865,51.745,33.251,90.913,47,81.774,43
"Class2","C",69.187,56.193,20.138,"Q",83.373,62.976,70.179,57.138,34,48.326,44
"Class3","E",93.027,40.908,56.741,"F",28.713,21.316,41.316,5.897,68,31.734,88
"Class3","Z",54.357,20.71,59.707,"U",19.993,24.701,47.874,30.948,64,30.512,72
"Class1","Y",85.652,21.585,38.828,"S",60.701,44.504,40.003,90.425,81,65.534,64
"Class3","G",72.098,29.116,58.869,"R",27.269,25.731,50.156,25.115,58,30.019,63
"Class2","B",59.813,46.684,48.664,"I",75.414,49.589,56.919,69.707,87,52.24,44
"Class2","B",55.089,45.675,62.09,"I",59.652,38.917,53.001,61.006,21,48.969,67
"Class5",NA,65.392,13.706,77.344,"C",52.549,40.44,60.443,64.574,30,26.268,11
"Class1",NA,87.486,13.259,49.957,"D",61.093,30.912,46.757,89.236,74,31.512,77
"Class2","A",42.463,44.308,55.87,"L",77.924,26.987,50.975,57.617,37,46.503,37
"Class5","R",55.548,25.242,75.988,"P",68.45,32.063,37.888,75.224,37,20.9,17
"Class5","B",22.364,23.829,54.942,"C",55.483,43.567,42.188,76.184,62,18.814,12
"Class5","D",72.728,21.059,72.427,"E",55.956,43.255,56.409,39.905,44,15.753,16
"Class1","Y",82.465,14.782,31.933,"V",64.667,67.902,75.567,90.221,53,32.378,88
"Class3","Y",76.983,22.007,50.601,"I",22.638,22.92,42.658,6.288,50,31.611,51
"Class4","V",10.646,21.134,61.916,"P",46.185,49.891,62.419,90.428,82,35.804,48
"Class1","X",85.681,14.592,62.454,"E",68.745,67.852,53.764,89.137,72,34.169,75
"Class3","Z",72.31,33.305,59.857,"I",23.844,23.364,39.191,30.688,73,30.429,59
"Class1","B",84.121,13.06,63.153,"V",64.857,69.026,103.663,90.314,73,55.764,65
"Class5","B",60.057,25.781,80.956,"L",52.828,33.879,48.393,90.924,37,30.947,32
"Class3","Z",77.317,42.066,39.65,"U",18.073,29.305,51.368,18.867,52,31.813,46
"Class3","Z",61.488,63.815,50.789,"U",18.38,26.639,48.907,31.063,47,30.057,39
"Class5","D",30.151,15.929,55.403,"L",34.222,18.98,28.632,17.367,33,16.045,25
"Class3","Y",69.431,36.16,45.599,"F",23.39,30.257,41.618,14.179,70,30.447,68
"Class1","B",71.924,21.008,50.735,"D",67.096,50.8,130.749,90.639,53,68.445,89
"Class2","L",52.371,78.135,84.9,"R",90.165,63.726,41.236,73.483,31,45.066,23
"Class5","D",27.002,20.141,72.378,"L",30.268,45.816,43.157,60.709,42,16.816,25
"Class3","Z",69.597,73.182,75.212,"W",18.055,30.023,35.999,31.892,46,31.818,67
"Class1","T",87.523,24.449,38.883,"D",65.645,71.959,85.674,89.915,80,66.557,93
"Class4","V",11.052,62.54,77.217,"P",57.237,62.931,66.148,92.293,76,72.968,35
"Class5","B",15.542,22.333,66.956,"L",43.359,30.015,45.299,75.558,47,18.193,26
"Class2",NA,77.85,36.139,58.245,"L",65.201,62.963,65.664,66.819,73,48.132,65
"Class1","B",90.01,23.362,47.803,"Z",66.021,40.877,74.505,89.483,68,27.291,67
"Class4","R",12.517,21.704,42.433,"W",74.376,56.065,64.979,91.164,96,49.443,36
"Class1","L",80.306,15.835,22.993,"S",64.365,69.566,109.299,90.776,83,46.786,NA
"Class4","S",10.844,79.962,75.493,"W",74.247,47.743,84.011,91.577,38,86.477,36
"Class5","G",42.438,19.704,55.54,"P",49.682,45.15,48.641,89.061,17,28.256,NA
"Class3","G",78.602,46.425,42.202,"U",19.252,23.011,43.437,23.49,82,30.974,55
"Class1",NA,90.972,11.633,70.153,"S",59.747,30.565,75.073,90.639,58,56.944,82
"Class3","Z",66.098,51.255,74.512,"I",28.758,34.563,39.33,17.921,41,30.478,65
"Class1","Y",81.974,17.402,29.457,"S",68.165,48.133,32.805,89.644,72,63.06,83
"Class5","G",31.487,30.408,50.251,"L",62.515,39.888,37.182,18.39,39,16.937,13
"Class4","S",6.752,28.11,111.472,"E",65.068,64.663,68.111,91.643,93,84.249,46
"Class4","H",12.627,98.878,62.508,"P",64.77,52.718,52.347,93.126,66,42.118,33
"Class4","S",-4.288,34.85,53.712,"N",64.576,60.689,65.153,90.383,48,41.604,42
"Class4","H",5.689,1.105,73.602,"P",50.101,49.06,44.56,93.649,60,29.289,46
"Class4","S",6.412,50.299,51.48,"P",58.953,63.128,74.256,92.162,41,39,43
"Class1","Y",84.255,23.882,64.575,"Z",65.781,54.171,84.582,89.552,79,63.419,86
"Class2","A",40.139,79.671,48.16,"Q",82.566,53.207,46.598,54.223,93,46.735,67
"Class4",NA,5.375,54.645,76.492,"W",68.757,53.423,97.291,93.327,48,53.287,34
"Class5",NA,42.705,28.792,73.531,"L",52.505,19.198,68.153,89.056,28,14.921,23
"Class1","T",94.394,15.231,36.55,"D",61.039,67.101,45.396,89.324,81,51.404,90
"Class3","E",45.356,62.827,54.137,"U",28.765,28.84,52.069,28.91,62,30.195,NA
"Class1","T",74.339,11.707,2.501,"S",62.441,67.543,95.309,90.92,52,44.733,65
"Class5","G",61.827,22.725,55.325,"L",50.345,35.665,33.696,40.941,54,34.481,33
"Class4","V",14.562,20.646,82.643,"N",62.074,52.693,51.749,90.428,83,43.202,47
"Class3","Y",54.014,15.567,60.964,"W",24.284,29.625,52.092,5.97,86,30.406,65
"Class4","S",16.42,34.392,65.248,"E",42.658,63.239,57.836,93.016,65,31.572,33
"Class1","X",81.917,36.82,56.182,"S",66.74,43.7,33.45,90.068,79,46.504,69
"Class1","T",83.009,20.711,48.902,"E",66.576,29.934,72.436,90.576,53,40.494,84
"Class2","C",81.016,54.089,63.38,"R",93.746,49.884,44.471,54.098,83,51.797,65
"Class4","H",12.288,49.156,79.941,"E",43.458,60.299,111.957,92.053,52,77.354,45
"Class3","K",65.163,40.599,42.252,"W",22.327,32.437,62.889,15.986,82,30.605,53
"Class1","X",81.281,14.649,41.361,"V",62.219,61.738,58.525,90.43,60,32.665,74
"Class3","K",87.81,61.072,41.248,"F",18.493,29.184,50.718,11.496,47,31.766,70
"Class4","H",12.102,35.284,51.908,"W",64.392,60.21,66.949,91.61,91,49.906,40
"Class1","B",80.629,33.551,42.537,"E",62.061,63.953,36.372,89.174,55,52.224,76
