"Output18","TKD1","TPG2","YEU3","LKC4","GVD5","ASP6","ZXY7","RXK8","DBQ9"
"Class1",85,46.366,61.191,"J",87.178,45.917,67.364,49.641,60.652
"Class2",51,38.623,72.022,"N",39.15,63.484,76.724,28.304,80.358
"Class2",68,34.877,73.716,"N",51.492,80.128,77.124,23.667,81.947
"Class2",74,32.018,71.497,"S",21.151,63.675,77.129,62.234,78.361
"Class1",97,46.489,25.814,"Y",68.615,41.898,70.172,50.13,57.849
"Class1",93,46.985,5.124,"Y",52.282,21.264,66.444,21.654,56.701
"Class1",86,46.788,12.523,"A",78.39,5.509,69.51,10.089,46.94
"Class2",55,33.189,71.222,"N",35.176,76.72,77.162,-12.865,75.625
"Class1",87,46.364,22.255,"Y",88.534,21.577,67.47,41.43,54.311
"Class2",73,36.304,72.66,"S",27.965,48.23,78.068,52.227,78.939
"Class3",82,48.308,53.168,"O",86.261,22.631,73.301,37.774,7.809
"Class2",65,36.474,71.875,"U",46.177,99.029,76.589,2.783,78.227
"Class2",70,36.078,71.738,"U",47.385,NA,77.28,65.488,83.648
"Class3",90,43.705,73.381,"T",85.468,21.094,74.294,38.013,6.619
"Class1",91,46.317,11.436,"B",36.787,29.208,67.363,32.271,56.451
"Class1",90,46.659,53.187,"D",36.983,16.129,66.553,60.203,43.091
"Class3",71,66.815,76.737,"I",85.94,-9.077,75.778,46.775,12.779
"Class3",71,41.22,77.777,"M",88.579,33.681,70.475,30.225,15.191
"Class1",90,46.171,5.962,"Y",89.06,NA,67.763,27.058,53.896
"Class1",96,45.635,12.512,"J",88.409,39.072,62.734,47.003,57.163
"Class1",95,46.753,87.811,"B",43.328,35.089,66.721,48.621,54.29
"Class2",59,36.3,71.114,"R",27.264,62.041,NA,34.852,76.585
"Class1",87,46.792,43.464,"J",80.08,21.131,64.581,42.727,57.992
"Class1",88,46.453,14.96,"J",62.975,23.488,67.969,41.715,56.476
"Class3",65,41.949,81.931,"T",89.246,26.797,71.481,43.455,12.42
"Class1",89,46.792,74.897,"A",82.634,21.766,67.561,-5.966,55.846
"Class2",61,35.959,73.982,"S",23.473,43.683,77.229,55.555,76.861
"Class2",69,36.842,71.093,"N",32.273,56.327,78.716,20.166,82.507
"Class1",96,46.183,40.031,"J",63.444,28.48,68.845,35.634,57.398
"Class3",87,56.468,66.652,"M",87.933,13.636,74.162,45.277,4.618
"Class1",89,46.705,11.136,"J",45.034,25.003,64.311,66.75,53.037
"Class2",72,32.141,71.015,"R",23.173,79.858,76.663,20.255,76.944
"Class2",71,34.436,73.373,"S",43.593,69.739,77.953,42.429,80.564
"Class1",92,46.503,47.621,"D",27.262,20.188,68.717,73.115,59.268
"Class3",85,116.487,71.664,"T",85.478,17.006,70.37,36.139,9.132
"Class2",51,35.724,72.998,"R",51.422,90.397,78.117,28.888,80.697
"Class1",94,46.684,50.906,"J",24.816,42.139,66.029,70.808,59.325
"Class1",94,46.395,49.152,"A",49.107,37.571,65.552,54.617,37.387
"Class2",58,33.772,72.122,"S",49.379,41.34,78.195,39.623,80.931
"Class2",66,35.942,73.542,"S",31.577,71.875,78.388,26.55,78.207
"Class3",88,35.625,59.027,"M",90.028,49.508,73.589,31.746,10.097
"Class2",63,36.308,72.51,"R",53.152,77.387,76.872,23.553,79.225
"Class1",88,46.175,71.07,"B",90.194,35.618,67.207,44.171,39.275
"Class2",56,38.166,73.624,"R",30.495,32.547,78.509,19.224,83.698
"Class1",86,46.068,20.591,"J",23.898,43.692,66.882,34.824,59.988
"Class3",55,64.165,47.724,"I",87.521,51.661,67.766,46.588,15.943
"Class1",90,46.956,62.517,"D",31.904,NA,66.214,63.626,44.399
"Class2",51,36.315,72.345,"U",39.943,57.662,76.087,30.827,83.119
"Class2",74,37.665,71.32,"B",25.919,54.053,77.023,61.822,80.89
"Class2",65,35.636,72.694,"U",37.792,97.017,78.298,22.616,78.918
"Class2",56,36.832,73.134,"N",39.186,72.116,76.916,21.445,80.825
"Class1",88,46.119,83.464,"J",34.388,36.293,66.449,18.971,56.88
"Class2",52,38.74,72.796,"R",33.802,43.76,76.584,55.603,75.516
"Class2",66,35.304,72.572,"S",58.996,73.084,77.393,30.191,81.619
"Class3",88,73.885,36.994,"U",88.786,13.222,71.259,31.558,4.825
"Class2",63,36.91,73.753,"R",34.715,76.752,77.993,14.844,78.346
"Class2",58,37.095,72.803,"N",18.547,80.857,77.94,44.231,81.182
"Class2",66,38.016,72.757,"U",58.419,96.415,76.602,69.896,83.392
"Class2",74,35.025,73.468,"U",44.318,77.256,77.848,8.39,83.328
"Class2",71,34.121,71.278,"S",28.35,55.304,77.187,55.148,77.048
"Class2",63,33.664,73.248,"U",54.409,57.973,76.569,51.514,76.352
"Class2",59,36.54,72.157,"U",58.136,87.215,77.337,79.94,82.968
"Class3",67,45.809,58.703,"O",88.132,35.992,72.679,42.504,3.573
"Class2",66,37.956,73.259,"U",25.1,76.701,76.992,13.054,77.781
"Class2",71,33.834,71.857,"B",58.464,70.281,76.912,60.918,75.401
"Class2",72,36.026,71.829,"S",54.589,81.703,78.58,9.61,80.773
"Class2",55,41.27,71.433,"B",52.992,NA,79.076,55.994,78.664
"Class3",57,52.035,47.381,"O",86.562,26.432,71.353,44.554,12.603
"Class1",90,46.377,19.767,"A",58.863,30.292,63.76,51.622,48.181
"Class1",97,46.835,78.482,"Y",71.28,49.232,64.941,64.45,61.901
"Class2",64,40.241,72.186,"S",42.113,55.013,76.492,17.064,78.932
"Class1",93,46.69,86.598,"Y",33.603,29.517,66.54,56.024,50.461
"Class2",68,31.072,71.781,"N",50.448,32.126,79.434,56.524,82.816
"Class2",53,37.396,73.046,"B",51.729,78.248,78.394,46.156,78.862
"Class1",86,46.615,75.669,"A",65.213,37.509,69.699,55.864,57.732
"Class2",54,37.35,73.19,"R",39.226,62.476,76.841,-11.98,80.901
"Class2",61,35.776,72.49,"S",57.52,69.625,78.9,42.682,80.206
"Class2",57,37.098,71.865,"B",53.505,77.825,78.828,14.145,80.77
"Class1",91,46.462,68.063,"J",30.566,22.278,67.972,59.434,42.672
"Class2",55,36.505,72.898,"U",21.911,83.896,78.345,29.899,77.491
"Class2",75,40.503,73.224,"B",40.728,32.301,76.145,39.197,82.126
"Class1",90,46.602,57.288,"D",57.323,25.356,69.321,28.271,54.205
"Class3",85,60.727,55.53,"T",87.462,56.253,73.651,40.489,9.378
"Class1",85,45.956,46.289,"J",53.594,38.337,64.83,28.808,48.199
"Class3",75,98.491,38.569,"I",91.497,42.208,67.824,38.369,6.616
"Class1",96,46.866,9.208,"B",64.435,44.539,66.726,41.912,45.264
"Class3",62,36.546,79.535,"U",89.289,26.627,69.589,30.198,8.831
"Class1",85,46.461,42.139,"A",48.029,20.073,63.91,3.53,41.754
"Class2",69,36.766,72.546,"U",18.487,73.349,77.916,35.685,76.446
"Class2",54,37.423,73.628,"S",34.293,70.617,77.673,41.306,81.504
"Class3",88,82.944,67.616,"I",85.963,20.906,71.644,45.094,11.038
"Class1",93,46.124,16.242,"Y",45.05,41.215,65.606,47.057,44.408
"Class1",85,46.877,5.717,"A",75.093,21.907,67.927,18.883,39.497
"Class3",60,91.21,34.459,"O",87.829,30.445,71.979,35.555,12.831
"Class3",76,60.507,50.033,"I",86.059,48.332,NA,29.129,5.449
"Class2",60,38.847,73.967,"U",41.521,97.934,78.365,78.649,81.73
"Class3",72,25.002,70.286,"M",91.678,NA,68.705,37.835,14.502
"Class3",63,36.521,57.364,"I",86.879,32.045,68.16,51.956,15.493
"Class3",84,60.282,70.218,"O",87.14,24.52,70.119,33.704,7.171
"Class3",75,79.577,50.81,"I",90.897,NA,75.592,42.245,5.208
"Class3",56,46.95,63.218,"T",89.469,36.58,73.632,27.151,4.617
"Class2",67,37.877,72.574,"B",26.476,49.75,76.298,50.026,78.636
"Class2",72,35.367,72.28,"N",20.016,56.947,78.076,11.844,78.892
"Class1",90,46.451,11.287,"Y",75.907,56.204,67.462,48.955,52.905
"Class1",87,46.303,44.015,"D",44.314,NA,NA,28.182,54.553
"Class2",73,37.813,71.871,"S",41.467,86.409,77.914,20.368,82.12
"Class2",68,38.463,73.962,"S",49.888,83.124,77.62,49.583,82.895
"Class3",86,48.046,61.508,"T",89.076,27.714,73.444,50.379,4.623
"Class2",74,34.83,73.616,"N",30.505,92.522,77.869,57.597,82.609
"Class3",82,101.752,39.321,"M",88.839,40.504,68.644,38.875,9.668
"Class1",95,46.845,44.648,"A",51.753,34.821,66.791,31.115,55.79
"Class1",97,46.778,38.97,"J",43.944,36.542,70.178,37.228,41.609
"Class1",91,46.983,86.907,"B",81.298,15.461,65.317,50.765,52.679
"Class2",68,35.95,73.196,"S",35.788,50.65,75.234,26.496,79.177
"Class3",52,29.364,71.31,"I",89.424,17.772,68.194,39.525,6.011
"Class3",65,62.772,44.23,"U",85.08,31.29,68.357,38.007,8.155
"Class1",90,46.345,87.204,"B",72.906,35.951,67.347,59.844,39.363
"Class3",87,59.035,44.769,"M",91.595,34.356,68.729,43.495,2.575
"Class1",92,46.423,63.278,"A",34.525,42.263,63.725,6.253,49.336
"Class1",85,46.707,21.257,"Y",54.492,20.466,69.111,40.247,53.966
"Class2",74,34.873,71.387,"N",25.606,69.176,79.267,34.396,79.334
"Class3",88,19.086,76.566,"M",89.032,9.014,71.107,51.681,7.461
"Class3",49,57.389,62.915,"U",91.761,30.509,76.346,39.872,4.626
"Class1",88,46.671,20.949,"Y",70.433,43.473,69.097,40.132,35.326
"Class2",62,37.828,72.869,"U",57.901,73.352,NA,39.132,82.393
"Class3",77,47.524,59.501,"O",88.455,46.528,73.36,33.942,6.712
"Class3",86,73.867,89.937,"T",86.673,35.631,69.364,27.051,4.683
"Class2",54,34.852,72.069,"B",27.02,72.385,77.539,36.303,77.847
"Class1",86,47.041,64.069,"B",59.55,41.344,66.64,62.546,60.936
"Class1",94,46.049,14.623,"J",56.092,NA,72.694,11.397,47.488
"Class1",87,46.367,53.597,"D",77.683,15.842,63.565,82.178,61.734
"Class3",91,72.341,75.712,"O",88.017,26.243,68.738,31.841,13.57
"Class3",61,56.522,81.745,"M",91.919,33.335,71.267,41.923,14.939
"Class2",53,33.636,71.621,"R",31.815,58.025,78.261,37.402,81.062
"Class3",90,56.527,61.08,"M",86.996,14.903,72.729,43.923,13.314
"Class2",63,35.519,73.006,"B",40.899,60.08,78.605,70.762,78.865
"Class3",60,30.3,76.983,"I",91.854,-2.212,68.628,38.785,15.858
"Class1",86,46.598,74.484,"A",39.633,21.678,64.419,40.475,54.937
"Class2",57,33.173,73.851,"S",20.103,70.578,78.508,31.708,83.472
"Class2",51,33.887,72.984,"S",41.07,61.206,76.602,68.414,76.241
"Class3",59,35.422,78.004,"M",88.876,17.973,76.956,56.492,15.661
"Class3",66,74.982,50.632,"M",87.728,49.217,69.822,46.49,12.519
"Class3",76,92.912,59.598,"I",91.48,32.423,70.403,56.311,6.16
"Class1",92,46.603,36.71,"A",33.195,13.121,66.876,59.447,40.469
"Class2",52,34.277,73.662,"S",54.932,73.682,78.182,48.036,82.501
"Class2",52,35.263,72.098,"S",60.681,72.898,76.895,58.354,81.968
"Class3",75,84.033,42.128,"O",86.959,18.322,71.336,34.475,15.474
"Class2",62,36.533,73.637,"S",41.95,95.692,77.175,33.426,76.776
"Class3",61,43.98,53.151,"O",88.071,32.956,73.469,39.043,3.206
"Class2",61,39.1,71.514,"U",37.27,NA,78.945,39.372,75.673
"Class3",74,91.924,91.367,"M",85.066,14.3,73.848,37.532,4.062
"Class1",94,46.429,9.103,"Y",72.885,40.173,68.642,33.722,46.437
"Class3",64,34.483,34.173,"I",89.074,13.587,68.709,49.405,14.329
"Class1",89,46.393,60.73,"B",60.716,37.014,67.749,-4.532,60.524
"Class3",54,60.865,48.413,"U",89.114,28.643,72.167,47.849,13.413
"Class3",70,55.027,90.721,"I",86.86,4.624,68.574,34.95,12.102
"Class3",91,52.862,67.662,"M",88.065,21.277,71.477,46.402,14.829
"Class3",80,37.851,54.049,"I",88.514,12.796,68.556,31.369,13.778
"Class2",76,38.461,72.78,"N",24.035,60.309,76.156,21.11,75.974
"Class1",92,46.786,59.027,"A",31.965,NA,65.398,28.063,49.205
"Class3",86,77.865,65.406,"O",89.092,10.894,73.228,49.992,13.896
"Class3",55,53.174,90.576,"T",87.565,16.416,71.955,26.855,5.975
"Class1",86,46.857,23.598,"A",23.822,23.24,67.897,51.461,45.986
"Class1",93,46.06,71.128,"B",28.203,25.13,NA,50.17,49.867
"Class3",87,63.486,32.983,"U",86.723,NA,72.418,40.782,2.116
"Class1",93,46.234,78.438,"B",56.375,38.897,66.312,46.618,57.223
"Class1",97,46.289,11.527,"B",63.468,32.434,65.635,33.99,51.679
"Class2",61,41.004,71.416,"B",53.107,52.364,77.856,70.763,83.723
"Class1",90,46.096,24.316,"D",90.291,32.544,NA,10.494,35.832
"Class1",92,46.39,78.916,"Y",54.219,25.192,67.311,28.162,35.365
"Class1",93,46.972,21.105,"A",46.161,30.811,62.908,74.071,49.997
"Class1",93,46.823,66.874,"A",90.969,36.173,65.755,14.154,54.886
"Class3",71,54.471,62.887,"U",88.448,38.401,75.303,52.591,7.223
"Class1",90,46.906,50.071,"A",29.46,24.117,65.556,73.973,61.4
"Class2",65,38.134,72.482,"R",28.087,58.645,78.102,-10.247,80.007
"Class1",92,46.494,26.78,"D",53.874,NA,66.175,50.728,48.319
"Class2",58,36.142,71.561,"R",19.76,58.171,79.461,22.081,83.244
"Class1",96,46.356,84.525,"B",50.724,13.764,67.423,58.61,52.817
"Class3",91,20.798,41.852,"U",90.95,NA,72.579,50.696,5.643
"Class1",96,47.437,15.824,"J",58.221,30.634,68.338,40.403,52.857
"Class2",61,39.003,72.678,"S",31.261,NA,76.769,54.53,77.623
"Class2",72,34.886,71.735,"S",34.229,56.966,NA,39.05,76.867
"Class3",87,72.535,60.657,"T",88.822,58.448,73.58,58.056,13.606
"Class1",90,46.509,34.019,"Y",90.675,47.757,63.758,55.448,43.129
"Class2",64,35.56,71.405,"B",18.679,58.048,78.042,-13.559,79.87
"Class1",90,46.945,62.872,"J",74.777,34.996,65.268,18.209,60.039
"Class3",83,53.438,82.415,"T",89.031,38.281,70.496,30.869,12.285
"Class3",52,-14.238,45.818,"M",86.323,18.888,71.884,32.629,2.487
"Class2",52,40.659,71.947,"N",50.374,84.279,78.579,1.035,81.223
"Class3",72,61.133,44.176,"T",91.856,49.639,73.919,32.483,10.954
"Class2",51,36.576,71.548,"S",28.479,74.124,76.514,-1.476,79.586
"Class2",51,33.728,71.916,"S",32.521,71.834,77.28,40.98,78.482
"Class3",63,40.054,70.364,"I",86.084,NA,70.874,33.924,7.358
"Class2",52,38.902,71.938,"S",41.959,72.009,76.295,33.966,77.291
"Class2",59,36.074,73.371,"N",32.804,85.709,78.497,24.447,79.922
"Class1",92,47.419,15.643,"D",41.42,31.656,67.21,57.351,44.776
"Class2",62,33.882,73.709,"S",51.044,56.377,78.281,20.404,80.401
"Class1",96,46.826,76.451,"J",91.659,27.978,65.775,49.512,41.482
"Class3",50,22.975,80.734,"T",86.861,43.591,75.402,17.845,11.362
"Class3",80,21.279,50.86,"O",85.486,15.003,69.974,35.566,8.344
"Class2",54,35.691,72.853,"N",36.504,39.611,75.576,42.894,81.365
"Class3",64,47.178,61.512,"T",90.557,51.077,71.113,27.902,3.153
"Class3",72,41.1,59.484,"M",89.097,33.293,71.909,37.621,15.84
"Class2",58,36.977,73.988,"B",55.085,88.384,78.335,48.792,83.185
"Class3",52,68.807,76.106,"U",85.251,19.254,72.593,49.317,11
"Class1",86,46.804,9.031,"A",47.839,28.372,64.801,60.92,51.051
"Class2",71,34.825,73.057,"B",26.15,65.35,77.94,23.965,75.278
"Class1",96,46.614,64.294,"Y",56.207,24.311,69.633,29.54,56.828
"Class2",56,36.79,71.033,"S",39.545,82.337,78.1,17.511,78.853
"Class2",60,33.936,73.24,"B",42.737,56.397,78.697,62.61,78.411
"Class1",86,46.732,19.837,"Y",70.997,29.791,66.312,50.012,51.424
"Class2",68,33.033,72.736,"N",39.209,61.426,77.381,32.331,78.363
"Class1",96,46.732,69.042,"Y",83.414,23.089,68.666,43.538,42.777
"Class3",71,54.436,35.038,"M",85.37,17.399,72.181,32.503,2.589
"Class2",56,37.69,73.917,"N",48.18,87.391,78.812,28.289,76.827
"Class2",74,35.752,72.698,"S",48.066,84.312,77.648,51.771,78.871
"Class3",52,81.794,79.759,"U",87.423,24.147,69.731,50.121,3.223
"Class3",81,34.904,45.251,"T",86.624,31.557,69.472,32.788,9.683
"Class1",87,46.56,43.495,"A",80.587,18.341,67.447,11.966,54.725
"Class3",70,118.599,66.479,"T",89.555,23.182,72.322,44.679,5.305
"Class1",95,47.175,4.073,"Y",23.111,24.359,67.276,62.254,51.523
"Class1",89,46.727,40.461,"A",91.703,28.185,64.574,24.837,36.745
"Class2",54,36.993,73.462,"R",27.71,80.128,76.384,2.184,83.674
"Class2",62,37.836,72.036,"R",23.706,64.792,76.721,3.848,76.992
"Class1",86,46.783,40.296,"A",75.843,39.905,68.364,32.01,55.693
