"UMN1","QLW2","MEG3","DAI4","Output15","TJK5","CAB6","VIU7","LHS8","FIE9","HQP10"
67.663,87.313,23.999,72.214,"Class4",48,72.238,"Y",48.903,"U",73.792
51.209,49.182,10.431,27.65,"Class1",17,80.683,"A",13.657,"F",17.212
51.268,69.545,82.493,1.147,"Class5",83,78.603,"L",74.535,"A",23.419
54.582,73.172,7.872,24.397,"Class1",26,97.475,"V",15.596,"W",-2.586
51.587,42.811,7.519,42.677,"Class1",24,91.368,"P",12.756,"C",2.057
88.981,44.509,47.262,53.194,"Class3",12,89.181,"Y",1.384,"M",27.257
51.132,58.718,28.365,1.505,"Class5",83,79.266,NA,75.129,"P",25.835
79.932,83.423,58.175,70.747,"Class2",71,85.041,"L",53.292,"A",92.836
51.516,59.655,37.704,3.23,"Class5",83,77.299,"L",65.198,"I",70.125
50.388,65.681,56.733,1.702,"Class5",82,78.679,"Q",88.695,"F",NA
49.188,58.781,69.123,34.108,"Class1",22,78.41,"A",26.342,"X",11.967
50.861,60.607,39.482,1.663,"Class5",83,76.806,"L",59.403,"I",31.875
50.93,59.332,82.848,23.887,"Class1",10,78.103,"V",25.19,"C",13.501
50.75,56.758,39.858,2.057,"Class5",83,79.702,"W",71.11,"I",32.409
93.126,44.805,50.803,56.922,"Class3",12,71.473,"W",1.609,"X",23.121
67.558,84.789,31.414,63.868,"Class4",33,82.558,"Y",49.527,"F",18.639
51.602,67.881,34.961,2.11,"Class5",83,77.656,"Q",82.042,"I",43.624
62.324,85.236,24.36,67.399,"Class2",66,75.262,"Y",57.223,"V",36.278
67.527,83.477,46.597,74.557,"Class4",22,68.052,"Q",67.709,"J",52.953
54.841,42.05,19.497,65.289,"Class1",34,69.179,"V",21.257,"X",12.663
92.706,44.073,56.68,35.954,"Class3",11,59.766,"F",1.966,"M",27.276
93.091,46.401,40.363,34.439,"Class3",10,72.151,"W",1.396,"X",26.33
51.336,68.646,82.885,2.053,"Class5",82,75.723,"W",84.732,"Z",25.116
91.163,44.076,48.479,49.148,"Class3",12,49.663,"A",1.174,"B",27.595
53.927,70.098,75.028,28.185,"Class1",21,72.712,"V",11.425,"B",4.387
52.052,79.774,24.062,67.089,"Class2",87,90.225,"V",58.012,"A",53.671
93.058,45.634,35.865,40.676,"Class3",11,18.93,NA,1.325,"S",NA
50.524,39.389,40.916,54.109,"Class1",29,83.839,NA,10.147,"W",12.048
61.141,92.438,28.03,21.856,"Class4",35,79.729,"Q",40.403,"P",34.918
52.562,84.791,55.446,68.077,"Class2",51,74.401,"A",53.271,"P",85.045
55.58,75.044,40.789,31.93,"Class1",24,68.892,"U",23.621,"W",5.824
54.965,91.058,70.765,25.036,"Class1",32,91.903,"A",21.241,"C",12.114
94.474,44.036,41.044,48.771,"Class3",12,25.528,"F",1.122,"X",31.724
91.276,44.927,53.139,43.976,"Class3",11,84.43,"P",1.051,"S",19.822
94.28,46.264,32.236,34.063,"Class3",11,51.086,"W",1.1,"B",31.317
64.975,86.177,34.498,68.972,"Class2",69,60.748,"V",57.91,"S",65.458
34.424,83.907,16.048,67.392,"Class2",57,75.95,"V",51.825,"V",57.031
51.403,59.837,75.674,1.961,"Class5",83,79.165,"L",74.686,"F",NA
51.604,54.996,27.909,3.222,"Class5",82,82.982,"J",61.248,"A",56.615
50.214,66.259,31.37,2.607,"Class5",83,80.957,"P",66.355,"A",58.638
66.436,77.418,32.101,50.274,"Class4",7,104.068,"D",51.331,"P",134.657
63.854,91.557,10.35,83.196,"Class4",18,89.957,"Q",75.082,"Q",109.014
54.321,44.009,79.201,21.637,"Class1",25,55.065,"V",23.813,"F",14.193
93.748,44.079,37.125,67.397,"Class3",10,69.082,"W",1.544,"V",27.682
45.879,81.956,16.489,66.428,"Class2",85,73.134,"A",54.933,"A",44.571
91.649,44.129,42.044,42.212,"Class3",11,89.388,"F",1.695,"X",22.071
50.967,55.381,61.752,1.87,"Class5",82,77.654,"J",73.843,"Z",26.083
54.96,72.087,57.448,69.191,"Class2",57,70.445,"Y",54.549,"V",41.036
52.502,82.712,70.841,39.4,"Class1",36,64.453,"U",23.719,"F",5.632
90.05,46.966,55.738,45.449,"Class3",11,40.787,NA,1.273,"M",25.772
55.644,76.69,44.748,23.177,"Class1",11,71.453,"A",15.262,"C",12.873
65.872,74.93,9.733,25.847,"Class4",15,68.138,"Y",97.13,"J",3.855
50.903,65.83,52.373,1.745,"Class5",83,74.19,"P",60.345,"A",44.555
30.223,84.021,27.987,68.787,"Class2",68,63.457,"A",53.769,"S",52.108
90.471,45.002,38.458,39.484,"Class3",12,47.734,"Y",1.762,"X",29.913
62.569,73.058,46.405,34.89,"Class4",33,98.703,"Q",99.991,"Q",90.666
33.296,76,43.225,69.175,"Class2",81,67.241,"H",53.385,"S",51.658
92.947,46.75,36.654,47.107,"Class3",12,38.844,"Y",1.974,"V",23.522
51.81,68.268,7.641,51.954,"Class1",35,50.173,"A",25.39,"C",9.771
55.859,81.925,41.47,71.277,"Class2",97,77.121,"H",57.991,"W",24.533
68.635,76.651,40.827,35.241,"Class4",30,76.6,"Q",37.747,"U",77.116
51.303,50.743,47.183,45.14,"Class1",13,65.122,NA,23.496,"C",11.955
49.677,87.87,22.87,67.437,"Class2",91,74.435,"V",53.518,"P",65.14
52.058,62.261,56.039,1.663,"Class5",83,81.562,NA,60.897,"P",57.27
52.905,39.45,85.593,31.066,"Class1",23,72.967,"U",18.572,"B",7.962
47.855,85.037,39.913,68.322,"Class2",70,74.712,"L",53.971,"S",90.539
91.141,44.818,58.459,58.383,"Class3",12,79.23,"W",1.588,"S",13.424
50.627,52.536,32.34,2.989,"Class5",82,78.459,"L",75.734,"A",35.659
52.641,93.78,80.045,54.095,"Class1",30,65.764,"M",20.846,"F",7.952
49.679,76.91,10.357,68.452,"Class2",67,61.481,"A",52.419,"A",68.59
63.299,92.258,20.334,56.372,"Class4",7,75.726,"Q",76.381,"Q",64.132
46.436,83.306,51.098,65.169,"Class2",58,59.087,"Y",58.813,"V",64.562
43.149,78.056,54.672,65.57,"Class2",96,66.832,"H",57.012,"S",61.498
67.427,85.813,12.909,54,"Class4",13,83.599,"D",80.239,"J",64.06
91.615,44.322,54.414,48.187,"Class3",11,63.899,NA,1.59,"V",22.58
58.17,95.013,54.01,67.694,"Class4",38,60.094,"Q",75.775,"F",101.033
49.986,73.096,30.247,1.247,"Class5",83,73.355,"J",72.715,"P",41.025
53.77,31.412,91.643,48.359,"Class1",27,89.675,NA,25.868,"F",4.973
56.092,68.199,67.142,52.578,"Class1",13,55.287,"V",17.535,"C",12.34
50.582,80.041,40.843,76.811,"Class1",15,83.067,"M",10.242,"F",14.321
34.237,86.222,15.93,67.214,"Class2",74,69.176,"V",56.555,"W",NA
51.946,50.584,7.169,64.692,"Class1",36,104.988,"U",13.426,"F",6.238
89.446,45.495,32.358,30.67,"Class3",12,56.531,"F",1.64,"V",36.313
93.038,45.043,57.234,58.521,"Class3",12,66.926,"Y",1.398,"M",29.29
63.983,90.682,49.715,53.098,"Class4",6,79.435,"Y",96.819,"Q",55.858
49.658,76.156,27.576,1.925,"Class5",82,77.629,"J",87.346,"I",57.542
92.809,44.914,54.738,42.718,"Class3",10,57.873,"F",1.896,"V",26.57
54.79,84.174,65.641,43.094,"Class1",19,100.861,"V",10.547,"F",NA
64.163,92.099,47.273,39.62,"Class4",27,75.824,"P",47.217,"U",72.812
90.55,45.271,44.124,65.626,"Class3",12,71.374,"Y",1.028,"M",34.244
65.634,84.514,35.428,92.715,"Class4",25,63.995,"Y",70.859,"F",-39.473
51.038,66.559,29.329,3.54,"Class5",83,81.954,"L",81.302,"Z",44.783
51.121,58.519,80.597,2.158,"Class5",83,79.445,"Q",66.027,"P",30.919
53.162,68.93,11.637,26.001,"Class1",30,89.578,"M",10.454,"F",10.871
52.876,42.585,29.703,56.162,"Class1",36,73.737,"V",15.371,"X",1.949
54.937,63.666,91.063,49.018,"Class1",8,79.649,"A",21.97,"B",6.425
63.684,76.432,56.695,53.039,"Class4",37,64.112,"Y",56.732,"F",12.108
60.571,83.205,47.371,51.336,"Class4",36,78.128,"J",39.111,"J",81.951
65.971,77.556,22.706,29.104,"Class4",34,70.591,"P",94.4,"Q",1.175
68.146,82.999,50.607,74.744,"Class4",25,77.955,"Q",59.692,"J",79.569
51.005,77.347,55.35,35.076,"Class1",11,76.676,"P",23.814,"F",11.025
64.759,84.507,54.429,33.88,"Class4",46,92.116,"Y",64.643,"F",67.88
93.409,46.663,30.081,49.555,"Class3",11,103.107,"A",1.812,"X",29.051
93.568,44.921,58.858,50.403,"Class3",10,49.344,"F",1.533,"X",37.834
63.497,75.977,12.957,52.227,"Class4",21,66.049,"P",56.609,"Q",79.908
66.06,85.273,43.281,52.96,"Class4",6,83.058,"D",57.102,"Q",71.519
37.495,75.197,65.546,72.707,"Class2",89,42.162,"V",59.543,"V",30.105
66.052,76.197,13.62,90.509,"Class4",20,72.7,"J",39.882,"J",48.813
69.429,75.691,6.798,78.59,"Class4",7,84.062,"J",94.63,"U",14.045
91.102,44.28,41.362,48.427,"Class3",10,57.75,"A",1.214,"V",34.665
89.157,45.606,41.974,60.202,"Class3",11,69.664,"F",1.436,"B",21.977
33.304,72.121,11.848,60.519,"Class2",86,72.259,"L",59.942,"W",NA
50.936,75.784,25.974,2.38,"Class5",82,75.666,"P",86.206,"F",36.212
54.059,52.61,15.11,50.02,"Class1",8,75.929,"V",17.368,"W",10.347
57.782,88.15,24.108,68.888,"Class2",65,56.928,"A",59.695,"P",37.143
63.848,74.53,35.363,81.433,"Class4",17,71.914,"J",57.442,"U",64.504
53.732,83.578,99.299,76.02,"Class1",11,78.644,"A",23.605,"X",11.168
92.921,44.948,48.574,45.026,"Class3",10,35.811,"Y",1.38,"B",30.229
90.212,46.02,57.465,51.174,"Class3",10,107.008,"Y",1.106,"S",22.939
54.594,82.158,39.41,43.782,"Class1",24,54.717,"A",19.929,"W",8.667
50.956,74.624,31.714,2.04,"Class5",83,83.399,"Q",68.375,"P",24.771
65.028,89.588,36.915,78.538,"Class4",27,73.535,"J",76.829,"U",78.024
64.001,81.777,36.619,33.796,"Class4",38,73.289,"P",66.868,"U",50.664
49.948,85.1,43.523,67.892,"Class2",95,80.962,"V",58.326,"A",72.774
53.603,13.212,64.032,34.2,"Class1",21,81.261,"V",14.304,"B",10.577
50.703,19.889,75.993,39.674,"Class1",13,57.736,"U",9.359,"X",5.281
64.614,94.429,40.966,45.967,"Class4",32,66.115,"Y",40.607,"P",38.646
88.487,46.094,34.862,54.657,"Class3",11,55.95,"A",1.855,"X",34.605
66.759,74.572,47.304,60.168,"Class4",23,88.211,"P",97.228,"U",5.294
61.6,78.347,33.953,83.072,"Class4",26,74.708,"Y",55.495,"F",60.308
55.245,85.549,91.513,29.409,"Class1",35,61.882,NA,23.615,"B",8.337
92.275,45.398,53.974,62.678,"Class3",10,71.377,"W",1.809,"X",24.243
55.468,82.484,23.944,47.642,"Class1",13,87.879,"M",11.565,"X",6.829
52.413,44.236,45.455,65.778,"Class1",33,54.176,"P",10.721,"F",10.068
27.221,83.96,9.5,68.015,"Class2",55,76.355,"A",53.917,"W",30.752
45.543,88.361,15.238,71.327,"Class2",65,63.262,"L",53.346,"A",NA
44.67,83.727,41.952,68.212,"Class2",51,69.359,"H",54.532,"S",1.052
61.121,88.566,17.208,71.838,"Class2",90,55.089,"Y",54.747,"P",60.296
51.013,55.54,36.208,1.762,"Class5",82,79.446,"Q",82.291,"Z",32.193
45.662,72.273,64.591,68.575,"Class2",81,75.223,"H",54.101,"S",36.742
51.261,63.394,83.004,1.739,"Class5",82,78.088,"W",62.652,"Z",53.42
51.48,17.041,31.538,74.509,"Class1",8,66.117,"P",13.454,"B",13.264
58.614,77.394,44.77,67.949,"Class2",71,58.772,"Y",57.06,"A",70.652
50.918,62.729,59.289,2.607,"Class5",82,79.84,NA,78.499,"A",19.505
50.435,52.277,46.484,3.18,"Class5",82,77.18,"L",86.865,"P",54.291
49.392,14.405,79.08,37.058,"Class1",26,74.473,"M",24.855,"F",15.977
65.729,80.97,44.179,26.271,"Class4",31,96.466,"J",92.391,"F",NA
56.267,81.046,96.311,57.928,"Class1",31,82.473,"U",20.174,"W",9.882
63.383,82.617,23.859,74.011,"Class4",42,69.862,"J",73.344,"Q",86.964
65.018,84.033,30.815,115.712,"Class4",19,70.417,"Y",77.706,"F",32.554
55.614,29.516,33.697,-4.068,"Class1",24,57.553,"P",14.166,"C",6.775
64.293,85.405,39.304,61.483,"Class4",29,85.456,"P",99.907,"J",14.22
55.061,36.707,87.983,67.446,"Class1",10,91.407,"A",16.432,"F",11.916
90.108,46.957,39.518,55.318,"Class3",11,71.631,"W",1.211,"M",24.473
50.225,66.208,30.228,2.056,"Class5",83,77.78,"P",83.384,"A",22.339
51.625,53.515,85.432,0.85,"Class5",82,81.957,"Q",74.351,"A",31.041
50.752,53.8,43.831,1.86,"Class5",82,76.167,"Q",87.852,"P",44.031
64.406,80.623,5.007,54.546,"Class4",36,75.164,"J",80.14,"P",27.431
47.691,84.371,62.428,72.202,"Class2",64,64.337,"A",58.042,"S",45.071
91.367,46.708,51.341,61.008,"Class3",12,63.21,NA,1.926,"B",22.085
50.923,61.746,85.193,1.374,"Class5",83,80.145,"W",60.216,"Z",35.475
67.915,81.753,25.574,59.244,"Class4",48,79.042,NA,68.848,"P",82.676
50.911,57.268,61.168,2.363,"Class5",82,80.452,"Q",64.246,"I",NA
42.466,81.834,26.328,68.602,"Class2",57,76.909,"A",54.952,"A",43.876
50.021,83.407,12.204,64.943,"Class2",60,62.228,"L",55.646,"A",46.262
50.394,68.978,61.957,2.768,"Class5",83,82.131,"J",64.161,"I",43.12
62.862,77.922,50.055,32.969,"Class4",20,80.774,"D",92.729,"Q",26.563
49.102,18.425,18.115,55.892,"Class1",32,84.102,"A",15.965,"F",5.9
50.226,52.136,85.953,1.944,"Class5",83,78.837,"Q",72.457,"A",45.76
54.862,15.865,30.525,42.48,"Class1",28,44.914,"A",24.484,"X",NA
63.027,80.896,28.721,78.722,"Class4",18,66.93,"D",65.717,"Q",7.912
53.872,25.341,8.817,42.583,"Class1",18,46.918,"U",19.07,"X",15.804
1.998,88.754,26.39,69.667,"Class2",84,73.631,"V",59.429,"A",45.722
43.511,78.381,57.889,66.294,"Class2",87,74.318,"Y",52.951,"W",41.938
90.921,78.91,9.38,66.285,"Class2",76,48.437,"L",56.446,"W",NA
93.928,45.316,33.134,56.278,"Class3",11,91.972,"A",1.568,"B",34.471
43.977,84.453,50.302,64.681,"Class2",85,67.097,"Y",57.89,"P",57.72
93.456,45.293,32.993,65.325,"Class3",12,46.084,"F",1.456,"X",28.164
69.262,72.278,53.813,68.612,"Class2",66,52.758,"A",54.006,"W",73.387
51.414,71.304,70.015,1.408,"Class5",82,78.171,"L",89.706,"I",19.663
54.072,30.165,27.506,27.635,"Class1",23,55.077,NA,26.688,"W",12.181
67.364,88.47,19.343,8.436,"Class4",43,80.049,"Y",56.192,"J",60.299
62.781,74.832,21.651,58.47,"Class4",30,63.749,"D",49.633,"J",11.19
90.874,46.725,52.836,46.729,"Class3",12,82.403,NA,1.104,"V",NA
94.102,44.873,56.363,51.01,"Class3",12,45.124,"P",1.96,"X",17.775
96.403,45.486,38.48,64.814,"Class3",12,113.217,"F",1.43,"V",22.286
42.076,74.722,57.06,67.872,"Class2",66,61.971,"H",53.191,"A",52.027
52.981,62.432,7.465,48.598,"Class1",25,88.995,"V",19.535,"B",3.884
92.486,46.03,41.593,41.387,"Class3",12,18.409,"Y",1.704,"S",22.48
89.918,46.407,47.623,49.106,"Class3",10,85.039,"W",1.433,"S",28.902
47.3,85.752,17.115,68.681,"Class2",92,71.711,"H",59.835,"P",4.833
50.266,58.632,53.028,1.634,"Class5",83,78.82,NA,74.849,"Z",34.369
68.297,79.15,7.663,38.055,"Class4",5,77.831,"D",50.59,"U",45.698
24.255,84.532,47.107,65.323,"Class2",77,74.778,"L",57.593,"S",40.482
29.086,83.224,48.137,66.716,"Class2",74,56.385,"Y",51.021,"S",82.08
51.601,53.376,83.102,2.044,"Class5",82,75.666,"Q",84.327,"P",66.924
90.577,44.45,31.002,47.616,"Class3",11,74.831,"A",1.687,"X",18.885
68.208,74.735,57.721,70.269,"Class2",55,91.964,"Y",55.113,"A",25.886
54.535,68.377,9.131,73.815,"Class1",36,80.178,"P",9.755,"X",11.435
93.742,44.003,45.405,51.076,"Class3",12,71.121,"F",1.417,"S",28.942
56.041,16.511,77.603,60.535,"Class1",29,75.724,"M",9.745,"W",15.832
87.052,46.466,34.817,69.96,"Class3",12,82.721,"A",1.377,"V",22.391
51.11,68.336,71.384,1.992,"Class5",82,81.167,"W",87.806,"P",71.577
50.968,60.632,40.133,1.146,"Class5",82,80.637,"W",59.881,"I",71.472
95.088,45.55,48.187,46.639,"Class3",11,58.973,"W",1.36,"X",30.892
65.04,89.753,50.041,79.874,"Class4",42,81.906,"Y",47.359,"Q",4.667
50.281,52.708,47.365,2.524,"Class5",82,80.867,"J",63.431,"P",36.024
50.209,61.418,67.575,1.565,"Class5",83,80.571,"Q",70.503,"Z",NA
54.082,92.361,78.116,63.887,"Class1",35,81.115,"M",18.711,"B",7.272
92.656,45.592,57.082,55.309,"Class3",12,35.328,"Y",1.794,"X",21.398
51.59,55.505,82.816,2.071,"Class5",82,81.907,"J",89.957,"Z",44.331
66.024,85.208,48.982,12.87,"Class4",5,102.036,"Y",89.34,"Q",-1.89
95.155,45.346,42.056,60.772,"Class3",11,43.45,"F",1.124,"B",35.378
67.513,86.941,53.758,66.101,"Class4",19,86.758,"J",68.808,"Q",92.514
64.397,73.918,33.385,21.908,"Class4",48,96.489,"Y",82.852,"F",47.109
91.048,45.852,41.64,50.389,"Class3",12,81.74,"A",1.802,"X",NA
52.626,23.296,80.548,53.998,"Class1",15,47.3,"U",25.541,"W",8.83
66.578,91.365,12.879,69.466,"Class4",28,71.891,"Q",55.134,"F",37.255
64.498,73.309,51.121,81.854,"Class4",23,84.295,"D",66.532,"P",0.621
62.745,95.298,30.61,108.567,"Class4",26,56.729,"P",99.997,"F",44.86
60.391,94.416,51.668,61.801,"Class4",44,81.611,"D",95.383,"P",3.936
52.96,10.925,46.906,64.219,"Class1",30,73.081,"A",24.468,"F",5.607
50.463,52.755,39.174,1.557,"Class5",83,76.327,"Q",63.17,"Z",30.003
62.762,86.582,48.023,69.239,"Class4",40,79.801,"D",65.759,"F",46.342
65.184,90.322,50.774,34.854,"Class4",19,96.478,"D",62.315,"Q",90.64
50.869,24.332,99.343,52.016,"Class1",31,57.707,"P",19.025,"W",9.937
92.997,44.085,46.684,49.755,"Class3",11,46.28,"W",1.903,"M",26.718
91.948,46.988,48.45,47.674,"Class3",10,22.179,"Y",1.234,"S",18.434
36.345,82.925,49.205,69.027,"Class2",63,74.578,"L",59.692,"W",61.677
93.828,45.897,54.025,44.904,"Class3",11,92.721,"W",1.569,"V",34.136
65.796,93.266,19.475,25.401,"Class4",32,58.92,"D",47.001,"J",59.393
51.788,65.437,55.8,2.639,"Class5",82,83.605,"Q",61.321,"A",54.961
50.08,59.121,42.112,2.455,"Class5",83,76.754,"P",62.301,"Z",47.54
50.517,71.984,55.822,1.197,"Class5",83,78.027,"Q",88.502,"Z",46.053
51.21,67.435,39.358,2.344,"Class5",83,77.378,NA,82.774,"Z",56.465
95.16,44.598,36.156,56.262,"Class3",12,47.972,"Y",1.121,"B",29.728
91.81,46.372,31.71,67.183,"Class3",11,113.247,"P",1.882,"B",21.654
93.873,44.402,43.067,36.964,"Class3",11,40.047,"A",1.592,"V",28.203
52.79,62.51,66.32,56.389,"Class1",17,64.233,"M",14.387,"B",13.475
52.41,92.243,96.282,44.557,"Class1",13,75.182,"U",23.117,"C",5.599
51.278,63.482,49.404,3.423,"Class5",83,77.323,NA,64.604,"A",40.462
15.815,78.162,53.604,66.793,"Class2",70,76.693,NA,57.987,"S",36.877
51.068,12.579,87.693,76.556,"Class1",21,53.403,"U",12.472,"W",11.929
64.514,94.099,48.287,55.972,"Class4",7,84.555,"Y",39.122,"J",50.688
55.439,86.792,51.083,62.31,"Class2",56,74.813,"H",51.913,"S",49.35
55.925,75.43,27.266,65.804,"Class2",81,83.004,"A",54.721,"V",78.012
52.211,49.702,21.407,37.407,"Class1",11,67.115,"P",12.831,"F",11.898
67.847,85.514,43.699,1.845,"Class4",37,44.57,"Y",45.193,"U",52.671
95.841,45.591,36.127,63.691,"Class3",12,57.056,"F",1.873,"V",31.236
63.922,90.921,13.729,48.324,"Class4",26,55.965,"Y",91.738,"U",23.462
54.425,19.77,59.817,79.109,"Class1",17,106.44,"A",15.441,"C",3.676
47.873,73.415,54.218,70.154,"Class2",76,88.924,"H",56.569,"P",87.012
63.491,88.984,27.73,52.468,"Class4",6,89.056,"D",62.756,"Q",39.775
66.117,80.574,62.363,56.981,"Class4",46,91.062,"P",74.372,"Q",2.436
90.767,46.134,34.796,43.148,"Class3",11,72.598,"P",1.915,"V",33.661
51.869,53.455,62.359,1.347,"Class5",82,76.815,"P",89.956,"Z",29.063
95.503,44.174,30.031,52.19,"Class3",11,61.516,"Y",1.457,"X",32.938
91.957,46.491,31.447,43.017,"Class3",10,71.134,"W",1.165,"X",19.134
64.749,81.151,51.262,61.436,"Class2",72,67.78,"L",53.922,"S",71.716
52.721,27.824,30.69,54.209,"Class1",33,59.036,"A",9.054,"B",7.05
21.6,74.693,37.055,66.933,"Class2",54,92.143,"A",55.296,"A",85.522
50.561,67.651,61.334,1.261,"Class5",83,81.237,"W",75.961,"Z",35.471
64.077,83.474,4.632,64.572,"Class4",41,77.116,"Y",48.182,"P",97.945
50.918,65.617,32.188,2.101,"Class5",83,78.829,"J",86.76,"F",48.074
51.933,12.324,59.848,52.23,"Class1",19,79.496,"V",18.305,"F",4.615
63.367,78.156,41.199,69.361,"Class4",7,76.673,"Q",48.154,"J",3.874
62.412,80.06,12.293,57.908,"Class4",41,79.573,"Y",59.095,"P",1.759
67.398,78.854,52.687,39.933,"Class4",16,68.844,"Y",49.295,"Q",61.986
50.71,54.013,55.071,2.677,"Class5",82,77.695,"L",76.355,"A",61.854
51.692,64.302,36.881,39.305,"Class1",15,88.254,"A",12.698,"W",8.104
18.861,78.768,43.464,66.886,"Class2",59,78.708,"A",54.644,"P",70.099
42.431,75.647,47.989,71.297,"Class2",52,78.096,"Y",51.019,"W",22.05
93.078,46.659,38.342,55.722,"Class3",11,100.862,"W",1.439,"V",34.116
92.677,44.145,33.429,42.691,"Class3",11,56.147,"P",1.26,"V",30.403
90.988,46.728,53.172,53.09,"Class3",11,16.481,"P",1.021,"S",37.531
59.991,75.963,48.838,71.192,"Class2",51,64.999,"H",56.268,"P",56.097
61.057,84.21,4.43,46.061,"Class4",48,67.407,"D",71.549,"U",57.214
89.83,45.915,40.526,53.275,"Class3",10,46.778,"A",1.367,"B",26.624
51.296,64.205,28.847,1.83,"Class5",82,77.57,"P",78.749,"Z",60.259
-10.024,87.39,54.694,64.955,"Class2",97,54.44,"H",53.119,"P",45.862
59.469,92.875,45.495,55.984,"Class4",23,82.659,"D",50.614,"U",81.166
62.276,76.981,4.427,4.408,"Class4",48,50.417,"Y",66.091,"Q",75.373
52.487,78.695,12.588,45.183,"Class1",29,67.418,"U",13.975,"F",7.669
41.133,88.066,11.544,74.616,"Class2",88,60.062,"L",53.246,"A",41.532
30.488,78.725,31.572,73.172,"Class2",77,67.923,NA,54.796,"W",48.899
64.655,88.081,62.394,47.076,"Class4",14,69.582,"Q",57.379,"U",61.621
91.609,44.787,42.679,28.134,"Class3",12,58.428,"A",1.69,"S",31.591
93.519,46.709,32.917,41.651,"Class3",11,69.024,NA,1.9,"B",32.427
51.477,66.614,35.095,0.86,"Class5",82,77.617,"L",72.141,"A",60.8
39.325,85.693,41.649,66.212,"Class2",52,86.673,"H",57.826,"S",67.627
54.581,41.71,21.848,81.541,"Class1",34,68.136,"A",24.721,"X",8.352
61.848,75.328,13.345,66.906,"Class2",52,78.187,"H",56.614,"W",35.965
63.122,83.367,43.791,41.1,"Class4",39,58.921,"D",88.855,"F",51.797
93.821,45.811,33.971,53.133,"Class3",12,72.115,NA,1.297,"V",23.367
52.029,52.601,61.692,1.066,"Class5",82,78.677,"W",59.265,"F",18.355
55.699,61.893,57.055,42.545,"Class1",32,67.657,"A",11.693,"W",NA
66.257,88.218,9.341,47.897,"Class4",20,72.352,"Q",83.064,"Q",60.206
65.562,75.999,58.13,81.539,"Class4",4,71.44,"Q",58.295,"Q",68.456
50.927,68.133,53.653,2.528,"Class5",82,82.388,"J",87.543,"P",32.486
52.784,49.752,99.699,88.278,"Class1",12,96.555,"P",10.315,"F",8.214
51.699,38.412,19.686,72.671,"Class1",33,53.014,NA,19.195,"F",16.869
55.019,80.335,40.185,67.832,"Class2",70,72.689,"A",56.622,"W",NA
93.837,44.404,40.871,53.575,"Class3",12,59.08,"F",1.925,"M",28.559
63.245,76.109,62.59,69.016,"Class2",91,65.635,"Y",52.816,"A",71.351
62.096,85.125,59.142,44.818,"Class4",45,77.579,"Y",79.678,"U",81.772
50.285,75.128,50.178,1.342,"Class5",83,79.358,"P",77.678,"A",39.584
93.801,45.629,52.785,47.739,"Class3",12,80.571,"F",1.881,"S",22.993
66.403,84.421,54.823,57.14,"Class4",29,81.815,"J",99.06,"P",NA
53.063,90.739,53.464,56.106,"Class1",7,93.515,"P",9.856,"B",9.977
51.787,50.392,25.333,2.753,"Class5",82,80.756,"J",90.481,"F",3.175
92.105,46.839,31.53,35.795,"Class3",10,89.634,"P",1.035,"S",32.414
65.079,87.043,21.074,9.083,"Class4",24,84.796,"Q",64.008,"Q",NA
93.005,46.934,53.995,44.209,"Class3",11,80.369,"A",1.674,"V",21.102
51.891,75.464,25.173,1.886,"Class5",83,81.02,"W",90.388,"Z",43.1
51.714,54.459,38.46,1.608,"Class5",83,78.129,"J",85.437,"A",48.048
53.42,32.765,59.443,37.397,"Class1",25,81.397,"U",11.16,"X",6.287
60.994,73.464,47.801,54.99,"Class4",12,71.394,"P",53.351,"F",NA
52.528,33.023,70.445,59.915,"Class1",25,71.869,"M",15.773,"X",18.016
62.069,94.846,33.839,40.767,"Class4",4,62.867,"Y",65.019,"U",62.699
57.23,80.149,95.181,57.304,"Class1",25,77.265,"U",19.694,"W",19.071
39.069,75.497,41.885,71.781,"Class2",79,83.589,"Y",57.311,"A",60.454
50.957,37.633,86.984,42.532,"Class1",23,78.326,"U",10.929,"C",1.534
49.839,43.092,92.085,48.629,"Class1",9,82.869,"V",10.135,"C",14.392
61.053,76.728,16.037,63.697,"Class2",67,84.459,"A",53.335,"P",57.793
93.995,46.082,47.983,52.41,"Class3",11,54.467,"A",1.649,"B",29.387
90.09,45.003,35.511,59.421,"Class3",10,63.532,"W",1.303,"V",30.676
49.789,74.367,44.1,66.297,"Class2",63,69.361,"H",53.367,"A",86.126
90.802,45.028,43.589,62.311,"Class3",11,96.522,"Y",1.674,"V",27.927
54.272,66.667,96.838,35.955,"Class1",28,69.395,"A",10.876,"W",10.646
92.812,46.562,50.059,60.638,"Class3",12,67.29,"F",1.994,"S",NA
67.478,89.57,38.316,60.464,"Class4",17,77.092,"Q",51.957,"U",66.637
52.069,58.011,29.36,45.94,"Class1",34,90.529,"U",24.999,"B",13.948
63.552,81.126,22.291,71.433,"Class4",19,72.986,"P",36.752,"Q",66.746
57.232,43.999,78.204,40.788,"Class1",33,87.001,"U",17.909,"F",10.306
88.439,44.706,30.468,48.238,"Class3",12,48.574,"P",1.393,"V",25.693
91.892,44.774,41.393,46.045,"Class3",10,64.318,"W",1.872,"X",31.087
3.955,73.107,54.709,68.285,"Class2",92,82.48,"L",55.817,"A",77.386
