"TFB1","Output8","GTB2","OPN3","OFZ4","GOJ5","BHA6","GTQ7","VTN8","SAR9","RMY10"
"H","Class1",31,"K",50.236,86.059,28.685,72.957,5.606,90.986,67.566
"P","Class3",33,"Y",18.353,11.789,NA,45.696,98.806,88.049,22.274
"D","Class3",31,"K",49.328,10.144,48.448,41.187,86.189,89.603,28.644
"H","Class1",7,"C",62.767,94.174,26.207,72.422,11.853,91.542,64.994
"Q","Class2",31,"I",70.604,42.335,55.928,41.428,51.364,38.18,51.491
"L","Class5",69,"Y",69.3,27.42,2.716,64.297,71.203,10.358,34.606
"B","Class5",68,"I",43.603,28.654,6.031,44.919,100.668,10.466,67.133
"I","Class3",30,"O",29.785,11.839,43.115,80.948,88.47,93.764,12.695
"K","Class1",27,"W",59.545,91.496,29.506,54.729,11.302,91.984,61.032
"F","Class4",53,"J",67.304,65.521,55.574,44.602,53.998,60.088,87.17
"B","Class5",68,"X",41.229,26.773,12.273,18.89,74.708,11.118,49.821
"Q","Class1",24,"Q",63.434,84.338,28.489,65.575,13.861,91.476,60.897
"N","Class4",42,"K",-2.297,13.446,49.561,48.637,42.993,42.643,53.412
"H","Class2",36,"I",68.665,54.134,56.062,22.833,35.933,28.253,58.341
"P","Class3",35,"E",15.833,10.539,49.117,32.306,97.232,NA,24.027
"M","Class4",54,"H",57.478,12.393,16.389,45.63,39.257,NA,68.481
"H","Class2",30,"A",82.573,10.64,58.942,25.908,36.644,31.172,80.7
"A","Class1",40,"C",61.388,87.201,28.286,60.753,6.432,92.489,64.728
"A","Class1",24,"Q",63.479,89.61,26.963,66.601,7.17,91.617,64.121
"H","Class1",22,"W",56.933,91.227,27.595,43.835,13.315,92.28,64.519
"Q","Class2",38,"K",73.073,11.216,46.514,16.31,39.305,24.109,88.382
"I","Class3",30,"O",29.784,10.818,36.608,45.079,85.283,89.062,20.143
"A","Class1",39,"Q",66.269,90.65,31.869,60.046,9.231,90.403,63.41
"Q","Class1",11,"C",71.661,93.314,25.508,61.157,5.214,89.812,64.182
"E","Class2",29,"D",68.753,18.744,59.272,38.413,37.935,23.798,94.908
"Q","Class2",37,"I",73.728,12.223,47.628,52.572,41.336,48.233,48.51
"Q","Class2",30,"D",78.979,6.608,53.88,14.072,38.046,28.463,75.619
"U","Class5",71,"X",51.116,25.045,18.956,64.911,58.973,13.677,47.327
"F","Class4",44,"U",75.574,49.221,73.816,49.185,48.443,49.246,68.666
"Q","Class2",28,"D",54.645,47.634,60.556,16.81,24.852,9.139,52.562
"O","Class3",30,"Y",46.4,11.601,NA,33.06,98.603,80.84,42.185
"K","Class1",19,"W",61.315,91.578,31.574,53.377,9.441,91.226,60.132
"P","Class3",35,"K",43.681,11.492,40.056,77.239,88.456,78.334,20.909
"Z","Class5",72,"F",53.474,29.483,5.78,52.209,84.953,8.505,64.509
"J","Class3",32,"O",26.259,11.631,33.559,43.543,90.002,69.081,13.991
"B","Class5",70,"Y",54.07,27.372,13.359,7.384,72.374,12.678,34.404
"H","Class1",4,"Q",58.669,86.922,28.138,50.113,5.392,91.765,64.859
"U","Class5",70,"X",32.447,27.002,7.311,17.804,65.95,NA,66.124
"B","Class5",69,"I",53.808,25.888,12.505,11.419,84.468,12.834,37.601
"O","Class3",31,"O",27.657,10.4,46.742,38.869,94.588,81.619,34.397
"D","Class3",35,"K",37.804,11.244,48.893,53.796,93.408,77.528,41.932
"F","Class4",57,"J",57.632,8.528,56.605,51.102,59.936,48.688,77.163
"M","Class4",60,"T",42.856,35.27,NA,50.544,38.141,42.356,91.533
"A","Class1",28,"Q",64.221,91.939,25.187,71.436,13.343,92.531,67.233
"P","Class2",30,"D",66.887,52.313,59.266,32.066,38.488,37.969,60.368
"A","Class1",30,"C",58.499,91.703,27.756,53.842,4.472,NA,67.192
"A","Class1",39,"M",55.87,88.577,30.537,72.477,12.15,89.707,62.624
"J","Class3",31,"E",22.519,10.768,NA,88.006,90.309,NA,39.031
"B","Class4",43,"U",58.435,68.688,68.757,44.071,57.154,48.159,72.303
"P","Class3",30,"I",27.889,11.267,NA,31.188,88.032,79.472,37.669
"H","Class1",38,"Q",64.444,92.966,28.533,56.599,7.754,92.392,65.341
"H","Class1",12,"K",65.861,85.708,30.461,61.707,7.228,92.633,64.046
"K","Class1",10,"Q",72.861,83.794,26.94,45.084,10.967,91.631,62.193
"J","Class3",30,"Y",18.982,11.879,53.891,46.639,90.895,82.153,43.143
"U","Class5",72,"F",75.012,25.751,9.108,42.322,76.844,10.594,54.9
"A","Class1",6,"W",57.494,84.145,28.178,43.492,10.373,92.597,61.815
"E","Class2",40,"J",71.233,4.104,54.222,41.342,50.272,50.406,65.179
"Z","Class5",69,"F",34.532,29.689,15.746,35.576,59.219,13.042,66.665
"B","Class5",69,"F",56.444,26.144,14.107,10.74,69.435,9.89,41.348
"H","Class1",9,"Q",56.161,88.22,29.6,58.231,9.174,90.857,60.947
"Z","Class5",69,"I",43.771,25.253,0.679,60.426,71.358,11.986,40.016
"C","Class1",19,"Q",53.262,91.74,27.83,50.595,6.418,91.941,64.081
"H","Class2",27,"I",60.483,23.688,65.453,47.035,44.965,22.243,92.796
"N","Class4",46,"H",27.587,12.117,63.583,51.079,48.441,NA,84.822
"H","Class2",33,"D",85.13,21.359,54.624,31.959,42.575,3.689,46.419
"H","Class1",5,"W",63.873,85.211,25.564,72.251,5.265,91.165,65.562
"M","Class4",60,"K",55.585,80.218,39.719,47.195,52.036,NA,70.278
"E","Class2",33,"I",52.981,17.976,61.551,16.391,48.245,26.773,80.854
"Q","Class1",34,"C",62.081,96.363,27.319,71.38,12.281,92.42,61.079
"Q","Class2",36,"I",90.426,7.042,48.952,30.553,41.54,19.675,47.592
"I","Class3",30,"O",39.855,10.88,43.193,44.323,92.95,84.723,25.774
"F","Class4",63,"J",78.967,69.794,60.463,44.515,52.406,43.554,54.24
"T","Class4",59,"T",91.821,37.152,17.819,48.485,40.81,47.984,78.585
"L","Class5",70,"H",75.533,28.123,7.581,35.77,71.223,10.946,34.926
"Q","Class1",32,"Q",65.945,83.652,25.665,45.223,12.011,NA,64.004
"D","Class3",30,"K",12.389,10.345,46.589,80.747,87.141,91.039,42.238
"Q","Class2",38,"A",67.399,14.086,71.306,51.943,37.921,34.783,70.863
"I","Class5",70,"H",19.18,27.608,10.202,28.093,72.988,11.448,42.322
"M","Class4",55,"T",48.22,42.401,60.918,50.032,68.935,38.182,88.126
"F","Class4",43,"J",40.462,42.587,47.521,46.821,58.655,46.953,57.926
"L","Class5",72,"F",50.074,28.669,10.413,14.531,69.784,9.795,45.684
"Q","Class2",30,"I",57.899,34.407,57.324,26.814,37.039,26.441,88.692
"K","Class1",40,"C",62.343,96.598,29.842,72.305,4.526,91.362,61.942
"B","Class4",43,"K",60.017,27.218,35.929,51.146,38.002,45.391,80.339
"D","Class3",35,"Y",38.601,11.235,19.933,51.242,96.46,87.674,18.278
"C","Class1",6,"M",60.632,88.507,NA,59.898,4.868,92.357,65.285
"I","Class3",31,"K",16.867,11.8,70.707,72.07,96.665,87.543,14.332
"O","Class3",34,"I",47.119,11.533,47.175,77.123,93.574,87.494,46.629
"T","Class4",41,"U",69.421,80.67,55.993,46.46,68.042,38.825,83.567
"N","Class4",60,"U",62.528,33.725,19.789,44.775,49.994,43.572,53.85
"Z","Class5",69,"X",39.901,24.713,11.191,39.25,82.423,9.262,47.856
"A","Class1",27,"W",60.846,85.535,30.641,65.117,12.311,89.804,61.377
"E","Class2",32,"K",79.77,7.415,54.299,33.958,32.044,10.631,54.414
"B","Class4",46,"K",42.94,83.181,48.607,45.581,52.041,40.866,54.182
"B","Class4",54,"T",35.086,43.923,63.497,49.244,51.484,37.719,82.812
"M","Class4",61,"T",57.627,16.265,57.204,47.401,43.075,51.163,55.472
"B","Class4",30,"J",53.782,78.623,11.212,45.519,46.951,32.069,59.554
"F","Class4",55,"K",70.412,33.892,40.374,47.901,60.621,47.965,60.3
"Z","Class5",68,"X",37.316,30.507,10.962,70.292,72.449,15.585,39.654
"I","Class5",69,"H",47.01,24.279,13.12,30.399,67.591,7.323,35.757
"A","Class1",26,"C",52.385,84.329,29.023,66.337,8.26,92.355,65.662
"B","Class5",72,"F",59.903,25.99,8.074,61.022,83.281,10.486,46.14
"Z","Class5",69,"F",40.78,29.869,13.753,25.771,77.143,11.067,63.012
"I","Class3",30,"O",30.199,10.26,55.861,33.447,97.711,81.238,40.237
"E","Class2",38,"K",63.249,4.868,53.779,46.196,28.281,19.288,71.917
"D","Class3",33,"O",24.483,10.308,24.647,47.594,90.409,84.385,27.081
"I","Class5",69,"F",65.262,26.083,14.597,70.388,72.632,10.319,35.635
"U","Class5",72,"X",50.248,26.951,13.43,51.034,80.338,8.885,65.05
"U","Class5",70,"X",57.022,30.49,13.025,32.384,75.699,11.786,56.391
"M","Class4",43,"U",90.09,27.594,84.031,47.105,38.552,48.38,94.208
"A","Class1",27,"C",58.913,89.867,28.208,74.742,4.028,92.175,64.151
"H","Class1",9,"W",62.059,92.14,27.069,74.741,6.082,91.345,66.075
"E","Class2",31,"K",70.597,55.524,63.375,41.493,44.501,25.613,52.791
"E","Class2",31,"K",75.401,13.582,NA,42.067,47.393,23.731,52.885
"P","Class2",32,"I",46.85,27.827,46.46,18.368,47.271,32.766,76.854
"J","Class3",35,"E",39.769,11.1,47.909,87.173,99.871,79.19,10.02
"T","Class4",55,"J",54.497,86.099,73.134,49.536,68.622,61.052,61.632
"X","Class2",29,"K",65.998,27.829,58.274,36.143,40.426,35.332,79.58
"U","Class5",71,"X",21.148,27.204,19.733,6.454,69.984,11.505,67.921
"Z","Class5",72,"H",39.595,29.29,0.502,16.32,82.349,10.041,62.603
"X","Class2",39,"K",83.886,6.674,49.912,28.9,40.225,27.702,77.003
"F","Class4",36,"J",31.642,55.695,59.347,44.246,46.576,48.292,78.232
"M","Class4",48,"T",12.543,64.431,41.253,48.642,61.414,44.986,83.232
"Q","Class1",16,"W",64.996,92.743,29.499,63.077,9.239,92.277,65.239
"A","Class1",25,"K",60.738,85.938,28.366,52.947,11.615,93.565,63.354
"M","Class4",47,"J",43.132,34.416,85.099,45.092,60.583,61.715,89.213
"T","Class4",43,"H",39.33,55.476,40.265,49.964,56.592,41.991,74.429
"I","Class3",32,"I",23.149,11.522,44.672,73.437,90.075,NA,14.01
"T","Class4",40,"U",54.52,14.896,54.938,46.119,78.647,41.895,65.973
"L","Class5",69,"I",27.488,26.3,9.852,7.383,87.408,15.743,42.727
"B","Class5",72,"X",61.027,26.182,10.506,65.587,77.415,10.465,66.124
"B","Class5",69,"F",68.032,30.74,13.878,7.574,73.766,12.75,45.494
"N","Class4",63,"H",57.225,67.867,70.262,47.034,57.59,52.808,87.241
"Q","Class2",31,"D",82.671,6.582,62.005,49.6,45.894,NA,51.289
"B","Class4",47,"H",55.506,58.899,97.571,48.784,53.912,NA,75.343
"E","Class2",31,"K",69.559,16.475,62.005,45.043,43.432,6.673,86.987
"C","Class1",15,"M",65.492,85.703,NA,66.663,13.207,NA,67.678
"B","Class5",71,"Y",46.315,24.622,17.817,54.954,68.735,12.541,35.561
"J","Class3",32,"I",59.161,11.667,53.119,75.991,97.41,74.467,35.553
"B","Class4",49,"H",41.025,59.125,42.127,44.366,42.039,35.941,94.867
"H","Class2",26,"J",62.728,4.944,50.825,49.633,38.519,21.222,67.62
"N","Class4",50,"K",59.421,16.73,39.311,50.838,40.772,53.322,73.172
"A","Class1",39,"W",65.348,95.229,26.766,52.641,15.315,88.621,61.104
"F","Class4",34,"K",44.924,61.363,31.137,45.736,53.65,46.046,57.746
"E","Class2",29,"A",60.722,65.845,42.727,51.462,33.169,34.221,75.185
"N","Class4",49,"H",80.498,29.917,72.203,47.599,67.446,45.656,57.003
"C","Class1",21,"W",60.697,87.261,28.587,64.92,8.426,92.224,63.702
"K","Class1",19,"W",67.135,88.341,27.535,45.015,14.17,91.491,61.675
"X","Class2",35,"K",68.273,60.55,54.47,49.06,26.767,24.431,65.986
"H","Class2",40,"A",102.344,67.779,55.573,42.383,43.481,34.344,44.855
"H","Class1",16,"C",61.135,89.472,30.051,71.365,6.631,89.679,64.274
"B","Class5",71,"X",24.303,25.144,NA,9.006,87.329,10.607,61.264
"P","Class2",28,"I",53.172,56.104,60.863,16.95,44.587,27.577,58.588
"M","Class4",56,"K",36.372,83.196,90.641,46.639,69.207,37.512,84.581
"B","Class5",69,"H",38.236,28.34,10.716,48.687,81.562,11.326,35.019
"P","Class2",32,"D",64.294,56.525,53.5,23.49,44.524,55.549,84.23
"P","Class2",27,"J",68.454,41.902,55.649,26.776,41.964,10.861,52.246
"F","Class4",63,"H",67.976,51.305,56.324,48.541,43,46.753,68.323
"I","Class3",35,"Y",42.093,10.403,72.234,41.639,85.709,83.155,27.685
"A","Class1",22,"K",67.891,90.01,25.262,72.078,21.332,89.688,64.706
"H","Class1",21,"M",63.277,87.633,26.135,47.878,16.646,92.196,67.022
"X","Class2",26,"D",47.995,7.077,49.754,49.959,33.94,22.929,79.152
"H","Class2",37,"K",51.435,17.128,60.306,14.465,36.232,30.856,77.402
"B","Class4",41,"T",36.603,67.455,44.996,44.149,73.153,38.26,89.269
"O","Class3",30,"K",52.639,11.6,72.041,73.748,89.353,86.508,37.849
"C","Class1",30,"Q",58.773,92.044,26.477,49.772,9.529,90.257,63.297
"Z","Class5",72,"X",31.6,30.609,NA,24.951,66.346,9.277,64.249
"B","Class5",72,"Y",60.244,30.532,20.432,36.699,76.343,12.974,30.722
"T","Class4",49,"J",78.476,38.028,17.381,45.054,55.087,52.205,71.224
"T","Class4",62,"U",49.825,42.589,NA,50.909,64.167,32.925,54.131
"H","Class1",21,"K",66.446,85.2,26.222,53.164,16.449,92.254,62.205
"M","Class4",63,"T",117.039,39.551,35.054,47.079,53.236,43.391,59.555
"A","Class1",25,"C",55.251,96.299,28.326,44.055,8.372,89.577,66.29
"J","Class3",33,"I",34.99,11.949,50.398,55.374,106.583,89.854,13.938
"B","Class4",48,"U",73.621,43.469,53.308,44.714,46.711,37.263,85.458
"L","Class5",70,"X",58.535,27.729,19.645,40.833,75.8,10.199,35.412
"X","Class2",30,"I",81.068,16.91,42.811,33.927,43.199,21.622,66.589
"A","Class1",7,"W",62.013,82.785,34.842,61.336,8.662,93.396,65.229
"I","Class3",30,"E",56.658,11.663,39.883,82.771,87.997,89.288,26.369
"O","Class3",30,"K",32.303,10.85,51.993,65.115,95.312,84.661,44.981
"P","Class3",35,"I",41.072,10.713,25.042,51.259,82.793,89.112,45.359
"I","Class5",68,"Y",62.228,25.705,10.905,65.424,77.406,NA,37.891
"P","Class3",35,"I",59.437,10.381,NA,76.987,91.607,85.855,46.354
"M","Class4",33,"J",-8.159,30.292,72.717,51.779,50.756,52.535,55.729
"N","Class4",46,"K",80.18,61.203,46.901,49.039,51.423,54.424,73.082
"N","Class4",39,"U",74.735,11.227,78.198,45.087,69.013,47.581,74.162
"Q","Class1",32,"W",63.43,90.864,24.057,54.426,12.36,90.992,61.711
"I","Class3",32,"E",48.808,11.779,47.869,60.751,85.456,75.719,18.254
"P","Class3",33,"O",45.338,10.907,71.048,65.257,84.754,80.946,46.012
"Z","Class5",71,"F",49.542,26.78,7.894,8.177,83.628,10.929,56.507
"Q","Class1",11,"M",66.953,86.554,27.131,43.67,10.623,91.832,61.481
"P","Class3",35,"I",2.051,10.602,60.697,86.616,90.661,82.446,17.1
"C","Class1",16,"W",59.023,94.036,26.495,52.921,1.732,91.971,67.015
"H","Class2",37,"A",51.038,64.369,55.635,56.602,43.132,29.027,77.885
"B","Class5",71,"I",43.124,30.25,12.713,36.93,89.98,10.99,60.144
"E","Class2",37,"J",75.421,33.664,60.704,38.543,37.286,NA,41.055
"B","Class5",68,"I",28.679,28.644,8.817,8.567,71.137,11.94,48.688
"B","Class5",68,"X",62.587,26.432,16.431,12.218,73.021,17.465,52.804
"A","Class1",21,"W",57.654,89.751,26.774,43.302,5.413,92.57,67.545
"J","Class3",33,"Y",-3.869,11.577,83.397,77.881,85.104,73.051,26.376
"U","Class5",72,"H",39.895,28.801,12.127,71.006,71.671,13.21,48.117
"D","Class3",30,"E",30.251,10.964,75.612,70.23,79.707,88.912,15.632
"I","Class3",31,"K",19.021,10.48,27.579,55.115,93.319,89.489,10.627
"T","Class4",32,"J",43.766,13.347,62.118,46.672,52.256,43.54,54.664
"E","Class2",35,"A",72.867,62.733,56.537,47.316,41.779,35.794,89.759
"N","Class4",54,"K",50.48,21.505,NA,49.378,41.686,NA,89.831
"E","Class2",28,"A",88.526,35.534,59.076,51.566,45.217,17.468,51.614
"M","Class4",51,"K",65.708,42.878,78.934,45.75,66.006,40.817,52.757
"F","Class4",54,"U",95.91,31.254,15.796,48.684,47.036,46.732,56.017
"N","Class4",58,"J",54.981,53.395,0.546,46.521,47.61,40.687,52.275
"P","Class2",26,"J",81.59,61.05,62.606,35.741,32.485,33.58,82.582
"K","Class1",24,"K",64.067,85.85,25.735,63.967,0.743,90.903,65.373
"P","Class3",35,"K",68.312,10.065,64.693,31.185,115.231,78.714,36.302
"Q","Class2",28,"J",74.072,10.332,50.056,43.881,45.833,33.456,79.115
"P","Class2",27,"K",71.085,3.383,50.585,52.269,39.875,43.775,81.414
"J","Class3",30,"O",44.505,11.513,32.224,36.603,76.365,82.693,24.577
"E","Class2",29,"K",86.174,44.9,50.658,25.973,36.055,NA,44.129
"N","Class4",63,"K",40.2,29.733,38.295,47.505,42.531,37.045,67.748
"M","Class4",61,"T",48.254,21.951,12.458,50.757,52.604,42.128,57.936
"Q","Class2",31,"K",58.45,62.124,47.407,23.684,45.568,44.775,43.361
"K","Class1",35,"M",63.063,87.79,29.514,63.808,10.964,91.989,61.722
"O","Class3",34,"O",54.988,10.82,39.471,78.067,98.95,83.998,25.691
"N","Class4",42,"U",33.651,10.965,42.32,45.135,54.253,54.252,81.728
"E","Class2",34,"J",86.465,15.569,64.669,38.033,39.142,25.586,87.067
"T","Class4",57,"H",46.989,35.414,25.363,51.692,43.103,49.454,61.596
"K","Class1",33,"K",59.508,93.233,NA,58.063,14.987,89.838,65.88
"C","Class1",18,"C",58.596,89.098,28.101,49.284,15.976,90.103,66.671
"L","Class5",72,"F",46.423,28.597,12,34.377,70.968,13.132,57.624
"O","Class3",30,"I",30.206,11.423,62.275,71.097,78.841,69.146,31.51
"P","Class2",31,"J",60.629,25.573,54.304,36.458,50.705,9.319,57.255
"O","Class3",33,"Y",1.677,11.995,69.178,46.073,96.313,81.258,46.798
"Q","Class1",35,"W",55.093,93.864,27.105,52.455,6.342,92.289,65.898
"J","Class3",32,"Y",30.359,10.449,21.672,91.749,89.261,75.816,34.157
"N","Class4",45,"T",56.235,79.079,77.686,47.211,65.486,36.702,53.435
"N","Class4",63,"H",51.074,23.796,44.604,48.571,45.57,61.108,59.968
"Q","Class1",37,"W",60.007,88.197,28.274,71.673,7.098,90.541,61.643
"F","Class4",31,"T",-11.095,14.54,57.148,51.136,49.304,32.418,90.612
"Q","Class2",34,"K",86.975,64.36,50.951,34.524,48.132,20.127,55.937
"A","Class1",5,"M",56.981,94.823,27.766,72.418,10.565,90.903,66.517
"P","Class2",32,"I",65.952,60.495,48.414,54.853,35.793,23.201,57.857
"M","Class4",49,"K",90.426,17.099,53.513,51.801,51.436,36.875,74.385
"C","Class1",40,"Q",62.549,90.06,28.391,53.933,3.097,91.227,60.546
"D","Class3",33,"K",39.266,10.614,NA,61.449,88.439,78.043,16.124
"B","Class5",72,"F",42.707,28.911,14.779,48.224,53.639,13.51,58.063
"K","Class1",33,"K",62.911,87.187,28.096,67.682,7.255,90.661,64.823
"T","Class4",64,"T",59.717,36.426,57.636,47.359,52.907,37.015,88.713
"B","Class4",48,"H",63.732,36.768,21.342,48.963,58.306,60.743,58.978
"Z","Class5",71,"X",60.964,28.495,11.155,13.599,91.907,10.736,68.512
"D","Class3",35,"O",62.157,10.07,42.86,54.91,98.159,86.367,28.099
"X","Class2",31,"I",68.206,9.67,42.223,51.979,45.713,30.084,72.388
"D","Class3",30,"I",-24.11,10.351,23.847,61.113,87.976,76.015,27.088
"E","Class2",30,"A",77.723,40.414,51.607,29.061,28.496,23.6,89.142
"X","Class2",26,"D",64.899,28.781,60.67,47.544,39.846,51.634,57.275
"X","Class2",30,"K",81.859,9.72,61.266,35.124,47.329,NA,75.07
"E","Class2",33,"I",107.687,51.256,57.636,45.506,34.03,38.33,59.392
"M","Class4",41,"T",80.828,68.83,71.049,44.364,44.313,52.377,69.201
"M","Class4",63,"T",53.729,8.17,2.574,51.068,58.083,38.732,76.532
"O","Class3",30,"E",35.456,10.121,27.084,49.196,89.763,69.235,30.622
"F","Class4",45,"J",51.661,76.465,50.887,49.663,44.054,50.129,61.129
"H","Class1",33,"W",61.669,85.021,28.825,45.733,11.03,92.539,63.564
"P","Class2",40,"I",44.702,5.014,55.207,16.615,37.376,29.457,93.279
"D","Class3",30,"K",21.461,11.448,NA,44.197,103.708,84.389,20.584
"O","Class3",31,"E",51.483,11.708,64.969,56.193,88.434,82.691,10.814
"C","Class1",40,"Q",64.471,82.584,25.686,50.827,12.318,90.008,67.893
"I","Class3",30,"E",26.407,10.682,42.487,80.751,84.415,81.755,24.968
"O","Class3",30,"O",42.842,11.334,55.815,63.464,94.766,84.248,17.361
"I","Class3",30,"I",7.142,10.024,44.129,41.807,84.425,83.475,10.607
"B","Class4",48,"K",74.222,18.903,50.42,44.296,54.04,32.868,57.692
"B","Class5",71,"H",31.147,24.005,14.457,55.971,66.893,8.736,32.514
"H","Class2",35,"D",62.902,68.592,42.455,20.269,39.628,27.374,78.239
"F","Class4",38,"U",29.039,28.443,65.954,45.905,60.189,42.503,82.448
"P","Class3",31,"K",22.722,10.741,46.489,88.864,88.943,90.844,14.652
"I","Class3",32,"I",12.659,10.47,36.15,56.728,87.156,77.679,14.474
"X","Class2",36,"D",72.594,40.72,46.728,56.787,46.424,28.574,56.77
"X","Class2",27,"I",59.642,50.037,66.453,25.207,28.482,34.823,93.521
"P","Class2",31,"D",56.468,16.353,38.627,27.393,37.271,36.268,50.798
"M","Class4",47,"H",55.804,10.667,59.043,45.749,64.158,43.855,71.614
"B","Class4",45,"T",87.323,32.917,69.48,48.631,52.568,41.575,57.353
"M","Class4",31,"K",77.766,66.974,45.278,49.713,61.522,50.584,82.351
"I","Class3",35,"I",14.054,11.933,39.682,43.021,81.717,80.077,24.896
"B","Class4",48,"T",90.603,33.196,68.776,45.819,63.408,47.224,71.984
"M","Class4",34,"H",50.686,20.186,25.404,47.196,32.738,51.173,55.653
"X","Class2",40,"D",70.791,50.241,54.256,22.313,40.153,39.232,75.494
"K","Class1",8,"M",65.746,96.325,23.058,58.186,6.154,91.807,64.479
"F","Class4",51,"U",79.429,10.186,19.267,45.761,61.934,40.042,91.912
"E","Class2",40,"K",55.947,59.119,53.969,16.12,37.408,24.741,80.115
"L","Class5",68,"I",28.653,27.166,8.305,34.725,64.666,13.182,46.134
"P","Class3",34,"K",27.751,11.173,32.62,60.987,79.32,78.781,34.162
"C","Class1",38,"M",66.159,86.472,29.755,67.755,9.015,91.734,61.582
"K","Class1",23,"Q",56.968,90.132,29.189,54.777,10.62,92.185,60.716
"H","Class1",23,"C",58.922,88.781,25.579,55.619,-1.698,91.524,60.727
"A","Class1",28,"W",63.666,95.811,27.924,48.503,11.934,91.647,62.542
"E","Class2",36,"D",67.467,5.243,49.719,42.736,32.483,32.289,66.761
"Q","Class1",7,"W",66.854,93.323,NA,51.297,11.077,89.784,65.624
"P","Class2",28,"K",53.92,64.551,NA,14.642,43.823,38.997,77.804
"D","Class3",35,"K",61.563,10.264,60.842,47.163,85.166,80.537,44.183
"F","Class4",46,"T",31.292,77.652,52.736,48.779,54.473,65.226,62.805
"K","Class1",31,"W",64.288,95.522,24.593,49.008,10.608,92.704,62.592
"H","Class1",19,"W",57.07,91.189,31.658,72.253,12.245,91.222,62.708
"C","Class1",38,"M",54.63,93.256,28.571,47.648,9.517,90.738,67.517
"I","Class5",71,"I",48.918,29.307,17.51,37.043,58.979,13.511,66.94
"B","Class5",71,"I",25.75,27.624,NA,39.809,85.299,11.93,35.825
"I","Class3",32,"Y",-2.905,10.61,60.11,91.573,76.259,86.752,35.031
"I","Class3",32,"I",64.001,10.989,61.848,79.535,89.84,80.558,33.921
"D","Class3",32,"K",26.528,11.893,39.422,84.905,84.454,82.102,28.521
"C","Class1",27,"K",55.999,86.106,26.626,61.891,7.453,89.88,60.395
"J","Class3",32,"I",78.5,10.034,4.929,60.439,78.198,86.567,33.269
"O","Class3",30,"O",74.824,11.517,NA,68.251,87.771,75.859,46.747
"T","Class4",31,"U",56.818,80.304,13.315,49.332,59.49,49.057,60.13
"L","Class5",71,"F",57.564,27.195,17.48,9.146,75.255,11.311,34.284
"U","Class5",68,"X",44.651,24.353,NA,56.578,80.091,9.806,35.46
"Q","Class2",40,"J",53.798,29.318,43.374,45.707,50.867,14.977,86.775
"A","Class1",16,"K",55.145,84.768,27.084,54.555,8.809,90.836,66.612
"E","Class2",40,"I",49.843,27.483,66.854,16.726,36.526,34.547,79.529
"N","Class4",59,"T",88.954,30.6,42.984,47.248,60.315,53.414,68.557
"B","Class5",70,"H",48.944,28.011,12.815,72.369,63.571,10.935,66.963
"A","Class1",27,"K",60.083,94.85,26.205,50.299,6.964,89.921,65.925
"K","Class1",16,"Q",63.457,92.592,31.083,67.283,9.246,91.063,66.535
"U","Class5",71,"H",19.134,30.831,17.057,68.77,73.19,10.215,44.234
"B","Class5",70,"F",50.446,30.953,20.538,17.442,63.029,NA,29.38
"P","Class2",33,"D",77.326,33.165,50.924,33.027,39.759,41.061,46.02
"E","Class2",38,"I",68.735,46.455,57.207,47.458,43.035,25.418,65.938
"B","Class5",70,"X",36.541,28.812,12.104,20.498,79.003,11.474,58.053
"L","Class5",72,"F",66.935,29.543,15.146,12.135,77.949,9.526,53.126
"X","Class2",40,"I",62.843,3.959,50.93,34.854,38.965,19.312,63.27
"C","Class1",33,"Q",64.497,88.149,NA,61.191,3.37,91.414,61.472
"A","Class1",13,"C",59.633,93.149,27.839,57.432,4.584,89.317,60.709
"T","Class4",47,"H",67.922,9.538,66.617,48.732,55.747,34.566,57.821
"P","Class3",35,"O",0.863,10.87,NA,85.425,88.744,82.08,21.045
"X","Class2",30,"D",75.819,9.851,53.619,38.9,51.623,36.723,54.659
"L","Class5",70,"Y",41.941,28.345,16.88,28.151,73.026,9.525,62.809
"M","Class4",52,"T",69.92,67.284,77.118,51.548,51.877,38.851,76.204
"K","Class1",30,"M",72.084,85.57,28.354,55.317,4.535,90.755,61.966
"I","Class5",68,"X",37.792,28.179,12.782,8.414,82.55,10.722,29.547
"U","Class5",72,"X",27.466,30.323,13.824,6.764,66.214,10.856,61.825
"U","Class5",68,"X",80.168,30.274,11.605,57.461,79.964,11.863,46.317
"L","Class5",69,"X",32.142,25.919,10.264,28.451,89.305,11.259,61.69
"P","Class2",36,"A",75.936,45.445,48.368,44.674,41.145,16.026,46.934
"P","Class2",36,"A",63.197,26.049,61.575,48.401,36.616,39.887,82.509
"E","Class2",32,"D",78.036,13.628,62.373,46.756,48.691,NA,69.556
"Z","Class5",68,"Y",58.009,25.516,8.227,65.277,97.479,12.301,40.022
"H","Class2",27,"J",57.63,57.524,48.62,50.987,38.322,32.785,66.432
"H","Class2",39,"K",66.443,41.427,47.117,22.805,42.073,13.668,54.155
"Q","Class1",30,"W",57.136,96.307,NA,72.098,3.615,91.873,65.121
"I","Class5",72,"H",28.11,25.962,12.817,65.043,62.146,10.399,35.355
"B","Class5",71,"Y",19.067,30.038,15.641,42.219,65.077,11.549,47.818
"Q","Class2",36,"I",79.943,18.956,51.246,28.116,51.342,41.807,43.346
