"Output10","CES1","DTC2","VDM3","KMC4","NVK5","TXO6","JMA7","RYZ8","ECP9","GJD10","MQI11","AQX12"
"Class1",95.344,"H","P",33.147,NA,75.542,111.34,64,40.303,34.836,47.591,94
"Class4",75.085,"K","Y",33.555,23.634,36.605,95.688,4,86.302,12.581,39.435,71
"Class2",79.836,"Y","A",31.559,13.082,33.082,87.543,54,53.703,54.915,47.935,28
"Class2",87.672,"I","Q",7.317,7.529,78.209,87.074,28,57.038,63.925,41.735,36
"Class4",70.727,"L","D",21.463,14.9,40.644,83.14,10,62.172,8.442,42.554,44
"Class5",84.363,"N","I",12.494,31.288,82.471,49.129,11,72.202,69.733,16.127,75
"Class3",96.886,"P","I",14.834,34.449,44.337,35.875,56,80.796,40.724,57.776,71
"Class5",95.651,"K","Q",17.982,73.243,62.001,53.088,11,77.394,59.455,20.118,78
"Class1",81.525,"L","X",31.847,92.997,79.687,89.932,57,37.872,61.794,NA,83
"Class3",53.617,"C","I",17.381,44.02,44.252,19.819,58,83.03,33.906,52.653,72
"Class5",61.76,"S","Q",17.618,40.96,74.171,58.907,11,86.714,50.449,NA,74
"Class2",83.822,"J","Z",6.634,21.132,37.678,87.495,55,57.267,34.96,52.146,38
"Class1",90.75,"P","X",32.613,46.342,56.912,42.636,58,32.256,70.196,48.238,90
"Class1",93.353,"L","X",33.861,79.665,79.346,61.318,60,37.357,37.313,NA,30
"Class1",94.065,"T","C",34.095,66.763,56.188,89.473,66,35.053,43.13,44.95,98
"Class2",88.976,"A","P",20.402,32.689,27.285,88.265,44,67.17,40.484,44.07,19
"Class4",79.805,"K","C",46.978,15.886,38.953,89.751,2,55.773,14.982,46.909,14
"Class4",78.247,"Q","Y",42.298,10.391,42.815,84.996,7,54.778,46.242,44.624,54
"Class3",88.18,"P","I",14.025,38.596,34.493,25.194,42,81.644,47.945,50.381,72
"Class3",83.812,"P","C",14.659,51.479,54.532,80.51,75,83.562,44.44,55.741,69
"Class2",77.957,"Y","P",13.692,37.288,30.475,87.569,60,69.125,45.078,54.002,21
"Class1",95.863,"L","C",32.495,77.355,85.463,8.541,59,36.859,77.664,39.151,73
"Class1",87.253,"X","U",33.805,53.246,77.112,35.469,58,36.801,61.334,42.509,48
"Class2",87.263,"K","P",13.293,13.984,23.183,87.252,41,58.78,28.643,46.178,35
"Class2",84.033,"K","P",21.288,29.823,76.991,87.371,45,62.739,37.153,57.172,16
"Class2",76.011,"J","Q",2.928,16.712,48.249,87.529,77,75.587,28.436,NA,24
"Class5",96.799,"K","D",15.786,NA,65.038,55.743,11,77.239,50.26,40.654,67
"Class1",93.162,"T","R",32.209,NA,71.89,85.113,62,37.162,67.442,50.321,31
"Class5",65.449,"A","Q",25.21,50.553,70.385,49.344,10,53.712,60.139,44.396,54
"Class3",97.405,"C","I",14.623,51.121,35.496,3.275,25,83.989,44.958,56.859,69
"Class2",85.057,"I","Z",28.021,14.932,16.174,88.16,80,52.669,44.257,35.282,31
"Class1",89.116,"L","P",33.742,85.203,54.933,40.684,57,32.54,39.072,48.522,59
"Class1",90.271,"L","U",32.263,NA,78.67,31.79,55,40.474,23.504,38.946,27
"Class1",84.479,"T","X",34.44,78.372,85.622,76.791,52,37.028,26.95,41.361,36
"Class5",68.374,"O","I",24.297,24.336,61.741,54.251,11,45.948,76.779,40.662,77
"Class4",73.635,"V","Y",21.581,5.548,37.533,80.782,2,86.731,50.529,43.482,58
"Class5",86.085,"S","D",19.842,44.465,66.563,50.822,11,63.123,58.313,51.613,58
"Class5",66.876,"K","D",29.691,33.261,57.286,50.335,10,67.74,50.855,57.721,75
"Class4",70.099,"Q","C",16.297,16.716,41.407,93.264,10,89.074,14.379,44.807,18
"Class2",86.937,"K","P",18.879,26.197,39.755,87.658,92,64.423,68.446,49.663,24
"Class4",70.795,"L","S",7.084,7.47,43.535,88.574,9,71.804,42.888,38.812,52
"Class5",64.775,"S","E",17.729,69.815,83.01,62.321,12,52.22,71.606,2.309,63
"Class4",71.276,"L","C",13.198,19.336,39.704,90.297,13,54.68,19.378,44.41,45
"Class5",83.241,"O","I",22.902,NA,80.273,49.956,12,69.586,56.689,47.22,61
"Class4",77.178,"U","C",41.075,8.01,37.69,87.049,23,72.227,27.743,50.621,11
"Class3",78.442,"K","L",15.15,44.398,52.684,28.77,51,82.759,59.489,53.118,72
"Class3",86.701,"F","I",13.017,57.722,39.819,-24.79,56,80.215,30.841,50.988,70
"Class5",65.956,"A","I",26.163,36.122,58.572,58.878,12,70.286,62.835,42.566,71
"Class1",93.145,"T","P",32.782,52.904,70.246,107.105,61,39.238,30.351,35.503,66
"Class3",78.895,"C","C",12.131,52.447,39.819,40.315,78,82.667,19.398,52.691,69
"Class4",74.752,"Q","S",20.415,21.851,43.895,83.335,18,55.364,47.61,42.372,53
"Class4",76.088,"U","Y",30.521,14.117,38.999,87.086,16,85.181,42.231,38.766,76
"Class2",76.251,"K","Q",7.977,-0.248,34.769,87.719,74,60.844,51.116,45.264,42
"Class4",76.674,"V","C",25.75,14.23,38.186,83.956,5,60.213,18.202,45.977,25
"Class1",74.015,"T","P",33.112,99.15,73.095,21.383,59,36.978,36.88,40.214,47
"Class5",61.812,"A","Q",11.807,27.685,65.207,52.44,11,86.152,62.66,35.24,66
"Class1",79.791,"P","P",32.674,NA,75.682,26.993,63,40.194,78.801,49.05,43
"Class4",79.442,"Q","S",18.972,11.927,38.567,80.172,10,88.09,9.333,37.174,35
"Class1",93.094,"X","X",33.34,44.801,53.772,49.837,66,33.468,45.164,46.686,75
"Class1",75.117,"T","C",32.755,66.851,58.758,51.492,65,38.569,51.777,26.571,78
"Class5",66.192,"N","Y",13.579,45.96,82.625,49.486,11,68.128,53.408,48.014,73
"Class2",77.111,"J","C",9.804,NA,20.736,87.596,92,52.693,72.504,57.506,15
"Class5",74.867,"O","E",21.467,31.085,75.501,51.341,10,63.443,65.914,41.971,78
"Class4",77.761,"V","S",42.498,7.003,37.771,86.582,10,68.836,34.283,36.294,68
"Class5",86.422,"A","D",28.546,10.842,77.632,49.732,12,72.266,48.819,22.708,55
"Class1",75.338,"X","U",33.246,78.268,61.029,63.002,63,39.885,41.065,35.989,58
"Class4",80.972,"V","D",61.9,16.178,37.994,83.719,12,53.741,43.684,46.065,63
"Class2",75.777,"Y","C",8.775,9.365,59.646,87.411,62,58.806,66.548,42.275,36
"Class5",73.993,"N","Y",22.926,14.066,85.227,44.562,12,79.602,72.597,15.712,71
"Class3",56.658,"P","N",14.474,43.591,57.391,54.988,47,80.475,60.173,59.497,68
"Class5",66.015,"O","E",21.863,67.241,80.959,38.951,11,63.779,55.006,31.973,79
"Class5",85.315,"A","E",18.644,NA,65.112,44.964,12,44.379,61.729,51.935,52
"Class2",87.044,"Y","A",9.574,-24.67,35.44,87.452,40,70.399,37.382,55.799,18
"Class4",71.962,"K","C",35.395,9.193,41.753,88.962,18,52.762,41.638,40.015,63
"Class2",77.317,"I","P",22.02,26.248,39.918,87.699,69,59.061,37.213,51.742,24
"Class1",74.8,"H","C",32.587,65.727,57.601,-13.417,54,35.308,38.666,38.619,86
"Class5",94.429,"O","E",31.064,31.263,61.026,50.648,12,53.233,58.709,16.413,71
"Class4",69.768,"L","S",24.437,6.51,39.821,93.225,6,82.179,8.895,38.611,36
"Class3",71.061,"P","N",15.214,61.564,53.103,58.917,55,82.283,48.131,57.202,71
"Class2",80.055,"K","A",19.591,18.32,58.213,87.365,85,60.143,71.469,38.825,27
"Class2",77.205,"K","A",14.749,7.543,33.937,87.549,60,54.335,46.339,NA,30
"Class1",96.757,"L","R",33.679,68.656,80.224,62.497,55,33.253,51.863,42.788,43
"Class2",77.096,"I","Z",32.145,29.51,31.401,88.156,85,69.162,37.967,40.918,22
"Class1",82.516,"L","R",32.873,51.157,86.265,47.071,52,36.209,74.897,30.44,83
"Class3",62.994,"C","J",16.619,NA,49.846,71.851,35,80.443,50.981,58.143,73
"Class2",83.8,"I","A",28.248,5.606,25.115,87.651,89,68.623,37.806,42.744,20
"Class5",81.831,"N","I",13.076,5.8,76.915,50.896,10,64.082,51.702,46.508,67
"Class3",67.541,"C","C",14.669,54.77,57.37,49.846,73,80.799,37.883,48.577,72
"Class4",76.997,"V","C",42.014,13.571,35.483,91.185,1,84.102,11.583,39.838,11
"Class5",77.319,"A","I",17.688,60.89,59.649,48.63,11,76.657,53.31,49.642,63
"Class5",73.195,"A","Y",17.425,40.309,58.996,50.696,12,85.267,53.425,28.275,71
"Class1",86.324,"T","C",33.646,86.212,84.159,68.841,56,35.601,61.017,38.342,52
"Class4",70.021,"L","S",29.702,10.601,38.073,86.237,22,65.755,49.578,40.179,31
"Class3",65.361,"K","N",15.762,47.195,53.781,39.97,43,80.673,56.803,48.338,70
"Class1",75.32,"H","R",34.264,77.091,85.304,107.592,67,37.276,61.219,53.408,96
"Class2",81.782,"I","A",15.617,7.985,52.656,87.678,40,54.304,22.362,51.959,31
"Class2",79.485,"K","Q",31.713,56.985,65.311,87.803,41,70.613,71.171,38.61,17
"Class2",83.192,"A","P",15.942,NA,46.268,87.211,82,61.344,50.674,44.147,30
"Class4",72.487,"K","C",43.62,20.983,39.258,100.862,6,66.777,50.865,47.629,16
"Class3",59.123,"R","I",15.14,51.927,52.075,36.376,45,81.293,23.659,48.668,72
"Class2",75.567,"Y","C",12.218,26.539,19.941,87.703,48,66.874,47.874,48.892,23
"Class3",66.688,"F","C",12.84,59.434,38.37,78.096,38,79.454,43.493,51.12,69
"Class2",85.479,"I","C",25.362,13.413,69.393,87.835,43,68.914,70.716,32.116,35
"Class3",63.609,"P","L",13.64,45.771,35.598,56.776,74,80.563,22.44,48.897,72
"Class2",86.77,"A","Q",16.288,19.742,73.936,87.188,74,73.81,35.938,52.763,21
"Class3",55.057,"R","N",14.718,45.523,49.241,42.949,25,81.326,29.852,49.116,69
"Class4",71.187,"L","C",31.706,10.825,42.018,87.14,6,61.263,27.063,40.512,75
"Class3",71.515,"C","J",13.424,41.092,28.048,42.266,41,80.727,39.133,53.024,72
"Class1",73.646,"P","U",32.889,NA,66.462,30.416,66,40.648,61.004,54.502,63
"Class3",76.885,"P","I",14.828,NA,34.616,33.254,57,79.621,59.614,52.718,70
"Class5",75.437,"K","E",18.629,13.287,65.641,47.251,11,52.071,74.623,35.701,74
"Class5",64.484,"N","Q",22.643,26.869,72.791,52.703,10,47.285,66.683,25.784,63
"Class3",79.438,"C","I",14.372,46.201,40.668,64.044,56,83.693,50.598,51.575,70
"Class5",65.971,"S","I",23.258,55.706,58.322,49.205,10,73.971,49.831,56.415,62
"Class4",79.723,"U","C",47.186,11.989,35.828,87.977,21,79.467,19.21,43.414,22
"Class1",90.673,"H","C",33.619,64.469,57.385,10.623,61,38.786,55.809,56.526,39
"Class4",79.437,"K","C",26.648,18.328,35.966,86.983,26,54.669,13.03,45.955,73
"Class5",67.721,"O","Q",29.231,NA,59.059,56.352,10,65.786,59.07,24.533,64
"Class3",90.457,"F","L",15.322,46.151,40.156,-3.515,40,80.266,22.12,53.099,68
"Class2",87.029,"A","Q",20.112,51.238,23.369,86.913,92,64.723,59.854,41.409,24
"Class2",78.518,"I","P",19.567,18.946,41.549,87.304,88,66.306,38.679,45.579,27
"Class3",72.434,"P","J",15.069,58.536,48.447,49.211,39,81.216,19.239,60.819,73
"Class3",84.624,"R","I",12.61,45.204,39.098,63.083,23,83.163,33.003,54.58,69
"Class3",95.612,"C","J",15.103,55.278,55.875,52.485,51,79.524,56.042,53.398,69
"Class1",92.45,"T","C",32.905,97.726,65.482,56.676,54,39.119,42.809,50.029,81
"Class1",85.259,"L","P",33.305,98.669,68.649,52.099,62,37.87,75.692,39.729,55
"Class4",75.743,"K","Y",22.252,24.042,38.212,81.541,1,68.89,45.951,47.017,66
"Class5",82.844,"K","Y",18.465,46.523,79.617,50.629,11,85.42,54.996,33.131,74
"Class1",83.363,"T","C",33.734,46.158,67.631,99.183,58,33.088,36.586,58.671,41
"Class2",85.243,"K","C",16.55,20.879,32.479,87.328,35,54.705,28.917,49.057,43
"Class3",88.573,"R","N",13.23,49.018,50.698,38.892,52,82.808,24.831,54.157,70
"Class4",72.35,"Q","G",19.488,13.019,40.159,93.023,20,82.98,28.681,40.191,42
"Class1",97.2,"L","U",33.913,81.685,61.384,14.223,56,38.116,57.921,50.051,77
"Class4",75.689,"V","Y",21.452,19.554,36.649,83.578,5,80.695,37.842,41.994,62
"Class3",78.845,"F","J",14.454,49.021,51.87,88.139,57,81.065,24.493,60.855,70
"Class2",81.391,"Y","A",21.364,16.864,16.047,87.384,85,61.022,25.423,47.755,17
"Class1",94.403,"H","X",32.581,NA,62.525,9.523,53,40.826,46.276,38.574,88
"Class4",71.339,"Q","S",30.175,10.646,35.994,88.269,13,79.821,30.095,52.955,24
"Class3",93.873,"R","L",12.532,44.616,27.583,22.508,71,81.328,25.277,49.58,70
"Class3",99.532,"F","C",11.98,46.494,54.322,18.581,71,81.122,61.383,54.595,71
"Class2",74.304,"I","Z",27.348,15.353,13.249,87.562,65,75.608,56.483,43.449,25
"Class2",84.484,"K","C",9.144,14.459,47.062,87.886,28,59.116,21.952,41.409,16
"Class2",76.711,"A","A",23.649,19.216,52.768,87.135,58,63.216,71.239,NA,34
"Class1",78.697,"L","R",32.878,NA,59.19,-6.43,61,35.673,30.161,29.224,46
"Class5",85.775,"S","D",27.129,29.213,66.177,43.506,10,56.181,74.85,17.735,73
"Class5",68.366,"N","Q",23.586,31.039,64.463,54.48,12,69.26,65.294,82.638,63
"Class2",83.865,"Y","A",23.252,13.173,55.811,87.273,68,69.578,35.149,36.201,34
"Class1",72.846,"H","X",32.422,85.825,84.54,-3.068,54,32.963,56.282,47.296,82
"Class5",63.174,"N","Q",28.127,29.903,58.382,55.619,11,86.102,48.947,47.866,58
"Class1",96.875,"T","C",33.291,75.091,67.506,21.933,57,33.374,75.422,50.819,41
"Class5",81.002,"K","D",18.271,41.639,69.936,51.449,10,70.566,60.572,NA,56
"Class4",70.281,"U","D",46.403,17.391,39.396,93.322,10,63.991,29.69,43.247,25
"Class1",92.835,"H","P",33.358,58.992,81.57,-5.579,67,34.736,28.676,47.425,68
"Class5",93.919,"K","E",28.216,-1.269,83.588,48.773,12,68.585,67.998,48.08,54
"Class4",70.312,"Q","D",44.735,21.405,37.416,86.298,20,50.117,50.96,41.635,45
"Class1",84.09,"L","R",34.192,60.417,78.401,59.131,65,33.597,62.1,46.675,49
"Class5",83.83,"O","E",23.471,48.448,70.043,51.444,10,74.023,59.248,26.537,64
"Class2",82.085,"I","Q",25.864,22.208,63.325,87.239,62,60.192,48.735,45.263,34
"Class1",97.118,"H","C",32.761,44.678,77.571,32.517,64,32.663,66.348,39.074,65
"Class4",77.556,"K","S",49.346,19.497,38.269,86.719,5,56.54,33.271,48.645,23
"Class3",71.192,"C","C",12.51,27.338,46.552,-18.828,53,83.792,38.173,52.766,69
"Class1",87.467,"P","R",32.938,81.638,77.947,52.144,57,40.119,77.839,46.645,74
"Class3",78.392,"C","C",14.491,52.503,30.521,38.726,20,80.019,38.198,53.214,69
"Class1",97.974,"T","P",32.513,61.073,51.733,102.006,57,33.598,76.58,37.591,70
"Class2",84.501,"J","Q",13.564,68.048,46.374,87.463,65,71.254,21.669,44.992,41
"Class3",94.725,"C","C",13.343,47.696,35.698,34.941,62,82.46,26.116,50.151,70
"Class3",68.578,"F","L",14.428,49.242,54.472,80.126,36,82.216,52.689,50.148,73
"Class5",92.498,"A","Q",17.297,24.403,81.935,58.038,10,80.412,61.939,51.737,62
"Class5",66.548,"N","Y",22.68,67.966,63.545,51.849,11,53.55,48.076,43.573,65
"Class2",86.93,"A","P",4.048,38.441,50.44,86.896,48,61.226,73.906,35.322,37
"Class2",77.788,"I","A",4.173,14.12,69.503,87.325,85,52.504,54.69,50.681,18
"Class3",54.33,"R","I",15.372,41.918,55.687,26.932,72,82.313,22.006,56.607,72
"Class5",68.083,"O","Q",16.868,15.987,76.479,51.751,12,60.021,62.233,51.107,52
"Class1",76.871,"T","C",33.117,78.368,81.275,58.562,65,38.901,50.038,41.647,53
"Class5",87.611,"K","E",19.24,29.067,69.07,49.838,10,70.597,60.264,NA,56
"Class1",97.313,"T","X",32.858,60.28,51.041,61.704,67,37.625,55.75,42.208,89
"Class4",71.485,"U","S",26.432,9.697,40.389,80.698,26,75.544,33.972,48.178,59
"Class5",76.35,"N","Q",8.492,27.802,78.125,48.695,10,71.527,56.71,31.712,60
"Class1",91.078,"P","X",31.479,64.414,86.358,78.499,53,33.39,54.767,36.992,63
"Class3",91.322,"K","J",12.869,46.917,47.627,34.422,40,79.287,49.619,55.379,70
"Class3",89.464,"K","C",14.107,48.526,36.604,29.387,45,81.752,48.17,49.696,70
"Class1",84.506,"X","P",33.545,82.625,77.052,86.847,62,40.431,80.01,36.44,75
"Class2",86.373,"Y","Z",20.366,-6.132,55.235,87.288,84,55.656,54.026,50.054,29
"Class2",74.291,"K","C",24.782,-2.634,73.905,87.533,84,62.238,39.273,NA,20
"Class3",94.347,"K","N",14.935,41.095,40.762,69.773,55,83.166,32.096,55.278,71
"Class4",80.548,"L","S",29.361,-3.822,41.945,83.254,25,86.962,21.913,44.401,52
"Class4",71.483,"Q","G",40,14.569,39.502,86.554,18,53.228,17.817,49.189,61
"Class4",78.727,"K","S",44.933,16.694,37.633,90.986,15,70.671,31.892,42.824,68
"Class3",69.367,"C","J",13.984,57.334,36.68,24.366,66,81.686,43.371,53.542,73
"Class3",63.36,"F","L",14.455,50.647,48.51,53.731,35,82.353,14.943,54.596,71
"Class5",61.46,"N","Y",11.423,35.965,71.8,53.468,11,60.256,74.989,39.106,53
"Class2",83.902,"K","Z",13.924,42.083,65.482,87.168,70,73.379,51.408,55.392,36
"Class2",77.678,"A","Q",33.38,33.787,28.642,87.408,44,59.85,50.141,53.22,45
"Class2",87.836,"K","C",20.444,25.512,62.23,88.199,67,63.843,46.823,52.861,35
"Class2",77.965,"A","A",15.766,54.84,61.382,87.748,52,66.1,56.329,51.714,31
"Class4",70.503,"K","D",25.786,14.598,40.236,89.76,14,57.801,8.865,48.137,35
"Class1",75.344,"P","C",32.95,67.785,58.119,16.362,62,32.807,44.152,51.973,26
"Class1",94.383,"L","P",33.269,NA,62.95,-1.97,67,33.363,48.815,NA,89
"Class4",79.529,"V","G",30.522,7.117,41.381,84.745,10,50.937,43.287,47.479,20
"Class2",84.67,"K","A",13.659,8.778,35.891,87.882,41,65.436,20.912,46.836,17
"Class3",65.738,"R","J",13.244,52.457,47.444,41.328,28,83.058,17.047,46.547,68
"Class2",81.35,"J","Z",18.686,15.345,47.329,86.853,29,61.142,73.96,45.331,37
"Class5",75.01,"K","Q",23.549,53.545,84.02,44.856,10,50.315,73.377,50.828,63
"Class1",84.457,"H","U",32.598,51.496,66.839,8.673,53,32.913,56.827,41.157,84
"Class2",80.727,"I","Q",13.729,43.147,20.199,87.412,70,64.184,60.113,54.661,32
"Class5",68.629,"N","Q",30.555,34.468,70.129,54.27,12,64.917,68.143,38.887,69
"Class3",50.705,"K","C",14.263,NA,40.777,11.797,77,81.161,60.804,53.044,70
"Class4",71.326,"U","D",17.723,11.575,35.879,75.004,20,53.427,19.987,45.468,32
"Class3",90.544,"P","N",12.562,46.734,45.541,64.776,56,80.415,33.63,52.278,69
"Class1",84.745,"T","P",33.698,57.932,54.63,33.101,64,37.547,67.602,45.848,26
"Class3",73.559,"K","L",13.371,58.3,47.679,36.656,48,80.378,38.813,45.571,69
"Class3",81.302,"C","I",15.669,50.462,41.274,13.183,70,83.535,51.363,45.532,69
"Class5",60.911,"O","Y",31.336,25.955,83.045,51.912,11,88.34,53.414,40.08,54
"Class1",99.325,"X","R",31.958,76.536,64.672,35.483,63,38.566,31.549,41.198,75
"Class4",72.729,"U","G",22.52,22.048,38.732,86.433,6,69.134,19.077,47.07,68
"Class5",96.423,"S","E",26.057,35.547,67.285,51.677,10,81.081,55.813,45.756,63
"Class2",77.416,"J","C",13.893,10.948,40.435,87.092,43,72.442,66.519,49.07,17
"Class2",79.128,"J","C",12.194,23.505,21.489,87.506,41,74.61,45.721,53.544,21
"Class3",77.143,"K","I",14.948,48.319,39.302,39.029,43,79.338,27.219,53.191,73
"Class2",79.547,"Y","A",7.286,-11.387,75.045,87.623,76,75.449,22.088,49.677,24
"Class4",70.128,"U","Y",26.915,7.325,35.899,89.184,24,75.59,47.625,NA,39
"Class5",75.018,"S","Y",21.386,29.819,62.68,43.057,11,97.532,64.128,47.527,67
"Class1",96.84,"H","U",33.105,51.227,57.973,66.455,66,39.937,70.423,28.93,40
"Class1",79.907,"H","X",33.614,84.414,56.743,55.77,58,38.546,58.749,44.206,65
"Class2",78.839,"J","Q",17.837,24.843,15.322,87.254,85,77.687,38.883,41.906,43
"Class5",57.162,"A","I",28.016,53.607,66.681,50.255,10,63.291,68.402,28.278,70
"Class2",82.479,"K","Z",17.855,9.678,21.971,87.67,48,74.245,30.157,52.773,36
"Class1",93.479,"P","X",33.443,93.698,68.441,26.393,56,36.736,33.361,48.512,76
"Class3",76.189,"F","I",13.46,46.699,28.532,30.288,77,79.872,31.482,55.31,72
"Class3",94.463,"K","N",15.186,47.907,54.197,39.728,46,80.659,60.691,49.414,73
"Class5",71.38,"S","E",26.781,25.79,80.103,53.712,10,79.891,63.504,31.962,63
"Class3",78.427,"F","N",15.582,34.785,48.172,69.219,71,82.202,35.642,59.586,72
"Class3",67.49,"P","C",14.418,46.553,53.097,48.812,23,82.718,21.862,48.615,69
"Class3",70.895,"R","C",14.627,40.491,50.556,24.957,43,82.034,51.828,48.613,70
"Class3",54.978,"R","L",15.865,54.036,57.688,64.546,29,80.206,27.827,NA,71
"Class3",50.959,"F","J",16.944,47.561,44.131,13.987,50,79.522,20.2,54.548,71
"Class5",91.904,"N","I",25.759,13.794,76.539,66.817,10,72.543,64.155,25.908,61
"Class2",81.906,"K","A",24.725,16.588,55.628,87.407,44,69.967,60.037,NA,31
"Class4",80.123,"L","G",24.563,23.521,41.031,82.469,15,81.682,33.821,49.925,47
"Class3",51.728,"P","J",14.785,52.857,49.273,51.618,52,82.221,50.925,56.989,70
"Class5",84.625,"N","Y",15.455,NA,59.988,42.064,10,48.043,54.803,27.589,72
"Class4",78.512,"K","Y",40.675,11.186,39.868,85.595,26,88.515,23.541,47.007,52
"Class5",76.186,"K","I",8.99,82.381,63.74,55.237,12,57.172,72.595,35.838,79
"Class1",90.123,"X","P",32.669,64.626,66.649,92.881,55,39.919,73.464,41.515,63
"Class3",72.935,"K","J",14.555,46.15,27.827,12.96,70,82.885,25.023,61.811,73
"Class4",72.252,"K","G",32.391,16.388,39.877,75.973,16,78.241,37.321,38.052,29
"Class1",92.969,"P","U",32.023,65.047,65.347,52.991,53,39.029,25.517,55.393,83
"Class3",64.802,"R","I",14.42,51.376,42.457,20.718,73,80.873,18.198,47.491,69
"Class3",96.706,"R","C",15.475,47.506,38.58,74.688,21,81.91,24.241,49.714,72
"Class3",82.449,"C","I",13.838,41.414,47.506,31.242,54,79.462,16.275,45.299,70
"Class4",69.503,"U","G",29.497,22.161,35.366,97.353,5,61.317,35.229,48.75,43
"Class3",87.801,"P","I",12.502,50.192,36.09,26.167,54,80.34,58.999,61.544,71
"Class3",75.428,"R","L",14.821,50.047,48.377,34.846,68,80.995,31.276,55.111,68
"Class5",84.209,"O","I",24.025,35.648,79.651,61.178,10,47.083,51.651,42.252,68
"Class4",73.542,"V","C",22.516,15.912,39.63,82.735,18,51.58,9.124,45.782,61
"Class5",74.142,"O","E",19.146,NA,82.303,52.692,12,78.639,62.123,48.131,66
"Class4",78.972,"U","D",39.776,15.786,38.011,83.031,23,51.56,31.896,34.22,25
"Class3",83.258,"C","C",12.369,43.846,37.861,-2.597,75,82.546,23.14,55.473,68
"Class5",69.768,"K","Y",18.653,41.937,83.188,58.353,10,92.984,63.758,5.974,59
"Class1",95.039,"L","R",32.98,61.477,63.695,41.803,55,37.345,43.497,43.354,72
"Class2",85.567,"Y","Q",22.341,15.616,24.745,87.678,61,73.288,69.446,41.218,36
"Class4",72.165,"V","G",26.978,12.416,37.396,92.181,8,55.403,49.971,39.376,72
"Class4",77.037,"U","D",41.912,7.717,42.214,90.094,21,49.503,8.177,41.897,13
"Class1",89.684,"X","U",33.059,57.271,80.794,26.502,52,40.26,75.851,36.631,53
"Class5",73.778,"A","Q",19.739,26.198,76.318,58.329,11,57.845,63.249,38.591,79
"Class1",90.139,"H","U",34.201,63.919,68.271,77.786,67,39.942,71.545,42.916,62
"Class1",81.543,"L","U",33.785,56.662,70.595,37.376,64,40.749,33.864,44.655,94
"Class4",78.931,"K","Y",38.15,25.49,39.803,84.609,2,85.163,7.475,39.293,12
"Class3",54.454,"K","L",14.294,47.398,39.946,4.843,30,79.515,26.502,60.231,68
"Class1",88.696,"P","R",33.756,68.56,74.113,75.421,53,35.571,38.938,55.419,27
"Class4",77.335,"L","S",12.635,10.572,43.796,82.246,18,61.666,17.543,46.012,39
"Class4",70.936,"V","D",37.307,3.869,39.674,81.072,11,64.214,20.462,36.37,79
"Class3",83.532,"C","N",12.76,50.207,40.014,4.611,57,80.996,61.406,53.477,69
"Class1",89.709,"H","U",33.157,64.274,51.064,88.597,60,36.036,48.12,44.653,29
"Class1",77.926,"P","R",33.071,61.348,80.356,67.088,65,35.283,55.949,53.805,50
"Class4",70.872,"K","G",40.721,4.242,37.681,72.088,21,61.225,30.215,46.296,59
"Class4",69.677,"L","D",33.256,14.912,36.859,87.989,17,89.572,41.748,38.763,42
"Class5",82.901,"O","E",12.36,-12.079,60.809,42.797,12,68.207,65.364,23.709,62
"Class3",56.132,"F","L",13.506,45.256,33.809,2.488,49,83.053,59.4,54.767,71
