"XAV1","FJW2","AFV3","Output6","PNS4","UXD5","QSY6","XGK7","LBV8","HGE9","WSX10","PVB11","TXH12"
54.61,58.187,47.378,"Class1","X","Q",82,48,33.04,29.951,69.746,14.194,79.172
56.537,48.254,61.316,"Class1","X","N",80,47,62.805,25.83,18.166,60.779,81.794
80.527,35.809,27.77,"Class3","I","F",42,40,78.314,29.33,29.177,69.489,86.066
70.52,9.898,44.247,"Class5","D","X",49,87,58.319,36.148,45.814,34.344,-2.488
66.346,61.846,51.62,"Class1","L","Q",53,49,60.968,27.242,42.551,49.451,80.374
31.491,-0.998,37.723,"Class5","N","P",50,88,8.353,12.948,24.16,31.02,19.663
68.996,43.334,94.965,"Class4","U","B",67,43,55.364,52.192,73.214,58.587,3.345
65.375,43.951,75.34,"Class4","H","S",65,40,63.195,54.261,50.376,50.322,2.994
64.053,43.576,76.133,"Class4","S","I",67,54,60.257,52.263,67.189,79.961,2.8
79.849,48.113,29.946,"Class3","Q","S",39,27,78.597,28.524,30.874,23.635,82.957
75.962,NA,47.113,"Class5","N","Z",50,88,70.689,39.906,35.691,31.844,30.778
26.596,5.448,20.285,"Class2","K","Y",18,66,43.414,34.439,78.19,33.201,52.715
39.509,NA,57.691,"Class2","J","J",24,42,40.467,53.094,77.382,92.777,49.487
75.57,44.055,31.248,"Class3","S","F",42,31,80.323,25.239,15.467,33.414,78.237
41.775,13.838,14.091,"Class2","J","Z",18,53,46.013,43.648,89.048,30.902,55.694
67.542,41.001,21.648,"Class3","C","F",42,25,87.155,34.069,14.285,33.056,85.361
44.631,12.474,42.645,"Class5","I","P",52,87,49.592,49.069,29.277,32.289,14.079
62.574,50.251,38.223,"Class1","U","D",60,47,64.209,29.816,70.145,26.93,81.037
62.787,26.815,32.67,"Class3","C","S",43,31,80.263,25.477,22.753,40.324,78.15
83.865,NA,21.157,"Class3","Q","F",38,36,80.077,17.57,-9.717,36.813,86.886
56.682,54.76,79.154,"Class4","F","Z",63,40,80.263,51.573,62.529,52.977,2.07
42.647,61.239,70.466,"Class2","K","Z",16,81,46.25,40.404,61.102,70.892,66.325
59.536,54.577,48.317,"Class4","U","S",61,48,50.645,52.368,60.697,43.312,2.826
70.266,45.251,23.782,"Class3","I","F",41,42,81.48,23.234,44.909,68.717,79.939
58.904,43.2,81.536,"Class4","H","Z",63,46,67.556,52.753,41.824,84.677,2.534
74.243,39.677,30.636,"Class3","K","F",40,38,87.505,48.328,36.798,25.276,78.271
59.64,90.716,62.593,"Class1","G","K",81,47,43.728,29.681,40.13,76.842,85.338
69.268,69.132,86.152,"Class1","D","Q",54,51,20.005,26.402,19.713,48.381,78.576
66.052,51.697,90.887,"Class4","G","S",62,43,69.351,53.895,76.786,80.438,3.072
72.997,55.053,17.807,"Class3","S","S",40,39,81.546,19.755,18.066,37.261,77.413
18.238,-39.776,87.874,"Class2","K","Z",18,69,39.987,31.128,57.878,22.099,64.993
33.443,12.518,60.595,"Class5","S","X",54,85,56.927,38.397,36.646,33.532,38.688
56.58,45.302,54.024,"Class4","G","Z",62,43,32.612,54.016,44.505,38.167,0.587
18.076,62.373,56.614,"Class2","F","J",19,52,44.238,38.664,64.997,57.615,60.261
62.839,37.326,57.597,"Class4","G","S",64,41,78.033,51.051,39.497,33.745,3.216
77.388,89.437,43.872,"Class1","X","D",63,52,57.384,25.12,58.776,44.016,73.028
61.536,37.465,60.632,"Class4","H","S",64,50,75.192,54.686,24.732,50.388,2.511
57.397,34.756,65.114,"Class4","U","B",63,50,11.975,54.659,89.757,53.428,3.636
63.219,46.318,17.546,"Class3","Q","S",40,42,85.772,47.308,29.925,29.662,101.919
73.701,39.698,31.725,"Class3","S","F",38,39,81.706,37.088,54.706,46.527,92.442
60.079,5.308,34.106,"Class5","I","X",54,87,17.248,41.789,27.413,31.131,22.397
81.192,38.591,27.24,"Class3","I","F",40,44,83.684,43.366,66.119,58.202,83.235
79.964,68.239,50.871,"Class1","L","N",51,47,24.64,28.532,10.042,87.166,83.61
42.233,45.703,40.3,"Class2","K","P",23,56,47.331,24.403,53.14,92.882,64.686
NA,49.91,29.7,"Class3","K","O",40,24,83.648,39.17,15.506,28.106,79.736
77.638,43.892,16.003,"Class3","C","F",41,21,87.229,50.368,76.258,55.703,88.832
21.18,7.173,51.133,"Class5","D","K",54,85,74.689,52.902,4.287,31.794,27.755
8.057,22.789,44.305,"Class5","D","X",52,86,63.776,29.774,14.581,35.563,30.098
67.728,71.761,87.664,"Class1","D","K",70,52,20.658,26.933,71.705,74.903,77.658
52.346,46.81,66.588,"Class4","F","J",62,39,50.151,55.483,44.72,41.963,1.764
36.518,51.867,30.657,"Class2","J","Z",8,39,50.634,40.443,66.633,28.061,42.327
81.087,48.589,21.855,"Class3","Q","O",39,18,87.757,33.163,27.327,15.745,77.523
NA,36.39,26.986,"Class3","Q","F",38,39,80.831,17.423,35.827,35.427,76.392
75.064,79.907,82.133,"Class1","U","L",73,52,54.205,25.56,28.497,31.427,82.452
67.488,21.172,19.279,"Class3","K","O",43,18,86.01,22.412,42.983,29.165,67.567
15.967,44.897,47.998,"Class2","H","J",16,56,39.38,59.601,65.159,56.959,65.36
17.87,38.006,45.252,"Class2","J","S",18,72,43.11,59.514,55.054,43.908,49.823
63.534,51.107,19.879,"Class3","Q","S",37,21,83.9,46.309,32.111,28.745,81.533
69.216,65.297,80.167,"Class1","U","Q",44,48,41.981,25.172,11.906,38.522,80.742
61.542,35.038,16.418,"Class3","I","O",47,46,83.853,24.156,38.146,17.037,79.693
58.239,43.084,63.963,"Class4","H","Z",63,42,48.923,52.843,56.971,90.601,2.241
71.395,39.672,25.098,"Class3","Q","J",43,21,80.39,29.381,34.336,35.598,77.269
23.722,7.556,88.621,"Class2","F","J",17,25,39.301,29.714,61.052,55.612,57.772
54.365,51.564,50.487,"Class1","L","D",67,49,41.009,28.626,53.302,89.413,82.259
69.27,40.795,40.129,"Class1","G","K",38,51,65.044,29.564,46.138,72.203,79.771
64.235,43.698,21.261,"Class3","K","J",43,18,86.183,46.24,25.4,46.473,104.487
61.339,NA,82.546,"Class4","F","Z",65,59,23.487,55.521,83.326,67.186,2.246
58.186,53.841,25.968,"Class3","K","J",41,19,79.769,27.076,79.169,18.295,76.624
NA,37.43,25.721,"Class3","K","O",42,31,83.269,26.762,50.028,64.286,79.945
12.082,6.066,43.739,"Class5","Y","P",51,86,21.328,28.398,31.74,35.074,34.154
79.648,55.396,22.361,"Class3","I","F",43,35,79.301,24.028,13.985,27.05,84.035
33.282,-4.37,2.188,"Class2","F","P",12,50,38.759,23.251,68.521,68.277,43.624
64.239,107.222,81.133,"Class1","L","K",67,47,33.952,26.033,56.16,55.443,84.493
60.169,31.981,27.801,"Class3","C","O",45,37,80.679,42.462,81.485,53.096,71.517
69.987,33.491,21.756,"Class3","S","O",46,22,85.969,23.978,51.693,29.04,80.808
41.504,59.83,12.176,"Class2","F","P",26,42,38.771,46.904,57.235,72.624,59.756
38.024,6.75,51.85,"Class5","S","X",54,87,58.361,40.437,13.613,35.372,36.687
51.257,36.615,93.441,"Class4","G","J",67,41,24.791,52.312,61.078,99.215,2.096
58.183,35.622,25.466,"Class3","I","F",39,36,81.933,16.911,21.482,50.776,80.672
57.004,42.39,63.949,"Class4","F","J",66,39,40.158,52.327,65.355,62.585,0.506
34.779,19.813,82.416,"Class2","K","Y",8,76,49.629,51.716,61.117,34.08,61.11
38.578,30.142,89.314,"Class2","K","J",23,79,42.047,58.477,53.912,86.218,48.206
52.728,29.66,49.112,"Class4","H","J",61,45,62.153,54.747,25.023,67.696,1.531
67.602,3.304,33.71,"Class5","D","P",51,87,66.93,28.506,57.744,32.721,37.267
58.351,38.943,86.351,"Class4","H","B",67,41,37.355,53.919,59.922,62.409,1.793
83.44,45.586,29.265,"Class3","C","S",42,33,81.768,47.862,72.315,47.269,81.085
56.444,36.453,60.082,"Class4","F","I",62,40,78.203,51.873,45.591,33.039,3.388
63.491,52.109,29.967,"Class3","I","S",39,45,84.513,45.379,34.409,35.949,83.585
59.403,9.183,36.37,"Class5","I","K",51,87,68.668,15.61,44.101,32.986,20.082
71.386,52.263,28.841,"Class3","I","S",37,39,81.879,37.602,30.696,40.984,86.544
67.113,9.173,46.239,"Class5","S","K",50,88,17.794,34.279,30.79,29.065,26.093
80.517,30.086,30.07,"Class3","K","J",38,25,78.437,43.118,44.486,41.803,82.72
51.891,38.207,80.72,"Class4","H","Z",63,40,44.862,55.287,35.58,43.38,4.346
75.555,25.766,17.766,"Class3","S","S",39,24,83.862,49.612,32.096,13.427,76.969
56.718,66.973,66.675,"Class1","X","N",75,50,64.549,27.214,73.816,51.705,79.776
17.491,4.143,55.203,"Class5","I","F",53,86,51.744,21.705,21.431,34.803,22.747
5.725,10.197,51.713,"Class5","S","X",53,85,17.599,37.674,38.61,33.739,30.068
39.01,25.93,80.766,"Class2","J","P",27,41,45.876,39.166,30.417,20.028,58.019
84.789,48.813,28.346,"Class3","K","J",37,17,87.699,39.021,12.992,36.682,86.466
64.986,7.103,34.802,"Class5","S","K",54,88,57.556,16.052,7.401,34.425,16.727
53.577,NA,93.898,"Class4","U","Z",64,45,60.118,52.876,63.201,84.332,1.709
61.577,NA,75.336,"Class4","G","S",65,53,35.639,52.303,54.473,53.263,3.149
71.78,9.282,55.784,"Class5","I","Z",51,86,46.059,8.942,29.206,35.546,24.871
52.213,44.862,91.407,"Class4","F","B",61,58,36.938,55.055,58.824,67.741,3.515
52.376,39.439,97.923,"Class4","S","Z",61,41,30.637,54.626,64.227,13.887,2.177
73.307,NA,34.215,"Class1","L","K",50,47,39.127,27.084,57.818,12.521,81.891
29.994,22.363,69.608,"Class2","H","P",18,19,41.479,49.963,59.638,53.713,47.572
76.185,18.217,37.145,"Class5","N","P",53,88,33.184,20.02,24.172,37.406,35.955
38.842,78.139,50.479,"Class2","H","J",19,65,46.735,59.014,62.868,61.192,65.616
70.15,15.879,58.595,"Class5","I","Z",54,89,49.432,20.159,23.153,33.796,35.705
45.868,42.021,90.38,"Class2","J","Y",21,53,40.568,47.899,87.324,53.996,51.644
72.47,55.234,28.392,"Class3","I","O",39,44,87.078,40.325,45.855,28.304,93.155
10.024,4.175,34.776,"Class5","D","X",50,89,73.939,36.565,18.406,30.585,33.316
NA,45.637,50.198,"Class4","S","J",66,59,69.139,52.385,75.097,75.477,3.327
61.064,32.935,58.415,"Class4","H","S",63,57,35.523,51.699,67.876,56.248,1.427
59.195,41.679,31.203,"Class3","S","F",38,16,78.87,24.531,40.315,58.915,72.4
42.023,15.199,43.069,"Class5","N","X",50,86,33.337,25,35.15,33.538,29.806
64.674,54.857,16.237,"Class3","Q","J",44,35,86.5,27,24.606,59.244,81.93
36.656,75.32,58.381,"Class2","F","P",20,37,36.801,30.006,51.26,80.157,53.472
16.541,43.771,14.714,"Class2","D","S",21,75,37.852,34.881,80.173,126.386,56.43
72.394,13.869,56.461,"Class5","D","K",53,85,14.131,19.615,43.997,38.499,15.576
42.485,17.28,34.893,"Class5","I","P",54,86,34.632,36.558,18.417,34.607,20.001
65.998,76.675,48.292,"Class1","G","N",69,51,33.054,26.076,29.641,3.35,79.825
30.735,19.971,74.834,"Class2","J","J",14,23,46.398,53.894,53.854,23.37,58.14
26.102,44.708,58.04,"Class2","H","Y",12,64,50.546,56.487,41.58,63.282,54.454
81.44,65.942,56.406,"Class1","G","L",53,52,24.958,25.681,63.587,81.593,74.894
54.868,68.061,48.609,"Class1","U","D",82,48,30.738,26.861,30.816,20.289,78.185
80.09,42.456,18.514,"Class3","K","Y",42,45,79.363,40.904,-17.582,66.417,79.149
31.763,45.129,33.234,"Class2","D","Y",26,48,50.833,31.389,76.635,72.666,62.471
58.797,NA,19.818,"Class3","I","F",44,34,78.988,37.052,43.364,63.01,87.698
68.792,49.603,49.661,"Class1","X","K",81,50,48.894,25.119,89.699,34.245,74.415
68.791,38.903,18.114,"Class3","C","J",38,19,80.071,22.593,13.159,22.93,90.491
13.111,13.194,54.829,"Class5","Y","K",51,89,25.08,24.759,15.051,31.071,33.863
51.41,44.964,61.502,"Class4","S","S",64,39,54.966,55.565,43.865,77.85,2.923
21.894,27.26,67.211,"Class2","H","Z",23,32,42.972,43.411,37.02,66.077,55.705
68.527,45.111,77.712,"Class4","U","B",62,42,75.157,52.123,49.942,59.557,2.763
78.571,50.774,19.794,"Class3","C","Y",39,17,87.707,40.781,23.465,39.772,90.239
52.589,40.951,51.303,"Class4","H","B",64,42,34.853,51.86,47.985,56.933,3.259
61.411,44.977,94.422,"Class4","H","I",67,58,42.847,55.486,74.589,69.695,3.002
34.232,11.688,48.943,"Class5","Y","X",50,86,21.434,41.965,43.599,33.885,21.722
57.474,40.163,30.309,"Class3","C","S",41,18,84.452,39.405,40.332,11.878,87.426
77.245,48.128,32.151,"Class3","Q","J",39,25,82.312,33.734,66.866,48.986,77.308
13.503,49.129,30.296,"Class2","F","Z",24,20,47.341,53.897,80.416,103.091,67.827
73.697,8.524,35.858,"Class5","S","Z",49,87,59.454,33.065,24.78,35.496,30.734
65.484,41.206,88.865,"Class4","S","I",63,46,64.209,52.49,58.118,50.045,3.376
69.246,NA,54.548,"Class5","Y","Z",54,89,52.361,13.657,55.077,36.482,22.469
70.057,13.921,36.915,"Class5","I","X",49,87,32.122,39.811,21.072,37.353,10.782
NA,75.351,65.625,"Class1","L","N",81,52,65.807,29.415,53.453,21.492,78.365
NA,NA,35.69,"Class1","X","N",48,50,52.03,25.207,24.843,28.504,85.818
36.148,48.82,22.581,"Class2","H","J",26,76,42.477,35.437,53.764,46.861,45.983
37.15,-2.236,25.282,"Class2","D","J",15,19,46.203,51.445,66.051,76.389,60.965
82.746,37.896,20.251,"Class3","C","Y",37,19,82.441,21.551,35.692,51.703,85.241
67.858,45.128,54.904,"Class4","H","I",66,45,49.829,52.561,48.313,72.581,2.052
73.982,46.021,68.712,"Class1","D","K",41,50,40.623,27.284,24.38,35.998,78.324
60.778,49.091,16.007,"Class3","C","F",47,17,85.618,49.782,62.601,48.474,76.29
56.67,61.526,81.332,"Class1","X","N",47,51,32.046,26.736,22.745,50.651,84.676
35.276,6.778,86.461,"Class2","F","Z",17,48,38.191,56.95,72.488,71.398,65.759
58.209,66.834,75.244,"Class1","U","L",65,51,45.954,28.343,71.032,33.118,82.418
38.039,13.562,59.765,"Class5","Y","X",51,89,12.205,23.092,30.227,35.148,13.26
18.39,47.982,79.122,"Class2","H","J",27,56,47.11,57.312,55.72,69.625,66.201
59.522,33.729,54.708,"Class4","F","J",67,55,34.384,51.685,43.563,75.588,1.841
60.571,7.719,31.374,"Class5","S","Z",54,86,13.993,46.147,40.549,30.527,37.734
74.23,60.013,64.995,"Class1","D","Q",64,51,50.62,26.674,42.839,35.594,75.953
77.102,40.188,36.519,"Class1","U","N",67,47,39.544,26.484,71.272,38.063,75.417
18.198,11.638,2.719,"Class2","H","J",26,57,44.052,45.42,67.407,47.124,62.188
57.457,32.793,32.792,"Class3","C","F",47,38,86.727,43.514,31.584,38.965,63.34
58.965,42.712,52.147,"Class4","U","J",67,49,47.97,54.966,77.37,44.301,3.342
67.918,32.548,24.719,"Class3","I","Y",38,31,79.519,47.918,25.595,54.631,88.933
58.976,35.13,79.53,"Class4","S","I",64,58,26.682,51.047,60.152,27.373,1.435
NA,35.067,77.211,"Class2","D","Y",15,79,46.288,37.897,45.189,43.696,68.052
81.234,68.506,59.848,"Class1","D","N",62,47,64.083,28.787,42.713,57.837,79.813
72.889,52.441,17.15,"Class3","S","F",45,31,78.431,31.601,46.895,38.086,77.935
53.583,7.662,37.763,"Class5","D","P",50,88,41.856,21.353,39.626,35.801,14.862
59.499,34.869,21.473,"Class3","C","F",44,30,80.302,14.149,19.45,49.731,102.181
60.932,47.719,65.231,"Class1","L","N",40,51,57.493,26.19,63.23,104.311,77.54
75.615,46.156,21.04,"Class3","C","Y",43,40,86.062,47,44.415,32.431,88.728
55.225,NA,90.682,"Class1","U","D",77,50,44.308,27.497,58.181,46.177,79.543
33.716,68.292,32.551,"Class2","D","J",18,48,50.837,39.492,79.995,44.675,57.191
66.953,38.639,75.873,"Class1","L","N",49,51,22.667,27.672,0.714,78.449,80.507
65.778,NA,27.131,"Class3","I","S",37,33,83.116,43.573,42.957,38.193,79.072
40.435,36.208,70.817,"Class2","F","Y",17,26,39.571,55.228,65.898,40.211,58.881
41.766,5.208,44.787,"Class5","S","K",51,86,42.321,36.988,23.805,34.229,16.237
57.07,41.351,86.85,"Class4","S","J",66,47,16.082,52.402,52.666,24.613,2.917
79.677,79.105,88.624,"Class1","X","K",45,49,26.551,26.807,38.849,29.615,78.992
13.91,15.786,54.889,"Class5","D","P",51,89,72.953,12.144,28.822,33.488,27.606
NA,29.579,92.231,"Class2","F","P",14,71,39.198,45.94,71.793,73.939,57.579
65.074,2.761,34.76,"Class5","N","Z",53,87,69.135,36.926,46.28,32.465,42.529
63.121,49.991,88.745,"Class1","U","L",86,51,59.945,28.325,56.885,43.098,78.693
66.169,6.844,35.339,"Class5","I","X",54,88,29.285,51.855,34.638,34.248,33.543
28.301,23.099,86.42,"Class2","J","S",11,57,43.628,23.174,71.139,83.363,57.442
63.908,38.884,72.317,"Class4","H","B",63,45,55.76,51.701,74.815,31.712,2.84
62.65,6.998,50.718,"Class5","I","P",51,89,36.749,38.005,40.619,32.838,21.528
41.847,34.461,86.035,"Class2","K","S",15,62,41.098,27.604,82.602,73.588,56.778
60.361,85.75,56.793,"Class1","D","K",65,52,20.093,26.833,74.476,27.095,76.791
68.523,76.672,79.205,"Class1","G","D",56,48,62.329,28.413,52.771,69.431,82.497
37.182,-10.321,57.992,"Class2","K","J",22,73,47.175,42.442,88.709,65.743,48.635
69.357,5.984,57.934,"Class5","S","P",54,85,58.932,54.047,41.166,35.557,35.269
31.378,-11.916,68.093,"Class2","F","P",19,41,47.507,45.928,60.581,76.912,54.736
54.372,39.388,74.453,"Class4","G","S",65,50,24.955,52.483,53.361,86.271,3.889
46.72,28.181,85.562,"Class2","F","J",14,42,36.112,42.569,80.106,92.499,61.877
57.95,45.218,26.092,"Class3","C","S",45,29,80.28,41.964,44.377,49.359,91.784
17.725,-14.329,3.94,"Class2","J","J",8,31,43.551,47.796,70.866,95.041,57.388
71.922,51.473,57.607,"Class1","D","N",66,47,30.712,25.649,58.136,68.468,79.311
65.604,43.67,52.982,"Class4","U","J",61,45,59.264,54.409,76.329,58.964,2.68
66.369,45.714,26.15,"Class3","C","O",38,38,87.306,30.715,57.197,28.875,88.537
64.405,64.995,85,"Class1","X","Q",40,50,32.627,29.732,52.656,52.674,79.01
56.891,37.359,57.492,"Class4","U","B",61,52,75.632,55.398,43.615,51.321,2.36
43.814,22.604,88.672,"Class2","K","S",20,59,47.818,52.113,72.08,34.989,52.015
70.327,58.48,43.157,"Class1","G","L",68,49,61.687,29.68,79.952,55.007,84.314
67.013,40.464,21.488,"Class3","I","S",43,19,78.168,30.384,13.723,39.392,105.455
44.542,51.028,46.867,"Class2","J","S",21,34,38.464,53.763,78.608,51.622,53.015
79.176,80.102,89.798,"Class1","D","L",51,52,51.597,29.949,23.989,41.967,87.866
58.688,38.069,82.21,"Class4","G","J",62,46,76.668,52.447,54.908,57.698,1.721
57.584,72.443,77.092,"Class1","U","L",66,50,44.331,26.723,45.214,50.076,79.951
42.352,11.475,78.996,"Class2","F","S",16,30,37.179,28.544,98.739,76.517,55.072
75.488,9.807,32.212,"Class5","S","F",51,88,64.205,48.153,49.28,29.743,12.69
44.27,36.291,86.909,"Class2","D","P",14,50,50.765,52.023,78.327,87.595,61.113
23.908,12.792,51.78,"Class5","S","P",50,89,47.254,34.767,11.192,29.64,32.808
77.54,62.3,65.969,"Class1","D","K",40,49,27.376,28.131,53.851,29.658,75.747
32.751,40.626,79.317,"Class2","D","Y",15,43,36.675,27.1,41.4,98.49,58.028
NA,51.797,22.343,"Class3","I","Y",43,46,86.42,31.337,41.335,8.183,68.602
46.476,32.451,50.449,"Class2","J","P",18,30,47.858,33.564,91.652,61.551,47.627
46.255,36.203,33.573,"Class2","D","S",8,76,45.371,39.994,39.243,48.249,62.909
65.663,41.241,32.615,"Class3","C","S",40,23,80.027,19.943,25.626,48.015,80.465
67.259,73.896,54.664,"Class1","X","D",68,49,29.591,25.432,49.032,11.539,85.254
NA,28.568,44.861,"Class2","F","J",12,44,48.611,27.619,81.583,49.972,59.422
NA,NA,59.655,"Class4","G","S",63,61,78.959,55.165,65.661,64.773,2.257
38.145,41.747,14.182,"Class2","J","P",25,80,36.247,37.561,80.244,107.747,51.963
72.507,58.88,54.505,"Class1","L","K",55,50,56.459,27.265,67.264,73.852,79.843
81.212,59.992,45.835,"Class1","L","D",53,47,21.443,27.232,45.819,52.486,85.291
52.557,34.482,95.297,"Class4","U","I",65,43,22.989,54.53,71.329,86.409,1.014
57.963,51.616,16.727,"Class3","C","F",45,24,81.123,40.771,14.032,38.425,74.62
55.225,41.489,75.922,"Class4","S","S",64,58,38.232,54.805,73.913,47.195,3.623
72.614,13.364,42.882,"Class5","S","F",51,89,74.359,21.915,28.224,35.088,13.355
57.421,41.2,26.478,"Class3","C","J",37,34,83.878,18.884,42.083,53.369,84.37
37.882,21.365,92.451,"Class2","J","S",22,47,50.222,44.555,81.262,67.041,57.394
32.769,7.229,14.206,"Class2","F","J",25,20,44.197,37.315,66.481,69.49,48.39
13.663,NA,48.871,"Class5","N","K",50,85,28.689,38.164,24.364,28.643,44.647
25.546,72.311,27.214,"Class2","F","Y",18,56,40.848,54.788,81.248,65.671,57.501
45.177,30.426,19.076,"Class2","J","Y",26,61,50.291,57.576,66.749,54.294,44.405
63.587,38.838,57.921,"Class4","S","Z",66,61,21.907,54.441,76.946,27.929,1.353
42.767,39.614,2.711,"Class2","F","Y",18,63,45.498,51.975,70.109,72.508,46.701
35.359,8.928,45.896,"Class5","I","Z",53,85,29.215,10.565,28.33,33.202,21.201
80.665,46.214,32.869,"Class3","C","O",38,40,84.511,35.024,49.116,31.259,89.386
51.676,18.1,52.644,"Class5","S","K",51,87,25.058,25.904,13.281,32.725,43.427
74.738,67.145,45.409,"Class1","U","D",67,48,23.077,29.73,60.478,37.91,76.961
56.346,45.489,84.268,"Class4","S","Z",62,45,33.025,53.347,28.965,47.604,1.062
62.065,37.742,62.05,"Class4","G","J",62,44,45.494,53.206,68.176,78.646,3.772
32.707,19.678,50.634,"Class5","D","X",49,87,34.254,22.539,39.367,31.681,41.942
60.328,4.543,35.709,"Class5","D","Z",49,86,28.733,24.297,27.187,32.464,39.873
69.312,45.496,23.623,"Class3","I","Y",44,33,81.137,43.14,46.37,61.069,92.424
72.553,19.082,43.357,"Class5","D","Z",54,88,50.323,20.82,34.121,38.466,14.023
82.116,30.71,17.583,"Class3","S","Y",41,33,86.055,44.997,48.362,32.508,96.204
35.98,11.701,41.674,"Class5","N","P",54,89,70.268,39.418,29.016,34.597,29.08
58.295,42.577,85.704,"Class4","F","Z",64,54,34.331,51.933,33.679,61.372,4.498
62.103,76.474,61.812,"Class1","U","L",73,49,31.695,29.156,13.514,22.23,77.946
40.183,36.887,12.943,"Class2","K","S",11,75,40.963,36.667,87.589,55.277,66.304
30.053,19.165,23.522,"Class2","K","S",27,28,36.82,38.896,79.926,65.387,54.119
63.362,39.74,96.815,"Class4","S","Z",61,51,37.723,55.089,40.16,71.048,2.093
56.395,55.504,73.584,"Class1","G","L",59,48,41.301,27.851,71.123,36.802,82.115
57.407,47.528,77.417,"Class4","H","I",65,41,77.047,53.795,67.404,14.864,2.665
8.617,8.633,59.75,"Class5","S","F",49,89,72.456,36.63,15.471,38.21,29.262
13.639,8.232,36.19,"Class2","F","J",21,72,46.21,39.7,82.383,77.429,57.674
24.562,5.724,81.349,"Class2","D","P",19,75,48.255,48.081,76.07,48.471,58.991
47.63,15.77,43.905,"Class5","Y","Z",52,87,24.102,10.657,2.09,31.226,29.152
54.302,11.255,42.662,"Class5","D","P",50,86,24.588,38.758,28.376,29.031,28.486
35.733,45.025,68.97,"Class2","K","J",24,39,46.827,25.92,56.984,29.403,47.345
74.949,NA,60.761,"Class1","L","L",64,48,46.69,29.723,69.108,20.138,75.978
17.379,10.863,76.241,"Class2","K","Z",20,80,38.643,53.8,76.462,74.838,47.14
56.456,34.22,76.333,"Class4","F","Z",64,47,20.26,51.73,25.552,22.833,2.235
67.916,39.011,93.868,"Class4","U","J",67,58,70.522,55.158,58.306,33.982,2.7
32.247,8.277,34.815,"Class5","D","F",50,89,52.391,9.702,42.217,31.049,30.783
25.474,41.72,47.73,"Class2","F","Y",14,27,44.258,33.812,65.915,72.462,47.118
78.589,55.605,61.602,"Class1","G","Q",47,51,22.864,26.306,27.778,40.911,77.996
17.174,57.787,68.393,"Class2","J","J",26,47,47.985,47.93,80.217,34.485,49.942
31.117,34.299,57.034,"Class2","K","P",21,22,49.841,48.496,64.81,13.891,49.806
56.592,52.014,89.376,"Class1","X","K",64,49,47.684,26.55,62.869,49.837,86.525
13.542,54.219,68.665,"Class2","D","J",11,37,48.5,34.949,76.371,4.676,57.647
21.399,38.977,35.048,"Class2","K","Z",12,80,36.304,49.318,66.709,65.195,55.567
38.301,16.81,13.826,"Class2","J","S",23,41,49.858,38.719,67.484,83.976,52.581
63.397,46.198,56.69,"Class4","H","I",65,42,57.881,55.396,55.364,20.858,2.859
40.466,17.417,52.562,"Class5","S","K",53,86,32.183,35.699,22.769,34.122,54.084
54.025,43.311,51.024,"Class4","H","J",61,59,33.58,53.445,69.649,38.582,4.013
6.755,12.769,35.636,"Class5","N","F",49,86,56.474,47.433,35.869,34.836,23.995
26.062,18.728,11.791,"Class2","J","Z",16,23,50.693,28.817,52.272,85.473,56.72
42.677,49.856,28.593,"Class2","K","J",19,64,46.541,38.195,77.337,15.186,53.477
67.519,42.884,60.695,"Class4","S","S",66,44,62.856,52.335,97.023,78.524,1.597
56.837,43.885,15.646,"Class3","I","F",46,43,84.989,47.967,58.371,37.348,91.831
72.918,45.345,31.428,"Class3","C","Y",40,43,87.337,32.739,10.932,24.111,84.526
56.903,42.733,95.075,"Class4","U","S",65,58,18.087,54.255,38.257,25.951,3.672
29.861,40.481,44.883,"Class2","F","S",9,18,49.464,28.725,79.627,102.938,61.254
32.706,7.542,50.279,"Class2","F","S",24,66,38.805,56.615,45.813,55.365,49.894
60.017,61.92,41.346,"Class1","D","Q",74,51,51.033,29.475,52.65,61.475,76.804
72.249,59.437,49.473,"Class1","G","K",38,49,61.334,28.351,94.096,16.942,82.677
32.552,30.655,82.893,"Class2","H","P",24,75,41.053,27.985,101.991,45.18,53.107
37.141,19.889,48.092,"Class5","S","Z",53,87,48.067,19.988,35.47,32.361,21.955
58.047,32.821,81.76,"Class4","G","J",64,59,66.564,54.843,50.738,84.236,3.579
67.609,41.386,31.186,"Class3","S","J",42,31,82.537,45.916,64.444,18.512,61.829
67.159,45.592,26.955,"Class3","S","S",47,30,78.769,32.457,34.79,50.981,73.271
40.276,32.416,34.583,"Class2","J","Y",27,26,36.937,57.587,78.546,46.799,54.655
27.792,12.131,59.438,"Class5","S","F",52,85,26.772,40.468,21.495,31.841,31.412
69.534,67.641,80.222,"Class1","D","D",39,49,52.572,29.565,10.51,78.696,77.661
25.063,30.897,92.279,"Class2","F","S",8,58,49.363,53.811,74.887,82.978,63.87
79.437,57.31,90.511,"Class1","U","K",71,48,19.032,28.842,53.382,41.452,85.123
29.822,17.445,48.305,"Class2","J","Z",20,34,39.753,58.343,75.505,77.49,52.819
68.877,81.442,35.074,"Class1","L","L",44,49,45.786,25.529,38.403,45.941,82.563
30.123,39.16,34.377,"Class2","J","J",10,54,39.581,30.163,51.638,60.399,50.837
80.569,NA,32.881,"Class3","I","Y",46,30,78.331,38.434,76.2,63.64,78.296
