"PML1","GYO2","CJW3","UXF4","JUR5","KPQ6","SHU7","UTG8","MSG9","Output7","PMO10"
8,89.653,"L",47.422,56.056,57.405,88.591,43.252,59.513,"Class2",46.963
12,74.859,"C",92.056,55.744,45.273,69.551,37.701,76.808,"Class2",51.349
10,NA,"Y",48.961,56.141,59.505,84.992,30.065,42.153,"Class2",46.778
7,84.53,"K",52.257,55.89,60.063,57.635,48.082,NA,"Class2",48.206
12,62.767,"Y",-6.135,55.76,39.597,81.048,57.901,30.616,"Class2",53.101
10,75.869,"U",87.127,55.176,67.647,91.883,56.352,70.165,"Class2",45.283
13,82.982,"C",71.909,53.765,42.884,65.614,48.309,42.833,"Class2",44.59
13,85.102,"C",46.401,54.939,59.166,77.823,65.717,79.544,"Class2",47.375
8,74.677,"Y",28.291,54.071,44.774,78.881,27.167,30.856,"Class2",47.593
48,34.677,"Z",16.56,51.19,93.365,45.601,76.625,32.683,"Class1",57.617
5,93.464,"Y",31.941,55.011,59.27,84.205,47.414,38.275,"Class2",43.604
8,84.208,"L",64.619,56.076,43.658,74.216,-8.897,57.252,"Class2",44.141
12,68.157,"K",34.66,55.187,42.596,71.348,57.823,41.279,"Class2",45.395
9,70.38,"C",57.717,55.736,42.363,81.017,47.218,76.929,"Class2",50.302
7,73.05,"K",128.779,56.068,49.872,80.328,44.075,79.005,"Class2",51.1
47,40.735,"O",18.292,50.76,38.74,16.02,76.402,33.454,"Class1",50.963
48,69.305,"Z",17.299,44.439,75.919,41.597,76.196,72.906,"Class1",11.445
13,90.659,"Y",118,53.798,71.028,84.962,31.751,58.541,"Class2",50.706
47,25.691,"C",17.319,47.764,48.676,66.004,76.872,69.502,"Class1",39.323
13,76.719,"Y",79.374,56.104,49.326,89.173,0.281,62.296,"Class2",48.272
48,72.264,"O",13.568,43.093,81.803,64.644,76.221,42.099,"Class1",15.734
10,50.866,"Y",64.692,54.812,41.208,52.133,53.913,62.329,"Class2",46.75
48,3.768,"Z",17.733,45.04,38.523,55.132,76.837,46.334,"Class1",55.303
7,108.733,"C",41.056,55.996,70.47,60.451,18.46,48.446,"Class2",54.356
10,91.122,"K",73.285,57.024,37.167,82.956,14.429,35.116,"Class2",51.416
10,88.498,"Y",62.281,55.441,71.354,63.124,38.144,56.149,"Class2",50.838
47,29.861,"Z",15.13,52.797,41.086,35.537,77.117,40.62,"Class1",32.993
7,97.845,"K",84.406,57.012,42.41,80.603,26.026,67.868,"Class2",43.146
7,68.561,"C",22.113,55.393,67.579,52.051,40.582,52.887,"Class2",47.896
48,88.384,"R",14.17,42.484,91.094,54.811,76.362,62.092,"Class1",35.033
9,74.924,"U",36.653,55.957,45.173,86.821,50.611,77.324,"Class2",53.943
47,13.814,"Z",17.223,54.043,38.401,42.746,76.634,70.511,"Class1",59.572
8,95.669,"K",82.563,57.916,48.63,54.876,27.566,72.879,"Class2",49.895
48,67.936,"F",16.089,35.692,28.254,42.263,75.686,63.548,"Class1",54.208
47,96.097,"O",17.885,50.042,46.675,11.499,76.891,52.098,"Class1",5.424
48,110.592,"R",18.135,49.903,34.134,1.873,77.055,34.225,"Class1",68.058
48,59.262,"C",17.759,41.292,46.125,47.991,76.775,75.232,"Class1",26.973
11,78.994,"Y",56.868,56.932,56.619,84.576,19.982,59.299,"Class2",45.534
47,23.029,"O",14.312,49.531,81.883,3.641,75.911,55.298,"Class1",28.604
48,65.141,"O",17.279,51.203,88.024,65.575,77.1,36.584,"Class1",32.286
8,83.923,"K",81.124,56.115,34.337,92.599,24.557,39.054,"Class2",55.343
48,59.794,"Z",18.22,34.617,62.21,11.135,76.929,41.525,"Class1",63.35
10,93.625,"C",45.6,55.813,64.687,84.699,26.865,35.261,"Class2",51.793
48,34.971,"C",16.566,44.634,40.385,58.369,76.829,71.55,"Class1",56.255
47,54.13,"O",16.347,35.483,47.391,4.052,76.156,69.295,"Class1",17.276
12,71.635,"L",87.607,53.742,64.481,70.189,32.092,45.861,"Class2",45.21
47,35.068,"C",18.82,42.836,88.918,39.173,76.505,NA,"Class1",33.497
48,49,"Z",16.268,48.883,83.108,29.123,76.455,37.826,"Class1",17.287
12,79.165,"Y",25.655,55.382,66.087,86.346,41.586,58.214,"Class2",49.605
7,97.796,"U",45.601,57.108,62.322,55.851,36.484,75.848,"Class2",47.156
47,23.403,"F",16.952,47.875,78.599,10.741,76.095,44.327,"Class1",27.229
48,45.563,"C",18.081,57.67,32.083,42.524,76.598,68.474,"Class1",28.944
5,82.616,"Y",46.971,55.044,68.987,54.668,63.386,79.861,"Class2",54.321
5,94.581,"C",7.015,53.506,54.2,67.034,76.122,60.427,"Class2",52.035
47,6.938,"Z",16.942,42.424,31.981,26.491,76.424,39.82,"Class1",31.936
9,77.908,"U",77.009,51.834,45.171,89.584,48.279,56.04,"Class2",50.415
10,83.153,"Y",68.867,57.108,40.838,76.485,85.082,52.459,"Class2",47.547
48,73.577,"F",18.185,45.739,28.699,43.131,76.253,53.205,"Class1",39.832
48,70.881,"R",18.389,46.398,57.023,73.611,76.157,63.63,"Class1",13.345
47,94.07,"R",15.905,45.048,85.319,8.935,76.967,50.409,"Class1",65.343
47,58.389,"C",17.768,43.118,59.391,80.224,76.314,62.698,"Class1",55.637
48,107.132,"C",18.091,40.151,58.654,37.391,76.149,35.262,"Class1",3.218
6,95.513,"K",81.992,55.413,55.559,85.595,47.382,77.886,"Class2",53.294
47,71.965,"Z",18.117,41.678,47.06,10.857,76.952,62.423,"Class1",64.343
11,102.004,"K",45.865,58.779,64.621,78.109,41.544,75.578,"Class2",50.169
48,NA,"Z",17.066,43.884,67.653,63.97,76.264,67.145,"Class1",57.759
48,77.899,"R",16.849,51.481,73.477,8.147,76.36,49.261,"Class1",55.086
47,109.029,"O",16.177,50.481,38.572,44.215,76.493,68.718,"Class1",44.072
47,9.1,"R",16.358,41.719,49.074,51.55,76.35,42.626,"Class1",61.783
9,92.961,"K",48.917,55.288,56.816,77.59,47.258,44.752,"Class2",43.204
48,19.629,"F",17.994,45.174,94.805,37.193,76.377,44.462,"Class1",25.928
6,93.014,"K",104.519,56.552,51.524,72.3,62.006,32.973,"Class2",48.612
48,40.221,"Z",16.919,51.054,36.867,48.6,76.583,52.998,"Class1",10.88
12,107.176,"C",66.249,56.081,42.434,76.584,39.176,48.821,"Class2",54.574
48,124.622,"O",18.95,41.19,62.964,8.145,76.629,70.309,"Class1",22.38
47,16.153,"R",18.32,45.725,38.786,65.915,76.265,NA,"Class1",19.927
47,29.698,"O",16.434,37.892,61.419,7.638,76.412,50.286,"Class1",8.216
5,94.742,"K",69.361,55.74,66.739,89.01,68.573,63.612,"Class2",52.541
5,89.094,"C",18.625,54.689,39.57,91.786,32.398,45.412,"Class2",43.987
11,79.839,"C",8.939,55.189,34.352,77.864,44.289,43.459,"Class2",50.079
8,86.995,"L",85.851,56.207,41.451,89.753,71.147,30.123,"Class2",48.022
8,88.526,"C",73.67,56.516,59.219,86.338,58.092,NA,"Class2",43.54
47,108.109,"O",18.333,30.886,43.107,44.7,76.753,57.676,"Class1",49.166
48,44.21,"F",15.967,38.257,46.077,56.189,75.873,33.168,"Class1",42.404
48,41.861,"R",15.334,43.797,66.408,31.612,76.388,69.141,"Class1",21.686
48,96.788,"R",15.705,43.814,30.644,68.533,76.206,75.235,"Class1",4.75
12,81.621,"L",34.47,56.14,70.3,71.996,51.766,36.8,"Class2",54.964
13,82.043,"Y",54.95,54.639,64.923,92.191,79.004,73.813,"Class2",48.986
7,84.329,"L",68.264,56.637,53.677,66.567,57.547,NA,"Class2",49.565
47,56.976,"O",18.426,50.792,80.365,22.447,76.714,74.286,"Class1",9.738
47,117.236,"C",17.367,42.095,45.458,30.102,76.105,72.186,"Class1",51.404
48,31.357,"R",16.757,29.047,38.207,55.485,76.311,70.405,"Class1",55.061
47,65.057,"C",16.855,51.482,58.099,65.648,76.305,62.011,"Class1",13.613
47,70.229,"F",18.396,43.939,39.003,79.603,76.25,75.383,"Class1",14.418
47,36.677,"Z",18.301,49.503,34.048,25.394,75.732,44.841,"Class1",7.789
47,42.869,"F",16.8,54.926,73.698,25.055,76.278,50.326,"Class1",69.769
12,95.441,"C",58.559,56.123,46.308,72.337,50.72,55.038,"Class2",48.042
11,85.907,"C",52.373,53.368,39.762,84.164,34.105,67.233,"Class2",49.949
11,66.679,"U",56.103,53.526,56.471,77.473,60.668,53.772,"Class2",44.927
48,58.653,"O",15.787,56.836,40.739,30.766,75.922,43.147,"Class1",65.39
48,92.563,"F",14.653,36.669,33.203,71.847,76.114,49.3,"Class1",63.233
7,91.387,"Y",61.154,52.749,65.394,85.705,28.489,66.519,"Class2",55.524
9,75.504,"U",54.362,56.862,53.294,79.036,105.016,44.33,"Class2",43.359
47,65.627,"C",16.123,40.683,70.557,1.469,76.754,48.121,"Class1",49.088
7,83.927,"U",47.754,57.255,62.85,79.419,16.939,48.332,"Class2",49.235
48,108.654,"R",18.761,50.448,73.158,5.033,76.974,65.541,"Class1",63.495
48,50.779,"C",16.911,41.339,63.447,45.878,76.209,55.566,"Class1",31.138
47,48.869,"Z",17.691,28.861,54.056,10.406,75.952,62.36,"Class1",49.531
47,54.312,"F",16.729,39.556,58.336,23.23,77.142,63.765,"Class1",10.071
48,66.728,"Z",17.323,48.195,93.655,34.658,76.697,50.827,"Class1",56.396
48,NA,"R",15.252,52.357,32.322,51.87,76.298,74.502,"Class1",46.142
6,82.313,"L",23.819,54.466,56.755,60.537,38.747,29.523,"Class2",53.46
47,46.662,"R",14.498,36.309,48.367,71.249,76.543,49.012,"Class1",12.091
47,71.344,"Z",17.222,29.207,80.311,3.123,76.668,NA,"Class1",57.596
5,82.41,"K",89.451,55.991,52.235,64.922,6.18,63.426,"Class2",43.915
9,85.483,"L",12.173,52.796,61.398,79.487,75.197,62.837,"Class2",51.664
13,73.098,"L",82.404,56.862,43.009,63.924,9.657,NA,"Class2",45.624
48,42.177,"R",16.763,52.101,46.894,24.835,76.227,NA,"Class1",53.886
47,2.776,"R",20.121,41.855,52.807,37.986,76.484,70.737,"Class1",58.816
7,81.469,"Y",63.564,57.554,64.333,67.11,30.488,68.753,"Class2",50.21
11,77.717,"U",56.533,56.621,50.088,56.148,65.231,76.255,"Class2",55.025
47,5.066,"O",18.929,49.526,39.855,15.911,76.781,66.338,"Class1",43.173
9,80.569,"U",16.473,55.834,35.106,66.094,37.42,46.408,"Class2",50.771
13,88.333,"L",90.801,53.783,58.439,85.746,81.802,45.452,"Class2",45.292
47,51.691,"O",16.993,38.088,87.067,38.461,76.633,35.393,"Class1",37.947
14,82.8,"C",60.404,58.478,63.164,92.838,75.847,30.361,"Class2",44.833
47,84.064,"R",16.356,40,85.933,9.66,76.992,63.166,"Class1",65.412
12,79.017,"K",21.645,57.133,71.944,69.791,68.41,33.776,"Class2",55.765
47,81.523,"O",16.552,44.946,42.456,44.976,76.987,45.031,"Class1",42.134
5,77.31,"L",41.137,56.947,61.6,75.549,41.936,33.244,"Class2",49.326
48,25.718,"O",17.451,50.322,70.585,55.854,76.541,58.356,"Class1",56.049
8,68.52,"K",50.094,55.486,34.402,88.711,63.517,52.609,"Class2",49.637
12,90,"L",81.486,54.598,38.445,85.864,19.409,36.56,"Class2",45.411
48,38.607,"C",16.614,48.259,40.227,41.34,76.472,61.039,"Class1",29.308
12,NA,"C",0.179,55.664,68.408,63.185,96.227,34.158,"Class2",47.031
7,72.896,"Y",100.787,56.509,37.772,82.182,59.57,67.149,"Class2",48.025
5,62.87,"U",85.155,54.931,57.719,80.614,38.218,28.619,"Class2",46.633
6,83.068,"K",98.941,57.833,57.853,80.998,53.78,28.193,"Class2",52.211
47,106.027,"Z",16.421,42.349,83.306,9.161,75.89,NA,"Class1",7.955
48,59.433,"Z",17.852,42.099,70.627,35.926,76.238,73.497,"Class1",71.578
48,39.332,"Z",17.52,45.529,30.322,29.974,76.565,61.905,"Class1",45.084
13,83.298,"L",47.264,55.377,56.576,54.032,26.285,34.848,"Class2",43.153
12,94.91,"U",58.731,55.403,50.672,91.565,40.13,35.981,"Class2",55.551
12,81.332,"K",43.141,54.95,40.501,74.24,13.159,66.785,"Class2",43.717
6,87.47,"Y",67.688,54.713,65.961,90.472,14.151,71.834,"Class2",48.278
10,81.679,"U",8.184,56.2,38.949,53.073,28.881,53.337,"Class2",51.616
47,112.491,"F",15.255,43.649,55.501,54.534,77.124,48.159,"Class1",37.791
48,103.981,"C",16.075,37.849,28.001,70.451,77.193,51.779,"Class1",12.486
48,68.79,"R",18.894,37.84,71.389,49.517,76.885,61.487,"Class1",19.104
48,68.104,"F",14.011,47.407,35.434,5.23,76.588,70.939,"Class1",25.753
47,59.016,"F",16.99,47.559,84.236,79.775,76.442,37.739,"Class1",68.672
47,81.746,"C",16.116,42.754,90.57,29.496,76.671,60.856,"Class1",70.391
48,83.255,"O",14.6,48.347,42.793,18.003,76.559,77.661,"Class1",16.888
48,66.433,"R",19.348,45.471,28.971,9.34,76.377,47.979,"Class1",16.984
10,97.035,"L",72.089,57.343,50.461,90.283,37.566,27.14,"Class2",55.181
14,90.443,"K",24.099,54.31,57.137,56.29,24.483,73.562,"Class2",53.428
47,23.052,"F",18.001,42.662,83.207,16.472,76.726,53.866,"Class1",64.961
48,81.572,"R",15.866,49.529,37.271,72.24,76.13,50.589,"Class1",22.704
48,81.077,"Z",17.683,49.97,51.585,56.964,76.808,39.609,"Class1",57.287
47,39.111,"F",15.876,41.456,33.454,67.739,76.57,63.817,"Class1",40.265
10,87.104,"K",67.688,53.746,66.9,73.964,83.31,78.238,"Class2",53.65
47,45.715,"C",15.574,44.362,69.293,11.83,77.129,46.252,"Class1",10.415
48,58.684,"C",17.91,43.019,93.492,75.836,76.254,37.667,"Class1",12.451
10,85.917,"Y",38.168,55.123,49.116,78.352,35.626,30.278,"Class2",43.556
5,87.292,"C",57.83,56.083,64.258,76.686,32.565,65.518,"Class2",52.325
47,69.653,"F",17.701,49.236,62.509,21.619,76.728,56.068,"Class1",27.037
47,46.998,"O",16.459,50.75,50.114,66.261,76.29,59.706,"Class1",38.007
47,39.118,"F",13.394,48.201,40.992,34.581,76.611,56.945,"Class1",36.072
47,48.68,"R",15.505,45.264,70.363,65.156,76.186,70.444,"Class1",47.751
48,57.027,"F",16.93,38.534,91.172,23.498,76.45,68.643,"Class1",49.424
48,31.801,"C",17.698,54.046,55.531,31.288,76.424,65.738,"Class1",43.996
5,71.733,"U",11.923,54.938,60.082,63.147,73.251,50.357,"Class2",45.762
11,92.208,"U",106.816,54.886,35.96,77.264,61.358,NA,"Class2",51.776
13,78.663,"Y",99.116,55.032,64.008,63.398,52.979,38.984,"Class2",53.32
8,86.91,"L",62.164,56.6,43.89,59.769,66.99,78.652,"Class2",45.521
48,41.786,"Z",15.703,40.468,77.295,3.208,75.832,46.181,"Class1",35.094
7,95.017,"L",26.783,55.84,47.732,77.852,57.712,36.594,"Class2",43.335
10,76.698,"Y",60.924,58.467,54.126,77.199,37.102,29.021,"Class2",55.683
7,95.052,"K",58.359,56.854,61.223,64.715,42.762,28.973,"Class2",53.963
48,34.204,"C",18.946,50.418,54.3,46.041,76.79,39.965,"Class1",17.916
5,87.186,"C",16.738,55.406,67.797,52.331,69.706,38.534,"Class2",52.603
47,5.129,"O",16.3,40.47,44.37,9.293,76.036,62.034,"Class1",73.197
6,76.153,"L",71.37,59.758,35.671,55.49,49.031,64.489,"Class2",43.562
48,14.177,"O",14.449,47.237,93.857,24.981,76.761,36.545,"Class1",1.652
11,95.285,"U",57.366,54.242,34.179,76.44,32.63,53.866,"Class2",50.177
6,100.121,"U",29.246,56.743,49.824,67.061,42.357,48.516,"Class2",55.044
11,82.088,"Y",74.451,58.525,53.674,88.248,58.304,52.538,"Class2",47.307
10,75.425,"U",46.631,55.212,71.544,90.288,30.085,35.51,"Class2",43.258
11,75.381,"K",32.519,54.551,38.336,53.838,20.968,67.874,"Class2",46.865
47,37.483,"Z",17.652,48.488,53.887,79.451,77.033,44.161,"Class1",26.895
48,NA,"O",17.47,37.983,36.299,81.115,76.434,74.46,"Class1",20.464
6,80.549,"C",19.904,55.379,35.376,53.375,81.999,58.528,"Class2",43.198
48,NA,"R",15.825,44.493,69.701,15.489,76.313,75.605,"Class1",43.393
47,53.597,"Z",19.184,41.523,43.225,65.851,76.251,37.382,"Class1",66.285
47,74.528,"Z",16.976,46.695,40.507,33.479,76.192,50.797,"Class1",35.708
48,38.09,"O",16.424,53.628,84.576,22.828,75.806,58.653,"Class1",7.898
48,26.813,"O",16.367,42.9,33.892,25.44,75.975,48.654,"Class1",53.826
14,85.054,"L",84.21,56.166,65.557,63.782,35.438,53.046,"Class2",51.202
47,61.124,"C",18.152,47.856,74.786,33.401,76.443,72.966,"Class1",31.571
48,33.454,"C",16.488,49.968,30.834,25.462,76.768,70.586,"Class1",2.84
47,76.529,"R",16.381,44.764,83.016,4.736,75.94,NA,"Class1",59.379
6,91.102,"Y",50.04,55.035,50.539,84.317,44.909,27.118,"Class2",43.136
8,91.336,"Y",22.906,56.323,52.751,79.978,33.72,43.597,"Class2",54.974
14,67.751,"K",33.391,55.622,42.315,67.715,53.685,51.248,"Class2",44.389
47,73.636,"F",17.056,44.456,46.955,60.539,77.036,67.494,"Class1",8.472
48,71.262,"O",18.151,35.317,65.331,51.281,76.289,36.4,"Class1",66.08
48,49.398,"R",16.408,35.746,51.802,39.538,76.237,61.873,"Class1",16.993
47,72.703,"R",17.915,45.767,73.887,22.514,76.742,NA,"Class1",21.74
47,35.972,"O",18.071,43.604,40.689,43.537,76.261,39.774,"Class1",71.832
48,90.335,"C",18.997,44.552,37.647,21.722,76.367,NA,"Class1",36.029
48,41.253,"C",15.79,43.01,89.03,26.551,76.89,56.355,"Class1",56.037
10,87.812,"U",55.99,56.132,45.682,73.686,70.286,45.468,"Class2",53.719
14,70.09,"Y",77.79,55.488,41.775,81.519,56.555,60.974,"Class2",52.109
47,102.964,"C",15.589,42.305,80.571,4.277,76.589,44.247,"Class1",30.162
48,35.66,"Z",17.596,45.236,68.678,2.582,77.14,59.731,"Class1",8.597
47,59.71,"F",15.181,51.402,72.984,25.48,76.469,73.175,"Class1",12.828
48,95.257,"R",16.562,50.586,90.725,40.549,75.632,38.788,"Class1",13.25
13,104.601,"U",83.997,55.798,48.067,88.717,51.468,47.343,"Class2",43.741
47,NA,"C",16.803,40.465,60.702,36.844,76.107,71.036,"Class1",35.073
47,85.75,"Z",16.381,37.322,50.052,8.774,75.752,73.587,"Class1",31.311
13,NA,"Y",49.399,55.431,67.032,82.243,35.681,66.96,"Class2",53.675
11,75.439,"L",43.454,55.068,55.416,56.852,70.369,76.236,"Class2",46.683
47,70.22,"C",16.705,38.299,37.564,11.992,76.455,73.54,"Class1",28.749
10,65.033,"Y",48.262,56.452,62.594,85.039,25.292,60.604,"Class2",43.398
48,44.555,"R",17.107,43.619,61.664,27.336,77.095,43.849,"Class1",22.712
47,0.308,"R",16.593,43.571,32.295,51.166,76.45,NA,"Class1",66.559
47,105.083,"O",17.107,47.192,85.673,47.975,76.46,47.996,"Class1",54.069
7,80.387,"K",127.792,57.396,53.172,86.231,50.404,40.389,"Class2",51.133
10,80.883,"U",71.523,55.808,60.999,52.563,18.474,71.702,"Class2",51.302
48,86.066,"R",16.382,48.592,76.657,7.31,76.576,67.976,"Class1",70.874
47,71.604,"C",16.52,46.442,81.716,16.179,76.569,41.402,"Class1",27.899
48,92.452,"O",18.3,36.095,66.775,7.711,76.128,45.604,"Class1",59.641
8,77.56,"Y",83.65,56.426,71.366,77.219,67.305,56.566,"Class2",44.311
47,85.907,"F",17.37,46.81,74.335,19.365,75.978,34.32,"Class1",38.588
8,87.194,"U",82.787,56.854,47.361,91.829,31.313,57.607,"Class2",43.31
47,86.247,"F",16.022,44.946,76.245,79.342,76.515,39.419,"Class1",13.026
13,95.02,"Y",52.725,57.036,71.632,70.484,30.637,63.226,"Class2",49.822
6,87.819,"Y",29.544,53.716,35.553,70.504,-6.923,77.142,"Class2",49.644
48,71.187,"F",17.603,57.015,79.298,40.377,76.301,51.314,"Class1",23.21
47,NA,"C",16.313,45.088,76.938,61.435,76.316,42.848,"Class1",9.273
48,42.84,"F",17.399,41.522,32.157,69.618,76.101,50.689,"Class1",67.082
14,89.706,"K",47.756,55.81,71.986,81.621,44.468,79.351,"Class2",54.519
48,35.848,"C",15.238,39.587,78.17,16.682,76.59,44.149,"Class1",20.932
47,42.231,"Z",17.75,42.685,53.182,61.88,76.262,61.646,"Class1",66.949
48,42.039,"Z",17.934,40.43,66.502,50.159,75.859,53.616,"Class1",28.066
48,105.264,"R",17.799,41.473,55.385,29.595,76.4,32.953,"Class1",55.737
48,52.435,"F",15.618,41.373,81.489,74.908,76.794,42.745,"Class1",48.242
47,59.976,"F",18.627,47.833,32.851,54.365,76.413,66.187,"Class1",9.513
47,91.524,"C",16.703,31.313,33.904,49.239,76.246,52.087,"Class1",44.878
48,85.578,"C",16.066,44.115,48.492,18.248,76.632,67.945,"Class1",33.199
11,98.917,"L",27.216,54.533,69.923,87.057,65.071,32.961,"Class2",47.494
6,78.339,"C",53.17,56.523,55.421,57.101,32.912,73.94,"Class2",51.502
48,78.841,"R",17.188,43.855,47.289,7.722,76.74,32.071,"Class1",42.754
8,95.885,"K",48.421,57.504,65.459,77.878,51.447,62.796,"Class2",52.185
5,89.253,"Y",21.43,56.246,36.37,88.933,40.84,28.65,"Class2",44.765
6,77.763,"C",56.763,57.977,39.723,56.902,60.408,72.934,"Class2",48.434
7,76.09,"L",32.196,58.814,46.729,81.851,52.624,51.035,"Class2",52.423
13,73.166,"K",3.15,57.374,45.294,87.073,60.444,29.04,"Class2",50.323
9,80.559,"Y",28.883,58.142,54.678,58.877,76.65,50.265,"Class2",45.933
9,88.503,"U",48.162,57.667,52.234,72.602,38.089,62.102,"Class2",54.668
48,52.476,"C",16.788,43.358,62.158,22.437,76.809,39.279,"Class1",19.412
47,13.001,"O",18.015,60.694,71.085,3.249,76.236,69.879,"Class1",22.998
6,79.084,"K",73.769,56.357,55.495,83.131,37.44,32.858,"Class2",49.988
7,65.751,"Y",45.662,57.184,34.134,67.625,64.54,51.319,"Class2",43.634
47,49.628,"Z",15.091,48.313,55.522,39.296,76.509,39.068,"Class1",2.117
7,70.962,"U",112.517,54.874,61.416,72.42,39.276,64.617,"Class2",52.529
13,71.852,"L",77.84,56.157,69.302,54.378,62.294,30.529,"Class2",49.649
7,80.896,"K",37.184,55.971,53.493,70.387,65.681,63.026,"Class2",45.409
47,89.297,"Z",16.861,45.898,31.814,15.278,76.636,51.32,"Class1",37.546
10,71.638,"C",70.587,54.591,40.447,77.018,60.28,40.261,"Class2",48.37
48,53.55,"Z",16.242,27.771,64.56,75.454,76.635,60.433,"Class1",4.517
48,21.235,"F",14.374,57.684,29.272,23.146,76.591,76.47,"Class1",9.145
47,69.926,"Z",16.474,36.866,74.257,2.704,76.299,66.478,"Class1",36.287
48,71.656,"C",17.223,46.86,74.205,58.105,77.088,49.741,"Class1",38.522
13,65.574,"U",58.386,55.837,65.097,81.854,12.352,46.05,"Class2",53.21
48,72.02,"C",16.477,37.329,63.972,45.002,76.557,33.691,"Class1",4.95
11,85.153,"Y",38.743,54.985,52.56,80.896,30.978,58.09,"Class2",50.945
48,25,"R",19.297,38.583,94.64,22.032,77.11,77.311,"Class1",2.528
47,73.13,"C",15.886,43.21,55.016,80.076,76.57,44.966,"Class1",14.742
48,15.559,"O",15.911,41.374,42.937,22.921,76.066,42.35,"Class1",18.6
7,83.4,"K",31.331,56.971,45.182,71.905,24.656,NA,"Class2",53.247
6,89.561,"C",48.638,58.159,36.045,78.535,66.539,60.896,"Class2",49.053
11,72.473,"C",75.175,57.638,70.751,80.056,49.899,45.428,"Class2",55.466
14,70.081,"C",75.16,55.963,36.758,67.752,49.606,63.508,"Class2",46.992
9,75.483,"Y",44.724,54.063,54.743,75.382,62.01,78.462,"Class2",44.708
48,38.705,"O",18.349,58.137,79.793,44.016,76.584,49.535,"Class1",7.594
48,69.768,"F",17.643,42.228,67.567,37.926,76.915,71.598,"Class1",40.88
7,69.546,"Y",42.622,56.89,69.489,89.136,115.778,40.942,"Class2",48.993
6,84.619,"C",46.441,53.717,44.915,70.797,73.909,50.805,"Class2",47.922
7,92.297,"C",52.456,56.966,35.695,53.706,8.126,39.649,"Class2",55.009
48,28.117,"Z",13.808,55.708,68.398,55.722,76.772,49.096,"Class1",66.648
48,55.331,"R",15.959,48.277,31.38,64.815,76.861,75.427,"Class1",13.023
47,62.82,"C",15.373,36.213,60.725,67.817,76.416,70.641,"Class1",69.149
6,67.091,"U",41.133,54.836,68.03,65.653,47.449,35.94,"Class2",44.968
48,32.461,"Z",19.155,41.887,65.963,32.601,75.942,75.627,"Class1",71.152
8,75.082,"Y",61.384,56.765,51.515,75.019,42.911,56.19,"Class2",54.878
13,85.164,"Y",7.83,55.059,53.131,63.608,16.472,61.388,"Class2",53.498
11,89.449,"U",50.76,55.261,52.1,77.264,59.104,54.625,"Class2",46.818
48,48.967,"C",15.707,45.797,85.548,7.408,76.558,50.845,"Class1",64.8
48,93.014,"Z",16.905,50.873,28.627,53.493,76.866,76.57,"Class1",55.367
8,67.243,"C",22.568,54.161,49.945,91.048,38.979,35.217,"Class2",54.597
48,23.307,"O",17.017,41.101,49.394,9.194,76.083,74.989,"Class1",3.797
12,96.955,"C",72.601,57.416,63.335,57.559,50.941,51.077,"Class2",43.337
48,48.518,"F",16.387,40.31,61.233,65.765,75.94,52.127,"Class1",17.127
48,73.718,"O",16.243,40.226,63.696,37.24,76.421,66.666,"Class1",59.286
48,92.103,"O",17.813,53.766,60.672,29.178,76.353,51.427,"Class1",62.93
48,61.453,"F",16.68,42.224,75.383,45.881,76.617,49.87,"Class1",56.881
48,78.05,"R",17.279,40.972,71.938,6.61,76.181,36.327,"Class1",5.074
47,34.621,"O",16.41,41.878,94.298,49.189,76.21,51.6,"Class1",23.792
6,79.097,"U",63.037,55.109,68.294,87.347,91.98,28.336,"Class2",47.304
11,96.371,"K",-1.588,55.44,71.332,66.287,53.174,NA,"Class2",54.662
48,40.446,"F",18.662,51.306,59.044,76.974,75.711,35.923,"Class1",37.914
48,40.887,"F",21.123,41.236,65.471,80.24,77.229,71.273,"Class1",26.227
47,83.197,"R",20.125,43.07,53.048,12.526,76.128,40.693,"Class1",66.668
5,108.91,"C",55.572,54.821,51.882,52.831,36.954,66.989,"Class2",55.398
14,65.155,"C",111.797,54.839,59.935,88.989,33.759,27.299,"Class2",51.886
47,1.521,"O",16.181,55.395,76.068,45.209,76.573,36.633,"Class1",27.784
48,41.274,"Z",16.802,47.856,55.336,61.022,76.361,72.871,"Class1",20.162
6,88.4,"L",110.571,55.146,63.923,90.239,58.706,46.549,"Class2",53.832
47,50.015,"C",15.513,54.642,30.941,12.419,76.777,59.387,"Class1",3.702
9,71.687,"K",97.602,57.706,69.813,69.134,67.328,34.856,"Class2",55.825
9,93.519,"C",58.476,53.955,52.268,55.238,35.712,33.944,"Class2",49.222
47,-0.588,"C",18.482,52.923,87.417,22.167,76.502,60.685,"Class1",10.299
9,72.802,"K",70.885,53.846,65.522,83.428,50.185,NA,"Class2",43.459
47,59.919,"O",14.864,54.459,66.266,14.357,76.705,70.001,"Class1",15.131
48,48.288,"F",17.446,33.985,43.811,20.468,76.543,54.284,"Class1",50.958
47,84.905,"O",17.849,36.545,63.984,67.908,76.61,39.781,"Class1",71.402
47,17.169,"C",17.762,54.025,32.32,54.055,76.104,57.307,"Class1",57.823
13,87.684,"C",44.26,55.41,45.238,81.922,53.451,74.467,"Class2",43.511
47,42.537,"F",19.338,40.603,61.985,28.781,76.565,40.689,"Class1",18.385
47,82.418,"O",16.074,54.356,33.634,67.52,76.47,41.566,"Class1",61.374
